df_hash,22ZHK4.WCZFFA
259.662,1.047
259.692,1.045
259.722,1.045
259.752,1.049
259.782,1.060
259.812,1.050
259.842,1.057
259.872,1.051
259.902,1.047
259.932,1.051
259.962,1.048
259.992,1.047
260.022,1.043
260.052,1.049
260.082,1.049
260.112,1.046
260.142,1.045
260.172,1.042
260.202,1.044
260.232,1.044
260.262,1.046
260.292,1.046
260.322,1.046
260.352,1.042
260.382,1.042
260.412,1.042
260.442,1.044
260.472,1.044
260.502,1.046
260.532,1.044
260.562,1.044
260.592,1.044
260.622,1.045
260.652,1.044
260.682,1.044
260.712,1.043
260.742,1.044
260.772,1.044
260.802,1.044
260.832,1.044
260.862,1.041
260.892,1.052
260.922,1.044
260.952,1.040
260.982,1.046
261.012,1.048
261.042,1.047
261.072,1.038
261.102,1.044
261.132,1.041
261.162,1.044
261.192,1.049
261.222,1.045
261.252,1.047
261.282,1.045
261.312,1.045
261.342,1.046
261.372,1.038
261.402,1.048
261.432,1.049
261.462,1.047
261.492,1.042
261.522,1.046
261.552,1.043
261.582,1.042
261.612,1.044
261.642,1.043
261.672,1.046
261.702,1.045
261.732,1.043
261.762,1.014
261.792,1.007
261.822,1.110
261.852,1.106
261.882,1.133
261.912,1.069
261.942,1.042
261.972,1.044
262.002,1.037
262.032,1.027
262.062,1.026
262.092,1.002
262.122,1.016
262.152,1.043
262.182,1.021
262.212,1.020
262.242,1.057
262.272,1.046
262.302,1.053
262.332,1.043
262.362,1.035
262.392,1.035
262.422,1.038
262.452,1.031
262.482,1.039
262.512,1.049
262.542,1.040
262.572,1.032
262.602,1.041
262.632,1.044
262.662,1.041
262.692,1.044
262.722,1.025
262.752,1.028
262.782,1.042
262.812,1.033
262.842,1.037
262.872,1.037
262.902,1.039
262.932,1.034
262.962,1.034
262.992,1.043
263.022,1.041
263.052,1.037
263.082,1.037
263.112,1.037
263.142,1.033
263.172,1.038
263.202,1.041
263.232,1.032
263.262,1.042
263.292,1.040
263.322,1.032
263.352,1.043
263.382,1.044
263.412,1.028
263.442,1.036
263.472,1.037
263.502,1.047
263.532,1.046
263.562,1.040
263.592,1.034
263.622,1.043
263.652,1.039
263.682,1.029
263.712,1.035
263.742,1.041
263.772,1.036
263.802,1.046
263.832,1.033
263.862,1.025
263.892,1.035
263.922,1.038
263.952,1.041
263.982,1.029
264.012,1.031
264.042,1.036
264.072,1.042
264.102,1.042
264.132,1.035
264.162,1.038
264.192,1.040
264.222,1.032
264.252,1.040
264.282,1.046
264.312,1.042
264.342,1.038
264.372,1.037
264.402,1.036
264.432,1.041
264.462,1.040
264.492,1.035
264.522,1.036
264.552,1.043
264.582,1.043
264.612,1.035
264.642,1.042
264.672,1.041
264.702,1.040
264.732,1.034
264.762,1.042
264.792,1.041
264.822,1.039
264.852,1.034
264.882,1.038
264.912,1.041
264.942,1.041
264.972,1.033
265.002,1.034
265.032,1.040
265.062,1.040
265.092,1.039
265.122,1.040
265.152,1.040
265.182,1.042
265.212,1.042
265.242,1.038
265.272,1.044
265.302,1.042
265.332,1.037
265.362,1.036
265.392,1.037
265.422,1.042
265.452,1.045
265.482,1.041
265.512,1.038
265.542,1.042
265.572,1.044
265.602,1.041
265.632,1.039
265.662,1.037
265.692,1.049
265.722,1.041
265.752,1.038
265.782,1.042
265.812,1.042
265.842,1.042
265.872,1.041
265.902,1.040
265.932,1.041
265.962,1.041
265.992,1.040
266.022,1.038
266.052,1.045
266.082,1.045
266.112,1.042
266.142,1.040
266.172,1.033
266.202,1.043
266.232,1.044
266.262,1.045
266.292,1.035
266.322,1.029
266.352,1.039
266.382,1.041
266.412,1.040
266.442,1.042
266.472,1.038
266.502,1.036
266.532,1.044
266.562,1.040
266.592,1.040
266.622,1.042
266.652,1.041
266.682,1.044
266.712,1.039
266.742,1.039
266.772,1.037
266.802,1.043
266.832,1.044
266.862,1.038
266.892,1.034
266.922,1.034
266.952,1.044
266.982,1.037
267.012,1.042
267.042,1.040
267.072,1.041
267.102,1.044
267.132,1.042
267.162,1.043
267.192,1.040
267.222,1.030
267.252,1.036
267.282,1.036
267.312,1.036
267.342,1.041
267.372,1.036
267.402,1.036
267.432,1.042
267.462,1.043
267.492,1.041
267.522,1.043
267.552,1.038
267.582,1.033
267.612,1.033
267.642,1.038
267.672,1.037
267.702,1.031
267.732,1.035
267.762,1.031
267.792,1.028
267.822,1.036
267.852,1.032
267.882,1.033
267.912,1.039
267.942,1.032
267.972,1.024
268.002,1.036
268.032,1.037
268.062,1.028
268.092,1.024
268.122,1.021
268.152,1.023
268.182,1.019
268.212,1.007
268.242,1.026
268.272,1.012
268.302,1.027
268.332,1.032
268.362,1.028
268.392,1.029
268.422,1.041
268.452,1.038
268.482,1.039
268.512,1.040
268.542,1.025
268.572,1.032
268.602,1.022
268.632,1.021
268.662,1.011
268.692,1.022
268.722,1.039
268.752,1.043
268.782,1.046
268.812,1.061
268.842,1.052
268.872,1.053
268.902,1.061
268.932,1.063
268.962,1.060
268.992,1.047
269.022,1.050
269.052,1.050
269.082,1.055
269.112,1.049
269.142,1.044
269.172,1.043
269.202,1.048
269.232,1.053
269.262,1.054
269.292,1.046
269.322,1.050
269.352,1.038
269.382,1.051
269.412,1.044
269.442,1.038
269.472,1.048
269.502,1.039
269.532,1.050
269.562,1.037
269.592,1.049
269.622,1.048
269.652,1.046
269.682,1.050
269.712,1.045
269.742,1.045
269.772,1.053
269.802,1.057
269.832,1.036
269.862,1.044
269.892,1.046
269.922,1.043
269.952,1.042
269.982,1.034
270.012,1.037
270.042,1.048
270.072,1.038
270.102,1.040
270.132,1.041
270.162,1.043
270.192,1.048
270.222,1.036
270.252,1.046
270.282,1.044
270.312,1.039
270.342,1.045
270.372,1.034
270.402,1.044
270.432,1.045
270.462,1.046
270.492,1.039
270.522,1.048
270.552,1.045
270.582,1.044
270.612,1.046
270.642,1.045
270.672,1.043
270.702,1.040
270.732,1.042
270.762,1.047
270.792,1.047
270.822,1.043
270.852,1.043
270.882,1.044
270.912,1.045
270.942,1.045
270.972,1.045
271.002,1.041
271.032,1.039
271.062,1.046
271.092,1.040
271.122,1.042
271.152,1.046
271.182,1.045
271.212,1.044
271.242,1.043
271.272,1.041
271.302,1.047
271.332,1.046
271.362,1.049
271.392,1.044
271.422,1.042
271.452,1.046
271.482,1.041
271.512,1.045
271.542,1.043
271.572,1.042
271.602,1.042
271.632,1.048
271.662,1.042
271.692,1.037
271.722,1.039
271.752,1.039
271.782,1.043
271.812,1.050
271.842,1.039
271.872,1.037
271.902,1.033
271.932,1.040
271.962,1.044
271.992,1.039
272.022,1.040
272.052,1.046
272.082,1.045
272.112,1.038
272.142,1.027
272.172,1.035
272.202,1.028
272.232,1.038
272.262,1.032
272.292,1.032
272.322,1.026
272.352,1.030
272.382,1.049
272.412,1.054
272.442,1.035
272.472,1.021
272.502,1.015
272.532,1.018
272.562,1.021
272.592,1.025
272.622,1.032
272.652,1.030
272.682,1.050
272.712,1.043
272.742,1.026
272.772,1.050
272.802,1.039
272.832,1.039
272.862,1.036
272.892,1.036
272.922,1.023
272.952,1.041
272.982,1.045
273.012,1.042
273.042,1.048
273.072,1.047
273.102,1.057
273.132,1.044
273.162,1.046
273.192,1.046
273.222,1.055
273.252,1.039
273.282,1.050
273.312,1.059
273.342,1.056
273.372,1.050
273.402,1.061
273.432,1.042
273.462,1.054
273.492,1.052
273.522,1.041
273.552,1.049
273.582,1.043
273.612,1.048
273.642,1.047
273.672,1.042
273.702,1.044
273.732,1.050
273.762,1.046
273.792,1.038
273.822,1.045
273.852,1.049
273.882,1.047
273.912,1.034
273.942,1.045
273.972,1.041
274.002,1.047
274.032,1.041
274.062,1.036
274.092,1.047
274.122,1.043
274.152,1.044
274.182,1.037
274.212,1.045
274.242,1.050
274.272,1.040
274.302,1.035
274.332,1.051
274.362,1.048
274.392,1.038
274.422,1.045
274.452,1.042
274.482,1.052
274.512,1.047
274.542,1.039
274.572,1.041
274.602,1.046
274.632,1.042
274.662,1.037
274.692,1.046
274.722,1.045
274.752,1.044
274.782,1.040
274.812,1.040
274.842,1.048
274.872,1.043
274.902,1.042
274.932,1.039
274.962,1.042
274.992,1.048
275.022,1.043
275.052,1.045
275.082,1.045
275.112,1.043
275.142,1.041
275.172,1.046
275.202,1.043
275.232,1.038
275.262,1.041
275.292,1.043
275.322,1.038
275.352,1.041
275.382,1.046
275.412,1.045
275.442,1.049
275.472,1.042
275.502,1.045
275.532,1.049
275.562,1.044
275.592,1.042
275.622,1.045
275.652,1.041
275.682,1.043
275.712,1.040
275.742,1.051
275.772,1.049
275.802,1.042
275.832,1.048
275.862,1.051
275.892,1.049
275.922,1.048
275.952,1.044
275.982,1.051
276.012,1.040
276.042,1.035
276.072,1.039
276.102,1.042
276.132,1.038
276.162,1.037
276.192,1.038
276.222,1.031
276.252,1.041
276.282,1.031
276.312,1.039
276.342,1.037
276.372,1.031
276.402,1.035
276.432,1.030
276.462,1.025
276.492,1.028
276.522,1.025
276.552,1.042
276.582,1.042
276.612,1.029
276.642,1.021
276.672,1.028
276.702,1.028
276.732,1.036
276.762,1.027
276.792,1.011
276.822,1.018
276.852,1.030
276.882,1.031
276.912,1.033
276.942,1.037
276.972,1.047
277.002,1.040
277.032,1.036
277.062,1.040
277.092,1.037
277.122,1.032
277.152,1.038
277.182,1.035
277.212,1.036
277.242,1.038
277.272,1.032
277.302,1.037
277.332,1.034
277.362,1.035
277.392,1.037
277.422,1.035
277.452,1.037
277.482,1.039
277.512,1.031
277.542,1.036
277.572,1.030
277.602,1.032
277.632,1.037
277.662,1.035
277.692,1.031
277.722,1.031
277.752,1.050
277.782,1.044
277.812,1.032
277.842,1.036
277.872,1.031
277.902,1.033
277.932,1.038
277.962,1.032
277.992,1.035
278.022,1.030
278.052,1.030
278.082,1.032
278.112,1.042
278.142,1.034
278.172,1.033
278.202,1.032
278.232,1.033
278.262,1.034
278.292,1.040
278.322,1.024
278.352,1.038
278.382,1.031
278.412,1.036
278.442,1.036
278.472,1.037
278.502,1.033
278.532,1.037
278.562,1.039
278.592,1.028
278.622,1.039
278.652,1.034
278.682,1.030
278.712,1.043
278.742,1.038
278.772,1.036
278.802,1.044
278.832,1.025
278.862,1.039
278.892,1.035
278.922,1.031
278.952,1.035
278.982,1.041
279.012,1.043
279.042,1.032
279.072,1.036
279.102,1.042
279.132,1.030
279.162,1.041
279.192,1.034
279.222,1.038
279.252,1.033
279.282,1.046
279.312,1.029
279.342,1.033
279.372,1.025
279.402,1.034
279.432,1.037
279.462,1.040
279.492,1.029
279.522,1.038
279.552,1.040
279.582,1.034
279.612,1.035
279.642,1.037
279.672,1.036
279.702,1.036
279.732,1.034
279.762,1.041
279.792,1.037
279.822,1.045
279.852,1.037
279.882,1.035
279.912,1.038
279.942,1.037
279.972,1.039
280.002,1.037
280.032,1.039
280.062,1.031
280.092,1.036
280.122,1.042
280.152,1.035
280.182,1.036
280.212,1.042
280.242,1.033
280.272,1.035
280.302,1.041
280.332,1.046
280.362,1.041
280.392,1.033
280.422,1.033
280.452,1.031
280.482,1.047
280.512,1.035
280.542,1.038
280.572,1.036
280.602,1.041
280.632,1.037
280.662,1.042
280.692,1.036
280.722,1.040
280.752,1.036
280.782,1.043
280.812,1.041
280.842,1.034
280.872,1.033
280.902,1.041
280.932,1.038
280.962,1.031
280.992,1.036
281.022,1.040
281.052,1.039
281.082,1.042
281.112,1.041
281.142,1.037
281.172,1.043
281.202,1.040
281.232,1.043
281.262,1.039
281.292,1.040
281.322,1.047
281.352,1.043
281.382,1.038
281.412,1.034
281.442,1.036
281.472,1.044
281.502,1.050
281.532,1.046
281.562,1.040
281.592,1.017
281.622,0.996
281.652,1.004
281.682,1.001
281.712,1.006
281.742,1.015
281.772,1.020
281.802,1.028
281.832,1.020
281.862,1.021
281.892,1.026
281.922,1.037
281.952,1.028
281.982,1.025
282.012,1.035
282.042,1.035
282.072,1.034
282.102,1.045
282.132,1.032
282.162,1.031
282.192,1.046
282.222,1.042
282.252,1.021
282.282,1.030
282.312,1.025
282.342,1.021
282.372,1.037
282.402,1.027
282.432,1.024
282.462,1.028
282.492,1.025
282.522,1.021
282.552,1.016
282.582,1.021
282.612,1.027
282.642,1.026
282.672,1.023
282.702,1.033
282.732,1.028
282.762,1.019
282.792,1.028
282.822,1.030
282.852,1.024
282.882,1.021
282.912,1.019
282.942,1.023
282.972,1.031
283.002,1.025
283.032,1.021
283.062,1.024
283.092,1.027
283.122,1.035
283.152,1.021
283.182,1.022
283.212,1.037
283.242,1.033
283.272,1.028
283.302,1.024
283.332,1.015
283.362,1.023
283.392,1.028
283.422,1.043
283.452,1.031
283.482,1.012
283.512,1.031
283.542,1.039
283.572,1.031
283.602,1.035
283.632,1.017
283.662,1.023
283.692,1.035
283.722,1.035
283.752,1.031
283.782,0.994
283.812,1.011
283.842,1.029
283.872,1.021
283.902,1.033
283.932,1.046
283.962,1.023
283.992,1.010
284.022,1.031
284.052,1.040
284.082,1.021
284.112,1.006
284.142,1.029
284.172,1.032
284.202,1.020
284.232,1.018
284.262,1.024
284.292,1.023
284.322,1.011
284.352,1.009
284.382,1.023
284.412,1.032
284.442,1.027
284.472,1.039
284.502,1.041
284.532,1.047
284.562,1.035
284.592,1.031
284.622,1.033
284.652,1.023
284.682,1.031
284.712,1.034
284.742,1.043
284.772,1.035
284.802,1.027
284.832,1.038
284.862,1.045
284.892,1.037
284.922,1.042
284.952,1.035
284.982,1.043
285.012,1.035
285.042,1.040
285.072,1.036
285.102,1.032
285.132,1.029
285.162,1.035
285.192,1.041
285.222,1.036
285.252,1.034
285.282,1.031
285.312,1.027
285.342,1.045
285.372,1.042
285.402,1.027
285.432,1.037
285.462,1.037
285.492,1.034
285.522,1.038
285.552,1.042
285.582,1.040
285.612,1.030
285.642,1.035
285.672,1.037
285.702,1.036
285.732,1.032
285.762,1.037
285.792,1.038
285.822,1.034
285.852,1.034
285.882,1.037
285.912,1.034
285.942,1.036
285.972,1.038
286.002,1.040
286.032,1.030
286.062,1.031
286.092,1.040
286.122,1.037
286.152,1.037
286.182,1.035
286.212,1.032
286.242,1.037
286.272,1.033
286.302,1.033
286.332,1.039
286.362,1.036
286.392,1.034
286.422,1.035
286.452,1.041
286.482,1.036
286.512,1.034
286.542,1.036
286.572,1.037
286.602,1.042
286.632,1.034
286.662,1.041
286.692,1.037
286.722,1.032
286.752,1.041
286.782,1.036
286.812,1.034
286.842,1.037
286.872,1.043
286.902,1.037
286.932,1.037
286.962,1.039
286.992,1.040
287.022,1.037
287.052,1.035
287.082,1.037
287.112,1.037
287.142,1.040
287.172,1.043
287.202,1.053
287.232,1.051
287.262,1.067
287.292,1.089
287.322,1.099
287.352,1.086
287.382,1.042
287.412,1.045
287.442,1.075
287.472,1.066
287.502,1.021
287.532,0.996
287.562,1.022
287.592,1.047
287.622,1.028
287.652,1.018
287.682,1.038
287.712,1.033
287.742,1.034
287.772,1.032
287.802,1.041
287.832,1.049
287.862,1.048
287.892,1.026
287.922,1.029
287.952,1.041
287.982,1.051
288.012,1.046
288.042,1.041
288.072,1.050
288.102,1.052
288.132,1.039
288.162,1.048
288.192,1.056
288.222,1.043
288.252,1.050
288.282,1.052
288.312,1.048
288.342,1.043
288.372,1.046
288.402,1.040
288.432,1.039
288.462,1.049
288.492,1.052
288.522,1.053
288.552,1.056
288.582,1.051
288.612,1.051
288.642,1.055
288.672,1.058
288.702,1.065
288.732,1.057
288.762,1.062
288.792,1.064
288.822,1.064
288.852,1.052
288.882,1.067
288.912,1.074
288.942,1.062
288.972,1.057
289.002,1.062
289.032,1.061
289.062,1.053
289.092,1.055
289.122,1.057
289.152,1.057
289.182,1.058
289.212,1.054
289.242,1.057
289.272,1.054
289.302,1.051
289.332,1.058
289.362,1.057
289.392,1.052
289.422,1.049
289.452,1.056
289.482,1.058
289.512,1.058
289.542,1.057
289.572,1.054
289.602,1.058
289.632,1.061
289.662,1.052
289.692,1.055
289.722,1.058
289.752,1.062
289.782,1.056
289.812,1.055
289.842,1.056
289.872,1.051
289.902,1.059
289.932,1.058
289.962,1.054
289.992,1.058
290.022,1.054
290.052,1.053
290.082,1.056
290.112,1.062
290.142,1.057
290.172,1.052
290.202,1.059
290.232,1.059
290.262,1.060
290.292,1.060
290.322,1.056
290.352,1.048
290.382,1.063
290.412,1.063
290.442,1.057
290.472,1.056
290.502,1.058
290.532,1.051
290.562,1.062
290.592,1.061
290.622,1.059
290.652,1.053
290.682,1.057
290.712,1.059
290.742,1.067
290.772,1.070
290.802,1.080
290.832,1.085
290.862,1.083
290.892,1.079
290.922,1.078
290.952,1.074
290.982,1.085
291.012,1.085
291.042,1.079
291.072,1.054
291.102,1.047
291.132,1.036
291.162,1.041
291.192,1.035
291.222,1.031
291.252,1.033
291.282,1.040
291.312,1.046
291.342,1.049
291.372,1.052
291.402,1.057
291.432,1.065
291.462,1.057
291.492,1.050
291.522,1.047
291.552,1.053
291.582,1.050
291.612,1.053
291.642,1.060
291.672,1.063
291.702,1.054
291.732,1.051
291.762,1.053
291.792,1.061
291.822,1.070
291.852,1.081
291.882,1.069
291.912,1.076
291.942,1.079
291.972,1.060
292.002,1.048
292.032,1.065
292.062,1.058
292.092,1.056
292.122,1.056
292.152,1.040
292.182,1.058
292.212,1.048
292.242,1.031
292.272,1.037
292.302,1.056
292.332,1.047
292.362,1.047
292.392,1.061
292.422,1.062
292.452,1.067
292.482,1.063
292.512,1.057
292.542,1.056
292.572,1.060
292.602,1.062
292.632,1.055
292.662,1.055
292.692,1.051
292.722,1.052
292.752,1.058
292.782,1.054
292.812,1.055
292.842,1.057
292.872,1.058
292.902,1.053
292.932,1.060
292.962,1.063
292.992,1.057
293.022,1.060
293.052,1.056
293.082,1.061
293.112,1.061
293.142,1.056
293.172,1.060
293.202,1.057
293.232,1.053
293.262,1.059
293.292,1.060
293.322,1.059
293.352,1.058
293.382,1.061
293.412,1.058
293.442,1.058
293.472,1.060
293.502,1.062
293.532,1.061
293.562,1.060
293.592,1.062
293.622,1.059
293.652,1.060
293.682,1.059
293.712,1.057
293.742,1.058
293.772,1.053
293.802,1.055
293.832,1.056
293.862,1.058
293.892,1.060
293.922,1.059
293.952,1.068
293.982,1.054
294.012,1.048
294.042,1.061
294.072,1.056
294.102,1.059
294.132,1.067
294.162,1.063
294.192,1.066
294.222,1.064
294.252,1.062
294.282,1.063
294.312,1.058
294.342,1.053
294.372,1.066
294.402,1.059
294.432,1.055
294.462,1.048
294.492,1.049
294.522,1.054
294.552,1.054
294.582,1.053
294.612,1.056
294.642,1.060
294.672,1.060
294.702,1.058
294.732,1.062
294.762,1.061
294.792,1.058
294.822,1.055
294.852,1.054
294.882,1.061
294.912,1.062
294.942,1.054
294.972,1.049
295.002,1.054
295.032,1.058
295.062,1.060
295.092,1.055
295.122,1.043
295.152,1.043
295.182,1.043
295.212,1.051
295.242,1.043
295.272,1.049
295.302,1.048
295.332,1.050
295.362,1.051
295.392,1.043
295.422,1.034
295.452,1.038
295.482,1.041
295.512,1.036
295.542,1.030
295.572,1.047
295.602,1.042
295.632,1.037
295.662,1.072
295.692,1.084
295.722,1.060
295.752,1.057
295.782,1.049
295.812,1.044
295.842,1.065
295.872,1.037
295.902,1.060
295.932,1.081
295.962,1.038
295.992,1.077
296.022,1.120
296.052,1.083
296.082,1.077
296.112,1.106
296.142,1.067
296.172,1.065
296.202,1.092
296.232,1.083
296.262,1.087
296.292,1.079
296.322,1.076
296.352,1.070
296.382,1.055
296.412,1.059
296.442,1.053
296.472,1.055
296.502,1.051
296.532,1.055
296.562,1.064
296.592,1.050
296.622,1.053
296.652,1.064
296.682,1.062
296.712,1.062
296.742,1.057
296.772,1.053
296.802,1.059
296.832,1.061
296.862,1.063
296.892,1.056
296.922,1.054
296.952,1.059
296.982,1.061
297.012,1.062
297.042,1.060
297.072,1.061
297.102,1.063
297.132,1.066
297.162,1.064
297.192,1.052
297.222,1.063
297.252,1.063
297.282,1.057
297.312,1.060
297.342,1.057
297.372,1.061
297.402,1.062
297.432,1.063
297.462,1.054
297.492,1.053
297.522,1.061
297.552,1.062
297.582,1.057
297.612,1.061
297.642,1.069
297.672,1.060
297.702,1.053
297.732,1.056
297.762,1.062
297.792,1.060
297.822,1.062
297.852,1.062
297.882,1.061
297.912,1.059
297.942,1.065
297.972,1.063
298.002,1.055
298.032,1.060
298.062,1.063
298.092,1.061
298.122,1.057
298.152,1.060
298.182,1.059
298.212,1.062
298.242,1.062
298.272,1.058
298.302,1.057
298.332,1.061
298.362,1.070
298.392,1.058
298.422,1.052
298.452,1.057
298.482,1.060
298.512,1.064
298.542,1.060
298.572,1.054
298.602,1.061
298.632,1.061
298.662,1.065
298.692,1.058
298.722,1.058
298.752,1.059
298.782,1.066
298.812,1.058
298.842,1.058
298.872,1.060
298.902,1.057
298.932,1.057
298.962,1.062
298.992,1.062
299.022,1.058
299.052,1.057
299.082,1.067
299.112,1.061
299.142,1.059
299.172,1.062
299.202,1.061
299.232,1.059
299.262,1.064
299.292,1.059
299.322,1.055
299.352,1.061
299.382,1.062
299.412,1.065
299.442,1.062
299.472,1.062
299.502,1.062
299.532,1.059
299.562,1.063
299.592,1.058
299.622,1.085
299.652,1.062
299.682,1.049
299.712,1.065
299.742,1.060
299.772,1.063
299.802,1.069
299.832,1.058
299.862,1.052
299.892,1.056
299.922,1.062
299.952,1.066
299.982,1.060
300.012,1.056
300.042,1.061
300.072,1.066
300.102,1.062
300.132,1.065
300.162,1.062
300.192,1.054
300.222,1.056
300.252,1.066
300.282,1.074
300.312,1.088
300.342,1.090
300.372,1.073
300.402,1.071
300.432,1.070
300.462,1.065
300.492,1.065
300.522,1.056
300.552,1.050
300.582,1.046
300.612,1.062
300.642,1.057
300.672,1.066
300.702,1.067
300.732,1.081
300.762,1.064
300.792,1.069
300.822,1.100
300.852,1.088
300.882,1.053
300.912,1.037
300.942,1.027
300.972,1.015
301.002,1.006
301.032,1.003
301.062,1.015
301.092,1.014
301.122,1.018
301.152,1.031
301.182,1.033
301.212,1.037
301.242,1.033
301.272,1.032
301.302,1.034
301.332,1.033
301.362,1.041
301.392,1.039
301.422,1.047
301.452,1.056
301.482,1.042
301.512,1.057
301.542,1.056
301.572,1.059
301.602,1.065
301.632,1.077
301.662,1.067
301.692,1.063
301.722,1.070
301.752,1.070
301.782,1.065
301.812,1.058
301.842,1.065
301.872,1.073
301.902,1.064
301.932,1.060
301.962,1.060
301.992,1.060
302.022,1.059
302.052,1.061
302.082,1.059
302.112,1.055
302.142,1.064
302.172,1.061
302.202,1.062
302.232,1.056
302.262,1.056
302.292,1.057
302.322,1.062
302.352,1.057
302.382,1.053
302.412,1.055
302.442,1.057
302.472,1.057
302.502,1.061
302.532,1.060
302.562,1.058
302.592,1.058
302.622,1.064
302.652,1.060
302.682,1.059
302.712,1.057
302.742,1.057
302.772,1.056
302.802,1.062
302.832,1.061
302.862,1.062
302.892,1.057
302.922,1.050
302.952,1.062
302.982,1.065
303.012,1.050
303.042,1.052
303.072,1.058
303.102,1.062
303.132,1.057
303.162,1.058
303.192,1.062
303.222,1.055
303.252,1.055
303.282,1.058
303.312,1.062
303.342,1.062
303.372,1.056
303.402,1.062
303.432,1.059
303.462,1.061
303.492,1.066
303.522,1.053
303.552,1.052
303.582,1.063
303.612,1.062
303.642,1.058
303.672,1.061
303.702,1.059
303.732,1.058
303.762,1.055
303.792,1.061
303.822,1.058
303.852,1.056
303.882,1.060
303.912,1.062
303.942,1.057
303.972,1.061
304.002,1.059
304.032,1.063
304.062,1.064
304.092,1.060
304.122,1.057
304.152,1.058
304.182,1.060
304.212,1.057
304.242,1.056
304.272,1.062
304.302,1.062
304.332,1.052
304.362,1.061
304.392,1.059
304.422,1.062
304.452,1.059
304.482,1.063
304.512,1.060
304.542,1.060
304.572,1.056
304.602,1.060
304.632,1.059
304.662,1.055
304.692,1.055
304.722,1.062
304.752,1.062
304.782,1.061
304.812,1.059
304.842,1.060
304.872,1.059
304.902,1.065
304.932,1.062
304.962,1.059
304.992,1.058
305.022,1.056
305.052,1.060
305.082,1.057
305.112,1.056
305.142,1.061
305.172,1.062
305.202,1.060
305.232,1.061
305.262,1.059
305.292,1.061
305.322,1.058
305.352,1.061
305.382,1.063
305.412,1.059
305.442,1.059
305.472,1.064
305.502,1.062
305.532,1.055
305.562,1.055
305.592,1.054
305.622,1.065
305.652,1.063
305.682,1.056
305.712,1.060
305.742,1.062
305.772,1.065
305.802,1.062
305.832,1.056
305.862,1.062
305.892,1.062
305.922,1.059
305.952,1.058
305.982,1.054
306.012,1.058
306.042,1.062
306.072,1.055
306.102,1.058
306.132,1.063
306.162,1.057
306.192,1.056
306.222,1.063
306.252,1.061
306.282,1.062
306.312,1.062
306.342,1.057
306.372,1.058
306.402,1.063
306.432,1.063
306.462,1.063
306.492,1.062
306.522,1.060
306.552,1.062
306.582,1.061
306.612,1.059
306.642,1.059
306.672,1.057
306.702,1.060
306.732,1.066
306.762,1.061
306.792,1.062
306.822,1.058
306.852,1.062
306.882,1.064
306.912,1.061
306.942,1.053
306.972,1.061
307.002,1.062
307.032,1.062
307.062,1.062
307.092,1.067
307.122,1.059
307.152,1.063
307.182,1.062
307.212,1.058
307.242,1.058
307.272,1.065
307.302,1.064
307.332,1.061
307.362,1.062
307.392,1.068
307.422,1.064
307.452,1.071
307.482,1.084
307.512,1.096
307.542,1.137
307.572,1.142
307.602,1.139
307.632,1.124
307.662,1.097
307.692,1.068
307.722,1.049
307.752,1.035
307.782,1.019
307.812,1.032
307.842,1.031
307.872,1.018
307.902,1.004
307.932,1.023
307.962,1.018
307.992,0.977
308.022,1.002
308.052,1.013
308.082,1.009
308.112,1.000
308.142,1.010
308.172,1.005
308.202,1.004
308.232,1.004
308.262,0.999
308.292,1.010
308.322,1.007
308.352,1.002
308.382,1.003
308.412,1.000
308.442,1.013
308.472,1.010
308.502,0.985
308.532,1.000
308.562,0.997
308.592,0.993
308.622,1.005
308.652,1.010
308.682,0.994
308.712,0.977
308.742,1.009
308.772,1.018
308.802,1.026
308.832,1.025
308.862,1.013
308.892,1.025
308.922,1.034
308.952,1.026
308.982,1.014
309.012,1.016
309.042,0.985
309.072,1.013
309.102,1.013
309.132,1.005
309.162,1.017
309.192,1.037
309.222,1.006
309.252,1.011
309.282,1.029
309.312,1.021
309.342,1.040
309.372,1.049
309.402,1.040
309.432,1.051
309.462,1.066
309.492,1.045
309.522,1.034
309.552,1.020
309.582,1.019
309.612,1.013
309.642,1.027
309.672,1.028
309.702,1.020
309.732,1.030
309.762,1.046
309.792,1.048
309.822,1.046
309.852,1.031
309.882,1.041
309.912,1.025
309.942,1.034
309.972,1.031
310.002,1.021
310.032,1.018
310.062,1.019
310.092,1.021
310.122,1.018
310.152,1.017
310.182,1.021
310.212,1.014
310.242,1.010
310.272,1.014
310.302,1.010
310.332,1.021
310.362,1.024
310.392,1.019
310.422,1.019
310.452,1.015
310.482,1.022
310.512,1.019
310.542,1.015
310.572,1.018
310.602,1.017
310.632,1.022
310.662,1.021
310.692,1.011
310.722,1.018
310.752,1.017
310.782,1.021
310.812,1.025
310.842,1.018
310.872,1.021
310.902,1.022
310.932,1.027
310.962,1.020
310.992,1.010
311.022,1.017
311.052,1.015
311.082,1.023
311.112,1.019
311.142,1.021
311.172,1.013
311.202,1.021
311.232,1.021
311.262,1.015
311.292,1.017
311.322,1.024
311.352,1.019
311.382,1.016
311.412,1.021
311.442,1.020
311.472,1.018
311.502,1.023
311.532,1.019
311.562,1.021
311.592,1.008
311.622,1.026
311.652,1.024
311.682,1.018
311.712,1.020
311.742,1.017
311.772,1.024
311.802,1.021
311.832,1.015
311.862,1.019
311.892,1.020
311.922,1.020
311.952,1.021
311.982,1.021
312.012,1.022
312.042,1.021
