df_hash,22ZHK4.QMMKCW
56.627,0.988
56.657,0.996
56.687,0.992
56.717,0.988
56.747,0.988
56.777,0.995
56.807,0.997
56.837,0.989
56.867,0.981
56.897,0.997
56.927,0.996
56.957,0.972
56.987,0.986
57.017,0.987
57.047,0.992
57.077,0.985
57.107,0.998
57.137,0.992
57.167,0.976
57.197,0.988
57.227,0.994
57.257,0.987
57.287,0.988
57.317,0.995
57.347,0.988
57.377,0.989
57.407,0.990
57.437,0.987
57.467,1.000
57.497,0.991
57.527,0.976
57.557,0.988
57.587,0.993
57.617,0.996
57.647,0.982
57.677,1.000
57.707,0.988
57.737,0.983
57.767,0.992
57.797,0.991
57.827,0.980
57.857,0.995
57.887,0.994
57.917,0.985
57.947,0.991
57.977,0.991
58.007,0.991
58.037,0.995
58.067,0.980
58.097,0.983
58.127,0.982
58.157,0.999
58.187,0.986
58.217,0.991
58.247,0.993
58.277,0.991
58.307,0.986
58.337,0.988
58.367,0.994
58.397,0.981
58.427,0.986
58.457,0.993
58.487,0.988
58.517,0.991
58.547,1.000
58.577,0.990
58.607,0.978
58.637,0.986
58.667,0.987
58.697,0.999
58.727,0.991
58.757,0.989
58.787,0.987
58.817,0.991
58.847,0.990
58.877,0.986
58.907,0.995
58.937,0.984
58.967,0.987
58.997,0.986
59.027,0.988
59.057,0.986
59.087,0.994
59.117,0.974
59.147,0.990
59.177,0.985
59.207,0.983
59.237,0.987
59.267,0.998
59.297,0.993
59.327,0.987
59.357,0.988
59.387,0.986
59.417,0.993
59.447,0.989
59.477,0.988
59.507,0.990
59.537,0.988
59.567,0.986
59.597,0.996
59.627,0.999
59.657,0.979
59.687,0.992
59.717,0.988
59.747,0.989
59.777,0.994
59.807,0.987
59.837,0.987
59.867,0.995
59.897,0.989
59.927,0.983
59.957,0.988
59.987,0.990
60.017,0.988
60.047,0.984
60.077,0.987
60.107,0.996
60.137,0.985
60.167,0.992
60.197,0.992
60.227,0.982
60.257,0.990
60.287,0.985
60.317,0.995
60.347,0.986
60.377,0.995
60.407,0.994
60.437,0.980
60.467,0.991
60.497,0.999
60.527,0.984
60.557,0.988
60.587,0.995
60.617,0.998
60.647,0.991
60.677,0.984
60.707,0.998
60.737,0.992
60.767,0.976
60.797,0.990
60.827,0.992
60.857,0.988
60.887,0.990
60.917,0.995
60.947,0.994
60.977,0.986
61.007,0.985
61.037,0.989
61.067,0.990
61.097,0.984
61.127,0.992
61.157,0.994
61.187,0.986
61.217,0.993
61.247,0.992
61.277,0.995
61.307,0.981
61.337,0.985
61.367,0.994
61.397,0.987
61.427,0.988
61.457,0.989
61.487,0.994
61.517,0.985
61.547,0.987
61.577,0.993
61.607,0.986
61.637,0.989
61.667,0.994
61.697,0.986
61.727,0.981
61.757,0.998
61.787,0.989
61.817,0.990
61.847,0.984
61.877,0.985
61.907,0.994
61.937,0.991
61.967,0.990
61.997,0.995
62.027,0.988
62.057,0.987
62.087,0.990
62.117,0.984
62.147,0.984
62.177,0.996
62.207,0.994
62.237,0.988
62.267,0.989
62.297,0.993
62.327,0.994
62.357,0.992
62.387,0.982
62.417,0.984
62.447,0.983
62.477,0.994
62.507,0.990
62.537,0.989
62.567,0.993
62.597,0.990
62.627,0.990
62.657,0.987
62.687,0.989
62.717,0.995
62.747,0.987
62.777,0.981
62.807,0.996
62.837,0.991
62.867,0.989
62.897,0.984
62.927,0.982
62.957,0.993
62.987,0.986
63.017,0.991
63.047,0.990
63.077,0.996
63.107,0.987
63.137,0.982
63.167,0.986
63.197,0.990
63.227,0.988
63.257,0.991
63.287,0.991
63.317,0.990
63.347,0.990
63.377,0.994
63.407,0.986
63.437,0.977
63.467,0.988
63.497,0.989
63.527,0.995
63.557,0.989
63.587,0.992
63.617,0.988
63.647,0.984
63.677,0.989
63.707,0.993
63.737,0.986
63.767,0.988
63.797,0.990
63.827,0.986
63.857,0.987
63.887,0.998
63.917,0.981
63.947,0.977
63.977,0.999
64.007,0.991
64.037,0.991
64.067,0.984
64.097,0.997
64.127,0.984
64.157,0.983
64.187,0.990
64.217,0.991
64.247,0.979
64.277,0.989
64.307,0.984
64.337,0.994
64.367,0.990
64.397,1.000
64.427,0.982
64.457,0.978
64.487,0.989
64.517,0.993
64.547,0.997
64.577,0.989
64.607,0.991
64.637,0.990
64.667,0.983
64.697,0.992
64.727,0.996
64.757,0.984
64.787,0.991
64.817,0.988
64.847,0.993
64.877,0.990
64.907,0.992
64.937,0.986
64.967,0.987
64.997,0.982
65.027,0.989
65.057,0.992
65.087,0.980
65.117,0.986
65.147,0.986
65.177,0.986
65.207,0.989
65.237,0.988
65.267,0.988
65.297,0.986
65.327,0.989
65.357,0.993
65.387,0.976
65.417,0.993
65.447,0.985
65.477,0.985
65.507,0.990
65.537,0.982
65.567,0.997
65.597,0.987
65.627,0.997
65.657,0.992
65.687,0.985
65.717,0.990
65.747,0.992
65.777,0.984
65.807,0.989
65.837,0.989
65.867,0.992
65.897,0.991
65.927,0.994
65.957,0.976
65.987,1.001
66.017,0.988
66.047,0.985
66.077,0.993
66.107,0.983
66.137,0.990
66.167,0.997
66.197,0.990
66.227,0.991
66.257,0.986
66.287,0.991
66.317,0.986
66.347,0.990
66.377,0.992
66.407,0.991
66.437,0.986
66.467,0.994
66.497,0.997
66.527,0.991
66.557,0.978
66.587,0.997
66.617,0.997
66.647,0.974
66.677,0.987
66.707,0.997
66.737,0.985
66.767,0.992
66.797,0.995
66.827,0.995
66.857,0.988
66.887,0.988
66.917,0.994
66.947,0.993
66.977,0.979
67.007,0.992
67.037,0.993
67.067,0.983
67.097,0.994
67.127,1.000
67.157,0.985
67.187,0.983
67.217,1.000
67.247,0.994
67.277,0.971
67.307,0.989
67.337,1.000
67.367,0.984
67.397,0.986
67.427,0.998
67.457,0.995
67.487,0.979
67.517,0.985
67.547,0.996
67.577,0.987
67.607,0.987
67.637,0.989
67.667,0.991
67.697,0.991
67.727,0.989
67.757,0.990
67.787,0.988
67.817,0.984
67.847,1.001
67.877,0.989
67.907,0.978
67.937,0.993
67.967,0.990
67.997,0.995
68.027,0.986
68.057,0.996
68.087,0.990
68.117,0.985
68.147,0.992
68.177,0.988
68.207,0.982
68.237,0.992
68.267,0.994
68.297,0.985
68.327,0.995
68.357,0.994
68.387,0.983
68.417,0.998
68.447,0.998
68.477,0.977
68.507,0.984
68.537,0.989
68.567,0.985
68.597,0.998
68.627,0.990
68.657,0.991
68.687,0.990
68.717,0.986
68.747,0.990
68.777,0.991
68.807,0.990
68.837,0.988
68.867,0.993
68.897,0.991
68.927,0.992
68.957,0.991
68.987,0.989
69.017,0.994
69.047,0.979
69.077,0.984
69.107,0.995
69.137,0.987
69.167,0.984
69.197,0.994
69.227,1.003
69.257,0.978
69.287,0.983
69.317,1.001
69.347,0.992
69.377,0.980
69.407,0.994
69.437,0.989
69.467,0.992
69.497,0.989
69.527,0.994
69.557,0.980
69.587,0.980
69.617,0.996
69.647,0.986
69.677,0.988
69.707,1.002
69.737,0.997
69.767,0.983
69.797,0.983
69.827,0.994
69.857,0.989
69.887,0.985
69.917,0.993
69.947,0.995
69.977,0.988
70.007,0.998
70.037,1.002
70.067,0.979
70.097,0.997
70.127,0.997
70.157,0.975
70.187,0.984
70.217,0.990
70.247,0.997
70.277,0.981
70.307,0.997
70.337,0.997
70.367,0.987
70.397,0.984
70.427,0.993
70.457,0.991
70.487,0.986
70.517,0.987
70.547,0.989
70.577,0.997
70.607,0.987
70.637,0.997
70.667,0.987
70.697,0.980
70.727,0.991
70.757,0.998
70.787,0.995
70.817,0.983
70.847,0.993
70.877,0.987
70.907,0.987
70.937,0.989
70.967,0.994
70.997,0.983
71.027,0.990
71.057,0.993
71.087,0.993
71.117,0.994
71.147,0.995
71.177,0.977
71.207,0.981
71.237,1.005
71.267,0.994
71.297,0.979
71.327,0.994
71.357,1.000
71.387,0.982
71.417,0.986
71.447,0.998
71.477,0.986
71.507,0.989
71.537,0.998
71.567,0.993
71.597,0.986
71.627,0.996
71.657,1.000
71.687,0.974
71.717,0.982
71.747,0.994
71.777,0.992
71.807,0.988
71.837,0.988
71.867,0.997
71.897,0.985
71.927,0.984
71.957,0.993
71.987,0.993
72.017,0.990
72.047,0.997
72.077,1.001
72.107,0.982
72.137,1.000
72.167,0.989
72.197,0.979
72.227,0.992
72.257,0.982
72.287,0.995
72.317,0.983
72.347,0.992
72.377,1.000
72.407,0.983
72.437,0.989
72.467,0.994
72.497,0.987
72.527,0.990
72.557,0.992
72.587,0.991
72.617,0.981
72.647,0.992
72.677,0.998
72.707,0.983
72.737,0.988
72.767,0.990
72.797,0.989
72.827,0.997
72.857,0.984
72.887,0.994
72.917,0.989
72.947,0.984
72.977,0.989
73.007,0.998
73.037,0.986
73.067,0.992
73.097,0.995
73.127,1.000
73.157,0.994
73.187,0.979
73.217,1.004
73.247,0.996
73.277,0.979
73.307,0.989
73.337,0.994
73.367,0.992
73.397,0.980
73.427,1.000
73.457,0.997
73.487,0.986
73.517,0.988
73.547,1.000
73.577,0.996
73.607,0.985
73.637,0.997
73.667,0.993
73.697,0.986
73.727,0.986
73.757,0.994
73.787,0.984
73.817,0.992
73.847,1.000
73.877,0.977
73.907,0.983
73.937,0.998
73.967,0.981
73.997,1.000
74.027,0.996
74.057,0.991
74.087,0.989
74.117,0.989
74.147,0.991
74.177,0.995
74.207,0.987
74.237,0.986
74.267,1.000
74.297,0.989
74.327,0.987
74.357,0.998
74.387,0.993
74.417,0.979
74.447,0.997
74.477,1.006
74.507,0.973
74.537,0.981
74.567,1.004
74.597,0.993
74.627,0.980
74.657,0.999
74.687,0.999
74.717,0.980
74.747,0.990
74.777,0.998
74.807,0.988
74.837,0.986
74.867,0.994
74.897,0.991
74.927,0.987
74.957,0.993
74.987,1.001
75.017,0.985
75.047,0.979
75.077,1.000
75.107,1.001
75.137,0.977
75.167,0.986
75.197,0.991
75.227,0.989
75.257,0.991
75.287,0.998
75.317,1.001
75.347,0.986
75.377,0.988
75.407,0.998
75.437,0.992
75.467,0.991
75.497,0.985
75.527,0.993
75.557,0.991
75.587,0.983
75.617,0.992
75.647,0.997
75.677,0.981
75.707,1.001
75.737,0.997
75.767,0.978
75.797,0.989
75.827,0.993
75.857,0.997
75.887,0.985
75.917,0.991
75.947,1.001
75.977,0.981
76.007,0.988
76.037,0.998
76.067,0.997
76.097,0.974
76.127,0.996
76.157,1.007
76.187,0.992
76.217,0.980
76.247,0.994
76.277,1.002
76.307,0.993
76.337,0.978
76.367,0.988
76.397,0.989
76.427,0.988
76.457,0.991
76.487,0.992
76.517,0.990
76.547,0.987
76.577,0.996
76.607,0.985
76.637,0.994
76.667,0.990
76.697,0.991
76.727,0.993
76.757,0.998
76.787,0.995
76.817,0.986
76.847,0.997
76.877,1.004
76.907,0.981
76.937,0.978
76.967,0.992
76.997,1.000
77.027,0.982
77.057,0.995
77.087,1.000
77.117,0.984
77.147,0.987
77.177,0.999
77.207,0.988
77.237,0.989
77.267,0.989
77.297,0.995
77.327,0.997
77.357,0.980
77.387,0.992
77.417,0.989
77.447,0.985
77.477,0.981
77.507,0.996
77.537,1.000
77.567,0.987
77.597,0.987
77.627,0.996
77.657,0.983
77.687,0.988
77.717,0.998
77.747,0.991
77.777,0.987
77.807,0.990
77.837,0.994
77.867,0.991
77.897,0.986
77.927,0.986
77.957,1.004
77.987,0.979
78.017,0.972
78.047,0.995
78.077,0.991
78.107,0.991
78.137,0.985
78.167,1.005
78.197,0.989
78.227,0.987
78.257,0.995
78.287,0.990
78.317,0.989
78.347,0.992
78.377,0.993
78.407,0.986
78.437,0.994
78.467,0.993
78.497,0.997
78.527,0.982
78.557,0.984
78.587,0.982
78.617,1.001
78.647,0.984
78.677,0.990
78.707,0.995
78.737,0.987
78.767,0.990
78.797,0.996
78.827,0.990
78.857,0.989
78.887,0.993
78.917,0.992
78.947,0.991
78.977,0.991
79.007,0.998
79.037,0.980
79.067,0.984
79.097,0.996
79.127,0.991
79.157,0.982
79.187,0.988
79.217,0.999
79.247,0.984
79.277,0.985
79.307,0.991
79.337,0.986
79.367,0.985
79.397,1.000
79.427,0.993
79.457,0.990
79.487,1.017
79.517,1.024
79.547,1.009
79.577,1.005
79.607,0.988
79.637,0.986
79.667,0.981
79.697,0.997
79.727,0.998
79.757,0.992
79.787,0.986
79.817,0.983
79.847,0.979
79.877,0.991
79.907,1.013
79.937,1.009
79.967,0.995
79.997,0.980
80.027,0.982
80.057,0.981
80.087,0.974
80.117,0.966
80.147,0.976
80.177,0.972
80.207,0.959
80.237,0.985
80.267,0.978
80.297,1.010
80.327,1.014
80.357,0.992
80.387,1.017
80.417,1.011
80.447,1.020
80.477,1.027
80.507,1.025
80.537,1.037
80.567,1.032
80.597,1.024
80.627,1.015
80.657,1.000
80.687,0.985
80.717,0.966
80.747,0.981
80.777,0.977
80.807,0.985
80.837,0.993
80.867,0.999
80.897,1.001
80.927,0.998
80.957,0.985
80.987,0.982
81.017,0.973
81.047,0.966
81.077,0.965
81.107,0.966
81.137,0.984
81.167,1.005
81.197,1.011
81.227,1.019
81.257,1.035
81.287,1.030
81.317,1.028
81.347,1.006
81.377,1.002
81.407,0.996
81.437,0.992
81.467,0.991
81.497,0.975
81.527,0.984
81.557,0.980
81.587,0.973
81.617,0.981
81.647,0.998
81.677,0.998
81.707,0.993
81.737,0.993
81.767,0.997
81.797,0.982
81.827,0.991
81.857,1.004
81.887,0.986
81.917,0.985
81.947,0.992
81.977,0.985
82.007,0.987
82.037,0.990
82.067,0.997
82.097,0.997
82.127,0.991
82.157,0.995
82.187,0.993
82.217,0.991
82.247,0.987
82.277,0.988
82.307,0.998
82.337,0.996
82.367,1.001
82.397,0.999
82.427,0.994
82.457,0.994
82.487,0.994
82.517,0.994
82.547,0.995
82.577,0.997
82.607,0.990
82.637,0.990
82.667,0.995
82.697,0.994
82.727,1.004
82.757,0.983
82.787,0.987
82.817,0.989
82.847,1.003
82.877,0.996
82.907,0.995
82.937,0.996
82.967,1.000
82.997,0.986
83.027,0.988
83.057,0.988
83.087,0.992
83.117,0.995
83.147,0.994
83.177,0.992
83.207,0.987
83.237,0.989
83.267,0.998
83.297,0.990
83.327,1.002
83.357,0.988
83.387,0.987
83.417,0.992
83.447,0.993
83.477,0.991
83.507,0.996
83.537,1.002
83.567,0.988
83.597,0.991
83.627,0.999
83.657,0.993
83.687,0.986
83.717,0.993
83.747,0.999
83.777,0.991
83.807,0.989
83.837,0.998
83.867,0.993
83.897,0.991
83.927,1.000
83.957,0.993
83.987,0.987
84.017,0.991
84.047,0.997
84.077,1.000
84.107,0.996
84.137,0.996
84.167,0.986
84.197,0.988
84.227,0.996
84.257,0.996
84.287,0.991
84.317,0.995
84.347,0.992
84.377,0.991
84.407,1.000
84.437,0.988
84.467,0.994
84.497,0.996
84.527,1.003
84.557,0.989
84.587,0.981
84.617,0.989
84.647,0.996
84.677,0.994
84.707,0.993
84.737,0.997
84.767,0.989
84.797,0.989
84.827,0.997
84.857,0.995
84.887,0.995
84.917,0.994
84.947,0.993
84.977,1.000
85.007,0.988
85.037,0.996
85.067,0.994
85.097,0.999
85.127,0.987
85.157,0.984
85.187,0.996
85.217,1.001
85.247,0.990
85.277,0.993
85.307,0.999
85.337,0.994
85.367,0.991
85.397,0.997
85.427,1.000
85.457,0.989
85.487,0.996
85.517,1.004
85.547,0.988
85.577,0.989
85.607,1.003
85.637,0.994
85.667,0.987
85.697,0.990
85.727,1.000
85.757,0.998
85.787,0.989
85.817,0.999
85.847,0.999
85.877,0.990
85.907,0.998
85.937,0.989
85.967,0.991
85.997,0.999
86.027,1.000
86.057,0.988
86.087,0.987
86.117,1.004
86.147,0.995
86.177,0.988
86.207,0.994
86.237,0.991
86.267,0.989
86.297,1.002
86.327,1.002
86.357,1.000
86.387,0.997
86.417,0.996
86.447,0.996
86.477,0.996
86.507,0.998
86.537,1.002
86.567,0.995
86.597,1.006
86.627,0.993
86.657,1.004
86.687,0.995
86.717,0.989
86.747,0.993
86.777,0.997
86.807,0.992
86.837,0.993
86.867,0.996
86.897,1.000
86.927,0.985
86.957,0.993
86.987,0.994
87.017,0.996
87.047,1.000
87.077,0.992
87.107,0.994
87.137,0.994
87.167,0.987
87.197,0.999
87.227,0.994
87.257,0.984
87.287,1.001
87.317,0.992
87.347,0.999
87.377,0.995
87.407,0.998
87.437,1.003
87.467,0.988
87.497,0.985
87.527,0.988
87.557,0.988
87.587,0.994
87.617,0.998
87.647,1.013
87.677,0.998
87.707,0.985
87.737,0.999
87.767,0.999
87.797,0.977
87.827,0.984
87.857,0.985
87.887,0.983
87.917,0.986
87.947,0.982
87.977,0.988
88.007,0.993
88.037,0.982
88.067,0.984
88.097,0.982
88.127,0.978
88.157,0.984
88.187,0.977
88.217,0.987
88.247,0.990
88.277,0.988
88.307,0.991
88.337,0.990
88.367,0.985
88.397,0.987
88.427,0.996
88.457,1.000
88.487,0.990
88.517,1.000
88.547,0.992
88.577,0.983
88.607,0.991
88.637,0.992
88.667,0.992
88.697,0.986
88.727,0.989
88.757,0.990
88.787,0.986
88.817,0.984
88.847,0.995
88.877,0.990
88.907,0.974
88.937,0.972
88.967,0.976
88.997,0.991
89.027,0.982
89.057,0.983
89.087,0.985
89.117,0.982
89.147,0.988
89.177,0.983
89.207,0.983
89.237,0.987
89.267,0.978
89.297,0.984
89.327,0.988
89.357,0.985
89.387,0.989
89.417,0.986
89.447,0.982
89.477,0.981
89.507,0.982
89.537,0.993
89.567,0.986
89.597,0.993
89.627,0.991
89.657,0.988
89.687,0.994
89.717,0.989
89.747,0.988
89.777,0.992
89.807,0.992
89.837,0.992
89.867,1.000
89.897,1.015
89.927,1.016
89.957,0.991
89.987,0.979
90.017,0.985
90.047,0.994
90.077,0.980
90.107,0.993
90.137,1.003
90.167,0.996
90.197,0.998
90.227,0.996
90.257,0.995
90.287,0.990
90.317,0.987
90.347,0.988
90.377,0.982
90.407,0.989
90.437,1.002
90.467,0.992
90.497,0.999
90.527,0.999
90.557,0.991
90.587,0.999
90.617,1.000
90.647,0.990
90.677,0.995
90.707,0.998
90.737,0.990
90.767,0.989
90.797,0.995
90.827,1.004
90.857,1.008
90.887,1.001
90.917,1.000
90.947,1.002
90.977,0.997
91.007,0.990
91.037,0.994
91.067,0.998
91.097,0.996
91.127,1.000
91.157,1.004
91.187,0.999
91.217,1.002
91.247,0.999
91.277,0.997
91.307,1.003
91.337,0.998
91.367,1.000
91.397,1.004
91.427,1.002
91.457,1.003
91.487,0.992
91.517,0.999
91.547,0.999
91.577,0.986
91.607,0.995
91.637,0.997
91.667,0.997
91.697,1.001
91.727,1.004
91.757,1.001
91.787,0.998
91.817,0.992
91.847,0.994
91.877,0.992
91.907,0.992
91.937,0.997
91.967,0.992
91.997,0.996
92.027,0.999
92.057,0.997
92.087,0.994
92.117,1.008
92.147,0.992
92.177,0.988
92.207,0.998
92.237,0.993
92.267,1.000
92.297,0.990
92.327,0.998
92.357,1.000
92.387,0.992
92.417,0.994
92.447,0.998
92.477,0.999
92.507,0.995
92.537,0.994
92.567,0.991
92.597,0.996
92.627,0.994
92.657,0.990
92.687,0.994
92.717,1.009
92.747,0.990
92.777,0.988
92.807,0.993
92.837,0.996
92.867,0.997
92.897,0.998
92.927,1.001
92.957,0.993
92.987,0.994
93.017,0.998
93.047,0.989
93.077,0.993
93.107,0.995
93.137,0.998
93.167,0.991
93.197,0.998
93.227,0.998
93.257,0.993
93.287,1.001
93.317,0.999
93.347,0.987
93.377,0.990
93.407,0.989
93.437,1.001
93.467,0.996
93.497,0.997
93.527,0.992
93.557,0.988
93.587,1.000
93.617,0.997
93.647,0.992
93.677,0.996
93.707,0.997
93.737,0.991
93.767,0.996
93.797,0.999
93.827,0.992
93.857,1.003
93.887,1.002
93.917,0.985
93.947,0.994
93.977,0.999
94.007,0.999
94.037,0.991
94.067,1.001
94.097,0.988
94.127,0.989
94.157,0.998
94.187,0.995
94.217,0.998
94.247,0.994
94.277,0.992
94.307,0.993
94.337,1.006
94.367,0.991
94.397,1.007
94.427,0.986
94.457,0.984
94.487,0.994
94.517,1.002
94.547,0.994
94.577,0.991
94.607,1.004
94.637,0.991
94.667,0.990
94.697,0.999
94.727,0.995
94.757,0.995
94.787,0.999
94.817,0.989
94.847,0.993
94.877,0.988
94.907,1.001
94.937,0.993
94.967,0.985
94.997,0.995
95.027,0.995
95.057,0.993
95.087,1.000
95.117,1.000
95.147,0.993
95.177,0.993
95.207,0.997
95.237,0.991
95.267,0.995
95.297,1.000
95.327,1.003
95.357,0.994
95.387,0.987
95.417,0.995
95.447,1.013
95.477,0.984
95.507,0.992
95.537,1.000
95.567,0.988
95.597,0.998
95.627,0.996
95.657,0.997
95.687,1.001
95.717,0.992
95.747,0.996
95.777,0.995
95.807,0.990
95.837,0.994
95.867,0.994
95.897,0.992
95.927,0.990
95.957,0.996
95.987,1.004
96.017,0.986
96.047,0.992
96.077,0.999
96.107,0.992
96.137,0.996
96.167,0.997
96.197,1.002
96.227,0.992
96.257,0.986
96.287,1.011
96.317,0.997
96.347,0.987
96.377,0.992
96.407,0.999
96.437,0.992
96.467,0.989
96.497,1.000
96.527,1.003
96.557,0.986
96.587,0.993
96.617,1.000
96.647,0.987
96.677,0.997
96.707,0.996
96.737,1.000
96.767,0.999
96.797,0.995
96.827,1.000
96.857,0.998
96.887,0.996
96.917,0.991
96.947,0.995
96.977,0.994
97.007,0.996
97.037,0.995
97.067,0.998
97.097,0.999
97.127,0.990
97.157,0.994
97.187,0.994
97.217,1.006
97.247,0.996
97.277,1.003
97.307,1.000
97.337,0.993
97.367,0.992
97.397,0.996
97.427,0.995
97.457,0.996
97.487,0.997
97.517,0.989
97.547,0.992
97.577,0.997
97.607,0.996
97.637,1.000
97.667,0.993
97.697,0.987
97.727,0.997
97.757,0.992
97.787,0.993
97.817,0.998
97.847,0.997
97.877,0.990
97.907,0.996
97.937,0.992
97.967,0.997
97.997,1.000
98.027,0.993
98.057,0.991
98.087,0.994
98.117,0.998
98.147,0.995
98.177,0.995
98.207,0.994
98.237,0.987
98.267,0.996
98.297,0.996
98.327,0.993
98.357,0.994
98.387,1.001
98.417,0.994
98.447,0.994
98.477,0.995
98.507,0.996
98.537,0.997
98.567,0.996
98.597,0.992
98.627,0.992
98.657,1.000
98.687,0.998
98.717,0.996
98.747,0.985
98.777,0.988
98.807,0.995
98.837,1.002
98.867,0.991
98.897,0.992
98.927,1.000
98.957,0.994
98.987,0.988
99.017,0.994
99.047,0.996
99.077,0.995
99.107,0.993
99.137,0.989
99.167,0.997
99.197,0.994
99.227,1.006
99.257,0.989
99.287,0.989
99.317,0.999
99.347,0.992
99.377,1.009
99.407,0.997
99.437,1.001
99.467,1.000
99.497,0.994
99.527,0.991
99.557,0.991
99.587,0.990
99.617,0.996
99.647,0.999
99.677,0.997
99.707,0.994
99.737,1.000
99.767,0.998
99.797,0.989
99.827,0.992
99.857,0.994
99.887,0.994
99.917,0.986
99.947,0.996
99.977,0.993
100.007,0.990
100.037,0.991
100.067,0.993
100.097,0.993
100.127,0.988
100.157,0.998
100.187,0.995
100.217,0.991
100.247,0.993
100.277,1.002
100.307,0.985
100.337,0.989
100.367,0.996
100.397,0.995
100.427,0.992
100.457,1.000
100.487,0.994
100.517,0.997
100.547,0.996
100.577,0.995
100.607,0.993
100.637,0.993
100.667,0.993
100.697,0.991
100.727,0.994
100.757,1.003
100.787,0.990
100.817,0.998
100.847,1.003
100.877,0.991
100.907,0.989
100.937,0.993
100.967,0.991
100.997,0.988
101.027,0.995
101.057,1.003
101.087,0.996
101.117,0.991
101.147,0.998
101.177,0.994
101.207,0.993
101.237,0.995
101.267,0.989
101.297,0.985
101.327,0.998
101.357,0.990
101.387,0.993
101.417,0.996
101.447,0.980
101.477,0.990
101.507,0.996
101.537,0.998
101.567,0.985
101.597,0.996
101.627,0.996
101.657,0.988
101.687,0.992
101.717,0.993
101.747,0.995
101.777,0.993
101.807,0.995
101.837,1.001
101.867,0.994
101.897,0.981
101.927,1.003
101.957,0.997
101.987,0.979
102.017,0.990
102.047,0.987
102.077,0.997
102.107,0.990
102.137,0.996
102.167,0.999
102.197,0.996
102.227,0.992
102.257,0.986
102.287,0.996
102.317,0.993
102.347,0.990
102.377,0.995
102.407,0.989
102.437,0.992
102.467,0.994
102.497,1.003
102.527,0.986
102.557,0.984
102.587,0.998
102.617,0.993
102.647,0.986
102.677,0.993
102.707,1.005
102.737,0.990
102.767,0.988
102.797,0.996
102.827,0.991
102.857,0.990
102.887,0.999
102.917,0.993
102.947,0.988
102.977,0.992
103.007,0.997
103.037,0.995
103.067,0.990
103.097,0.990
103.127,0.995
103.157,0.985
103.187,0.997
103.217,0.997
103.247,0.996
103.277,0.990
103.307,0.992
103.337,0.992
103.367,0.987
103.397,0.995
103.427,0.996
103.457,0.991
103.487,0.996
103.517,0.996
103.547,0.994
103.577,0.992
103.607,1.000
103.637,0.994
103.667,0.982
103.697,0.990
103.727,0.998
103.757,0.990
103.787,0.993
103.817,0.998
103.847,0.986
103.877,0.991
103.907,0.990
103.937,0.992
103.967,0.995
103.997,0.993
104.027,0.996
104.057,0.997
104.087,0.996
104.117,0.997
104.147,1.003
104.177,0.981
104.207,0.981
104.237,0.994
104.267,0.996
104.297,0.989
104.327,0.992
104.357,0.987
104.387,0.990
104.417,0.992
104.447,0.988
104.477,0.998
104.507,0.995
104.537,0.990
104.567,0.989
104.597,0.994
104.627,0.989
104.657,1.000
104.687,0.984
104.717,0.983
104.747,0.991
104.777,0.994
104.807,0.998
104.837,0.988
104.867,0.995
104.897,0.996
104.927,0.990
104.957,0.999
104.987,0.989
105.017,0.993
105.047,0.999
105.077,0.989
105.107,0.994
105.137,0.992
105.167,1.002
105.197,0.988
105.227,0.983
105.257,0.995
105.287,0.990
105.317,0.990
105.347,0.989
105.377,0.996
105.407,0.998
105.437,0.989
105.467,0.986
105.497,0.994
105.527,0.988
105.557,0.995
105.587,1.001
105.617,0.992
105.647,0.985
105.677,1.000
105.707,0.998
105.737,0.983
105.767,0.987
105.797,0.997
105.827,0.987
105.857,0.986
105.887,0.998
105.917,1.000
105.947,0.987
105.977,0.994
106.007,0.997
106.037,0.986
106.067,0.987
106.097,1.003
106.127,0.990
106.157,0.979
106.187,1.003
106.217,0.992
106.247,0.980
106.277,0.988
106.307,0.998
106.337,0.988
106.367,0.989
106.397,1.002
106.427,0.999
106.457,0.984
106.487,0.989
106.517,1.000
106.547,0.990
106.577,0.989
106.607,0.998
106.637,0.999
106.667,0.990
106.697,0.999
106.727,0.983
106.757,1.008
106.787,0.987
106.817,0.990
106.847,0.998
106.877,0.987
106.907,0.994
106.937,0.996
106.967,1.002
106.997,0.996
107.027,0.994
107.057,0.989
107.087,0.991
107.117,0.990
107.147,0.989
107.177,0.996
107.207,0.995
107.237,0.987
107.267,0.993
107.297,1.000
107.327,1.000
107.357,0.982
107.387,0.994
107.417,0.993
107.447,0.986
107.477,0.992
107.507,0.996
107.537,0.997
107.567,0.987
107.597,0.996
107.627,1.000
107.657,0.995
107.687,0.989
107.717,1.002
107.747,0.999
