df_hash,22ZHK4.V6E3X1
277.984,1.039
278.014,1.047
278.044,1.048
278.074,1.045
278.104,1.046
278.134,1.045
278.164,1.039
278.194,1.039
278.224,1.039
278.254,1.040
278.284,1.044
278.314,1.041
278.344,1.039
278.374,1.037
278.404,1.037
278.434,1.046
278.464,1.046
278.494,1.040
278.524,1.040
278.554,1.048
278.584,1.044
278.614,1.039
278.644,1.048
278.674,1.040
278.704,1.040
278.734,1.044
278.764,1.044
278.794,1.040
278.824,1.043
278.854,1.045
278.884,1.040
278.914,1.042
278.944,1.045
278.974,1.044
279.004,1.039
279.034,1.043
279.064,1.038
279.094,1.044
279.124,1.042
279.154,1.041
279.184,1.043
279.214,1.038
279.244,1.047
279.274,1.040
279.304,1.047
279.334,1.046
279.364,1.038
279.394,1.037
279.424,1.039
279.454,1.042
279.484,1.047
279.514,1.047
279.544,1.045
279.574,1.042
279.604,1.039
279.634,1.043
279.664,1.043
279.694,1.040
279.724,1.043
279.754,1.040
279.784,1.043
279.814,1.036
279.844,1.041
279.874,1.041
279.904,1.040
279.934,1.043
279.964,1.040
279.994,1.042
280.024,1.041
280.054,1.040
280.084,1.041
280.114,1.046
280.144,1.045
280.174,1.040
280.204,1.042
280.234,1.034
280.264,1.040
280.294,1.044
280.324,1.036
280.354,1.039
280.384,1.047
280.414,1.040
280.444,1.044
280.474,1.041
280.504,1.039
280.534,1.041
280.564,1.043
280.594,1.039
280.624,1.042
280.654,1.042
280.684,1.047
280.714,1.042
280.744,1.045
280.774,1.049
280.804,1.042
280.834,1.036
280.864,1.039
280.894,1.032
280.924,1.038
280.954,1.043
280.984,1.039
281.014,1.034
281.044,1.049
281.074,1.045
281.104,1.039
281.134,1.041
281.164,1.039
281.194,1.041
281.224,1.042
281.254,1.035
281.284,1.044
281.314,1.046
281.344,1.041
281.374,1.038
281.404,1.039
281.434,1.042
281.464,1.042
281.494,1.051
281.524,1.042
281.554,1.037
281.584,1.043
281.614,1.046
281.644,1.045
281.674,1.056
281.704,1.040
281.734,1.040
281.764,1.039
281.794,1.039
281.824,1.049
281.854,1.043
281.884,1.042
281.914,1.044
281.944,1.043
281.974,1.037
282.004,1.041
282.034,1.036
282.064,1.043
282.094,1.039
282.124,1.045
282.154,1.046
282.184,1.040
282.214,1.045
282.244,1.041
282.274,1.041
282.304,1.044
282.334,1.036
282.364,1.039
282.394,1.048
282.424,1.050
282.454,1.041
282.484,1.045
282.514,1.039
282.544,1.040
282.574,1.042
282.604,1.039
282.634,1.039
282.664,1.040
282.694,1.048
282.724,1.045
282.754,1.043
282.784,1.043
282.814,1.043
282.844,1.041
282.874,1.040
282.904,1.040
282.934,1.044
282.964,1.042
282.994,1.038
283.024,1.042
283.054,1.040
283.084,1.041
283.114,1.041
283.144,1.039
283.174,1.049
283.204,1.039
283.234,1.046
283.264,1.044
283.294,1.042
283.324,1.041
283.354,1.049
283.384,1.048
283.414,1.046
283.444,1.039
283.474,1.038
283.504,1.048
283.534,1.049
283.564,1.043
283.594,1.044
283.624,1.037
283.654,1.041
283.684,1.042
283.714,1.042
283.744,1.032
283.774,1.043
283.804,1.047
283.834,1.042
283.864,1.044
283.894,1.043
283.924,1.042
283.954,1.033
283.984,1.030
284.014,1.036
284.044,1.036
284.074,1.035
284.104,1.034
284.134,1.040
284.164,1.035
284.194,1.041
284.224,1.037
284.254,1.039
284.284,1.027
284.314,1.043
284.344,1.039
284.374,1.032
284.404,1.035
284.434,1.035
284.464,1.039
284.494,1.041
284.524,1.037
284.554,1.048
284.584,1.054
284.614,1.050
284.644,1.049
284.674,1.045
284.704,1.046
284.734,1.048
284.764,1.045
284.794,1.038
284.824,1.039
284.854,1.044
284.884,1.042
284.914,1.050
284.944,1.050
284.974,1.047
285.004,1.050
285.034,1.063
285.064,1.062
285.094,1.062
285.124,1.069
285.154,1.070
285.184,1.072
285.214,1.070
285.244,1.065
285.274,1.057
285.304,1.052
285.334,1.036
285.364,1.024
285.394,1.005
285.424,1.010
285.454,1.006
285.484,0.992
285.514,0.994
285.544,1.002
285.574,1.014
285.604,1.020
285.634,0.999
285.664,0.996
285.694,0.994
285.724,0.998
285.754,1.007
285.784,1.012
285.814,1.017
285.844,1.021
285.874,1.021
285.904,1.029
285.934,1.028
285.964,1.040
285.994,1.031
286.024,1.023
286.054,1.021
286.084,1.028
286.114,1.030
286.144,1.037
286.174,1.033
286.204,1.034
286.234,1.038
286.264,1.043
286.294,1.047
286.324,1.038
286.354,1.043
286.384,1.045
286.414,1.035
286.444,1.047
286.474,1.044
286.504,1.055
286.534,1.056
286.564,1.041
286.594,1.044
286.624,1.047
286.654,1.047
286.684,1.040
286.714,1.040
286.744,1.041
286.774,1.043
286.804,1.041
286.834,1.044
286.864,1.048
286.894,1.044
286.924,1.042
286.954,1.039
286.984,1.047
287.014,1.044
287.044,1.037
287.074,1.050
287.104,1.051
287.134,1.043
287.164,1.046
287.194,1.040
287.224,1.047
287.254,1.043
287.284,1.037
287.314,1.039
287.344,1.042
287.374,1.046
287.404,1.049
287.434,1.052
287.464,1.049
287.494,1.050
287.524,1.043
287.554,1.040
287.584,1.044
287.614,1.041
287.644,1.043
287.674,1.038
287.704,1.028
287.734,0.972
287.764,0.878
287.794,0.890
287.824,0.992
287.854,0.981
287.884,1.021
287.914,1.082
287.944,1.094
287.974,1.071
288.004,1.101
288.034,1.118
288.064,1.090
288.094,1.146
288.124,1.114
288.154,1.016
288.184,1.016
288.214,1.025
288.244,1.089
288.274,1.087
288.304,1.010
288.334,0.991
288.364,1.057
288.394,1.067
288.424,1.090
288.454,1.083
288.484,1.061
288.514,1.029
288.544,1.050
288.574,1.046
288.604,1.056
288.634,1.058
288.664,1.072
288.694,1.068
288.724,1.051
288.754,1.071
288.784,1.067
288.814,1.036
288.844,1.043
288.874,1.045
288.904,1.050
288.934,1.055
288.964,1.057
288.994,1.055
289.024,1.057
289.054,1.057
289.084,1.044
289.114,1.039
289.144,1.038
289.174,1.036
289.204,1.032
289.234,1.017
289.264,1.023
289.294,1.017
289.324,1.025
289.354,1.023
289.384,1.027
289.414,1.022
289.444,1.027
289.474,1.032
289.504,1.028
289.534,1.037
289.564,1.036
289.594,1.037
289.624,1.027
289.654,1.029
289.684,1.030
289.714,1.028
289.744,1.022
289.774,1.037
289.804,1.028
289.834,1.024
289.864,1.036
289.894,1.040
289.924,1.032
289.954,1.039
289.984,1.039
290.014,1.023
290.044,1.035
290.074,1.045
290.104,1.040
290.134,1.039
290.164,1.030
290.194,1.037
290.224,1.032
290.254,1.023
290.284,1.031
290.314,1.038
290.344,1.038
290.374,1.037
290.404,1.040
290.434,1.035
290.464,1.038
290.494,1.036
290.524,1.035
290.554,1.039
290.584,1.043
290.614,1.039
290.644,1.032
290.674,1.029
290.704,1.037
290.734,1.035
290.764,1.033
290.794,1.038
290.824,1.035
290.854,1.042
290.884,1.035
290.914,1.034
290.944,1.041
290.974,1.033
291.004,1.036
291.034,1.041
291.064,1.033
291.094,1.034
291.124,1.031
291.154,1.035
291.184,1.037
291.214,1.035
291.244,1.035
291.274,1.036
291.304,1.035
291.334,1.036
291.364,1.039
291.394,1.031
291.424,1.040
291.454,1.036
291.484,1.039
291.514,1.040
291.544,1.043
291.574,1.034
291.604,1.034
291.634,1.027
291.664,1.037
291.694,1.041
291.724,1.034
291.754,1.039
291.784,1.038
291.814,1.037
291.844,1.033
291.874,1.035
291.904,1.035
291.934,1.034
291.964,1.035
291.994,1.031
292.024,1.042
292.054,1.038
292.084,1.030
292.114,1.039
292.144,1.041
292.174,1.032
292.204,1.036
292.234,1.035
292.264,1.043
292.294,1.041
292.324,1.037
292.354,1.037
292.384,1.032
292.414,1.033
292.444,1.038
292.474,1.032
292.504,1.036
292.534,1.036
292.564,1.044
292.594,1.034
292.624,1.041
292.654,1.035
292.684,1.039
292.714,1.036
292.744,1.033
292.774,1.035
292.804,1.034
292.834,1.029
292.864,1.037
292.894,1.041
292.924,1.036
292.954,1.036
292.984,1.035
293.014,1.031
293.044,1.036
293.074,1.031
293.104,1.034
293.134,1.025
293.164,1.030
293.194,1.038
293.224,1.030
293.254,1.038
293.284,1.036
293.314,1.034
293.344,1.037
293.374,1.030
293.404,1.036
293.434,1.037
293.464,1.036
293.494,1.040
293.524,1.043
293.554,1.038
293.584,1.032
293.614,1.038
293.644,1.030
293.674,1.033
293.704,1.033
293.734,1.033
293.764,1.037
293.794,1.033
293.824,1.037
293.854,1.035
293.884,1.032
293.914,1.029
293.944,1.039
293.974,1.034
294.004,1.033
294.034,1.040
294.064,1.039
294.094,1.030
294.124,1.041
294.154,1.041
294.184,1.037
294.214,1.032
294.244,1.031
294.274,1.038
294.304,1.030
294.334,1.037
294.364,1.039
294.394,1.034
294.424,1.033
294.454,1.040
294.484,1.041
294.514,1.041
294.544,1.027
294.574,1.031
294.604,1.041
294.634,1.033
294.664,1.034
294.694,1.036
294.724,1.034
294.754,1.037
294.784,1.035
294.814,1.033
294.844,1.041
294.874,1.041
294.904,1.038
294.934,1.036
294.964,1.035
294.994,1.033
295.024,1.037
295.054,1.030
295.084,1.034
295.114,1.042
295.144,1.038
295.174,1.037
295.204,1.043
295.234,1.031
295.264,1.037
295.294,1.032
295.324,1.030
295.354,1.031
295.384,1.037
295.414,1.040
295.444,1.030
295.474,1.024
295.504,1.030
295.534,1.038
295.564,1.043
295.594,1.035
295.624,1.034
295.654,1.030
295.684,1.032
295.714,1.031
295.744,1.039
295.774,1.035
295.804,1.032
295.834,1.038
295.864,1.037
295.894,1.038
295.924,1.030
295.954,1.043
295.984,1.027
296.014,1.033
296.044,1.040
296.074,1.039
296.104,1.042
296.134,1.042
296.164,1.030
296.194,1.034
296.224,1.037
296.254,1.035
296.284,1.038
296.314,1.031
296.344,1.031
296.374,1.037
296.404,1.036
296.434,1.034
296.464,1.038
296.494,1.038
296.524,1.040
296.554,1.031
296.584,1.033
296.614,1.035
296.644,1.035
296.674,1.035
296.704,1.028
296.734,1.048
296.764,1.041
296.794,1.032
296.824,1.036
296.854,1.040
296.884,1.037
296.914,1.033
296.944,1.041
296.974,1.038
297.004,1.035
297.034,1.032
297.064,1.031
297.094,1.031
297.124,1.041
297.154,1.041
297.184,1.035
297.214,1.035
297.244,1.036
297.274,1.034
297.304,1.038
297.334,1.040
297.364,1.037
297.394,1.033
297.424,1.034
297.454,1.035
297.484,1.036
297.514,1.039
297.544,1.036
297.574,1.035
297.604,1.034
297.634,1.027
297.664,1.037
297.694,1.037
297.724,1.033
297.754,1.031
297.784,1.040
297.814,1.039
297.844,1.031
297.874,1.036
297.904,1.038
297.934,1.035
297.964,1.037
297.994,1.037
298.024,1.035
298.054,1.034
298.084,1.033
298.114,1.036
298.144,1.041
298.174,1.041
298.204,1.034
298.234,1.038
298.264,1.028
298.294,1.038
298.324,1.036
298.354,1.033
298.384,1.033
298.414,1.034
298.444,1.034
298.474,1.031
298.504,1.034
298.534,1.035
298.564,1.033
298.594,1.040
298.624,1.040
298.654,1.034
298.684,1.035
298.714,1.035
298.744,1.033
298.774,1.039
298.804,1.034
298.834,1.037
298.864,1.038
298.894,1.038
298.924,1.037
298.954,1.037
298.984,1.035
299.014,1.031
299.044,1.038
299.074,1.039
299.104,1.040
299.134,1.032
299.164,1.041
299.194,1.041
299.224,1.038
299.254,1.037
299.284,1.037
299.314,1.034
299.344,1.037
299.374,1.035
299.404,1.038
299.434,1.041
299.464,1.045
299.494,1.036
299.524,1.033
299.554,1.035
299.584,1.035
299.614,1.041
299.644,1.036
299.674,1.032
299.704,1.033
299.734,1.034
299.764,1.035
299.794,1.045
299.824,1.042
299.854,1.045
299.884,1.039
299.914,1.033
299.944,1.034
299.974,1.035
300.004,1.031
300.034,1.033
300.064,1.031
300.094,1.031
300.124,1.036
300.154,1.030
300.184,1.034
300.214,1.027
300.244,1.029
300.274,1.035
300.304,1.038
300.334,1.036
300.364,1.047
300.394,1.063
300.424,1.045
300.454,1.023
300.484,1.022
300.514,1.011
300.544,1.013
300.574,1.021
300.604,1.016
300.634,1.028
300.664,1.044
300.694,1.032
300.724,1.026
300.754,1.024
300.784,1.017
300.814,1.031
300.844,1.045
300.874,1.023
300.904,1.027
300.934,1.036
300.964,1.037
300.994,1.036
301.024,1.036
301.054,1.036
301.084,1.027
301.114,1.025
301.144,1.026
301.174,1.035
301.204,1.040
301.234,1.038
301.264,1.040
301.294,1.044
301.324,1.051
301.354,1.062
301.384,1.042
301.414,1.023
301.444,1.031
301.474,1.030
301.504,1.021
301.534,1.022
301.564,1.032
301.594,1.030
301.624,1.025
301.654,1.025
301.684,1.021
301.714,1.029
301.744,1.022
301.774,1.025
301.804,1.004
301.834,1.004
301.864,1.021
301.894,1.027
301.924,1.032
301.954,1.039
301.984,1.047
302.014,1.050
302.044,1.030
302.074,0.983
302.104,1.015
302.134,1.072
302.164,1.061
302.194,1.044
302.224,1.056
302.254,1.055
302.284,1.056
302.314,1.060
302.344,1.053
302.374,1.054
302.404,1.055
302.434,1.040
302.464,1.039
302.494,1.046
302.524,1.056
302.554,1.057
302.584,1.047
302.614,1.038
302.644,1.059
302.674,1.059
302.704,1.043
302.734,1.054
302.764,1.050
302.794,1.045
302.824,1.054
302.854,1.058
302.884,1.061
302.914,1.060
302.944,1.063
302.974,1.059
303.004,1.058
303.034,1.052
303.064,1.060
303.094,1.064
303.124,1.059
303.154,1.048
303.184,1.048
303.214,1.060
303.244,1.060
303.274,1.052
303.304,1.061
303.334,1.062
303.364,1.059
303.394,1.054
303.424,1.057
303.454,1.052
303.484,1.051
303.514,1.054
303.544,1.062
303.574,1.058
303.604,1.053
303.634,1.055
303.664,1.059
303.694,1.061
303.724,1.057
303.754,1.054
303.784,1.062
303.814,1.057
303.844,1.060
303.874,1.059
303.904,1.061
303.934,1.056
303.964,1.059
303.994,1.061
304.024,1.056
304.054,1.053
304.084,1.058
304.114,1.052
304.144,1.053
304.174,1.054
304.204,1.051
304.234,1.049
304.264,1.049
304.294,1.054
304.324,1.059
304.354,1.057
304.384,1.050
304.414,1.050
304.444,1.056
304.474,1.052
304.504,1.056
304.534,1.056
304.564,1.052
304.594,1.050
304.624,1.053
304.654,1.057
304.684,1.054
304.714,1.053
304.744,1.057
304.774,1.053
304.804,1.051
304.834,1.053
304.864,1.054
304.894,1.058
304.924,1.053
304.954,1.054
304.984,1.053
305.014,1.055
305.044,1.057
305.074,1.051
305.104,1.055
305.134,1.054
305.164,1.053
305.194,1.056
305.224,1.055
305.254,1.053
305.284,1.051
305.314,1.053
305.344,1.058
305.374,1.058
305.404,1.055
305.434,1.050
305.464,1.055
305.494,1.054
305.524,1.059
305.554,1.056
305.584,1.050
305.614,1.058
305.644,1.056
305.674,1.057
305.704,1.051
305.734,1.055
305.764,1.057
305.794,1.054
305.824,1.054
305.854,1.054
305.884,1.055
305.914,1.056
305.944,1.054
305.974,1.055
306.004,1.055
306.034,1.058
306.064,1.047
306.094,1.052
306.124,1.053
306.154,1.049
306.184,1.055
306.214,1.051
306.244,1.051
306.274,1.055
306.304,1.058
306.334,1.051
306.364,1.052
306.394,1.059
306.424,1.061
306.454,1.057
306.484,1.057
306.514,1.055
306.544,1.051
306.574,1.052
306.604,1.048
306.634,1.051
306.664,1.056
306.694,1.059
306.724,1.057
306.754,1.052
306.784,1.049
306.814,1.053
306.844,1.055
306.874,1.054
306.904,1.054
306.934,1.055
306.964,1.052
306.994,1.052
307.024,1.058
307.054,1.058
307.084,1.056
307.114,1.055
307.144,1.055
307.174,1.053
307.204,1.054
307.234,1.053
307.264,1.059
307.294,1.057
307.324,1.055
307.354,1.054
307.384,1.054
307.414,1.051
307.444,1.049
307.474,1.050
307.504,1.052
307.534,1.053
307.564,1.057
307.594,1.051
307.624,1.056
307.654,1.056
307.684,1.054
307.714,1.055
307.744,1.057
307.774,1.053
307.804,1.052
307.834,1.051
307.864,1.048
307.894,1.057
307.924,1.053
307.954,1.052
307.984,1.049
308.014,1.052
308.044,1.052
308.074,1.056
308.104,1.054
308.134,1.051
308.164,1.055
308.194,1.061
308.224,1.053
308.254,1.057
308.284,1.052
308.314,1.056
308.344,1.058
308.374,1.055
308.404,1.057
308.434,1.054
308.464,1.053
308.494,1.053
308.524,1.056
308.554,1.056
308.584,1.054
308.614,1.054
308.644,1.045
308.674,1.046
308.704,1.053
308.734,1.053
308.764,1.046
308.794,1.050
308.824,1.046
308.854,1.053
308.884,1.053
308.914,1.057
308.944,1.057
308.974,1.056
309.004,1.056
309.034,1.060
309.064,1.061
309.094,1.051
309.124,1.055
309.154,1.057
309.184,1.054
309.214,1.053
309.244,1.048
309.274,1.045
309.304,1.054
309.334,1.052
309.364,1.053
309.394,1.057
309.424,1.051
309.454,1.055
309.484,1.055
309.514,1.053
309.544,1.058
309.574,1.058
309.604,1.059
309.634,1.054
309.664,1.056
309.694,1.056
309.724,1.054
309.754,1.057
309.784,1.056
309.814,1.052
309.844,1.053
309.874,1.054
309.904,1.058
309.934,1.054
309.964,1.053
309.994,1.056
310.024,1.056
310.054,1.062
310.084,1.061
310.114,1.054
310.144,1.056
310.174,1.055
310.204,1.051
310.234,1.049
310.264,1.054
310.294,1.057
310.324,1.057
310.354,1.058
310.384,1.051
310.414,1.055
310.444,1.055
310.474,1.054
310.504,1.056
310.534,1.054
310.564,1.058
310.594,1.060
310.624,1.056
310.654,1.057
310.684,1.054
310.714,1.056
310.744,1.061
310.774,1.058
310.804,1.054
310.834,1.054
310.864,1.055
310.894,1.061
310.924,1.062
310.954,1.060
310.984,1.063
311.014,1.064
311.044,1.060
311.074,1.055
311.104,1.057
311.134,1.062
311.164,1.060
311.194,1.054
311.224,1.056
311.254,1.053
311.284,1.052
311.314,1.055
311.344,1.052
311.374,1.057
311.404,1.056
311.434,1.058
311.464,1.059
311.494,1.062
311.524,1.061
311.554,1.055
311.584,1.058
311.614,1.056
311.644,1.051
311.674,1.050
311.704,1.046
311.734,1.039
311.764,1.035
311.794,1.038
311.824,1.047
311.854,1.052
311.884,1.055
311.914,1.051
311.944,1.050
311.974,1.049
312.004,1.041
312.034,1.035
312.064,1.039
312.094,1.044
312.124,1.044
312.154,1.047
312.184,1.053
312.214,1.047
312.244,1.037
312.274,1.044
312.304,1.035
312.334,1.027
312.364,1.032
312.394,1.044
312.424,1.049
312.454,1.048
312.484,1.052
312.514,1.045
312.544,1.043
312.574,1.043
312.604,1.035
312.634,1.040
312.664,1.036
312.694,1.040
312.724,1.050
312.754,1.055
312.784,1.050
312.814,1.045
312.844,1.043
312.874,1.034
312.904,1.054
312.934,1.035
312.964,1.038
312.994,1.048
313.024,1.046
313.054,1.057
313.084,1.058
313.114,1.047
313.144,1.052
313.174,1.041
313.204,1.031
313.234,1.033
313.264,1.025
313.294,1.019
313.324,1.022
313.354,1.025
313.384,1.025
313.414,1.024
313.444,1.024
313.474,1.029
313.504,1.020
313.534,1.036
313.564,1.033
313.594,1.031
313.624,1.032
313.654,1.037
313.684,1.042
313.714,1.036
313.744,1.035
313.774,1.034
313.804,1.039
313.834,1.044
313.864,1.045
313.894,1.048
313.924,1.054
313.954,1.062
313.984,1.053
314.014,1.053
314.044,1.063
314.074,1.058
314.104,1.058
314.134,1.062
314.164,1.062
314.194,1.055
314.224,1.056
314.254,1.061
314.284,1.059
314.314,1.061
314.344,1.059
314.374,1.056
314.404,1.059
314.434,1.058
314.464,1.054
314.494,1.048
314.524,1.054
314.554,1.055
314.584,1.050
314.614,1.051
314.644,1.050
314.674,1.045
314.704,1.051
314.734,1.056
314.764,1.048
314.794,1.050
314.824,1.049
314.854,1.050
314.884,1.053
314.914,1.053
314.944,1.053
314.974,1.054
315.004,1.053
315.034,1.048
315.064,1.051
315.094,1.046
315.124,1.051
315.154,1.049
315.184,1.049
315.214,1.055
315.244,1.052
315.274,1.053
315.304,1.053
315.334,1.047
315.364,1.054
315.394,1.052
315.424,1.047
315.454,1.050
315.484,1.049
315.514,1.052
315.544,1.048
315.574,1.051
315.604,1.047
315.634,1.049
315.664,1.054
315.694,1.054
315.724,1.054
315.754,1.046
315.784,1.050
315.814,1.047
315.844,1.049
315.874,1.050
315.904,1.043
315.934,1.048
315.964,1.056
315.994,1.055
316.024,1.054
316.054,1.054
316.084,1.050
316.114,1.044
316.144,1.050
316.174,1.047
316.204,1.052
316.234,1.053
316.264,1.056
316.294,1.051
316.324,1.049
316.354,1.048
316.384,1.048
316.414,1.049
316.444,1.048
316.474,1.057
316.504,1.046
316.534,1.048
316.564,1.054
316.594,1.055
316.624,1.055
316.654,1.053
316.684,1.055
316.714,1.050
316.744,1.054
316.774,1.050
316.804,1.055
316.834,1.056
316.864,1.055
316.894,1.051
316.924,1.049
316.954,1.045
316.984,1.054
317.014,1.050
317.044,1.045
317.074,1.049
317.104,1.044
317.134,1.048
317.164,1.054
317.194,1.049
317.224,1.049
317.254,1.056
317.284,1.052
317.314,1.055
317.344,1.051
317.374,1.048
317.404,1.051
317.434,1.046
317.464,1.046
317.494,1.057
317.524,1.056
317.554,1.059
317.584,1.049
317.614,1.047
317.644,1.046
317.674,1.051
317.704,1.056
317.734,1.053
317.764,1.050
317.794,1.044
317.824,1.050
317.854,1.060
317.884,1.055
317.914,1.055
317.944,1.056
317.974,1.054
318.004,1.057
318.034,1.054
318.064,1.050
318.094,1.061
318.124,1.058
318.154,1.056
318.184,1.044
318.214,1.047
318.244,1.051
318.274,1.052
318.304,1.065
318.334,1.053
318.364,1.045
318.394,1.051
318.424,1.045
318.454,1.041
318.484,1.045
318.514,1.039
318.544,1.035
318.574,1.050
318.604,1.041
318.634,1.031
318.664,1.049
318.694,1.046
318.724,1.046
318.754,1.053
318.784,1.057
318.814,1.049
318.844,1.066
318.874,1.063
318.904,1.052
318.934,1.049
318.964,1.049
318.994,1.052
319.024,1.051
319.054,1.050
319.084,1.053
319.114,1.054
319.144,1.049
319.174,1.058
319.204,1.063
319.234,1.051
319.264,1.046
319.294,1.050
319.324,1.059
319.354,1.052
319.384,1.056
319.414,1.056
319.444,1.053
319.474,1.054
319.504,1.051
319.534,1.056
319.564,1.053
319.594,1.044
319.624,1.051
319.654,1.059
319.684,1.060
319.714,1.059
319.744,1.055
319.774,1.053
319.804,1.055
319.834,1.053
319.864,1.053
319.894,1.049
319.924,1.047
319.954,1.060
319.984,1.056
320.014,1.050
320.044,1.057
320.074,1.056
320.104,1.058
320.134,1.058
320.164,1.055
320.194,1.053
320.224,1.051
320.254,1.052
320.284,1.054
320.314,1.055
320.344,1.051
320.374,1.050
320.404,1.049
320.434,1.054
320.464,1.050
320.494,1.061
320.524,1.059
320.554,1.054
320.584,1.049
320.614,1.054
320.644,1.053
320.674,1.052
320.704,1.048
320.734,1.053
320.764,1.058
320.794,1.057
320.824,1.054
320.854,1.048
320.884,1.052
320.914,1.055
320.944,1.055
320.974,1.056
321.004,1.050
321.034,1.055
321.064,1.058
321.094,1.055
321.124,1.054
321.154,1.057
321.184,1.057
321.214,1.051
321.244,1.051
321.274,1.051
321.304,1.056
321.334,1.056
321.364,1.053
321.394,1.055
321.424,1.051
321.454,1.051
321.484,1.049
321.514,1.050
321.544,1.060
321.574,1.051
321.604,1.055
321.634,1.050
321.664,1.056
321.694,1.060
321.724,1.056
321.754,1.053
321.784,1.053
321.814,1.048
321.844,1.054
321.874,1.058
321.904,1.058
321.934,1.052
321.964,1.055
321.994,1.054
322.024,1.052
322.054,1.049
322.084,1.049
322.114,1.055
322.144,1.057
322.174,1.049
322.204,1.057
322.234,1.054
322.264,1.056
322.294,1.059
322.324,1.064
322.354,1.053
322.384,1.053
322.414,1.056
322.444,1.054
322.474,1.056
322.504,1.053
322.534,1.052
322.564,1.047
322.594,1.053
322.624,1.053
322.654,1.053
322.684,1.053
322.714,1.055
322.744,1.055
322.774,1.052
322.804,1.057
322.834,1.057
322.864,1.055
322.894,1.057
322.924,1.054
322.954,1.051
322.984,1.050
323.014,1.050
323.044,1.058
323.074,1.052
323.104,1.052
323.134,1.051
323.164,1.043
323.194,1.059
323.224,1.058
323.254,1.055
323.284,1.054
323.314,1.053
323.344,1.049
323.374,1.055
323.404,1.051
323.434,1.049
323.464,1.053
323.494,1.053
323.524,1.052
323.554,1.053
323.584,1.053
323.614,1.058
323.644,1.059
323.674,1.054
323.704,1.049
323.734,1.053
323.764,1.049
323.794,1.053
323.824,1.047
323.854,1.051
323.884,1.057
323.914,1.051
323.944,1.052
323.974,1.051
324.004,1.049
324.034,1.058
324.064,1.065
324.094,1.057
324.124,1.052
324.154,1.054
324.184,1.055
324.214,1.061
324.244,1.070
324.274,1.074
324.304,1.072
324.334,1.096
324.364,1.083
324.394,1.080
324.424,1.127
324.454,1.105
324.484,1.053
324.514,1.041
324.544,1.046
324.574,1.032
324.604,1.063
324.634,0.939
324.664,0.914
324.694,0.938
324.724,0.910
324.754,0.908
324.784,1.010
324.814,1.073
324.844,1.119
324.874,1.111
324.904,1.119
324.934,1.146
324.964,1.206
324.994,1.240
325.024,1.171
325.054,1.090
325.084,1.062
325.114,1.034
325.144,1.020
325.174,1.002
325.204,0.993
325.234,0.967
325.264,0.951
325.294,0.949
325.324,0.992
325.354,1.002
325.384,0.981
325.414,0.990
325.444,1.021
325.474,1.047
325.504,1.058
325.534,1.054
325.564,1.070
325.594,1.064
325.624,1.045
325.654,1.043
325.684,1.011
325.714,0.987
325.744,0.980
325.774,0.964
325.804,0.956
325.834,0.958
325.864,0.953
325.894,0.949
325.924,0.948
325.954,0.958
325.984,0.990
326.014,0.995
326.044,0.983
326.074,1.005
326.104,1.041
326.134,1.038
326.164,1.035
326.194,1.030
326.224,1.028
326.254,1.048
326.284,1.062
326.314,1.057
326.344,1.049
326.374,1.050
326.404,1.051
326.434,1.054
326.464,1.048
326.494,1.040
326.524,1.037
326.554,1.045
326.584,1.058
326.614,1.060
326.644,1.042
326.674,1.040
326.704,1.047
326.734,1.040
326.764,1.035
326.794,1.043
326.824,1.056
326.854,1.061
326.884,1.062
326.914,1.053
326.944,1.053
326.974,1.053
327.004,1.051
327.034,1.051
327.064,1.048
327.094,1.041
327.124,1.036
327.154,1.048
327.184,1.046
327.214,1.051
327.244,1.049
327.274,1.048
327.304,1.047
327.334,1.056
327.364,1.056
327.394,1.052
327.424,1.043
327.454,1.049
327.484,1.053
327.514,1.052
327.544,1.053
327.574,1.049
327.604,1.037
327.634,1.040
327.664,1.046
327.694,1.049
327.724,1.042
327.754,1.040
327.784,1.052
327.814,1.045
327.844,1.046
327.874,1.053
327.904,1.053
327.934,1.048
327.964,1.043
327.994,1.044
328.024,1.053
328.054,1.053
328.084,1.049
328.114,1.047
328.144,1.048
328.174,1.051
328.204,1.049
328.234,1.046
328.264,1.047
328.294,1.044
328.324,1.046
328.354,1.053
328.384,1.049
328.414,1.041
328.444,1.045
328.474,1.047
328.504,1.047
328.534,1.054
328.564,1.049
328.594,1.046
328.624,1.050
328.654,1.051
328.684,1.049
328.714,1.049
328.744,1.046
328.774,1.050
328.804,1.045
328.834,1.051
328.864,1.041
328.894,1.047
328.924,1.046
328.954,1.045
328.984,1.044
329.014,1.050
329.044,1.051
329.074,1.049
329.104,1.048
329.134,1.047
329.164,1.046
329.194,1.047
329.224,1.047
329.254,1.047
329.284,1.047
329.314,1.051
329.344,1.048
329.374,1.047
329.404,1.039
329.434,1.048
329.464,1.049
329.494,1.052
329.524,1.051
329.554,1.048
329.584,1.051
329.614,1.052
329.644,1.048
329.674,1.052
329.704,1.048
329.734,1.045
329.764,1.048
329.794,1.046
329.824,1.044
329.854,1.051
329.884,1.050
329.914,1.048
329.944,1.041
329.974,1.048
330.004,1.049
330.034,1.043
330.064,1.048
330.094,1.045
330.124,1.049
330.154,1.044
330.184,1.041
330.214,1.048
330.244,1.053
330.274,1.050
330.304,1.044
330.334,1.046
330.364,1.047
