df_hash,22ZHK4.V6E3X1
180.484,0.994
180.514,1.000
180.544,1.001
180.574,0.999
180.604,0.991
180.634,0.995
180.664,0.993
180.694,0.993
180.724,0.996
180.754,0.999
180.784,0.996
180.814,0.995
180.844,1.004
180.874,0.996
180.904,0.997
180.934,0.999
180.964,0.999
180.994,0.996
181.024,0.993
181.054,0.994
181.084,1.001
181.114,1.000
181.144,0.997
181.174,0.999
181.204,0.997
181.234,0.997
181.264,0.997
181.294,0.991
181.324,1.001
181.354,0.992
181.384,1.000
181.414,1.002
181.444,0.994
181.474,0.996
181.504,1.001
181.534,0.994
181.564,0.995
181.594,0.995
181.624,1.001
181.654,1.002
181.684,0.997
181.714,1.001
181.744,0.999
181.774,0.992
181.804,0.999
181.834,0.996
181.864,0.993
181.894,1.001
181.924,0.987
181.954,1.003
181.984,1.003
182.014,0.997
182.044,0.992
182.074,0.995
182.104,0.998
182.134,0.991
182.164,0.992
182.194,1.001
182.224,1.002
182.254,0.994
182.284,0.995
182.314,1.005
182.344,0.998
182.374,1.002
182.404,1.001
182.434,0.994
182.464,1.001
182.494,0.984
182.524,1.010
182.554,1.002
182.584,0.996
182.614,0.995
182.644,0.998
182.674,0.997
182.704,0.997
182.734,0.995
182.764,1.006
182.794,1.003
182.824,1.001
182.854,0.999
182.884,0.992
182.914,0.995
182.944,0.995
182.974,0.994
183.004,0.998
183.034,0.993
183.064,1.010
183.094,1.003
183.124,0.995
183.154,0.994
183.184,0.998
183.214,0.994
183.244,1.002
183.274,0.998
183.304,1.002
183.334,1.002
183.364,0.999
183.394,1.002
183.424,1.000
183.454,0.999
183.484,0.997
183.514,0.993
183.544,1.002
183.574,0.993
183.604,1.001
183.634,1.002
183.664,0.995
183.694,0.993
183.724,0.993
183.754,0.994
183.784,0.992
183.814,0.989
183.844,0.998
183.874,1.001
183.904,0.997
183.934,0.997
183.964,0.999
183.994,0.997
184.024,0.999
184.054,0.996
184.084,1.002
184.114,0.996
184.144,0.998
184.174,1.007
184.204,0.996
184.234,0.999
184.264,1.002
184.294,1.002
184.324,0.996
184.354,0.999
184.384,0.995
184.414,0.998
184.444,0.998
184.474,0.995
184.504,0.995
184.534,0.997
184.564,0.995
184.594,0.999
184.624,0.998
184.654,0.995
184.684,0.989
184.714,1.011
184.744,0.997
184.774,0.995
184.804,0.997
184.834,0.997
184.864,0.999
184.894,0.996
184.924,0.995
184.954,1.005
184.984,1.003
185.014,1.000
185.044,1.000
185.074,0.995
185.104,1.000
185.134,0.991
185.164,0.996
185.194,0.981
185.224,1.001
185.254,1.006
185.284,0.996
185.314,0.995
185.344,0.998
185.374,0.995
185.404,1.001
185.434,0.992
185.464,1.004
185.494,1.002
185.524,1.001
185.554,1.001
185.584,1.000
185.614,1.001
185.644,0.999
185.674,0.993
185.704,0.998
185.734,0.992
185.764,0.996
185.794,1.003
185.824,0.999
185.854,1.000
185.884,0.995
185.914,0.999
185.944,0.999
185.974,0.994
186.004,0.997
186.034,1.001
186.064,1.001
186.094,0.996
186.124,0.999
186.154,1.000
186.184,0.998
186.214,0.995
186.244,0.994
186.274,1.002
186.304,0.993
186.334,1.010
186.364,0.993
186.394,0.998
186.424,1.001
186.454,0.995
186.484,0.997
186.514,0.999
186.544,0.997
186.574,1.003
186.604,1.000
186.634,0.999
186.664,1.000
186.694,0.999
186.724,0.995
186.754,0.995
186.784,0.995
186.814,0.997
186.844,1.003
186.874,0.990
186.904,1.003
186.934,1.001
186.964,0.996
186.994,0.998
187.024,1.002
187.054,0.998
187.084,0.995
187.114,1.001
187.144,0.996
187.174,1.004
187.204,0.999
187.234,1.002
187.264,1.000
187.294,0.998
187.324,0.994
187.354,0.998
187.384,0.999
187.414,1.000
187.444,1.000
187.474,0.995
187.504,1.014
187.534,0.999
187.564,0.993
187.594,0.998
187.624,1.001
187.654,0.997
187.684,1.002
187.714,0.990
187.744,1.000
187.774,1.002
187.804,1.000
187.834,0.998
187.864,0.998
187.894,0.996
187.924,0.998
187.954,0.999
187.984,1.004
188.014,0.992
188.044,0.997
188.074,1.013
188.104,0.999
188.134,0.994
188.164,0.999
188.194,0.998
188.224,1.000
188.254,0.995
188.284,0.997
188.314,1.004
188.344,0.999
188.374,1.000
188.404,1.001
188.434,0.995
188.464,1.000
188.494,0.998
188.524,0.992
188.554,0.999
188.584,1.005
188.614,0.993
188.644,1.007
188.674,1.003
188.704,0.998
188.734,0.998
188.764,1.000
188.794,1.000
188.824,0.994
188.854,0.993
188.884,1.005
188.914,1.003
188.944,0.996
188.974,0.998
189.004,0.999
189.034,1.003
189.064,1.001
189.094,0.995
189.124,0.995
189.154,1.004
189.184,0.990
189.214,1.012
189.244,1.001
189.274,0.998
189.304,0.999
189.334,1.002
189.364,0.999
189.394,0.994
189.424,0.991
189.454,0.997
189.484,0.999
189.514,1.000
189.544,1.000
189.574,0.999
189.604,1.002
189.634,0.993
189.664,0.989
189.694,0.997
189.724,1.001
189.754,0.976
189.784,0.997
189.814,1.002
189.844,0.986
189.874,0.977
189.904,0.984
189.934,0.979
189.964,0.987
189.994,0.987
190.024,0.991
190.054,1.005
190.084,0.990
190.114,0.994
190.144,0.997
190.174,1.011
190.204,1.035
190.234,1.039
190.264,1.048
190.294,1.041
190.324,1.022
190.354,1.043
190.384,1.035
190.414,1.020
190.444,1.035
190.474,1.031
190.504,1.016
190.534,1.015
190.564,1.004
190.594,1.016
190.624,1.010
190.654,1.018
190.684,1.026
190.714,1.019
190.744,1.016
190.774,1.032
190.804,1.035
190.834,1.027
190.864,1.010
190.894,1.032
190.924,1.024
190.954,1.019
190.984,1.008
191.014,1.001
191.044,0.996
191.074,1.005
191.104,1.013
191.134,1.026
191.164,1.031
191.194,1.025
191.224,1.028
191.254,1.010
191.284,1.006
191.314,1.017
191.344,1.019
191.374,1.003
191.404,1.032
191.434,1.049
191.464,1.042
191.494,1.033
191.524,1.021
191.554,1.015
191.584,1.022
191.614,1.013
191.644,1.023
191.674,1.025
191.704,1.025
191.734,1.026
191.764,1.017
191.794,1.018
191.824,1.022
191.854,1.018
191.884,1.019
191.914,1.021
191.944,1.017
191.974,1.036
192.004,1.022
192.034,1.021
192.064,1.023
192.094,1.028
192.124,1.022
192.154,1.031
192.184,1.026
192.214,1.027
192.244,1.028
192.274,1.021
192.304,1.020
192.334,1.020
192.364,1.022
192.394,1.018
192.424,1.018
192.454,1.018
192.484,1.007
192.514,1.012
192.544,1.033
192.574,1.026
192.604,1.022
192.634,1.020
192.664,1.014
192.694,1.017
192.724,1.028
192.754,1.015
192.784,1.027
192.814,1.030
192.844,1.025
192.874,1.025
192.904,1.030
192.934,1.022
192.964,1.026
192.994,1.023
193.024,1.026
193.054,1.006
193.084,1.025
193.114,1.022
193.144,1.018
193.174,1.016
193.204,1.015
193.234,1.015
193.264,1.020
193.294,1.021
193.324,1.024
193.354,1.022
193.384,1.022
193.414,1.023
193.444,1.021
193.474,1.025
193.504,1.022
193.534,1.027
193.564,1.028
193.594,1.023
193.624,1.024
193.654,1.040
193.684,1.023
193.714,1.016
193.744,1.017
193.774,1.020
193.804,1.032
193.834,1.053
193.864,1.049
193.894,1.062
193.924,1.030
193.954,0.997
193.984,0.994
194.014,1.002
194.044,1.006
194.074,1.000
194.104,0.994
194.134,1.015
194.164,1.039
194.194,1.023
194.224,1.026
194.254,1.033
194.284,1.027
194.314,1.019
194.344,1.016
194.374,1.039
194.404,1.049
194.434,1.042
194.464,1.049
194.494,1.041
194.524,1.029
194.554,1.038
194.584,1.048
194.614,1.049
194.644,1.039
194.674,1.037
194.704,1.042
194.734,1.040
194.764,1.050
194.794,1.039
194.824,1.043
194.854,1.053
194.884,1.045
194.914,1.048
194.944,1.043
194.974,1.047
195.004,1.055
195.034,1.052
195.064,1.047
195.094,1.065
195.124,1.052
195.154,1.042
195.184,1.049
195.214,1.042
195.244,1.046
195.274,1.039
195.304,1.056
195.334,1.042
195.364,1.032
195.394,1.031
195.424,1.042
195.454,1.050
195.484,1.050
195.514,1.043
195.544,1.045
195.574,1.043
195.604,1.038
195.634,1.039
195.664,1.044
195.694,1.046
195.724,1.046
195.754,1.045
195.784,1.050
195.814,1.042
195.844,1.051
195.874,1.041
195.904,1.045
195.934,1.048
195.964,1.046
195.994,1.050
196.024,1.045
196.054,1.047
196.084,1.048
196.114,1.046
196.144,1.043
196.174,1.038
196.204,1.039
196.234,1.043
196.264,1.041
196.294,1.048
196.324,1.040
196.354,1.059
196.384,1.049
196.414,1.038
196.444,1.045
196.474,1.051
196.504,1.050
196.534,1.048
196.564,1.046
196.594,1.046
196.624,1.044
196.654,1.041
196.684,1.049
196.714,1.048
196.744,1.043
196.774,1.042
196.804,1.048
196.834,1.038
196.864,1.052
196.894,1.043
196.924,1.043
196.954,1.044
196.984,1.044
197.014,1.045
197.044,1.044
197.074,1.051
197.104,1.048
197.134,1.044
197.164,1.048
197.194,1.054
197.224,1.060
197.254,1.051
197.284,1.057
197.314,1.051
197.344,1.071
197.374,1.089
197.404,1.088
197.434,1.080
197.464,1.076
197.494,1.068
197.524,1.062
197.554,1.059
197.584,1.051
197.614,1.032
197.644,1.030
197.674,1.027
197.704,1.018
197.734,1.019
197.764,1.019
197.794,0.983
197.824,0.996
197.854,1.004
197.884,0.989
197.914,0.977
197.944,0.990
197.974,1.009
198.004,1.014
198.034,1.027
198.064,1.026
198.094,1.001
198.124,0.973
198.154,0.982
198.184,0.978
198.214,0.971
198.244,0.967
198.274,0.961
198.304,1.001
198.334,0.993
198.364,0.982
198.394,0.986
198.424,0.990
198.454,0.998
198.484,0.993
198.514,1.006
198.544,1.007
198.574,1.002
198.604,1.007
198.634,1.008
198.664,1.003
198.694,1.002
198.724,0.988
198.754,1.007
198.784,1.002
198.814,1.000
198.844,0.997
198.874,0.995
198.904,0.990
198.934,1.002
198.964,0.992
198.994,0.995
199.024,0.997
199.054,0.995
199.084,0.998
199.114,1.002
199.144,0.993
199.174,1.002
199.204,0.985
199.234,1.004
199.264,1.003
199.294,1.004
199.324,1.000
199.354,0.997
199.384,0.996
199.414,1.000
199.444,0.994
199.474,0.996
199.504,1.005
199.534,1.000
199.564,1.000
199.594,1.007
199.624,0.997
199.654,0.995
199.684,0.997
199.714,0.992
199.744,0.995
199.774,0.989
199.804,1.005
199.834,0.999
199.864,0.998
199.894,0.996
199.924,0.998
199.954,0.993
199.984,0.999
200.014,0.996
200.044,1.002
200.074,1.005
200.104,1.002
200.134,1.002
200.164,1.003
200.194,1.005
200.224,0.999
200.254,0.997
200.284,0.998
200.314,1.000
200.344,1.000
200.374,0.999
200.404,0.999
200.434,0.990
200.464,0.994
200.494,1.006
200.524,0.998
200.554,0.995
200.584,0.991
200.614,0.997
200.644,0.999
200.674,1.001
200.704,0.997
200.734,1.001
200.764,1.002
200.794,1.001
200.824,0.999
200.854,1.000
200.884,0.999
200.914,0.998
200.944,0.997
200.974,0.998
201.004,1.001
201.034,0.997
201.064,1.001
201.094,1.003
201.124,0.986
201.154,1.004
201.184,1.004
201.214,0.995
201.244,0.995
201.274,0.987
201.304,0.999
201.334,0.997
201.364,0.995
201.394,0.998
201.424,1.000
201.454,1.002
201.484,0.999
201.514,0.998
201.544,0.994
201.574,0.996
201.604,0.996
201.634,0.996
201.664,0.997
201.694,1.000
201.724,0.990
201.754,1.007
201.784,1.001
201.814,0.995
201.844,0.993
201.874,0.995
201.904,0.999
201.934,1.000
201.964,0.999
201.994,0.991
202.024,1.008
202.054,1.000
202.084,1.000
202.114,0.995
202.144,0.997
202.174,1.001
202.204,0.996
202.234,0.996
202.264,0.996
202.294,0.999
202.324,0.999
202.354,0.997
202.384,0.996
202.414,1.000
202.444,0.999
202.474,0.995
202.504,0.995
202.534,1.004
202.564,0.999
202.594,0.998
202.624,0.994
202.654,0.998
202.684,0.995
202.714,0.999
202.744,0.995
202.774,0.996
202.804,1.001
202.834,1.000
202.864,0.999
202.894,0.999
202.924,0.998
202.954,0.996
202.984,0.998
203.014,0.996
203.044,0.996
203.074,1.000
203.104,0.998
203.134,0.996
203.164,0.995
203.194,0.997
203.224,0.995
203.254,0.996
203.284,1.000
203.314,0.985
203.344,1.009
203.374,1.003
203.404,0.995
203.434,0.997
203.464,1.000
203.494,0.996
203.524,0.995
203.554,0.997
203.584,0.995
203.614,1.002
203.644,1.002
203.674,1.000
203.704,0.997
203.734,0.997
203.764,0.998
203.794,0.999
203.824,0.995
203.854,0.996
203.884,0.999
203.914,1.000
203.944,0.999
203.974,0.997
204.004,0.994
204.034,0.999
204.064,0.996
204.094,0.997
204.124,0.999
204.154,0.987
204.184,1.012
204.214,1.000
204.244,0.998
204.274,0.997
204.304,0.998
204.334,0.997
204.364,0.996
204.394,1.001
204.424,0.995
204.454,1.002
204.484,1.001
204.514,0.999
204.544,0.997
204.574,0.997
204.604,0.995
204.634,0.999
204.664,0.997
204.694,0.995
204.724,0.997
204.754,1.001
204.784,0.998
204.814,0.997
204.844,0.997
204.874,1.000
204.904,0.995
204.934,0.994
204.964,1.003
204.994,0.986
205.024,1.011
205.054,1.002
205.084,0.996
205.114,0.998
205.144,0.998
205.174,0.998
205.204,0.996
205.234,0.997
205.264,0.991
205.294,1.004
205.324,1.002
205.354,0.996
205.384,0.996
205.414,0.995
205.444,0.999
205.474,0.995
205.504,0.997
205.534,0.996
205.564,0.999
205.594,1.000
205.624,1.001
205.654,0.999
205.684,0.999
205.714,1.000
205.744,0.997
205.774,0.995
205.804,0.995
205.834,1.014
205.864,0.996
205.894,0.996
205.924,1.000
205.954,1.001
205.984,0.996
206.014,0.997
206.044,0.998
206.074,1.001
206.104,1.001
206.134,0.996
206.164,0.995
206.194,0.999
206.224,0.997
206.254,0.998
206.284,0.995
206.314,0.996
206.344,0.998
206.374,0.999
206.404,0.997
206.434,0.997
206.464,0.999
206.494,0.999
206.524,1.001
206.554,0.997
206.584,0.994
206.614,1.003
206.644,0.988
206.674,1.012
206.704,1.002
206.734,1.000
206.764,0.998
206.794,1.001
206.824,0.996
206.854,0.996
206.884,1.001
206.914,1.000
206.944,1.007
206.974,0.997
207.004,0.997
207.034,0.997
207.064,0.999
207.094,0.997
207.124,0.995
207.154,0.996
207.184,0.999
207.214,1.000
207.244,0.997
207.274,0.995
207.304,0.997
207.334,0.999
207.364,1.000
207.394,0.999
207.424,0.988
207.454,1.001
207.484,1.006
207.514,0.999
207.544,0.996
207.574,0.999
207.604,0.998
207.634,0.997
207.664,0.999
207.694,0.998
207.724,1.005
207.754,0.999
207.784,0.997
207.814,0.995
207.844,0.999
207.874,0.995
207.904,0.997
207.934,0.998
207.964,1.001
207.994,0.997
208.024,0.997
208.054,0.999
208.084,0.998
208.114,0.993
208.144,0.998
208.174,0.997
208.204,1.014
208.234,0.995
208.264,0.997
208.294,0.998
208.324,1.000
208.354,0.993
208.384,0.995
208.414,0.999
208.444,1.004
208.474,1.001
208.504,1.001
208.534,0.998
208.564,1.001
208.594,0.995
208.624,0.997
208.654,1.001
208.684,0.996
208.714,0.997
208.744,1.000
208.774,0.999
208.804,0.997
208.834,0.995
208.864,0.995
208.894,1.003
208.924,0.999
208.954,0.997
208.984,0.997
209.014,1.001
209.044,0.995
209.074,0.999
209.104,0.996
209.134,1.007
209.164,1.003
209.194,1.000
209.224,0.998
209.254,0.998
209.284,0.995
209.314,0.997
209.344,0.996
209.374,0.997
209.404,1.001
209.434,0.998
209.464,0.995
209.494,1.003
209.524,0.991
209.554,1.010
209.584,0.998
209.614,1.000
209.644,0.999
209.674,1.000
209.704,0.997
209.734,1.001
209.764,0.996
209.794,1.008
209.824,1.002
209.854,1.000
209.884,0.996
209.914,1.001
209.944,0.998
209.974,0.996
210.004,0.996
210.034,0.996
210.064,0.998
210.094,0.997
210.124,0.999
210.154,0.988
210.184,1.003
210.214,1.000
210.244,0.999
210.274,0.995
210.304,0.996
210.334,0.997
210.364,1.000
210.394,0.998
210.424,0.995
210.454,1.008
210.484,1.001
210.514,0.991
210.544,0.999
210.574,0.999
210.604,0.996
210.634,0.998
210.664,1.003
210.694,1.000
210.724,0.996
210.754,1.001
210.784,0.986
210.814,1.004
210.844,0.999
210.874,0.997
210.904,0.999
210.934,1.000
210.964,0.995
210.994,0.997
211.024,1.000
211.054,0.997
211.084,1.000
211.114,1.000
211.144,1.001
211.174,0.996
211.204,1.000
211.234,0.999
211.264,0.998
211.294,0.998
211.324,0.999
211.354,1.000
211.384,1.008
211.414,0.984
211.444,1.016
211.474,0.994
211.504,0.999
211.534,0.997
211.564,1.002
211.594,0.995
211.624,0.997
211.654,1.000
211.684,1.006
211.714,0.998
211.744,1.000
211.774,0.996
211.804,0.998
211.834,0.997
211.864,0.996
211.894,0.997
211.924,0.998
211.954,1.000
211.984,1.005
212.014,0.984
212.044,1.011
212.074,0.997
212.104,0.995
212.134,0.997
212.164,1.006
212.194,0.995
212.224,0.999
212.254,0.997
212.284,1.006
212.314,1.002
212.344,0.999
212.374,0.998
212.404,1.002
212.434,1.000
212.464,0.993
212.494,0.998
212.524,0.996
212.554,0.996
212.584,1.003
212.614,0.993
212.644,0.999
212.674,0.999
212.704,0.999
212.734,0.997
212.764,0.997
212.794,0.994
212.824,0.998
212.854,0.996
212.884,1.004
212.914,1.004
212.944,0.996
212.974,0.996
213.004,1.000
213.034,0.998
213.064,0.995
213.094,0.996
213.124,0.998
213.154,1.000
213.184,0.996
213.214,1.000
213.244,0.988
213.274,1.007
213.304,0.999
213.334,0.997
213.364,0.999
213.394,0.997
213.424,0.999
213.454,1.000
213.484,0.999
213.514,1.004
213.544,1.001
213.574,0.994
213.604,0.998
213.634,0.998
213.664,0.995
213.694,0.998
213.724,0.998
213.754,1.000
213.784,1.000
213.814,0.995
213.844,0.994
213.874,1.001
213.904,0.995
213.934,0.998
213.964,0.997
213.994,0.996
214.024,0.997
214.054,0.995
214.084,1.000
214.114,0.998
214.144,1.001
214.174,0.999
214.204,0.999
214.234,0.997
214.264,0.999
214.294,1.000
214.324,0.997
214.354,0.995
214.384,1.001
214.414,0.990
214.444,1.006
214.474,1.000
214.504,0.997
214.534,0.996
214.564,1.002
214.594,0.991
214.624,0.995
214.654,0.997
214.684,1.008
214.714,1.002
214.744,0.997
214.774,0.999
214.804,1.000
214.834,0.996
214.864,0.994
214.894,1.003
214.924,0.999
214.954,0.997
214.984,1.003
215.014,0.990
215.044,1.009
215.074,0.997
215.104,0.996
215.134,0.999
215.164,0.996
215.194,0.995
215.224,0.996
215.254,0.999
215.284,1.002
215.314,0.998
215.344,0.998
215.374,0.999
215.404,0.996
215.434,0.997
215.464,0.997
215.494,0.995
215.524,0.995
215.554,1.006
215.584,0.990
215.614,1.013
215.644,0.996
215.674,0.996
215.704,0.997
215.734,1.004
215.764,0.995
215.794,1.000
215.824,1.001
215.854,1.005
215.884,1.003
215.914,0.996
215.944,0.996
215.974,0.997
216.004,0.996
216.034,0.998
216.064,0.997
216.094,0.995
216.124,1.002
216.154,0.993
216.184,1.012
216.214,0.999
216.244,0.998
216.274,0.997
216.304,0.998
216.334,0.997
216.364,0.992
216.394,0.999
216.424,1.007
216.454,0.997
216.484,0.996
216.514,0.999
216.544,0.996
216.574,0.997
216.604,0.998
216.634,0.997
216.664,1.006
216.694,0.990
216.724,1.005
216.754,0.998
216.784,1.000
216.814,0.998
216.844,1.000
216.874,0.993
216.904,0.998
216.934,0.995
216.964,1.007
216.994,1.003
217.024,1.000
217.054,0.996
217.084,0.995
217.114,0.995
217.144,0.993
217.174,0.993
217.204,0.985
217.234,0.990
217.264,0.979
217.294,1.008
217.324,1.007
217.354,0.998
217.384,1.001
217.414,1.002
217.444,1.001
217.474,1.003
217.504,0.995
217.534,1.003
217.564,1.008
217.594,1.010
217.624,1.019
217.654,1.017
217.684,1.006
217.714,1.011
217.744,1.011
217.774,1.018
217.804,1.006
217.834,1.019
217.864,1.045
217.894,1.026
217.924,1.016
217.954,1.009
217.984,1.012
218.014,1.021
218.044,1.006
218.074,1.021
218.104,1.019
218.134,1.017
218.164,1.012
218.194,1.016
218.224,1.020
218.254,1.022
218.284,1.017
218.314,1.017
218.344,1.004
218.374,1.027
218.404,1.026
218.434,1.018
218.464,1.022
218.494,1.023
218.524,1.022
218.554,1.028
218.584,1.021
218.614,1.025
218.644,1.018
218.674,1.020
218.704,1.018
218.734,1.020
218.764,1.020
218.794,1.019
218.824,1.010
218.854,1.016
218.884,1.001
218.914,1.028
218.944,1.018
218.974,1.021
219.004,1.013
219.034,1.012
219.064,1.013
219.094,1.017
219.124,1.015
219.154,1.022
219.184,1.021
219.214,1.024
219.244,1.022
219.274,1.023
219.304,1.021
219.334,1.017
219.364,1.014
219.394,1.013
219.424,1.008
219.454,1.025
219.484,1.021
219.514,1.014
219.544,1.013
219.574,1.013
219.604,1.011
219.634,1.011
219.664,1.019
219.694,1.024
219.724,1.019
219.754,1.017
219.784,1.020
219.814,1.020
219.844,1.020
219.874,1.021
219.904,1.021
219.934,1.012
219.964,1.013
219.994,1.030
220.024,1.017
220.054,1.017
220.084,1.015
220.114,1.020
220.144,1.021
220.174,1.015
220.204,1.016
220.234,1.020
220.264,1.014
220.294,1.013
220.324,1.015
220.354,1.016
220.384,1.019
220.414,1.018
220.444,1.015
220.474,1.021
220.504,1.009
220.534,1.034
220.564,1.019
220.594,1.013
220.624,1.015
220.654,1.015
220.684,1.021
220.714,1.011
220.744,1.021
220.774,1.019
220.804,1.015
220.834,1.014
220.864,1.021
220.894,1.018
220.924,1.015
220.954,1.014
220.984,1.009
221.014,1.019
221.044,1.008
221.074,1.031
221.104,1.019
221.134,1.017
221.164,1.018
221.194,1.020
221.224,1.023
221.254,1.018
221.284,1.021
221.314,1.018
221.344,1.021
221.374,1.020
221.404,1.019
221.434,1.019
221.464,1.017
221.494,1.011
221.524,1.011
221.554,1.021
221.584,1.007
221.614,1.030
221.644,1.019
221.674,1.015
221.704,1.018
221.734,1.016
221.764,1.019
221.794,1.019
221.824,1.015
221.854,1.025
221.884,1.023
221.914,1.019
221.944,1.018
221.974,1.017
222.004,1.014
222.034,1.016
222.064,1.017
222.094,1.017
222.124,1.021
222.154,1.010
222.184,1.029
222.214,1.020
222.244,1.015
222.274,1.016
222.304,1.013
222.334,1.019
222.364,1.015
222.394,1.015
222.424,1.021
222.454,1.021
222.484,1.018
222.514,1.017
222.544,1.019
222.574,1.022
222.604,1.024
222.634,1.039
222.664,1.026
222.694,1.032
222.724,1.043
222.754,1.056
222.784,1.028
222.814,1.010
222.844,1.012
222.874,0.999
222.904,0.992
222.934,0.984
222.964,0.992
222.994,0.999
223.024,1.002
223.054,0.973
223.084,0.985
223.114,0.996
223.144,1.037
223.174,1.048
223.204,1.046
223.234,1.031
223.264,0.992
223.294,1.046
223.324,1.031
223.354,1.015
223.384,1.029
223.414,1.033
223.444,1.032
223.474,1.009
223.504,0.998
223.534,0.986
223.564,0.995
223.594,1.004
223.624,1.014
223.654,1.022
223.684,1.014
223.714,1.006
223.744,0.999
223.774,1.003
223.804,0.996
223.834,1.024
223.864,1.031
223.894,1.025
223.924,1.007
223.954,0.999
223.984,1.007
224.014,1.008
224.044,0.994
224.074,1.014
224.104,1.023
224.134,1.024
224.164,1.031
224.194,1.015
224.224,1.007
224.254,1.011
224.284,1.012
224.314,1.018
224.344,1.004
224.374,1.017
224.404,1.029
224.434,1.023
224.464,1.014
224.494,1.007
