df_hash,22ZHK4.M8H0SD
365.305,1.052
365.335,1.051
365.365,1.053
365.395,1.055
365.425,1.056
365.455,1.056
365.485,1.055
365.515,1.058
365.545,1.057
365.575,1.055
365.605,1.062
365.635,1.064
365.665,1.055
365.695,1.063
365.725,1.075
365.755,1.067
365.785,1.045
365.815,1.044
365.845,1.045
365.875,1.047
365.905,1.047
365.935,1.047
365.965,1.051
365.995,1.065
366.025,1.062
366.055,1.054
366.085,1.049
366.115,1.044
366.145,1.045
366.175,1.044
366.205,1.044
366.235,1.044
366.265,1.050
366.295,1.056
366.325,1.059
366.355,1.057
366.385,1.055
366.415,1.062
366.445,1.061
366.475,1.057
366.505,1.055
366.535,1.053
366.565,1.057
366.595,1.052
366.625,1.056
366.655,1.062
366.685,1.061
366.715,1.053
366.745,1.057
366.775,1.057
366.805,1.060
366.835,1.057
366.865,1.052
366.895,1.051
366.925,1.043
366.955,1.047
366.985,1.047
367.015,1.051
367.045,1.056
367.075,1.061
367.105,1.058
367.135,1.061
367.165,1.058
367.195,1.052
367.225,1.052
367.255,1.055
367.285,1.052
367.315,1.048
367.345,1.052
367.375,1.059
367.405,1.063
367.435,1.064
367.465,1.062
367.495,1.062
367.525,1.066
367.555,1.072
367.585,1.071
367.615,1.066
367.645,1.064
367.675,1.066
367.705,1.057
367.735,1.063
367.765,1.064
367.795,1.073
367.825,1.083
367.855,1.078
367.885,1.089
367.915,1.101
367.945,1.140
367.975,1.130
368.005,1.111
368.035,1.079
368.065,1.053
368.095,1.033
368.125,1.019
368.155,1.007
368.185,0.994
368.215,0.976
368.245,0.982
368.275,0.993
368.305,1.034
368.335,1.044
368.365,1.051
368.395,1.055
368.425,1.040
368.455,1.031
368.485,1.019
368.515,1.025
368.545,1.019
368.575,1.018
368.605,1.021
368.635,1.021
368.665,1.020
368.695,1.026
368.725,1.013
368.755,1.012
368.785,1.028
368.815,1.034
368.845,1.028
368.875,1.027
368.905,1.035
368.935,1.037
368.965,1.038
368.995,1.043
369.025,1.029
369.055,1.030
369.085,1.027
369.115,1.019
369.145,1.021
369.175,1.032
369.205,1.023
369.235,1.027
369.265,1.025
369.295,1.028
369.325,1.034
369.355,1.031
369.385,1.038
369.415,1.043
369.445,1.042
369.475,1.053
369.505,1.047
369.535,1.049
369.565,1.049
369.595,1.038
369.625,1.038
369.655,1.042
369.685,1.041
369.715,1.045
369.745,1.052
369.775,1.055
369.805,1.045
369.835,1.040
369.865,1.045
369.895,1.041
369.925,1.038
369.955,1.041
369.985,1.040
370.015,1.046
370.045,1.042
370.075,1.043
370.105,1.044
370.135,1.041
370.165,1.044
370.195,1.048
370.225,1.051
370.255,1.051
370.285,1.058
370.315,1.050
370.345,1.054
370.375,1.050
370.405,1.040
370.435,1.047
370.465,1.049
370.495,1.044
370.525,1.049
370.555,1.043
370.585,1.048
370.615,1.048
370.645,1.053
370.675,1.046
370.705,1.059
370.735,1.064
370.765,1.086
370.795,1.083
370.825,1.084
370.855,1.070
370.885,1.060
370.915,1.067
370.945,1.067
370.975,1.083
371.005,1.094
371.035,1.090
371.065,1.075
371.095,1.050
371.125,1.033
371.155,1.042
371.185,1.024
371.215,1.021
371.245,1.021
371.275,1.024
371.305,1.033
371.335,1.032
371.365,1.027
371.395,1.029
371.425,1.037
371.455,1.038
371.485,1.028
371.515,1.043
371.545,1.031
371.575,1.014
371.605,1.013
371.635,1.018
371.665,1.021
371.695,1.021
371.725,1.017
371.755,1.003
371.785,1.002
371.815,1.012
371.845,0.991
371.875,0.979
371.905,0.973
371.935,0.963
371.965,0.984
371.995,0.978
372.025,0.971
372.055,0.970
372.085,0.993
372.115,0.998
372.145,0.993
372.175,1.010
372.205,1.012
372.235,1.013
372.265,1.005
372.295,1.008
372.325,1.012
372.355,1.014
372.385,1.000
372.415,1.015
372.445,1.007
372.475,1.007
372.505,1.020
372.535,1.022
372.565,1.035
372.595,1.048
372.625,1.033
372.655,1.028
372.685,1.034
372.715,1.036
372.745,1.040
372.775,1.039
372.805,1.054
372.835,1.046
372.865,1.068
372.895,1.058
372.925,1.071
372.955,1.075
372.985,1.062
373.015,1.048
373.045,1.033
373.075,1.024
373.105,1.009
373.135,0.991
373.165,0.987
373.195,0.992
373.225,1.006
373.255,1.005
373.285,1.015
373.315,1.010
373.345,1.023
373.375,1.025
373.405,1.006
373.435,1.014
373.465,1.012
373.495,1.018
373.525,1.021
373.555,1.045
373.585,1.034
373.615,1.038
373.645,1.042
373.675,1.052
373.705,1.021
373.735,1.021
373.765,1.018
373.795,1.019
373.825,1.025
373.855,1.024
373.885,1.018
373.915,1.026
373.945,1.027
373.975,1.038
374.005,1.039
374.035,1.037
374.065,1.021
374.095,1.025
374.125,1.023
374.155,1.016
374.185,1.021
374.215,1.024
374.245,1.022
374.275,1.023
374.305,1.032
374.335,1.022
374.365,1.028
374.395,1.025
374.425,1.023
374.455,1.032
374.485,1.032
374.515,1.036
374.545,1.042
374.575,1.028
374.605,1.038
374.635,1.031
374.665,1.004
374.695,1.032
374.725,1.025
374.755,1.021
374.785,1.016
374.815,1.038
374.845,1.048
374.875,1.041
374.905,1.035
374.935,1.033
374.965,1.035
374.995,1.023
375.025,1.022
375.055,1.033
375.085,1.052
375.115,1.032
375.145,1.034
375.175,1.017
375.205,1.011
375.235,1.005
375.265,0.996
375.295,1.021
375.325,1.027
375.355,1.026
375.385,1.020
375.415,1.010
375.445,1.011
375.475,1.011
375.505,1.011
375.535,1.012
375.565,0.999
375.595,1.009
375.625,1.016
375.655,1.020
375.685,1.027
375.715,1.025
375.745,1.024
375.775,1.024
375.805,1.031
375.835,1.030
375.865,1.028
375.895,1.021
375.925,1.023
375.955,1.023
375.985,1.033
376.015,1.037
376.045,1.040
376.075,1.041
376.105,1.040
376.135,1.047
376.165,1.032
376.195,1.022
376.225,1.026
376.255,1.027
376.285,1.029
376.315,1.026
376.345,1.033
376.375,1.032
376.405,1.034
376.435,1.025
376.465,1.021
376.495,1.021
376.525,1.021
376.555,1.016
376.585,1.009
376.615,1.004
376.645,0.997
376.675,1.009
376.705,0.994
376.735,1.021
376.765,1.061
376.795,1.061
376.825,1.050
376.855,1.063
376.885,1.082
376.915,1.096
376.945,1.088
376.975,1.056
377.005,1.045
377.035,1.030
377.065,1.035
377.095,1.045
377.125,1.037
377.155,1.014
377.185,1.001
377.215,0.994
377.245,1.003
377.275,1.008
377.305,1.016
377.335,1.003
377.365,1.022
377.395,1.042
377.425,1.062
377.455,1.113
377.485,1.156
377.515,1.112
377.545,1.151
377.575,1.046
377.605,0.980
377.635,0.988
377.665,0.897
377.695,0.869
377.725,0.926
377.755,0.922
377.785,0.955
377.815,1.013
377.845,1.033
377.875,1.062
377.905,1.057
377.935,1.039
377.965,1.028
377.995,1.029
378.025,1.009
378.055,0.987
378.085,0.981
378.115,0.997
378.145,0.970
378.175,0.992
378.205,1.003
378.235,1.009
378.265,1.009
378.295,1.013
378.325,1.017
378.355,1.026
378.385,1.036
378.415,1.054
378.445,1.060
378.475,1.059
378.505,1.086
378.535,1.096
378.565,1.119
378.595,1.116
378.625,1.132
378.655,1.122
378.685,1.114
378.715,1.144
378.745,1.081
378.775,1.061
378.805,1.048
378.835,1.029
378.865,1.031
378.895,1.025
378.925,1.015
378.955,1.012
378.985,1.019
379.015,1.037
379.045,1.039
379.075,1.048
379.105,1.060
379.135,1.064
379.165,1.058
379.195,1.054
379.225,1.059
379.255,1.050
379.285,1.053
379.315,1.056
379.345,1.060
379.375,1.068
379.405,1.070
379.435,1.078
379.465,1.073
379.495,1.068
379.525,1.059
379.555,1.043
379.585,1.048
379.615,1.054
379.645,1.054
379.675,1.041
379.705,1.056
379.735,1.057
379.765,1.056
379.795,1.052
379.825,1.055
379.855,1.058
379.885,1.062
379.915,1.063
379.945,1.062
379.975,1.062
380.005,1.059
380.035,1.060
380.065,1.052
380.095,1.044
380.125,1.034
380.155,1.038
380.185,1.042
380.215,1.047
380.245,1.054
380.275,1.060
380.305,1.053
380.335,1.059
380.365,1.060
380.395,1.060
380.425,1.049
380.455,1.047
380.485,1.044
380.515,1.044
380.545,1.043
380.575,1.039
380.605,1.050
380.635,1.052
380.665,1.059
380.695,1.068
380.725,1.061
380.755,1.068
380.785,1.068
380.815,1.067
380.845,1.068
380.875,1.056
380.905,1.048
380.935,1.042
380.965,1.036
380.995,1.042
381.025,1.044
381.055,1.047
381.085,1.055
381.115,1.059
381.145,1.062
381.175,1.063
381.205,1.062
381.235,1.062
381.265,1.066
381.295,1.062
381.325,1.052
381.355,1.046
381.385,1.046
381.415,1.049
381.445,1.048
381.475,1.050
381.505,1.051
381.535,1.051
381.565,1.052
381.595,1.055
381.625,1.057
381.655,1.061
381.685,1.067
381.715,1.067
381.745,1.061
381.775,1.058
381.805,1.054
381.835,1.049
381.865,1.049
381.895,1.047
381.925,1.046
381.955,1.048
381.985,1.047
382.015,1.049
382.045,1.060
382.075,1.062
382.105,1.063
382.135,1.078
382.165,1.091
382.195,1.102
382.225,1.114
382.255,1.113
382.285,1.120
382.315,1.121
382.345,1.121
382.375,1.118
382.405,1.100
382.435,1.081
382.465,1.068
382.495,1.062
382.525,1.034
382.555,1.019
382.585,1.021
382.615,1.027
382.645,1.020
382.675,1.021
382.705,1.010
382.735,1.017
382.765,1.023
382.795,1.038
382.825,1.053
382.855,1.063
382.885,1.062
382.915,1.044
382.945,1.030
382.975,1.011
383.005,1.012
383.035,1.004
383.065,1.011
383.095,1.021
383.125,1.044
383.155,1.044
383.185,1.048
383.215,1.042
383.245,1.026
383.275,1.007
383.305,1.012
383.335,1.024
383.365,1.027
383.395,1.020
383.425,1.018
383.455,1.025
383.485,1.034
383.515,1.056
383.545,1.085
383.575,1.109
383.605,1.119
383.635,1.119
383.665,1.105
383.695,1.098
383.725,1.073
383.755,1.049
383.785,1.039
383.815,1.024
383.845,1.015
383.875,1.015
383.905,1.004
383.935,1.014
383.965,1.031
383.995,1.021
384.025,1.027
384.055,1.028
384.085,1.026
384.115,1.040
384.145,1.086
384.175,1.097
384.205,1.088
384.235,1.056
384.265,1.044
384.295,1.042
384.325,1.037
384.355,1.038
384.385,1.044
384.415,1.054
384.445,1.058
384.475,1.052
384.505,1.051
384.535,1.047
384.565,1.048
384.595,1.046
384.625,1.048
384.655,1.056
384.685,1.063
384.715,1.060
384.745,1.056
384.775,1.058
384.805,1.057
384.835,1.054
384.865,1.049
384.895,1.048
384.925,1.050
384.955,1.044
384.985,1.042
385.015,1.042
385.045,1.048
385.075,1.055
385.105,1.057
385.135,1.054
385.165,1.054
385.195,1.050
385.225,1.055
385.255,1.052
385.285,1.049
385.315,1.055
385.345,1.055
385.375,1.059
385.405,1.062
385.435,1.068
385.465,1.079
385.495,1.109
385.525,1.119
385.555,1.098
385.585,1.070
385.615,1.062
385.645,1.053
385.675,1.033
385.705,1.038
385.735,1.024
385.765,0.987
385.795,1.000
385.825,0.999
385.855,1.014
385.885,1.015
385.915,1.062
385.945,1.067
385.975,1.096
386.005,1.092
386.035,1.081
386.065,1.066
386.095,1.081
386.125,1.054
386.155,1.044
386.185,0.989
386.215,0.982
386.245,0.993
386.275,1.013
386.305,1.017
386.335,1.026
386.365,1.040
386.395,1.043
386.425,1.031
386.455,1.029
386.485,1.025
386.515,1.023
386.545,1.025
386.575,1.021
386.605,1.021
386.635,1.016
386.665,1.026
386.695,1.038
386.725,1.034
386.755,1.059
386.785,1.066
386.815,1.064
386.845,1.066
386.875,1.083
386.905,1.063
386.935,1.063
386.965,1.047
386.995,1.054
387.025,1.056
387.055,1.052
387.085,1.046
387.115,1.055
387.145,1.046
387.175,1.052
387.205,1.046
387.235,1.051
387.265,1.049
387.295,1.051
387.325,1.051
387.355,1.045
387.385,1.047
387.415,1.056
387.445,1.063
387.475,1.061
387.505,1.066
387.535,1.061
387.565,1.057
387.595,1.059
387.625,1.059
387.655,1.058
387.685,1.050
387.715,1.044
387.745,1.041
387.775,1.025
387.805,1.043
387.835,1.044
387.865,1.032
387.895,1.038
387.925,1.042
387.955,1.046
387.985,1.060
388.015,1.066
388.045,1.070
388.075,1.072
388.105,1.068
388.135,1.065
388.165,1.061
388.195,1.057
388.225,1.048
388.255,1.038
388.285,1.043
388.315,1.048
388.345,1.043
388.375,1.045
388.405,1.043
388.435,1.034
388.465,1.039
388.495,1.044
388.525,1.044
388.555,1.048
388.585,1.062
388.615,1.068
388.645,1.064
388.675,1.065
388.705,1.062
388.735,1.054
388.765,1.047
388.795,1.047
388.825,1.050
388.855,1.053
388.885,1.051
388.915,1.057
388.945,1.062
388.975,1.047
389.005,1.043
389.035,1.036
389.065,1.039
389.095,1.044
389.125,1.041
389.155,1.051
389.185,1.051
389.215,1.055
389.245,1.052
389.275,1.062
389.305,1.058
389.335,1.061
389.365,1.050
389.395,1.053
389.425,1.058
389.455,1.048
389.485,1.045
389.515,1.050
389.545,1.052
389.575,1.050
389.605,1.045
389.635,1.058
389.665,1.062
389.695,1.065
389.725,1.058
389.755,1.057
389.785,1.051
389.815,1.042
389.845,1.042
389.875,1.038
389.905,1.039
389.935,1.043
389.965,1.052
389.995,1.056
390.025,1.056
390.055,1.051
390.085,1.047
390.115,1.033
390.145,1.047
390.175,1.049
390.205,1.044
390.235,1.056
390.265,1.059
390.295,1.062
390.325,1.061
390.355,1.058
390.385,1.059
390.415,1.050
390.445,1.050
390.475,1.051
390.505,1.065
390.535,1.058
390.565,1.054
390.595,1.044
390.625,1.038
390.655,1.041
390.685,1.044
390.715,1.045
390.745,1.047
390.775,1.048
390.805,1.052
390.835,1.059
390.865,1.054
390.895,1.057
390.925,1.064
390.955,1.054
390.985,1.054
391.015,1.056
391.045,1.051
391.075,1.049
391.105,1.045
391.135,1.049
391.165,1.042
391.195,1.055
391.225,1.052
391.255,1.067
391.285,1.090
391.315,1.120
391.345,1.143
391.375,1.146
391.405,1.124
391.435,1.083
391.465,1.055
391.495,1.032
391.525,1.041
391.555,1.068
391.585,1.090
391.615,1.100
391.645,1.104
391.675,1.090
391.705,1.107
391.735,1.105
391.765,1.071
391.795,1.070
391.825,1.055
391.855,1.021
391.885,1.029
391.915,1.045
391.945,1.028
391.975,1.026
392.005,1.036
392.035,1.030
392.065,1.006
392.095,1.008
392.125,1.017
392.155,1.021
392.185,1.009
392.215,1.015
392.245,1.012
392.275,1.016
392.305,1.014
392.335,0.998
392.365,0.946
392.395,0.879
392.425,0.867
392.455,0.904
392.485,0.931
392.515,0.978
392.545,1.013
392.575,1.093
392.605,1.136
392.635,1.213
392.665,1.221
392.695,1.148
392.725,1.097
392.755,1.039
392.785,1.020
392.815,1.047
392.845,1.066
392.875,1.062
392.905,1.058
392.935,1.059
392.965,1.025
392.995,0.975
393.025,0.949
393.055,0.949
393.085,0.977
393.115,0.996
393.145,0.987
393.175,1.057
393.205,1.048
393.235,1.002
393.265,1.003
393.295,0.986
393.325,0.966
393.355,0.970
393.385,0.944
393.415,0.906
393.445,0.899
393.475,0.928
393.505,0.986
393.535,0.984
393.565,0.995
393.595,1.001
393.625,0.991
393.655,0.992
393.685,0.974
393.715,0.988
393.745,1.009
393.775,1.031
393.805,1.091
393.835,1.111
393.865,1.090
393.895,1.107
393.925,1.102
393.955,1.053
393.985,1.042
394.015,1.023
394.045,1.006
394.075,1.015
394.105,0.996
394.135,1.000
394.165,1.007
394.195,1.028
394.225,1.041
394.255,1.058
394.285,1.076
394.315,1.077
394.345,1.075
394.375,1.065
394.405,1.050
394.435,1.030
394.465,1.031
394.495,1.021
394.525,1.019
394.555,1.020
394.585,1.027
394.615,1.036
394.645,1.038
394.675,1.042
394.705,1.028
394.735,1.052
394.765,1.062
394.795,1.031
394.825,1.036
394.855,1.041
394.885,1.045
394.915,1.049
394.945,1.051
394.975,1.050
395.005,1.059
395.035,1.063
395.065,1.062
395.095,1.076
395.125,1.080
395.155,1.075
395.185,1.075
395.215,1.073
395.245,1.070
395.275,1.065
395.305,1.053
395.335,1.051
395.365,1.058
395.395,1.054
395.425,1.045
395.455,1.046
395.485,1.054
395.515,1.055
395.545,1.052
395.575,1.057
395.605,1.050
395.635,1.054
395.665,1.053
395.695,1.054
395.725,1.052
395.755,1.049
395.785,1.052
395.815,1.053
395.845,1.055
395.875,1.056
395.905,1.053
395.935,1.057
395.965,1.060
395.995,1.056
396.025,1.054
396.055,1.053
396.085,1.057
396.115,1.055
396.145,1.052
396.175,1.054
396.205,1.052
396.235,1.054
396.265,1.053
396.295,1.055
396.325,1.057
396.355,1.057
396.385,1.059
396.415,1.051
396.445,1.050
396.475,1.048
396.505,1.052
396.535,1.053
396.565,1.054
396.595,1.050
396.625,1.054
396.655,1.044
396.685,1.052
396.715,1.057
396.745,1.053
396.775,1.059
396.805,1.057
396.835,1.055
396.865,1.057
396.895,1.052
396.925,1.055
396.955,1.055
396.985,1.055
397.015,1.052
397.045,1.050
397.075,1.053
397.105,1.057
397.135,1.061
397.165,1.058
397.195,1.053
397.225,1.062
397.255,1.052
397.285,1.050
397.315,1.044
397.345,1.044
397.375,1.050
397.405,1.047
397.435,1.051
397.465,1.055
397.495,1.062
397.525,1.067
397.555,1.062
397.585,1.058
397.615,1.056
397.645,1.056
397.675,1.054
397.705,1.050
397.735,1.042
397.765,1.044
397.795,1.051
397.825,1.054
397.855,1.057
397.885,1.059
397.915,1.062
397.945,1.056
397.975,1.053
398.005,1.050
398.035,1.052
398.065,1.049
398.095,1.052
398.125,1.057
398.155,1.054
398.185,1.053
398.215,1.057
398.245,1.057
398.275,1.058
398.305,1.063
398.335,1.057
398.365,1.057
398.395,1.054
398.425,1.051
398.455,1.052
398.485,1.053
398.515,1.056
398.545,1.050
398.575,1.052
398.605,1.049
398.635,1.055
398.665,1.058
398.695,1.052
398.725,1.050
398.755,1.049
398.785,1.049
398.815,1.057
398.845,1.049
398.875,1.053
398.905,1.058
398.935,1.056
398.965,1.059
398.995,1.059
399.025,1.056
399.055,1.062
399.085,1.058
399.115,1.051
399.145,1.058
399.175,1.054
399.205,1.041
399.235,1.052
399.265,1.053
399.295,1.052
399.325,1.057
399.355,1.057
399.385,1.056
399.415,1.045
399.445,1.051
399.475,1.058
399.505,1.059
399.535,1.060
399.565,1.054
399.595,1.053
399.625,1.050
399.655,1.049
399.685,1.060
399.715,1.068
399.745,1.062
399.775,1.059
399.805,1.059
399.835,1.058
399.865,1.054
399.895,1.049
399.925,1.049
399.955,1.049
399.985,1.056
400.015,1.056
400.045,1.058
400.075,1.049
400.105,1.048
400.135,1.057
400.165,1.056
400.195,1.056
400.225,1.052
400.255,1.050
400.285,1.054
400.315,1.059
400.345,1.060
400.375,1.062
400.405,1.068
400.435,1.057
400.465,1.053
400.495,1.048
400.525,1.050
400.555,1.050
400.585,1.055
400.615,1.054
400.645,1.052
400.675,1.053
400.705,1.059
400.735,1.062
400.765,1.061
400.795,1.059
400.825,1.061
400.855,1.054
400.885,1.055
400.915,1.055
400.945,1.059
400.975,1.057
401.005,1.058
401.035,1.054
401.065,1.055
401.095,1.052
401.125,1.054
401.155,1.045
401.185,1.056
401.215,1.053
401.245,1.053
401.275,1.058
401.305,1.057
401.335,1.055
401.365,1.060
401.395,1.068
401.425,1.067
401.455,1.064
401.485,1.070
401.515,1.055
401.545,1.054
401.575,1.048
401.605,1.061
401.635,1.056
401.665,1.048
401.695,1.043
401.725,1.050
401.755,1.059
401.785,1.055
401.815,1.051
401.845,1.053
401.875,1.058
401.905,1.047
401.935,1.057
401.965,1.050
401.995,1.062
402.025,1.063
402.055,1.062
402.085,1.054
402.115,1.058
402.145,1.054
402.175,1.060
402.205,1.057
402.235,1.058
402.265,1.048
402.295,1.054
402.325,1.059
402.355,1.053
402.385,1.057
402.415,1.060
402.445,1.059
402.475,1.059
402.505,1.062
402.535,1.061
402.565,1.063
402.595,1.076
402.625,1.058
402.655,1.044
402.685,1.061
402.715,1.058
402.745,1.054
402.775,1.066
402.805,1.057
402.835,1.048
402.865,1.047
402.895,1.046
402.925,1.050
402.955,1.045
402.985,1.060
403.015,1.060
403.045,1.060
403.075,1.062
403.105,1.060
403.135,1.060
403.165,1.055
403.195,1.056
403.225,1.052
403.255,1.052
403.285,1.050
403.315,1.054
403.345,1.068
403.375,1.061
403.405,1.057
403.435,1.054
403.465,1.051
403.495,1.059
403.525,1.060
403.555,1.057
403.585,1.070
403.615,1.053
403.645,1.077
403.675,1.069
403.705,1.067
403.735,1.073
403.765,1.066
403.795,1.072
403.825,1.080
403.855,1.094
403.885,1.090
403.915,1.065
403.945,1.056
403.975,1.066
404.005,1.090
404.035,1.081
404.065,1.113
404.095,1.129
404.125,1.107
404.155,1.087
404.185,1.064
404.215,1.065
404.245,1.069
404.275,1.073
404.305,1.069
404.335,1.053
404.365,1.035
404.395,1.028
404.425,1.022
404.455,1.010
404.485,1.022
404.515,1.009
404.545,0.979
404.575,0.982
404.605,0.982
404.635,0.979
404.665,0.979
404.695,0.997
404.725,1.007
404.755,1.021
404.785,1.036
404.815,1.021
404.845,1.031
404.875,1.018
404.905,1.016
404.935,1.027
404.965,1.028
404.995,1.039
405.025,1.033
405.055,1.040
405.085,1.042
405.115,1.039
405.145,1.010
405.175,1.016
405.205,1.024
405.235,1.021
405.265,1.029
405.295,1.031
405.325,1.019
405.355,1.029
405.385,1.052
405.415,1.067
405.445,1.063
405.475,1.065
405.505,1.047
405.535,1.026
405.565,1.013
405.595,1.024
405.625,1.038
405.655,1.024
405.685,1.030
405.715,1.021
405.745,1.015
405.775,1.024
405.805,1.044
405.835,1.040
405.865,1.024
405.895,1.002
405.925,1.002
405.955,1.007
405.985,1.021
406.015,1.041
406.045,1.042
406.075,1.041
406.105,1.043
406.135,1.041
406.165,1.025
406.195,1.021
406.225,1.021
406.255,1.024
406.285,1.035
406.315,1.049
406.345,1.058
406.375,1.029
406.405,1.027
406.435,1.021
406.465,1.010
406.495,1.015
406.525,1.023
406.555,1.026
406.585,1.031
406.615,1.031
406.645,1.016
406.675,1.020
406.705,1.019
406.735,1.002
406.765,1.007
406.795,1.002
406.825,1.000
406.855,0.972
406.885,0.970
406.915,0.974
406.945,0.977
406.975,0.983
407.005,1.000
407.035,1.023
407.065,1.028
407.095,1.040
407.125,1.048
407.155,1.023
407.185,0.993
407.215,1.022
407.245,1.021
407.275,1.018
407.305,1.000
407.335,0.991
407.365,1.008
407.395,1.006
407.425,0.998
407.455,1.021
407.485,1.021
407.515,1.009
407.545,1.002
407.575,1.028
407.605,1.003
407.635,1.011
407.665,1.044
407.695,1.016
407.725,1.054
407.755,1.047
407.785,1.002
407.815,1.025
407.845,1.021
407.875,1.034
407.905,1.070
407.935,1.022
407.965,0.972
407.995,1.013
408.025,1.032
408.055,1.025
408.085,1.025
408.115,1.037
408.145,0.991
408.175,0.976
408.205,1.014
408.235,0.993
408.265,0.975
408.295,0.973
408.325,0.981
408.355,0.996
408.385,0.980
408.415,0.969
408.445,0.979
408.475,0.970
408.505,0.985
408.535,0.981
408.565,0.979
408.595,0.993
408.625,0.994
408.655,0.982
408.685,0.976
408.715,0.998
408.745,0.988
408.775,0.991
408.805,0.979
408.835,0.990
408.865,0.998
408.895,1.003
408.925,0.997
408.955,0.996
408.985,0.998
409.015,1.005
409.045,1.004
409.075,0.988
409.105,0.997
409.135,1.010
409.165,1.014
409.195,1.000
409.225,1.003
409.255,1.002
409.285,1.010
409.315,1.009
409.345,1.004
409.375,1.018
409.405,1.015
409.435,1.021
409.465,1.022
409.495,1.014
409.525,1.009
409.555,0.997
409.585,0.999
409.615,1.003
409.645,1.010
409.675,1.003
409.705,1.001
409.735,1.000
409.765,0.997
409.795,0.985
409.825,0.986
409.855,1.000
409.885,1.002
409.915,0.989
409.945,0.997
409.975,1.006
410.005,1.001
410.035,0.987
410.065,0.990
410.095,0.969
410.125,0.986
410.155,1.000
410.185,0.981
410.215,1.006
410.245,1.014
410.275,1.001
410.305,0.996
410.335,1.004
410.365,1.000
410.395,1.000
410.425,0.998
410.455,0.995
410.485,0.978
410.515,0.965
410.545,0.972
410.575,0.988
410.605,1.001
410.635,0.999
410.665,0.984
410.695,0.973
410.725,0.983
410.755,0.991
410.785,0.993
410.815,1.001
410.845,1.007
410.875,1.014
410.905,1.021
410.935,1.047
410.965,1.021
410.995,0.990
411.025,0.963
411.055,0.987
411.085,1.022
411.115,1.036
411.145,0.985
411.175,0.952
411.205,0.940
411.235,0.984
411.265,1.036
411.295,1.017
411.325,1.099
411.355,1.086
411.385,1.064
411.415,1.065
411.445,1.059
411.475,1.021
411.505,0.930
411.535,0.934
411.565,0.893
411.595,0.923
411.625,1.005
411.655,1.026
411.685,0.993
411.715,0.950
411.745,0.960
411.775,1.009
411.805,1.028
411.835,0.989
411.865,0.985
411.895,1.016
411.925,0.997
411.955,0.963
411.985,0.987
412.015,0.982
412.045,0.979
412.075,0.983
412.105,0.983
412.135,1.003
412.165,1.026
412.195,1.033
412.225,1.036
412.255,1.000
412.285,1.001
412.315,1.028
412.345,1.039
412.375,1.012
412.405,0.987
412.435,0.958
412.465,0.912
412.495,0.968
412.525,1.059
412.555,1.054
412.585,1.044
412.615,1.056
412.645,1.010
412.675,0.962
412.705,0.962
412.735,0.990
412.765,1.005
412.795,1.024
412.825,1.038
412.855,1.062
412.885,1.011
412.915,1.011
412.945,1.043
412.975,1.029
413.005,0.997
413.035,0.973
413.065,0.983
413.095,1.005
413.125,1.037
413.155,0.984
413.185,0.950
413.215,0.973
413.245,1.006
413.275,0.970
413.305,0.978
413.335,0.980
413.365,0.966
413.395,0.975
413.425,0.983
413.455,1.018
413.485,1.000
413.515,1.009
413.545,1.012
413.575,1.022
413.605,0.946
413.635,0.899
413.665,0.901
413.695,0.850
413.725,0.926
413.755,0.983
413.785,1.007
413.815,1.018
413.845,1.024
413.875,1.034
413.905,1.035
413.935,0.974
413.965,0.937
413.995,0.920
414.025,0.916
414.055,0.941
414.085,0.972
414.115,1.018
414.145,1.029
414.175,1.021
414.205,1.011
414.235,1.065
414.265,0.991
414.295,0.953
414.325,0.943
414.355,0.879
414.385,0.864
414.415,0.950
414.445,1.016
414.475,0.940
414.505,0.938
414.535,0.917
414.565,0.906
414.595,0.977
414.625,0.985
414.655,1.069
414.685,1.084
414.715,1.041
414.745,1.009
414.775,1.009
414.805,1.017
414.835,1.026
414.865,1.036
414.895,1.015
414.925,0.973
414.955,0.986
414.985,0.988
415.015,1.011
415.045,0.975
415.075,0.996
415.105,0.979
415.135,0.933
415.165,0.909
415.195,0.982
415.225,0.954
415.255,0.933
415.285,1.000
415.315,1.009
415.345,0.993
415.375,0.997
415.405,0.988
415.435,0.929
415.465,0.965
415.495,1.006
415.525,0.994
415.555,1.012
415.585,1.061
415.615,1.042
415.645,1.059
415.675,1.080
415.705,1.040
415.735,1.045
415.765,1.030
415.795,1.059
415.825,1.072
415.855,1.055
415.885,1.034
415.915,1.000
415.945,1.017
415.975,1.021
416.005,0.997
416.035,1.002
416.065,0.996
416.095,0.991
416.125,1.012
416.155,1.023
416.185,1.011
416.215,1.005
416.245,0.999
416.275,0.997
416.305,1.000
416.335,1.005
416.365,0.982
416.395,0.970
416.425,0.968
416.455,1.003
416.485,1.017
416.515,1.006
416.545,0.985
416.575,0.981
416.605,0.971
416.635,0.984
416.665,0.998
416.695,1.021
416.725,1.009
416.755,1.010
416.785,1.007
416.815,0.988
416.845,0.992
416.875,0.987
416.905,0.983
416.935,0.994
416.965,0.978
416.995,0.933
417.025,0.938
417.055,0.940
417.085,0.938
417.115,0.918
417.145,0.937
417.175,0.957
417.205,1.028
417.235,0.992
417.265,0.999
417.295,1.021
417.325,1.017
417.355,0.964
417.385,0.997
417.415,1.023
417.445,0.978
417.475,0.982
417.505,0.979
417.535,0.980
417.565,0.954
417.595,1.007
417.625,0.992
417.655,0.978
417.685,1.016
