df_hash,22ZHK4.DZ2M1F
256.553,1.067
256.583,1.069
256.613,1.070
256.643,1.070
256.673,1.065
256.703,1.066
256.733,1.076
256.763,1.074
256.793,1.074
256.823,1.075
256.853,1.078
256.883,1.073
256.913,1.068
256.943,1.069
256.973,1.067
257.003,1.067
257.033,1.070
257.063,1.073
257.093,1.070
257.123,1.070
257.153,1.070
257.183,1.070
257.213,1.065
257.243,1.064
257.273,1.070
257.303,1.067
257.333,1.063
257.363,1.066
257.393,1.064
257.423,1.067
257.453,1.067
257.483,1.074
257.513,1.073
257.543,1.062
257.573,1.063
257.603,1.065
257.633,1.070
257.663,1.074
257.693,1.075
257.723,1.071
257.753,1.076
257.783,1.064
257.813,1.062
257.843,1.062
257.873,1.060
257.903,1.061
257.933,1.064
257.963,1.068
257.993,1.070
258.023,1.071
258.053,1.071
258.083,1.074
258.113,1.074
258.143,1.060
258.173,1.062
258.203,1.060
258.233,1.062
258.263,1.058
258.293,1.070
258.323,1.062
258.353,1.056
258.383,1.069
258.413,1.060
258.443,1.082
258.473,1.096
258.503,1.052
258.533,1.048
258.563,1.048
258.593,1.066
258.623,1.077
258.653,1.085
258.683,1.073
258.713,1.060
258.743,1.070
258.773,1.078
258.803,1.076
258.833,1.078
258.863,1.088
258.893,1.095
258.923,1.070
258.953,1.048
258.983,1.030
259.013,1.020
259.043,1.027
259.073,1.052
259.103,1.070
259.133,1.060
259.163,1.053
259.193,1.046
259.223,1.071
259.253,1.060
259.283,1.072
259.313,1.067
259.343,1.061
259.373,1.064
259.403,1.077
259.433,1.060
259.463,1.072
259.493,1.077
259.523,1.088
259.553,1.092
259.583,1.093
259.613,1.080
259.643,1.070
259.673,1.058
259.703,1.054
259.733,1.050
259.763,1.049
259.793,1.052
259.823,1.051
259.853,1.073
259.883,1.064
259.913,1.064
259.943,1.062
259.973,1.055
260.003,1.040
260.033,1.055
260.063,1.064
260.093,1.049
260.123,1.042
260.153,1.072
260.183,1.077
260.213,1.067
260.243,1.073
260.273,1.077
260.303,1.071
260.333,1.073
260.363,1.064
260.393,1.063
260.423,1.062
260.453,1.072
260.483,1.075
260.513,1.070
260.543,1.064
260.573,1.067
260.603,1.063
260.633,1.065
260.663,1.064
260.693,1.075
260.723,1.077
260.753,1.079
260.783,1.076
260.813,1.067
260.843,1.078
260.873,1.071
260.903,1.065
260.933,1.072
260.963,1.074
260.993,1.062
261.023,1.060
261.053,1.067
261.083,1.069
261.113,1.072
261.143,1.070
261.173,1.072
261.203,1.072
261.233,1.068
261.263,1.068
261.293,1.063
261.323,1.063
261.353,1.068
261.383,1.069
261.413,1.068
261.443,1.067
261.473,1.075
261.503,1.067
261.533,1.073
261.563,1.069
261.593,1.068
261.623,1.075
261.653,1.068
261.683,1.067
261.713,1.073
261.743,1.070
261.773,1.065
261.803,1.069
261.833,1.068
261.863,1.069
261.893,1.071
261.923,1.073
261.953,1.069
261.983,1.069
262.013,1.065
262.043,1.069
262.073,1.072
262.103,1.070
262.133,1.069
262.163,1.071
262.193,1.068
262.223,1.070
262.253,1.067
262.283,1.067
262.313,1.071
262.343,1.071
262.373,1.070
262.403,1.069
262.433,1.072
262.463,1.074
262.493,1.069
262.523,1.068
262.553,1.065
262.583,1.068
262.613,1.068
262.643,1.071
262.673,1.070
262.703,1.069
262.733,1.075
262.763,1.069
262.793,1.066
262.823,1.068
262.853,1.067
262.883,1.065
262.913,1.065
262.943,1.073
262.973,1.070
263.003,1.070
263.033,1.067
263.063,1.070
263.093,1.068
263.123,1.068
263.153,1.068
263.183,1.072
263.213,1.068
263.243,1.068
263.273,1.064
263.303,1.062
263.333,1.067
263.363,1.064
263.393,1.074
263.423,1.070
263.453,1.073
263.483,1.068
263.513,1.071
263.543,1.068
263.573,1.069
263.603,1.074
263.633,1.071
263.663,1.069
263.693,1.069
263.723,1.069
263.753,1.071
263.783,1.070
263.813,1.072
263.843,1.068
263.873,1.067
263.903,1.065
263.933,1.069
263.963,1.073
263.993,1.067
264.023,1.070
264.053,1.069
264.083,1.069
264.113,1.065
264.143,1.075
264.173,1.071
264.203,1.068
264.233,1.067
264.263,1.069
264.293,1.062
264.323,1.066
264.353,1.069
264.383,1.067
264.413,1.071
264.443,1.068
264.473,1.072
264.503,1.069
264.533,1.070
264.563,1.071
264.593,1.067
264.623,1.068
264.653,1.069
264.683,1.068
264.713,1.064
264.743,1.068
264.773,1.068
264.803,1.068
264.833,1.070
264.863,1.072
264.893,1.071
264.923,1.068
264.953,1.071
264.983,1.065
265.013,1.070
265.043,1.068
265.073,1.074
265.103,1.071
265.133,1.063
265.163,1.070
265.193,1.066
265.223,1.071
265.253,1.070
265.283,1.074
265.313,1.069
265.343,1.065
265.373,1.064
265.403,1.062
265.433,1.062
265.463,1.067
265.493,1.067
265.523,1.067
265.553,1.069
265.583,1.072
265.613,1.073
265.643,1.076
265.673,1.071
265.703,1.070
265.733,1.073
265.763,1.071
265.793,1.068
265.823,1.072
265.853,1.074
265.883,1.071
265.913,1.070
265.943,1.065
265.973,1.067
266.003,1.076
266.033,1.073
266.063,1.070
266.093,1.070
266.123,1.068
266.153,1.065
266.183,1.069
266.213,1.072
266.243,1.073
266.273,1.067
266.303,1.069
266.333,1.072
266.363,1.070
266.393,1.070
266.423,1.071
266.453,1.071
266.483,1.077
266.513,1.070
266.543,1.069
266.573,1.070
266.603,1.070
266.633,1.075
266.663,1.073
266.693,1.073
266.723,1.074
266.753,1.072
266.783,1.069
266.813,1.068
266.843,1.070
266.873,1.071
266.903,1.074
266.933,1.071
266.963,1.069
266.993,1.069
267.023,1.069
267.053,1.066
267.083,1.068
267.113,1.068
267.143,1.081
267.173,1.075
267.203,1.072
267.233,1.073
267.263,1.070
267.293,1.069
267.323,1.071
267.353,1.073
267.383,1.067
267.413,1.067
267.443,1.069
267.473,1.069
267.503,1.074
267.533,1.077
267.563,1.080
267.593,1.078
267.623,1.070
267.653,1.072
267.683,1.073
267.713,1.065
267.743,1.069
267.773,1.069
267.803,1.071
267.833,1.063
267.863,1.072
267.893,1.075
267.923,1.067
267.953,1.071
267.983,1.072
268.013,1.075
268.043,1.075
268.073,1.070
268.103,1.070
268.133,1.067
268.163,1.067
268.193,1.068
268.223,1.072
268.253,1.076
268.283,1.077
268.313,1.075
268.343,1.071
268.373,1.068
268.403,1.067
268.433,1.068
268.463,1.068
268.493,1.073
268.523,1.076
268.553,1.075
268.583,1.073
268.613,1.072
268.643,1.065
268.673,1.073
268.703,1.073
268.733,1.072
268.763,1.073
268.793,1.074
268.823,1.071
268.853,1.072
268.883,1.076
268.913,1.068
268.943,1.077
268.973,1.071
269.003,1.072
269.033,1.075
269.063,1.072
269.093,1.070
269.123,1.066
269.153,1.071
269.183,1.071
269.213,1.069
269.243,1.069
269.273,1.073
269.303,1.073
269.333,1.075
269.363,1.073
269.393,1.071
269.423,1.081
269.453,1.074
269.483,1.069
269.513,1.069
269.543,1.069
269.573,1.069
269.603,1.069
269.633,1.074
269.663,1.074
269.693,1.073
269.723,1.077
269.753,1.074
269.783,1.071
269.813,1.070
269.843,1.068
269.873,1.069
269.903,1.074
269.933,1.079
269.963,1.066
269.993,1.067
270.023,1.073
270.053,1.072
270.083,1.067
270.113,1.067
270.143,1.065
270.173,1.067
270.203,1.075
270.233,1.074
270.263,1.079
270.293,1.077
270.323,1.075
270.353,1.072
270.383,1.067
270.413,1.068
270.443,1.065
270.473,1.065
270.503,1.073
270.533,1.076
270.563,1.076
270.593,1.074
270.623,1.074
270.653,1.072
270.683,1.072
270.713,1.071
270.743,1.071
270.773,1.068
270.803,1.069
270.833,1.072
270.863,1.074
270.893,1.072
270.923,1.072
270.953,1.071
270.983,1.071
271.013,1.074
271.043,1.071
271.073,1.067
271.103,1.065
271.133,1.068
271.163,1.070
271.193,1.075
271.223,1.073
271.253,1.073
271.283,1.073
271.313,1.073
271.343,1.073
271.373,1.071
271.403,1.074
271.433,1.072
271.463,1.069
271.493,1.071
271.523,1.072
271.553,1.069
271.583,1.075
271.613,1.070
271.643,1.072
271.673,1.071
271.703,1.071
271.733,1.075
271.763,1.077
271.793,1.071
271.823,1.072
271.853,1.074
271.883,1.070
271.913,1.071
271.943,1.062
271.973,1.066
272.003,1.067
272.033,1.072
272.063,1.078
272.093,1.067
272.123,1.073
272.153,1.078
272.183,1.069
272.213,1.069
272.243,1.073
272.273,1.068
272.303,1.071
272.333,1.063
272.363,1.063
272.393,1.066
272.423,1.072
272.453,1.074
272.483,1.081
272.513,1.081
272.543,1.075
272.573,1.072
272.603,1.070
272.633,1.068
272.663,1.071
272.693,1.070
272.723,1.073
272.753,1.075
272.783,1.074
272.813,1.073
272.843,1.074
272.873,1.076
272.903,1.071
272.933,1.077
272.963,1.074
272.993,1.072
273.023,1.071
273.053,1.071
273.083,1.073
273.113,1.072
273.143,1.069
273.173,1.072
273.203,1.073
273.233,1.075
273.263,1.075
273.293,1.072
273.323,1.072
273.353,1.072
273.383,1.070
273.413,1.075
273.443,1.073
273.473,1.073
273.503,1.079
273.533,1.076
273.563,1.076
273.593,1.074
273.623,1.075
273.653,1.077
273.683,1.075
273.713,1.069
273.743,1.070
273.773,1.071
273.803,1.072
273.833,1.076
273.863,1.069
273.893,1.066
273.923,1.075
273.953,1.072
273.983,1.075
274.013,1.070
274.043,1.073
274.073,1.069
274.103,1.073
274.133,1.069
274.163,1.070
274.193,1.073
274.223,1.076
274.253,1.073
274.283,1.072
274.313,1.071
274.343,1.072
274.373,1.069
274.403,1.067
274.433,1.075
274.463,1.071
274.493,1.075
274.523,1.074
274.553,1.066
274.583,1.074
274.613,1.078
274.643,1.078
274.673,1.075
274.703,1.070
274.733,1.071
274.763,1.069
274.793,1.070
274.823,1.073
274.853,1.079
274.883,1.073
274.913,1.072
274.943,1.073
274.973,1.077
275.003,1.077
275.033,1.071
275.063,1.072
275.093,1.075
275.123,1.079
275.153,1.077
275.183,1.075
275.213,1.077
275.243,1.077
275.273,1.070
275.303,1.073
275.333,1.070
275.363,1.066
275.393,1.069
275.423,1.075
275.453,1.076
275.483,1.075
275.513,1.075
275.543,1.074
275.573,1.067
275.603,1.071
275.633,1.069
275.663,1.072
275.693,1.070
275.723,1.071
275.753,1.072
275.783,1.074
275.813,1.066
275.843,1.070
275.873,1.073
275.903,1.075
275.933,1.077
275.963,1.072
275.993,1.084
276.023,1.074
276.053,1.067
276.083,1.065
276.113,1.068
276.143,1.064
276.173,1.076
276.203,1.075
276.233,1.079
276.263,1.076
276.293,1.080
276.323,1.098
276.353,1.079
276.383,1.073
276.413,1.059
276.443,1.054
276.473,1.062
276.503,1.074
276.533,1.082
276.563,1.104
276.593,1.104
276.623,1.091
276.653,1.067
276.683,1.045
276.713,1.032
276.743,1.031
276.773,1.074
276.803,1.121
276.833,1.114
276.863,1.079
276.893,1.046
276.923,1.047
276.953,1.055
276.983,1.070
277.013,1.079
277.043,1.074
277.073,1.071
277.103,1.070
277.133,1.065
277.163,1.060
277.193,1.067
277.223,1.072
277.253,1.095
277.283,1.098
277.313,1.083
277.343,1.071
277.373,1.062
277.403,1.066
277.433,1.071
277.463,1.078
277.493,1.079
277.523,1.078
277.553,1.082
277.583,1.073
277.613,1.075
277.643,1.069
277.673,1.072
277.703,1.078
277.733,1.072
277.763,1.073
277.793,1.080
277.823,1.081
277.853,1.079
277.883,1.080
277.913,1.083
277.943,1.077
277.973,1.071
278.003,1.078
278.033,1.075
278.063,1.072
278.093,1.068
278.123,1.067
278.153,1.078
278.183,1.077
278.213,1.075
278.243,1.073
278.273,1.076
278.303,1.075
278.333,1.073
278.363,1.071
278.393,1.075
278.423,1.072
278.453,1.071
278.483,1.075
278.513,1.077
278.543,1.079
278.573,1.078
278.603,1.074
278.633,1.072
278.663,1.081
278.693,1.076
278.723,1.078
278.753,1.076
278.783,1.081
278.813,1.071
278.843,1.069
278.873,1.073
278.903,1.077
278.933,1.071
278.963,1.076
278.993,1.075
279.023,1.075
279.053,1.077
279.083,1.070
279.113,1.074
279.143,1.072
279.173,1.072
279.203,1.079
279.233,1.078
279.263,1.070
279.293,1.074
279.323,1.072
279.353,1.072
279.383,1.069
279.413,1.072
279.443,1.070
279.473,1.078
279.503,1.072
279.533,1.069
279.563,1.075
279.593,1.080
279.623,1.077
279.653,1.075
279.683,1.069
279.713,1.073
279.743,1.075
279.773,1.071
279.803,1.074
279.833,1.074
279.863,1.074
279.893,1.078
279.923,1.077
279.953,1.071
279.983,1.071
280.013,1.080
280.043,1.076
280.073,1.072
280.103,1.088
280.133,1.076
280.163,1.080
280.193,1.079
280.223,1.084
280.253,1.078
280.283,1.072
280.313,1.061
280.343,1.071
280.373,1.055
280.403,1.060
280.433,1.057
280.463,1.063
280.493,1.082
280.523,1.094
280.553,1.087
280.583,1.093
280.613,1.064
280.643,1.053
280.673,1.060
280.703,1.057
280.733,1.052
280.763,1.068
280.793,1.066
280.823,1.069
280.853,1.067
280.883,1.062
280.913,1.077
280.943,1.067
280.973,1.061
281.003,1.054
281.033,1.055
281.063,1.053
281.093,1.062
281.123,1.070
281.153,1.075
281.183,1.075
281.213,1.078
281.243,1.070
281.273,1.071
281.303,1.071
281.333,1.077
281.363,1.066
281.393,1.069
281.423,1.071
281.453,1.064
281.483,1.067
281.513,1.070
281.543,1.064
281.573,1.071
281.603,1.074
281.633,1.070
281.663,1.072
281.693,1.070
281.723,1.070
281.753,1.077
281.783,1.074
281.813,1.075
281.843,1.077
281.873,1.069
281.903,1.073
281.933,1.072
281.963,1.069
281.993,1.069
282.023,1.075
282.053,1.069
282.083,1.068
282.113,1.069
282.143,1.068
282.173,1.064
282.203,1.068
282.233,1.068
282.263,1.063
282.293,1.067
282.323,1.069
282.353,1.064
282.383,1.071
282.413,1.067
282.443,1.073
282.473,1.075
282.503,1.074
282.533,1.068
282.563,1.073
282.593,1.068
282.623,1.068
282.653,1.071
282.683,1.070
282.713,1.073
282.743,1.081
282.773,1.076
282.803,1.077
282.833,1.076
282.863,1.075
282.893,1.074
282.923,1.074
282.953,1.070
282.983,1.072
283.013,1.071
283.043,1.071
283.073,1.066
283.103,1.071
283.133,1.068
283.163,1.080
283.193,1.074
283.223,1.076
283.253,1.072
283.283,1.072
283.313,1.066
283.343,1.069
283.373,1.069
283.403,1.067
283.433,1.067
283.463,1.074
283.493,1.073
283.523,1.075
283.553,1.074
283.583,1.076
283.613,1.069
283.643,1.069
283.673,1.069
283.703,1.071
283.733,1.070
283.763,1.076
283.793,1.075
283.823,1.073
283.853,1.073
283.883,1.080
283.913,1.072
283.943,1.071
283.973,1.074
284.003,1.070
284.033,1.068
284.063,1.065
284.093,1.068
284.123,1.074
284.153,1.078
284.183,1.071
284.213,1.068
284.243,1.072
284.273,1.075
284.303,1.073
284.333,1.068
284.363,1.071
284.393,1.068
284.423,1.068
284.453,1.071
284.483,1.070
284.513,1.070
284.543,1.069
284.573,1.073
284.603,1.073
284.633,1.070
284.663,1.071
284.693,1.071
284.723,1.073
284.753,1.071
284.783,1.074
284.813,1.079
284.843,1.075
284.873,1.075
284.903,1.070
284.933,1.073
284.963,1.074
284.993,1.074
285.023,1.069
285.053,1.071
285.083,1.067
285.113,1.073
285.143,1.077
285.173,1.078
285.203,1.073
285.233,1.069
285.263,1.073
285.293,1.072
285.323,1.074
285.353,1.066
285.383,1.070
285.413,1.069
285.443,1.071
285.473,1.074
285.503,1.072
285.533,1.076
285.563,1.070
285.593,1.073
285.623,1.067
285.653,1.074
285.683,1.068
285.713,1.067
285.743,1.068
285.773,1.066
285.803,1.069
285.833,1.073
285.863,1.077
285.893,1.078
285.923,1.070
285.953,1.069
285.983,1.067
286.013,1.072
286.043,1.068
286.073,1.064
286.103,1.067
286.133,1.071
286.163,1.079
286.193,1.076
286.223,1.077
286.253,1.072
286.283,1.072
286.313,1.071
286.343,1.068
286.373,1.072
286.403,1.077
286.433,1.068
286.463,1.068
286.493,1.068
286.523,1.069
286.553,1.074
286.583,1.079
286.613,1.069
286.643,1.064
286.673,1.071
286.703,1.072
286.733,1.072
286.763,1.075
286.793,1.077
286.823,1.067
286.853,1.068
286.883,1.066
286.913,1.062
286.943,1.063
286.973,1.074
287.003,1.075
287.033,1.073
287.063,1.079
287.093,1.075
287.123,1.066
287.153,1.063
287.183,1.068
287.213,1.072
287.243,1.075
287.273,1.078
287.303,1.078
287.333,1.077
287.363,1.077
287.393,1.070
287.423,1.077
287.453,1.078
287.483,1.073
287.513,1.074
287.543,1.075
287.573,1.073
287.603,1.067
287.633,1.073
287.663,1.073
287.693,1.075
287.723,1.076
287.753,1.074
287.783,1.073
287.813,1.073
287.843,1.070
287.873,1.069
287.903,1.072
287.933,1.068
287.963,1.081
287.993,1.074
288.023,1.071
288.053,1.068
288.083,1.067
288.113,1.076
288.143,1.082
288.173,1.078
288.203,1.080
288.233,1.072
288.263,1.066
288.293,1.068
288.323,1.075
288.353,1.073
288.383,1.073
288.413,1.076
288.443,1.075
288.473,1.073
288.503,1.074
288.533,1.079
288.563,1.077
288.593,1.076
288.623,1.070
288.653,1.073
288.683,1.070
288.713,1.071
288.743,1.076
288.773,1.074
288.803,1.078
288.833,1.071
288.863,1.076
288.893,1.073
288.923,1.068
288.953,1.071
288.983,1.075
289.013,1.074
289.043,1.073
289.073,1.074
289.103,1.068
289.133,1.073
289.163,1.073
289.193,1.076
289.223,1.078
289.253,1.084
289.283,1.084
289.313,1.080
289.343,1.085
289.373,1.081
289.403,1.076
289.433,1.071
289.463,1.063
289.493,1.064
289.523,1.069
289.553,1.073
289.583,1.082
289.613,1.086
289.643,1.077
289.673,1.074
289.703,1.071
289.733,1.066
289.763,1.069
289.793,1.062
289.823,1.061
289.853,1.068
289.883,1.067
289.913,1.072
289.943,1.073
289.973,1.077
290.003,1.075
290.033,1.079
290.063,1.078
290.093,1.082
290.123,1.075
290.153,1.068
290.183,1.060
290.213,1.048
290.243,1.048
290.273,1.021
290.303,1.010
290.333,1.094
290.363,1.147
290.393,1.132
290.423,1.067
290.453,1.032
290.483,1.052
290.513,1.068
290.543,1.074
290.573,1.083
290.603,1.076
290.633,1.055
290.663,1.056
290.693,1.066
290.723,1.089
290.753,1.113
290.783,1.113
290.813,1.081
290.843,1.065
290.873,1.062
290.903,1.062
290.933,1.077
290.963,1.071
290.993,1.065
291.023,1.075
291.053,1.069
291.083,1.065
291.113,1.072
291.143,1.080
291.173,1.076
291.203,1.059
291.233,1.060
291.263,1.079
291.293,1.074
291.323,1.062
291.353,1.070
291.383,1.072
291.413,1.071
291.443,1.080
291.473,1.084
291.503,1.081
291.533,1.084
291.563,1.081
291.593,1.077
291.623,1.075
291.653,1.073
291.683,1.074
291.713,1.079
291.743,1.085
291.773,1.084
291.803,1.081
291.833,1.089
291.863,1.078
291.893,1.067
291.923,1.072
291.953,1.074
291.983,1.075
292.013,1.069
292.043,1.072
292.073,1.070
292.103,1.065
292.133,1.065
292.163,1.074
292.193,1.082
292.223,1.078
292.253,1.074
292.283,1.080
292.313,1.083
292.343,1.080
292.373,1.077
292.403,1.072
292.433,1.075
292.463,1.077
292.493,1.074
292.523,1.072
292.553,1.068
292.583,1.064
292.613,1.062
292.643,1.072
292.673,1.072
292.703,1.078
292.733,1.083
292.763,1.083
292.793,1.080
292.823,1.081
292.853,1.079
292.883,1.071
292.913,1.071
292.943,1.075
292.973,1.075
293.003,1.073
293.033,1.077
293.063,1.073
293.093,1.081
293.123,1.074
293.153,1.068
293.183,1.071
293.213,1.076
293.243,1.077
293.273,1.075
293.303,1.069
293.333,1.073
293.363,1.077
293.393,1.077
293.423,1.080
293.453,1.081
293.483,1.080
293.513,1.079
293.543,1.077
293.573,1.072
293.603,1.069
293.633,1.073
293.663,1.078
293.693,1.078
293.723,1.077
293.753,1.074
293.783,1.078
293.813,1.079
293.843,1.083
293.873,1.085
293.903,1.080
293.933,1.079
293.963,1.076
293.993,1.068
294.023,1.070
294.053,1.081
294.083,1.083
294.113,1.072
294.143,1.073
294.173,1.086
294.203,1.090
294.233,1.080
294.263,1.076
294.293,1.075
294.323,1.079
294.353,1.077
294.383,1.075
294.413,1.073
294.443,1.074
294.473,1.070
294.503,1.078
294.533,1.078
294.563,1.081
294.593,1.094
294.623,1.091
294.653,1.078
294.683,1.077
294.713,1.080
294.743,1.078
294.773,1.080
294.803,1.080
294.833,1.078
294.863,1.079
294.893,1.076
294.923,1.080
294.953,1.088
294.983,1.087
295.013,1.090
295.043,1.092
295.073,1.090
295.103,1.087
295.133,1.084
295.163,1.081
295.193,1.077
295.223,1.081
295.253,1.084
295.283,1.089
295.313,1.088
295.343,1.088
295.373,1.088
295.403,1.089
295.433,1.087
295.463,1.086
295.493,1.079
295.523,1.073
295.553,1.081
295.583,1.091
295.613,1.086
295.643,1.096
295.673,1.101
295.703,1.098
295.733,1.079
295.763,1.067
295.793,1.067
295.823,1.069
295.853,1.074
295.883,1.079
295.913,1.088
295.943,1.090
295.973,1.093
296.003,1.089
296.033,1.091
296.063,1.084
296.093,1.084
296.123,1.081
296.153,1.086
296.183,1.091
296.213,1.085
296.243,1.088
296.273,1.092
296.303,1.089
296.333,1.085
296.363,1.089
296.393,1.090
296.423,1.088
296.453,1.084
296.483,1.083
296.513,1.085
296.543,1.085
296.573,1.089
296.603,1.093
296.633,1.086
296.663,1.082
296.693,1.088
296.723,1.087
296.753,1.090
296.783,1.081
296.813,1.085
296.843,1.085
296.873,1.085
296.903,1.084
296.933,1.087
296.963,1.088
296.993,1.080
297.023,1.082
297.053,1.084
297.083,1.088
297.113,1.084
297.143,1.086
297.173,1.088
297.203,1.086
297.233,1.085
297.263,1.084
297.293,1.084
297.323,1.084
297.353,1.089
297.383,1.091
297.413,1.084
297.443,1.084
297.473,1.082
297.503,1.093
297.533,1.087
297.563,1.088
297.593,1.088
297.623,1.086
297.653,1.079
297.683,1.082
297.713,1.088
297.743,1.087
297.773,1.089
297.803,1.089
297.833,1.085
297.863,1.084
297.893,1.090
297.923,1.089
297.953,1.085
297.983,1.085
298.013,1.083
298.043,1.083
298.073,1.087
298.103,1.093
298.133,1.092
298.163,1.086
298.193,1.085
298.223,1.084
298.253,1.083
298.283,1.076
298.313,1.080
298.343,1.082
298.373,1.085
298.403,1.090
298.433,1.085
298.463,1.087
298.493,1.090
298.523,1.093
298.553,1.090
298.583,1.086
298.613,1.085
298.643,1.091
298.673,1.084
298.703,1.080
298.733,1.083
298.763,1.084
298.793,1.075
298.823,1.087
298.853,1.096
298.883,1.089
298.913,1.082
298.943,1.093
298.973,1.087
299.003,1.088
299.033,1.088
299.063,1.081
299.093,1.085
299.123,1.086
299.153,1.084
299.183,1.081
299.213,1.088
299.243,1.092
299.273,1.087
299.303,1.088
299.333,1.087
299.363,1.082
299.393,1.085
299.423,1.093
299.453,1.090
299.483,1.083
299.513,1.090
299.543,1.081
299.573,1.080
299.603,1.083
299.633,1.086
299.663,1.075
299.693,1.078
299.723,1.086
299.753,1.087
299.783,1.081
299.813,1.080
299.843,1.082
299.873,1.084
299.903,1.083
299.933,1.085
299.963,1.083
299.993,1.081
300.023,1.081
300.053,1.083
300.083,1.078
300.113,1.080
300.143,1.082
300.173,1.086
300.203,1.080
300.233,1.087
300.263,1.080
300.293,1.081
300.323,1.081
300.353,1.081
300.383,1.082
300.413,1.081
300.443,1.085
300.473,1.084
300.503,1.079
300.533,1.075
300.563,1.084
300.593,1.085
300.623,1.081
300.653,1.087
300.683,1.092
300.713,1.085
300.743,1.077
300.773,1.085
300.803,1.087
300.833,1.084
300.863,1.083
300.893,1.084
300.923,1.083
300.953,1.084
300.983,1.086
301.013,1.085
301.043,1.088
301.073,1.082
301.103,1.080
301.133,1.081
301.163,1.079
301.193,1.079
301.223,1.080
301.253,1.078
301.283,1.076
301.313,1.081
301.343,1.083
301.373,1.084
301.403,1.084
301.433,1.081
301.463,1.090
301.493,1.090
301.523,1.085
301.553,1.082
301.583,1.077
301.613,1.066
301.643,1.075
301.673,1.088
301.703,1.093
301.733,1.088
301.763,1.078
301.793,1.080
301.823,1.083
301.853,1.082
301.883,1.079
301.913,1.077
301.943,1.081
301.973,1.086
302.003,1.093
302.033,1.083
302.063,1.084
302.093,1.087
302.123,1.088
302.153,1.083
302.183,1.085
302.213,1.082
302.243,1.083
302.273,1.082
302.303,1.076
302.333,1.076
302.363,1.072
302.393,1.075
302.423,1.078
302.453,1.075
302.483,1.083
302.513,1.078
302.543,1.066
302.573,1.068
302.603,1.070
302.633,1.074
302.663,1.076
302.693,1.081
302.723,1.071
302.753,1.077
302.783,1.087
302.813,1.089
302.843,1.084
302.873,1.079
302.903,1.075
302.933,1.056
302.963,1.053
302.993,1.054
303.023,1.057
303.053,1.039
303.083,1.064
303.113,1.085
303.143,1.075
303.173,1.065
303.203,1.076
303.233,1.095
303.263,1.092
303.293,1.080
303.323,1.073
303.353,1.083
303.383,1.091
303.413,1.091
303.443,1.068
303.473,1.062
303.503,1.060
303.533,1.089
303.563,1.083
303.593,1.082
303.623,1.088
303.653,1.086
303.683,1.085
303.713,1.079
303.743,1.082
303.773,1.093
303.803,1.090
303.833,1.083
303.863,1.083
303.893,1.087
303.923,1.097
303.953,1.095
303.983,1.097
304.013,1.086
304.043,1.077
304.073,1.071
304.103,1.072
304.133,1.080
304.163,1.087
304.193,1.083
304.223,1.094
304.253,1.094
304.283,1.091
304.313,1.089
304.343,1.084
304.373,1.077
304.403,1.077
304.433,1.074
304.463,1.071
304.493,1.082
304.523,1.082
304.553,1.083
304.583,1.078
304.613,1.079
304.643,1.078
304.673,1.085
304.703,1.074
304.733,1.080
304.763,1.082
304.793,1.089
304.823,1.087
304.853,1.078
304.883,1.079
304.913,1.083
304.943,1.084
304.973,1.083
305.003,1.082
305.033,1.085
305.063,1.084
305.093,1.083
305.123,1.083
305.153,1.079
305.183,1.085
305.213,1.086
305.243,1.086
305.273,1.088
305.303,1.083
305.333,1.079
305.363,1.079
305.393,1.077
305.423,1.081
305.453,1.082
305.483,1.089
305.513,1.080
305.543,1.073
305.573,1.072
305.603,1.073
305.633,1.069
305.663,1.083
305.693,1.092
305.723,1.092
305.753,1.087
305.783,1.091
305.813,1.090
305.843,1.083
305.873,1.083
305.903,1.078
305.933,1.074
305.963,1.073
305.993,1.071
306.023,1.073
306.053,1.083
306.083,1.087
306.113,1.087
306.143,1.084
306.173,1.080
306.203,1.079
306.233,1.087
306.263,1.081
306.293,1.080
306.323,1.080
306.353,1.072
306.383,1.062
306.413,1.072
306.443,1.082
306.473,1.090
306.503,1.089
306.533,1.078
306.563,1.076
306.593,1.072
306.623,1.074
306.653,1.081
306.683,1.081
306.713,1.081
306.743,1.076
306.773,1.077
306.803,1.083
306.833,1.082
306.863,1.078
306.893,1.077
306.923,1.075
306.953,1.076
306.983,1.081
307.013,1.082
307.043,1.077
307.073,1.069
307.103,1.066
307.133,1.066
307.163,1.063
307.193,1.072
307.223,1.090
307.253,1.083
307.283,1.083
307.313,1.091
307.343,1.081
307.373,1.071
307.403,1.070
307.433,1.078
307.463,1.084
307.493,1.088
307.523,1.087
307.553,1.083
307.583,1.080
307.613,1.085
307.643,1.083
307.673,1.081
307.703,1.083
307.733,1.089
307.763,1.083
307.793,1.083
307.823,1.076
307.853,1.087
307.883,1.083
307.913,1.083
307.943,1.079
307.973,1.073
308.003,1.083
308.033,1.082
308.063,1.081
308.093,1.080
308.123,1.082
308.153,1.080
308.183,1.082
308.213,1.076
308.243,1.070
308.273,1.071
308.303,1.076
308.333,1.078
308.363,1.085
308.393,1.078
308.423,1.083
308.453,1.077
308.483,1.069
308.513,1.071
308.543,1.081
308.573,1.081
308.603,1.083
308.633,1.083
308.663,1.083
308.693,1.082
308.723,1.078
308.753,1.083
308.783,1.077
308.813,1.075
308.843,1.074
308.873,1.078
308.903,1.077
308.933,1.084
