df_hash,22ZHK4.HAC2HB
261.272,1.070
261.302,1.066
261.332,1.062
261.362,1.067
261.392,1.066
261.422,1.065
261.452,1.068
261.482,1.062
261.512,1.070
261.542,1.070
261.572,1.067
261.602,1.063
261.632,1.052
261.662,1.053
261.692,1.065
261.722,1.076
261.752,1.079
261.782,1.059
261.812,1.053
261.842,1.048
261.872,1.055
261.902,1.073
261.932,1.076
261.962,1.072
261.992,1.069
262.022,1.070
262.052,1.069
262.082,1.071
262.112,1.080
262.142,1.077
262.172,1.072
262.202,1.067
262.232,1.061
262.262,1.058
262.292,1.062
262.322,1.062
262.352,1.061
262.382,1.067
262.412,1.062
262.442,1.063
262.472,1.061
262.502,1.060
262.532,1.063
262.562,1.063
262.592,1.059
262.622,1.061
262.652,1.059
262.682,1.060
262.712,1.061
262.742,1.055
262.772,1.053
262.802,1.058
262.832,1.063
262.862,1.078
262.892,1.072
262.922,1.075
262.952,1.074
262.982,1.065
263.012,1.058
263.042,1.062
263.072,1.058
263.102,1.068
263.132,1.072
263.162,1.071
263.192,1.069
263.222,1.073
263.252,1.074
263.282,1.069
263.312,1.062
263.342,1.067
263.372,1.066
263.402,1.065
263.432,1.066
263.462,1.066
263.492,1.065
263.522,1.069
263.552,1.064
263.582,1.069
263.612,1.066
263.642,1.065
263.672,1.070
263.702,1.071
263.732,1.071
263.762,1.063
263.792,1.067
263.822,1.073
263.852,1.064
263.882,1.062
263.912,1.074
263.942,1.073
263.972,1.069
264.002,1.071
264.032,1.068
264.062,1.074
264.092,1.066
264.122,1.071
264.152,1.069
264.182,1.071
264.212,1.074
264.242,1.074
264.272,1.074
264.302,1.068
264.332,1.068
264.362,1.065
264.392,1.065
264.422,1.065
264.452,1.062
264.482,1.068
264.512,1.066
264.542,1.077
264.572,1.069
264.602,1.072
264.632,1.079
264.662,1.078
264.692,1.074
264.722,1.069
264.752,1.072
264.782,1.069
264.812,1.059
264.842,1.067
264.872,1.076
264.902,1.079
264.932,1.079
264.962,1.077
264.992,1.078
265.022,1.070
265.052,1.070
265.082,1.065
265.112,1.059
265.142,1.063
265.172,1.078
265.202,1.075
265.232,1.080
265.262,1.058
265.292,1.087
265.322,1.080
265.352,1.070
265.382,1.081
265.412,1.083
265.442,1.072
265.472,1.085
265.502,1.081
265.532,1.072
265.562,1.068
265.592,1.080
265.622,1.076
265.652,1.085
265.682,1.088
265.712,1.078
265.742,1.073
265.772,1.086
265.802,1.081
265.832,1.080
265.862,1.082
265.892,1.067
265.922,1.081
265.952,1.077
265.982,1.070
266.012,1.077
266.042,1.076
266.072,1.066
266.102,1.071
266.132,1.081
266.162,1.083
266.192,1.081
266.222,1.079
266.252,1.080
266.282,1.070
266.312,1.079
266.342,1.080
266.372,1.071
266.402,1.072
266.432,1.067
266.462,1.085
266.492,1.094
266.522,1.096
266.552,1.104
266.582,1.097
266.612,1.086
266.642,1.070
266.672,1.062
266.702,1.056
266.732,1.046
266.762,1.056
266.792,1.057
266.822,1.061
266.852,1.069
266.882,1.063
266.912,1.082
266.942,1.067
266.972,1.056
267.002,1.068
267.032,1.061
267.062,1.060
267.092,1.078
267.122,1.077
267.152,1.069
267.182,1.052
267.212,1.070
267.242,1.072
267.272,1.053
267.302,1.051
267.332,1.077
267.362,1.080
267.392,1.070
267.422,1.086
267.452,1.094
267.482,1.087
267.512,1.081
267.542,1.096
267.572,1.096
267.602,1.073
267.632,1.069
267.662,1.073
267.692,1.063
267.722,1.064
267.752,1.067
267.782,1.066
267.812,1.064
267.842,1.065
267.872,1.068
267.902,1.069
267.932,1.064
267.962,1.069
267.992,1.074
268.022,1.074
268.052,1.076
268.082,1.069
268.112,1.076
268.142,1.078
268.172,1.082
268.202,1.075
268.232,1.069
268.262,1.072
268.292,1.062
268.322,1.068
268.352,1.076
268.382,1.073
268.412,1.081
268.442,1.083
268.472,1.070
268.502,1.074
268.532,1.077
268.562,1.079
268.592,1.071
268.622,1.072
268.652,1.073
268.682,1.075
268.712,1.088
268.742,1.084
268.772,1.083
268.802,1.086
268.832,1.083
268.862,1.062
268.892,1.046
268.922,1.058
268.952,1.069
268.982,1.067
269.012,1.080
269.042,1.074
269.072,1.068
269.102,1.065
269.132,1.075
269.162,1.077
269.192,1.079
269.222,1.062
269.252,1.059
269.282,1.065
269.312,1.065
269.342,1.066
269.372,1.054
269.402,1.054
269.432,1.063
269.462,1.077
269.492,1.083
269.522,1.083
269.552,1.084
269.582,1.090
269.612,1.072
269.642,1.064
269.672,1.073
269.702,1.068
269.732,1.057
269.762,1.053
269.792,1.059
269.822,1.059
269.852,1.063
269.882,1.069
269.912,1.064
269.942,1.071
269.972,1.078
270.002,1.082
270.032,1.079
270.062,1.074
270.092,1.067
270.122,1.066
270.152,1.057
270.182,1.058
270.212,1.067
270.242,1.070
270.272,1.069
270.302,1.074
270.332,1.070
270.362,1.069
270.392,1.066
270.422,1.066
270.452,1.065
270.482,1.063
270.512,1.060
270.542,1.069
270.572,1.074
270.602,1.075
270.632,1.064
270.662,1.068
270.692,1.067
270.722,1.073
270.752,1.077
270.782,1.074
270.812,1.065
270.842,1.071
270.872,1.070
270.902,1.069
270.932,1.073
270.962,1.075
270.992,1.073
271.022,1.072
271.052,1.064
271.082,1.063
271.112,1.070
271.142,1.069
271.172,1.066
271.202,1.077
271.232,1.077
271.262,1.068
271.292,1.066
271.322,1.067
271.352,1.062
271.382,1.067
271.412,1.076
271.442,1.063
271.472,1.065
271.502,1.062
271.532,1.066
271.562,1.054
271.592,1.078
271.622,1.094
271.652,1.075
271.682,1.079
271.712,1.088
271.742,1.082
271.772,1.071
271.802,1.074
271.832,1.067
271.862,1.074
271.892,1.067
271.922,1.063
271.952,1.065
271.982,1.066
272.012,1.060
272.042,1.065
272.072,1.068
272.102,1.076
272.132,1.066
272.162,1.067
272.192,1.073
272.222,1.060
272.252,1.060
272.282,1.062
272.312,1.064
272.342,1.072
272.372,1.082
272.402,1.070
272.432,1.065
272.462,1.063
272.492,1.060
272.522,1.052
272.552,1.062
272.582,1.063
272.612,1.069
272.642,1.072
272.672,1.051
272.702,1.056
272.732,1.048
272.762,1.044
272.792,1.041
272.822,1.048
272.852,1.063
272.882,1.053
272.912,1.040
272.942,1.066
272.972,1.075
273.002,1.061
273.032,1.058
273.062,1.070
273.092,1.078
273.122,1.067
273.152,1.067
273.182,1.064
273.212,1.067
273.242,1.062
273.272,1.062
273.302,1.062
273.332,1.057
273.362,1.054
273.392,1.053
273.422,1.056
273.452,1.058
273.482,1.040
273.512,1.044
273.542,1.068
273.572,1.054
273.602,1.047
273.632,1.051
273.662,1.066
273.692,1.058
273.722,1.064
273.752,1.063
273.782,1.055
273.812,1.051
273.842,1.060
273.872,1.050
273.902,1.041
273.932,1.036
273.962,1.044
273.992,1.059
274.022,1.039
274.052,1.040
274.082,1.059
274.112,1.054
274.142,1.050
274.172,1.048
274.202,1.043
274.232,1.040
274.262,1.036
274.292,1.043
274.322,1.055
274.352,1.047
274.382,1.039
274.412,1.047
274.442,1.049
274.472,1.049
274.502,1.041
274.532,1.039
274.562,1.056
274.592,1.055
274.622,1.043
274.652,1.043
274.682,1.045
274.712,1.045
274.742,1.040
274.772,1.044
274.802,1.052
274.832,1.052
274.862,1.044
274.892,1.044
274.922,1.046
274.952,1.049
274.982,1.052
275.012,1.055
275.042,1.043
275.072,1.041
275.102,1.045
275.132,1.048
275.162,1.040
275.192,1.046
275.222,1.056
275.252,1.050
275.282,1.043
275.312,1.040
275.342,1.053
275.372,1.051
275.402,1.040
275.432,1.039
275.462,1.047
275.492,1.040
275.522,1.043
275.552,1.040
275.582,1.044
275.612,1.050
275.642,1.047
275.672,1.043
275.702,1.049
275.732,1.052
275.762,1.048
275.792,1.038
275.822,1.053
275.852,1.062
275.882,1.056
275.912,1.044
275.942,1.036
275.972,1.055
276.002,1.054
276.032,1.051
276.062,1.049
276.092,1.054
276.122,1.038
276.152,1.030
276.182,1.053
276.212,1.048
276.242,1.044
276.272,1.055
276.302,1.061
276.332,1.049
276.362,1.045
276.392,1.055
276.422,1.049
276.452,1.043
276.482,1.038
276.512,1.050
276.542,1.050
276.572,1.043
276.602,1.047
276.632,1.045
276.662,1.032
276.692,1.031
276.722,1.047
276.752,1.043
276.782,1.046
276.812,1.055
276.842,1.044
276.872,1.042
276.902,1.053
276.932,1.048
276.962,1.044
276.992,1.050
277.022,1.052
277.052,1.043
277.082,1.050
277.112,1.040
277.142,1.029
277.172,1.034
277.202,1.052
277.232,1.062
277.262,1.052
277.292,1.043
277.322,1.037
277.352,1.051
277.382,1.050
277.412,1.049
277.442,1.052
277.472,1.049
277.502,1.044
277.532,1.042
277.562,1.038
277.592,1.042
277.622,1.055
277.652,1.053
277.682,1.060
277.712,1.054
277.742,1.035
277.772,1.044
277.802,1.043
277.832,1.056
277.862,1.062
277.892,1.050
277.922,1.049
277.952,1.051
277.982,1.050
278.012,1.044
278.042,1.034
278.072,1.039
278.102,1.045
278.132,1.040
278.162,1.034
278.192,1.046
278.222,1.056
278.252,1.053
278.282,1.042
278.312,1.049
278.342,1.045
278.372,1.050
278.402,1.058
278.432,1.056
278.462,1.055
278.492,1.050
278.522,1.053
278.552,1.055
278.582,1.044
278.612,1.037
278.642,1.062
278.672,1.069
278.702,1.072
278.732,1.053
278.762,1.032
278.792,1.060
278.822,1.066
278.852,1.044
278.882,1.041
278.912,1.049
278.942,1.065
278.972,1.062
279.002,1.067
279.032,1.104
279.062,1.131
279.092,1.048
279.122,1.025
279.152,1.064
279.182,1.051
279.212,0.988
279.242,1.009
279.272,1.028
279.302,1.044
279.332,1.063
279.362,1.058
279.392,1.049
279.422,1.060
279.452,1.041
279.482,1.040
279.512,1.055
279.542,1.063
279.572,1.088
279.602,1.075
279.632,1.000
279.662,1.021
279.692,1.056
279.722,1.037
279.752,1.126
279.782,1.117
279.812,1.105
279.842,1.035
279.872,1.040
279.902,1.053
279.932,1.070
279.962,1.084
279.992,1.081
280.022,1.067
280.052,1.051
280.082,1.047
280.112,1.048
280.142,1.035
280.172,1.035
280.202,1.049
280.232,1.050
280.262,1.051
280.292,1.072
280.322,1.071
280.352,1.075
280.382,1.090
280.412,1.111
280.442,1.122
280.472,1.107
280.502,1.108
280.532,1.108
280.562,1.103
280.592,1.102
280.622,1.090
280.652,1.075
280.682,1.077
280.712,1.079
280.742,1.076
280.772,1.085
280.802,1.094
280.832,1.094
280.862,1.088
280.892,1.082
280.922,1.083
280.952,1.076
280.982,1.077
281.012,1.087
281.042,1.094
281.072,1.092
281.102,1.084
281.132,1.099
281.162,1.092
281.192,1.079
281.222,1.077
281.252,1.079
281.282,1.080
281.312,1.071
281.342,1.081
281.372,1.080
281.402,1.077
281.432,1.082
281.462,1.090
281.492,1.087
281.522,1.089
281.552,1.093
281.582,1.092
281.612,1.080
281.642,1.083
281.672,1.085
281.702,1.083
281.732,1.088
281.762,1.097
281.792,1.094
281.822,1.084
281.852,1.085
281.882,1.084
281.912,1.084
281.942,1.083
281.972,1.082
282.002,1.085
282.032,1.084
282.062,1.087
282.092,1.087
282.122,1.086
282.152,1.092
282.182,1.082
282.212,1.087
282.242,1.088
282.272,1.090
282.302,1.089
282.332,1.080
282.362,1.093
282.392,1.084
282.422,1.086
282.452,1.084
282.482,1.091
282.512,1.080
282.542,1.085
282.572,1.084
282.602,1.080
282.632,1.084
282.662,1.083
282.692,1.083
282.722,1.089
282.752,1.093
282.782,1.091
282.812,1.092
282.842,1.094
282.872,1.094
282.902,1.091
282.932,1.090
282.962,1.085
282.992,1.082
283.022,1.084
283.052,1.078
283.082,1.085
283.112,1.090
283.142,1.087
283.172,1.082
283.202,1.087
283.232,1.087
283.262,1.086
283.292,1.084
283.322,1.087
283.352,1.089
283.382,1.091
283.412,1.085
283.442,1.087
283.472,1.089
283.502,1.088
283.532,1.089
283.562,1.090
283.592,1.083
283.622,1.085
283.652,1.084
283.682,1.082
283.712,1.093
283.742,1.091
283.772,1.087
283.802,1.092
283.832,1.099
283.862,1.094
283.892,1.087
283.922,1.084
283.952,1.088
283.982,1.085
284.012,1.085
284.042,1.082
284.072,1.084
284.102,1.081
284.132,1.084
284.162,1.094
284.192,1.085
284.222,1.085
284.252,1.095
284.282,1.084
284.312,1.087
284.342,1.092
284.372,1.098
284.402,1.096
284.432,1.092
284.462,1.090
284.492,1.089
284.522,1.081
284.552,1.081
284.582,1.075
284.612,1.090
284.642,1.088
284.672,1.086
284.702,1.087
284.732,1.091
284.762,1.083
284.792,1.087
284.822,1.089
284.852,1.091
284.882,1.096
284.912,1.080
284.942,1.090
284.972,1.095
285.002,1.086
285.032,1.076
285.062,1.088
285.092,1.093
285.122,1.086
285.152,1.078
285.182,1.092
285.212,1.096
285.242,1.079
285.272,1.089
285.302,1.019
285.332,1.117
285.362,1.133
285.392,1.140
285.422,1.118
285.452,1.075
285.482,1.065
285.512,1.053
285.542,1.080
285.572,1.123
285.602,1.110
285.632,1.077
285.662,1.076
285.692,1.117
285.722,1.120
285.752,1.094
285.782,1.084
285.812,1.059
285.842,1.104
285.872,1.079
285.902,1.086
285.932,1.090
285.962,1.080
285.992,1.071
286.022,1.103
286.052,1.104
286.082,1.096
286.112,1.122
286.142,1.123
286.172,1.077
286.202,1.092
286.232,1.100
286.262,1.068
286.292,1.079
286.322,1.051
286.352,1.079
286.382,1.086
286.412,1.049
286.442,1.064
286.472,1.086
286.502,1.101
286.532,1.089
286.562,1.085
286.592,1.063
286.622,1.023
286.652,1.025
286.682,1.113
286.712,1.137
286.742,1.127
286.772,1.072
286.802,1.059
286.832,1.139
286.862,1.067
286.892,1.033
286.922,1.108
286.952,1.073
286.982,1.094
287.012,1.091
287.042,1.044
287.072,1.043
287.102,1.028
287.132,1.055
287.162,1.040
287.192,1.043
287.222,1.045
287.252,1.021
287.282,1.016
287.312,0.964
287.342,1.083
287.372,1.213
287.402,1.106
287.432,1.052
287.462,1.103
287.492,1.145
287.522,1.110
287.552,1.117
287.582,1.091
287.612,1.035
287.642,1.053
287.672,1.103
287.702,1.073
287.732,1.087
287.762,1.092
287.792,1.058
287.822,1.019
287.852,1.068
287.882,1.071
287.912,1.069
287.942,1.087
287.972,1.096
288.002,1.033
288.032,1.054
288.062,1.080
288.092,1.065
288.122,1.094
288.152,1.129
288.182,1.050
288.212,1.011
288.242,1.043
288.272,1.070
288.302,1.086
288.332,1.098
288.362,1.120
288.392,1.079
288.422,1.027
288.452,1.028
288.482,1.010
288.512,1.004
288.542,1.083
288.572,1.109
288.602,1.032
288.632,0.958
288.662,0.965
288.692,0.932
288.722,0.954
288.752,0.983
288.782,1.005
288.812,1.075
288.842,1.038
288.872,1.077
288.902,1.212
288.932,1.184
288.962,1.140
288.992,1.170
289.022,1.256
289.052,1.283
289.082,1.219
289.112,1.197
289.142,1.240
289.172,1.185
289.202,1.223
289.232,1.247
289.262,1.190
289.292,1.153
289.322,1.086
289.352,1.003
289.382,0.954
289.412,0.913
289.442,0.893
289.472,0.877
289.502,0.916
289.532,0.983
289.562,1.001
289.592,1.005
289.622,1.025
289.652,1.008
289.682,1.023
289.712,1.062
289.742,1.061
289.772,1.060
289.802,1.062
289.832,1.068
289.862,1.049
289.892,1.057
289.922,1.084
289.952,1.084
289.982,1.091
290.012,1.102
290.042,1.084
290.072,1.097
290.102,1.100
290.132,1.100
290.162,1.088
290.192,1.086
290.222,1.105
290.252,1.113
290.282,1.098
290.312,1.098
290.342,1.078
290.372,1.073
290.402,1.077
290.432,1.083
290.462,1.063
290.492,1.086
290.522,1.078
290.552,1.036
290.582,1.089
290.612,0.977
290.642,1.039
290.672,1.039
290.702,1.055
290.732,1.064
290.762,1.061
290.792,1.064
290.822,1.062
290.852,1.077
290.882,1.076
290.912,1.072
290.942,1.072
290.972,1.081
291.002,1.087
291.032,1.069
291.062,1.067
291.092,1.069
291.122,1.081
291.152,1.099
291.182,1.076
291.212,1.076
291.242,1.062
291.272,1.089
291.302,1.079
291.332,1.069
291.362,1.096
291.392,1.068
291.422,1.087
291.452,1.080
291.482,1.066
291.512,1.076
291.542,1.081
291.572,1.072
291.602,1.067
291.632,1.088
291.662,1.065
291.692,1.063
291.722,1.062
291.752,1.076
291.782,1.096
291.812,1.092
291.842,1.082
291.872,1.067
291.902,1.058
291.932,1.073
291.962,1.080
291.992,1.086
292.022,1.090
292.052,1.086
292.082,1.077
292.112,1.084
292.142,1.081
292.172,1.062
292.202,1.080
292.232,1.077
292.262,1.073
292.292,1.088
292.322,1.089
292.352,1.080
292.382,1.088
292.412,1.081
292.442,1.074
292.472,1.080
292.502,1.071
292.532,1.080
292.562,1.080
292.592,1.076
292.622,1.081
292.652,1.098
292.682,1.085
292.712,1.072
292.742,1.079
292.772,1.075
292.802,1.075
292.832,1.078
292.862,1.068
292.892,1.080
292.922,1.082
292.952,1.079
292.982,1.069
293.012,1.084
293.042,1.086
293.072,1.076
293.102,1.087
293.132,1.082
293.162,1.083
293.192,1.090
293.222,1.086
293.252,1.076
293.282,1.081
293.312,1.085
293.342,1.081
293.372,1.074
293.402,1.078
293.432,1.079
293.462,1.079
293.492,1.079
293.522,1.083
293.552,1.082
293.582,1.091
293.612,1.097
293.642,1.074
293.672,1.089
293.702,1.067
293.732,1.084
293.762,1.081
293.792,1.076
293.822,1.094
293.852,1.082
293.882,1.074
293.912,1.070
293.942,1.073
293.972,1.091
294.002,1.068
294.032,1.071
294.062,1.084
294.092,1.086
294.122,1.087
294.152,1.081
294.182,1.086
294.212,1.086
294.242,1.082
294.272,1.073
294.302,1.080
294.332,1.084
294.362,1.078
294.392,1.082
294.422,1.090
294.452,1.085
294.482,1.082
294.512,1.073
294.542,1.085
294.572,1.080
294.602,1.074
294.632,1.081
294.662,1.082
294.692,1.079
294.722,1.083
294.752,1.086
294.782,1.081
294.812,1.087
294.842,1.092
294.872,1.097
294.902,1.088
294.932,1.084
294.962,1.063
294.992,1.070
295.022,1.079
295.052,1.086
295.082,1.074
295.112,1.074
295.142,1.079
295.172,1.077
295.202,1.063
295.232,1.062
295.262,1.074
295.292,1.071
295.322,1.084
295.352,1.089
295.382,1.062
295.412,1.081
295.442,1.076
295.472,1.069
295.502,1.088
295.532,1.095
295.562,1.091
295.592,1.079
295.622,1.092
295.652,1.084
295.682,1.082
295.712,1.076
295.742,1.083
295.772,1.087
295.802,1.099
295.832,1.077
295.862,1.081
295.892,1.096
295.922,1.088
295.952,1.084
295.982,1.078
296.012,1.087
296.042,1.080
296.072,1.086
296.102,1.093
296.132,1.097
296.162,1.085
296.192,1.087
296.222,1.086
296.252,1.081
296.282,1.065
296.312,1.074
296.342,1.075
296.372,1.093
296.402,1.098
296.432,1.096
296.462,1.099
296.492,1.084
296.522,1.094
296.552,1.085
296.582,1.075
296.612,1.081
296.642,1.085
296.672,1.086
296.702,1.072
296.732,1.084
296.762,1.082
296.792,1.091
296.822,1.087
296.852,1.083
296.882,1.085
296.912,1.087
296.942,1.087
296.972,1.076
297.002,1.092
297.032,1.082
297.062,1.085
297.092,1.081
297.122,1.080
297.152,1.089
297.182,1.093
297.212,1.087
297.242,1.099
297.272,1.080
297.302,1.079
297.332,1.100
297.362,1.094
297.392,1.079
297.422,1.079
297.452,1.082
297.482,1.096
297.512,1.083
297.542,1.076
297.572,1.090
297.602,1.088
297.632,1.092
297.662,1.082
297.692,1.108
297.722,1.086
297.752,1.088
297.782,1.067
297.812,1.082
297.842,1.081
297.872,1.087
297.902,1.087
297.932,1.084
297.962,1.090
297.992,1.086
298.022,1.080
298.052,1.093
298.082,1.096
298.112,1.076
298.142,1.083
298.172,1.077
298.202,1.084
298.232,1.084
298.262,1.085
298.292,1.083
298.322,1.077
298.352,1.087
298.382,1.088
298.412,1.093
298.442,1.091
298.472,1.085
298.502,1.088
298.532,1.085
298.562,1.094
298.592,1.087
298.622,1.091
298.652,1.083
298.682,1.085
298.712,1.086
298.742,1.091
298.772,1.090
298.802,1.092
298.832,1.089
298.862,1.089
298.892,1.090
298.922,1.089
298.952,1.086
298.982,1.079
299.012,1.080
299.042,1.078
299.072,1.099
299.102,1.091
299.132,1.079
299.162,1.084
299.192,1.094
299.222,1.077
299.252,1.085
299.282,1.086
299.312,1.090
299.342,1.085
299.372,1.085
299.402,1.084
299.432,1.090
299.462,1.088
299.492,1.085
299.522,1.089
299.552,1.087
299.582,1.088
299.612,1.091
299.642,1.088
299.672,1.081
299.702,1.078
299.732,1.088
299.762,1.091
299.792,1.089
299.822,1.085
299.852,1.086
299.882,1.088
299.912,1.087
299.942,1.089
299.972,1.094
300.002,1.092
300.032,1.088
300.062,1.088
300.092,1.090
300.122,1.091
300.152,1.089
300.182,1.091
300.212,1.090
300.242,1.094
300.272,1.086
300.302,1.091
300.332,1.088
300.362,1.087
300.392,1.094
300.422,1.094
300.452,1.088
300.482,1.087
300.512,1.092
300.542,1.097
300.572,1.104
300.602,1.101
300.632,1.104
300.662,1.117
300.692,1.134
300.722,1.118
300.752,1.112
300.782,1.119
300.812,1.124
300.842,1.124
300.872,1.080
300.902,1.024
300.932,1.008
300.962,1.030
300.992,1.032
301.022,1.026
301.052,1.044
301.082,1.044
301.112,1.064
301.142,1.076
301.172,1.077
301.202,1.070
301.232,1.065
301.262,1.062
301.292,1.064
301.322,1.065
301.352,1.078
301.382,1.076
301.412,1.087
301.442,1.092
301.472,1.104
301.502,1.104
301.532,1.098
301.562,1.097
301.592,1.098
301.622,1.098
301.652,1.088
301.682,1.097
301.712,1.090
301.742,1.086
301.772,1.091
301.802,1.088
301.832,1.087
301.862,1.092
301.892,1.086
301.922,1.080
301.952,1.080
301.982,1.079
302.012,1.081
302.042,1.081
302.072,1.090
302.102,1.092
302.132,1.085
302.162,1.079
302.192,1.084
302.222,1.083
302.252,1.083
302.282,1.086
302.312,1.093
302.342,1.087
302.372,1.081
302.402,1.082
302.432,1.084
302.462,1.082
302.492,1.083
302.522,1.077
302.552,1.081
302.582,1.074
302.612,1.084
302.642,1.083
302.672,1.081
302.702,1.088
302.732,1.084
302.762,1.078
302.792,1.089
302.822,1.091
302.852,1.087
302.882,1.088
302.912,1.090
302.942,1.080
302.972,1.084
303.002,1.087
303.032,1.094
303.062,1.095
303.092,1.082
303.122,1.083
303.152,1.079
303.182,1.095
303.212,1.104
303.242,1.100
303.272,1.081
303.302,1.077
303.332,1.082
303.362,1.088
303.392,1.091
303.422,1.079
303.452,1.080
303.482,1.075
303.512,1.074
303.542,1.077
303.572,1.092
303.602,1.088
303.632,1.076
303.662,1.080
303.692,1.084
303.722,1.076
303.752,1.079
303.782,1.076
303.812,1.083
303.842,1.084
303.872,1.082
303.902,1.088
303.932,1.085
303.962,1.092
303.992,1.090
304.022,1.084
304.052,1.087
304.082,1.086
304.112,1.095
304.142,1.083
304.172,1.081
304.202,1.096
304.232,1.093
304.262,1.095
304.292,1.088
304.322,1.092
304.352,1.088
304.382,1.090
304.412,1.091
304.442,1.091
304.472,1.089
304.502,1.092
304.532,1.093
304.562,1.092
304.592,1.086
304.622,1.087
304.652,1.086
304.682,1.090
304.712,1.092
304.742,1.080
304.772,1.087
304.802,1.094
304.832,1.086
304.862,1.091
304.892,1.080
304.922,1.086
304.952,1.082
304.982,1.086
305.012,1.088
305.042,1.093
305.072,1.084
305.102,1.085
305.132,1.087
305.162,1.088
305.192,1.088
305.222,1.089
305.252,1.085
305.282,1.088
305.312,1.085
305.342,1.079
305.372,1.088
305.402,1.095
305.432,1.089
305.462,1.088
305.492,1.090
305.522,1.091
305.552,1.088
305.582,1.089
305.612,1.088
305.642,1.085
305.672,1.085
305.702,1.085
305.732,1.087
305.762,1.089
305.792,1.092
305.822,1.089
305.852,1.086
305.882,1.086
305.912,1.090
305.942,1.091
305.972,1.084
306.002,1.088
306.032,1.091
306.062,1.090
306.092,1.087
306.122,1.090
306.152,1.097
306.182,1.090
306.212,1.093
306.242,1.093
306.272,1.092
306.302,1.092
306.332,1.096
306.362,1.091
306.392,1.096
306.422,1.101
306.452,1.101
306.482,1.111
306.512,1.111
306.542,1.105
306.572,1.089
306.602,1.100
306.632,1.071
306.662,1.076
306.692,1.100
306.722,1.093
306.752,1.075
306.782,1.070
306.812,1.064
306.842,1.051
306.872,1.060
306.902,1.067
306.932,1.075
306.962,1.073
306.992,1.083
307.022,1.078
307.052,1.077
307.082,1.084
307.112,1.084
307.142,1.086
307.172,1.089
307.202,1.091
307.232,1.089
307.262,1.086
307.292,1.089
307.322,1.082
307.352,1.086
307.382,1.084
307.412,1.089
307.442,1.083
307.472,1.083
307.502,1.084
307.532,1.077
307.562,1.082
307.592,1.086
307.622,1.089
307.652,1.091
307.682,1.090
307.712,1.090
307.742,1.083
307.772,1.083
307.802,1.087
307.832,1.089
307.862,1.085
307.892,1.083
307.922,1.095
307.952,1.092
307.982,1.084
308.012,1.080
308.042,1.081
308.072,1.079
308.102,1.087
308.132,1.087
308.162,1.096
308.192,1.083
308.222,1.081
308.252,1.088
308.282,1.089
308.312,1.081
308.342,1.087
308.372,1.087
308.402,1.087
308.432,1.088
308.462,1.091
308.492,1.086
308.522,1.087
308.552,1.087
308.582,1.087
308.612,1.085
308.642,1.082
308.672,1.091
308.702,1.088
308.732,1.081
308.762,1.085
308.792,1.093
308.822,1.096
308.852,1.089
308.882,1.075
308.912,1.083
308.942,1.090
308.972,1.088
309.002,1.089
309.032,1.081
309.062,1.085
309.092,1.085
309.122,1.088
309.152,1.088
309.182,1.083
309.212,1.092
309.242,1.092
309.272,1.083
309.302,1.078
309.332,1.085
309.362,1.088
309.392,1.093
309.422,1.085
309.452,1.084
309.482,1.088
309.512,1.087
309.542,1.089
309.572,1.093
309.602,1.088
309.632,1.073
309.662,1.077
309.692,1.093
309.722,1.090
309.752,1.091
309.782,1.100
309.812,1.091
309.842,1.080
309.872,1.083
309.902,1.082
309.932,1.079
309.962,1.090
309.992,1.089
310.022,1.084
310.052,1.087
310.082,1.089
310.112,1.090
310.142,1.086
310.172,1.087
310.202,1.088
310.232,1.088
310.262,1.087
310.292,1.089
310.322,1.093
310.352,1.078
310.382,1.081
310.412,1.087
310.442,1.091
310.472,1.086
310.502,1.089
310.532,1.086
310.562,1.087
310.592,1.085
310.622,1.085
310.652,1.085
310.682,1.088
310.712,1.086
310.742,1.084
310.772,1.091
310.802,1.088
310.832,1.087
310.862,1.086
310.892,1.089
310.922,1.091
310.952,1.079
310.982,1.081
311.012,1.093
311.042,1.090
311.072,1.091
311.102,1.085
311.132,1.092
311.162,1.090
311.192,1.081
311.222,1.089
311.252,1.079
311.282,1.087
311.312,1.089
311.342,1.084
311.372,1.090
311.402,1.096
311.432,1.093
311.462,1.086
311.492,1.080
311.522,1.087
311.552,1.087
311.582,1.085
311.612,1.083
311.642,1.090
311.672,1.088
311.702,1.091
311.732,1.088
311.762,1.092
311.792,1.089
311.822,1.087
311.852,1.087
311.882,1.087
311.912,1.091
311.942,1.087
311.972,1.088
312.002,1.094
312.032,1.089
312.062,1.088
312.092,1.090
312.122,1.088
312.152,1.087
312.182,1.087
312.212,1.091
312.242,1.099
312.272,1.095
312.302,1.095
312.332,1.097
312.362,1.096
312.392,1.090
312.422,1.104
312.452,1.132
312.482,1.139
312.512,1.118
312.542,1.095
312.572,1.090
312.602,1.090
312.632,1.082
312.662,1.076
312.692,1.062
312.722,1.073
312.752,1.071
312.782,1.062
312.812,1.059
312.842,1.080
312.872,1.072
312.902,1.080
312.932,1.101
312.962,1.101
312.992,1.088
313.022,1.085
313.052,1.075
313.082,1.062
313.112,1.049
313.142,1.058
313.172,1.059
313.202,1.063
313.232,1.037
313.262,1.049
313.292,1.054
313.322,1.062
313.352,1.062
313.382,1.044
313.412,1.040
313.442,1.056
313.472,1.063
313.502,1.046
313.532,1.046
313.562,1.067
313.592,1.081
313.622,1.065
313.652,1.054
