df_hash,22ZHK4.JEJ4QH
254.175,1.059
254.205,1.067
254.235,1.070
254.265,1.081
254.295,1.080
254.325,1.079
254.355,1.096
254.385,1.098
254.415,1.110
254.445,1.108
254.475,1.095
254.505,1.077
254.535,1.057
254.565,1.045
254.595,1.051
254.625,1.051
254.655,1.052
254.685,1.047
254.715,1.047
254.745,1.036
254.775,1.040
254.805,1.043
254.835,1.037
254.865,1.040
254.895,1.037
254.925,1.040
254.955,1.035
254.985,1.041
255.015,1.041
255.045,1.048
255.075,1.039
255.105,1.038
255.135,1.047
255.165,1.049
255.195,1.061
255.225,1.069
255.255,1.062
255.285,1.074
255.315,1.068
255.345,1.062
255.375,1.060
255.405,1.067
255.435,1.064
255.465,1.051
255.495,1.054
255.525,1.043
255.555,1.039
255.585,1.061
255.615,1.059
255.645,1.050
255.675,1.065
255.705,1.060
255.735,1.057
255.765,1.077
255.795,1.050
255.825,1.064
255.855,1.062
255.885,1.039
255.915,1.059
255.945,1.059
255.975,1.059
256.005,1.072
256.035,1.066
256.065,1.062
256.095,1.056
256.125,1.051
256.155,1.052
256.185,1.049
256.215,1.058
256.245,1.049
256.275,1.040
256.305,1.048
256.335,1.035
256.365,1.037
256.395,1.060
256.425,1.035
256.455,1.059
256.485,1.066
256.515,1.045
256.545,1.062
256.575,1.057
256.605,1.069
256.635,1.059
256.665,1.057
256.695,1.065
256.725,1.062
256.755,1.050
256.785,1.058
256.815,1.064
256.845,1.056
256.875,1.060
256.905,1.065
256.935,1.065
256.965,1.060
256.995,1.056
257.025,1.062
257.055,1.065
257.085,1.064
257.115,1.060
257.145,1.064
257.175,1.069
257.205,1.072
257.235,1.066
257.265,1.064
257.295,1.058
257.325,1.055
257.355,1.065
257.385,1.066
257.415,1.061
257.445,1.070
257.475,1.071
257.505,1.068
257.535,1.062
257.565,1.062
257.595,1.062
257.625,1.058
257.655,1.061
257.685,1.062
257.715,1.068
257.745,1.063
257.775,1.063
257.805,1.067
257.835,1.062
257.865,1.067
257.895,1.066
257.925,1.062
257.955,1.058
257.985,1.063
258.015,1.063
258.045,1.060
258.075,1.058
258.105,1.064
258.135,1.066
258.165,1.067
258.195,1.071
258.225,1.068
258.255,1.062
258.285,1.054
258.315,1.053
258.345,1.060
258.375,1.069
258.405,1.070
258.435,1.076
258.465,1.059
258.495,1.062
258.525,1.059
258.555,1.060
258.585,1.063
258.615,1.057
258.645,1.063
258.675,1.066
258.705,1.062
258.735,1.062
258.765,1.066
258.795,1.069
258.825,1.069
258.855,1.064
258.885,1.065
258.915,1.063
258.945,1.059
258.975,1.057
259.005,1.054
259.035,1.059
259.065,1.065
259.095,1.062
259.125,1.068
259.155,1.067
259.185,1.065
259.215,1.063
259.245,1.061
259.275,1.065
259.305,1.066
259.335,1.067
259.365,1.069
259.395,1.063
259.425,1.060
259.455,1.056
259.485,1.059
259.515,1.070
259.545,1.062
259.575,1.059
259.605,1.069
259.635,1.078
259.665,1.069
259.695,1.070
259.725,1.084
259.755,1.073
259.785,1.072
259.815,1.100
259.845,1.100
259.875,1.104
259.905,1.107
259.935,1.090
259.965,1.078
259.995,1.061
260.025,1.050
260.055,1.041
260.085,1.029
260.115,1.033
260.145,1.026
260.175,1.033
260.205,1.027
260.235,1.037
260.265,1.024
260.295,1.031
260.325,1.042
260.355,1.040
260.385,1.036
260.415,1.039
260.445,1.051
260.475,1.049
260.505,1.055
260.535,1.058
260.565,1.060
260.595,1.063
260.625,1.067
260.655,1.062
260.685,1.062
260.715,1.061
260.745,1.055
260.775,1.064
260.805,1.062
260.835,1.064
260.865,1.074
260.895,1.066
260.925,1.056
260.955,1.060
260.985,1.046
261.015,1.056
261.045,1.054
261.075,1.051
261.105,1.063
261.135,1.061
261.165,1.042
261.195,1.066
261.225,1.059
261.255,1.052
261.285,1.077
261.315,1.047
261.345,1.048
261.375,1.059
261.405,1.027
261.435,1.035
261.465,1.048
261.495,1.023
261.525,1.053
261.555,1.061
261.585,1.039
261.615,1.062
261.645,1.057
261.675,1.044
261.705,1.069
261.735,1.062
261.765,1.070
261.795,1.077
261.825,1.057
261.855,1.061
261.885,1.066
261.915,1.055
261.945,1.073
261.975,1.071
262.005,1.062
262.035,1.074
262.065,1.067
262.095,1.059
262.125,1.062
262.155,1.062
262.185,1.060
262.215,1.062
262.245,1.067
262.275,1.062
262.305,1.061
262.335,1.065
262.365,1.071
262.395,1.063
262.425,1.070
262.455,1.060
262.485,1.057
262.515,1.063
262.545,1.065
262.575,1.071
262.605,1.079
262.635,1.067
262.665,1.068
262.695,1.062
262.725,1.064
262.755,1.072
262.785,1.064
262.815,1.056
262.845,1.063
262.875,1.062
262.905,1.061
262.935,1.064
262.965,1.073
262.995,1.075
263.025,1.069
263.055,1.067
263.085,1.071
263.115,1.065
263.145,1.060
263.175,1.063
263.205,1.073
263.235,1.070
263.265,1.068
263.295,1.068
263.325,1.062
263.355,1.060
263.385,1.065
263.415,1.062
263.445,1.061
263.475,1.068
263.505,1.072
263.535,1.069
263.565,1.082
263.595,1.078
263.625,1.067
263.655,1.064
263.685,1.051
263.715,1.068
263.745,1.076
263.775,1.070
263.805,1.064
263.835,1.073
263.865,1.087
263.895,1.068
263.925,1.054
263.955,1.062
263.985,1.059
264.015,1.054
264.045,1.046
264.075,1.036
264.105,1.040
264.135,1.053
264.165,1.063
264.195,1.058
264.225,1.041
264.255,1.058
264.285,1.069
264.315,1.061
264.345,1.050
264.375,1.043
264.405,1.050
264.435,1.054
264.465,1.039
264.495,1.046
264.525,1.061
264.555,1.058
264.585,1.063
264.615,1.061
264.645,1.057
264.675,1.062
264.705,1.056
264.735,1.050
264.765,1.071
264.795,1.069
264.825,1.056
264.855,1.060
264.885,1.060
264.915,1.045
264.945,1.056
264.975,1.073
265.005,1.059
265.035,1.059
265.065,1.077
265.095,1.057
265.125,1.044
265.155,1.065
265.185,1.059
265.215,1.045
265.245,1.058
265.275,1.067
265.305,1.042
265.335,1.036
265.365,1.053
265.395,1.042
265.425,1.053
265.455,1.051
265.485,1.051
265.515,1.039
265.545,1.039
265.575,1.042
265.605,1.043
265.635,1.059
265.665,1.061
265.695,1.050
265.725,1.053
265.755,1.056
265.785,1.052
265.815,1.046
265.845,1.048
265.875,1.050
265.905,1.054
265.935,1.058
265.965,1.060
265.995,1.050
266.025,1.062
266.055,1.054
266.085,1.052
266.115,1.061
266.145,1.062
266.175,1.067
266.205,1.062
266.235,1.044
266.265,1.058
266.295,1.065
266.325,1.062
266.355,1.056
266.385,1.052
266.415,1.052
266.445,1.062
266.475,1.050
266.505,1.050
266.535,1.055
266.565,1.059
266.595,1.056
266.625,1.044
266.655,1.045
266.685,1.046
266.715,1.042
266.745,1.053
266.775,1.067
266.805,1.055
266.835,1.054
266.865,1.058
266.895,1.055
266.925,1.046
266.955,1.060
266.985,1.054
267.015,1.048
267.045,1.046
267.075,1.065
267.105,1.068
267.135,1.054
267.165,1.059
267.195,1.062
267.225,1.059
267.255,1.055
267.285,1.042
267.315,1.044
267.345,1.048
267.375,1.059
267.405,1.059
267.435,1.054
267.465,1.062
267.495,1.052
267.525,1.046
267.555,1.038
267.585,1.047
267.615,1.053
267.645,1.047
267.675,1.050
267.705,1.054
267.735,1.053
267.765,1.055
267.795,1.055
267.825,1.053
267.855,1.055
267.885,1.062
267.915,1.054
267.945,1.054
267.975,1.063
268.005,1.061
268.035,1.054
268.065,1.060
268.095,1.059
268.125,1.057
268.155,1.049
268.185,1.053
268.215,1.058
268.245,1.042
268.275,1.051
268.305,1.062
268.335,1.055
268.365,1.049
268.395,1.058
268.425,1.060
268.455,1.056
268.485,1.054
268.515,1.066
268.545,1.063
268.575,1.059
268.605,1.065
268.635,1.055
268.665,1.053
268.695,1.052
268.725,1.055
268.755,1.061
268.785,1.065
268.815,1.058
268.845,1.057
268.875,1.058
268.905,1.059
268.935,1.051
268.965,1.053
268.995,1.051
269.025,1.050
269.055,1.053
269.085,1.053
269.115,1.058
269.145,1.057
269.175,1.050
269.205,1.047
269.235,1.045
269.265,1.050
269.295,1.056
269.325,1.051
269.355,1.058
269.385,1.059
269.415,1.066
269.445,1.060
269.475,1.056
269.505,1.057
269.535,1.062
269.565,1.056
269.595,1.064
269.625,1.064
269.655,1.055
269.685,1.056
269.715,1.057
269.745,1.052
269.775,1.059
269.805,1.062
269.835,1.057
269.865,1.042
269.895,1.044
269.925,1.059
269.955,1.055
269.985,1.056
270.015,1.065
270.045,1.070
270.075,1.063
270.105,1.059
270.135,1.062
270.165,1.058
270.195,1.051
270.225,1.058
270.255,1.055
270.285,1.059
270.315,1.063
270.345,1.062
270.375,1.067
270.405,1.065
270.435,1.076
270.465,1.068
270.495,1.066
270.525,1.070
270.555,1.070
270.585,1.057
270.615,1.056
270.645,1.051
270.675,1.041
270.705,1.036
270.735,1.049
270.765,1.049
270.795,1.043
270.825,1.040
270.855,1.033
270.885,1.041
270.915,1.051
270.945,1.039
270.975,1.044
271.005,1.042
271.035,1.042
271.065,1.056
271.095,1.062
271.125,1.054
271.155,1.063
271.185,1.061
271.215,1.054
271.245,1.056
271.275,1.061
271.305,1.058
271.335,1.062
271.365,1.062
271.395,1.055
271.425,1.063
271.455,1.065
271.485,1.061
271.515,1.062
271.545,1.053
271.575,1.053
271.605,1.062
271.635,1.057
271.665,1.061
271.695,1.073
271.725,1.069
271.755,1.057
271.785,1.061
271.815,1.062
271.845,1.063
271.875,1.059
271.905,1.055
271.935,1.063
271.965,1.060
271.995,1.058
272.025,1.060
272.055,1.062
272.085,1.058
272.115,1.063
272.145,1.052
272.175,1.057
272.205,1.055
272.235,1.058
272.265,1.062
272.295,1.066
272.325,1.064
272.355,1.067
272.385,1.058
272.415,1.055
272.445,1.050
272.475,1.050
272.505,1.057
272.535,1.060
272.565,1.057
272.595,1.065
272.625,1.058
272.655,1.057
272.685,1.062
272.715,1.062
272.745,1.063
272.775,1.063
272.805,1.069
272.835,1.066
272.865,1.056
272.895,1.059
272.925,1.062
272.955,1.056
272.985,1.055
273.015,1.056
273.045,1.059
273.075,1.055
273.105,1.053
273.135,1.061
273.165,1.059
273.195,1.058
273.225,1.060
273.255,1.062
273.285,1.064
273.315,1.064
273.345,1.060
273.375,1.060
273.405,1.054
273.435,1.056
273.465,1.068
273.495,1.061
273.525,1.073
273.555,1.074
273.585,1.066
273.615,1.046
273.645,1.046
273.675,1.046
273.705,1.044
273.735,1.060
273.765,1.071
273.795,1.068
273.825,1.078
273.855,1.078
273.885,1.068
273.915,1.075
273.945,1.067
273.975,1.058
274.005,1.071
274.035,1.058
274.065,1.051
274.095,1.058
274.125,1.073
274.155,1.063
274.185,1.056
274.215,1.059
274.245,1.063
274.275,1.063
274.305,1.061
274.335,1.067
274.365,1.070
274.395,1.062
274.425,1.074
274.455,1.084
274.485,1.081
274.515,1.078
274.545,1.075
274.575,1.077
274.605,1.070
274.635,1.064
274.665,1.067
274.695,1.066
274.725,1.073
274.755,1.078
274.785,1.069
274.815,1.060
274.845,1.068
274.875,1.076
274.905,1.071
274.935,1.078
274.965,1.069
274.995,1.062
275.025,1.060
275.055,1.064
275.085,1.063
275.115,1.054
275.145,1.065
275.175,1.080
275.205,1.077
275.235,1.082
275.265,1.091
275.295,1.097
275.325,1.105
275.355,1.123
275.385,1.125
275.415,1.112
275.445,1.103
275.475,1.081
275.505,1.068
275.535,1.055
275.565,1.039
275.595,1.049
275.625,1.046
275.655,1.024
275.685,1.045
275.715,1.052
275.745,1.036
275.775,1.040
275.805,1.033
275.835,1.022
275.865,1.031
275.895,1.045
275.925,1.022
275.955,1.039
275.985,1.040
276.015,1.028
276.045,1.054
276.075,1.057
276.105,1.046
276.135,1.051
276.165,1.051
276.195,1.054
276.225,1.061
276.255,1.058
276.285,1.049
276.315,1.059
276.345,1.062
276.375,1.079
276.405,1.098
276.435,1.065
276.465,1.069
276.495,1.078
276.525,1.072
276.555,1.056
276.585,1.068
276.615,1.063
276.645,1.065
276.675,1.067
276.705,1.065
276.735,1.060
276.765,1.062
276.795,1.061
276.825,1.059
276.855,1.056
276.885,1.063
276.915,1.068
276.945,1.056
276.975,1.057
277.005,1.062
277.035,1.065
277.065,1.064
277.095,1.068
277.125,1.064
277.155,1.063
277.185,1.074
277.215,1.063
277.245,1.058
277.275,1.061
277.305,1.051
277.335,1.050
277.365,1.054
277.395,1.062
277.425,1.060
277.455,1.056
277.485,1.067
277.515,1.063
277.545,1.060
277.575,1.060
277.605,1.060
277.635,1.058
277.665,1.060
277.695,1.071
277.725,1.067
277.755,1.065
277.785,1.063
277.815,1.066
277.845,1.062
277.875,1.065
277.905,1.068
277.935,1.057
277.965,1.052
277.995,1.053
278.025,1.060
278.055,1.065
278.085,1.071
278.115,1.070
278.145,1.062
278.175,1.061
278.205,1.053
278.235,1.063
278.265,1.070
278.295,1.058
278.325,1.066
278.355,1.065
278.385,1.058
278.415,1.054
278.445,1.060
278.475,1.067
278.505,1.059
278.535,1.064
278.565,1.064
278.595,1.063
278.625,1.058
278.655,1.055
278.685,1.056
278.715,1.063
278.745,1.065
278.775,1.063
278.805,1.064
278.835,1.063
278.865,1.062
278.895,1.063
278.925,1.062
278.955,1.053
278.985,1.060
279.015,1.070
279.045,1.071
279.075,1.074
279.105,1.068
279.135,1.064
279.165,1.065
279.195,1.062
279.225,1.063
279.255,1.062
279.285,1.064
279.315,1.068
279.345,1.062
279.375,1.063
279.405,1.069
279.435,1.069
279.465,1.071
279.495,1.062
279.525,1.060
279.555,1.062
279.585,1.063
279.615,1.065
279.645,1.067
279.675,1.065
279.705,1.068
279.735,1.067
279.765,1.062
279.795,1.064
279.825,1.064
279.855,1.062
279.885,1.064
279.915,1.070
279.945,1.074
279.975,1.070
280.005,1.057
280.035,1.051
280.065,1.045
280.095,1.050
280.125,1.057
280.155,1.068
280.185,1.066
280.215,1.079
280.245,1.079
280.275,1.065
280.305,1.069
280.335,1.070
280.365,1.065
280.395,1.067
280.425,1.073
280.455,1.064
280.485,1.066
280.515,1.065
280.545,1.065
280.575,1.069
280.605,1.064
280.635,1.077
280.665,1.077
280.695,1.074
280.725,1.072
280.755,1.068
280.785,1.065
280.815,1.073
280.845,1.071
280.875,1.081
280.905,1.081
280.935,1.068
280.965,1.065
280.995,1.068
281.025,1.068
281.055,1.085
281.085,1.091
281.115,1.096
281.145,1.123
281.175,1.121
281.205,1.115
281.235,1.121
281.265,1.118
281.295,1.073
281.325,1.060
281.355,1.062
281.385,1.043
281.415,1.028
281.445,1.025
281.475,1.030
281.505,1.026
281.535,1.024
281.565,1.019
281.595,1.013
281.625,1.011
281.655,1.015
281.685,1.007
281.715,1.014
281.745,1.013
281.775,1.012
281.805,1.013
281.835,1.029
281.865,1.038
281.895,1.039
281.925,1.052
281.955,1.056
281.985,1.055
282.015,1.049
282.045,1.050
282.075,1.065
282.105,1.061
282.135,0.989
282.165,1.007
282.195,1.037
282.225,1.047
282.255,1.038
282.285,1.025
282.315,1.044
282.345,1.027
282.375,1.023
282.405,1.022
282.435,1.042
282.465,1.071
282.495,1.049
282.525,1.030
282.555,1.031
282.585,1.021
282.615,1.014
282.645,1.002
282.675,1.015
282.705,1.033
282.735,1.026
282.765,1.051
282.795,1.057
282.825,1.062
282.855,1.052
282.885,1.052
282.915,1.059
282.945,1.055
282.975,1.043
283.005,1.043
283.035,1.045
283.065,1.036
283.095,1.019
283.125,1.021
283.155,1.014
283.185,1.005
283.215,1.012
283.245,1.016
283.275,1.009
283.305,1.003
283.335,1.020
283.365,1.026
283.395,1.034
283.425,1.039
283.455,1.056
283.485,1.056
283.515,1.047
283.545,1.038
283.575,1.037
283.605,1.043
283.635,1.029
283.665,1.027
283.695,1.040
283.725,1.041
283.755,1.026
283.785,1.021
283.815,1.032
283.845,1.028
283.875,1.026
283.905,1.022
283.935,1.022
283.965,1.041
283.995,1.039
284.025,1.047
284.055,1.056
284.085,1.051
284.115,1.044
284.145,1.034
284.175,1.036
284.205,1.040
284.235,1.029
284.265,1.034
284.295,1.034
284.325,1.023
284.355,1.024
284.385,1.013
284.415,1.023
284.445,1.040
284.475,1.043
284.505,1.028
284.535,1.026
284.565,1.041
284.595,1.026
284.625,1.027
284.655,1.016
284.685,1.032
284.715,1.052
284.745,1.034
284.775,1.046
284.805,1.047
284.835,1.054
284.865,1.044
284.895,1.039
284.925,1.032
284.955,1.031
284.985,1.034
285.015,1.021
285.045,1.031
285.075,1.031
285.105,1.021
285.135,1.026
285.165,1.035
285.195,1.039
285.225,1.047
285.255,1.048
285.285,1.050
285.315,1.031
285.345,1.030
285.375,1.029
285.405,1.035
285.435,1.034
285.465,1.036
285.495,1.033
285.525,1.038
285.555,1.044
285.585,1.049
285.615,1.046
285.645,1.051
285.675,1.044
285.705,1.043
285.735,1.056
285.765,1.044
285.795,1.050
285.825,1.048
285.855,1.055
285.885,1.070
285.915,1.089
285.945,1.071
285.975,1.061
286.005,1.071
286.035,1.093
286.065,1.097
286.095,1.091
286.125,1.089
286.155,1.085
286.185,1.072
286.215,1.067
286.245,1.055
286.275,1.045
286.305,1.043
286.335,1.023
286.365,1.018
286.395,0.998
286.425,0.944
286.455,0.962
286.485,1.025
286.515,0.970
286.545,0.957
286.575,0.966
286.605,0.930
286.635,1.010
286.665,1.048
286.695,0.966
286.725,0.994
286.755,1.062
286.785,1.033
286.815,1.123
286.845,1.211
286.875,1.197
286.905,1.089
286.935,1.100
286.965,1.114
286.995,1.087
287.025,1.062
287.055,1.063
287.085,1.045
287.115,0.975
287.145,1.010
287.175,1.023
287.205,1.033
287.235,1.011
287.265,0.952
287.295,0.990
287.325,0.961
287.355,0.939
287.385,0.994
287.415,1.012
287.445,1.036
287.475,1.026
287.505,1.041
287.535,1.055
287.565,1.038
287.595,1.017
287.625,1.037
287.655,1.071
287.685,1.069
287.715,1.101
287.745,1.081
287.775,1.072
287.805,1.083
287.835,1.061
287.865,1.067
287.895,1.091
287.925,1.081
287.955,1.062
287.985,1.050
288.015,1.049
288.045,1.044
288.075,1.059
288.105,1.063
288.135,1.067
288.165,1.064
288.195,1.060
288.225,1.057
288.255,1.065
288.285,1.077
288.315,1.104
288.345,1.102
288.375,1.094
288.405,1.090
288.435,1.073
288.465,1.089
288.495,1.110
288.525,1.129
288.555,1.165
288.585,1.140
288.615,1.113
288.645,1.113
288.675,1.109
288.705,1.090
288.735,1.099
288.765,1.091
288.795,1.071
288.825,1.063
288.855,1.017
288.885,0.989
288.915,0.975
288.945,0.934
288.975,0.894
289.005,0.948
289.035,0.976
289.065,0.980
289.095,1.016
289.125,1.007
289.155,1.017
289.185,1.048
289.215,1.041
289.245,1.039
289.275,1.000
289.305,1.010
289.335,1.029
289.365,1.032
289.395,1.038
289.425,1.040
289.455,1.013
289.485,1.014
289.515,1.017
289.545,1.002
289.575,1.014
289.605,1.064
289.635,1.069
289.665,1.056
289.695,1.061
289.725,1.091
289.755,1.086
289.785,1.065
289.815,1.093
289.845,1.089
289.875,1.010
289.905,1.084
289.935,1.095
289.965,0.963
289.995,1.035
290.025,1.051
290.055,1.013
290.085,1.056
290.115,1.085
290.145,1.039
290.175,1.016
290.205,1.085
290.235,1.064
290.265,0.969
290.295,1.101
290.325,1.118
290.355,1.085
290.385,1.046
290.415,1.104
290.445,1.110
290.475,1.136
290.505,1.116
290.535,1.034
290.565,0.957
290.595,0.959
290.625,0.988
290.655,0.985
290.685,1.014
290.715,1.021
290.745,1.001
290.775,0.939
290.805,0.969
290.835,0.999
290.865,1.006
290.895,1.012
290.925,1.010
290.955,1.060
290.985,1.022
291.015,0.999
291.045,0.991
291.075,1.017
291.105,1.022
291.135,1.008
291.165,1.014
291.195,1.013
291.225,0.993
291.255,1.012
291.285,0.985
291.315,1.026
291.345,1.068
291.375,1.040
291.405,1.066
291.435,1.066
291.465,1.051
291.495,1.062
291.525,1.076
291.555,1.081
291.585,1.066
291.615,1.048
291.645,1.041
291.675,1.034
291.705,1.028
291.735,1.027
291.765,1.033
291.795,1.038
291.825,1.038
291.855,1.026
291.885,1.021
291.915,1.022
291.945,1.005
291.975,0.992
292.005,1.020
292.035,1.016
292.065,1.012
292.095,1.004
292.125,1.020
292.155,1.009
292.185,1.014
292.215,1.022
292.245,1.025
292.275,1.019
292.305,1.011
292.335,1.014
292.365,1.017
292.395,1.024
292.425,1.024
292.455,1.022
292.485,1.027
292.515,1.025
292.545,1.028
292.575,1.021
292.605,1.023
292.635,1.021
292.665,1.020
292.695,1.016
292.725,1.025
292.755,1.021
292.785,1.026
292.815,1.025
292.845,1.012
292.875,1.019
292.905,1.026
292.935,1.020
292.965,1.019
292.995,1.027
293.025,1.023
293.055,1.016
293.085,1.019
293.115,1.024
293.145,1.015
293.175,1.028
293.205,1.029
293.235,1.018
293.265,1.020
293.295,1.020
293.325,1.022
293.355,1.022
293.385,1.017
293.415,1.020
293.445,1.021
293.475,1.024
293.505,1.023
293.535,1.021
293.565,1.025
293.595,1.020
293.625,1.022
293.655,1.014
293.685,1.028
293.715,1.021
293.745,1.019
293.775,1.025
293.805,1.027
293.835,1.019
293.865,1.018
293.895,1.025
293.925,1.033
293.955,1.030
293.985,1.039
294.015,1.044
294.045,1.061
294.075,1.060
294.105,1.075
294.135,1.085
294.165,1.059
294.195,1.025
294.225,1.018
294.255,1.006
294.285,1.001
294.315,1.008
294.345,1.012
294.375,1.011
294.405,1.023
294.435,1.026
294.465,1.019
294.495,1.018
294.525,1.016
294.555,1.010
294.585,1.015
294.615,1.015
294.645,1.015
294.675,1.018
294.705,1.031
294.735,1.019
294.765,1.027
294.795,1.031
294.825,1.037
294.855,1.052
294.885,1.052
294.915,1.021
294.945,1.029
294.975,1.032
295.005,1.025
295.035,1.022
295.065,1.035
295.095,1.024
295.125,1.026
295.155,1.021
295.185,1.018
295.215,1.030
295.245,1.035
295.275,1.038
295.305,1.033
295.335,1.019
295.365,1.033
295.395,1.040
295.425,1.030
295.455,1.016
295.485,1.019
295.515,1.002
295.545,0.993
295.575,1.050
295.605,1.015
295.635,1.049
295.665,1.048
295.695,1.061
295.725,1.059
295.755,1.060
295.785,1.076
295.815,1.063
295.845,1.051
295.875,1.068
295.905,1.055
295.935,1.056
295.965,1.061
295.995,1.057
296.025,1.048
296.055,1.049
296.085,1.052
296.115,1.057
296.145,1.057
296.175,1.055
296.205,1.050
296.235,1.053
296.265,1.051
296.295,1.056
296.325,1.059
296.355,1.051
296.385,1.055
296.415,1.059
296.445,1.054
296.475,1.048
296.505,1.042
296.535,1.045
296.565,1.052
296.595,1.054
296.625,1.054
296.655,1.059
296.685,1.062
296.715,1.058
296.745,1.059
296.775,1.049
296.805,1.047
296.835,1.047
296.865,1.049
296.895,1.057
296.925,1.051
296.955,1.053
296.985,1.052
297.015,1.050
297.045,1.044
297.075,1.054
297.105,1.051
297.135,1.053
297.165,1.055
297.195,1.050
297.225,1.051
297.255,1.072
297.285,1.067
297.315,1.059
297.345,1.051
297.375,1.054
297.405,1.057
297.435,1.066
297.465,1.057
297.495,1.058
297.525,1.061
297.555,1.062
297.585,1.050
297.615,1.046
297.645,1.059
297.675,1.062
297.705,1.077
297.735,1.080
297.765,1.068
297.795,1.053
297.825,1.049
297.855,1.041
297.885,1.047
297.915,1.042
297.945,1.039
297.975,1.043
298.005,1.041
298.035,1.043
298.065,1.052
298.095,1.050
298.125,1.045
298.155,1.060
298.185,1.062
298.215,1.049
298.245,1.049
298.275,1.050
298.305,1.045
298.335,1.034
298.365,1.034
298.395,1.041
298.425,1.041
298.455,1.043
298.485,1.051
298.515,1.052
298.545,1.051
298.575,1.047
298.605,1.044
298.635,1.037
298.665,1.034
298.695,1.028
298.725,1.016
298.755,1.030
298.785,1.038
298.815,1.044
298.845,1.045
298.875,1.044
298.905,1.048
298.935,1.050
298.965,1.045
298.995,1.052
299.025,1.039
299.055,1.024
299.085,1.012
299.115,0.984
299.145,0.972
299.175,0.971
299.205,0.997
299.235,1.051
299.265,1.046
299.295,1.059
299.325,1.069
299.355,1.064
299.385,1.061
299.415,1.056
299.445,1.057
299.475,1.031
299.505,1.042
299.535,1.037
299.565,1.026
299.595,1.039
299.625,1.031
299.655,1.020
299.685,0.999
299.715,1.005
299.745,1.023
299.775,1.032
299.805,1.028
299.835,1.030
299.865,1.030
299.895,1.021
299.925,1.034
299.955,1.047
299.985,1.043
300.015,1.040
300.045,1.045
300.075,1.045
300.105,1.039
300.135,1.045
300.165,1.060
300.195,1.049
300.225,1.054
300.255,1.055
300.285,1.041
300.315,1.045
300.345,1.056
300.375,1.046
300.405,1.046
300.435,1.058
300.465,1.054
300.495,1.045
300.525,1.044
300.555,1.042
300.585,1.034
300.615,1.030
300.645,1.041
300.675,1.045
300.705,1.038
300.735,1.036
300.765,1.042
300.795,1.041
300.825,1.040
300.855,1.038
300.885,1.042
300.915,1.037
300.945,1.045
300.975,1.044
301.005,1.041
301.035,1.037
301.065,1.034
301.095,1.044
301.125,1.042
301.155,1.042
301.185,1.038
301.215,1.037
301.245,1.044
301.275,1.050
301.305,1.038
301.335,1.044
301.365,1.045
301.395,1.041
301.425,1.039
301.455,1.047
301.485,1.048
301.515,1.042
301.545,1.039
301.575,1.039
301.605,1.037
301.635,1.045
301.665,1.045
301.695,1.042
301.725,1.041
301.755,1.041
301.785,1.039
301.815,1.043
301.845,1.047
301.875,1.050
301.905,1.054
301.935,1.049
301.965,1.039
301.995,1.044
302.025,1.035
302.055,1.038
302.085,1.047
302.115,1.042
302.145,1.038
302.175,1.047
302.205,1.047
302.235,1.037
302.265,1.041
302.295,1.044
302.325,1.043
302.355,1.039
302.385,1.043
302.415,1.041
302.445,1.048
302.475,1.041
302.505,1.054
302.535,1.049
302.565,1.047
302.595,1.051
302.625,1.060
302.655,1.060
302.685,1.044
302.715,1.048
302.745,1.066
302.775,1.060
302.805,1.048
302.835,1.060
302.865,1.111
302.895,1.089
302.925,1.066
302.955,1.084
302.985,1.065
303.015,1.009
303.045,0.994
303.075,0.992
303.105,1.017
303.135,1.024
303.165,1.008
303.195,1.009
303.225,1.009
303.255,1.021
303.285,1.026
303.315,1.025
303.345,1.018
303.375,1.035
303.405,1.041
303.435,1.031
303.465,1.043
303.495,1.044
303.525,1.034
303.555,1.043
303.585,1.052
303.615,1.052
303.645,1.036
303.675,1.017
303.705,1.025
303.735,1.046
303.765,1.065
303.795,1.069
303.825,1.073
303.855,1.081
303.885,1.034
303.915,1.034
303.945,1.054
303.975,1.026
304.005,1.022
304.035,1.005
304.065,1.018
304.095,1.027
304.125,1.037
304.155,1.049
304.185,1.032
304.215,1.038
304.245,1.029
304.275,1.002
304.305,0.981
304.335,1.002
304.365,0.994
304.395,0.996
304.425,1.014
304.455,1.008
304.485,1.034
304.515,1.058
304.545,1.037
304.575,1.032
304.605,1.015
304.635,1.031
304.665,1.055
304.695,1.053
304.725,1.050
304.755,1.052
304.785,1.051
304.815,1.073
304.845,1.055
304.875,1.047
304.905,1.045
304.935,1.048
304.965,1.048
304.995,1.047
305.025,1.038
305.055,1.043
305.085,1.046
305.115,1.043
305.145,1.037
305.175,1.042
305.205,1.042
305.235,1.041
305.265,1.040
305.295,1.032
305.325,1.044
305.355,1.041
305.385,1.042
305.415,1.045
305.445,1.044
305.475,1.053
305.505,1.043
305.535,1.037
305.565,1.043
305.595,1.040
305.625,1.045
305.655,1.044
305.685,1.050
305.715,1.053
305.745,1.052
305.775,1.046
305.805,1.047
305.835,1.042
305.865,1.046
305.895,1.043
305.925,1.045
305.955,1.042
305.985,1.040
306.015,1.044
306.045,1.050
306.075,1.054
306.105,1.036
306.135,1.036
306.165,1.044
306.195,1.045
306.225,1.050
306.255,1.055
306.285,1.043
306.315,1.041
306.345,1.040
306.375,1.041
306.405,1.045
306.435,1.053
306.465,1.046
306.495,1.045
306.525,1.046
306.555,1.050
