df_hash,22ZHK4.A59L8C
408.751,1.073
408.781,1.078
408.811,1.057
408.841,1.057
408.871,1.062
408.901,1.058
408.931,1.082
408.961,1.072
408.991,1.070
409.021,1.081
409.051,1.076
409.081,1.062
409.111,1.062
409.141,1.077
409.171,1.088
409.201,1.064
409.231,1.062
409.261,1.080
409.291,1.086
409.321,1.054
409.351,1.080
409.381,1.096
409.411,1.066
409.441,1.069
409.471,1.082
409.501,1.070
409.531,1.059
409.561,1.072
409.591,1.071
409.621,1.074
409.651,1.076
409.681,1.078
409.711,1.054
409.741,1.071
409.771,1.064
409.801,1.062
409.831,1.087
409.861,1.077
409.891,1.064
409.921,1.075
409.951,1.067
409.981,1.064
410.011,1.070
410.041,1.072
410.071,1.079
410.101,1.075
410.131,1.075
410.161,1.081
410.191,1.081
410.221,1.070
410.251,1.075
410.281,1.071
410.311,1.072
410.341,1.060
410.371,1.066
410.401,1.044
410.431,1.016
410.461,1.063
410.491,1.137
410.521,1.155
410.551,1.102
410.581,1.082
410.611,1.085
410.641,1.086
410.671,1.065
410.701,1.046
410.731,1.067
410.761,1.056
410.791,1.042
410.821,1.073
410.851,1.089
410.881,1.047
410.911,1.048
410.941,1.028
410.971,1.068
411.001,1.101
411.031,1.070
411.061,1.082
411.091,1.060
411.121,1.041
411.151,1.046
411.181,1.065
411.211,1.076
411.241,1.055
411.271,1.068
411.301,1.064
411.331,1.079
411.361,1.046
411.391,1.010
411.421,1.050
411.451,1.090
411.481,1.077
411.511,1.116
411.541,1.104
411.571,1.075
411.601,1.069
411.631,1.055
411.661,1.061
411.691,1.070
411.721,1.060
411.751,1.057
411.781,1.061
411.811,1.060
411.841,1.074
411.871,1.074
411.901,1.067
411.931,1.067
411.961,1.054
411.991,1.062
412.021,1.060
412.051,1.062
412.081,1.054
412.111,1.058
412.141,1.077
412.171,1.077
412.201,1.065
412.231,1.069
412.261,1.048
412.291,1.045
412.321,1.076
412.351,1.076
412.381,1.057
412.411,1.056
412.441,1.076
412.471,1.086
412.501,1.085
412.531,1.104
412.561,1.073
412.591,1.076
412.621,1.093
412.651,1.085
412.681,1.058
412.711,1.025
412.741,1.006
412.771,1.022
412.801,1.046
412.831,1.054
412.861,1.051
412.891,1.052
412.921,1.070
412.951,1.060
412.981,1.054
413.011,1.039
413.041,1.030
413.071,1.032
413.101,1.050
413.131,1.073
413.161,1.094
413.191,1.081
413.221,1.038
413.251,1.043
413.281,1.067
413.311,1.070
413.341,1.097
413.371,1.146
413.401,1.107
413.431,1.086
413.461,1.059
413.491,1.066
413.521,1.067
413.551,1.074
413.581,1.061
413.611,1.071
413.641,1.069
413.671,1.076
413.701,1.042
413.731,1.029
413.761,1.027
413.791,1.023
413.821,1.002
413.851,0.998
413.881,1.023
413.911,1.018
413.941,0.984
413.971,1.009
414.001,1.020
414.031,1.025
414.061,0.995
414.091,0.982
414.121,1.050
414.151,1.066
414.181,1.015
414.211,1.011
414.241,1.030
414.271,1.066
414.301,1.081
414.331,1.053
414.361,1.043
414.391,1.058
414.421,1.039
414.451,1.017
414.481,1.044
414.511,1.047
414.541,1.022
414.571,1.021
414.601,1.045
414.631,1.033
414.661,1.013
414.691,1.045
414.721,1.044
414.751,1.058
414.781,1.049
414.811,1.026
414.841,1.054
414.871,1.059
414.901,1.052
414.931,1.054
414.961,1.050
414.991,1.063
415.021,1.058
415.051,1.059
415.081,1.067
415.111,1.054
415.141,1.059
415.171,1.079
415.201,1.068
415.231,1.050
415.261,1.074
415.291,1.067
415.321,1.059
415.351,1.086
415.381,1.096
415.411,1.074
415.441,1.073
415.471,1.042
415.501,1.031
415.531,1.041
415.561,1.054
415.591,1.048
415.621,1.050
415.651,1.055
415.681,1.035
415.711,1.005
415.741,1.002
415.771,1.030
415.801,1.036
415.831,1.051
415.861,1.070
415.891,1.064
415.921,1.050
415.951,1.045
415.981,1.048
416.011,1.033
416.041,1.051
416.071,1.060
416.101,1.081
416.131,1.060
416.161,1.049
416.191,1.042
416.221,1.028
416.251,1.009
416.281,1.012
416.311,0.998
416.341,1.028
416.371,1.050
416.401,1.033
416.431,1.034
416.461,1.046
416.491,1.061
416.521,1.064
416.551,1.042
416.581,1.015
416.611,1.050
416.641,1.028
416.671,1.030
416.701,1.030
416.731,1.037
416.761,1.041
416.791,1.054
416.821,1.064
416.851,1.093
416.881,1.040
416.911,1.063
416.941,1.084
416.971,1.035
417.001,1.027
417.031,1.062
417.061,1.063
417.091,1.073
417.121,1.098
417.151,1.067
417.181,1.045
417.211,1.087
417.241,1.099
417.271,1.090
417.301,1.070
417.331,1.062
417.361,1.068
417.391,1.081
417.421,1.033
417.451,1.013
417.481,1.054
417.511,1.069
417.541,1.037
417.571,1.047
417.601,1.078
417.631,1.088
417.661,1.069
417.691,1.060
417.721,1.075
417.751,1.061
417.781,1.050
417.811,1.059
417.841,1.067
417.871,1.048
417.901,1.056
417.931,1.062
417.961,1.077
417.991,1.099
418.021,1.078
418.051,1.045
418.081,1.036
418.111,1.061
418.141,1.025
418.171,1.058
418.201,1.045
418.231,1.047
418.261,1.065
418.291,1.075
418.321,1.050
418.351,1.080
418.381,1.081
418.411,1.049
418.441,1.010
418.471,1.032
418.501,1.008
418.531,1.104
418.561,1.124
418.591,1.118
418.621,1.080
418.651,1.074
418.681,1.064
418.711,1.046
418.741,1.053
418.771,1.065
418.801,1.066
418.831,1.106
418.861,1.069
418.891,1.055
418.921,1.057
418.951,1.005
418.981,1.036
419.011,1.028
419.041,1.075
419.071,1.084
419.101,1.092
419.131,1.058
419.161,1.054
419.191,1.058
419.221,1.063
419.251,1.074
419.281,1.078
419.311,1.090
419.341,1.054
419.371,1.062
419.401,1.066
419.431,1.041
419.461,1.021
419.491,1.033
419.521,1.055
419.551,1.050
419.581,1.076
419.611,1.120
419.641,1.042
419.671,1.038
419.701,1.095
419.731,1.066
419.761,1.045
419.791,1.071
419.821,1.066
419.851,1.093
419.881,1.120
419.911,1.106
419.941,1.099
419.971,1.106
420.001,1.061
420.031,1.058
420.061,1.055
420.091,1.038
420.121,1.039
420.151,1.013
420.181,1.026
420.211,1.054
420.241,1.053
420.271,1.041
420.301,1.071
420.331,1.052
420.361,0.996
420.391,1.041
420.421,1.049
420.451,1.049
420.481,1.023
420.511,1.015
420.541,1.049
420.571,1.062
420.601,1.044
420.631,1.049
420.661,1.032
420.691,1.033
420.721,1.025
420.751,1.018
420.781,1.024
420.811,1.017
420.841,0.995
420.871,1.000
420.901,0.969
420.931,0.958
420.961,1.016
420.991,1.030
421.021,0.989
421.051,0.979
421.081,1.051
421.111,1.049
421.141,1.055
421.171,1.055
421.201,1.007
421.231,1.026
421.261,1.012
421.291,0.972
421.321,1.076
421.351,1.068
421.381,1.017
421.411,1.009
421.441,1.009
421.471,0.991
421.501,0.976
421.531,0.983
421.561,0.947
421.591,0.928
421.621,0.944
421.651,0.951
421.681,1.010
421.711,1.071
421.741,1.150
421.771,1.170
421.801,1.157
421.831,1.125
421.861,1.043
421.891,1.054
421.921,0.969
421.951,0.916
421.981,0.959
422.011,0.991
422.041,0.991
422.071,0.988
422.101,1.037
422.131,1.059
422.161,1.005
422.191,0.977
422.221,1.023
422.251,1.050
422.281,1.079
422.311,1.060
422.341,1.035
422.371,1.001
422.401,0.964
422.431,0.984
422.461,1.009
422.491,1.021
422.521,1.027
422.551,1.041
422.581,1.065
422.611,1.045
422.641,1.015
422.671,1.023
422.701,1.015
422.731,1.032
422.761,1.030
422.791,1.058
422.821,1.001
422.851,1.008
422.881,1.041
422.911,1.040
422.941,1.084
422.971,1.047
423.001,1.018
423.031,1.053
423.061,1.056
423.091,1.009
423.121,1.026
423.151,1.057
423.181,1.054
423.211,1.039
423.241,1.038
423.271,1.025
423.301,1.036
423.331,1.068
423.361,1.081
423.391,0.995
423.421,1.026
423.451,1.034
423.481,1.007
423.511,0.992
423.541,1.009
423.571,0.997
423.601,0.969
423.631,1.006
423.661,1.014
423.691,1.006
423.721,1.011
423.751,1.051
423.781,1.064
423.811,1.062
423.841,1.103
423.871,1.104
423.901,1.041
423.931,1.012
423.961,1.016
423.991,1.020
424.021,1.021
424.051,1.045
424.081,1.045
424.111,1.037
424.141,1.050
424.171,1.074
424.201,1.046
424.231,1.035
424.261,1.029
424.291,1.025
424.321,1.042
424.351,1.039
424.381,0.992
424.411,1.036
424.441,1.039
424.471,1.033
424.501,0.980
424.531,0.998
424.561,0.986
424.591,1.020
424.621,1.055
424.651,1.037
424.681,1.022
424.711,1.009
424.741,1.011
424.771,1.040
424.801,1.046
424.831,1.049
424.861,1.037
424.891,1.032
424.921,1.019
424.951,1.005
424.981,0.996
425.011,1.003
425.041,1.026
425.071,1.032
425.101,1.067
425.131,1.032
425.161,1.041
425.191,1.032
425.221,0.998
425.251,0.994
425.281,1.079
425.311,1.065
425.341,1.028
425.371,1.034
425.401,0.987
425.431,0.953
425.461,0.951
425.491,1.023
425.521,1.071
425.551,1.071
425.581,1.044
425.611,1.014
425.641,0.997
425.671,1.015
425.701,1.030
425.731,1.033
425.761,1.017
425.791,1.040
425.821,1.003
425.851,1.059
425.881,1.087
425.911,1.032
425.941,0.956
425.971,0.967
426.001,1.069
426.031,1.103
426.061,1.062
426.091,1.011
426.121,0.983
426.151,1.048
426.181,1.036
426.211,1.015
426.241,1.020
426.271,0.997
426.301,1.002
426.331,1.042
426.361,1.042
426.391,1.032
426.421,1.006
426.451,1.018
426.481,1.021
426.511,1.014
426.541,1.000
426.571,1.002
426.601,1.017
426.631,1.031
426.661,1.042
426.691,1.030
426.721,1.041
426.751,1.028
426.781,1.042
426.811,1.021
426.841,1.019
426.871,1.042
426.901,1.069
426.931,1.052
426.961,1.031
426.991,1.062
427.021,1.042
427.051,1.049
427.081,0.999
427.111,0.995
427.141,1.024
427.171,1.011
427.201,1.027
427.231,1.055
427.261,1.046
427.291,1.019
427.321,1.032
427.351,1.071
427.381,1.042
427.411,1.009
427.441,1.020
427.471,1.045
427.501,1.042
427.531,1.040
427.561,1.023
427.591,1.022
427.621,1.020
427.651,1.011
427.681,1.042
427.711,1.041
427.741,1.011
427.771,1.056
427.801,1.033
427.831,1.012
427.861,1.015
427.891,0.985
427.921,1.016
427.951,1.106
427.981,1.146
428.011,1.062
428.041,1.066
428.071,1.045
428.101,1.039
428.131,1.056
428.161,1.062
428.191,1.065
428.221,1.003
428.251,0.958
428.281,1.043
428.311,1.056
428.341,1.037
428.371,1.003
428.401,1.009
428.431,1.063
428.461,1.071
428.491,1.035
428.521,1.029
428.551,1.012
428.581,1.013
428.611,1.026
428.641,1.054
428.671,1.034
428.701,1.024
428.731,1.065
428.761,1.078
428.791,1.049
428.821,1.021
428.851,1.001
428.881,1.017
428.911,1.052
428.941,1.032
428.971,1.035
429.001,1.048
429.031,1.038
429.061,1.049
429.091,1.061
429.121,1.032
429.151,1.054
429.181,1.022
429.211,1.023
429.241,1.028
429.271,1.022
429.301,1.022
429.331,1.015
429.361,1.030
429.391,1.036
429.421,1.076
429.451,1.044
429.481,1.019
429.511,1.010
429.541,1.024
429.571,1.012
429.601,1.014
429.631,1.013
429.661,0.982
429.691,1.000
429.721,0.984
429.751,1.020
429.781,1.068
429.811,0.995
429.841,0.950
429.871,0.968
429.901,1.002
429.931,0.988
429.961,0.995
429.991,1.036
430.021,1.011
430.051,0.961
430.081,0.965
430.111,0.973
430.141,0.994
430.171,0.998
430.201,1.104
430.231,1.134
430.261,1.088
430.291,1.039
430.321,1.023
430.351,1.010
430.381,1.003
430.411,1.022
430.441,1.062
430.471,1.094
430.501,1.149
430.531,1.149
430.561,1.134
430.591,1.080
430.621,1.058
430.651,1.003
430.681,0.946
430.711,0.920
430.741,0.941
430.771,0.969
430.801,0.989
430.831,1.023
430.861,1.026
430.891,0.982
430.921,0.971
430.951,0.976
430.981,1.005
431.011,0.994
431.041,0.961
431.071,1.011
431.101,1.025
431.131,1.004
431.161,0.969
431.191,0.955
431.221,0.974
431.251,1.001
431.281,0.961
431.311,0.962
431.341,0.983
431.371,1.009
431.401,1.022
431.431,1.044
431.461,0.995
431.491,0.978
431.521,0.987
431.551,1.045
431.581,1.054
431.611,1.037
431.641,0.973
431.671,1.000
431.701,1.056
431.731,1.059
431.761,0.995
431.791,1.009
431.821,1.029
431.851,0.974
431.881,0.985
431.911,1.024
431.941,1.011
431.971,0.988
432.001,1.029
432.031,1.062
432.061,1.062
432.091,1.023
432.121,1.063
432.151,1.070
432.181,1.024
432.211,1.009
432.241,1.011
432.271,1.053
432.301,1.049
432.331,0.979
432.361,0.983
432.391,1.033
432.421,1.065
432.451,1.034
432.481,1.065
432.511,1.088
432.541,1.090
432.571,1.063
432.601,1.046
432.631,1.014
432.661,1.014
432.691,1.034
432.721,0.980
432.751,1.007
432.781,0.997
432.811,1.003
432.841,0.966
432.871,0.994
432.901,1.032
432.931,1.030
432.961,1.090
432.991,1.042
433.021,1.023
433.051,0.979
433.081,1.034
433.111,1.062
433.141,1.078
433.171,1.081
433.201,1.075
433.231,1.038
433.261,0.986
433.291,0.932
433.321,1.006
433.351,1.081
433.381,1.097
433.411,1.040
433.441,1.007
433.471,1.020
433.501,0.961
433.531,0.944
433.561,0.975
433.591,0.979
433.621,0.991
433.651,1.031
433.681,1.068
433.711,1.048
433.741,1.063
433.771,1.041
433.801,1.044
433.831,1.000
433.861,1.014
433.891,1.002
433.921,0.975
433.951,0.946
433.981,1.020
434.011,1.062
434.041,0.998
434.071,0.998
434.101,1.070
434.131,1.022
434.161,0.937
434.191,1.026
434.221,1.003
434.251,0.996
434.281,1.041
434.311,1.029
434.341,1.057
434.371,1.022
434.401,1.013
434.431,0.977
434.461,0.961
434.491,0.968
434.521,1.063
434.551,1.081
434.581,1.045
434.611,1.006
434.641,1.065
434.671,1.060
434.701,1.005
434.731,0.994
434.761,1.015
434.791,1.034
434.821,1.018
434.851,0.996
434.881,1.004
434.911,1.035
434.941,1.033
434.971,1.051
435.001,1.050
435.031,1.068
435.061,1.062
435.091,1.043
435.121,1.031
435.151,1.026
435.181,1.021
435.211,1.007
435.241,1.001
435.271,1.024
435.301,1.042
435.331,1.017
435.361,0.992
435.391,1.063
435.421,1.038
435.451,0.971
435.481,0.994
435.511,1.031
435.541,1.055
435.571,1.028
435.601,1.027
435.631,1.062
435.661,1.071
435.691,1.027
435.721,1.010
435.751,0.997
435.781,0.989
435.811,0.986
435.841,1.030
435.871,1.013
435.901,1.024
435.931,1.056
435.961,1.032
435.991,1.007
436.021,1.032
436.051,1.072
436.081,1.050
436.111,1.049
436.141,1.043
436.171,1.053
436.201,1.061
436.231,1.022
436.261,0.990
436.291,0.943
436.321,0.969
436.351,0.977
436.381,0.977
436.411,1.001
436.441,1.044
436.471,1.070
436.501,1.079
436.531,1.085
436.561,1.092
436.591,1.050
436.621,1.001
436.651,0.980
436.681,0.997
436.711,1.008
436.741,1.016
436.771,1.007
436.801,1.014
436.831,0.997
436.861,1.020
436.891,1.053
436.921,1.054
436.951,0.998
436.981,0.994
437.011,1.021
437.041,1.040
437.071,1.068
437.101,1.022
437.131,0.968
437.161,0.972
437.191,0.982
437.221,0.980
437.251,1.006
437.281,1.026
437.311,1.027
437.341,1.023
437.371,1.018
437.401,1.035
437.431,1.028
437.461,1.030
437.491,1.024
437.521,1.011
437.551,1.010
437.581,1.006
437.611,0.994
437.641,1.017
437.671,1.045
437.701,1.062
437.731,1.045
437.761,1.023
437.791,1.016
437.821,1.007
437.851,1.021
437.881,1.019
437.911,1.007
437.941,0.982
437.971,0.970
438.001,0.980
438.031,0.998
438.061,1.017
438.091,0.998
438.121,0.998
438.151,1.013
438.181,1.010
438.211,1.005
438.241,1.021
438.271,1.025
438.301,1.039
438.331,1.043
438.361,1.053
438.391,1.040
438.421,1.048
438.451,1.009
438.481,1.011
438.511,1.021
438.541,1.021
438.571,1.030
438.601,1.042
438.631,1.016
438.661,0.995
438.691,1.069
438.721,1.061
438.751,1.006
438.781,0.981
438.811,0.937
438.841,0.951
438.871,0.980
438.901,0.994
438.931,1.009
438.961,1.047
438.991,1.063
439.021,1.038
439.051,1.013
439.081,0.991
439.111,0.982
439.141,0.975
439.171,0.985
439.201,0.984
439.231,1.005
439.261,0.989
439.291,0.970
439.321,1.047
439.351,1.072
439.381,1.043
439.411,1.044
439.441,1.043
439.471,1.056
439.501,1.042
439.531,1.003
439.561,1.001
439.591,1.015
439.621,0.992
439.651,0.948
439.681,0.984
439.711,1.006
439.741,1.027
439.771,1.037
439.801,1.019
439.831,1.006
439.861,1.015
439.891,1.013
439.921,1.021
439.951,1.025
439.981,1.021
440.011,1.021
440.041,1.017
440.071,1.017
440.101,1.026
440.131,1.021
440.161,1.008
440.191,1.015
440.221,1.028
440.251,1.016
440.281,1.018
440.311,1.065
440.341,1.060
440.371,1.021
440.401,1.078
440.431,1.137
440.461,1.021
440.491,0.929
440.521,0.979
440.551,1.013
440.581,1.021
440.611,1.046
440.641,1.042
440.671,1.017
440.701,1.038
440.731,1.041
440.761,1.045
440.791,0.993
440.821,1.007
440.851,1.049
440.881,1.056
440.911,1.054
440.941,1.076
440.971,1.040
441.001,1.037
441.031,1.048
441.061,1.031
441.091,1.033
441.121,1.045
441.151,1.035
441.181,1.048
441.211,1.045
441.241,1.043
441.271,1.055
441.301,1.053
441.331,1.061
441.361,1.025
441.391,1.044
441.421,1.061
441.451,1.040
441.481,1.037
441.511,1.043
441.541,1.039
441.571,1.031
441.601,1.040
441.631,1.021
441.661,1.040
441.691,1.034
441.721,1.036
441.751,1.043
441.781,1.050
441.811,1.046
441.841,1.048
441.871,1.025
441.901,1.020
441.931,1.044
441.961,1.028
441.991,1.090
442.021,1.021
442.051,1.031
442.081,1.074
442.111,1.079
442.141,1.067
442.171,1.032
442.201,1.032
442.231,1.052
442.261,1.057
442.291,1.030
442.321,1.020
442.351,1.046
442.381,1.052
442.411,1.014
442.441,1.037
442.471,1.052
442.501,1.051
442.531,1.028
442.561,1.030
442.591,1.031
442.621,1.029
442.651,1.018
442.681,1.028
442.711,1.034
442.741,1.020
442.771,1.038
442.801,1.038
442.831,1.039
442.861,1.038
442.891,1.033
442.921,1.050
442.951,1.058
442.981,1.034
443.011,1.035
443.041,1.023
443.071,1.033
443.101,1.035
443.131,1.026
443.161,1.035
443.191,1.062
443.221,1.041
443.251,1.005
443.281,1.034
443.311,1.057
443.341,1.034
443.371,1.081
443.401,1.119
443.431,1.131
443.461,1.084
443.491,1.073
443.521,1.038
443.551,0.962
443.581,0.963
443.611,1.005
443.641,0.975
443.671,1.000
443.701,1.031
443.731,1.079
443.761,1.067
443.791,1.039
443.821,1.024
443.851,1.027
443.881,1.074
443.911,1.042
443.941,1.007
443.971,1.021
444.001,1.068
444.031,1.048
444.061,1.027
444.091,0.978
444.121,0.975
444.151,0.990
444.181,1.017
444.211,1.057
444.241,1.061
444.271,1.030
444.301,1.035
444.331,1.058
444.361,1.071
444.391,1.071
444.421,1.036
444.451,1.011
444.481,1.011
444.511,1.009
444.541,1.027
444.571,1.009
444.601,1.024
444.631,1.023
444.661,0.994
444.691,1.004
444.721,1.075
444.751,1.087
444.781,1.051
444.811,1.043
444.841,1.027
444.871,1.019
444.901,1.005
444.931,1.008
444.961,0.998
444.991,1.002
445.021,1.018
445.051,1.023
445.081,0.983
445.111,0.978
445.141,0.996
445.171,0.985
445.201,1.016
445.231,1.052
445.261,1.067
445.291,1.030
445.321,1.012
445.351,1.013
445.381,1.032
445.411,1.028
445.441,1.013
445.471,1.012
445.501,1.020
445.531,1.026
445.561,1.016
445.591,1.008
445.621,1.010
445.651,1.017
445.681,1.016
445.711,1.013
445.741,1.008
445.771,0.983
445.801,1.033
445.831,1.016
445.861,1.021
445.891,1.023
445.921,1.019
445.951,1.016
445.981,1.021
446.011,1.026
446.041,1.029
446.071,1.022
446.101,1.028
446.131,1.025
446.161,1.018
446.191,1.015
446.221,1.011
446.251,1.003
446.281,1.005
446.311,1.014
446.341,1.020
446.371,1.022
446.401,1.019
446.431,1.022
446.461,1.021
446.491,1.024
446.521,1.034
446.551,1.019
446.581,0.997
446.611,0.979
446.641,0.992
446.671,1.029
446.701,1.063
446.731,1.060
446.761,1.055
446.791,1.040
446.821,1.039
446.851,1.017
446.881,0.975
446.911,0.979
446.941,1.003
446.971,1.026
447.001,1.016
447.031,1.008
447.061,1.033
447.091,1.050
447.121,1.021
447.151,1.021
447.181,1.029
447.211,1.004
447.241,0.995
447.271,0.996
447.301,1.008
447.331,1.041
447.361,1.044
447.391,1.027
447.421,1.017
447.451,1.007
447.481,1.010
447.511,1.046
447.541,1.049
447.571,1.018
447.601,1.006
447.631,1.014
447.661,0.999
447.691,1.025
447.721,1.050
447.751,1.053
447.781,1.026
447.811,1.006
447.841,1.006
447.871,1.007
447.901,0.995
447.931,0.993
447.961,1.024
447.991,1.034
448.021,1.008
448.051,1.009
448.081,1.005
448.111,1.046
448.141,1.044
448.171,0.998
448.201,0.978
448.231,0.990
448.261,1.033
448.291,1.075
448.321,1.063
448.351,1.014
448.381,1.021
448.411,1.019
448.441,1.021
448.471,1.016
448.501,1.025
448.531,1.029
448.561,1.020
448.591,1.017
448.621,1.006
448.651,1.019
448.681,1.035
448.711,1.019
448.741,0.999
448.771,1.018
448.801,1.016
448.831,1.018
448.861,1.040
448.891,1.034
448.921,1.021
448.951,1.021
448.981,1.010
449.011,1.021
449.041,1.033
449.071,1.027
449.101,1.022
449.131,1.036
449.161,1.026
449.191,1.025
449.221,1.006
449.251,1.019
449.281,1.037
449.311,1.010
449.341,1.026
449.371,1.028
449.401,1.015
449.431,1.018
449.461,1.026
449.491,1.034
449.521,1.025
449.551,1.021
449.581,1.019
449.611,1.030
449.641,1.034
449.671,1.036
449.701,1.037
449.731,1.021
449.761,1.022
449.791,1.024
449.821,1.030
449.851,1.037
449.881,1.017
449.911,1.016
449.941,1.037
449.971,1.034
450.001,1.020
450.031,1.023
450.061,1.032
450.091,1.041
450.121,1.020
450.151,1.025
450.181,1.031
450.211,1.032
450.241,1.034
450.271,1.030
450.301,1.033
450.331,1.021
450.361,1.029
450.391,1.040
450.421,1.038
450.451,1.023
450.481,1.027
450.511,1.027
450.541,1.036
450.571,1.042
450.601,1.021
450.631,1.040
450.661,1.038
450.691,1.031
450.721,1.041
450.751,1.052
450.781,1.030
450.811,1.024
450.841,1.040
450.871,1.016
450.901,0.999
450.931,1.026
450.961,1.049
450.991,1.051
451.021,1.028
451.051,1.024
451.081,1.037
451.111,1.025
451.141,1.032
451.171,1.044
451.201,1.039
451.231,1.035
451.261,1.034
451.291,1.033
451.321,1.038
451.351,1.026
451.381,1.042
451.411,1.036
451.441,1.024
451.471,1.033
451.501,1.039
451.531,1.036
451.561,1.034
451.591,1.033
451.621,1.028
451.651,1.028
451.681,1.037
451.711,1.035
451.741,1.034
451.771,1.030
451.801,1.036
451.831,1.036
451.861,1.031
451.891,1.031
451.921,1.042
451.951,1.039
451.981,1.028
452.011,1.036
452.041,1.029
452.071,1.024
452.101,1.039
452.131,1.034
452.161,1.032
452.191,1.034
452.221,1.032
452.251,1.036
452.281,1.033
452.311,1.026
452.341,1.033
452.371,1.035
452.401,1.038
452.431,1.032
452.461,1.030
452.491,1.034
452.521,1.032
452.551,1.033
452.581,1.033
452.611,1.032
452.641,1.033
452.671,1.032
452.701,1.040
452.731,1.040
452.761,1.033
452.791,1.021
452.821,1.036
452.851,1.034
452.881,1.026
452.911,1.037
452.941,1.032
452.971,1.033
453.001,1.045
453.031,1.034
453.061,1.030
453.091,1.035
453.121,1.035
453.151,1.043
453.181,1.025
453.211,1.032
453.241,1.042
453.271,1.033
453.301,1.026
453.331,1.033
453.361,1.028
453.391,1.038
453.421,1.035
453.451,1.035
453.481,1.033
453.511,1.041
453.541,1.034
453.571,1.034
453.601,1.026
453.631,1.041
453.661,1.028
453.691,1.027
453.721,1.040
453.751,1.032
453.781,1.034
453.811,1.034
453.841,1.039
453.871,1.030
453.901,1.037
453.931,1.041
453.961,1.035
453.991,1.032
454.021,1.032
454.051,1.037
454.081,1.042
454.111,1.028
454.141,1.037
454.171,1.039
454.201,1.027
454.231,1.033
454.261,1.040
454.291,1.033
454.321,1.040
454.351,1.037
454.381,1.033
454.411,1.034
454.441,1.040
454.471,1.032
454.501,1.041
454.531,1.029
454.561,1.042
454.591,1.041
454.621,1.032
454.651,1.033
454.681,1.040
454.711,1.034
454.741,1.033
454.771,1.045
454.801,1.039
454.831,1.028
454.861,1.038
454.891,1.038
454.921,1.031
454.951,1.040
454.981,1.039
455.011,1.040
455.041,1.032
455.071,1.041
455.101,1.043
455.131,1.038
455.161,1.026
455.191,1.031
455.221,1.044
455.251,1.043
455.281,1.039
455.311,1.028
455.341,1.046
455.371,1.039
455.401,1.025
455.431,1.036
455.461,1.041
455.491,1.034
455.521,1.035
455.551,1.038
455.581,1.041
455.611,1.039
455.641,1.032
455.671,1.038
455.701,1.044
455.731,1.037
455.761,1.029
455.791,1.037
455.821,1.048
455.851,1.038
455.881,1.038
455.911,1.041
455.941,1.038
455.971,1.041
456.001,1.037
456.031,1.039
456.061,1.040
456.091,1.041
456.121,1.030
456.151,1.039
456.181,1.039
456.211,1.033
456.241,1.039
456.271,1.036
456.301,1.036
456.331,1.044
456.361,1.033
456.391,1.034
456.421,1.039
456.451,1.046
456.481,1.037
456.511,1.036
456.541,1.035
456.571,1.039
456.601,1.037
456.631,1.041
456.661,1.037
456.691,1.033
456.721,1.040
456.751,1.037
456.781,1.037
456.811,1.040
456.841,1.040
456.871,1.035
456.901,1.044
456.931,1.037
456.961,1.035
456.991,1.034
457.021,1.040
457.051,1.039
457.081,1.039
457.111,1.036
457.141,1.043
457.171,1.038
457.201,1.030
457.231,1.045
457.261,1.037
457.291,1.036
457.321,1.041
457.351,1.036
457.381,1.033
457.411,1.041
457.441,1.043
457.471,1.034
457.501,1.039
457.531,1.046
457.561,1.035
457.591,1.038
457.621,1.034
457.651,1.041
457.681,1.038
457.711,1.040
457.741,1.031
457.771,1.045
457.801,1.036
457.831,1.035
457.861,1.036
457.891,1.042
457.921,1.036
457.951,1.038
457.981,1.040
458.011,1.035
458.041,1.038
458.071,1.040
458.101,1.036
458.131,1.041
458.161,1.035
458.191,1.035
458.221,1.040
458.251,1.036
458.281,1.038
458.311,1.042
458.341,1.033
458.371,1.035
458.401,1.042
458.431,1.039
458.461,1.032
458.491,1.049
458.521,1.051
458.551,1.031
458.581,1.027
458.611,1.037
458.641,1.038
458.671,1.037
458.701,1.037
458.731,1.037
458.761,1.041
458.791,1.035
458.821,1.038
458.851,1.049
458.881,1.035
458.911,1.033
458.941,1.047
458.971,1.040
459.001,1.037
459.031,1.040
459.061,1.038
459.091,1.042
459.121,1.035
459.151,1.046
459.181,1.044
459.211,1.035
459.241,1.041
459.271,1.039
459.301,1.044
459.331,1.033
459.361,1.039
459.391,1.036
459.421,1.038
459.451,1.032
459.481,1.041
459.511,1.048
459.541,1.038
459.571,1.037
459.601,1.035
459.631,1.038
459.661,1.040
459.691,1.037
459.721,1.038
459.751,1.038
459.781,1.033
459.811,1.043
459.841,1.042
459.871,1.040
459.901,1.038
459.931,1.039
459.961,1.040
459.991,1.035
460.021,1.038
460.051,1.043
460.081,1.035
460.111,1.042
460.141,1.032
460.171,1.036
460.201,1.041
460.231,1.038
460.261,1.035
460.291,1.038
460.321,1.039
460.351,1.041
460.381,1.044
460.411,1.035
460.441,1.039
460.471,1.045
460.501,1.036
460.531,1.039
460.561,1.034
460.591,1.041
460.621,1.040
460.651,1.040
460.681,1.039
460.711,1.040
460.741,1.042
460.771,1.036
460.801,1.040
460.831,1.045
460.861,1.037
460.891,1.039
460.921,1.044
460.951,1.038
460.981,1.031
461.011,1.042
461.041,1.036
461.071,1.042
461.101,1.041
461.131,1.039
