df_hash,22ZHK4.34VB5M
370.918,1.041
370.948,1.038
370.978,1.046
371.008,1.040
371.038,1.070
371.068,1.088
371.098,1.099
371.128,1.082
371.158,1.074
371.188,1.080
371.218,1.084
371.248,1.090
371.278,1.102
371.308,1.084
371.338,1.079
371.368,1.076
371.398,1.065
371.428,1.065
371.458,1.068
371.488,1.060
371.518,1.072
371.548,1.067
371.578,1.062
371.608,1.066
371.638,1.062
371.668,1.069
371.698,1.057
371.728,1.063
371.758,1.050
371.788,1.051
371.818,1.053
371.848,1.052
371.878,1.062
371.908,1.048
371.938,1.062
371.968,1.061
371.998,1.063
372.028,1.066
372.058,1.060
372.088,1.063
372.118,1.061
372.148,1.068
372.178,1.061
372.208,1.066
372.238,1.063
372.268,1.061
372.298,1.063
372.328,1.063
372.358,1.062
372.388,1.065
372.418,1.055
372.448,1.070
372.478,1.067
372.508,1.063
372.538,1.058
372.568,1.055
372.598,1.062
372.628,1.056
372.658,1.059
372.688,1.054
372.718,1.059
372.748,1.069
372.778,1.063
372.808,1.067
372.838,1.062
372.868,1.064
372.898,1.063
372.928,1.062
372.958,1.065
372.988,1.062
373.018,1.060
373.048,1.064
373.078,1.066
373.108,1.059
373.138,1.061
373.168,1.064
373.198,1.061
373.228,1.059
373.258,1.062
373.288,1.065
373.318,1.065
373.348,1.062
373.378,1.064
373.408,1.068
373.438,1.059
373.468,1.055
373.498,1.054
373.528,1.062
373.558,1.060
373.588,1.062
373.618,1.063
373.648,1.066
373.678,1.061
373.708,1.060
373.738,1.068
373.768,1.062
373.798,1.062
373.828,1.063
373.858,1.065
373.888,1.062
373.918,1.057
373.948,1.064
373.978,1.062
374.008,1.060
374.038,1.061
374.068,1.064
374.098,1.060
374.128,1.067
374.158,1.066
374.188,1.066
374.218,1.067
374.248,1.064
374.278,1.060
374.308,1.061
374.338,1.065
374.368,1.065
374.398,1.062
374.428,1.058
374.458,1.054
374.488,1.062
374.518,1.065
374.548,1.067
374.578,1.066
374.608,1.066
374.638,1.062
374.668,1.060
374.698,1.059
374.728,1.058
374.758,1.054
374.788,1.068
374.818,1.073
374.848,1.070
374.878,1.064
374.908,1.063
374.938,1.060
374.968,1.062
374.998,1.061
375.028,1.068
375.058,1.062
375.088,1.063
375.118,1.059
375.148,1.068
375.178,1.065
375.208,1.063
375.238,1.054
375.268,1.056
375.298,1.058
375.328,1.059
375.358,1.062
375.388,1.067
375.418,1.058
375.448,1.068
375.478,1.062
375.508,1.063
375.538,1.065
375.568,1.061
375.598,1.063
375.628,1.065
375.658,1.062
375.688,1.067
375.718,1.066
375.748,1.063
375.778,1.062
375.808,1.058
375.838,1.059
375.868,1.066
375.898,1.066
375.928,1.068
375.958,1.062
375.988,1.061
376.018,1.064
376.048,1.059
376.078,1.068
376.108,1.065
376.138,1.063
376.168,1.064
376.198,1.062
376.228,1.064
376.258,1.066
376.288,1.060
376.318,1.063
376.348,1.067
376.378,1.059
376.408,1.068
376.438,1.067
376.468,1.062
376.498,1.070
376.528,1.071
376.558,1.074
376.588,1.078
376.618,1.070
376.648,1.064
376.678,1.066
376.708,1.065
376.738,1.069
376.768,1.070
376.798,1.069
376.828,1.043
376.858,1.041
376.888,1.051
376.918,1.051
376.948,1.052
376.978,1.047
377.008,1.051
377.038,1.049
377.068,1.055
377.098,1.049
377.128,1.043
377.158,1.060
377.188,1.062
377.218,1.057
377.248,1.058
377.278,1.048
377.308,1.066
377.338,1.061
377.368,1.061
377.398,1.070
377.428,1.061
377.458,1.061
377.488,1.055
377.518,1.061
377.548,1.059
377.578,1.060
377.608,1.062
377.638,1.058
377.668,1.059
377.698,1.062
377.728,1.061
377.758,1.058
377.788,1.061
377.818,1.060
377.848,1.057
377.878,1.066
377.908,1.061
377.938,1.061
377.968,1.061
377.998,1.062
378.028,1.067
378.058,1.062
378.088,1.062
378.118,1.062
378.148,1.056
378.178,1.062
378.208,1.062
378.238,1.061
378.268,1.061
378.298,1.060
378.328,1.062
378.358,1.059
378.388,1.055
378.418,1.062
378.448,1.066
378.478,1.065
378.508,1.067
378.538,1.066
378.568,1.065
378.598,1.062
378.628,1.062
378.658,1.061
378.688,1.059
378.718,1.067
378.748,1.073
378.778,1.066
378.808,1.071
378.838,1.066
378.868,1.059
378.898,1.066
378.928,1.071
378.958,1.068
378.988,1.066
379.018,1.067
379.048,1.071
379.078,1.069
379.108,1.062
379.138,1.054
379.168,1.060
379.198,1.071
379.228,1.087
379.258,1.094
379.288,1.080
379.318,1.084
379.348,1.071
379.378,1.075
379.408,1.089
379.438,1.061
379.468,1.050
379.498,1.035
379.528,1.034
379.558,1.051
379.588,1.034
379.618,1.022
379.648,1.021
379.678,1.038
379.708,1.034
379.738,1.023
379.768,1.027
379.798,1.035
379.828,1.037
379.858,1.043
379.888,1.049
379.918,1.052
379.948,1.054
379.978,1.066
380.008,1.067
380.038,1.078
380.068,1.079
380.098,1.063
380.128,1.064
380.158,1.061
380.188,1.054
380.218,1.045
380.248,1.058
380.278,1.062
380.308,1.054
380.338,1.064
380.368,1.065
380.398,1.076
380.428,1.075
380.458,1.076
380.488,1.084
380.518,1.097
380.548,1.086
380.578,1.089
380.608,1.086
380.638,1.081
380.668,1.082
380.698,1.083
380.728,1.074
380.758,1.062
380.788,1.040
380.818,1.035
380.848,1.026
380.878,1.012
380.908,1.013
380.938,0.998
380.968,1.019
380.998,1.024
381.028,1.018
381.058,1.023
381.088,0.993
381.118,1.002
381.148,1.037
381.178,1.061
381.208,1.064
381.238,1.093
381.268,1.104
381.298,1.111
381.328,1.116
381.358,1.096
381.388,1.090
381.418,1.064
381.448,1.058
381.478,1.073
381.508,1.066
381.538,1.065
381.568,1.083
381.598,1.078
381.628,1.082
381.658,1.102
381.688,1.086
381.718,1.094
381.748,1.066
381.778,1.066
381.808,1.066
381.838,1.066
381.868,1.076
381.898,1.070
381.928,1.101
381.958,1.104
381.988,1.100
382.018,1.104
382.048,1.100
382.078,1.088
382.108,1.071
382.138,1.057
382.168,1.041
382.198,1.045
382.228,1.047
382.258,1.051
382.288,1.054
382.318,1.064
382.348,1.060
382.378,1.045
382.408,1.031
382.438,1.042
382.468,1.033
382.498,1.012
382.528,1.008
382.558,1.014
382.588,1.026
382.618,1.025
382.648,1.028
382.678,1.040
382.708,1.038
382.738,1.038
382.768,1.034
382.798,1.034
382.828,1.038
382.858,1.035
382.888,1.034
382.918,1.040
382.948,1.034
382.978,1.037
383.008,1.040
383.038,1.031
383.068,1.044
383.098,1.048
383.128,1.041
383.158,1.034
383.188,1.030
383.218,1.054
383.248,1.061
383.278,1.058
383.308,1.071
383.338,1.080
383.368,1.068
383.398,1.059
383.428,1.044
383.458,1.056
383.488,1.067
383.518,1.058
383.548,1.058
383.578,1.059
383.608,1.068
383.638,1.068
383.668,1.085
383.698,1.077
383.728,1.071
383.758,1.065
383.788,1.063
383.818,1.067
383.848,1.062
383.878,1.051
383.908,1.059
383.938,1.053
383.968,1.049
383.998,1.046
384.028,1.058
384.058,1.070
384.088,1.070
384.118,1.075
384.148,1.074
384.178,1.064
384.208,1.072
384.238,1.070
384.268,1.067
384.298,1.074
384.328,1.058
384.358,1.062
384.388,1.057
384.418,1.060
384.448,1.053
384.478,1.050
384.508,1.063
384.538,1.060
384.568,1.061
384.598,1.061
384.628,1.050
384.658,1.060
384.688,1.074
384.718,1.065
384.748,1.064
384.778,1.063
384.808,1.055
384.838,1.054
384.868,1.056
384.898,1.056
384.928,1.062
384.958,1.060
384.988,1.056
385.018,1.056
385.048,1.058
385.078,1.064
385.108,1.059
385.138,1.068
385.168,1.068
385.198,1.060
385.228,1.057
385.258,1.055
385.288,1.050
385.318,1.060
385.348,1.054
385.378,1.060
385.408,1.050
385.438,1.063
385.468,1.052
385.498,1.058
385.528,1.061
385.558,1.067
385.588,1.066
385.618,1.064
385.648,1.055
385.678,1.057
385.708,1.058
385.738,1.053
385.768,1.057
385.798,1.058
385.828,1.055
385.858,1.054
385.888,1.065
385.918,1.062
385.948,1.066
385.978,1.064
386.008,1.058
386.038,1.064
386.068,1.066
386.098,1.060
386.128,1.060
386.158,1.057
386.188,1.056
386.218,1.051
386.248,1.062
386.278,1.062
386.308,1.061
386.338,1.059
386.368,1.060
386.398,1.059
386.428,1.060
386.458,1.062
386.488,1.067
386.518,1.064
386.548,1.059
386.578,1.060
386.608,1.063
386.638,1.061
386.668,1.062
386.698,1.064
386.728,1.068
386.758,1.054
386.788,1.062
386.818,1.062
386.848,1.052
386.878,1.059
386.908,1.062
386.938,1.064
386.968,1.061
386.998,1.059
387.028,1.060
387.058,1.061
387.088,1.062
387.118,1.062
387.148,1.065
387.178,1.066
387.208,1.062
387.238,1.065
387.268,1.059
387.298,1.066
387.328,1.061
387.358,1.066
387.388,1.057
387.418,1.058
387.448,1.063
387.478,1.060
387.508,1.062
387.538,1.059
387.568,1.055
387.598,1.063
387.628,1.062
387.658,1.062
387.688,1.065
387.718,1.060
387.748,1.062
387.778,1.059
387.808,1.065
387.838,1.054
387.868,1.059
387.898,1.060
387.928,1.063
387.958,1.059
387.988,1.060
388.018,1.062
388.048,1.063
388.078,1.065
388.108,1.061
388.138,1.058
388.168,1.062
388.198,1.060
388.228,1.058
388.258,1.062
388.288,1.064
388.318,1.065
388.348,1.061
388.378,1.075
388.408,1.073
388.438,1.082
388.468,1.091
388.498,1.074
388.528,1.075
388.558,1.069
388.588,1.043
388.618,1.044
388.648,1.040
388.678,1.042
388.708,1.053
388.738,1.050
388.768,1.042
388.798,1.042
388.828,1.053
388.858,1.053
388.888,1.052
388.918,1.058
388.948,1.062
388.978,1.055
389.008,1.060
389.038,1.054
389.068,1.051
389.098,1.038
389.128,1.050
389.158,1.055
389.188,1.068
389.218,1.064
389.248,1.067
389.278,1.064
389.308,1.049
389.338,1.060
389.368,1.061
389.398,1.064
389.428,1.062
389.458,1.079
389.488,1.074
389.518,1.061
389.548,1.074
389.578,1.066
389.608,1.064
389.638,1.065
389.668,1.062
389.698,1.051
389.728,1.060
389.758,1.052
389.788,1.048
389.818,1.054
389.848,1.061
389.878,1.063
389.908,1.063
389.938,1.062
389.968,1.064
389.998,1.062
390.028,1.061
390.058,1.059
390.088,1.058
390.118,1.062
390.148,1.063
390.178,1.063
390.208,1.061
390.238,1.058
390.268,1.058
390.298,1.061
390.328,1.060
390.358,1.062
390.388,1.062
390.418,1.057
390.448,1.058
390.478,1.060
390.508,1.065
390.538,1.058
390.568,1.063
390.598,1.066
390.628,1.066
390.658,1.067
390.688,1.066
390.718,1.061
390.748,1.056
390.778,1.061
390.808,1.059
390.838,1.058
390.868,1.060
390.898,1.058
390.928,1.063
390.958,1.067
390.988,1.069
391.018,1.056
391.048,1.065
391.078,1.066
391.108,1.067
391.138,1.066
391.168,1.062
391.198,1.062
391.228,1.065
391.258,1.065
391.288,1.062
391.318,1.063
391.348,1.065
391.378,1.059
391.408,1.062
391.438,1.061
391.468,1.062
391.498,1.064
391.528,1.065
391.558,1.064
391.588,1.065
391.618,1.065
391.648,1.066
391.678,1.054
391.708,1.057
391.738,1.065
391.768,1.062
391.798,1.063
391.828,1.062
391.858,1.056
391.888,1.061
391.918,1.062
391.948,1.067
391.978,1.067
392.008,1.064
392.038,1.065
392.068,1.068
392.098,1.064
392.128,1.060
392.158,1.064
392.188,1.057
392.218,1.063
392.248,1.062
392.278,1.061
392.308,1.066
392.338,1.057
392.368,1.065
392.398,1.063
392.428,1.062
392.458,1.056
392.488,1.060
392.518,1.059
392.548,1.063
392.578,1.064
392.608,1.068
392.638,1.072
392.668,1.065
392.698,1.062
392.728,1.054
392.758,1.062
392.788,1.055
392.818,1.049
392.848,1.062
392.878,1.062
392.908,1.068
392.938,1.065
392.968,1.062
392.998,1.065
393.028,1.066
393.058,1.070
393.088,1.058
393.118,1.067
393.148,1.069
393.178,1.070
393.208,1.061
393.238,1.055
393.268,1.079
393.298,1.063
393.328,1.073
393.358,1.076
393.388,1.080
393.418,1.097
393.448,1.074
393.478,1.072
393.508,1.066
393.538,1.055
393.568,1.064
393.598,1.026
393.628,1.032
393.658,1.028
393.688,1.028
393.718,1.035
393.748,1.036
393.778,1.061
393.808,1.066
393.838,1.072
393.868,1.078
393.898,1.089
393.928,1.102
393.958,1.103
393.988,1.109
394.018,1.107
394.048,1.100
394.078,1.065
394.108,1.070
394.138,1.041
394.168,1.033
394.198,1.048
394.228,1.038
394.258,1.040
394.288,1.040
394.318,1.044
394.348,1.053
394.378,1.046
394.408,1.059
394.438,1.073
394.468,1.055
394.498,1.066
394.528,1.062
394.558,1.048
394.588,1.076
394.618,1.067
394.648,1.072
394.678,1.068
394.708,1.072
394.738,1.065
394.768,1.069
394.798,1.065
394.828,1.068
394.858,1.066
394.888,1.062
394.918,1.073
394.948,1.069
394.978,1.073
395.008,1.069
395.038,1.071
395.068,1.070
395.098,1.064
395.128,1.068
395.158,1.066
395.188,1.060
395.218,1.061
395.248,1.069
395.278,1.065
395.308,1.063
395.338,1.073
395.368,1.058
395.398,1.073
395.428,1.070
395.458,1.059
395.488,1.062
395.518,1.072
395.548,1.072
395.578,1.072
395.608,1.077
395.638,1.073
395.668,1.067
395.698,1.065
395.728,1.062
395.758,1.066
395.788,1.062
395.818,1.066
395.848,1.066
395.878,1.073
395.908,1.067
395.938,1.070
395.968,1.072
395.998,1.075
396.028,1.076
396.058,1.063
396.088,1.067
396.118,1.068
396.148,1.057
396.178,1.067
396.208,1.066
396.238,1.066
396.268,1.071
396.298,1.070
396.328,1.065
396.358,1.074
396.388,1.066
396.418,1.072
396.448,1.075
396.478,1.066
396.508,1.069
396.538,1.061
396.568,1.073
396.598,1.071
396.628,1.068
396.658,1.066
396.688,1.059
396.718,1.067
396.748,1.066
396.778,1.066
396.808,1.072
396.838,1.072
396.868,1.073
396.898,1.072
396.928,1.072
396.958,1.070
396.988,1.068
397.018,1.066
397.048,1.066
397.078,1.069
397.108,1.066
397.138,1.073
397.168,1.069
397.198,1.062
397.228,1.072
397.258,1.070
397.288,1.072
397.318,1.062
397.348,1.067
397.378,1.073
397.408,1.065
397.438,1.079
397.468,1.067
397.498,1.074
397.528,1.068
397.558,1.067
397.588,1.068
397.618,1.063
397.648,1.071
397.678,1.062
397.708,1.064
397.738,1.075
397.768,1.067
397.798,1.074
397.828,1.068
397.858,1.069
397.888,1.072
397.918,1.064
397.948,1.074
397.978,1.071
398.008,1.071
398.038,1.070
398.068,1.075
398.098,1.078
398.128,1.092
398.158,1.085
398.188,1.084
398.218,1.076
398.248,1.075
398.278,1.068
398.308,1.073
398.338,1.079
398.368,1.078
398.398,1.069
398.428,1.064
398.458,1.065
398.488,1.068
398.518,1.073
398.548,1.066
398.578,1.084
398.608,1.092
398.638,1.090
398.668,1.086
398.698,1.089
398.728,1.076
398.758,1.089
398.788,1.083
398.818,1.077
398.848,1.072
398.878,1.050
398.908,1.051
398.938,1.044
398.968,1.040
398.998,1.028
399.028,1.036
399.058,1.033
399.088,1.026
399.118,1.046
399.148,1.064
399.178,1.071
399.208,1.068
399.238,1.062
399.268,1.072
399.298,1.073
399.328,1.049
399.358,1.065
399.388,1.091
399.418,1.073
399.448,1.069
399.478,1.068
399.508,1.080
399.538,1.075
399.568,1.080
399.598,1.083
399.628,1.084
399.658,1.073
399.688,1.066
399.718,1.065
399.748,1.065
399.778,1.063
399.808,1.070
399.838,1.065
399.868,1.070
399.898,1.068
399.928,1.069
399.958,1.067
399.988,1.068
400.018,1.078
400.048,1.073
400.078,1.078
400.108,1.069
400.138,1.073
400.168,1.073
400.198,1.068
400.228,1.063
400.258,1.063
400.288,1.065
400.318,1.062
400.348,1.074
400.378,1.077
400.408,1.068
400.438,1.065
400.468,1.068
400.498,1.072
400.528,1.071
400.558,1.069
400.588,1.072
400.618,1.071
400.648,1.073
400.678,1.072
400.708,1.065
400.738,1.072
400.768,1.068
400.798,1.071
400.828,1.062
400.858,1.064
400.888,1.066
400.918,1.068
400.948,1.073
400.978,1.070
401.008,1.076
401.038,1.073
401.068,1.073
401.098,1.072
401.128,1.069
401.158,1.070
401.188,1.064
401.218,1.065
401.248,1.070
401.278,1.074
401.308,1.067
401.338,1.070
401.368,1.071
401.398,1.071
401.428,1.063
401.458,1.071
401.488,1.067
401.518,1.068
401.548,1.066
401.578,1.075
401.608,1.066
401.638,1.064
401.668,1.067
401.698,1.069
401.728,1.072
401.758,1.066
401.788,1.068
401.818,1.073
401.848,1.062
401.878,1.077
401.908,1.071
401.938,1.068
401.968,1.075
401.998,1.065
402.028,1.071
402.058,1.072
402.088,1.066
402.118,1.071
402.148,1.071
402.178,1.068
402.208,1.069
402.238,1.070
402.268,1.068
402.298,1.066
402.328,1.070
402.358,1.069
402.388,1.071
402.418,1.071
402.448,1.069
402.478,1.077
402.508,1.073
402.538,1.072
402.568,1.075
402.598,1.072
402.628,1.066
402.658,1.064
402.688,1.065
402.718,1.069
402.748,1.069
402.778,1.071
402.808,1.074
402.838,1.069
402.868,1.070
402.898,1.069
402.928,1.068
402.958,1.067
402.988,1.070
403.018,1.075
403.048,1.063
403.078,1.064
403.108,1.064
403.138,1.065
403.168,1.069
403.198,1.073
403.228,1.070
403.258,1.070
403.288,1.072
403.318,1.068
403.348,1.072
403.378,1.079
403.408,1.079
403.438,1.069
403.468,1.072
403.498,1.067
403.528,1.065
403.558,1.063
403.588,1.062
403.618,1.063
403.648,1.065
403.678,1.074
403.708,1.077
403.738,1.071
403.768,1.074
403.798,1.071
403.828,1.071
403.858,1.073
403.888,1.064
403.918,1.072
403.948,1.069
403.978,1.064
404.008,1.066
404.038,1.066
404.068,1.064
404.098,1.073
404.128,1.067
404.158,1.069
404.188,1.074
404.218,1.073
404.248,1.070
404.278,1.071
404.308,1.076
404.338,1.074
404.368,1.070
404.398,1.073
404.428,1.080
404.458,1.085
404.488,1.085
404.518,1.074
404.548,1.078
404.578,1.071
404.608,1.071
404.638,1.074
404.668,1.057
404.698,1.063
404.728,1.065
404.758,1.063
404.788,1.085
404.818,1.079
404.848,1.077
404.878,1.070
404.908,1.069
404.938,1.078
404.968,1.080
404.998,1.082
405.028,1.087
405.058,1.079
405.088,1.078
405.118,1.071
405.148,1.071
405.178,1.091
405.208,1.120
405.238,1.118
405.268,1.106
405.298,1.085
405.328,1.077
405.358,1.068
405.388,1.084
405.418,1.069
405.448,1.048
405.478,1.020
405.508,1.027
405.538,1.039
405.568,1.050
405.598,1.052
405.628,1.045
405.658,1.079
405.688,1.084
405.718,1.097
405.748,1.104
405.778,1.098
405.808,1.102
405.838,1.113
405.868,1.083
405.898,1.072
405.928,1.076
405.958,1.042
405.988,1.026
406.018,0.984
406.048,0.967
406.078,0.949
406.108,0.925
406.138,0.940
406.168,0.958
406.198,0.978
406.228,0.973
406.258,0.986
406.288,1.026
406.318,1.047
406.348,1.096
406.378,1.141
406.408,1.129
406.438,1.108
406.468,1.119
406.498,1.066
406.528,1.074
406.558,1.083
406.588,1.078
406.618,1.077
406.648,1.061
406.678,1.047
406.708,1.054
406.738,1.082
406.768,1.086
406.798,1.063
406.828,1.093
406.858,1.074
406.888,1.100
406.918,1.091
406.948,1.083
406.978,1.086
407.008,1.083
407.038,1.062
407.068,1.057
407.098,1.060
407.128,1.058
407.158,1.060
407.188,1.069
407.218,1.073
407.248,1.069
407.278,1.072
407.308,1.071
407.338,1.067
407.368,1.066
407.398,1.062
407.428,1.072
407.458,1.070
407.488,1.071
407.518,1.072
407.548,1.063
407.578,1.062
407.608,1.064
407.638,1.063
407.668,1.063
407.698,1.062
407.728,1.057
407.758,1.070
407.788,1.059
407.818,1.071
407.848,1.067
407.878,1.068
407.908,1.068
407.938,1.061
407.968,1.064
407.998,1.066
408.028,1.062
408.058,1.064
408.088,1.062
408.118,1.072
408.148,1.066
408.178,1.068
408.208,1.070
408.238,1.062
408.268,1.070
408.298,1.063
408.328,1.068
408.358,1.063
408.388,1.068
408.418,1.062
408.448,1.062
408.478,1.061
408.508,1.062
408.538,1.059
408.568,1.067
408.598,1.065
408.628,1.063
408.658,1.064
408.688,1.070
408.718,1.067
408.748,1.072
408.778,1.067
408.808,1.071
408.838,1.063
408.868,1.069
408.898,1.066
408.928,1.065
408.958,1.065
408.988,1.065
409.018,1.066
409.048,1.067
409.078,1.066
409.108,1.067
409.138,1.066
409.168,1.065
409.198,1.062
409.228,1.072
409.258,1.069
409.288,1.067
409.318,1.068
409.348,1.067
409.378,1.065
409.408,1.069
409.438,1.068
409.468,1.062
409.498,1.072
409.528,1.065
409.558,1.069
409.588,1.067
409.618,1.063
409.648,1.069
409.678,1.062
409.708,1.062
409.738,1.060
409.768,1.065
409.798,1.069
409.828,1.072
409.858,1.074
409.888,1.069
409.918,1.067
409.948,1.079
409.978,1.063
410.008,1.065
410.038,1.064
410.068,1.064
410.098,1.062
410.128,1.062
410.158,1.064
410.188,1.069
410.218,1.070
410.248,1.066
410.278,1.071
410.308,1.073
410.338,1.073
410.368,1.070
410.398,1.067
410.428,1.070
410.458,1.064
410.488,1.064
410.518,1.067
410.548,1.061
410.578,1.069
410.608,1.069
410.638,1.064
410.668,1.070
410.698,1.065
410.728,1.069
410.758,1.067
410.788,1.071
410.818,1.069
410.848,1.068
410.878,1.068
410.908,1.067
410.938,1.066
410.968,1.065
410.998,1.065
411.028,1.067
411.058,1.068
411.088,1.072
411.118,1.073
411.148,1.069
411.178,1.065
411.208,1.064
411.238,1.066
411.268,1.072
411.298,1.066
411.328,1.073
411.358,1.067
411.388,1.066
411.418,1.070
411.448,1.069
411.478,1.068
411.508,1.067
411.538,1.061
411.568,1.069
411.598,1.068
411.628,1.064
411.658,1.069
411.688,1.063
411.718,1.073
411.748,1.076
411.778,1.066
411.808,1.072
411.838,1.067
411.868,1.067
411.898,1.068
411.928,1.066
411.958,1.066
411.988,1.071
412.018,1.071
412.048,1.072
412.078,1.077
412.108,1.089
412.138,1.073
412.168,1.077
412.198,1.078
412.228,1.074
412.258,1.080
412.288,1.075
412.318,1.083
412.348,1.088
412.378,1.091
412.408,1.077
412.438,1.080
412.468,1.080
412.498,1.077
412.528,1.062
412.558,1.066
412.588,1.070
412.618,1.059
412.648,1.061
412.678,1.060
412.708,1.050
412.738,1.058
412.768,1.054
412.798,1.059
412.828,1.052
412.858,1.059
412.888,1.064
412.918,1.053
412.948,1.051
412.978,1.057
413.008,1.063
413.038,1.059
413.068,1.056
413.098,1.061
413.128,1.053
413.158,1.055
413.188,1.063
413.218,1.075
413.248,1.065
413.278,1.074
413.308,1.086
413.338,1.085
413.368,1.077
413.398,1.072
413.428,1.077
413.458,1.041
413.488,1.030
413.518,1.043
413.548,1.024
413.578,1.006
413.608,1.016
413.638,1.044
413.668,1.028
413.698,1.030
413.728,1.032
413.758,1.044
413.788,1.044
413.818,1.030
413.848,1.036
413.878,1.044
413.908,1.062
413.938,1.069
413.968,1.056
413.998,1.045
414.028,1.048
414.058,1.050
414.088,1.055
414.118,1.052
414.148,1.051
414.178,1.035
414.208,1.050
414.238,1.046
414.268,1.043
414.298,1.044
414.328,1.030
414.358,1.032
414.388,1.030
414.418,1.042
414.448,1.058
414.478,1.050
414.508,1.040
414.538,1.050
414.568,1.038
414.598,1.032
414.628,1.042
414.658,1.052
414.688,1.054
414.718,1.061
414.748,1.066
414.778,1.065
414.808,1.056
414.838,1.055
414.868,1.053
414.898,1.062
414.928,1.062
414.958,1.077
414.988,1.070
415.018,1.071
415.048,1.073
415.078,1.069
415.108,1.061
415.138,1.065
415.168,1.061
415.198,1.062
415.228,1.049
415.258,1.055
415.288,1.059
415.318,1.057
415.348,1.060
415.378,1.062
415.408,1.058
415.438,1.053
415.468,1.051
415.498,1.048
415.528,1.047
415.558,1.051
415.588,1.054
415.618,1.052
415.648,1.062
415.678,1.053
415.708,1.060
415.738,1.057
415.768,1.061
415.798,1.069
415.828,1.054
415.858,1.050
415.888,1.058
415.918,1.051
415.948,1.057
415.978,1.060
416.008,1.062
416.038,1.064
416.068,1.062
416.098,1.064
416.128,1.062
416.158,1.065
416.188,1.061
416.218,1.053
416.248,1.060
416.278,1.062
416.308,1.062
416.338,1.069
416.368,1.060
416.398,1.063
416.428,1.072
416.458,1.084
416.488,1.063
416.518,1.084
416.548,1.084
416.578,1.061
416.608,1.071
416.638,1.052
416.668,1.039
416.698,1.048
416.728,1.040
416.758,1.060
416.788,1.040
416.818,1.055
416.848,1.051
416.878,1.051
416.908,1.057
416.938,1.077
416.968,1.102
416.998,1.112
417.028,1.069
417.058,1.058
417.088,1.071
417.118,1.035
417.148,1.013
417.178,1.013
417.208,1.036
417.238,1.046
417.268,1.061
417.298,1.086
417.328,1.049
417.358,1.043
417.388,1.090
417.418,1.082
417.448,1.087
417.478,1.099
417.508,1.104
417.538,1.098
417.568,1.082
417.598,1.075
417.628,1.068
417.658,1.063
417.688,1.063
417.718,1.068
417.748,1.066
417.778,1.065
417.808,1.070
417.838,1.064
417.868,1.052
417.898,1.062
417.928,1.067
417.958,1.067
417.988,1.070
418.018,1.081
418.048,1.080
418.078,1.084
418.108,1.069
418.138,1.069
418.168,1.064
418.198,1.064
418.228,1.075
418.258,1.064
418.288,1.072
418.318,1.074
418.348,1.078
418.378,1.079
418.408,1.073
418.438,1.073
418.468,1.063
418.498,1.067
418.528,1.073
418.558,1.069
418.588,1.069
418.618,1.074
418.648,1.064
418.678,1.066
418.708,1.068
418.738,1.069
418.768,1.073
418.798,1.073
418.828,1.071
418.858,1.065
418.888,1.065
418.918,1.069
418.948,1.062
418.978,1.070
419.008,1.066
419.038,1.073
419.068,1.069
419.098,1.066
419.128,1.065
419.158,1.073
419.188,1.069
419.218,1.065
419.248,1.072
419.278,1.062
419.308,1.062
419.338,1.072
419.368,1.071
419.398,1.064
419.428,1.071
419.458,1.071
419.488,1.063
419.518,1.069
419.548,1.068
419.578,1.066
419.608,1.070
419.638,1.068
419.668,1.077
419.698,1.075
419.728,1.072
419.758,1.067
419.788,1.071
419.818,1.066
419.848,1.069
419.878,1.068
419.908,1.065
419.938,1.063
419.968,1.067
419.998,1.066
420.028,1.075
420.058,1.068
420.088,1.066
420.118,1.077
420.148,1.070
420.178,1.075
420.208,1.071
420.238,1.070
420.268,1.073
420.298,1.063
420.328,1.067
420.358,1.069
420.388,1.070
420.418,1.071
420.448,1.069
420.478,1.074
420.508,1.071
420.538,1.068
420.568,1.069
420.598,1.063
420.628,1.072
420.658,1.081
420.688,1.066
420.718,1.075
420.748,1.068
420.778,1.066
420.808,1.066
420.838,1.072
420.868,1.064
420.898,1.067
420.928,1.069
420.958,1.065
420.988,1.072
421.018,1.073
421.048,1.062
421.078,1.069
421.108,1.074
421.138,1.070
421.168,1.072
421.198,1.068
421.228,1.072
421.258,1.076
421.288,1.073
421.318,1.070
421.348,1.065
421.378,1.066
421.408,1.072
421.438,1.071
421.468,1.065
421.498,1.070
421.528,1.068
421.558,1.072
421.588,1.071
421.618,1.068
421.648,1.066
421.678,1.071
421.708,1.075
421.738,1.069
421.768,1.070
421.798,1.071
421.828,1.072
421.858,1.073
421.888,1.073
421.918,1.067
421.948,1.066
421.978,1.069
422.008,1.064
422.038,1.066
422.068,1.065
422.098,1.069
422.128,1.068
422.158,1.072
422.188,1.074
422.218,1.067
422.248,1.070
422.278,1.072
422.308,1.074
422.338,1.072
422.368,1.069
422.398,1.065
422.428,1.064
422.458,1.070
422.488,1.074
422.518,1.076
422.548,1.082
422.578,1.089
422.608,1.103
422.638,1.102
422.668,1.104
422.698,1.116
422.728,1.116
422.758,1.127
422.788,1.146
422.818,1.146
422.848,1.155
422.878,1.141
422.908,1.121
422.938,1.111
422.968,1.085
422.998,1.077
423.028,1.057
423.058,1.044
423.088,1.053
423.118,1.067
423.148,1.073
423.178,1.078
423.208,1.057
423.238,1.037
423.268,1.001
423.298,1.009
