df_hash,22ZHK4.YBNJA6
249.710,270
249.735,368
249.760,467
249.785,564
249.810,649
249.835,705
249.860,723
249.885,713
249.910,696
249.935,690
249.960,701
249.985,731
250.010,779
250.035,828
250.060,833
250.085,745
250.110,568
250.135,376
250.160,270
250.185,291
250.210,374
250.235,404
250.260,321
250.285,165
250.310,32
250.335,-25
250.360,-41
250.385,-86
250.410,-192
250.435,-321
250.460,-408
250.485,-416
250.510,-353
250.535,-253
250.560,-151
250.585,-70
250.610,-20
250.635,17
250.660,79
250.685,191
250.710,335
250.735,457
250.760,512
250.785,514
250.810,523
250.835,579
250.860,663
250.885,715
250.910,703
250.935,654
250.960,620
250.985,620
251.010,620
251.035,579
251.060,498
251.085,417
251.110,368
251.135,342
251.160,305
251.185,239
251.210,164
251.235,103
251.260,53
251.285,-13
251.310,-113
251.335,-221
251.360,-290
251.385,-291
251.410,-242
251.435,-185
251.460,-144
251.485,-111
251.510,-62
251.535,5
251.560,71
251.585,112
251.610,129
251.635,142
251.660,170
251.685,216
251.710,262
251.735,298
251.760,325
251.785,349
251.810,377
251.835,404
251.860,424
251.885,433
251.910,435
251.935,434
251.960,435
251.985,440
252.010,448
252.035,454
252.060,449
252.085,433
252.110,410
252.135,386
252.160,362
252.185,331
252.210,293
252.235,257
252.260,239
252.285,250
252.310,289
252.335,347
252.360,416
252.385,482
252.410,525
252.435,527
252.460,486
252.485,430
252.510,390
252.535,375
252.560,360
252.585,318
252.610,242
252.635,157
252.660,89
252.685,45
252.710,14
252.735,-8
252.760,-7
252.785,27
252.810,79
252.835,114
252.860,107
252.885,69
252.910,32
252.935,16
252.960,12
252.985,0
253.010,-26
253.035,-57
253.060,-76
253.085,-78
253.110,-64
253.135,-32
253.160,21
253.185,98
253.210,186
253.235,267
253.260,326
253.285,358
253.310,366
253.335,355
253.360,340
253.385,341
253.410,365
253.435,405
253.460,439
253.485,452
253.510,452
253.535,453
253.560,464
253.585,477
253.610,480
253.635,474
253.660,468
253.685,465
253.710,455
253.735,428
253.760,385
253.785,337
253.810,294
253.835,256
253.860,220
253.885,192
253.910,186
253.935,204
253.960,233
253.985,253
254.010,262
254.035,273
254.060,299
254.085,334
254.110,356
254.135,353
254.160,333
254.185,318
254.210,321
254.235,337
254.260,353
254.285,358
254.310,353
254.335,341
254.360,321
254.385,293
254.410,260
254.435,229
254.460,200
254.485,175
254.510,148
254.535,121
254.560,93
254.585,62
254.610,26
254.635,-11
254.660,-43
254.685,-59
254.710,-51
254.735,-18
254.760,34
254.785,95
254.810,151
254.835,192
254.860,220
254.885,242
254.910,266
254.935,291
254.960,308
254.985,312
255.010,311
255.035,317
255.060,331
255.085,342
255.110,340
255.135,327
255.160,314
255.185,305
255.210,291
255.235,267
255.260,241
255.285,224
255.310,217
255.335,208
255.360,193
255.385,184
255.410,185
255.435,171
255.460,89
255.485,-75
255.510,-260
255.535,-348
255.560,-262
255.585,-35
255.610,215
255.635,383
255.660,451
255.685,470
255.710,479
255.735,471
255.760,422
255.785,353
255.810,326
255.835,398
255.860,555
255.885,729
255.910,849
255.935,881
255.960,830
255.985,719
256.010,577
256.035,444
256.060,358
256.085,319
256.110,292
256.135,231
256.160,136
256.185,51
256.210,17
256.235,31
256.260,43
256.285,13
256.310,-50
256.335,-106
256.360,-121
256.385,-93
256.410,-36
256.435,45
256.460,150
256.485,263
256.510,351
256.535,390
256.560,395
256.585,404
256.610,446
256.635,516
256.660,584
256.685,628
256.710,646
256.735,635
256.760,588
256.785,499
256.810,385
256.835,281
256.860,211
256.885,168
256.910,124
256.935,67
256.960,17
256.985,1
257.010,19
257.035,38
257.060,25
257.085,-21
257.110,-75
257.135,-112
257.160,-134
257.185,-152
257.210,-161
257.235,-144
257.260,-91
257.285,-31
257.310,-5
257.335,-33
257.360,-88
257.385,-122
257.410,-102
257.435,-36
257.460,48
257.485,127
257.510,188
257.535,225
257.560,237
257.585,234
257.610,244
257.635,287
257.660,357
257.685,423
257.710,458
257.735,470
257.760,487
257.785,526
257.810,576
257.835,611
257.860,622
257.885,622
257.910,625
257.935,631
257.960,638
257.985,658
258.010,709
258.035,790
258.060,865
258.085,893
258.110,862
258.135,801
258.160,736
258.185,666
258.210,567
258.235,441
258.260,334
258.285,296
258.310,335
258.335,405
258.360,451
258.385,454
258.410,431
258.435,396
258.460,332
258.485,217
258.510,60
258.535,-91
258.560,-195
258.585,-245
258.610,-271
258.635,-303
258.660,-346
258.685,-384
258.710,-404
258.735,-407
258.760,-396
258.785,-372
258.810,-333
258.835,-280
258.860,-223
258.885,-167
258.910,-111
258.935,-56
258.960,-9
258.985,22
259.010,40
259.035,54
259.060,74
259.085,102
259.110,135
259.135,176
259.160,231
259.185,301
259.210,372
259.235,424
259.260,446
259.285,444
259.310,428
259.335,408
259.360,383
259.385,354
259.410,322
259.435,293
259.460,266
259.485,241
259.510,218
259.535,204
259.560,210
259.585,242
259.610,295
259.635,358
259.660,416
259.685,459
259.710,483
259.735,491
259.760,493
259.785,495
259.810,499
259.835,497
259.860,483
259.885,458
259.910,428
259.935,397
259.960,366
259.985,341
260.010,339
260.035,387
260.060,503
260.085,674
260.110,855
260.135,985
260.160,1023
260.185,967
260.210,851
260.235,727
260.260,638
260.285,602
260.310,607
260.335,627
260.360,627
260.385,584
260.410,491
260.435,360
260.460,210
260.485,55
260.510,-111
260.535,-301
260.560,-509
260.585,-700
260.610,-818
260.635,-834
260.660,-764
260.685,-657
260.710,-560
260.735,-480
260.760,-392
260.785,-275
260.810,-133
260.835,7
260.860,120
260.885,197
260.910,243
260.935,263
260.960,264
260.985,255
261.010,249
261.035,250
261.060,252
261.085,249
261.110,241
261.135,244
261.160,269
261.185,310
261.210,349
261.235,366
261.260,357
261.285,331
261.310,307
261.335,299
261.360,313
261.385,348
261.410,397
261.435,453
261.460,513
261.485,585
261.510,668
261.535,754
261.560,821
261.585,850
261.610,837
261.635,788
261.660,711
261.685,608
261.710,486
261.735,366
261.760,272
261.785,213
261.810,173
261.835,123
261.860,50
261.885,-38
261.910,-127
261.935,-203
261.960,-263
261.985,-299
262.010,-299
262.035,-257
262.060,-185
262.085,-106
262.110,-34
262.135,33
262.160,106
262.185,187
262.210,259
262.235,306
262.260,324
262.285,327
262.310,331
262.335,349
262.360,378
262.385,408
262.410,427
262.435,427
262.460,407
262.485,381
262.510,361
262.535,351
262.560,343
262.585,324
262.610,291
262.635,254
262.660,223
262.685,201
262.710,181
262.735,159
262.760,134
262.785,108
262.810,79
262.835,49
262.860,21
262.885,0
262.910,-14
262.935,-33
262.960,-56
262.985,-70
263.010,-49
263.035,13
263.060,100
263.085,177
263.110,226
263.135,255
263.160,280
263.185,307
263.210,327
263.235,333
263.260,330
263.285,332
263.310,341
263.335,355
263.360,371
263.385,395
263.410,430
263.435,461
263.460,465
263.485,431
263.510,373
263.535,326
263.560,313
263.585,336
263.610,382
263.635,440
263.660,505
263.685,585
263.710,696
263.735,860
263.760,1082
263.785,1333
263.810,1555
263.835,1695
263.860,1743
263.885,1727
263.910,1665
263.935,1531
263.960,1275
263.985,888
264.010,430
264.035,-5
264.060,-364
264.085,-665
264.110,-950
264.135,-1226
264.160,-1441
264.185,-1530
264.210,-1465
264.235,-1265
264.260,-973
264.285,-637
264.310,-312
264.335,-48
264.360,134
264.385,265
264.410,387
264.435,504
264.460,560
264.485,494
264.510,316
264.535,121
264.560,16
264.585,32
264.610,112
264.635,176
264.660,202
264.685,227
264.710,284
264.735,361
264.760,419
264.785,438
264.810,437
264.835,439
264.860,441
264.885,419
264.910,363
264.935,294
264.960,238
264.985,197
265.010,144
265.035,57
265.060,-54
265.085,-157
265.110,-225
265.135,-260
265.160,-280
265.185,-302
265.210,-327
265.235,-354
265.260,-381
265.285,-399
265.310,-386
265.335,-321
265.360,-197
265.385,-34
265.410,134
265.435,281
265.460,404
265.485,514
265.510,623
265.535,730
265.560,819
265.585,879
265.610,908
265.635,917
265.660,922
265.685,930
265.710,930
265.735,908
265.760,855
265.785,785
265.810,732
265.835,729
265.860,777
265.885,846
265.910,883
265.935,849
265.960,739
265.985,586
266.010,436
266.035,320
266.060,247
266.085,207
266.110,194
266.135,215
266.160,278
266.185,363
266.210,415
266.235,367
266.260,191
266.285,-61
266.310,-282
266.335,-369
266.360,-298
266.385,-134
266.410,12
266.435,66
266.460,26
266.485,-54
266.510,-117
266.535,-133
266.560,-110
266.585,-74
266.610,-47
266.635,-38
266.660,-48
266.685,-62
266.710,-64
266.735,-44
266.760,-10
266.785,14
266.810,10
266.835,-25
266.860,-77
266.885,-123
266.910,-149
266.935,-153
266.960,-131
266.985,-77
267.010,13
267.035,135
267.060,270
267.085,406
267.110,542
267.135,688
267.160,838
267.185,973
267.210,1067
267.235,1115
267.260,1139
267.285,1162
267.310,1176
267.335,1136
267.360,1000
267.385,773
267.410,517
267.435,312
267.460,194
267.485,141
267.510,108
267.535,68
267.560,38
267.585,44
267.610,91
267.635,154
267.660,206
267.685,240
267.710,265
267.735,292
267.760,320
267.785,345
267.810,377
267.835,437
267.860,532
267.885,639
267.910,703
267.935,667
267.960,508
267.985,259
268.010,-3
268.035,-195
268.060,-270
268.085,-239
268.110,-163
268.135,-106
268.160,-95
268.185,-116
268.210,-140
268.235,-159
268.260,-194
268.285,-270
268.310,-373
268.335,-450
268.360,-448
268.385,-363
268.410,-255
268.435,-202
268.460,-224
268.485,-262
268.510,-221
268.535,-72
268.560,111
268.585,209
268.610,160
268.635,19
268.660,-101
268.685,-138
268.710,-118
268.735,-103
268.760,-92
268.785,-15
268.810,187
268.835,484
268.860,766
268.885,954
268.910,1057
268.935,1134
268.960,1201
268.985,1205
269.010,1098
269.035,919
269.060,781
269.085,761
269.110,832
269.135,903
269.160,925
269.185,935
269.210,995
269.235,1102
269.260,1172
269.285,1123
269.310,944
269.335,688
269.360,406
269.385,120
269.410,-157
269.435,-382
269.460,-497
269.485,-484
269.510,-394
269.535,-302
269.560,-250
269.585,-220
269.610,-175
269.635,-100
269.660,-17
269.685,47
269.710,86
269.735,112
269.760,138
269.785,169
269.810,207
269.835,248
269.860,285
269.885,308
269.910,310
269.935,295
269.960,273
269.985,250
270.010,233
270.035,231
270.060,251
270.085,284
270.110,299
270.135,264
270.160,180
270.185,83
270.210,22
270.235,18
270.260,53
270.285,100
270.310,145
270.335,187
270.360,223
270.385,235
270.410,212
270.435,163
270.460,111
270.485,76
270.510,64
270.535,71
270.560,98
270.585,140
270.610,186
270.635,222
270.660,256
270.685,302
270.710,358
270.735,375
270.760,290
270.785,91
270.810,-146
270.835,-308
270.860,-329
270.885,-247
270.910,-156
270.935,-116
270.960,-111
270.985,-83
271.010,-4
271.035,102
271.060,194
271.085,262
271.110,324
271.135,395
271.160,463
271.185,507
271.210,527
271.235,545
271.260,582
271.285,628
271.310,653
271.335,641
271.360,602
271.385,561
271.410,534
271.435,520
271.460,507
271.485,484
271.510,453
271.535,419
271.560,385
271.585,354
271.610,322
271.635,284
271.660,239
271.685,198
271.710,182
271.735,200
271.760,246
271.785,296
271.810,331
271.835,349
271.860,355
271.885,354
271.910,337
271.935,301
271.960,254
271.985,212
272.010,187
272.035,178
272.060,180
272.085,197
272.110,242
272.135,320
272.160,411
272.185,481
272.210,510
272.235,503
272.260,485
272.285,473
272.310,463
272.335,436
272.360,384
272.385,315
272.410,248
272.435,199
272.460,165
272.485,141
272.510,122
272.535,109
272.560,102
272.585,93
272.610,73
272.635,47
272.660,35
272.685,61
272.710,125
272.735,200
272.760,246
272.785,239
272.810,188
272.835,126
272.860,81
272.885,59
272.910,47
272.935,31
272.960,6
272.985,-20
273.010,-38
273.035,-41
273.060,-31
273.085,-15
273.110,-1
273.135,8
273.160,24
273.185,63
273.210,136
273.235,232
273.260,324
273.285,387
273.310,412
273.335,413
273.360,418
273.385,443
273.410,481
273.435,507
273.460,492
273.485,425
273.510,324
273.535,224
273.560,157
273.585,130
273.610,132
273.635,151
273.660,182
273.685,228
273.710,282
273.735,335
273.760,384
273.785,444
273.810,528
273.835,618
273.860,662
273.885,614
273.910,478
273.935,321
273.960,222
273.985,205
274.010,232
274.035,241
274.060,208
274.085,158
274.110,131
274.135,142
274.160,169
274.185,189
274.210,195
274.235,192
274.260,183
274.285,159
274.310,113
274.335,57
274.360,15
274.385,3
274.410,19
274.435,56
274.460,102
274.485,153
274.510,195
274.535,212
274.560,200
274.585,170
274.610,148
274.635,148
274.660,157
274.685,152
274.710,126
274.735,101
274.760,108
274.785,161
274.810,241
274.835,315
274.860,362
274.885,386
274.910,402
274.935,417
274.960,427
274.985,423
275.010,408
275.035,392
275.060,385
275.085,389
275.110,397
275.135,409
275.160,426
275.185,446
275.210,465
275.235,471
275.260,456
275.285,421
275.310,372
275.335,322
275.360,282
275.385,256
275.410,237
275.435,208
275.460,156
275.485,85
275.510,23
275.535,0
275.560,22
275.585,78
275.610,139
275.635,187
275.660,223
275.685,253
275.710,280
275.735,299
275.760,307
275.785,308
275.810,309
275.835,313
275.860,316
275.885,320
275.910,329
275.935,348
275.960,369
275.985,379
276.010,372
276.035,352
276.060,332
276.085,314
276.110,291
276.135,254
276.160,208
276.185,166
276.210,137
276.235,118
276.260,94
276.285,62
276.310,33
276.335,27
276.360,54
276.385,99
276.410,140
276.435,159
276.460,159
276.485,149
276.510,139
276.535,130
276.560,122
276.585,118
276.610,121
276.635,131
276.660,140
276.685,141
276.710,138
276.735,141
276.760,160
276.785,190
276.810,218
276.835,233
276.860,237
276.885,244
276.910,260
276.935,281
276.960,296
276.985,300
277.010,300
277.035,305
277.060,312
277.085,315
277.110,311
277.135,309
277.160,325
277.185,362
277.210,410
277.235,454
277.260,487
277.285,507
277.310,517
277.335,515
277.360,502
277.385,484
277.410,471
277.435,465
277.460,455
277.485,430
277.510,388
277.535,342
277.560,305
277.585,281
277.610,260
277.635,232
277.660,200
277.685,172
277.710,153
277.735,140
277.760,124
277.785,101
277.810,72
277.835,42
277.860,11
277.885,-17
277.910,-46
277.935,-69
277.960,-80
277.985,-72
278.010,-39
278.035,14
278.060,77
278.085,128
278.110,153
278.135,155
278.160,148
278.185,150
278.210,165
278.235,186
278.260,208
278.285,232
278.310,269
278.335,322
278.360,384
278.385,441
278.410,485
278.435,517
278.460,544
278.485,569
278.510,591
278.535,609
278.560,621
278.585,623
278.610,604
278.635,548
278.660,444
278.685,302
278.710,158
278.735,60
278.760,38
278.785,84
278.810,161
278.835,235
278.860,303
278.885,385
278.910,494
278.935,597
278.960,630
278.985,550
279.010,375
279.035,183
279.060,51
279.085,7
279.110,15
279.135,24
279.160,5
279.185,-31
279.210,-63
279.235,-83
279.260,-105
279.285,-139
279.310,-186
279.335,-233
279.360,-277
279.385,-329
279.410,-406
279.435,-513
279.460,-625
279.485,-701
279.510,-707
279.535,-647
279.560,-563
279.585,-498
279.610,-464
279.635,-433
279.660,-373
279.685,-284
279.710,-200
279.735,-145
279.760,-107
279.785,-57
279.810,2
279.835,41
279.860,49
279.885,90
279.910,268
279.935,630
279.960,1094
279.985,1493
280.010,1705
280.035,1746
280.060,1727
280.085,1737
280.110,1773
280.135,1786
280.160,1762
280.185,1750
280.210,1793
280.235,1866
280.260,1892
280.285,1815
280.310,1642
280.335,1421
280.360,1183
280.385,937
280.410,700
280.435,510
280.460,394
280.485,326
280.510,244
280.535,124
280.560,8
280.585,-33
280.610,11
280.635,79
280.660,90
280.685,25
280.710,-69
280.735,-139
280.760,-184
280.785,-243
280.810,-341
280.835,-459
280.860,-562
280.885,-642
280.910,-716
280.935,-793
280.960,-850
280.985,-852
281.010,-794
281.035,-707
281.060,-626
281.085,-560
281.110,-489
281.135,-399
281.160,-305
281.185,-235
281.210,-191
281.235,-145
281.260,-63
281.285,59
281.310,191
281.335,291
281.360,344
281.385,368
281.410,388
281.435,419
281.460,457
281.485,491
281.510,521
281.535,552
281.560,588
281.585,624
281.610,645
281.635,643
281.660,618
281.685,577
281.710,527
281.735,473
281.760,417
281.785,357
281.810,296
281.835,239
281.860,190
281.885,146
281.910,95
281.935,30
281.960,-39
281.985,-82
282.010,-70
282.035,-6
282.060,67
282.085,103
282.110,97
282.135,96
282.160,155
282.185,283
282.210,424
282.235,511
282.260,522
282.285,495
282.310,483
282.335,508
282.360,545
282.385,563
282.410,552
282.435,521
282.460,481
282.485,432
282.510,376
282.535,320
282.560,270
282.585,211
282.610,116
282.635,-28
282.660,-203
282.685,-369
282.710,-496
282.735,-578
282.760,-626
282.785,-649
282.810,-650
282.835,-630
282.860,-590
282.885,-531
282.910,-443
282.935,-321
282.960,-176
282.985,-33
283.010,81
283.035,163
283.060,227
283.085,297
283.110,390
283.135,515
283.160,666
283.185,825
283.210,966
283.235,1071
283.260,1144
283.285,1204
283.310,1264
283.335,1321
283.360,1362
283.385,1388
283.410,1416
283.435,1460
283.460,1508
283.485,1527
283.510,1494
283.535,1425
283.560,1357
283.585,1313
283.610,1284
283.635,1241
283.660,1169
283.685,1077
283.710,984
283.735,904
283.760,838
283.785,784
283.810,744
283.835,713
283.860,680
283.885,627
283.910,542
283.935,419
283.960,260
283.985,74
284.010,-123
284.035,-311
284.060,-477
284.085,-637
284.110,-817
284.135,-1029
284.160,-1247
284.185,-1420
284.210,-1513
284.235,-1534
284.260,-1523
284.285,-1514
284.310,-1508
284.335,-1485
284.360,-1429
284.385,-1339
284.410,-1215
284.435,-1055
284.460,-862
284.485,-647
284.510,-436
284.535,-243
284.560,-69
284.585,91
284.610,239
284.635,365
284.660,470
284.685,567
284.710,672
284.735,780
284.760,869
284.785,919
284.810,940
284.835,961
284.860,1000
284.885,1047
284.910,1074
284.935,1073
284.960,1061
284.985,1068
285.010,1101
285.035,1143
285.060,1167
285.085,1157
285.110,1112
285.135,1040
285.160,955
285.185,867
285.210,790
285.235,730
285.260,685
285.285,648
285.310,614
285.335,580
285.360,542
285.385,492
285.410,429
285.435,354
285.460,275
285.485,195
285.510,110
285.535,20
285.560,-66
285.585,-139
285.610,-199
285.635,-260
285.660,-335
285.685,-423
285.710,-512
285.735,-600
285.760,-690
285.785,-787
285.810,-884
285.835,-970
285.860,-1049
285.885,-1136
285.910,-1240
285.935,-1340
285.960,-1404
285.985,-1423
286.010,-1424
286.035,-1440
286.060,-1466
286.085,-1448
286.110,-1318
286.135,-1046
286.160,-663
286.185,-230
286.210,200
286.235,602
286.260,976
286.285,1326
286.310,1651
286.335,1931
286.360,2135
286.385,2232
286.410,2218
286.435,2127
286.460,2017
286.485,1937
286.510,1903
286.535,1902
286.560,1906
286.585,1888
286.610,1838
286.635,1765
286.660,1703
286.685,1687
286.710,1726
286.735,1787
286.760,1817
286.785,1792
286.810,1736
286.835,1692
286.860,1686
286.885,1716
286.910,1773
286.935,1849
286.960,1907
286.985,1855
287.010,1589
287.035,1077
287.060,404
287.085,-281
287.110,-876
287.135,-1367
287.160,-1775
287.185,-2083
287.210,-2231
287.235,-2207
287.260,-2090
287.285,-1999
287.310,-1977
287.335,-1956
287.360,-1850
287.385,-1656
287.410,-1465
287.435,-1352
287.460,-1291
287.485,-1189
287.510,-997
287.535,-764
287.560,-579
287.585,-470
287.610,-386
287.635,-268
287.660,-122
287.685,-5
287.710,52
287.735,86
287.760,162
287.785,300
287.810,454
287.835,561
287.860,603
287.885,613
287.910,636
287.935,685
287.960,738
287.985,768
288.010,764
288.035,741
288.060,722
288.085,719
288.110,727
288.135,726
288.160,702
288.185,661
288.210,620
288.235,598
288.260,591
288.285,581
288.310,558
288.335,531
288.360,518
288.385,524
288.410,539
288.435,549
288.460,561
288.485,588
288.510,626
288.535,648
288.560,630
288.585,580
288.610,541
288.635,549
288.660,599
288.685,647
288.710,651
288.735,611
288.760,559
288.785,528
288.810,520
288.835,519
288.860,506
288.885,477
288.910,433
288.935,378
288.960,320
288.985,279
289.010,282
289.035,338
289.060,432
289.085,532
289.110,616
289.135,678
289.160,713
289.185,712
289.210,660
289.235,568
289.260,466
289.285,388
289.310,338
289.335,292
289.360,224
289.385,138
289.410,60
289.435,9
289.460,-28
289.485,-91
289.510,-203
289.535,-354
289.560,-510
289.585,-644
289.610,-752
289.635,-851
289.660,-953
289.685,-1052
289.710,-1127
289.735,-1155
289.760,-1116
289.785,-1005
289.810,-832
289.835,-633
289.860,-455
289.885,-330
289.910,-243
289.935,-133
289.960,62
289.985,351
290.010,666
290.035,904
290.060,1005
290.085,998
290.110,966
290.135,974
290.160,1013
290.185,1020
290.210,951
290.235,821
290.260,687
290.285,590
290.310,526
290.335,467
290.360,412
290.385,393
290.410,441
290.435,547
290.460,664
290.485,744
290.510,771
290.535,767
290.560,763
290.585,778
290.610,816
290.635,869
290.660,912
290.685,915
290.710,853
290.735,729
290.760,580
290.785,447
290.810,342
290.835,247
290.860,130
290.885,-11
290.910,-151
290.935,-251
290.960,-292
290.985,-280
291.010,-230
291.035,-160
291.060,-77
291.085,12
291.110,105
291.135,199
291.160,293
291.185,388
291.210,473
291.235,535
291.260,563
291.285,563
291.310,553
291.335,556
291.360,578
291.385,606
291.410,610
291.435,567
291.460,476
291.485,359
291.510,241
291.535,142
291.560,60
291.585,-12
291.610,-81
291.635,-146
291.660,-200
291.685,-234
291.710,-235
291.735,-196
291.760,-119
291.785,-18
291.810,88
291.835,185
291.860,261
291.885,306
291.910,309
291.935,266
291.960,190
291.985,115
292.010,74
292.035,86
292.060,146
292.085,234
292.110,331
292.135,423
292.160,499
292.185,554
292.210,589
292.235,608
292.260,614
292.285,602
292.310,569
292.335,519
292.360,461
292.385,405
292.410,343
292.435,262
292.460,158
292.485,46
292.510,-45
292.535,-100
292.560,-123
292.585,-131
292.610,-140
292.635,-155
292.660,-171
292.685,-186
292.710,-199
292.735,-217
292.760,-246
292.785,-285
292.810,-317
292.835,-324
292.860,-296
292.885,-245
292.910,-201
292.935,-184
292.960,-183
292.985,-170
293.010,-131
293.035,-85
293.060,-57
293.085,-48
293.110,-15
293.135,87
293.160,266
293.185,472
293.210,647
293.235,764
293.260,835
293.285,883
293.310,910
293.335,909
293.360,889
293.385,882
293.410,911
293.435,967
293.460,1007
293.485,997
293.510,939
293.535,859
293.560,779
293.585,696
293.610,601
293.635,494
293.660,395
293.685,322
293.710,272
293.735,230
293.760,187
293.785,144
293.810,107
293.835,77
293.860,48
293.885,20
293.910,0
293.935,-12
293.960,-19
293.985,-31
294.010,-51
294.035,-70
294.060,-80
294.085,-83
294.110,-88
294.135,-99
294.160,-113
294.185,-128
294.210,-150
294.235,-196
294.260,-267
294.285,-339
294.310,-375
294.335,-347
294.360,-264
294.385,-154
294.410,-49
294.435,36
294.460,110
294.485,183
294.510,256
294.535,323
294.560,377
294.585,416
294.610,447
294.635,481
294.660,529
294.685,589
294.710,651
294.735,699
294.760,725
294.785,731
294.810,723
294.835,703
294.860,668
294.885,617
294.910,559
294.935,502
294.960,447
294.985,385
295.010,312
295.035,238
295.060,183
295.085,151
295.110,130
295.135,102
295.160,64
295.185,29
295.210,11
295.235,8
295.260,5
295.285,2
295.310,15
295.335,64
295.360,143
295.385,228
295.410,291
295.435,329
295.460,356
295.485,379
295.510,385
295.535,362
295.560,316
295.585,274
295.610,261
295.635,277
295.660,301
295.685,314
295.710,314
295.735,307
295.760,295
295.785,270
295.810,229
295.835,179
295.860,135
295.885,103
295.910,74
295.935,42
295.960,9
295.985,-14
296.010,-24
296.035,-27
296.060,-37
296.085,-61
296.110,-96
296.135,-133
296.160,-163
296.185,-182
296.210,-181
296.235,-149
296.260,-84
296.285,3
296.310,94
296.335,170
296.360,225
296.385,267
296.410,302
296.435,334
296.460,361
296.485,382
296.510,400
296.535,420
296.560,444
296.585,467
296.610,483
296.635,490
296.660,490
296.685,486
296.710,482
296.735,478
296.760,471
296.785,458
296.810,436
296.835,400
296.860,353
296.885,300
296.910,251
296.935,211
296.960,173
296.985,122
297.010,45
297.035,-50
297.060,-140
297.085,-197
297.110,-201
297.135,-156
297.160,-78
297.185,8
297.210,87
297.235,151
297.260,204
297.285,254
297.310,308
297.335,361
297.360,399
297.385,412
297.410,403
297.435,389
297.460,388
297.485,403
297.510,424
297.535,441
297.560,455
297.585,472
297.610,493
297.635,505
297.660,493
297.685,460
297.710,423
297.735,400
297.760,389
297.785,372
297.810,329
297.835,260
297.860,181
297.885,108
297.910,47
297.935,-3
297.960,-40
297.985,-53
298.010,-37
298.035,-3
298.060,27
298.085,37
298.110,27
298.135,16
298.160,23
298.185,53
298.210,99
298.235,149
298.260,196
298.285,238
298.310,275
298.335,303
298.360,322
298.385,334
298.410,346
298.435,358
298.460,366
298.485,363
298.510,347
298.535,323
298.560,299
298.585,281
298.610,268
298.635,257
298.660,245
298.685,241
298.710,257
298.735,297
298.760,349
298.785,387
298.810,392
298.835,365
298.860,330
298.885,310
298.910,307
298.935,307
298.960,290
298.985,258
299.010,226
299.035,202
299.060,176
299.085,130
299.110,65
299.135,4
299.160,-22
299.185,-17
299.210,-18
299.235,-66
299.260,-165
299.285,-278
299.310,-354
299.335,-375
299.360,-360
299.385,-334
299.410,-296
299.435,-217
299.460,-75
299.485,116
299.510,316
299.535,486
299.560,611
299.585,696
299.610,742
299.635,745
299.660,705
299.685,645
299.710,599
299.735,589
299.760,604
299.785,617
299.810,610
299.835,590
299.860,573
299.885,568
299.910,567
299.935,559
299.960,544
299.985,525
300.010,503
300.035,468
300.060,418
300.085,362
300.110,317
300.135,278
300.160,222
300.185,122
300.210,-12
300.235,-140
300.260,-208
300.285,-204
300.310,-154
300.335,-103
300.360,-72
300.385,-47
300.410,-11
300.435,35
300.460,71
300.485,78
300.510,68
300.535,69
300.560,99
300.585,149
300.610,193
300.635,217
300.660,228
300.685,243
300.710,266
300.735,283
300.760,280
300.785,258
300.810,235
300.835,225
300.860,227
300.885,228
300.910,216
300.935,190
300.960,160
300.985,130
301.010,103
301.035,84
301.060,86
301.085,121
301.110,191
301.135,283
301.160,378
301.185,460
301.210,524
301.235,577
301.260,617
301.285,637
301.310,620
301.335,556
301.360,455
301.385,346
301.410,259
301.435,209
301.460,188
301.485,183
301.510,186
301.535,198
301.560,219
301.585,235
301.610,231
301.635,206
301.660,176
301.685,158
301.710,151
301.735,139
301.760,114
301.785,85
301.810,69
301.835,62
301.860,47
301.885,10
301.910,-38
301.935,-72
301.960,-70
301.985,-36
302.010,18
302.035,84
302.060,156
302.085,225
302.110,276
302.135,309
302.160,336
302.185,367
302.210,393
302.235,399
302.260,387
302.285,382
302.310,407
302.335,444
302.360,451
302.385,405
302.410,324
302.435,229
302.460,110
302.485,-56
302.510,-240
302.535,-326
302.560,-202
302.585,117
302.610,462
302.635,628
302.660,544
302.685,317
302.710,118
302.735,39
302.760,54
302.785,95
302.810,136
302.835,193
302.860,272
302.885,355
302.910,426
302.935,498
302.960,584
302.985,664
303.010,704
303.035,696
303.060,673
303.085,660
303.110,639
303.135,570
303.160,457
303.185,350
303.210,285
303.235,230
303.260,128
303.285,-19
303.310,-135
303.335,-160
303.360,-126
303.385,-131
303.410,-212
303.435,-314
303.460,-371
303.485,-407
303.510,-502
303.535,-653
303.560,-729
303.585,-602
303.610,-311
303.635,-29
303.660,158
303.685,390
303.710,888
303.735,1658
303.760,2386
303.785,2696
303.810,2498
303.835,2057
303.860,1700
303.885,1485
303.910,1192
303.935,625
303.960,-133
303.985,-789
304.010,-1115
304.035,-1137
304.060,-1039
304.085,-954
304.110,-869
304.135,-719
304.160,-512
304.185,-319
304.210,-189
304.235,-98
304.260,-3
304.285,95
304.310,157
304.335,163
304.360,144
304.385,142
304.410,164
304.435,181
304.460,172
304.485,141
304.510,107
304.535,81
304.560,69
304.585,85
304.610,136
304.635,206
304.660,258
304.685,270
304.710,257
304.735,250
304.760,257
304.785,251
304.810,209
304.835,142
304.860,85
304.885,53
304.910,31
304.935,0
304.960,-33
304.985,-36
305.010,-4
305.035,35
