df_hash,22ZHK4.A1FC45
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.FG7V
person_label,V89
date_time_start,2025-11-04_15-27-15.507000_+03
date_time_start_unix,1762255635.507
date_time_end,2025-11-04_15-36-02.416000_+03
length_difference_noticed,no

time,acc_mag
282.110,1.057
282.140,1.053
282.170,1.054
282.200,1.051
282.230,1.060
282.260,1.062
282.290,1.051
282.320,1.052
282.350,1.058
282.380,1.052
282.410,1.048
282.440,1.051
282.470,1.051
282.500,1.051
282.530,1.050
282.560,1.053
282.590,1.052
282.620,1.034
282.650,1.049
282.680,1.052
282.710,1.041
282.740,1.040
282.770,1.055
282.800,1.033
282.830,1.053
282.860,1.062
282.890,1.056
282.920,1.058
282.950,1.061
282.980,1.050
283.010,1.053
283.040,1.064
283.070,1.061
283.100,1.058
283.130,1.062
283.160,1.041
283.190,1.046
283.220,1.053
283.250,1.044
283.280,1.041
283.310,1.058
283.340,1.063
283.370,1.054
283.400,1.044
283.430,1.050
283.460,1.051
283.490,1.052
283.520,1.047
283.550,1.044
283.580,1.055
283.610,1.052
283.640,1.047
283.670,1.046
283.700,1.048
283.730,1.053
283.760,1.058
283.790,1.054
283.820,1.048
283.850,1.044
283.880,1.052
283.910,1.048
283.940,1.046
283.970,1.054
284.000,1.053
284.030,1.052
284.060,1.046
284.090,1.046
284.120,1.046
284.150,1.052
284.180,1.052
284.210,1.055
284.240,1.054
284.270,1.053
284.300,1.054
284.330,1.058
284.360,1.044
284.390,1.047
284.420,1.046
284.450,1.054
284.480,1.056
284.510,1.049
284.540,1.042
284.570,1.050
284.600,1.051
284.630,1.050
284.660,1.049
284.690,1.046
284.720,1.046
284.750,1.042
284.780,1.053
284.810,1.046
284.840,1.048
284.870,1.045
284.900,1.047
284.930,1.048
284.960,1.048
284.990,1.044
285.020,1.048
285.050,1.053
285.080,1.050
285.110,1.048
285.140,1.048
285.170,1.045
285.200,1.048
285.230,1.052
285.260,1.048
285.290,1.049
285.320,1.051
285.350,1.045
285.380,1.050
285.410,1.045
285.440,1.050
285.470,1.054
285.500,1.050
285.530,1.044
285.560,1.041
285.590,1.048
285.620,1.049
285.650,1.046
285.680,1.051
285.710,1.046
285.740,1.044
285.770,1.051
285.800,1.046
285.830,1.048
285.860,1.047
285.890,1.050
285.920,1.042
285.950,1.042
285.980,1.053
286.010,1.050
286.040,1.049
286.070,1.049
286.100,1.055
286.130,1.049
286.160,1.046
286.190,1.049
286.220,1.049
286.250,1.043
286.280,1.041
286.310,1.064
286.340,1.054
286.370,1.054
286.400,1.049
286.430,1.039
286.460,1.044
286.490,1.045
286.520,1.042
286.550,1.042
286.580,1.041
286.610,1.042
286.640,1.034
286.670,1.040
286.700,1.045
286.730,1.054
286.760,1.056
286.790,1.049
286.820,1.054
286.850,1.063
286.880,1.035
286.910,1.045
286.940,1.047
286.970,1.048
287.000,1.042
287.030,1.036
287.060,1.047
287.090,1.047
287.120,1.039
287.150,1.051
287.180,1.031
287.210,1.035
287.240,1.044
287.270,1.041
287.300,1.048
287.330,1.045
287.360,1.054
287.390,1.047
287.420,1.055
287.450,1.055
287.480,1.056
287.510,1.053
287.540,1.060
287.570,1.047
287.600,1.035
287.630,1.033
287.660,1.034
287.690,1.041
287.720,1.046
287.750,1.054
287.780,1.047
287.810,1.043
287.840,1.044
287.870,1.045
287.900,1.047
287.930,1.049
287.960,1.054
287.990,1.051
288.020,1.055
288.050,1.046
288.080,1.050
288.110,1.047
288.140,1.049
288.170,1.060
288.200,1.047
288.230,1.046
288.260,1.035
288.290,1.035
288.320,1.039
288.350,1.048
288.380,1.050
288.410,1.053
288.440,1.050
288.470,1.054
288.500,1.051
288.530,1.059
288.560,1.057
288.590,1.053
288.620,1.042
288.650,1.047
288.680,1.039
288.710,1.047
288.740,1.048
288.770,1.035
288.800,1.047
288.830,1.051
288.860,1.052
288.890,1.048
288.920,1.046
288.950,1.051
288.980,1.033
289.010,1.042
289.040,1.051
289.070,1.047
289.100,1.045
289.130,1.038
289.160,1.041
289.190,1.046
289.220,1.045
289.250,1.049
289.280,1.046
289.310,1.046
289.340,1.053
289.370,1.047
289.400,1.041
289.430,1.050
289.460,1.044
289.490,1.045
289.520,1.049
289.550,1.051
289.580,1.051
289.610,1.057
289.640,1.044
289.670,1.045
289.700,1.037
289.730,1.034
289.760,1.030
289.790,1.044
289.820,1.028
289.850,1.028
289.880,1.048
289.910,1.047
289.940,1.038
289.970,1.043
290.000,1.043
290.030,1.039
290.060,1.032
290.090,1.027
290.120,1.022
290.150,1.036
290.180,1.038
290.210,1.042
290.240,1.048
290.270,1.055
290.300,1.062
290.330,1.057
290.360,1.050
290.390,1.048
290.420,1.050
290.450,1.051
290.480,1.055
290.510,1.059
290.540,1.049
290.570,1.047
290.600,1.062
290.630,1.062
290.660,1.048
290.690,1.033
290.720,1.031
290.750,1.033
290.780,1.024
290.810,1.026
290.840,1.037
290.870,1.043
290.900,1.050
290.930,1.064
290.960,1.075
290.990,1.082
291.020,1.079
291.050,1.078
291.080,1.078
291.110,1.065
291.140,1.059
291.170,1.069
291.200,1.030
291.230,1.035
291.260,1.021
291.290,0.961
291.320,1.013
291.350,1.015
291.380,1.018
291.410,1.040
291.440,1.034
291.470,1.053
291.500,1.049
291.530,1.038
291.560,1.022
291.590,1.024
291.620,1.043
291.650,1.046
291.680,1.050
291.710,1.059
291.740,1.060
291.770,1.033
291.800,1.045
291.830,1.051
291.860,1.052
291.890,1.063
291.920,1.069
291.950,1.057
291.980,1.048
292.010,1.039
292.040,1.041
292.070,1.045
292.100,1.051
292.130,1.052
292.160,1.050
292.190,1.050
292.220,1.055
292.250,1.054
292.280,1.048
292.310,1.048
292.340,1.047
292.370,1.055
292.400,1.056
292.430,1.055
292.460,1.056
292.490,1.057
292.520,1.058
292.550,1.056
292.580,1.052
292.610,1.059
292.640,1.057
292.670,1.054
292.700,1.054
292.730,1.054
292.760,1.052
292.790,1.054
292.820,1.055
292.850,1.052
292.880,1.050
292.910,1.060
292.940,1.053
292.970,1.051
293.000,1.057
293.030,1.058
293.060,1.047
293.090,1.055
293.120,1.059
293.150,1.058
293.180,1.061
293.210,1.049
293.240,1.053
293.270,1.049
293.300,1.049
293.330,1.052
293.360,1.051
293.390,1.052
293.420,1.053
293.450,1.051
293.480,1.048
293.510,1.058
293.540,1.055
293.570,1.055
293.600,1.053
293.630,1.056
293.660,1.054
293.690,1.059
293.720,1.054
293.750,1.052
293.780,1.052
293.810,1.052
293.840,1.056
293.870,1.058
293.900,1.053
293.930,1.053
293.960,1.057
293.990,1.049
294.020,1.054
294.050,1.051
294.080,1.053
294.110,1.056
294.140,1.052
294.170,1.051
294.200,1.051
294.230,1.052
294.260,1.052
294.290,1.049
294.320,1.055
294.350,1.051
294.380,1.055
294.410,1.055
294.440,1.058
294.470,1.051
294.500,1.050
294.530,1.054
294.560,1.057
294.590,1.052
294.620,1.053
294.650,1.054
294.680,1.057
294.710,1.053
294.740,1.055
294.770,1.050
294.800,1.050
294.830,1.053
294.860,1.058
294.890,1.054
294.920,1.045
294.950,1.053
294.980,1.054
295.010,1.057
295.040,1.055
295.070,1.059
295.100,1.056
295.130,1.052
295.160,1.057
295.190,1.053
295.220,1.056
295.250,1.049
295.280,1.052
295.310,1.049
295.340,1.055
295.370,1.052
295.400,1.050
295.430,1.056
295.460,1.054
295.490,1.053
295.520,1.058
295.550,1.052
295.580,1.055
295.610,1.050
295.640,1.050
295.670,1.050
295.700,1.038
295.730,1.041
295.760,1.030
295.790,1.019
295.820,1.031
295.850,1.037
295.880,1.039
295.910,1.050
295.940,1.090
295.970,1.117
296.000,1.136
296.030,1.152
296.060,1.140
296.090,1.076
296.120,1.024
296.150,1.006
296.180,1.014
296.210,1.045
296.240,1.049
296.270,1.055
296.300,1.031
296.330,0.998
296.360,0.981
296.390,1.001
296.420,1.013
296.450,1.057
296.480,1.091
296.510,1.086
296.540,1.064
296.570,1.071
296.600,1.074
296.630,1.062
296.660,1.047
296.690,1.046
296.720,1.044
296.750,1.046
296.780,1.037
296.810,1.039
296.840,1.041
296.870,1.039
296.900,1.043
296.930,1.058
296.960,1.058
296.990,1.051
297.020,1.043
297.050,1.056
297.080,1.053
297.110,1.052
297.140,1.051
297.170,1.049
297.200,1.048
297.230,1.052
297.260,1.056
297.290,1.057
297.320,1.055
297.350,1.061
297.380,1.059
297.410,1.055
297.440,1.062
297.470,1.057
297.500,1.055
297.530,1.060
297.560,1.060
297.590,1.058
297.620,1.053
297.650,1.053
297.680,1.053
297.710,1.056
297.740,1.059
297.770,1.062
297.800,1.060
297.830,1.056
297.860,1.053
297.890,1.054
297.920,1.056
297.950,1.056
297.980,1.048
298.010,1.056
298.040,1.062
298.070,1.058
298.100,1.049
298.130,1.050
298.160,1.049
298.190,1.058
298.220,1.054
298.250,1.052
298.280,1.058
298.310,1.052
298.340,1.059
298.370,1.061
298.400,1.055
298.430,1.047
298.460,1.062
298.490,1.062
298.520,1.056
298.550,1.057
298.580,1.062
298.610,1.056
298.640,1.059
298.670,1.055
298.700,1.054
298.730,1.057
298.760,1.047
298.790,1.056
298.820,1.055
298.850,1.056
298.880,1.061
298.910,1.060
298.940,1.057
298.970,1.061
299.000,1.062
299.030,1.062
299.060,1.052
299.090,1.054
299.120,1.055
299.150,1.050
299.180,1.053
299.210,1.058
299.240,1.056
299.270,1.058
299.300,1.049
299.330,1.053
299.360,1.053
299.390,1.049
299.420,1.054
299.450,1.056
299.480,1.056
299.510,1.060
299.540,1.062
299.570,1.063
299.600,1.052
299.630,1.054
299.660,1.064
299.690,1.067
299.720,1.062
299.750,1.074
299.780,1.075
299.810,1.077
299.840,1.074
299.870,1.073
299.900,1.060
299.930,1.056
299.960,1.061
299.990,1.061
300.020,1.055
300.050,1.052
300.080,1.052
300.110,1.053
300.140,1.059
300.170,1.055
300.200,1.056
300.230,1.044
300.260,1.045
300.290,1.057
300.320,1.056
300.350,1.046
300.380,1.050
300.410,1.045
300.440,1.046
300.470,1.048
300.500,1.051
300.530,1.052
300.560,1.047
300.590,1.051
300.620,1.047
300.650,1.048
300.680,1.052
300.710,1.056
300.740,1.047
300.770,1.061
300.800,1.058
300.830,1.050
300.860,1.054
300.890,1.041
300.920,1.050
300.950,1.057
300.980,1.051
301.010,1.060
301.040,1.059
301.070,1.062
301.100,1.045
301.130,1.040
301.160,1.050
301.190,1.054
301.220,1.044
301.250,1.026
301.280,1.024
301.310,1.049
301.340,1.068
301.370,1.073
301.400,1.060
301.430,1.048
301.460,1.056
301.490,1.055
301.520,1.042
301.550,1.052
301.580,1.053
301.610,1.052
301.640,1.064
301.670,1.061
301.700,1.062
301.730,1.062
301.760,1.054
301.790,1.051
301.820,1.050
301.850,1.038
301.880,1.056
301.910,1.062
301.940,1.053
301.970,1.063
302.000,1.064
302.030,1.052
302.060,1.050
302.090,1.052
302.120,1.051
302.150,1.059
302.180,1.058
302.210,1.056
302.240,1.061
302.270,1.060
302.300,1.059
302.330,1.048
302.360,1.046
302.390,1.052
302.420,1.057
302.450,1.056
302.480,1.055
302.510,1.047
302.540,1.053
302.570,1.057
302.600,1.055
302.630,1.060
302.660,1.056
302.690,1.058
302.720,1.057
302.750,1.057
302.780,1.064
302.810,1.060
302.840,1.055
302.870,1.060
302.900,1.052
302.930,1.056
302.960,1.053
302.990,1.052
303.020,1.061
303.050,1.056
303.080,1.052
303.110,1.054
303.140,1.062
303.170,1.060
303.200,1.054
303.230,1.062
303.260,1.060
303.290,1.054
303.320,1.051
303.350,1.059
303.380,1.062
303.410,1.047
303.440,1.055
303.470,1.062
303.500,1.054
303.530,1.056
303.560,1.062
303.590,1.053
303.620,1.053
303.650,1.054
303.680,1.059
303.710,1.059
303.740,1.053
303.770,1.051
303.800,1.052
303.830,1.063
303.860,1.061
303.890,1.048
303.920,1.051
303.950,1.062
303.980,1.068
304.010,1.053
304.040,1.050
304.070,1.058
304.100,1.062
304.130,1.054
304.160,1.056
304.190,1.057
304.220,1.052
304.250,1.062
304.280,1.057
304.310,1.052
304.340,1.055
304.370,1.055
304.400,1.054
304.430,1.053
304.460,1.054
304.490,1.056
304.520,1.055
304.550,1.054
304.580,1.058
304.610,1.056
304.640,1.058
304.670,1.056
304.700,1.051
304.730,1.058
304.760,1.063
304.790,1.060
304.820,1.048
304.850,1.054
304.880,1.062
304.910,1.056
304.940,1.056
304.970,1.058
305.000,1.052
305.030,1.057
305.060,1.062
305.090,1.055
305.120,1.054
305.150,1.056
305.180,1.050
305.210,1.054
305.240,1.052
305.270,1.048
305.300,1.055
305.330,1.058
305.360,1.060
305.390,1.059
305.420,1.055
305.450,1.045
305.480,1.052
305.510,1.057
305.540,1.055
305.570,1.051
305.600,1.042
305.630,1.057
305.660,1.070
305.690,1.057
305.720,1.045
305.750,1.060
305.780,1.056
305.810,1.038
305.840,1.026
305.870,1.041
305.900,1.055
305.930,1.048
305.960,1.042
305.990,1.072
306.020,1.078
306.050,1.098
306.080,1.092
306.110,1.070
306.140,1.052
306.170,1.045
306.200,1.045
306.230,1.047
306.260,1.044
306.290,1.046
306.320,1.043
306.350,1.050
306.380,1.050
306.410,1.053
306.440,1.054
306.470,1.054
306.500,1.048
306.530,1.048
306.560,1.056
306.590,1.050
306.620,1.048
306.650,1.052
306.680,1.056
306.710,1.054
306.740,1.049
306.770,1.051
306.800,1.051
306.830,1.053
306.860,1.064
306.890,1.077
306.920,1.060
306.950,1.038
306.980,1.051
307.010,1.059
307.040,1.053
307.070,1.073
307.100,1.060
307.130,1.043
307.160,1.045
307.190,1.046
307.220,1.045
307.250,1.041
307.280,1.052
307.310,1.058
307.340,1.063
307.370,1.057
307.400,1.051
307.430,1.054
307.460,1.059
307.490,1.056
307.520,1.055
307.550,1.054
307.580,1.053
307.610,1.056
307.640,1.056
307.670,1.057
307.700,1.053
307.730,1.052
307.760,1.056
307.790,1.057
307.820,1.056
307.850,1.052
307.880,1.055
307.910,1.057
307.940,1.052
307.970,1.051
308.000,1.053
308.030,1.054
308.060,1.056
308.090,1.056
308.120,1.054
308.150,1.056
308.180,1.055
308.210,1.052
308.240,1.052
308.270,1.056
308.300,1.054
308.330,1.052
308.360,1.049
308.390,1.053
308.420,1.057
308.450,1.052
308.480,1.059
308.510,1.051
308.540,1.054
308.570,1.057
308.600,1.055
308.630,1.048
308.660,1.053
308.690,1.058
308.720,1.058
308.750,1.056
308.780,1.055
308.810,1.059
308.840,1.061
308.870,1.060
308.900,1.052
308.930,1.051
308.960,1.052
308.990,1.057
309.020,1.053
309.050,1.061
309.080,1.052
309.110,1.047
309.140,1.049
309.170,1.051
309.200,1.048
309.230,1.050
309.260,1.053
309.290,1.062
309.320,1.059
309.350,1.062
309.380,1.057
309.410,1.055
309.440,1.056
309.470,1.048
309.500,1.055
309.530,1.055
309.560,1.050
309.590,1.050
309.620,1.061
309.650,1.053
309.680,1.052
309.710,1.056
309.740,1.058
309.770,1.056
309.800,1.056
309.830,1.051
309.860,1.051
309.890,1.057
309.920,1.060
309.950,1.051
309.980,1.057
310.010,1.053
310.040,1.055
310.070,1.059
310.100,1.055
310.130,1.057
310.160,1.051
310.190,1.058
310.220,1.053
310.250,1.050
310.280,1.053
310.310,1.052
310.340,1.053
310.370,1.056
310.400,1.055
310.430,1.052
310.460,1.054
310.490,1.057
310.520,1.060
310.550,1.051
310.580,1.048
310.610,1.053
310.640,1.055
310.670,1.056
310.700,1.053
310.730,1.052
310.760,1.046
310.790,1.052
310.820,1.051
310.850,1.051
310.880,1.053
310.910,1.055
310.940,1.057
310.970,1.055
311.000,1.055
311.030,1.051
311.060,1.053
311.090,1.055
311.120,1.054
311.150,1.051
311.180,1.055
311.210,1.051
311.240,1.047
311.270,1.055
311.300,1.059
311.330,1.057
311.360,1.055
311.390,1.053
311.420,1.056
311.450,1.052
311.480,1.056
311.510,1.056
311.540,1.052
311.570,1.050
311.600,1.058
311.630,1.055
311.660,1.048
311.690,1.058
311.720,1.058
311.750,1.057
311.780,1.058
311.810,1.051
311.840,1.049
311.870,1.054
311.900,1.056
311.930,1.055
311.960,1.047
311.990,1.056
312.020,1.056
312.050,1.054
312.080,1.056
312.110,1.054
312.140,1.058
312.170,1.055
312.200,1.056
312.230,1.054
312.260,1.054
312.290,1.050
312.320,1.053
312.350,1.055
312.380,1.059
312.410,1.059
312.440,1.066
312.470,1.064
312.500,1.062
312.530,1.062
312.560,1.065
312.590,1.063
312.620,1.053
312.650,1.059
312.680,1.060
312.710,1.065
312.740,1.052
312.770,1.048
312.800,1.049
312.830,1.043
312.860,1.053
312.890,1.061
312.920,1.062
312.950,1.059
312.980,1.060
313.010,1.040
313.040,1.056
313.070,1.055
313.100,1.059
313.130,1.063
313.160,1.061
313.190,1.064
313.220,1.057
313.250,1.061
313.280,1.055
313.310,1.056
313.340,1.060
313.370,1.052
313.400,1.061
313.430,1.049
313.460,1.060
313.490,1.067
313.520,1.057
313.550,1.057
313.580,1.053
313.610,1.060
313.640,1.061
313.670,1.065
313.700,1.067
313.730,1.063
313.760,1.066
313.790,1.064
313.820,1.069
313.850,1.065
313.880,1.065
313.910,1.069
313.940,1.055
313.970,1.060
314.000,1.066
314.030,1.067
314.060,1.064
314.090,1.060
314.120,1.066
314.150,1.063
314.180,1.063
314.210,1.065
314.240,1.062
314.270,1.062
314.300,1.066
314.330,1.062
314.360,1.059
314.390,1.061
314.420,1.062
314.450,1.062
314.480,1.060
314.510,1.063
314.540,1.064
314.570,1.062
314.600,1.062
314.630,1.067
314.660,1.063
314.690,1.064
314.720,1.062
314.750,1.061
314.780,1.062
314.810,1.065
314.840,1.064
314.870,1.059
314.900,1.061
314.930,1.061
314.960,1.061
314.990,1.062
315.020,1.061
315.050,1.067
315.080,1.061
315.110,1.057
315.140,1.056
315.170,1.060
315.200,1.065
315.230,1.064
315.260,1.062
315.290,1.062
315.320,1.061
315.350,1.066
315.380,1.062
315.410,1.061
315.440,1.064
315.470,1.068
315.500,1.062
315.530,1.064
315.560,1.065
315.590,1.058
315.620,1.062
315.650,1.062
315.680,1.060
315.710,1.062
315.740,1.060
315.770,1.059
315.800,1.063
315.830,1.063
315.860,1.062
315.890,1.065
315.920,1.064
315.950,1.059
315.980,1.062
316.010,1.059
316.040,1.058
316.070,1.061
316.100,1.066
316.130,1.068
316.160,1.064
316.190,1.061
316.220,1.063
316.250,1.062
316.280,1.062
316.310,1.062
316.340,1.062
316.370,1.062
316.400,1.062
316.430,1.063
316.460,1.063
316.490,1.063
316.520,1.067
316.550,1.061
316.580,1.062
316.610,1.056
316.640,1.055
316.670,1.062
316.700,1.057
316.730,1.062
316.760,1.061
316.790,1.063
316.820,1.063
316.850,1.063
316.880,1.067
316.910,1.064
316.940,1.061
316.970,1.053
317.000,1.061
317.030,1.061
317.060,1.063
317.090,1.065
317.120,1.060
317.150,1.062
317.180,1.062
317.210,1.059
317.240,1.059
317.270,1.063
317.300,1.068
317.330,1.062
317.360,1.058
317.390,1.062
317.420,1.066
317.450,1.067
317.480,1.060
317.510,1.062
317.540,1.066
317.570,1.067
317.600,1.068
317.630,1.065
317.660,1.075
317.690,1.074
317.720,1.080
317.750,1.079
317.780,1.091
317.810,1.086
317.840,1.079
317.870,1.086
317.900,1.069
317.930,1.063
317.960,1.072
317.990,1.062
318.020,1.047
318.050,1.056
318.080,1.058
318.110,1.040
318.140,1.050
318.170,1.051
318.200,1.047
318.230,1.045
318.260,1.053
318.290,1.057
318.320,1.052
318.350,1.052
318.380,1.035
318.410,1.044
318.440,1.048
318.470,1.044
318.500,1.042
318.530,1.040
318.560,1.044
318.590,1.054
318.620,1.054
318.650,1.036
318.680,1.040
318.710,1.043
318.740,1.043
318.770,1.048
318.800,1.042
318.830,1.043
318.860,1.050
318.890,1.051
318.920,1.046
318.950,1.042
318.980,1.039
319.010,1.038
319.040,1.049
319.070,1.040
319.100,1.042
319.130,1.039
319.160,1.041
319.190,1.045
319.220,1.041
319.250,1.047
319.280,1.040
319.310,1.044
319.340,1.031
319.370,1.005
319.400,1.015
319.430,1.027
319.460,1.030
319.490,1.041
319.520,1.036
319.550,1.044
319.580,1.049
319.610,1.066
319.640,1.070
319.670,1.065
319.700,1.061
319.730,1.073
319.760,1.077
319.790,1.058
319.820,1.060
319.850,1.053
319.880,1.045
319.910,1.043
319.940,1.046
319.970,1.046
320.000,1.053
320.030,1.048
320.060,1.055
320.090,1.052
320.120,1.043
320.150,1.040
320.180,1.035
320.210,1.045
320.240,1.048
320.270,1.044
320.300,1.026
320.330,1.032
320.360,1.026
320.390,1.036
320.420,1.051
320.450,1.051
320.480,1.033
320.510,1.030
320.540,1.046
320.570,1.039
320.600,1.047
320.630,1.042
320.660,1.049
320.690,1.034
320.720,1.024
320.750,1.012
320.780,1.027
320.810,1.031
320.840,1.035
320.870,1.043
320.900,1.042
320.930,1.038
320.960,1.061
320.990,1.064
321.020,1.052
321.050,1.048
321.080,1.050
321.110,1.047
321.140,1.048
321.170,1.056
321.200,1.041
321.230,1.051
321.260,1.058
321.290,1.049
321.320,1.047
321.350,1.057
321.380,1.058
321.410,1.047
321.440,1.043
321.470,1.045
321.500,1.054
321.530,1.052
321.560,1.054
321.590,1.048
321.620,1.039
321.650,1.037
321.680,1.041
321.710,1.045
321.740,1.048
321.770,1.058
321.800,1.052
321.830,1.045
321.860,1.047
321.890,1.037
321.920,1.037
321.950,1.039
321.980,1.040
322.010,1.054
322.040,1.054
322.070,1.051
322.100,1.058
322.130,1.051
322.160,1.048
322.190,1.054
322.220,1.060
322.250,1.048
322.280,1.050
322.310,1.042
322.340,1.038
322.370,1.039
322.400,1.059
322.430,1.066
322.460,1.058
322.490,1.056
322.520,1.044
322.550,1.054
322.580,1.049
322.610,1.044
322.640,1.048
322.670,1.054
322.700,1.059
322.730,1.056
322.760,1.059
322.790,1.058
322.820,1.053
322.850,1.043
322.880,1.047
322.910,1.045
322.940,1.045
322.970,1.048
323.000,1.041
323.030,1.042
323.060,1.045
323.090,1.050
323.120,1.045
323.150,1.050
323.180,1.043
323.210,1.051
323.240,1.044
323.270,1.053
323.300,1.042
323.330,1.045
323.360,1.047
323.390,1.052
323.420,1.055
323.450,1.056
323.480,1.048
323.510,1.038
323.540,1.044
323.570,1.051
323.600,1.052
323.630,1.047
323.660,1.049
323.690,1.056
323.720,1.050
323.750,1.045
323.780,1.053
323.810,1.056
323.840,1.054
323.870,1.047
323.900,1.040
323.930,1.043
323.960,1.045
323.990,1.053
324.020,1.048
324.050,1.052
324.080,1.050
324.110,1.046
324.140,1.054
324.170,1.052
324.200,1.049
324.230,1.045
324.260,1.050
324.290,1.049
324.320,1.047
324.350,1.047
324.380,1.051
324.410,1.047
324.440,1.049
324.470,1.047
324.500,1.050
324.530,1.050
324.560,1.048
324.590,1.049
324.620,1.049
324.650,1.053
324.680,1.059
324.710,1.053
324.740,1.048
324.770,1.050
324.800,1.054
324.830,1.054
324.860,1.046
324.890,1.050
324.920,1.052
324.950,1.055
324.980,1.055
325.010,1.048
325.040,1.049
325.070,1.050
325.100,1.052
325.130,1.052
325.160,1.054
325.190,1.054
325.220,1.053
325.250,1.052
325.280,1.050
325.310,1.052
325.340,1.050
325.370,1.051
325.400,1.052
325.430,1.054
325.460,1.052
325.490,1.051
325.520,1.054
325.550,1.057
325.580,1.052
325.610,1.046
325.640,1.049
325.670,1.057
325.700,1.057
325.730,1.048
325.760,1.049
325.790,1.050
325.820,1.056
325.850,1.048
325.880,1.046
325.910,1.045
325.940,1.055
325.970,1.052
326.000,1.052
326.030,1.048
326.060,1.046
326.090,1.053
326.120,1.053
326.150,1.049
326.180,1.051
326.210,1.053
326.240,1.053
326.270,1.053
326.300,1.051
326.330,1.056
326.360,1.054
326.390,1.055
326.420,1.054
326.450,1.060
326.480,1.076
326.510,1.077
326.540,1.073
326.570,1.072
326.600,1.070
326.630,1.064
326.660,1.063
326.690,1.059
326.720,1.048
326.750,1.042
326.780,1.052
326.810,1.051
326.840,1.046
326.870,1.038
326.900,1.037
326.930,1.033
326.960,1.044
326.990,1.048
327.020,1.045
327.050,1.047
327.080,1.050
327.110,1.047
327.140,1.046
327.170,1.041
327.200,1.042
327.230,1.045
327.260,1.038
327.290,1.041
327.320,1.044
327.350,1.036
327.380,1.036
327.410,1.050
327.440,1.059
327.470,1.048
327.500,1.042
327.530,1.046
327.560,1.053
327.590,1.045
327.620,1.041
327.650,1.042
327.680,1.042
327.710,1.044
327.740,1.036
327.770,1.024
327.800,1.057
327.830,1.063
327.860,1.041
327.890,1.042
327.920,1.047
327.950,1.041
327.980,1.039
328.010,1.034
328.040,1.040
328.070,1.058
328.100,1.055
328.130,1.052
328.160,1.053
328.190,1.057
328.220,1.057
328.250,1.070
328.280,1.080
328.310,1.075
328.340,1.064
328.370,1.050
328.400,1.059
328.430,1.059
328.460,1.050
328.490,1.059
328.520,1.058
328.550,1.048
328.580,1.047
328.610,1.052
328.640,1.055
328.670,1.057
328.700,1.057
328.730,1.054
328.760,1.051
328.790,1.047
328.820,1.049
328.850,1.054
328.880,1.051
328.910,1.062
328.940,1.046
328.970,1.051
329.000,1.064
329.030,1.057
329.060,1.045
329.090,1.048
329.120,1.052
329.150,1.052
329.180,1.050
329.210,1.056
329.240,1.055
329.270,1.058
329.300,1.067
329.330,1.065
329.360,1.068
329.390,1.060
329.420,1.064
329.450,1.059
329.480,1.058
329.510,1.055
329.540,1.056
329.570,1.060
329.600,1.057
329.630,1.059
329.660,1.064
329.690,1.051
329.720,1.052
329.750,1.054
329.780,1.059
329.810,1.062
329.840,1.058
329.870,1.060
329.900,1.059
329.930,1.056
329.960,1.052
329.990,1.053
330.020,1.058
330.050,1.063
330.080,1.061
330.110,1.052
330.140,1.047
330.170,1.054
330.200,1.066
330.230,1.059
330.260,1.054
330.290,1.055
330.320,1.059
330.350,1.062
330.380,1.057
330.410,1.059
330.440,1.059
330.470,1.060
330.500,1.056
330.530,1.060
330.560,1.060
330.590,1.057
330.620,1.060
330.650,1.056
330.680,1.053
330.710,1.059
330.740,1.056
330.770,1.060
330.800,1.062
330.830,1.059
330.860,1.058
330.890,1.059
330.920,1.058
330.950,1.053
330.980,1.055
331.010,1.061
331.040,1.058
331.070,1.055
331.100,1.053
331.130,1.052
331.160,1.055
331.190,1.055
331.220,1.054
331.250,1.058
331.280,1.063
331.310,1.055
331.340,1.057
331.370,1.060
331.400,1.059
331.430,1.059
331.460,1.057
331.490,1.055
331.520,1.056
331.550,1.062
331.580,1.062
331.610,1.057
331.640,1.056
331.670,1.055
331.700,1.054
331.730,1.054
331.760,1.057
331.790,1.054
331.820,1.053
331.850,1.054
331.880,1.063
331.910,1.055
331.940,1.056
331.970,1.057
332.000,1.055
332.030,1.050
332.060,1.053
332.090,1.062
332.120,1.061
332.150,1.057
332.180,1.059
332.210,1.056
332.240,1.062
332.270,1.060
332.300,1.054
332.330,1.059
332.360,1.058
332.390,1.062
332.420,1.058
332.450,1.055
332.480,1.052
332.510,1.061
332.540,1.056
332.570,1.056
332.600,1.054
332.630,1.055
332.660,1.059
332.690,1.057
332.720,1.056
332.750,1.059
332.780,1.059
332.810,1.052
332.840,1.052
332.870,1.062
332.900,1.062
332.930,1.051
332.960,1.055
332.990,1.062
333.020,1.059
333.050,1.068
333.080,1.059
333.110,1.052
333.140,1.056
333.170,1.062
333.200,1.059
333.230,1.056
333.260,1.055
333.290,1.066
333.320,1.065
333.350,1.066
333.380,1.061
333.410,1.056
333.440,1.059
333.470,1.051
333.500,1.054
333.530,1.061
333.560,1.062
333.590,1.051
333.620,1.048
333.650,1.055
333.680,1.060
333.710,1.055
333.740,1.054
333.770,1.057
333.800,1.059
333.830,1.068
333.860,1.072
333.890,1.070
333.920,1.076
333.950,1.090
333.980,1.077
