df_hash,22ZHK4.U9L6MD
393.765,0.989
393.795,0.990
393.825,0.983
393.855,0.998
393.885,0.979
393.915,0.988
393.945,0.992
393.975,0.991
394.005,0.992
394.035,0.983
394.065,0.984
394.095,0.992
394.125,0.987
394.155,0.985
394.185,0.989
394.215,0.995
394.245,0.988
394.275,1.000
394.305,0.989
394.335,0.981
394.365,0.994
394.395,0.991
394.425,0.993
394.455,0.986
394.485,0.987
394.515,0.992
394.545,0.993
394.575,0.981
394.605,0.982
394.635,0.988
394.665,0.993
394.695,0.990
394.725,0.979
394.755,0.983
394.785,0.982
394.815,0.986
394.845,0.982
394.875,0.986
394.905,0.987
394.935,0.987
394.965,0.988
394.995,0.988
395.025,0.989
395.055,0.982
395.085,0.979
395.115,0.994
395.145,0.987
395.175,0.986
395.205,0.985
395.235,0.986
395.265,0.992
395.295,0.986
395.325,0.981
395.355,0.978
395.385,0.987
395.415,0.991
395.445,0.989
395.475,0.988
395.505,0.986
395.535,0.984
395.565,0.986
395.595,0.989
395.625,0.990
395.655,0.985
395.685,0.983
395.715,0.988
395.745,0.987
395.775,0.988
395.805,0.981
395.835,0.980
395.865,0.991
395.895,0.990
395.925,0.989
395.955,0.981
395.985,0.985
396.015,0.984
396.045,0.986
396.075,0.983
396.105,0.972
396.135,0.983
396.165,0.981
396.195,0.991
396.225,0.992
396.255,0.983
396.285,0.986
396.315,0.990
396.345,0.992
396.375,0.991
396.405,0.989
396.435,0.985
396.465,0.981
396.495,0.983
396.525,0.980
396.555,0.978
396.585,0.987
396.615,0.986
396.645,0.991
396.675,0.985
396.705,0.987
396.735,0.992
396.765,0.988
396.795,0.985
396.825,0.982
396.855,0.982
396.885,0.986
396.915,0.987
396.945,0.988
396.975,0.984
397.005,0.983
397.035,0.988
397.065,0.989
397.095,0.990
397.125,0.986
397.155,0.987
397.185,0.984
397.215,0.984
397.245,0.986
397.275,0.976
397.305,0.986
397.335,0.987
397.365,0.989
397.395,0.984
397.425,0.979
397.455,0.986
397.485,0.993
397.515,0.988
397.545,0.989
397.575,0.981
397.605,0.987
397.635,0.988
397.665,0.985
397.695,0.986
397.725,0.981
397.755,0.985
397.785,0.986
397.815,0.989
397.845,0.987
397.875,0.989
397.905,0.985
397.935,0.987
397.965,0.986
397.995,0.982
398.025,0.984
398.055,0.989
398.085,0.988
398.115,0.980
398.145,0.981
398.175,0.982
398.205,0.989
398.235,0.987
398.265,0.985
398.295,0.980
398.325,0.992
398.355,0.988
398.385,0.988
398.415,0.988
398.445,0.984
398.475,0.984
398.505,0.985
398.535,0.987
398.565,0.987
398.595,0.984
398.625,0.985
398.655,0.988
398.685,0.991
398.715,0.983
398.745,0.983
398.775,0.990
398.805,0.993
398.835,0.984
398.865,0.978
398.895,0.981
398.925,0.987
398.955,0.988
398.985,0.987
399.015,0.982
399.045,0.991
399.075,0.985
399.105,0.983
399.135,0.983
399.165,0.982
399.195,0.982
399.225,0.986
399.255,0.986
399.285,0.987
399.315,0.986
399.345,0.988
399.375,0.989
399.405,0.987
399.435,0.985
399.465,0.977
399.495,0.990
399.525,0.989
399.555,0.985
399.585,0.979
399.615,0.987
399.645,0.990
399.675,0.988
399.705,0.984
399.735,0.974
399.765,0.986
399.795,0.990
399.825,0.988
399.855,0.988
399.885,0.982
399.915,0.984
399.945,0.984
399.975,0.987
400.005,0.986
400.035,0.984
400.065,0.985
400.095,0.984
400.125,0.984
400.155,0.986
400.185,0.982
400.215,0.981
400.245,0.990
400.275,0.993
400.305,0.991
400.335,0.979
400.365,0.985
400.395,0.986
400.425,0.992
400.455,0.985
400.485,0.979
400.515,0.986
400.545,0.990
400.575,0.988
400.605,1.003
400.635,0.984
400.665,0.980
400.695,0.983
400.725,0.984
400.755,0.985
400.785,0.985
400.815,0.984
400.845,0.987
400.875,0.984
400.905,0.986
400.935,0.986
400.965,0.990
400.995,0.991
401.025,0.982
401.055,0.988
401.085,0.990
401.115,0.986
401.145,0.986
401.175,0.981
401.205,0.984
401.235,0.991
401.265,0.989
401.295,0.988
401.325,0.979
401.355,0.989
401.385,0.988
401.415,0.986
401.445,0.985
401.475,0.979
401.505,0.990
401.535,0.985
401.565,0.985
401.595,0.987
401.625,0.984
401.655,0.985
401.685,0.985
401.715,0.989
401.745,0.986
401.775,0.988
401.805,0.989
401.835,0.986
401.865,0.995
401.895,0.996
401.925,0.980
401.955,0.991
401.985,0.976
402.015,0.984
402.045,0.988
402.075,0.988
402.105,0.987
402.135,0.981
402.165,0.983
402.195,0.992
402.225,0.988
402.255,0.987
402.285,0.987
402.315,0.988
402.345,0.985
402.375,0.985
402.405,0.987
402.435,0.986
402.465,0.986
402.495,0.988
402.525,0.980
402.555,0.979
402.585,0.982
402.615,0.989
402.645,0.986
402.675,0.979
402.705,0.984
402.735,0.984
402.765,0.979
402.795,0.982
402.825,0.975
402.855,0.980
402.885,0.982
402.915,0.990
402.945,0.982
402.975,0.983
403.005,0.982
403.035,0.982
403.065,0.976
403.095,0.971
403.125,0.979
403.155,0.975
403.185,0.983
403.215,0.986
403.245,0.981
403.275,0.987
403.305,0.988
403.335,0.986
403.365,0.991
403.395,0.992
403.425,0.989
403.455,0.984
403.485,0.981
403.515,0.977
403.545,0.984
403.575,0.980
403.605,0.980
403.635,0.979
403.665,0.984
403.695,0.983
403.725,0.987
403.755,0.982
403.785,0.975
403.815,0.986
403.845,0.984
403.875,0.986
403.905,0.986
403.935,0.986
403.965,0.988
403.995,0.983
404.025,0.980
404.055,0.982
404.085,0.985
404.115,0.981
404.145,0.987
404.175,0.994
404.205,0.989
404.235,0.988
404.265,0.989
404.295,0.994
404.325,0.989
404.355,0.983
404.385,0.979
404.415,0.987
404.445,0.984
404.475,0.989
404.505,0.987
404.535,0.982
404.565,0.988
404.595,0.990
404.625,0.993
404.655,0.991
404.685,0.988
404.715,0.987
404.745,0.996
404.775,0.990
404.805,0.988
404.835,0.980
404.865,0.991
404.895,0.987
404.925,0.983
404.955,0.980
404.985,0.989
405.015,0.992
405.045,0.986
405.075,0.990
405.105,0.988
405.135,0.986
405.165,0.993
405.195,0.992
405.225,0.993
405.255,0.986
405.285,0.985
405.315,0.989
405.345,0.990
405.375,0.985
405.405,0.984
405.435,0.992
405.465,0.989
405.495,0.988
405.525,0.990
405.555,0.985
405.585,0.987
405.615,0.987
405.645,0.983
405.675,0.984
405.705,0.986
405.735,0.994
405.765,0.990
405.795,0.987
405.825,0.981
405.855,0.983
405.885,0.986
405.915,0.988
405.945,0.983
405.975,0.986
406.005,0.984
406.035,0.990
406.065,0.987
406.095,0.987
406.125,0.986
406.155,0.984
406.185,0.988
406.215,0.991
406.245,0.989
406.275,0.992
406.305,0.987
406.335,0.987
406.365,0.987
406.395,0.989
406.425,0.983
406.455,0.985
406.485,0.992
406.515,0.990
406.545,0.989
406.575,0.983
406.605,0.986
406.635,0.993
406.665,0.993
406.695,0.992
406.725,0.984
406.755,0.982
406.785,0.988
406.815,0.987
406.845,0.991
406.875,0.990
406.905,0.988
406.935,0.989
406.965,0.986
406.995,0.989
407.025,0.987
407.055,0.988
407.085,0.983
407.115,0.985
407.145,0.984
407.175,0.990
407.205,0.988
407.235,0.987
407.265,0.988
407.295,0.995
407.325,0.989
407.355,0.988
407.385,0.986
407.415,0.989
407.445,0.987
407.475,0.992
407.505,0.986
407.535,0.977
407.565,0.990
407.595,0.989
407.625,0.990
407.655,0.985
407.685,0.984
407.715,0.985
407.745,0.989
407.775,0.990
407.805,0.991
407.835,0.991
407.865,0.987
407.895,0.987
407.925,0.986
407.955,0.987
407.985,0.984
408.015,0.992
408.045,0.993
408.075,0.987
408.105,0.985
408.135,0.983
408.165,0.992
408.195,0.992
408.225,0.989
408.255,0.982
408.285,0.990
408.315,0.991
408.345,0.993
408.375,0.985
408.405,0.977
408.435,0.990
408.465,0.991
408.495,0.989
408.525,0.989
408.555,0.986
408.585,0.985
408.615,0.990
408.645,0.992
408.675,0.987
408.705,0.985
408.735,0.985
408.765,0.986
408.795,0.985
408.825,0.988
408.855,0.984
408.885,0.991
408.915,0.990
408.945,0.990
408.975,0.988
409.005,0.987
409.035,0.985
409.065,0.998
409.095,0.991
409.125,0.990
409.155,0.982
409.185,0.986
409.215,0.991
409.245,0.992
409.275,0.987
409.305,0.986
409.335,0.989
409.365,0.996
409.395,0.995
409.425,0.993
409.455,0.985
409.485,0.986
409.515,0.993
409.545,0.990
409.575,0.993
409.605,0.996
409.635,0.985
409.665,0.977
409.695,0.983
409.725,0.981
409.755,0.987
409.785,0.991
409.815,0.994
409.845,0.990
409.875,0.990
409.905,0.991
409.935,0.993
409.965,0.989
409.995,0.984
410.025,0.992
410.055,0.989
410.085,0.983
410.115,0.985
410.145,0.985
410.175,0.991
410.205,0.992
410.235,0.984
410.265,0.988
410.295,0.984
410.325,0.989
410.355,0.989
410.385,0.990
410.415,0.987
410.445,0.984
410.475,0.988
410.505,0.986
410.535,0.987
410.565,0.986
410.595,0.990
410.625,0.991
410.655,0.994
410.685,0.990
410.715,0.978
410.745,0.985
410.775,0.991
410.805,0.988
410.835,0.987
410.865,0.979
410.895,0.997
410.925,0.990
410.955,0.987
410.985,0.985
411.015,0.985
411.045,0.994
411.075,0.988
411.105,0.991
411.135,0.994
411.165,0.988
411.195,0.988
411.225,0.983
411.255,0.987
411.285,0.991
411.315,0.990
411.345,0.982
411.375,0.993
411.405,0.990
411.435,0.994
411.465,0.985
411.495,0.982
411.525,0.989
411.555,0.990
411.585,0.990
411.615,0.981
411.645,0.989
411.675,0.989
411.705,0.987
411.735,0.987
411.765,0.984
411.795,0.983
411.825,0.987
411.855,0.989
411.885,0.987
411.915,0.987
411.945,0.990
411.975,0.987
412.005,0.987
412.035,0.986
412.065,0.984
412.095,0.986
412.125,0.980
412.155,0.990
412.185,0.990
412.215,0.990
412.245,0.987
412.275,0.983
412.305,0.989
412.335,0.989
412.365,0.992
412.395,0.987
412.425,0.982
412.455,0.988
412.485,0.985
412.515,0.989
412.545,0.988
412.575,0.984
412.605,0.987
412.635,0.987
412.665,0.988
412.695,0.989
412.725,0.988
412.755,0.984
412.785,0.986
412.815,0.986
412.845,0.987
412.875,0.992
412.905,0.984
412.935,0.982
412.965,0.992
412.995,0.986
413.025,0.983
413.055,0.985
413.085,0.983
413.115,0.986
413.145,0.987
413.175,0.991
413.205,0.989
413.235,0.982
413.265,0.990
413.295,0.985
413.325,0.985
413.355,0.986
413.385,0.986
413.415,0.988
413.445,0.986
413.475,0.988
413.505,0.990
413.535,0.988
413.565,0.985
413.595,0.986
413.625,0.986
413.655,0.985
413.685,0.982
413.715,0.988
413.745,0.992
413.775,0.989
413.805,0.990
413.835,0.981
413.865,0.984
413.895,0.990
413.925,0.990
413.955,0.985
413.985,0.984
414.015,0.987
414.045,0.984
414.075,0.986
414.105,0.990
414.135,0.984
414.165,0.979
414.195,0.985
414.225,0.988
414.255,0.983
414.285,0.984
414.315,0.991
414.345,0.996
414.375,0.993
414.405,0.984
414.435,0.983
414.465,0.984
414.495,0.987
414.525,0.987
414.555,0.982
414.585,0.986
414.615,0.988
414.645,0.988
414.675,0.985
414.705,0.990
414.735,0.985
414.765,0.989
414.795,0.992
414.825,0.985
414.855,0.988
414.885,0.983
414.915,0.983
414.945,0.983
414.975,0.986
415.005,0.989
415.035,0.984
415.065,0.984
415.095,0.989
415.125,0.988
415.155,0.988
415.185,0.981
415.215,0.987
415.245,0.986
415.275,0.991
415.305,0.984
415.335,0.982
415.365,0.989
415.395,0.984
415.425,0.987
415.455,0.987
415.485,0.982
415.515,0.989
415.545,0.982
415.575,0.989
415.605,0.985
415.635,0.982
415.665,0.985
415.695,0.988
415.725,0.989
415.755,0.989
415.785,0.986
415.815,0.985
415.845,0.987
415.875,0.988
415.905,0.989
415.935,0.984
415.965,0.982
415.995,0.987
416.025,0.993
416.055,0.989
416.085,0.987
416.115,0.987
416.145,0.985
416.175,0.987
416.205,0.988
416.235,0.986
416.265,0.979
416.295,0.986
416.325,0.989
416.355,0.991
416.385,0.989
416.415,0.988
416.445,0.983
416.475,0.990
416.505,0.988
416.535,0.985
416.565,0.990
416.595,0.989
416.625,0.987
416.655,0.983
416.685,0.984
416.715,0.987
416.745,0.986
416.775,0.994
416.805,0.990
416.835,0.988
416.865,0.979
416.895,0.984
416.925,0.990
416.955,0.988
416.985,0.985
417.015,0.983
417.045,0.985
417.075,0.993
417.105,0.991
417.135,0.987
417.165,0.983
417.195,0.986
417.225,0.989
417.255,0.987
417.285,0.987
417.315,0.989
417.345,0.988
417.375,0.986
417.405,0.988
417.435,0.984
417.465,0.983
417.495,0.985
417.525,0.989
417.555,0.988
417.585,0.989
417.615,0.988
417.645,0.988
417.675,0.988
417.705,0.988
417.735,0.985
417.765,0.980
417.795,0.988
417.825,0.990
417.855,0.984
417.885,0.988
417.915,0.987
417.945,0.984
417.975,0.988
418.005,0.994
418.035,0.987
418.065,0.988
418.095,0.988
418.125,0.990
418.155,0.988
418.185,0.986
418.215,0.987
418.245,0.995
418.275,0.985
418.305,0.983
418.335,0.990
418.365,0.988
418.395,0.992
418.425,0.985
418.455,0.986
418.485,0.987
418.515,0.991
418.545,0.986
418.575,0.981
418.605,0.991
418.635,0.994
418.665,0.988
418.695,0.989
418.725,0.987
418.755,0.983
418.785,0.987
418.815,0.991
418.845,0.988
418.875,0.989
418.905,0.988
418.935,0.988
418.965,0.985
418.995,0.983
419.025,0.983
419.055,0.983
419.085,0.984
419.115,0.986
419.145,0.987
419.175,0.986
419.205,0.989
419.235,0.988
419.265,0.987
419.295,0.985
419.325,0.986
419.355,0.989
419.385,0.991
419.415,0.987
419.445,0.981
419.475,0.987
419.505,0.992
419.535,0.990
419.565,0.989
419.595,0.984
419.625,0.987
419.655,0.989
419.685,0.992
419.715,0.990
419.745,0.986
419.775,0.985
419.805,0.985
419.835,0.988
419.865,0.987
419.895,0.985
419.925,0.989
419.955,0.987
419.985,0.988
420.015,0.985
420.045,0.992
420.075,0.984
420.105,0.992
420.135,0.984
420.165,0.984
420.195,0.988
420.225,0.991
420.255,0.990
420.285,0.986
420.315,0.984
420.345,0.991
420.375,0.988
420.405,0.989
420.435,0.986
420.465,0.984
420.495,0.988
420.525,0.988
420.555,0.989
420.585,0.988
420.615,0.982
420.645,0.986
420.675,0.986
420.705,0.987
420.735,0.986
420.765,0.988
420.795,0.989
420.825,0.980
420.855,0.985
420.885,0.991
420.915,0.991
420.945,0.986
420.975,0.984
421.005,0.989
421.035,0.991
421.065,0.986
421.095,0.989
421.125,0.979
421.155,0.982
421.185,0.988
421.215,0.992
421.245,0.990
421.275,0.984
421.305,0.984
421.335,0.992
421.365,0.991
421.395,0.989
421.425,0.983
421.455,0.984
421.485,0.983
421.515,0.986
421.545,0.990
421.575,0.987
421.605,0.983
421.635,0.985
421.665,0.991
421.695,0.991
421.725,0.990
421.755,0.979
421.785,0.988
421.815,0.990
421.845,0.988
421.875,0.987
421.905,0.976
421.935,0.990
421.965,0.991
421.995,0.989
422.025,0.990
422.055,0.983
422.085,0.983
422.115,0.992
422.145,0.990
422.175,0.989
422.205,0.986
422.235,0.983
422.265,0.980
422.295,0.991
422.325,0.991
422.355,0.982
422.385,0.970
422.415,0.982
422.445,0.979
422.475,0.977
422.505,0.977
422.535,0.984
422.565,0.968
422.595,0.986
422.625,0.986
422.655,0.989
422.685,0.985
422.715,0.990
422.745,0.993
422.775,0.986
422.805,0.980
422.835,0.984
422.865,0.983
422.895,0.981
422.925,0.982
422.955,0.983
422.985,0.990
423.015,0.976
423.045,0.982
423.075,0.980
423.105,0.979
423.135,0.976
423.165,0.981
423.195,0.990
423.225,0.979
423.255,0.975
423.285,0.975
423.315,0.981
423.345,0.980
423.375,0.983
423.405,0.979
423.435,0.975
423.465,0.980
423.495,0.986
423.525,0.982
423.555,0.984
423.585,0.982
423.615,0.983
423.645,0.981
423.675,0.980
423.705,0.983
423.735,0.982
423.765,0.980
423.795,0.976
423.825,0.976
423.855,0.981
423.885,0.982
423.915,0.983
423.945,0.981
423.975,0.979
424.005,0.981
424.035,0.987
424.065,0.985
424.095,0.982
424.125,0.973
424.155,0.985
424.185,0.982
424.215,0.981
424.245,0.980
424.275,0.980
424.305,0.974
424.335,0.978
424.365,0.981
424.395,0.987
424.425,0.986
424.455,0.984
424.485,0.988
424.515,0.979
424.545,0.979
424.575,0.988
424.605,0.983
424.635,0.978
424.665,0.978
424.695,0.979
424.725,0.987
424.755,0.987
424.785,0.984
424.815,0.981
424.845,0.982
424.875,0.986
424.905,0.985
424.935,0.986
424.965,0.982
424.995,0.985
425.025,0.989
425.055,0.981
425.085,0.984
425.115,0.983
425.145,0.978
425.175,0.981
425.205,0.979
425.235,0.983
425.265,0.985
425.295,0.988
425.325,0.988
425.355,0.985
425.385,0.981
425.415,0.986
425.445,0.988
425.475,0.982
425.505,0.982
425.535,0.981
425.565,0.985
425.595,0.987
425.625,0.984
425.655,0.988
425.685,0.985
425.715,0.988
425.745,0.988
425.775,0.988
425.805,0.987
425.835,0.982
425.865,0.982
425.895,0.986
425.925,0.990
425.955,0.983
425.985,0.987
426.015,0.987
426.045,0.987
426.075,0.983
426.105,0.984
426.135,0.984
426.165,0.986
426.195,0.986
426.225,0.983
426.255,0.990
426.285,0.991
426.315,0.983
426.345,0.983
426.375,0.988
426.405,0.989
426.435,0.986
426.465,0.978
426.495,0.984
426.525,0.989
426.555,0.988
426.585,0.984
426.615,0.980
426.645,0.986
426.675,0.988
426.705,0.988
426.735,0.988
426.765,0.981
426.795,0.984
426.825,0.986
426.855,0.984
426.885,0.987
426.915,0.991
426.945,0.989
426.975,0.986
427.005,0.986
427.035,0.985
427.065,0.982
427.095,0.981
427.125,0.985
427.155,0.987
427.185,0.986
427.215,0.991
427.245,0.982
427.275,0.987
427.305,0.986
427.335,0.989
427.365,0.987
427.395,0.979
427.425,0.986
427.455,0.990
427.485,0.990
427.515,0.982
427.545,0.979
427.575,0.982
427.605,0.985
427.635,0.983
427.665,0.982
427.695,0.980
427.725,0.979
427.755,0.985
427.785,0.987
427.815,0.988
427.845,0.987
427.875,0.988
427.905,0.984
427.935,0.985
427.965,0.987
427.995,0.983
428.025,0.980
428.055,0.982
428.085,0.984
428.115,0.987
428.145,0.985
428.175,0.985
428.205,0.991
428.235,0.985
428.265,0.989
428.295,0.984
428.325,0.984
428.355,0.988
428.385,0.986
428.415,0.985
428.445,0.986
428.475,0.980
428.505,0.992
428.535,0.989
428.565,0.989
428.595,0.983
428.625,0.985
428.655,0.986
428.685,0.988
428.715,0.987
428.745,0.986
428.775,0.984
428.805,0.986
428.835,0.984
428.865,0.986
428.895,0.984
428.925,0.986
428.955,0.986
428.985,0.986
429.015,0.987
429.045,0.982
429.075,0.984
429.105,0.987
429.135,0.985
429.165,0.986
429.195,0.983
429.225,0.982
429.255,0.986
429.285,0.989
429.315,0.982
429.345,0.980
429.375,0.987
429.405,0.985
429.435,0.986
429.465,0.986
429.495,0.980
429.525,0.980
429.555,0.989
429.585,0.988
429.615,0.984
429.645,0.982
429.675,0.985
429.705,0.981
429.735,0.985
429.765,0.984
429.795,0.987
429.825,0.983
429.855,0.987
429.885,0.988
429.915,0.985
429.945,0.985
429.975,0.984
430.005,0.986
430.035,0.986
430.065,0.979
430.095,0.984
430.125,0.985
430.155,0.985
430.185,0.985
430.215,0.983
430.245,0.984
430.275,0.987
430.305,0.987
430.335,0.989
430.365,0.982
430.395,0.984
430.425,0.986
430.455,0.988
430.485,0.985
430.515,0.982
430.545,0.980
430.575,0.984
430.605,0.982
430.635,0.984
430.665,0.982
430.695,0.987
430.725,0.989
430.755,0.980
430.785,0.980
430.815,0.987
430.845,0.986
430.875,0.990
430.905,0.982
430.935,0.982
430.965,0.987
430.995,0.983
431.025,0.985
431.055,0.982
431.085,0.985
431.115,0.990
431.145,0.988
431.175,0.989
431.205,0.983
431.235,0.979
431.265,0.986
431.295,0.988
431.325,0.987
431.355,0.984
431.385,0.989
431.415,0.985
431.445,0.987
431.475,0.987
431.505,0.986
431.535,0.983
431.565,0.979
431.595,0.981
431.625,0.989
431.655,0.990
431.685,0.990
431.715,0.985
431.745,0.987
431.775,0.989
431.805,0.984
431.835,0.979
431.865,0.983
431.895,0.982
431.925,0.989
431.955,0.982
431.985,0.984
432.015,0.983
432.045,0.986
432.075,0.989
432.105,0.990
432.135,0.986
432.165,0.987
432.195,0.985
432.225,0.983
432.255,0.983
432.285,0.985
432.315,0.987
432.345,0.988
432.375,0.982
432.405,0.984
432.435,0.989
432.465,0.985
432.495,0.985
432.525,0.980
432.555,0.983
432.585,0.982
432.615,0.984
432.645,0.984
432.675,0.981
432.705,0.986
432.735,0.989
432.765,0.987
432.795,0.984
432.825,0.982
432.855,0.980
432.885,0.987
432.915,0.990
432.945,0.985
432.975,0.985
433.005,0.983
433.035,0.982
433.065,0.981
433.095,0.984
433.125,0.985
433.155,0.989
433.185,0.984
433.215,0.984
433.245,0.987
433.275,0.985
433.305,0.990
433.335,0.983
433.365,0.986
433.395,0.985
433.425,0.987
433.455,0.986
433.485,0.983
433.515,0.978
433.545,0.988
433.575,0.988
433.605,0.982
433.635,0.985
433.665,0.979
433.695,0.984
433.725,0.989
433.755,0.986
433.785,0.988
433.815,0.984
433.845,0.986
433.875,0.985
433.905,0.981
433.935,0.987
433.965,0.984
433.995,0.986
434.025,0.983
434.055,0.981
434.085,0.989
434.115,0.984
434.145,0.986
434.175,0.980
434.205,0.981
434.235,0.988
434.265,0.985
434.295,0.987
434.325,0.987
434.355,0.980
434.385,0.988
434.415,0.985
434.445,0.991
434.475,0.984
434.505,0.979
434.535,0.984
434.565,0.990
434.595,0.986
434.625,0.988
434.655,0.984
434.685,0.982
434.715,0.985
434.745,0.985
434.775,0.986
434.805,0.984
434.835,0.985
434.865,0.988
434.895,0.983
434.925,0.979
434.955,0.986
434.985,0.983
435.015,0.988
435.045,0.982
435.075,0.979
435.105,0.982
435.135,0.985
435.165,0.987
435.195,0.983
435.225,0.984
435.255,0.992
435.285,0.987
435.315,0.989
435.345,0.985
435.375,0.982
435.405,0.984
435.435,0.980
435.465,0.989
435.495,0.982
435.525,0.983
435.555,0.989
435.585,0.988
435.615,0.984
435.645,0.984
435.675,0.987
435.705,0.980
435.735,0.982
435.765,0.989
435.795,0.987
435.825,0.987
435.855,0.984
435.885,0.976
435.915,0.988
435.945,0.988
435.975,0.987
436.005,0.986
436.035,0.979
436.065,0.989
436.095,0.989
436.125,0.989
436.155,0.989
436.185,0.988
436.215,0.989
436.245,0.983
436.275,0.992
436.305,0.983
436.335,0.984
436.365,0.983
436.395,0.988
436.425,0.985
436.455,0.976
436.485,0.982
436.515,0.988
436.545,0.988
436.575,0.992
436.605,0.983
436.635,0.978
436.665,0.982
436.695,0.987
436.725,0.987
436.755,0.985
436.785,0.981
436.815,0.982
436.845,0.986
436.875,0.989
436.905,0.989
436.935,0.980
436.965,0.989
436.995,0.986
437.025,0.980
437.055,0.982
437.085,0.983
437.115,0.984
437.145,0.982
437.175,0.986
437.205,0.986
437.235,0.981
437.265,0.992
437.295,0.989
437.325,0.985
437.355,0.980
437.385,0.982
437.415,0.984
437.445,0.986
437.475,0.988
437.505,0.987
437.535,0.987
437.565,0.987
437.595,0.988
437.625,0.982
437.655,0.982
437.685,0.981
437.715,0.981
437.745,0.984
437.775,0.985
437.805,0.986
437.835,0.985
437.865,0.990
437.895,0.990
437.925,0.992
437.955,0.989
437.985,0.988
438.015,0.990
438.045,0.984
438.075,0.993
438.105,0.989
438.135,0.984
438.165,0.985
438.195,0.984
438.225,0.990
438.255,0.995
438.285,0.988
438.315,0.986
438.345,0.991
438.375,0.994
438.405,0.993
438.435,0.986
438.465,0.984
438.495,0.987
438.525,0.990
438.555,0.991
438.585,0.989
438.615,0.986
438.645,0.990
438.675,0.989
438.705,0.986
438.735,0.988
438.765,0.992
438.795,0.989
438.825,0.991
438.855,0.991
438.885,0.986
438.915,0.993
438.945,0.989
438.975,0.987
439.005,0.981
439.035,0.985
439.065,0.985
439.095,0.990
439.125,0.985
439.155,0.985
439.185,0.990
439.215,0.994
439.245,0.986
439.275,0.991
439.305,0.984
439.335,0.986
439.365,0.993
439.395,0.989
439.425,0.987
439.455,0.988
439.485,0.983
439.515,0.986
439.545,0.986
439.575,0.991
439.605,0.989
439.635,0.984
439.665,0.986
439.695,0.986
439.725,0.989
439.755,0.992
439.785,0.983
439.815,0.991
439.845,0.993
439.875,0.986
439.905,0.990
439.935,0.982
439.965,0.985
439.995,0.993
440.025,0.992
440.055,0.987
440.085,0.989
440.115,0.984
440.145,0.988
440.175,0.993
440.205,0.989
440.235,0.987
440.265,0.984
440.295,0.983
440.325,0.983
440.355,0.986
440.385,0.993
440.415,0.987
440.445,0.981
440.475,0.987
440.505,0.990
440.535,0.996
440.565,1.009
440.595,0.988
440.625,0.981
440.655,0.979
440.685,0.985
440.715,0.990
440.745,0.983
440.775,0.984
440.805,0.996
440.835,0.988
440.865,0.990
440.895,0.983
440.925,0.990
440.955,0.981
440.985,0.995
441.015,0.987
441.045,0.993
441.075,0.979
441.105,0.979
441.135,0.984
441.165,0.984
441.195,0.984
441.225,0.989
441.255,0.979
441.285,0.979
441.315,0.987
441.345,0.992
441.375,0.994
441.405,0.986
441.435,0.985
441.465,0.988
441.495,0.989
441.525,0.983
441.555,0.984
441.585,0.984
441.615,0.993
441.645,0.990
441.675,0.984
441.705,0.988
441.735,0.989
441.765,0.987
441.795,0.988
441.825,0.983
441.855,0.986
441.885,0.988
441.915,0.991
441.945,0.983
441.975,0.977
442.005,0.989
442.035,0.983
442.065,0.998
442.095,0.996
442.125,0.982
442.155,0.986
442.185,0.986
442.215,0.987
442.245,0.989
442.275,0.984
442.305,0.986
442.335,0.988
442.365,0.986
442.395,0.989
442.425,0.987
442.455,0.984
442.485,0.989
442.515,0.985
442.545,0.987
442.575,0.991
442.605,0.988
442.635,0.986
442.665,0.984
442.695,0.985
442.725,0.989
442.755,0.990
442.785,0.989
442.815,0.979
442.845,0.977
442.875,0.984
442.905,0.988
442.935,0.984
442.965,0.985
442.995,0.982
443.025,0.991
443.055,0.982
443.085,0.986
443.115,0.986
443.145,0.984
443.175,0.984
443.205,0.986
443.235,0.990
443.265,0.986
443.295,0.984
443.325,0.990
443.355,0.985
443.385,0.985
443.415,0.982
443.445,0.989
443.475,0.986
443.505,0.987
443.535,0.984
443.565,0.984
443.595,0.982
443.625,0.989
443.655,0.985
443.685,0.987
443.715,0.981
443.745,0.988
443.775,0.988
443.805,0.985
443.835,0.986
443.865,0.986
443.895,0.986
443.925,0.985
443.955,0.988
443.985,0.987
444.015,0.982
444.045,0.985
444.075,0.986
444.105,0.980
444.135,0.982
444.165,0.988
444.195,0.987
444.225,0.989
444.255,0.983
444.285,0.983
444.315,0.982
444.345,0.982
444.375,0.987
444.405,0.987
444.435,0.980
444.465,0.986
444.495,0.990
444.525,0.988
444.555,0.982
444.585,0.982
444.615,0.985
444.645,0.985
444.675,0.985
444.705,0.988
444.735,0.985
444.765,0.984
444.795,0.984
444.825,0.982
444.855,0.987
444.885,0.987
444.915,0.988
444.945,0.981
444.975,0.983
445.005,0.985
445.035,0.989
445.065,0.982
445.095,0.981
445.125,0.982
445.155,0.987
445.185,0.987
445.215,0.986
445.245,0.985
445.275,0.986
445.305,0.988
445.335,0.988
445.365,0.992
445.395,0.981
445.425,0.984
445.455,0.989
445.485,0.989
445.515,0.987
445.545,0.985
445.575,0.985
445.605,0.985
445.635,0.986
445.665,0.989
445.695,0.986
445.725,0.986
445.755,0.991
445.785,0.982
445.815,0.979
445.845,0.990
445.875,0.993
445.905,0.986
445.935,0.982
445.965,0.981
445.995,0.980
446.025,0.990
446.055,0.986
446.085,0.989
446.115,0.980
446.145,0.985
