df_hash,22ZHK4.KQAWQ2
112.796,0.958
112.826,0.947
112.856,0.973
112.886,0.980
112.916,0.991
112.946,1.005
112.976,1.002
113.006,0.994
113.036,0.988
113.066,0.996
113.096,0.986
113.126,0.976
113.156,0.983
113.186,0.975
113.216,0.977
113.246,0.989
113.276,0.992
113.306,0.984
113.336,0.986
113.366,0.996
113.396,0.989
113.426,0.973
113.456,0.977
113.486,0.987
113.516,0.989
113.546,1.000
113.576,0.982
113.606,0.980
113.636,0.985
113.666,0.991
113.696,0.989
113.726,0.982
113.756,0.978
113.786,0.991
113.816,0.993
113.846,0.990
113.876,0.987
113.906,0.987
113.936,0.992
113.966,0.988
113.996,0.989
114.026,0.981
114.056,0.988
114.086,0.992
114.116,0.986
114.146,0.989
114.176,0.987
114.206,0.986
114.236,0.988
114.266,0.993
114.296,0.987
114.326,0.984
114.356,0.980
114.386,0.984
114.416,0.986
114.446,0.991
114.476,0.990
114.506,0.986
114.536,0.986
114.566,0.986
114.596,0.978
114.626,0.986
114.656,0.981
114.686,0.983
114.716,0.981
114.746,0.990
114.776,0.987
114.806,0.982
114.836,0.987
114.866,0.984
114.896,0.988
114.926,0.986
114.956,0.981
114.986,0.983
115.016,0.988
115.046,0.985
115.076,0.992
115.106,0.988
115.136,0.985
115.166,0.980
115.196,0.983
115.226,0.986
115.256,0.985
115.286,0.985
115.316,0.992
115.346,0.985
115.376,0.987
115.406,0.985
115.436,0.982
115.466,0.985
115.496,0.984
115.526,0.982
115.556,0.987
115.586,0.981
115.616,0.987
115.646,0.990
115.676,0.980
115.706,0.983
115.736,0.983
115.766,0.988
115.796,0.984
115.826,0.988
115.856,0.981
115.886,0.982
115.916,0.979
115.946,0.982
115.976,0.988
116.006,0.985
116.036,0.986
116.066,0.982
116.096,0.985
116.126,0.984
116.156,0.984
116.186,0.979
116.216,0.982
116.246,0.983
116.276,0.989
116.306,0.982
116.336,0.980
116.366,0.987
116.396,0.986
116.426,0.983
116.456,0.984
116.486,0.983
116.516,0.981
116.546,0.988
116.576,0.987
116.606,0.983
116.636,0.983
116.666,0.986
116.696,0.983
116.726,0.984
116.756,0.983
116.786,0.987
116.816,0.983
116.846,0.986
116.876,0.982
116.906,0.985
116.936,0.980
116.966,0.982
116.996,0.985
117.026,0.981
117.056,0.982
117.086,0.986
117.116,0.984
117.146,0.983
117.176,0.986
117.206,0.986
117.236,0.985
117.266,0.989
117.296,0.994
117.326,0.983
117.356,0.988
117.386,0.971
117.416,0.981
117.446,1.021
117.476,1.027
117.506,1.013
117.536,1.005
117.566,1.000
117.596,0.978
117.626,0.979
117.656,1.000
117.686,0.987
117.716,0.969
117.746,0.964
117.776,0.971
117.806,1.002
117.836,0.988
117.866,0.955
117.896,0.964
117.926,0.973
117.956,0.981
117.986,0.990
118.016,0.963
118.046,0.960
118.076,0.988
118.106,0.997
118.136,0.977
118.166,0.994
118.196,1.049
118.226,1.021
118.256,0.999
118.286,1.017
118.316,1.026
118.346,1.004
118.376,1.005
118.406,1.027
118.436,1.023
118.466,0.999
118.496,1.001
118.526,0.986
118.556,1.004
118.586,0.999
118.616,1.002
118.646,1.016
118.676,1.023
118.706,1.011
118.736,1.020
118.766,1.023
118.796,1.016
118.826,1.021
118.856,1.009
118.886,1.010
118.916,1.020
118.946,1.023
118.976,1.009
119.006,1.007
119.036,1.045
119.066,1.019
119.096,0.990
119.126,0.969
119.156,0.992
119.186,0.952
119.216,0.949
119.246,1.034
119.276,1.040
119.306,0.984
119.336,0.984
119.366,0.977
119.396,0.986
119.426,0.992
119.456,1.014
119.486,1.009
119.516,1.012
119.546,1.031
119.576,1.049
119.606,1.034
119.636,0.990
119.666,0.999
119.696,1.018
119.726,1.002
119.756,1.030
119.786,1.015
119.816,0.994
119.846,1.037
119.876,1.021
119.906,0.997
119.936,0.999
119.966,1.015
119.996,1.015
120.026,1.015
120.056,1.028
120.086,0.987
120.116,0.981
120.146,1.018
120.176,1.002
120.206,1.011
120.236,1.026
120.266,1.004
120.296,1.007
120.326,1.017
120.356,1.004
120.386,1.012
120.416,1.019
120.446,1.010
120.476,1.032
120.506,1.080
120.536,0.980
120.566,0.987
120.596,1.054
120.626,0.954
120.656,1.001
120.686,1.036
120.716,0.977
120.746,1.012
120.776,1.040
120.806,1.048
120.836,0.977
120.866,0.976
120.896,0.980
120.926,0.990
120.956,0.972
120.986,0.959
121.016,0.971
121.046,1.027
121.076,1.041
121.106,1.049
121.136,1.015
121.166,1.002
121.196,0.939
121.226,0.959
121.256,0.990
121.286,1.019
121.316,1.049
121.346,1.072
121.376,1.052
121.406,0.998
121.436,0.991
121.466,0.993
121.496,0.996
121.526,0.971
121.556,0.988
121.586,0.997
121.616,1.000
121.646,0.999
121.676,1.013
121.706,1.007
121.736,0.999
121.766,1.002
121.796,1.004
121.826,1.003
121.856,0.981
121.886,0.987
121.916,0.954
121.946,0.980
121.976,1.016
122.006,1.030
122.036,1.015
122.066,1.011
122.096,0.995
122.126,1.018
122.156,1.021
122.186,0.998
122.216,0.988
122.246,0.983
122.276,0.985
122.306,1.009
122.336,1.032
122.366,1.014
122.396,0.995
122.426,1.024
122.456,0.992
122.486,0.991
122.516,0.986
122.546,1.016
122.576,0.977
122.606,0.946
122.636,0.968
122.666,1.000
122.696,1.035
122.726,1.034
122.756,1.023
122.786,1.000
122.816,0.982
122.846,0.976
122.876,0.982
122.906,0.991
122.936,0.979
122.966,1.005
122.996,1.016
123.026,1.001
123.056,0.994
123.086,0.997
123.116,0.980
123.146,0.981
123.176,0.997
123.206,0.985
123.236,0.979
123.266,0.990
123.296,0.993
123.326,0.989
123.356,1.006
123.386,1.005
123.416,0.982
123.446,0.989
123.476,0.997
123.506,0.998
123.536,0.990
123.566,1.007
123.596,0.995
123.626,0.980
123.656,0.977
123.686,0.996
123.716,0.995
123.746,0.986
123.776,0.999
123.806,1.003
123.836,0.987
123.866,0.987
123.896,0.991
123.926,0.987
123.956,0.989
123.986,0.988
124.016,0.997
124.046,1.003
124.076,1.008
124.106,0.991
124.136,0.980
124.166,1.005
124.196,1.003
124.226,0.990
124.256,0.997
124.286,0.978
124.316,0.965
124.346,0.972
124.376,0.991
124.406,0.996
124.436,1.003
124.466,1.015
124.496,0.998
124.526,0.994
124.556,0.991
124.586,0.986
124.616,0.983
124.646,0.982
124.676,0.978
124.706,0.988
124.736,1.004
124.766,0.998
124.796,0.999
124.826,1.001
124.856,0.993
124.886,0.985
124.916,0.984
124.946,0.993
124.976,0.990
125.006,0.993
125.036,1.010
125.066,0.988
125.096,0.976
125.126,0.974
125.156,0.990
125.186,1.007
125.216,1.010
125.246,1.013
125.276,1.008
125.306,1.008
125.336,1.008
125.366,1.010
125.396,0.995
125.426,1.014
125.456,1.021
125.486,0.992
125.516,0.960
125.546,0.986
125.576,0.967
125.606,0.964
125.636,0.982
125.666,0.999
125.696,0.996
125.726,0.979
125.756,0.986
125.786,0.991
125.816,0.984
125.846,0.982
125.876,0.990
125.906,0.991
125.936,0.994
125.966,0.987
125.996,0.996
126.026,0.990
126.056,0.986
126.086,0.984
126.116,0.991
126.146,0.993
126.176,0.989
126.206,0.988
126.236,0.990
126.266,0.989
126.296,0.983
126.326,0.991
126.356,0.997
126.386,0.994
126.416,0.994
126.446,0.999
126.476,0.992
126.506,0.990
126.536,0.993
126.566,0.995
126.596,0.998
126.626,0.993
126.656,0.994
126.686,0.994
126.716,0.990
126.746,0.986
126.776,0.987
126.806,0.996
126.836,0.990
126.866,0.987
126.896,0.988
126.926,0.986
126.956,0.992
126.986,0.999
127.016,0.988
127.046,0.984
127.076,0.985
127.106,0.997
127.136,1.008
127.166,0.988
127.196,0.974
127.226,0.974
127.256,0.978
127.286,0.992
127.316,1.000
127.346,1.002
127.376,0.990
127.406,1.009
127.436,1.001
127.466,0.994
127.496,0.988
127.526,0.967
127.556,0.963
127.586,0.973
127.616,0.983
127.646,0.988
127.676,0.987
127.706,0.984
127.736,0.998
127.766,1.001
127.796,0.997
127.826,0.975
127.856,0.985
127.886,0.986
127.916,0.987
127.946,0.989
127.976,0.980
128.006,0.971
128.036,0.979
128.066,0.987
128.096,0.994
128.126,0.987
128.156,1.009
128.186,1.014
128.216,1.019
128.246,1.014
128.276,0.997
128.306,0.992
128.336,0.989
128.366,0.984
128.396,0.982
128.426,0.986
128.456,0.985
128.486,0.984
128.516,0.989
128.546,1.002
128.576,1.000
128.606,0.988
128.636,0.994
128.666,0.995
128.696,0.995
128.726,0.992
128.756,0.991
128.786,0.988
128.816,0.992
128.846,0.984
128.876,0.993
128.906,0.989
128.936,0.993
128.966,0.994
128.996,0.991
129.026,0.998
129.056,0.993
129.086,0.988
129.116,0.987
129.146,0.994
129.176,0.994
129.206,0.993
129.236,0.987
129.266,0.993
129.296,1.000
129.326,0.990
129.356,0.982
129.386,0.989
129.416,0.990
129.446,0.990
129.476,0.994
129.506,0.997
129.536,0.993
129.566,0.985
129.596,0.992
129.626,0.997
129.656,0.998
129.686,0.994
129.716,0.989
129.746,0.996
129.776,0.985
129.806,0.987
129.836,0.990
129.866,0.991
129.896,0.990
129.926,0.998
129.956,0.992
129.986,0.987
130.016,0.997
130.046,0.989
130.076,0.986
130.106,0.991
130.136,0.991
130.166,0.990
130.196,0.994
130.226,0.994
130.256,0.992
130.286,0.991
130.316,0.987
130.346,0.994
130.376,0.999
130.406,0.994
130.436,0.988
130.466,0.996
130.496,0.992
130.526,0.989
130.556,0.991
130.586,0.993
130.616,0.992
130.646,0.991
130.676,0.993
130.706,0.992
130.736,0.992
130.766,0.995
130.796,0.992
130.826,0.989
130.856,0.989
130.886,0.991
130.916,0.989
130.946,0.996
130.976,0.993
131.006,0.991
131.036,0.984
131.066,0.995
131.096,0.990
131.126,0.990
131.156,0.994
131.186,0.999
131.216,0.990
131.246,0.987
131.276,0.988
131.306,0.997
131.336,0.990
131.366,0.995
131.396,0.996
131.426,0.988
131.456,0.994
131.486,0.997
131.516,0.994
131.546,0.990
131.576,0.988
131.606,0.994
131.636,0.994
131.666,0.993
131.696,0.990
131.726,0.996
131.756,0.994
131.786,0.990
131.816,0.993
131.846,0.993
131.876,0.990
131.906,0.994
131.936,0.996
131.966,0.990
131.996,0.990
132.026,0.987
132.056,0.996
132.086,0.994
132.116,0.993
132.146,0.990
132.176,0.989
132.206,0.996
132.236,0.994
132.266,0.986
132.296,0.994
132.326,0.991
132.356,0.994
132.386,0.997
132.416,0.994
132.446,0.990
132.476,0.991
132.506,0.990
132.536,0.990
132.566,0.994
132.596,0.996
132.626,0.991
132.656,0.997
132.686,0.991
132.716,0.990
132.746,0.993
132.776,0.988
132.806,0.987
132.836,0.998
132.866,0.989
132.896,0.990
132.926,0.995
132.956,0.997
132.986,1.007
133.016,0.991
133.046,0.983
133.076,0.986
133.106,0.989
133.136,0.997
133.166,0.993
133.196,0.995
133.226,0.990
133.256,0.991
133.286,0.992
133.316,0.990
133.346,0.987
133.376,0.991
133.406,0.993
133.436,0.990
133.466,0.988
133.496,0.991
133.526,0.988
133.556,0.989
133.586,0.988
133.616,0.992
133.646,0.991
133.676,0.993
133.706,0.990
133.736,0.987
133.766,0.988
133.796,0.988
133.826,0.988
133.856,0.988
133.886,0.967
133.916,0.981
133.946,0.983
133.976,1.004
134.006,0.993
134.036,0.996
134.066,1.001
134.096,0.993
134.126,0.992
134.156,0.992
134.186,1.001
134.216,0.992
134.246,0.992
134.276,0.997
134.306,1.000
134.336,0.984
134.366,0.992
134.396,0.999
134.426,0.988
134.456,0.983
134.486,0.991
134.516,0.993
134.546,0.990
134.576,0.991
134.606,0.990
134.636,0.990
134.666,0.989
134.696,0.992
134.726,0.990
134.756,0.994
134.786,0.998
134.816,0.993
134.846,0.994
134.876,0.985
134.906,0.984
134.936,0.990
134.966,0.994
134.996,0.992
135.026,0.995
135.056,0.989
135.086,0.992
135.116,0.994
135.146,0.988
135.176,0.990
135.206,0.992
135.236,0.991
135.266,0.989
135.296,0.992
135.326,0.991
135.356,0.989
135.386,0.988
135.416,0.992
135.446,0.992
135.476,0.992
135.506,0.991
135.536,0.996
135.566,0.990
135.596,0.989
135.626,0.989
135.656,0.991
135.686,0.993
135.716,0.992
135.746,0.996
135.776,0.992
135.806,0.991
135.836,0.994
135.866,0.990
135.896,0.992
135.926,0.992
135.956,0.989
135.986,0.995
136.016,0.988
136.046,0.992
136.076,0.993
136.106,0.992
136.136,0.996
136.166,0.989
136.196,0.993
136.226,0.990
136.256,0.992
136.286,0.990
136.316,0.989
136.346,0.991
136.376,0.990
136.406,0.987
136.436,0.988
136.466,0.996
136.496,0.989
136.526,0.994
136.556,0.995
136.586,0.991
136.616,0.993
136.646,0.995
136.676,0.990
136.706,0.985
136.736,0.993
136.766,0.992
136.796,0.992
136.826,0.995
136.856,0.989
136.886,0.995
136.916,0.994
136.946,0.992
136.976,0.994
137.006,0.992
137.036,0.993
137.066,0.991
137.096,0.988
137.126,0.990
137.156,0.994
137.186,0.991
137.216,0.996
137.246,0.986
137.276,0.989
137.306,0.997
137.336,0.987
137.366,0.988
137.396,0.991
137.426,0.990
137.456,0.994
137.486,0.995
137.516,0.992
137.546,0.994
137.576,0.988
137.606,0.992
137.636,0.994
137.666,0.988
137.696,0.997
137.726,0.993
137.756,0.989
137.786,0.996
137.816,0.991
137.846,0.993
137.876,0.992
137.906,0.988
137.936,0.987
137.966,0.976
137.996,0.989
138.026,0.979
138.056,0.988
138.086,1.013
138.116,0.997
138.146,0.990
138.176,0.994
138.206,0.986
138.236,0.975
138.266,0.974
138.296,0.991
138.326,0.997
138.356,1.008
138.386,0.994
138.416,1.007
138.446,1.002
138.476,0.991
138.506,0.990
138.536,0.992
138.566,0.994
138.596,0.994
138.626,0.982
138.656,1.002
138.686,1.006
138.716,0.993
138.746,1.000
138.776,1.001
138.806,0.996
138.836,0.976
138.866,0.992
138.896,1.002
138.926,0.985
138.956,1.002
138.986,0.996
139.016,0.994
139.046,0.990
139.076,0.993
139.106,1.000
139.136,0.990
139.166,0.990
139.196,0.997
139.226,0.993
139.256,0.985
139.286,0.997
139.316,0.998
139.346,0.991
139.376,0.997
139.406,0.993
139.436,0.992
139.466,0.990
139.496,0.990
139.526,0.993
139.556,0.993
139.586,0.996
139.616,0.998
139.646,0.992
139.676,0.988
139.706,1.001
139.736,0.995
139.766,1.000
139.796,0.993
139.826,0.993
139.856,0.989
139.886,0.990
139.916,0.990
139.946,0.991
139.976,0.991
140.006,0.997
140.036,1.000
140.066,0.989
140.096,0.993
140.126,0.996
140.156,0.996
140.186,0.993
140.216,0.992
140.246,0.990
140.276,0.997
140.306,0.993
140.336,0.991
140.366,0.994
140.396,1.010
140.426,1.006
140.456,1.004
140.486,0.994
140.516,0.984
140.546,0.988
140.576,0.989
140.606,0.985
140.636,0.988
140.666,0.994
140.696,0.996
140.726,0.979
140.756,0.984
140.786,1.000
140.816,0.998
140.846,0.987
140.876,0.997
140.906,0.990
140.936,0.990
140.966,0.990
140.996,0.993
141.026,0.991
141.056,0.991
141.086,0.993
141.116,0.983
141.146,0.992
141.176,0.992
141.206,0.993
141.236,0.991
141.266,0.992
141.296,0.990
141.326,0.982
141.356,0.993
141.386,0.995
141.416,0.995
141.446,0.987
141.476,0.991
141.506,0.996
141.536,0.988
141.566,0.986
141.596,0.989
141.626,0.993
141.656,0.993
141.686,0.992
141.716,0.995
141.746,0.986
141.776,0.991
141.806,0.992
141.836,0.991
141.866,0.995
141.896,0.986
141.926,0.989
141.956,0.988
141.986,0.992
142.016,0.990
142.046,0.994
142.076,0.986
142.106,0.983
142.136,0.984
142.166,0.998
142.196,0.993
142.226,0.987
142.256,0.990
142.286,0.999
142.316,0.982
142.346,0.988
142.376,0.992
142.406,0.990
142.436,0.990
142.466,0.993
142.496,0.992
142.526,0.988
142.556,0.989
142.586,0.986
142.616,0.988
142.646,0.990
142.676,0.988
142.706,0.995
142.736,0.995
142.766,0.988
142.796,0.997
142.826,0.988
142.856,0.991
142.886,0.987
142.916,0.990
142.946,0.991
142.976,0.998
143.006,0.986
143.036,0.990
143.066,0.996
143.096,0.995
143.126,0.985
143.156,0.989
143.186,0.993
143.216,0.992
143.246,0.991
143.276,0.993
143.306,0.992
143.336,0.988
143.366,0.988
143.396,0.998
143.426,0.997
143.456,0.994
143.486,0.993
143.516,0.991
143.546,0.982
143.576,0.991
143.606,0.996
143.636,0.989
143.666,0.986
143.696,0.992
143.726,0.988
143.756,0.991
143.786,0.985
143.816,0.989
143.846,0.994
143.876,0.990
143.906,0.992
143.936,0.986
143.966,0.987
143.996,0.992
144.026,0.993
144.056,0.988
144.086,0.989
144.116,0.989
144.146,0.992
144.176,0.995
144.206,0.989
144.236,0.995
144.266,0.982
144.296,0.989
144.326,0.992
144.356,0.990
144.386,0.986
144.416,0.992
144.446,0.999
144.476,0.987
144.506,0.992
144.536,0.990
144.566,0.986
144.596,0.996
144.626,0.992
144.656,0.986
144.686,0.988
144.716,0.990
144.746,0.989
144.776,0.990
144.806,0.993
144.836,0.994
144.866,0.989
144.896,0.984
144.926,0.993
144.956,0.990
144.986,0.993
145.016,0.990
145.046,0.991
145.076,0.997
145.106,0.991
145.136,0.994
145.166,0.993
145.196,0.988
145.226,0.989
145.256,0.998
145.286,0.988
145.316,0.991
145.346,0.994
145.376,0.989
145.406,0.988
145.436,0.989
145.466,0.992
145.496,0.993
145.526,0.993
145.556,0.987
145.586,0.993
145.616,0.993
145.646,0.991
145.676,0.991
145.706,0.991
145.736,0.986
145.766,0.994
145.796,0.993
145.826,0.990
145.856,0.994
145.886,0.991
145.916,0.991
145.946,0.990
145.976,0.986
146.006,0.986
146.036,0.997
146.066,0.990
146.096,0.992
146.126,0.996
146.156,0.994
146.186,0.987
146.216,0.992
146.246,0.989
146.276,0.993
146.306,0.993
146.336,0.991
146.366,0.990
146.396,0.990
146.426,0.990
146.456,0.987
146.486,0.993
146.516,0.983
146.546,0.992
146.576,0.988
146.606,0.987
146.636,0.994
146.666,0.990
146.696,0.986
146.726,0.987
146.756,0.991
146.786,0.997
146.816,0.991
146.846,0.988
146.876,0.994
146.906,0.994
146.936,0.985
146.966,0.984
146.996,0.988
147.026,0.991
147.056,0.995
147.086,0.991
147.116,0.991
147.146,0.988
147.176,0.990
147.206,0.993
147.236,0.988
147.266,0.997
147.296,0.986
147.326,0.989
147.356,0.987
147.386,0.992
147.416,0.993
147.446,0.991
147.476,0.993
147.506,0.991
147.536,0.988
147.566,0.993
147.596,0.995
147.626,0.990
147.656,0.993
147.686,0.997
147.716,0.988
147.746,0.991
147.776,0.988
147.806,0.988
147.836,0.992
147.866,0.993
147.896,0.992
147.926,0.994
147.956,0.989
147.986,0.989
148.016,0.989
148.046,0.992
148.076,0.995
148.106,0.985
148.136,0.994
148.166,0.988
148.196,0.992
148.226,0.992
148.256,0.989
148.286,0.988
148.316,0.994
148.346,0.989
148.376,0.989
148.406,0.995
148.436,0.987
148.466,0.990
148.496,1.011
148.526,1.010
148.556,1.032
148.586,1.036
148.616,1.037
148.646,1.041
148.676,1.026
148.706,1.018
148.736,0.994
148.766,0.966
148.796,0.959
148.826,0.945
148.856,0.956
148.886,0.949
148.916,0.983
148.946,0.982
148.976,0.977
149.006,0.977
149.036,0.982
149.066,0.993
149.096,0.990
149.126,0.990
149.156,1.003
149.186,0.994
149.216,0.988
149.246,0.992
149.276,0.975
149.306,0.992
149.336,0.990
149.366,0.990
149.396,0.988
149.426,0.991
149.456,0.984
149.486,0.991
149.516,0.990
149.546,0.985
149.576,0.995
149.606,0.990
149.636,0.993
149.666,0.988
149.696,0.986
149.726,0.997
149.756,0.980
149.786,0.989
149.816,0.986
149.846,0.991
149.876,0.988
149.906,0.985
149.936,0.991
149.966,0.988
149.996,0.996
150.026,0.993
150.056,0.980
150.086,0.998
150.116,1.000
150.146,0.992
150.176,0.988
150.206,0.979
150.236,0.985
150.266,0.985
150.296,0.995
150.326,0.991
150.356,0.990
150.386,0.995
150.416,0.987
150.446,0.987
150.476,0.983
150.506,0.993
150.536,0.991
150.566,0.986
150.596,0.988
150.626,0.987
150.656,0.991
150.686,0.989
150.716,0.992
150.746,0.986
150.776,0.994
150.806,0.992
150.836,0.990
150.866,1.001
150.896,0.991
150.926,0.992
150.956,0.970
150.986,0.988
151.016,1.002
151.046,1.012
151.076,0.912
151.106,0.941
151.136,1.036
151.166,0.901
151.196,0.922
151.226,1.032
151.256,1.072
151.286,0.968
151.316,1.005
151.346,1.046
151.376,1.014
151.406,1.004
151.436,1.018
151.466,1.016
151.496,1.010
151.526,1.001
151.556,0.997
151.586,0.990
151.616,0.985
151.646,0.989
151.676,0.980
151.706,0.983
151.736,0.994
151.766,0.994
151.796,0.987
151.826,0.992
151.856,0.999
151.886,0.989
151.916,0.987
151.946,0.992
151.976,0.988
152.006,0.983
152.036,0.990
152.066,0.989
152.096,0.988
152.126,0.982
152.156,0.990
152.186,0.989
152.216,0.990
152.246,0.995
152.276,0.989
152.306,0.986
152.336,0.988
152.366,0.992
152.396,0.989
152.426,0.993
152.456,0.991
152.486,0.986
152.516,0.998
152.546,0.993
152.576,0.986
152.606,0.990
152.636,0.989
152.666,0.987
152.696,0.990
152.726,0.990
152.756,0.990
152.786,0.989
152.816,0.993
152.846,0.990
152.876,0.992
152.906,0.990
152.936,0.988
152.966,0.985
152.996,0.993
153.026,0.993
153.056,0.990
153.086,0.990
153.116,0.989
153.146,0.986
153.176,0.991
153.206,0.996
153.236,0.992
153.266,0.999
153.296,0.990
153.326,0.993
153.356,0.986
153.386,0.986
153.416,0.982
153.446,0.986
153.476,0.988
153.506,0.989
153.536,0.989
153.566,0.986
153.596,0.989
153.626,0.985
153.656,0.992
153.686,0.989
153.716,0.993
153.746,0.986
153.776,0.988
153.806,0.989
153.836,0.992
153.866,0.989
153.896,0.992
153.926,0.989
153.956,0.988
153.986,0.992
154.016,0.986
154.046,0.986
154.076,0.989
154.106,0.992
154.136,0.989
154.166,0.989
154.196,0.986
154.226,0.991
154.256,0.993
154.286,0.993
154.316,0.988
154.346,0.989
154.376,0.989
154.406,0.989
154.436,0.986
154.466,0.991
154.496,0.988
154.526,0.995
154.556,0.985
154.586,0.985
154.616,0.992
154.646,0.991
154.676,0.985
154.706,0.986
154.736,0.992
154.766,0.985
154.796,0.991
154.826,0.988
154.856,0.986
154.886,0.991
154.916,0.991
154.946,0.984
154.976,0.991
155.006,0.991
155.036,0.988
155.066,0.994
155.096,0.991
155.126,0.991
155.156,0.991
155.186,0.989
155.216,0.989
155.246,0.988
155.276,0.991
155.306,0.991
155.336,0.992
155.366,0.990
155.396,0.991
155.426,0.994
155.456,0.985
155.486,0.987
155.516,0.989
155.546,0.992
155.576,0.991
155.606,0.990
155.636,0.985
155.666,0.988
155.696,0.995
155.726,0.995
155.756,0.991
155.786,0.987
155.816,0.988
155.846,0.989
155.876,0.991
155.906,0.989
155.936,0.991
155.966,0.992
155.996,0.988
156.026,0.986
156.056,0.989
156.086,0.988
156.116,0.992
156.146,0.988
156.176,0.989
156.206,0.992
156.236,0.991
156.266,0.991
156.296,0.988
156.326,0.988
156.356,0.984
156.386,0.989
156.416,0.998
156.446,0.991
156.476,0.984
156.506,0.995
156.536,0.989
156.566,0.985
156.596,0.987
156.626,0.985
156.656,0.989
156.686,0.989
156.716,0.993
156.746,0.989
156.776,0.987
156.806,0.988
156.836,0.991
156.866,0.994
156.896,0.988
156.926,0.995
156.956,0.987
156.986,0.989
157.016,0.996
157.046,0.989
157.076,0.989
157.106,0.990
157.136,0.991
157.166,0.988
157.196,0.992
157.226,0.994
157.256,0.988
157.286,0.991
157.316,0.991
157.346,0.985
157.376,0.991
157.406,0.994
157.436,0.988
157.466,0.991
157.496,0.992
157.526,0.992
157.556,0.988
157.586,0.987
157.616,0.989
157.646,0.993
157.676,0.991
157.706,0.995
157.736,0.982
157.766,0.988
157.796,0.992
157.826,0.994
157.856,0.995
157.886,0.987
157.916,0.984
157.946,0.991
157.976,0.989
158.006,0.992
158.036,0.992
158.066,0.985
158.096,0.988
158.126,0.994
158.156,0.987
158.186,0.989
158.216,0.990
158.246,0.990
158.276,0.992
158.306,0.994
158.336,0.992
158.366,0.985
158.396,0.985
158.426,0.990
158.456,0.990
158.486,0.988
158.516,0.991
158.546,0.988
158.576,0.989
158.606,0.987
158.636,0.991
158.666,0.992
158.696,0.992
158.726,0.984
158.756,0.988
158.786,0.990
158.816,0.991
158.846,0.997
158.876,0.987
158.906,0.991
158.936,0.991
158.966,0.994
158.996,0.985
159.026,0.990
159.056,0.987
159.086,0.989
159.116,0.991
159.146,0.992
159.176,0.991
159.206,0.988
159.236,0.989
159.266,0.991
159.296,0.994
159.326,0.992
159.356,0.987
159.386,0.988
159.416,0.992
159.446,0.991
159.476,0.989
159.506,0.992
159.536,0.988
159.566,0.987
159.596,0.987
159.626,0.997
159.656,0.988
159.686,0.989
159.716,0.995
159.746,0.988
159.776,0.994
159.806,0.987
159.836,0.989
159.866,0.991
159.896,0.989
159.926,0.988
159.956,0.989
159.986,0.989
160.016,0.985
160.046,0.989
160.076,0.991
160.106,0.991
160.136,0.987
160.166,0.994
160.196,0.985
160.226,0.985
160.256,0.995
160.286,0.991
160.316,0.991
160.346,0.990
160.376,0.988
160.406,0.986
160.436,0.992
160.466,0.989
160.496,0.985
160.526,0.984
160.556,1.000
160.586,0.993
160.616,0.993
160.646,0.986
160.676,0.995
160.706,0.988
160.736,0.981
160.766,0.976
160.796,0.966
160.826,0.989
160.856,0.994
160.886,1.010
160.916,1.026
160.946,1.046
160.976,1.017
161.006,1.003
161.036,1.008
161.066,0.981
161.096,0.999
161.126,1.045
161.156,1.032
161.186,1.015
161.216,1.004
161.246,1.048
161.276,1.002
161.306,1.019
161.336,1.074
161.366,1.058
161.396,1.055
161.426,1.050
161.456,1.038
161.486,1.053
161.516,1.070
161.546,1.045
161.576,1.023
161.606,1.057
161.636,1.062
161.666,1.038
161.696,1.059
161.726,1.024
161.756,1.057
161.786,1.066
161.816,1.034
161.846,1.027
161.876,1.005
161.906,1.004
161.936,1.075
161.966,1.070
161.996,1.011
162.026,0.996
162.056,1.015
162.086,1.028
162.116,1.086
162.146,1.102
162.176,1.057
162.206,1.035
162.236,0.997
162.266,1.001
162.296,1.067
162.326,1.114
162.356,1.044
162.386,1.010
162.416,1.019
162.446,1.069
162.476,1.056
162.506,1.010
162.536,1.002
162.566,1.050
162.596,1.035
162.626,1.021
162.656,1.028
162.686,1.064
162.716,1.078
162.746,1.070
162.776,1.033
162.806,1.019
162.836,1.021
162.866,1.038
162.896,1.051
162.926,1.074
162.956,1.063
162.986,1.046
163.016,1.060
163.046,1.066
163.076,1.065
163.106,1.054
163.136,1.035
163.166,1.017
163.196,1.026
163.226,1.058
163.256,1.056
163.286,1.042
163.316,1.038
163.346,1.007
163.376,1.061
163.406,1.072
163.436,1.069
163.466,1.045
163.496,1.031
163.526,1.048
163.556,1.075
163.586,1.075
163.616,1.060
163.646,1.060
163.676,1.053
163.706,1.035
163.736,1.015
163.766,1.023
163.796,1.023
163.826,1.045
163.856,1.073
163.886,1.084
163.916,1.058
163.946,1.048
163.976,1.068
164.006,1.048
164.036,1.037
164.066,1.055
164.096,1.021
164.126,1.016
164.156,1.024
164.186,1.071
164.216,1.088
164.246,1.085
164.276,1.056
164.306,1.045
164.336,1.027
164.366,1.059
164.396,1.066
164.426,1.067
164.456,1.053
164.486,1.050
164.516,1.039
164.546,1.037
164.576,1.055
164.606,1.046
164.636,1.047
164.666,1.046
164.696,1.033
164.726,1.037
164.756,1.056
164.786,1.066
164.816,1.059
164.846,1.062
164.876,1.061
164.906,1.051
164.936,1.067
164.966,1.045
164.996,1.061
165.026,1.093
165.056,1.075
165.086,1.038
165.116,1.051
165.146,1.053
165.176,1.047
