df_hash,22ZHK4.K83A0A
195.794,0.968
195.824,0.942
195.854,0.958
195.884,0.990
195.914,0.989
195.944,0.955
195.974,0.960
196.004,0.960
196.034,0.961
196.064,0.973
196.094,0.961
196.124,0.967
196.154,0.958
196.184,0.951
196.214,0.964
196.244,0.972
196.274,0.960
196.304,0.963
196.334,0.962
196.364,0.954
196.394,0.959
196.424,0.971
196.454,0.964
196.484,0.971
196.514,0.969
196.544,0.964
196.574,0.966
196.604,0.958
196.634,0.964
196.664,0.963
196.694,0.961
196.724,0.967
196.754,0.972
196.784,0.954
196.814,0.966
196.844,0.972
196.874,0.960
196.904,0.959
196.934,0.964
196.964,0.960
196.994,0.960
197.024,0.963
197.054,0.957
197.084,0.964
197.114,0.970
197.144,0.964
197.174,0.961
197.204,0.963
197.234,0.964
197.264,0.962
197.294,0.965
197.324,0.963
197.354,0.964
197.384,0.965
197.414,0.964
197.444,0.959
197.474,0.966
197.504,0.974
197.534,0.964
197.564,0.961
197.594,0.958
197.624,0.963
197.654,0.964
197.684,0.965
197.714,0.964
197.744,0.958
197.774,0.973
197.804,0.967
197.834,0.961
197.864,0.968
197.894,0.967
197.924,0.962
197.954,0.963
197.984,0.962
198.014,0.964
198.044,0.969
198.074,0.970
198.104,0.958
198.134,0.968
198.164,0.979
198.194,0.963
198.224,0.958
198.254,0.961
198.284,0.966
198.314,0.964
198.344,0.967
198.374,0.958
198.404,0.962
198.434,0.972
198.464,0.966
198.494,0.962
198.524,0.967
198.554,0.963
198.584,0.965
198.614,0.965
198.644,0.960
198.674,0.968
198.704,0.967
198.734,0.966
198.764,0.968
198.794,0.958
198.824,0.964
198.854,0.975
198.884,0.961
198.914,0.960
198.944,0.962
198.974,0.964
199.004,0.967
199.034,0.964
199.064,0.967
199.094,0.958
199.124,0.969
199.154,0.966
199.184,0.962
199.214,0.961
199.244,0.963
199.274,0.965
199.304,0.963
199.334,0.960
199.364,0.965
199.394,0.966
199.424,0.966
199.454,0.963
199.484,0.962
199.514,0.970
199.544,0.958
199.574,0.968
199.604,0.966
199.634,0.961
199.664,0.963
199.694,0.967
199.724,0.965
199.754,0.965
199.784,0.967
199.814,0.962
199.844,0.968
199.874,0.967
199.904,0.962
199.934,0.969
199.964,0.967
199.994,0.966
200.024,0.963
200.054,0.966
200.084,0.965
200.114,0.970
200.144,0.967
200.174,0.964
200.204,0.966
200.234,0.964
200.264,0.963
200.294,0.962
200.324,0.963
200.354,0.976
200.384,0.970
200.414,0.960
200.444,0.961
200.474,0.968
200.504,0.964
200.534,0.967
200.564,0.967
200.594,0.961
200.624,0.971
200.654,0.963
200.684,0.960
200.714,0.961
200.744,0.977
200.774,0.965
200.804,0.963
200.834,0.958
200.864,0.962
200.894,0.968
200.924,0.970
200.954,0.965
200.984,0.967
201.014,0.965
201.044,0.961
201.074,0.967
201.104,0.958
201.134,0.972
201.164,0.977
201.194,0.963
201.224,0.961
201.254,0.962
201.284,0.967
201.314,0.959
201.344,0.969
201.374,0.965
201.404,0.965
201.434,0.970
201.464,0.966
201.494,0.962
201.524,0.967
201.554,0.969
201.584,0.962
201.614,0.954
201.644,0.964
201.674,0.969
201.704,0.964
201.734,0.963
201.764,0.965
201.794,0.970
201.824,0.960
201.854,0.960
201.884,0.972
201.914,0.963
201.944,0.970
201.974,0.970
202.004,0.959
202.034,0.960
202.064,0.959
202.094,0.967
202.124,0.968
202.154,0.968
202.184,0.962
202.214,0.965
202.244,0.971
202.274,0.965
202.304,0.967
202.334,0.967
202.364,0.961
202.394,0.966
202.424,0.965
202.454,0.961
202.484,0.962
202.514,0.967
202.544,0.967
202.574,0.965
202.604,0.964
202.634,0.966
202.664,0.964
202.694,0.977
202.724,0.955
202.754,0.967
202.784,0.973
202.814,0.959
202.844,0.961
202.874,0.968
202.904,0.965
202.934,0.964
202.964,0.968
202.994,0.964
203.024,0.963
203.054,0.970
203.084,0.968
203.114,0.960
203.144,0.965
203.174,0.967
203.204,0.966
203.234,0.963
203.264,0.962
203.294,0.964
203.324,0.965
203.354,0.966
203.384,0.967
203.414,0.965
203.444,0.965
203.474,0.964
203.504,0.970
203.534,0.958
203.564,0.968
203.594,0.973
203.624,0.957
203.654,0.959
203.684,0.965
203.714,0.968
203.744,0.958
203.774,0.960
203.804,0.963
203.834,0.954
203.864,0.963
203.894,0.964
203.924,0.965
203.954,0.966
203.984,0.955
204.014,0.956
204.044,0.963
204.074,0.982
204.104,0.978
204.134,0.977
204.164,0.969
204.194,0.972
204.224,0.965
204.254,0.962
204.284,0.969
204.314,0.962
204.344,0.973
204.374,0.978
204.404,0.965
204.434,0.957
204.464,0.972
204.494,0.965
204.524,0.969
204.554,0.962
204.584,0.958
204.614,0.971
204.644,0.972
204.674,0.974
204.704,0.968
204.734,0.968
204.764,0.966
204.794,0.961
204.824,0.965
204.854,0.969
204.884,0.962
204.914,0.961
204.944,0.952
204.974,0.962
205.004,0.968
205.034,0.941
205.064,0.951
205.094,0.980
205.124,0.952
205.154,0.952
205.184,0.970
205.214,0.963
205.244,0.952
205.274,0.961
205.304,0.971
205.334,0.944
205.364,0.969
205.394,0.979
205.424,0.948
205.454,0.964
205.484,0.983
205.514,0.993
205.544,0.978
205.574,0.976
205.604,0.962
205.634,0.986
205.664,0.990
205.694,0.992
205.724,0.984
205.754,0.980
205.784,0.993
205.814,0.990
205.844,0.980
205.874,0.979
205.904,0.980
205.934,0.978
205.964,0.979
205.994,0.996
206.024,0.980
206.054,0.969
206.084,0.970
206.114,0.968
206.144,0.966
206.174,0.995
206.204,0.995
206.234,0.988
206.264,0.983
206.294,0.985
206.324,0.998
206.354,1.006
206.384,0.998
206.414,0.986
206.444,0.985
206.474,1.006
206.504,1.009
206.534,0.998
206.564,0.992
206.594,0.989
206.624,0.986
206.654,0.989
206.684,0.991
206.714,0.990
206.744,0.993
206.774,0.989
206.804,0.987
206.834,0.991
206.864,0.999
206.894,0.994
206.924,0.985
206.954,0.997
206.984,1.001
207.014,0.992
207.044,0.979
207.074,0.984
207.104,0.997
207.134,0.985
207.164,0.989
207.194,1.009
207.224,0.994
207.254,0.989
207.284,1.000
207.314,0.986
207.344,0.980
207.374,0.992
207.404,0.993
207.434,0.987
207.464,1.002
207.494,0.991
207.524,0.991
207.554,1.007
207.584,0.987
207.614,0.988
207.644,0.995
207.674,0.998
207.704,0.993
207.734,0.993
207.764,0.984
207.794,0.990
207.824,0.999
207.854,1.007
207.884,0.997
207.914,0.989
207.944,0.974
207.974,0.962
208.004,0.966
208.034,1.001
208.064,1.022
208.094,0.985
208.124,0.935
208.154,0.953
208.184,0.982
208.214,0.983
208.244,0.990
208.274,0.992
208.304,0.988
208.334,0.997
208.364,0.992
208.394,0.963
208.424,0.964
208.454,0.999
208.484,0.997
208.514,0.987
208.544,0.991
208.574,0.989
208.604,0.991
208.634,0.970
208.664,0.973
208.694,0.986
208.724,0.987
208.754,0.978
208.784,0.985
208.814,0.984
208.844,0.979
208.874,0.981
208.904,0.986
208.934,0.981
208.964,0.995
208.994,0.984
209.024,0.980
209.054,0.983
209.084,0.983
209.114,0.985
209.144,0.990
209.174,0.980
209.204,0.973
209.234,0.986
209.264,0.981
209.294,0.984
209.324,0.981
209.354,0.985
209.384,0.974
209.414,0.982
209.444,0.995
209.474,0.984
209.504,0.988
209.534,0.995
209.564,0.988
209.594,0.971
209.624,0.964
209.654,0.973
209.684,0.986
209.714,0.992
209.744,0.977
209.774,0.965
209.804,0.997
209.834,1.012
209.864,0.995
209.894,0.983
209.924,0.971
209.954,0.975
209.984,0.989
210.014,0.983
210.044,0.978
210.074,0.963
210.104,0.976
210.134,1.002
210.164,0.987
210.194,0.983
210.224,0.988
210.254,0.984
210.284,0.984
210.314,0.989
210.344,0.989
210.374,0.980
210.404,0.992
210.434,0.981
210.464,0.982
210.494,0.991
210.524,0.982
210.554,0.981
210.584,0.983
210.614,0.985
210.644,0.984
210.674,0.982
210.704,0.984
210.734,0.983
210.764,0.980
210.794,0.993
210.824,0.991
210.854,0.985
210.884,0.978
210.914,0.982
210.944,0.980
210.974,0.986
211.004,0.986
211.034,0.984
211.064,0.989
211.094,0.984
211.124,0.983
211.154,0.984
211.184,0.986
211.214,0.984
211.244,0.985
211.274,0.983
211.304,0.987
211.334,0.985
211.364,0.986
211.394,0.987
211.424,0.982
211.454,0.982
211.484,0.994
211.514,0.993
211.544,0.979
211.574,0.983
211.604,0.991
211.634,0.985
211.664,0.983
211.694,0.985
211.724,0.985
211.754,0.982
211.784,0.986
211.814,0.984
211.844,0.979
211.874,0.983
211.904,0.986
211.934,0.983
211.964,0.983
211.994,0.985
212.024,0.986
212.054,0.987
212.084,0.986
212.114,0.983
212.144,0.981
212.174,0.989
212.204,0.978
212.234,0.994
212.264,0.991
212.294,0.979
212.324,0.980
212.354,0.984
212.384,0.985
212.414,0.984
212.444,0.984
212.474,0.985
212.504,0.981
212.534,0.986
212.564,0.985
212.594,0.985
212.624,0.987
212.654,0.983
212.684,0.984
212.714,0.984
212.744,0.982
212.774,0.985
212.804,0.985
212.834,0.983
212.864,0.984
212.894,0.985
212.924,0.985
212.954,0.986
212.984,0.985
213.014,0.986
213.044,0.976
213.074,0.996
213.104,0.993
213.134,0.978
213.164,0.980
213.194,0.985
213.224,0.987
213.254,0.987
213.284,0.988
213.314,0.979
213.344,0.986
213.374,0.988
213.404,0.982
213.434,0.985
213.464,0.984
213.494,0.986
213.524,0.986
213.554,0.983
213.584,0.983
213.614,0.984
213.644,0.988
213.674,0.986
213.704,0.981
213.734,0.982
213.764,0.988
213.794,0.986
213.824,0.984
213.854,0.986
213.884,0.985
213.914,0.975
213.944,0.996
213.974,0.992
214.004,0.978
214.034,0.984
214.064,0.987
214.094,0.988
214.124,0.987
214.154,0.990
214.184,0.985
214.214,0.993
214.244,0.988
214.274,0.982
214.304,0.987
214.334,0.987
214.364,0.985
214.394,0.985
214.424,0.983
214.454,0.983
214.484,0.985
214.514,0.988
214.544,0.990
214.574,0.983
214.604,0.983
214.634,0.990
214.664,0.987
214.694,0.981
214.724,0.981
214.754,0.986
214.784,0.979
214.814,0.995
214.844,0.993
214.874,0.987
214.904,0.987
214.934,0.987
214.964,0.990
214.994,0.983
215.024,0.980
215.054,0.976
215.084,0.988
215.114,0.982
215.144,0.977
215.174,0.976
215.204,0.983
215.234,0.978
215.264,0.978
215.294,0.980
215.324,0.978
215.354,0.975
215.384,0.975
215.414,0.975
215.444,0.983
215.474,0.984
215.504,0.977
215.534,0.977
215.564,0.967
215.594,0.980
215.624,0.981
215.654,0.979
215.684,0.985
215.714,0.995
215.744,0.994
215.774,0.970
215.804,0.958
215.834,0.974
215.864,0.998
215.894,0.996
215.924,0.979
215.954,0.994
215.984,0.992
216.014,0.972
216.044,0.962
216.074,0.972
216.104,0.970
216.134,0.968
216.164,0.968
216.194,0.967
216.224,0.970
216.254,0.969
216.284,0.976
216.314,0.982
216.344,0.978
216.374,0.982
216.404,0.983
216.434,0.979
216.464,0.978
216.494,0.986
216.524,0.982
216.554,0.979
216.584,0.973
216.614,0.985
216.644,0.976
216.674,0.992
216.704,1.000
216.734,0.998
216.764,1.004
216.794,1.003
216.824,0.985
216.854,0.991
216.884,0.990
216.914,0.965
216.944,0.963
216.974,0.958
217.004,0.948
217.034,0.965
217.064,0.961
217.094,0.961
217.124,0.971
217.154,0.989
217.184,1.002
217.214,0.993
217.244,0.976
217.274,0.978
217.304,0.967
217.334,0.954
217.364,0.969
217.394,0.995
217.424,0.988
217.454,0.994
217.484,0.988
217.514,0.968
217.544,0.973
217.574,0.984
217.604,0.984
217.634,0.986
217.664,0.983
217.694,0.978
217.724,0.974
217.754,0.972
217.784,0.983
217.814,0.995
217.844,0.991
217.874,0.986
217.904,0.977
217.934,0.976
217.964,0.977
217.994,0.970
218.024,0.989
218.054,0.979
218.084,0.974
218.114,0.981
218.144,0.985
218.174,0.990
218.204,0.987
218.234,0.989
218.264,0.978
218.294,0.984
218.324,0.991
218.354,0.988
218.384,0.984
218.414,0.975
218.444,0.986
218.474,0.994
218.504,1.002
218.534,0.998
218.564,0.986
218.594,0.980
218.624,0.985
218.654,0.977
218.684,0.982
218.714,0.963
218.744,0.979
218.774,0.994
218.804,0.983
218.834,0.963
218.864,0.970
218.894,0.974
218.924,0.979
218.954,0.983
218.984,0.983
219.014,0.985
219.044,0.977
219.074,0.972
219.104,0.983
219.134,0.979
219.164,0.981
219.194,0.984
219.224,0.985
219.254,0.979
219.284,0.979
219.314,0.976
219.344,0.973
219.374,0.976
219.404,0.971
219.434,0.975
219.464,0.988
219.494,0.980
219.524,0.978
219.554,0.979
219.584,0.980
219.614,0.987
219.644,0.983
219.674,0.984
219.704,0.974
219.734,0.971
219.764,0.964
219.794,0.965
219.824,0.977
219.854,0.975
219.884,0.979
219.914,0.976
219.944,0.976
219.974,0.979
220.004,0.970
220.034,0.973
220.064,0.981
220.094,0.981
220.124,0.973
220.154,0.971
220.184,0.984
220.214,0.983
220.244,0.969
220.274,0.974
220.304,0.978
220.334,0.972
220.364,0.975
220.394,0.984
220.424,0.968
220.454,0.975
220.484,0.980
220.514,0.978
220.544,0.974
220.574,0.977
220.604,0.977
220.634,0.974
220.664,0.976
220.694,0.974
220.724,0.977
220.754,0.976
220.784,0.978
220.814,0.974
220.844,0.970
220.874,0.972
220.904,0.970
220.934,0.985
220.964,0.978
220.994,0.970
221.024,0.978
221.054,0.974
221.084,0.981
221.114,0.978
221.144,0.975
221.174,0.960
221.204,0.965
221.234,0.976
221.264,0.968
221.294,0.978
221.324,0.974
221.354,0.976
221.384,0.976
221.414,0.968
221.444,0.972
221.474,0.969
221.504,0.975
221.534,0.979
221.564,0.973
221.594,0.976
221.624,0.979
221.654,0.980
221.684,0.964
221.714,0.977
221.744,0.985
221.774,0.969
221.804,0.976
221.834,0.974
221.864,0.972
221.894,0.977
221.924,0.975
221.954,0.974
221.984,0.972
222.014,0.979
222.044,0.977
222.074,0.971
222.104,0.978
222.134,0.972
222.164,0.973
222.194,0.976
222.224,0.975
222.254,0.972
222.284,0.972
222.314,0.981
222.344,0.978
222.374,0.976
222.404,0.973
222.434,0.975
222.464,0.982
222.494,0.970
222.524,0.972
222.554,0.979
222.584,0.974
222.614,0.976
222.644,0.977
222.674,0.977
222.704,0.974
222.734,0.973
222.764,0.975
222.794,0.972
222.824,0.979
222.854,0.974
222.884,0.975
222.914,0.979
222.944,0.975
222.974,0.974
223.004,0.979
223.034,0.974
223.064,0.974
223.094,0.975
223.124,0.978
223.154,0.976
223.184,0.977
223.214,0.977
223.244,0.976
223.274,0.975
223.304,0.973
223.334,0.979
223.364,0.986
223.394,0.979
223.424,0.968
223.454,0.974
223.484,0.974
223.514,0.985
223.544,0.979
223.574,0.983
223.604,0.970
223.634,0.991
223.664,0.976
223.694,0.976
223.724,0.977
223.754,0.979
223.784,0.978
223.814,0.973
223.844,0.977
223.874,0.974
223.904,0.976
223.934,0.982
223.964,0.981
223.994,0.978
224.024,0.978
224.054,0.982
224.084,0.975
224.114,0.983
224.144,0.981
224.174,0.970
224.204,0.979
224.234,0.981
224.264,0.978
224.294,0.978
224.324,0.977
224.354,0.981
224.384,0.979
224.414,0.977
224.444,0.976
224.474,0.983
224.504,0.979
224.534,0.978
224.564,0.978
224.594,0.975
224.624,0.981
224.654,0.976
224.684,0.977
224.714,0.975
224.744,0.980
224.774,0.975
224.804,0.975
224.834,0.994
224.864,0.982
224.894,0.975
224.924,0.974
224.954,0.979
224.984,0.975
225.014,0.975
225.044,0.980
225.074,0.974
225.104,0.982
225.134,0.982
225.164,0.978
225.194,0.978
225.224,0.977
225.254,0.976
225.284,0.979
225.314,0.980
225.344,0.972
225.374,0.989
225.404,0.978
225.434,0.975
225.464,0.980
225.494,0.972
225.524,0.984
225.554,0.984
225.584,0.978
225.614,0.976
225.644,0.975
225.674,0.973
225.704,0.977
225.734,0.976
225.764,0.983
225.794,0.974
225.824,0.982
225.854,0.976
225.884,0.978
225.914,0.979
225.944,0.979
225.974,0.977
226.004,0.976
226.034,0.973
226.064,0.976
226.094,0.978
226.124,0.979
226.154,0.976
226.184,0.972
226.214,0.975
226.244,0.988
226.274,0.972
226.304,0.974
226.334,0.979
226.364,0.977
226.394,0.976
226.424,0.978
226.454,0.981
226.484,0.975
226.514,0.974
226.544,0.974
226.574,0.977
226.604,0.977
226.634,0.977
226.664,0.975
226.694,0.976
226.724,0.975
226.754,0.976
226.784,0.979
226.814,0.978
226.844,0.978
226.874,0.977
226.904,0.978
226.934,0.973
226.964,0.970
226.994,0.985
227.024,0.977
227.054,0.974
227.084,0.974
227.114,0.974
227.144,0.973
227.174,0.978
227.204,0.978
227.234,0.971
227.264,0.979
227.294,0.980
227.324,0.974
227.354,0.973
227.384,0.979
227.414,0.976
227.444,0.974
227.474,0.978
227.504,0.977
227.534,0.974
227.564,0.975
227.594,0.977
227.624,0.977
227.654,0.976
227.684,0.978
227.714,0.973
227.744,0.973
227.774,0.985
227.804,0.974
227.834,0.971
227.864,0.976
227.894,0.975
227.924,0.975
227.954,0.979
227.984,0.981
228.014,0.973
228.044,0.978
228.074,0.977
228.104,0.974
228.134,0.981
228.164,0.972
228.194,0.970
228.224,0.979
228.254,0.976
228.284,0.981
228.314,0.973
228.344,0.979
228.374,0.979
228.404,0.985
228.434,0.980
228.464,0.973
228.494,0.982
228.524,0.974
228.554,0.988
228.584,0.985
228.614,0.973
228.644,0.965
228.674,0.962
228.704,0.971
228.734,0.976
228.764,0.961
228.794,0.970
228.824,0.980
228.854,0.978
228.884,0.978
228.914,0.989
228.944,0.985
228.974,0.978
229.004,0.960
229.034,0.963
229.064,0.958
229.094,0.957
229.124,0.957
229.154,0.980
229.184,0.974
229.214,0.976
229.244,0.980
229.274,0.978
229.304,0.967
229.334,0.977
229.364,0.997
229.394,0.978
229.424,0.997
229.454,1.006
229.484,0.979
229.514,0.985
229.544,1.006
229.574,1.005
229.604,0.999
229.634,1.014
229.664,1.007
229.694,0.951
229.724,0.859
229.754,0.836
229.784,0.912
229.814,1.005
229.844,1.032
229.874,1.005
229.904,0.938
229.934,0.909
229.964,0.931
229.994,0.946
230.024,0.937
230.054,0.950
230.084,1.046
230.114,1.014
230.144,0.953
230.174,0.931
230.204,0.968
230.234,0.984
230.264,0.968
230.294,0.965
230.324,0.969
230.354,0.990
230.384,0.991
230.414,0.983
230.444,0.972
230.474,0.979
230.504,0.965
230.534,0.952
230.564,0.973
230.594,0.976
230.624,0.969
230.654,0.964
230.684,0.977
230.714,0.980
230.744,0.972
230.774,0.952
230.804,0.961
230.834,0.964
230.864,0.979
230.894,0.978
230.924,0.967
230.954,0.965
230.984,0.964
231.014,0.972
231.044,0.961
231.074,0.971
231.104,0.958
231.134,0.980
231.164,0.971
231.194,0.967
231.224,0.964
231.254,0.964
231.284,0.969
231.314,0.974
231.344,0.976
231.374,0.970
231.404,0.971
231.434,0.968
231.464,0.958
231.494,0.983
231.524,0.969
231.554,0.972
231.584,0.979
231.614,0.967
231.644,0.966
231.674,0.968
231.704,0.978
231.734,0.953
231.764,0.976
231.794,0.981
231.824,0.982
231.854,0.970
231.884,0.954
231.914,0.969
231.944,0.986
231.974,0.979
232.004,0.987
232.034,1.006
232.064,0.979
232.094,0.963
232.124,0.949
232.154,0.966
232.184,0.959
232.214,0.953
232.244,0.976
232.274,0.979
232.304,0.966
232.334,0.927
232.364,0.953
232.394,0.984
232.424,1.005
232.454,0.986
232.484,1.007
232.514,0.981
232.544,0.968
232.574,0.960
232.604,0.991
232.634,0.986
232.664,0.994
232.694,0.962
232.724,0.932
232.754,0.952
232.784,0.961
232.814,0.982
232.844,0.964
232.874,0.986
232.904,1.013
232.934,0.994
232.964,0.969
232.994,0.929
233.024,0.950
233.054,0.972
233.084,0.959
233.114,0.961
233.144,0.982
233.174,0.995
233.204,1.015
233.234,0.983
233.264,0.969
233.294,0.961
233.324,0.975
233.354,0.979
233.384,0.969
233.414,0.962
233.444,0.982
233.474,0.970
233.504,0.977
233.534,0.974
233.564,0.969
233.594,0.967
233.624,0.972
233.654,0.971
233.684,0.971
233.714,0.976
233.744,0.972
233.774,0.978
233.804,0.978
233.834,0.972
233.864,0.973
233.894,0.969
233.924,0.972
233.954,0.970
233.984,0.974
234.014,0.967
234.044,0.972
234.074,0.984
234.104,0.969
234.134,0.962
234.164,0.978
234.194,0.975
234.224,0.975
234.254,0.977
234.284,0.969
234.314,0.973
234.344,0.984
234.374,0.976
234.404,0.970
234.434,0.981
234.464,0.977
234.494,0.970
234.524,0.967
234.554,0.962
234.584,0.971
234.614,0.974
234.644,0.973
234.674,0.993
234.704,0.976
234.734,0.971
234.764,0.979
234.794,0.982
234.824,0.981
234.854,0.993
234.884,0.989
234.914,0.997
234.944,1.006
234.974,1.006
235.004,1.004
235.034,0.968
235.064,0.966
235.094,0.989
235.124,0.999
235.154,1.015
235.184,0.980
235.214,0.958
235.244,0.989
235.274,1.004
235.304,1.008
235.334,1.007
235.364,0.986
235.394,0.996
235.424,1.001
235.454,0.997
235.484,1.006
235.514,0.988
235.544,0.997
235.574,1.000
235.604,0.990
235.634,0.993
235.664,1.001
235.694,0.996
235.724,0.998
235.754,1.008
235.784,0.995
235.814,0.992
235.844,1.000
235.874,1.001
235.904,1.004
235.934,1.008
235.964,0.998
235.994,0.994
236.024,0.995
236.054,0.994
236.084,0.996
236.114,1.000
236.144,1.003
236.174,1.004
236.204,1.001
236.234,1.000
236.264,0.996
236.294,1.005
236.324,1.006
236.354,0.998
236.384,1.002
236.414,1.002
236.444,1.000
236.474,1.006
236.504,1.006
236.534,0.990
236.564,0.993
236.594,1.009
236.624,0.998
236.654,1.001
236.684,1.002
236.714,1.001
236.744,1.002
236.774,0.998
236.804,1.000
236.834,0.997
236.864,1.000
236.894,1.000
236.924,1.003
236.954,1.002
236.984,1.002
237.014,0.992
237.044,0.993
237.074,0.996
237.104,0.997
237.134,0.998
237.164,0.996
237.194,0.994
237.224,0.994
237.254,0.990
237.284,0.991
237.314,1.008
237.344,1.001
237.374,1.003
237.404,1.004
237.434,0.996
237.464,1.005
237.494,1.000
237.524,1.001
237.554,0.993
237.584,0.996
237.614,1.002
237.644,1.003
237.674,1.002
237.704,1.003
237.734,0.997
237.764,0.997
237.794,0.999
237.824,1.006
237.854,1.006
237.884,1.003
237.914,1.002
237.944,1.001
237.974,1.002
238.004,1.000
238.034,0.993
238.064,1.000
238.094,0.992
238.124,0.990
238.154,0.993
238.184,0.986
238.214,0.998
238.244,1.002
238.274,1.005
238.304,0.994
238.334,1.003
238.364,0.998
238.394,0.995
238.424,1.000
238.454,1.003
238.484,1.000
238.514,1.006
238.544,1.004
238.574,1.002
238.604,1.002
238.634,1.001
238.664,1.000
238.694,0.999
238.724,0.999
238.754,1.004
238.784,1.004
238.814,1.002
238.844,1.031
238.874,1.003
238.904,0.994
238.934,1.000
238.964,0.993
238.994,1.002
239.024,0.993
239.054,0.990
239.084,0.996
239.114,0.995
239.144,0.995
239.174,0.997
239.204,0.997
239.234,0.991
239.264,0.990
239.294,0.996
239.324,1.004
239.354,1.001
239.384,1.001
239.414,1.002
239.444,1.000
239.474,1.010
239.504,1.005
239.534,1.003
239.564,1.001
239.594,0.999
239.624,1.008
239.654,1.022
239.684,1.015
239.714,1.008
239.744,1.006
239.774,1.004
239.804,1.008
