df_hash,22ZHK4.K83A0A
288.224,1.010
288.254,1.007
288.284,1.023
288.314,1.012
288.344,1.010
288.374,1.016
288.404,1.013
288.434,1.006
288.464,1.009
288.494,1.017
288.524,1.012
288.554,1.018
288.584,1.013
288.614,1.010
288.644,1.012
288.674,1.007
288.704,1.006
288.734,0.993
288.764,1.009
288.794,1.018
288.824,1.031
288.854,1.028
288.884,1.006
288.914,1.005
288.944,1.010
288.974,0.999
289.004,1.001
289.034,1.013
289.064,1.018
289.094,1.016
289.124,1.008
289.154,1.006
289.184,1.000
289.214,1.004
289.244,1.006
289.274,1.012
289.304,1.010
289.334,1.009
289.364,1.008
289.394,1.009
289.424,1.011
289.454,1.006
289.484,1.009
289.514,1.004
289.544,1.012
289.574,1.013
289.604,1.010
289.634,1.011
289.664,1.009
289.694,1.013
289.724,1.007
289.754,1.013
289.784,1.006
289.814,1.010
289.844,1.017
289.874,1.006
289.904,1.011
289.934,1.010
289.964,1.014
289.994,1.014
290.024,1.003
290.054,1.006
290.084,1.006
290.114,1.004
290.144,1.002
290.174,1.003
290.204,1.011
290.234,1.009
290.264,1.010
290.294,1.013
290.324,1.011
290.354,1.020
290.384,1.021
290.414,1.016
290.444,1.020
290.474,1.022
290.504,1.020
290.534,1.020
290.564,1.020
290.594,1.016
290.624,1.018
290.654,1.022
290.684,1.018
290.714,1.019
290.744,1.026
290.774,1.023
290.804,1.018
290.834,1.020
290.864,1.021
290.894,1.016
290.924,1.013
290.954,1.018
290.984,1.022
291.014,1.020
291.044,1.015
291.074,1.013
291.104,1.017
291.134,1.017
291.164,1.018
291.194,1.021
291.224,1.017
291.254,1.018
291.284,1.017
291.314,1.017
291.344,1.015
291.374,1.020
291.404,1.015
291.434,1.013
291.464,1.023
291.494,1.023
291.524,1.020
291.554,1.020
291.584,1.023
291.614,1.022
291.644,1.019
291.674,1.020
291.704,1.018
291.734,1.017
291.764,1.025
291.794,1.015
291.824,1.021
291.854,1.012
291.884,1.020
291.914,1.016
291.944,1.020
291.974,1.018
292.004,1.014
292.034,1.019
292.064,1.017
292.094,1.015
292.124,1.016
292.154,1.015
292.184,1.019
292.214,1.021
292.244,1.015
292.274,1.020
292.304,1.025
292.334,1.019
292.364,1.024
292.394,1.023
292.424,1.016
292.454,1.018
292.484,1.019
292.514,1.026
292.544,1.018
292.574,1.021
292.604,1.020
292.634,1.021
292.664,1.022
292.694,1.021
292.724,1.015
292.754,1.017
292.784,1.021
292.814,1.021
292.844,1.023
292.874,1.018
292.904,1.018
292.934,1.020
292.964,1.021
292.994,1.023
293.024,1.021
293.054,1.021
293.084,1.024
293.114,1.024
293.144,1.019
293.174,1.021
293.204,1.021
293.234,1.021
293.264,1.021
293.294,1.020
293.324,1.014
293.354,1.009
293.384,1.016
293.414,1.021
293.444,1.017
293.474,1.024
293.504,1.027
293.534,1.027
293.564,1.026
293.594,1.030
293.624,1.029
293.654,1.024
293.684,1.027
293.714,1.018
293.744,1.021
293.774,1.018
293.804,1.017
293.834,1.023
293.864,1.029
293.894,1.021
293.924,1.020
293.954,1.032
293.984,1.020
294.014,1.021
294.044,1.023
294.074,1.021
294.104,1.019
294.134,1.026
294.164,1.021
294.194,1.017
294.224,1.018
294.254,1.017
294.284,1.009
294.314,1.020
294.344,1.015
294.374,1.021
294.404,1.024
294.434,1.024
294.464,1.020
294.494,1.027
294.524,1.034
294.554,1.029
294.584,1.033
294.614,1.029
294.644,1.023
294.674,1.026
294.704,1.026
294.734,1.035
294.764,1.035
294.794,1.036
294.824,1.034
294.854,1.036
294.884,1.030
294.914,1.037
294.944,1.035
294.974,1.026
295.004,1.033
295.034,1.034
295.064,1.031
295.094,1.033
295.124,1.034
295.154,1.027
295.184,1.027
295.214,1.027
295.244,1.031
295.274,1.027
295.304,1.023
295.334,1.033
295.364,1.031
295.394,1.022
295.424,1.027
295.454,1.031
295.484,1.030
295.514,1.023
295.544,1.023
295.574,1.024
295.604,1.030
295.634,1.031
295.664,1.034
295.694,1.024
295.724,1.028
295.754,1.026
295.784,1.028
295.814,1.027
295.844,1.026
295.874,1.026
295.904,1.027
295.934,1.028
295.964,1.020
295.994,1.024
296.024,1.024
296.054,1.028
296.084,1.027
296.114,1.022
296.144,1.025
296.174,1.032
296.204,1.031
296.234,1.028
296.264,1.032
296.294,1.030
296.324,1.033
296.354,1.023
296.384,1.029
296.414,1.035
296.444,1.033
296.474,1.037
296.504,1.037
296.534,1.030
296.564,1.030
296.594,1.025
296.624,1.031
296.654,1.031
296.684,1.036
296.714,1.034
296.744,1.035
296.774,1.039
296.804,1.040
296.834,1.032
296.864,1.024
296.894,1.027
296.924,1.041
296.954,1.035
296.984,1.021
297.014,1.021
297.044,1.020
297.074,1.024
297.104,1.016
297.134,1.004
297.164,0.992
297.194,0.979
297.224,0.978
297.254,0.992
297.284,1.018
297.314,1.026
297.344,1.036
297.374,1.036
297.404,1.044
297.434,1.040
297.464,1.033
297.494,1.023
297.524,1.010
297.554,1.010
297.584,1.018
297.614,1.030
297.644,1.034
297.674,1.026
297.704,1.026
297.734,1.027
297.764,1.023
297.794,1.027
297.824,1.031
297.854,1.017
297.884,1.018
297.914,1.023
297.944,1.033
297.974,1.031
298.004,1.027
298.034,1.022
298.064,1.021
298.094,1.030
298.124,1.027
298.154,1.030
298.184,1.026
298.214,1.017
298.244,1.026
298.274,1.035
298.304,1.044
298.334,1.052
298.364,1.047
298.394,1.045
298.424,1.039
298.454,1.035
298.484,1.047
298.514,1.046
298.544,1.044
298.574,1.037
298.604,1.035
298.634,1.037
298.664,1.029
298.694,1.022
298.724,1.035
298.754,1.044
298.784,1.047
298.814,1.040
298.844,1.048
298.874,1.052
298.904,1.056
298.934,1.053
298.964,1.048
298.994,1.045
299.024,1.045
299.054,1.041
299.084,1.038
299.114,1.039
299.144,1.041
299.174,1.032
299.204,1.040
299.234,1.044
299.264,1.037
299.294,1.041
299.324,1.055
299.354,1.041
299.384,1.036
299.414,1.034
299.444,1.037
299.474,1.037
299.504,1.047
299.534,1.049
299.564,1.038
299.594,1.043
299.624,1.026
299.654,1.044
299.684,1.039
299.714,1.041
299.744,1.032
299.774,1.038
299.804,1.048
299.834,1.035
299.864,1.035
299.894,1.041
299.924,1.041
299.954,1.033
299.984,1.036
300.014,1.032
300.044,1.036
300.074,1.041
300.104,1.027
300.134,1.060
300.164,1.077
300.194,1.078
300.224,1.077
300.254,1.088
300.284,1.082
300.314,1.098
300.344,1.119
300.374,1.116
300.404,1.091
300.434,1.045
300.464,1.024
300.494,1.019
300.524,1.016
300.554,1.014
300.584,1.013
300.614,1.000
300.644,0.992
300.674,0.986
300.704,0.989
300.734,0.995
300.764,0.991
300.794,0.993
300.824,1.004
300.854,0.990
300.884,0.975
300.914,0.990
300.944,0.984
300.974,0.989
301.004,0.998
301.034,0.985
301.064,0.988
301.094,1.007
301.124,0.998
301.154,0.988
301.184,1.013
301.214,0.998
301.244,0.990
301.274,1.000
301.304,1.006
301.334,0.990
301.364,0.994
301.394,1.012
301.424,1.006
301.454,1.001
301.484,1.013
301.514,1.002
301.544,1.006
301.574,1.017
301.604,1.016
301.634,1.011
301.664,1.015
301.694,1.013
301.724,1.016
301.754,1.021
301.784,1.025
301.814,1.015
301.844,1.021
301.874,1.022
301.904,1.021
301.934,1.018
301.964,1.025
301.994,1.027
302.024,1.030
302.054,1.026
302.084,1.020
302.114,1.021
302.144,1.024
302.174,1.022
302.204,1.023
302.234,1.025
302.264,1.030
302.294,1.036
302.324,1.026
302.354,1.036
302.384,1.035
302.414,1.039
302.444,1.042
302.474,1.037
302.504,1.034
302.534,1.038
302.564,1.029
302.594,1.047
302.624,1.039
302.654,1.047
302.684,1.047
302.714,1.046
302.744,1.037
302.774,1.026
302.804,1.036
302.834,1.037
302.864,1.046
302.894,1.040
302.924,1.039
302.954,1.041
302.984,1.038
303.014,1.042
303.044,1.038
303.074,1.042
303.104,1.041
303.134,1.036
303.164,1.036
303.194,1.040
303.224,1.038
303.254,1.039
303.284,1.040
303.314,1.039
303.344,1.034
303.374,1.043
303.404,1.040
303.434,1.040
303.464,1.036
303.494,1.037
303.524,1.035
303.554,1.034
303.584,1.041
303.614,1.042
303.644,1.039
303.674,1.037
303.704,1.044
303.734,1.041
303.764,1.039
303.794,1.040
303.824,1.037
303.854,1.037
303.884,1.038
303.914,1.040
303.944,1.039
303.974,1.043
304.004,1.037
304.034,1.036
304.064,1.036
304.094,1.036
304.124,1.037
304.154,1.038
304.184,1.040
304.214,1.039
304.244,1.035
304.274,1.038
304.304,1.036
304.334,1.041
304.364,1.045
304.394,1.047
304.424,1.050
304.454,1.043
304.484,1.045
304.514,1.044
304.544,1.045
304.574,1.037
304.604,1.037
304.634,1.035
304.664,1.032
304.694,1.048
304.724,1.050
304.754,1.047
304.784,1.040
304.814,1.040
304.844,1.043
304.874,1.042
304.904,1.040
304.934,1.039
304.964,1.036
304.994,1.042
305.024,1.048
305.054,1.059
305.084,1.077
305.114,1.083
305.144,1.088
305.174,1.093
305.204,1.107
305.234,1.121
305.264,1.112
305.294,1.082
305.324,1.057
305.354,1.028
305.384,1.014
305.414,0.999
305.444,0.980
305.474,0.978
305.504,0.987
305.534,1.005
305.564,0.992
305.594,1.007
305.624,1.000
305.654,0.995
305.684,0.998
305.714,1.000
305.744,0.985
305.774,0.974
305.804,0.968
305.834,0.963
305.864,0.981
305.894,1.000
305.924,1.005
305.954,0.999
305.984,0.991
306.014,0.995
306.044,0.954
306.074,0.919
306.104,0.937
306.134,0.953
306.164,0.941
306.194,0.959
306.224,0.981
306.254,0.958
306.284,0.975
306.314,0.983
306.344,0.960
306.374,0.986
306.404,0.998
306.434,0.989
306.464,1.004
306.494,0.998
306.524,0.994
306.554,0.976
306.584,0.970
306.614,0.978
306.644,0.976
306.674,0.977
306.704,0.980
306.734,0.990
306.764,0.999
306.794,0.997
306.824,0.991
306.854,0.986
306.884,0.997
306.914,0.995
306.944,0.992
306.974,0.989
307.004,0.993
307.034,0.990
307.064,0.994
307.094,0.982
307.124,0.996
307.154,0.998
307.184,0.984
307.214,1.009
307.244,1.005
307.274,1.014
307.304,1.031
307.334,1.024
307.364,1.033
307.394,1.033
307.424,1.025
307.454,1.023
307.484,1.010
307.514,1.012
307.544,1.016
307.574,1.010
307.604,1.020
307.634,1.033
307.664,1.018
307.694,1.021
307.724,1.007
307.754,1.001
307.784,1.003
307.814,1.013
307.844,1.015
307.874,1.012
307.904,1.031
307.934,1.016
307.964,1.013
307.994,1.022
308.024,1.010
308.054,1.012
308.084,1.015
308.114,1.009
308.144,1.023
308.174,1.021
308.204,1.009
308.234,1.012
308.264,1.016
308.294,1.014
308.324,1.021
308.354,1.024
308.384,1.014
308.414,1.019
308.444,1.023
308.474,1.022
308.504,1.027
308.534,1.021
308.564,1.021
308.594,1.018
308.624,1.016
308.654,1.016
308.684,1.018
308.714,1.014
308.744,1.011
308.774,1.019
308.804,1.020
308.834,1.016
308.864,1.016
308.894,1.018
308.924,1.021
308.954,1.015
308.984,1.018
309.014,1.013
309.044,1.013
309.074,1.019
309.104,1.017
309.134,1.021
309.164,1.021
309.194,1.017
309.224,1.021
309.254,1.024
309.284,1.017
309.314,1.014
309.344,1.022
309.374,1.016
309.404,1.018
309.434,1.021
309.464,1.018
309.494,1.019
309.524,1.017
309.554,1.014
309.584,1.016
309.614,1.023
309.644,1.021
309.674,1.014
309.704,1.015
309.734,1.018
309.764,1.020
309.794,1.021
309.824,1.015
309.854,1.013
309.884,1.025
309.914,1.027
309.944,1.029
309.974,1.035
310.004,1.027
310.034,1.030
310.064,1.022
310.094,1.021
310.124,1.019
310.154,1.021
310.184,1.017
310.214,1.018
310.244,1.021
310.274,1.019
310.304,1.013
310.334,1.017
310.364,1.018
310.394,1.018
310.424,1.018
310.454,1.021
310.484,1.024
310.514,1.021
310.544,1.023
310.574,1.025
310.604,1.021
310.634,1.021
310.664,1.021
310.694,1.025
310.724,1.029
310.754,1.027
310.784,1.026
310.814,1.026
310.844,1.031
310.874,1.030
310.904,1.025
310.934,1.027
310.964,1.021
310.994,1.024
311.024,1.027
311.054,1.025
311.084,1.023
311.114,1.018
311.144,1.021
311.174,1.022
311.204,1.028
311.234,1.021
311.264,1.019
311.294,1.024
311.324,1.024
311.354,1.021
311.384,1.022
311.414,1.021
311.444,1.025
311.474,1.025
311.504,1.022
311.534,1.023
311.564,1.026
311.594,1.025
311.624,1.025
311.654,1.024
311.684,1.020
311.714,1.028
311.744,1.026
311.774,1.025
311.804,1.025
311.834,1.024
311.864,1.021
311.894,1.029
311.924,1.029
311.954,1.024
311.984,1.019
312.014,1.018
312.044,1.018
312.074,1.021
312.104,1.023
312.134,1.021
312.164,1.028
312.194,1.027
312.224,1.029
312.254,1.023
312.284,1.021
312.314,1.023
312.344,1.018
312.374,1.030
312.404,1.025
312.434,1.024
312.464,1.024
312.494,1.023
312.524,1.022
312.554,1.026
312.584,1.025
312.614,1.019
312.644,1.025
312.674,1.024
312.704,1.023
312.734,1.027
312.764,1.027
312.794,1.025
312.824,1.025
312.854,1.021
312.884,1.026
312.914,1.024
312.944,1.023
312.974,1.024
313.004,1.022
313.034,1.022
313.064,1.026
313.094,1.022
313.124,1.023
313.154,1.021
313.184,1.023
313.214,1.022
313.244,1.025
313.274,1.027
313.304,1.022
313.334,1.026
313.364,1.027
313.394,1.028
313.424,1.023
313.454,1.026
313.484,1.028
313.514,1.021
313.544,1.028
313.574,1.025
313.604,1.022
313.634,1.022
313.664,1.018
313.694,1.021
313.724,1.024
313.754,1.027
313.784,1.025
313.814,1.025
313.844,1.026
313.874,1.021
313.904,1.021
313.934,1.020
313.964,1.022
313.994,1.029
314.024,1.029
314.054,1.026
314.084,1.027
314.114,1.025
314.144,1.026
314.174,1.024
314.204,1.026
314.234,1.025
314.264,1.023
314.294,1.026
314.324,1.025
314.354,1.023
314.384,1.023
314.414,1.028
314.444,1.023
314.474,1.022
314.504,1.021
314.534,1.026
314.564,1.024
314.594,1.021
314.624,1.024
314.654,1.028
314.684,1.027
314.714,1.029
314.744,1.029
314.774,1.026
314.804,1.027
314.834,1.033
314.864,1.036
314.894,1.041
314.924,1.058
314.954,1.064
314.984,1.054
315.014,1.038
315.044,1.049
315.074,1.048
315.104,1.040
315.134,1.030
315.164,1.021
315.194,1.024
315.224,1.025
315.254,1.010
315.284,1.010
315.314,1.021
315.344,1.020
315.374,1.003
315.404,1.011
315.434,1.003
315.464,0.998
315.494,0.997
315.524,0.993
315.554,0.997
315.584,1.000
315.614,0.997
315.644,0.989
315.674,1.003
315.704,0.991
315.734,0.973
315.764,0.981
315.794,0.991
315.824,0.999
315.854,1.000
315.884,0.995
315.914,0.987
315.944,0.988
315.974,0.991
316.004,0.995
316.034,0.992
316.064,0.997
316.094,0.985
316.124,0.989
316.154,0.995
316.184,0.990
316.214,1.002
316.244,0.998
316.274,0.985
316.304,0.985
316.334,0.984
316.364,0.994
316.394,0.991
316.424,0.999
316.454,0.995
316.484,0.987
316.514,0.985
316.544,0.997
316.574,0.997
316.604,0.997
316.634,0.998
316.664,1.004
316.694,0.996
316.724,0.995
316.754,0.995
316.784,0.999
316.814,1.005
316.844,0.994
316.874,0.999
316.904,1.002
316.934,1.002
316.964,0.994
316.994,1.000
317.024,0.999
317.054,0.987
317.084,0.992
317.114,0.985
317.144,0.981
317.174,0.984
317.204,1.010
317.234,1.001
317.264,0.996
317.294,1.007
317.324,1.006
317.354,0.999
317.384,1.010
317.414,1.010
317.444,1.004
317.474,1.005
317.504,1.013
317.534,1.008
317.564,1.008
317.594,1.006
317.624,1.002
317.654,1.005
317.684,1.010
317.714,1.008
317.744,1.019
317.774,1.015
317.804,1.007
317.834,1.002
317.864,1.002
317.894,1.004
317.924,1.007
317.954,1.018
317.984,1.019
318.014,1.008
318.044,1.010
318.074,1.013
318.104,1.020
318.134,1.021
318.164,1.021
318.194,1.008
318.224,1.018
318.254,1.010
318.284,1.008
318.314,1.006
318.344,1.003
318.374,1.005
318.404,1.018
318.434,1.008
318.464,0.990
318.494,1.021
318.524,1.032
318.554,1.022
318.584,1.018
318.614,1.044
318.644,1.040
318.674,1.025
318.704,1.030
318.734,1.038
318.764,1.019
318.794,1.028
318.824,1.026
318.854,1.021
318.884,1.024
318.914,1.021
318.944,1.015
318.974,1.013
319.004,1.015
319.034,1.011
319.064,1.013
319.094,1.025
319.124,1.021
319.154,1.021
319.184,1.018
319.214,1.015
319.244,1.011
319.274,1.009
319.304,1.010
319.334,1.019
319.364,1.019
319.394,1.015
319.424,1.021
319.454,1.022
319.484,1.010
319.514,1.007
319.544,1.023
319.574,1.025
319.604,1.019
319.634,1.026
319.664,1.018
319.694,1.018
319.724,1.021
319.754,1.020
319.784,1.021
319.814,1.022
319.844,1.025
319.874,1.019
319.904,1.022
319.934,1.016
319.964,1.015
319.994,1.021
320.024,1.020
320.054,1.019
320.084,1.013
320.114,1.014
320.144,1.024
320.174,1.018
320.204,1.009
320.234,1.016
320.264,1.005
320.294,1.012
320.324,1.026
320.354,1.029
320.384,1.028
320.414,1.025
320.444,1.021
320.474,1.016
320.504,1.012
320.534,1.018
320.564,1.020
320.594,1.025
320.624,1.027
320.654,1.021
320.684,1.019
320.714,1.012
320.744,1.012
320.774,1.015
320.804,1.016
320.834,1.029
320.864,1.016
320.894,1.021
320.924,1.022
320.954,1.015
320.984,1.008
321.014,1.016
321.044,1.011
321.074,1.023
321.104,1.027
321.134,1.029
321.164,1.021
321.194,1.017
321.224,1.020
321.254,1.020
321.284,1.016
321.314,1.006
321.344,1.013
321.374,1.017
321.404,1.021
321.434,1.020
321.464,1.015
321.494,1.021
321.524,1.017
321.554,1.015
321.584,1.029
321.614,1.025
321.644,1.021
321.674,1.031
321.704,1.027
321.734,1.029
321.764,1.031
321.794,1.046
321.824,1.035
321.854,1.030
321.884,1.030
321.914,1.011
321.944,1.018
321.974,1.025
322.004,1.040
322.034,1.015
322.064,1.011
322.094,1.023
322.124,1.002
322.154,1.010
322.184,1.026
322.214,1.021
322.244,1.003
322.274,1.014
322.304,1.018
322.334,1.020
322.364,1.021
322.394,1.017
322.424,1.021
322.454,1.022
322.484,1.023
322.514,1.026
322.544,1.031
322.574,1.043
322.604,1.049
322.634,1.032
322.664,1.030
322.694,1.031
322.724,1.034
322.754,1.022
322.784,1.021
322.814,1.021
322.844,1.026
322.874,1.029
322.904,1.036
322.934,1.026
322.964,1.027
322.994,1.025
323.024,1.023
323.054,1.029
323.084,1.027
323.114,1.029
323.144,1.023
323.174,1.033
323.204,1.034
323.234,1.029
323.264,1.031
323.294,1.027
323.324,1.026
323.354,1.028
323.384,1.026
323.414,1.030
323.444,1.031
323.474,1.029
323.504,1.026
323.534,1.026
323.564,1.030
323.594,1.029
323.624,1.034
323.654,1.030
323.684,1.029
323.714,1.030
323.744,1.036
323.774,1.029
323.804,1.026
323.834,1.029
323.864,1.033
323.894,1.029
323.924,1.027
323.954,1.027
323.984,1.035
324.014,1.036
324.044,1.034
324.074,1.031
324.104,1.024
324.134,1.026
324.164,1.036
324.194,1.035
324.224,1.036
324.254,1.032
324.284,1.027
324.314,1.021
324.344,1.028
324.374,1.029
324.404,1.027
324.434,1.028
324.464,1.032
324.494,1.028
324.524,1.032
324.554,1.038
324.584,1.038
324.614,1.029
324.644,1.027
324.674,1.025
324.704,1.035
324.734,1.031
324.764,1.029
324.794,1.026
324.824,1.026
324.854,1.036
324.884,1.037
324.914,1.036
324.944,1.030
324.974,1.033
325.004,1.033
325.034,1.029
325.064,1.021
325.094,1.028
325.124,1.034
325.154,1.032
325.184,1.034
325.214,1.033
325.244,1.030
325.274,1.030
325.304,1.033
325.334,1.029
325.364,1.029
325.394,1.037
325.424,1.041
325.454,1.038
325.484,1.038
325.514,1.031
325.544,1.030
325.574,1.029
325.604,1.029
325.634,1.026
325.664,1.027
325.694,1.030
325.724,1.034
325.754,1.034
325.784,1.030
325.814,1.030
325.844,1.026
325.874,1.031
325.904,1.032
325.934,1.029
325.964,1.029
325.994,1.035
326.024,1.032
326.054,1.036
326.084,1.035
326.114,1.036
326.144,1.030
326.174,1.035
326.204,1.035
326.234,1.031
326.264,1.030
326.294,1.035
326.324,1.029
326.354,1.034
326.384,1.035
326.414,1.031
326.444,1.030
326.474,1.028
326.504,1.034
326.534,1.028
326.564,1.030
326.594,1.032
326.624,1.028
326.654,1.029
326.684,1.033
326.714,1.029
326.744,1.023
326.774,1.028
326.804,1.036
326.834,1.030
326.864,1.036
326.894,1.040
326.924,1.036
326.954,1.033
326.984,1.035
327.014,1.032
327.044,1.027
327.074,1.039
327.104,1.037
327.134,1.033
327.164,1.030
327.194,1.031
327.224,1.031
327.254,1.032
327.284,1.033
327.314,1.036
327.344,1.032
327.374,1.029
327.404,1.033
327.434,1.033
327.464,1.026
327.494,1.033
327.524,1.048
327.554,1.031
327.584,1.029
327.614,1.030
327.644,1.033
327.674,1.030
327.704,1.035
327.734,1.038
327.764,1.035
327.794,1.030
327.824,1.038
327.854,1.038
327.884,1.035
327.914,1.029
327.944,1.035
327.974,1.037
328.004,1.031
328.034,1.023
328.064,1.023
328.094,1.033
328.124,1.036
328.154,1.035
328.184,1.036
328.214,1.033
328.244,1.037
328.274,1.039
328.304,1.036
328.334,1.035
328.364,1.038
328.394,1.037
328.424,1.035
328.454,1.034
328.484,1.035
328.514,1.047
328.544,1.040
328.574,1.036
328.604,1.032
328.634,1.038
328.664,1.031
328.694,1.035
328.724,1.034
328.754,1.035
328.784,1.039
328.814,1.033
328.844,1.035
328.874,1.030
328.904,1.035
328.934,1.036
328.964,1.034
328.994,1.033
329.024,1.032
329.054,1.035
329.084,1.033
329.114,1.031
329.144,1.031
329.174,1.029
329.204,1.033
329.234,1.035
329.264,1.036
329.294,1.037
329.324,1.039
329.354,1.026
329.384,1.030
329.414,1.039
329.444,1.049
329.474,1.036
329.504,1.029
329.534,1.023
329.564,1.031
329.594,1.020
329.624,1.037
329.654,1.044
329.684,1.046
329.714,1.033
329.744,1.026
329.774,1.045
329.804,1.043
329.834,1.041
329.864,1.033
329.894,1.038
329.924,1.029
329.954,1.035
329.984,1.023
330.014,1.040
330.044,1.040
330.074,1.034
330.104,1.035
330.134,1.038
330.164,1.033
330.194,1.037
330.224,1.037
330.254,1.038
330.284,1.033
330.314,1.037
330.344,1.034
330.374,1.035
330.404,1.038
330.434,1.036
330.464,1.028
330.494,1.028
330.524,1.027
330.554,1.031
330.584,1.035
330.614,1.031
330.644,1.032
330.674,1.032
330.704,1.034
330.734,1.032
330.764,1.034
330.794,1.036
330.824,1.036
330.854,1.033
330.884,1.039
330.914,1.039
330.944,1.033
330.974,1.035
331.004,1.039
331.034,1.043
331.064,1.041
331.094,1.040
331.124,1.038
331.154,1.035
331.184,1.032
331.214,1.029
331.244,1.031
331.274,1.031
331.304,1.035
331.334,1.042
331.364,1.039
331.394,1.038
331.424,1.038
331.454,1.034
331.484,1.035
331.514,1.030
331.544,1.039
331.574,1.037
331.604,1.042
331.634,1.034
331.664,1.033
331.694,1.027
331.724,1.026
331.754,1.034
331.784,1.038
331.814,1.031
331.844,1.035
331.874,1.039
331.904,1.028
331.934,1.038
331.964,1.040
331.994,1.038
332.024,1.033
332.054,1.032
332.084,1.037
332.114,1.040
332.144,1.038
332.174,1.035
332.204,1.031
332.234,1.034
332.264,1.036
332.294,1.040
332.324,1.040
332.354,1.036
332.384,1.037
332.414,1.039
332.444,1.040
332.474,1.041
332.504,1.034
332.534,1.038
332.564,1.040
332.594,1.044
332.624,1.034
332.654,1.035
332.684,1.036
332.714,1.034
332.744,1.031
332.774,1.033
332.804,1.032
332.834,1.033
332.864,1.032
332.894,1.032
332.924,1.033
332.954,1.042
332.984,1.035
333.014,1.034
333.044,1.037
333.074,1.037
333.104,1.035
333.134,1.037
333.164,1.034
333.194,1.038
333.224,1.043
333.254,1.035
333.284,1.030
333.314,1.036
333.344,1.042
333.374,1.041
333.404,1.034
333.434,1.031
333.464,1.037
333.494,1.032
333.524,1.029
333.554,1.033
333.584,1.037
333.614,1.033
333.644,1.039
333.674,1.035
333.704,1.033
333.734,1.038
333.764,1.039
333.794,1.034
333.824,1.030
333.854,1.030
333.884,1.030
333.914,1.036
333.944,1.046
333.974,1.055
334.004,1.058
334.034,1.049
334.064,1.034
334.094,1.030
334.124,1.042
334.154,1.050
334.184,1.019
334.214,1.024
334.244,1.035
334.274,1.038
334.304,1.031
334.334,1.024
334.364,1.031
334.394,1.033
334.424,1.036
334.454,1.027
334.484,1.027
334.514,1.020
334.544,1.024
334.574,1.030
334.604,1.043
334.634,1.046
334.664,1.035
334.694,1.041
334.724,1.042
334.754,1.044
334.784,1.034
334.814,1.042
334.844,1.044
334.874,1.038
334.904,1.039
334.934,1.040
334.964,1.035
334.994,1.029
335.024,1.041
335.054,1.038
335.084,1.031
335.114,1.031
335.144,1.024
335.174,1.027
335.204,1.029
335.234,1.022
335.264,1.027
335.294,1.029
335.324,1.033
335.354,1.019
335.384,1.024
335.414,1.031
335.444,1.024
335.474,1.025
335.504,1.028
335.534,1.029
335.564,1.020
335.594,1.017
335.624,1.021
335.654,1.030
335.684,1.033
335.714,1.033
335.744,1.035
335.774,1.043
335.804,1.048
335.834,1.037
335.864,1.022
335.894,1.032
335.924,1.032
335.954,1.036
335.984,1.039
336.014,1.037
336.044,1.034
336.074,1.038
336.104,1.036
336.134,1.035
336.164,1.040
336.194,1.033
336.224,1.031
336.254,1.034
336.284,1.035
336.314,1.034
336.344,1.040
336.374,1.042
336.404,1.034
336.434,1.048
336.464,1.040
336.494,1.038
336.524,1.028
336.554,1.030
336.584,1.026
336.614,1.027
336.644,1.027
336.674,1.029
336.704,1.029
336.734,1.030
336.764,1.028
336.794,1.029
336.824,1.027
336.854,1.032
336.884,1.030
336.914,1.033
336.944,1.033
336.974,1.037
337.004,1.037
337.034,1.044
337.064,1.046
337.094,1.040
337.124,1.027
337.154,1.025
337.184,1.025
337.214,1.035
337.244,1.035
337.274,1.031
337.304,1.029
337.334,1.037
337.364,1.034
337.394,1.034
337.424,1.035
337.454,1.036
337.484,1.033
337.514,1.036
337.544,1.034
337.574,1.029
337.604,1.035
337.634,1.035
337.664,1.033
337.694,1.031
337.724,1.035
337.754,1.033
337.784,1.034
337.814,1.039
337.844,1.037
337.874,1.030
337.904,1.033
337.934,1.036
337.964,1.036
337.994,1.030
338.024,1.032
338.054,1.037
338.084,1.036
338.114,1.033
338.144,1.029
338.174,1.028
338.204,1.031
338.234,1.033
338.264,1.027
338.294,1.038
338.324,1.038
338.354,1.034
338.384,1.041
338.414,1.033
338.444,1.037
338.474,1.035
338.504,1.036
338.534,1.033
338.564,1.030
338.594,1.032
338.624,1.028
338.654,1.033
338.684,1.040
338.714,1.039
338.744,1.030
338.774,1.033
338.804,1.026
338.834,1.027
338.864,1.030
338.894,1.033
338.924,1.034
338.954,1.034
338.984,1.037
339.014,1.033
339.044,1.039
339.074,1.035
339.104,1.038
339.134,1.035
339.164,1.035
339.194,1.028
339.224,1.032
339.254,1.036
339.284,1.040
339.314,1.031
339.344,1.030
339.374,1.031
339.404,1.037
339.434,1.031
339.464,1.035
339.494,1.037
339.524,1.036
339.554,1.039
339.584,1.036
339.614,1.032
339.644,1.043
339.674,1.034
339.704,1.034
339.734,1.032
339.764,1.025
339.794,1.025
339.824,1.035
339.854,1.041
339.884,1.035
339.914,1.035
339.944,1.036
339.974,1.036
340.004,1.033
340.034,1.033
340.064,1.031
340.094,1.028
340.124,1.031
340.154,1.042
340.184,1.038
340.214,1.037
340.244,1.034
340.274,1.029
340.304,1.032
340.334,1.033
340.364,1.029
340.394,1.035
340.424,1.037
340.454,1.041
340.484,1.039
340.514,1.040
340.544,1.040
340.574,1.037
340.604,1.039
