df_hash,22ZHK4.QBUHEK
252.572,1.080
252.602,1.047
252.632,1.044
252.662,1.101
252.692,1.061
252.722,1.059
252.752,1.062
252.782,1.088
252.812,1.083
252.842,1.091
252.872,1.104
252.902,1.069
252.932,1.109
252.962,1.137
252.992,1.066
253.022,1.118
253.052,1.095
253.082,1.075
253.112,1.162
253.142,1.075
253.172,1.084
253.202,1.095
253.232,1.121
253.262,1.142
253.292,1.080
253.322,1.068
253.352,1.071
253.382,0.956
253.412,0.991
253.442,1.028
253.472,1.061
253.502,1.051
253.532,1.036
253.562,1.044
253.592,1.101
253.622,1.059
253.652,1.041
253.682,1.063
253.712,1.046
253.742,1.020
253.772,1.053
253.802,1.062
253.832,1.071
253.862,1.089
253.892,1.068
253.922,1.057
253.952,1.101
253.982,1.056
254.012,1.104
254.042,1.141
254.072,1.068
254.102,1.028
254.132,0.996
254.162,1.011
254.192,1.021
254.222,1.065
254.252,1.106
254.282,1.122
254.312,1.112
254.342,1.083
254.372,1.051
254.402,1.063
254.432,1.035
254.462,1.040
254.492,1.065
254.522,1.090
254.552,1.079
254.582,1.081
254.612,1.104
254.642,1.104
254.672,1.106
254.702,1.090
254.732,1.071
254.762,1.015
254.792,1.020
254.822,1.026
254.852,1.061
254.882,1.076
254.912,1.084
254.942,1.078
254.972,1.080
255.002,1.049
255.032,1.050
255.062,1.071
255.092,1.074
255.122,1.066
255.152,1.081
255.182,1.072
255.212,1.074
255.242,1.071
255.272,1.067
255.302,1.047
255.332,1.061
255.362,1.080
255.392,1.084
255.422,1.069
255.452,1.025
255.482,1.117
255.512,1.111
255.542,1.085
255.572,1.058
255.602,1.044
255.632,1.038
255.662,1.041
255.692,1.056
255.722,1.048
255.752,1.061
255.782,1.059
255.812,1.052
255.842,1.046
255.872,1.039
255.902,1.039
255.932,1.055
255.962,1.056
255.992,1.066
256.022,1.085
256.052,1.079
256.082,1.067
256.112,1.062
256.142,1.062
256.172,1.062
256.202,1.062
256.232,1.058
256.262,1.067
256.292,1.058
256.322,1.057
256.352,1.048
256.382,1.052
256.412,1.048
256.442,1.054
256.472,1.059
256.502,1.060
256.532,1.058
256.562,1.062
256.592,1.060
256.622,1.060
256.652,1.059
256.682,1.034
256.712,1.045
256.742,1.058
256.772,1.066
256.802,1.067
256.832,1.072
256.862,1.070
256.892,1.066
256.922,1.056
256.952,1.057
256.982,1.060
257.012,1.057
257.042,1.052
257.072,1.060
257.102,1.062
257.132,1.057
257.162,1.057
257.192,1.052
257.222,1.060
257.252,1.054
257.282,1.057
257.312,1.055
257.342,1.054
257.372,1.058
257.402,1.052
257.432,1.055
257.462,1.061
257.492,1.059
257.522,1.052
257.552,1.056
257.582,1.056
257.612,1.057
257.642,1.062
257.672,1.070
257.702,1.063
257.732,1.074
257.762,1.080
257.792,1.066
257.822,1.063
257.852,1.076
257.882,1.066
257.912,1.039
257.942,1.034
257.972,1.037
258.002,1.062
258.032,1.068
258.062,1.065
258.092,1.062
258.122,1.053
258.152,1.050
258.182,1.039
258.212,1.037
258.242,1.044
258.272,1.055
258.302,1.048
258.332,1.061
258.362,1.068
258.392,1.079
258.422,1.080
258.452,1.069
258.482,1.065
258.512,1.067
258.542,1.066
258.572,1.067
258.602,1.064
258.632,1.065
258.662,1.065
258.692,1.066
258.722,1.066
258.752,1.070
258.782,1.068
258.812,1.064
258.842,1.058
258.872,1.065
258.902,1.066
258.932,1.064
258.962,1.062
258.992,1.063
259.022,1.068
259.052,1.063
259.082,1.065
259.112,1.065
259.142,1.072
259.172,1.069
259.202,1.069
259.232,1.066
259.262,1.065
259.292,1.064
259.322,1.067
259.352,1.067
259.382,1.062
259.412,1.066
259.442,1.067
259.472,1.070
259.502,1.064
259.532,1.074
259.562,1.073
259.592,1.066
259.622,1.068
259.652,1.064
259.682,1.070
259.712,1.073
259.742,1.071
259.772,1.066
259.802,1.065
259.832,1.071
259.862,1.065
259.892,1.067
259.922,1.071
259.952,1.066
259.982,1.072
260.012,1.069
260.042,1.071
260.072,1.065
260.102,1.066
260.132,1.062
260.162,1.067
260.192,1.069
260.222,1.064
260.252,1.063
260.282,1.063
260.312,1.059
260.342,1.060
260.372,1.062
260.402,1.062
260.432,1.071
260.462,1.065
260.492,1.064
260.522,1.066
260.552,1.062
260.582,1.062
260.612,1.062
260.642,1.070
260.672,1.073
260.702,1.072
260.732,1.068
260.762,1.067
260.792,1.065
260.822,1.063
260.852,1.072
260.882,1.075
260.912,1.067
260.942,1.073
260.972,1.075
261.002,1.068
261.032,1.064
261.062,1.068
261.092,1.062
261.122,1.060
261.152,1.065
261.182,1.062
261.212,1.063
261.242,1.063
261.272,1.062
261.302,1.057
261.332,1.060
261.362,1.063
261.392,1.058
261.422,1.060
261.452,1.075
261.482,1.059
261.512,1.062
261.542,1.060
261.572,1.060
261.602,1.067
261.632,1.085
261.662,1.069
261.692,1.072
261.722,1.077
261.752,1.088
261.782,1.094
261.812,1.089
261.842,1.087
261.872,1.087
261.902,1.086
261.932,1.079
261.962,1.074
261.992,1.077
262.022,1.079
262.052,1.084
262.082,1.085
262.112,1.083
262.142,1.081
262.172,1.087
262.202,1.091
262.232,1.081
262.262,1.075
262.292,1.085
262.322,1.079
262.352,1.081
262.382,1.077
262.412,1.078
262.442,1.077
262.472,1.075
262.502,1.079
262.532,1.083
262.562,1.088
262.592,1.080
262.622,1.084
262.652,1.089
262.682,1.087
262.712,1.092
262.742,1.089
262.772,1.086
262.802,1.085
262.832,1.084
262.862,1.129
262.892,1.196
262.922,1.122
262.952,1.172
262.982,1.065
263.012,1.034
263.042,1.375
263.072,1.153
263.102,0.954
263.132,1.103
263.162,1.120
263.192,1.080
263.222,1.026
263.252,1.048
263.282,1.077
263.312,1.066
263.342,1.091
263.372,1.064
263.402,1.089
263.432,1.057
263.462,1.055
263.492,1.050
263.522,1.058
263.552,1.073
263.582,1.070
263.612,1.073
263.642,1.072
263.672,1.092
263.702,1.076
263.732,1.086
263.762,1.058
263.792,1.066
263.822,1.064
263.852,1.078
263.882,1.066
263.912,1.062
263.942,1.080
263.972,1.073
264.002,1.060
264.032,1.070
264.062,1.082
264.092,1.095
264.122,1.137
264.152,1.064
264.182,1.033
264.212,1.050
264.242,1.057
264.272,1.058
264.302,1.052
264.332,1.069
264.362,1.064
264.392,1.084
264.422,1.078
264.452,1.049
264.482,1.041
264.512,1.068
264.542,1.084
264.572,1.083
264.602,1.047
264.632,1.045
264.662,1.072
264.692,1.052
264.722,1.060
264.752,1.066
264.782,1.072
264.812,1.068
264.842,1.080
264.872,1.086
264.902,1.050
264.932,1.045
264.962,1.052
264.992,1.057
265.022,1.062
265.052,1.061
265.082,1.078
265.112,1.057
265.142,1.061
265.172,1.072
265.202,1.078
265.232,1.070
265.262,1.064
265.292,1.073
265.322,1.063
265.352,1.082
265.382,1.080
265.412,1.059
265.442,1.057
265.472,1.069
265.502,1.071
265.532,1.069
265.562,1.088
265.592,1.083
265.622,1.072
265.652,1.072
265.682,1.064
265.712,1.066
265.742,1.072
265.772,1.073
265.802,1.077
265.832,1.082
265.862,1.069
265.892,1.079
265.922,1.084
265.952,1.078
265.982,1.073
266.012,1.070
266.042,1.075
266.072,1.076
266.102,1.070
266.132,1.081
266.162,1.065
266.192,1.063
266.222,1.060
266.252,1.083
266.282,1.084
266.312,1.090
266.342,1.089
266.372,1.068
266.402,1.075
266.432,1.076
266.462,1.073
266.492,1.067
266.522,1.068
266.552,1.073
266.582,1.071
266.612,1.080
266.642,1.065
266.672,1.066
266.702,1.066
266.732,1.067
266.762,1.051
266.792,1.067
266.822,1.077
266.852,1.075
266.882,1.060
266.912,1.062
266.942,1.072
266.972,1.067
267.002,1.075
267.032,1.073
267.062,1.072
267.092,1.076
267.122,1.073
267.152,1.083
267.182,1.082
267.212,1.084
267.242,1.080
267.272,1.072
267.302,1.080
267.332,1.083
267.362,1.075
267.392,1.074
267.422,1.087
267.452,1.087
267.482,1.080
267.512,1.083
267.542,1.087
267.572,1.084
267.602,1.085
267.632,1.086
267.662,1.082
267.692,1.086
267.722,1.078
267.752,1.074
267.782,1.084
267.812,1.070
267.842,1.065
267.872,1.072
267.902,1.077
267.932,1.092
267.962,1.098
267.992,1.098
268.022,1.095
268.052,1.103
268.082,1.106
268.112,1.102
268.142,1.092
268.172,1.081
268.202,1.071
268.232,1.080
268.262,1.078
268.292,1.085
268.322,1.082
268.352,1.084
268.382,1.085
268.412,1.086
268.442,1.086
268.472,1.090
268.502,1.091
268.532,1.087
268.562,1.083
268.592,1.086
268.622,1.085
268.652,1.095
268.682,1.090
268.712,1.091
268.742,1.090
268.772,1.089
268.802,1.088
268.832,1.088
268.862,1.090
268.892,1.092
268.922,1.081
268.952,1.085
268.982,1.088
269.012,1.089
269.042,1.086
269.072,1.090
269.102,1.081
269.132,1.088
269.162,1.086
269.192,1.084
269.222,1.086
269.252,1.085
269.282,1.084
269.312,1.082
269.342,1.082
269.372,1.083
269.402,1.083
269.432,1.088
269.462,1.086
269.492,1.089
269.522,1.089
269.552,1.089
269.582,1.086
269.612,1.083
269.642,1.079
269.672,1.084
269.702,1.082
269.732,1.086
269.762,1.087
269.792,1.086
269.822,1.086
269.852,1.090
269.882,1.083
269.912,1.085
269.942,1.088
269.972,1.089
270.002,1.088
270.032,1.089
270.062,1.094
270.092,1.084
270.122,1.083
270.152,1.081
270.182,1.081
270.212,1.083
270.242,1.086
270.272,1.081
270.302,1.087
270.332,1.090
270.362,1.086
270.392,1.089
270.422,1.090
270.452,1.085
270.482,1.086
270.512,1.087
270.542,1.083
270.572,1.087
270.602,1.085
270.632,1.082
270.662,1.082
270.692,1.087
270.722,1.088
270.752,1.085
270.782,1.087
270.812,1.089
270.842,1.087
270.872,1.088
270.902,1.088
270.932,1.084
270.962,1.083
270.992,1.084
271.022,1.086
271.052,1.082
271.082,1.087
271.112,1.075
271.142,1.088
271.172,1.091
271.202,1.088
271.232,1.083
271.262,1.085
271.292,1.090
271.322,1.082
271.352,1.084
271.382,1.078
271.412,1.091
271.442,1.087
271.472,1.081
271.502,1.080
271.532,1.080
271.562,1.083
271.592,1.090
271.622,1.087
271.652,1.086
271.682,1.080
271.712,1.081
271.742,1.084
271.772,1.082
271.802,1.082
271.832,1.086
271.862,1.088
271.892,1.091
271.922,1.091
271.952,1.086
271.982,1.088
272.012,1.090
272.042,1.089
272.072,1.085
272.102,1.082
272.132,1.085
272.162,1.087
272.192,1.094
272.222,1.090
272.252,1.088
272.282,1.090
272.312,1.092
272.342,1.094
272.372,1.089
272.402,1.091
272.432,1.090
272.462,1.092
272.492,1.091
272.522,1.093
272.552,1.089
272.582,1.094
272.612,1.091
272.642,1.087
272.672,1.094
272.702,1.088
272.732,1.084
272.762,1.091
272.792,1.085
272.822,1.085
272.852,1.087
272.882,1.090
272.912,1.088
272.942,1.083
272.972,1.089
273.002,1.090
273.032,1.088
273.062,1.086
273.092,1.087
273.122,1.087
273.152,1.086
273.182,1.088
273.212,1.089
273.242,1.086
273.272,1.089
273.302,1.087
273.332,1.091
273.362,1.087
273.392,1.087
273.422,1.088
273.452,1.090
273.482,1.090
273.512,1.090
273.542,1.087
273.572,1.089
273.602,1.091
273.632,1.085
273.662,1.088
273.692,1.088
273.722,1.088
273.752,1.088
273.782,1.091
273.812,1.083
273.842,1.087
273.872,1.092
273.902,1.088
273.932,1.086
273.962,1.090
273.992,1.091
274.022,1.087
274.052,1.089
274.082,1.089
274.112,1.085
274.142,1.086
274.172,1.086
274.202,1.091
274.232,1.088
274.262,1.088
274.292,1.089
274.322,1.091
274.352,1.093
274.382,1.083
274.412,1.085
274.442,1.088
274.472,1.084
274.502,1.084
274.532,1.085
274.562,1.084
274.592,1.095
274.622,1.092
274.652,1.094
274.682,1.083
274.712,1.082
274.742,1.093
274.772,1.097
274.802,1.086
274.832,1.090
274.862,1.088
274.892,1.090
274.922,1.084
274.952,1.084
274.982,1.092
275.012,1.092
275.042,1.084
275.072,1.086
275.102,1.091
275.132,1.088
275.162,1.088
275.192,1.085
275.222,1.089
275.252,1.087
275.282,1.086
275.312,1.085
275.342,1.083
275.372,1.089
275.402,1.093
275.432,1.086
275.462,1.087
275.492,1.089
275.522,1.086
275.552,1.087
275.582,1.088
275.612,1.089
275.642,1.089
275.672,1.088
275.702,1.086
275.732,1.088
275.762,1.091
275.792,1.086
275.822,1.087
275.852,1.086
275.882,1.086
275.912,1.087
275.942,1.087
275.972,1.088
276.002,1.091
276.032,1.088
276.062,1.085
276.092,1.090
276.122,1.098
276.152,1.078
276.182,1.073
276.212,1.090
276.242,1.088
276.272,1.084
276.302,1.083
276.332,1.092
276.362,1.096
276.392,1.091
276.422,1.093
276.452,1.086
276.482,1.085
276.512,1.087
276.542,1.086
276.572,1.094
276.602,1.083
276.632,1.093
276.662,1.083
276.692,1.088
276.722,1.084
276.752,1.088
276.782,1.084
276.812,1.087
276.842,1.086
276.872,1.084
276.902,1.083
276.932,1.100
276.962,1.094
276.992,1.090
277.022,1.088
277.052,1.079
277.082,1.084
277.112,1.076
277.142,1.087
277.172,1.082
277.202,1.089
277.232,1.093
277.262,1.085
277.292,1.091
277.322,1.093
277.352,1.083
277.382,1.096
277.412,1.083
277.442,1.093
277.472,1.089
277.502,1.082
277.532,1.090
277.562,1.090
277.592,1.096
277.622,1.089
277.652,1.097
277.682,1.094
277.712,1.077
277.742,1.089
277.772,1.085
277.802,1.085
277.832,1.080
277.862,1.088
277.892,1.085
277.922,1.089
277.952,1.091
277.982,1.084
278.012,1.085
278.042,1.091
278.072,1.085
278.102,1.088
278.132,1.094
278.162,1.081
278.192,1.098
278.222,1.089
278.252,1.095
278.282,1.089
278.312,1.087
278.342,1.084
278.372,1.091
278.402,1.096
278.432,1.089
278.462,1.083
278.492,1.092
278.522,1.082
278.552,1.077
278.582,1.088
278.612,1.086
278.642,1.090
278.672,1.096
278.702,1.089
278.732,1.087
278.762,1.090
278.792,1.089
278.822,1.092
278.852,1.086
278.882,1.084
278.912,1.088
278.942,1.084
278.972,1.086
279.002,1.095
279.032,1.094
279.062,1.088
279.092,1.093
279.122,1.087
279.152,1.086
279.182,1.081
279.212,1.090
279.242,1.092
279.272,1.092
279.302,1.090
279.332,1.084
279.362,1.092
279.392,1.093
279.422,1.088
279.452,1.083
279.482,1.091
279.512,1.091
279.542,1.079
279.572,1.086
279.602,1.092
279.632,1.091
279.662,1.088
279.692,1.081
279.722,1.086
279.752,1.090
279.782,1.096
279.812,1.091
279.842,1.086
279.872,1.089
279.902,1.085
279.932,1.092
279.962,1.084
279.992,1.086
280.022,1.085
280.052,1.087
280.082,1.086
280.112,1.090
280.142,1.090
280.172,1.089
280.202,1.082
280.232,1.092
280.262,1.090
280.292,1.087
280.322,1.086
280.352,1.091
280.382,1.082
280.412,1.092
280.442,1.090
280.472,1.087
280.502,1.082
280.532,1.095
280.562,1.085
280.592,1.087
280.622,1.092
280.652,1.092
280.682,1.082
280.712,1.090
280.742,1.086
280.772,1.084
280.802,1.087
280.832,1.091
280.862,1.089
280.892,1.087
280.922,1.089
280.952,1.090
280.982,1.086
281.012,1.080
281.042,1.085
281.072,1.086
281.102,1.082
281.132,1.088
281.162,1.094
281.192,1.085
281.222,1.085
281.252,1.086
281.282,1.087
281.312,1.096
281.342,1.091
281.372,1.086
281.402,1.086
281.432,1.089
281.462,1.088
281.492,1.087
281.522,1.090
281.552,1.086
281.582,1.092
281.612,1.098
281.642,1.105
281.672,1.108
281.702,1.130
281.732,1.132
281.762,1.119
281.792,1.116
281.822,1.123
281.852,1.114
281.882,1.097
281.912,1.070
281.942,1.076
281.972,1.079
282.002,1.075
282.032,1.079
282.062,1.063
282.092,1.058
282.122,1.078
282.152,1.090
282.182,1.069
282.212,1.066
282.242,1.061
282.272,1.075
282.302,1.088
282.332,1.090
282.362,1.099
282.392,1.078
282.422,1.069
282.452,1.079
282.482,1.078
282.512,1.075
282.542,1.070
282.572,1.055
282.602,1.070
282.632,1.078
282.662,1.068
282.692,1.073
282.722,1.063
282.752,1.089
282.782,1.084
282.812,1.070
282.842,1.071
282.872,1.088
282.902,1.080
282.932,1.071
282.962,1.057
282.992,1.079
283.022,1.082
283.052,1.068
283.082,1.077
283.112,1.067
283.142,1.075
283.172,1.086
283.202,1.074
283.232,1.074
283.262,1.081
283.292,1.072
283.322,1.075
283.352,1.081
283.382,1.088
283.412,1.090
283.442,1.088
283.472,1.073
283.502,1.073
283.532,1.081
283.562,1.082
283.592,1.078
283.622,1.067
283.652,1.066
283.682,1.077
283.712,1.090
283.742,1.078
283.772,1.074
283.802,1.077
283.832,1.073
283.862,1.082
283.892,1.072
283.922,1.071
283.952,1.078
283.982,1.081
284.012,1.073
284.042,1.084
284.072,1.081
284.102,1.077
284.132,1.078
284.162,1.075
284.192,1.080
284.222,1.081
284.252,1.081
284.282,1.084
284.312,1.079
284.342,1.073
284.372,1.085
284.402,1.077
284.432,1.072
284.462,1.072
284.492,1.069
284.522,1.077
284.552,1.072
284.582,1.059
284.612,1.056
284.642,1.056
284.672,1.062
284.702,1.061
284.732,1.062
284.762,1.067
284.792,1.062
284.822,1.069
284.852,1.055
284.882,1.073
284.912,1.066
284.942,1.068
284.972,1.080
285.002,1.072
285.032,1.063
285.062,1.075
285.092,1.099
285.122,1.126
285.152,1.122
285.182,1.105
285.212,1.111
285.242,1.101
285.272,1.094
285.302,1.097
285.332,1.082
285.362,1.081
285.392,1.089
285.422,1.084
285.452,1.089
285.482,1.083
285.512,1.087
285.542,1.088
285.572,1.095
285.602,1.090
285.632,1.096
285.662,1.100
285.692,1.092
285.722,1.099
285.752,1.099
285.782,1.101
285.812,1.109
285.842,1.106
285.872,1.106
285.902,1.099
285.932,1.096
285.962,1.084
285.992,1.078
286.022,1.081
286.052,1.086
286.082,1.091
286.112,1.083
286.142,1.094
286.172,1.089
286.202,1.084
286.232,1.084
286.262,1.077
286.292,1.084
286.322,1.077
286.352,1.081
286.382,1.088
286.412,1.087
286.442,1.085
286.472,1.089
286.502,1.087
286.532,1.087
286.562,1.085
286.592,1.085
286.622,1.090
286.652,1.089
286.682,1.085
286.712,1.085
286.742,1.090
286.772,1.092
286.802,1.096
286.832,1.089
286.862,1.083
286.892,1.093
286.922,1.092
286.952,1.088
286.982,1.087
287.012,1.090
287.042,1.090
287.072,1.089
287.102,1.092
287.132,1.091
287.162,1.091
287.192,1.086
287.222,1.088
287.252,1.089
287.282,1.089
287.312,1.092
287.342,1.088
287.372,1.085
287.402,1.082
287.432,1.089
287.462,1.092
287.492,1.089
287.522,1.110
287.552,1.140
287.582,1.109
287.612,1.073
287.642,1.077
287.672,1.088
287.702,1.076
287.732,1.062
287.762,1.082
287.792,1.098
287.822,1.087
287.852,1.091
287.882,1.100
287.912,1.097
287.942,1.099
287.972,1.098
288.002,1.086
288.032,1.087
288.062,1.093
288.092,1.094
288.122,1.089
288.152,1.090
288.182,1.096
288.212,1.084
288.242,1.084
288.272,1.090
288.302,1.091
288.332,1.088
288.362,1.083
288.392,1.085
288.422,1.096
288.452,1.084
288.482,1.085
288.512,1.090
288.542,1.095
288.572,1.089
288.602,1.091
288.632,1.088
288.662,1.084
288.692,1.092
288.722,1.082
288.752,1.092
288.782,1.096
288.812,1.090
288.842,1.096
288.872,1.090
288.902,1.083
288.932,1.089
288.962,1.094
288.992,1.087
289.022,1.090
289.052,1.094
289.082,1.083
289.112,1.091
289.142,1.085
289.172,1.088
289.202,1.091
289.232,1.091
289.262,1.091
289.292,1.089
289.322,1.091
289.352,1.092
289.382,1.087
289.412,1.084
289.442,1.088
289.472,1.091
289.502,1.086
289.532,1.088
289.562,1.094
289.592,1.094
289.622,1.088
289.652,1.088
289.682,1.085
289.712,1.082
289.742,1.096
289.772,1.095
289.802,1.094
289.832,1.090
289.862,1.087
289.892,1.086
289.922,1.091
289.952,1.093
289.982,1.088
290.012,1.095
290.042,1.088
290.072,1.095
290.102,1.091
290.132,1.087
290.162,1.087
290.192,1.090
290.222,1.087
290.252,1.087
290.282,1.081
290.312,1.085
290.342,1.084
290.372,1.091
290.402,1.088
290.432,1.086
290.462,1.086
290.492,1.092
290.522,1.096
290.552,1.090
290.582,1.090
290.612,1.088
290.642,1.087
290.672,1.088
290.702,1.085
290.732,1.081
290.762,1.091
290.792,1.093
290.822,1.092
290.852,1.089
290.882,1.088
290.912,1.089
290.942,1.091
290.972,1.093
291.002,1.086
291.032,1.093
291.062,1.096
291.092,1.093
291.122,1.088
291.152,1.087
291.182,1.088
291.212,1.092
291.242,1.094
291.272,1.086
291.302,1.086
291.332,1.090
291.362,1.093
291.392,1.090
291.422,1.084
291.452,1.104
291.482,1.115
291.512,1.112
291.542,1.129
291.572,1.136
291.602,1.133
291.632,1.123
291.662,1.108
291.692,1.101
291.722,1.101
291.752,1.110
291.782,1.081
291.812,1.073
291.842,1.073
291.872,1.066
291.902,1.059
291.932,1.065
291.962,1.065
291.992,1.057
292.022,1.054
292.052,1.065
292.082,1.073
292.112,1.064
292.142,1.071
292.172,1.082
292.202,1.071
292.232,1.075
292.262,1.087
292.292,1.089
292.322,1.089
292.352,1.077
292.382,1.077
292.412,1.080
292.442,1.079
292.472,1.072
292.502,1.075
292.532,1.084
292.562,1.081
292.592,1.085
292.622,1.083
292.652,1.096
292.682,1.108
292.712,1.092
292.742,1.099
292.772,1.102
292.802,1.100
292.832,1.101
292.862,1.103
292.892,1.094
292.922,1.088
292.952,1.085
292.982,1.095
293.012,1.095
293.042,1.083
293.072,1.096
293.102,1.093
293.132,1.094
293.162,1.088
293.192,1.091
293.222,1.086
293.252,1.084
293.282,1.103
293.312,1.101
293.342,1.099
293.372,1.093
293.402,1.087
293.432,1.092
293.462,1.093
293.492,1.093
293.522,1.085
293.552,1.084
293.582,1.084
293.612,1.085
293.642,1.081
293.672,1.087
293.702,1.087
293.732,1.091
293.762,1.087
293.792,1.096
293.822,1.088
293.852,1.084
293.882,1.087
293.912,1.098
293.942,1.093
293.972,1.084
294.002,1.091
294.032,1.088
294.062,1.094
294.092,1.096
294.122,1.091
294.152,1.084
294.182,1.094
294.212,1.088
294.242,1.087
294.272,1.097
294.302,1.094
294.332,1.088
294.362,1.092
294.392,1.083
294.422,1.080
294.452,1.080
294.482,1.081
294.512,1.085
294.542,1.086
294.572,1.081
294.602,1.091
294.632,1.096
294.662,1.089
294.692,1.095
294.722,1.094
294.752,1.086
294.782,1.087
294.812,1.086
294.842,1.086
294.872,1.088
294.902,1.096
294.932,1.087
294.962,1.089
294.992,1.087
295.022,1.091
295.052,1.088
295.082,1.089
295.112,1.090
295.142,1.088
295.172,1.092
295.202,1.095
295.232,1.093
295.262,1.092
295.292,1.091
295.322,1.091
295.352,1.095
295.382,1.093
295.412,1.092
295.442,1.087
295.472,1.093
295.502,1.094
295.532,1.089
295.562,1.093
295.592,1.096
295.622,1.088
295.652,1.089
295.682,1.091
295.712,1.091
295.742,1.088
295.772,1.086
295.802,1.090
295.832,1.096
295.862,1.093
295.892,1.084
295.922,1.085
295.952,1.086
295.982,1.087
296.012,1.091
296.042,1.090
296.072,1.094
296.102,1.134
296.132,1.121
296.162,1.109
296.192,1.093
296.222,1.061
296.252,1.060
296.282,1.058
296.312,1.072
296.342,1.083
296.372,1.082
296.402,1.080
296.432,1.077
296.462,1.095
296.492,1.103
296.522,1.097
296.552,1.097
296.582,1.101
296.612,1.091
296.642,1.082
296.672,1.085
296.702,1.086
296.732,1.085
296.762,1.084
296.792,1.086
296.822,1.086
296.852,1.079
296.882,1.088
296.912,1.091
296.942,1.090
296.972,1.095
297.002,1.090
297.032,1.094
297.062,1.094
297.092,1.086
297.122,1.086
297.152,1.091
297.182,1.094
297.212,1.089
297.242,1.089
297.272,1.093
297.302,1.095
297.332,1.092
297.362,1.092
297.392,1.090
297.422,1.088
297.452,1.095
297.482,1.095
297.512,1.089
297.542,1.088
297.572,1.093
297.602,1.096
297.632,1.085
297.662,1.090
297.692,1.089
297.722,1.089
297.752,1.090
297.782,1.088
297.812,1.089
297.842,1.083
297.872,1.090
297.902,1.086
297.932,1.083
297.962,1.087
297.992,1.093
298.022,1.092
298.052,1.084
298.082,1.091
298.112,1.085
298.142,1.086
298.172,1.099
298.202,1.090
298.232,1.091
298.262,1.095
298.292,1.090
298.322,1.085
298.352,1.086
298.382,1.082
298.412,1.086
298.442,1.090
298.472,1.094
298.502,1.091
298.532,1.089
298.562,1.090
298.592,1.084
298.622,1.085
298.652,1.087
298.682,1.088
298.712,1.091
298.742,1.095
298.772,1.090
298.802,1.088
298.832,1.086
298.862,1.088
298.892,1.087
298.922,1.095
298.952,1.087
298.982,1.091
299.012,1.090
299.042,1.087
299.072,1.091
299.102,1.090
299.132,1.093
299.162,1.091
299.192,1.092
299.222,1.092
299.252,1.085
299.282,1.087
299.312,1.089
299.342,1.088
299.372,1.082
299.402,1.086
299.432,1.088
299.462,1.086
299.492,1.084
299.522,1.083
299.552,1.087
299.582,1.082
299.612,1.089
299.642,1.088
299.672,1.085
299.702,1.093
299.732,1.093
299.762,1.084
299.792,1.096
299.822,1.096
299.852,1.092
299.882,1.096
299.912,1.095
299.942,1.099
299.972,1.086
300.002,1.092
300.032,1.090
300.062,1.085
300.092,1.090
300.122,1.087
300.152,1.077
300.182,1.080
300.212,1.084
300.242,1.091
300.272,1.083
300.302,1.086
300.332,1.090
300.362,1.090
300.392,1.085
300.422,1.086
300.452,1.093
300.482,1.101
300.512,1.084
300.542,1.088
300.572,1.096
300.602,1.097
300.632,1.096
300.662,1.094
300.692,1.097
300.722,1.096
300.752,1.088
300.782,1.089
300.812,1.087
300.842,1.091
300.872,1.093
300.902,1.087
300.932,1.088
300.962,1.085
300.992,1.088
301.022,1.092
301.052,1.090
301.082,1.087
301.112,1.089
301.142,1.092
301.172,1.093
301.202,1.100
301.232,1.099
301.262,1.089
301.292,1.082
301.322,1.085
301.352,1.091
301.382,1.094
301.412,1.096
301.442,1.098
301.472,1.098
301.502,1.106
301.532,1.099
301.562,1.099
301.592,1.096
301.622,1.089
301.652,1.092
301.682,1.089
301.712,1.073
301.742,1.079
301.772,1.085
301.802,1.079
301.832,1.080
301.862,1.083
301.892,1.088
301.922,1.081
301.952,1.089
301.982,1.085
302.012,1.086
302.042,1.085
302.072,1.088
302.102,1.090
302.132,1.092
302.162,1.103
302.192,1.107
302.222,1.095
302.252,1.093
302.282,1.096
302.312,1.097
302.342,1.091
302.372,1.089
302.402,1.090
302.432,1.086
302.462,1.083
302.492,1.094
302.522,1.093
302.552,1.097
302.582,1.100
302.612,1.098
302.642,1.093
302.672,1.101
302.702,1.093
302.732,1.081
302.762,1.097
302.792,1.112
302.822,1.109
302.852,1.101
302.882,1.090
302.912,1.075
302.942,1.060
302.972,1.067
303.002,1.062
303.032,1.065
303.062,1.102
303.092,1.104
303.122,1.108
303.152,1.108
303.182,1.112
303.212,1.099
303.242,1.099
303.272,1.094
303.302,1.084
303.332,1.090
303.362,1.110
303.392,1.109
303.422,1.083
303.452,1.101
303.482,1.095
303.512,1.072
303.542,1.054
303.572,1.062
303.602,1.030
303.632,1.074
303.662,1.104
303.692,1.045
303.722,1.077
303.752,1.096
303.782,1.074
303.812,1.055
303.842,1.086
303.872,1.090
303.902,1.104
303.932,1.168
303.962,1.180
303.992,1.179
304.022,1.138
304.052,1.091
304.082,1.067
304.112,1.080
304.142,1.105
304.172,1.134
304.202,1.171
304.232,1.158
304.262,1.137
304.292,1.105
304.322,1.104
304.352,1.099
304.382,1.059
304.412,1.052
304.442,1.049
304.472,1.048
304.502,1.025
304.532,1.018
304.562,1.044
304.592,1.069
304.622,1.071
304.652,1.037
304.682,1.020
304.712,1.029
304.742,1.029
304.772,1.033
304.802,1.047
304.832,1.067
304.862,1.096
304.892,1.102
304.922,1.080
304.952,1.114
