df_hash,22ZHK4.724P3P
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.YWVP
person_label,V66
date_time_start,2025-10-31_17-05-59.075000_+03
date_time_start_unix,1761915959.075
date_time_end,2025-10-31_17-14-45.320000_+03
length_difference_noticed,no

time,acc_mag
262.847,1.081
262.877,1.075
262.907,1.078
262.937,1.077
262.967,1.076
262.997,1.070
263.027,1.064
263.057,1.058
263.087,1.064
263.117,1.070
263.147,1.073
263.177,1.079
263.207,1.072
263.237,1.074
263.267,1.069
263.297,1.068
263.327,1.062
263.357,1.062
263.387,1.062
263.417,1.064
263.447,1.069
263.477,1.062
263.507,1.061
263.537,1.059
263.567,1.050
263.597,1.058
263.627,1.062
263.657,1.069
263.687,1.062
263.717,1.067
263.747,1.064
263.777,1.061
263.807,1.058
263.837,1.062
263.867,1.063
263.897,1.070
263.927,1.072
263.957,1.074
263.987,1.074
264.017,1.063
264.047,1.064
264.077,1.063
264.107,1.062
264.137,1.061
264.167,1.065
264.197,1.061
264.227,1.065
264.257,1.068
264.287,1.068
264.317,1.075
264.347,1.070
264.377,1.072
264.407,1.064
264.437,1.077
264.467,1.168
264.497,1.335
264.527,1.000
264.557,1.041
264.587,0.910
264.617,0.959
264.647,1.070
264.677,1.042
264.707,1.060
264.737,1.052
264.767,1.083
264.797,1.083
264.827,1.075
264.857,1.073
264.887,1.076
264.917,1.061
264.947,1.059
264.977,1.058
265.007,1.057
265.037,1.050
265.067,1.054
265.097,1.059
265.127,1.066
265.157,1.063
265.187,1.062
265.217,1.057
265.247,1.063
265.277,1.072
265.307,1.067
265.337,1.068
265.367,1.068
265.397,1.060
265.427,1.062
265.457,1.063
265.487,1.066
265.517,1.067
265.547,1.066
265.577,1.073
265.607,1.066
265.637,1.067
265.667,1.062
265.697,1.061
265.727,1.056
265.757,1.056
265.787,1.067
265.817,1.069
265.847,1.075
265.877,1.066
265.907,1.066
265.937,1.062
265.967,1.062
265.997,1.063
266.027,1.063
266.057,1.065
266.087,1.069
266.117,1.067
266.147,1.062
266.177,1.064
266.207,1.069
266.237,1.062
266.267,1.062
266.297,1.057
266.327,1.064
266.357,1.068
266.387,1.071
266.417,1.067
266.447,1.065
266.477,1.066
266.507,1.064
266.537,1.063
266.567,1.067
266.597,1.072
266.627,1.069
266.657,1.069
266.687,1.068
266.717,1.065
266.747,1.058
266.777,1.069
266.807,1.069
266.837,1.067
266.867,1.066
266.897,1.071
266.927,1.070
266.957,1.063
266.987,1.066
267.017,1.064
267.047,1.062
267.077,1.062
267.107,1.062
267.137,1.068
267.167,1.051
267.197,1.071
267.227,1.063
267.257,1.062
267.287,1.059
267.317,1.062
267.347,1.067
267.377,1.070
267.407,1.056
267.437,1.068
267.467,1.068
267.497,1.062
267.527,1.065
267.557,1.066
267.587,1.067
267.617,1.065
267.647,1.064
267.677,1.067
267.707,1.068
267.737,1.069
267.767,1.065
267.797,1.068
267.827,1.069
267.857,1.064
267.887,1.063
267.917,1.062
267.947,1.064
267.977,1.058
268.007,1.066
268.037,1.067
268.067,1.074
268.097,1.066
268.127,1.065
268.157,1.065
268.187,1.062
268.217,1.058
268.247,1.062
268.277,1.067
268.307,1.066
268.337,1.066
268.367,1.066
268.397,1.065
268.427,1.062
268.457,1.061
268.487,1.060
268.517,1.065
268.547,1.068
268.577,1.062
268.607,1.064
268.637,1.070
268.667,1.069
268.697,1.062
268.727,1.064
268.757,1.067
268.787,1.061
268.817,1.063
268.847,1.057
268.877,1.066
268.907,1.066
268.937,1.070
268.967,1.064
268.997,1.061
269.027,1.059
269.057,1.061
269.087,1.062
269.117,1.066
269.147,1.068
269.177,1.064
269.207,1.056
269.237,1.076
269.267,1.073
269.297,1.078
269.327,1.067
269.357,1.063
269.387,1.062
269.417,1.056
269.447,1.065
269.477,1.063
269.507,1.063
269.537,1.061
269.567,1.067
269.597,1.065
269.627,1.064
269.657,1.063
269.687,1.061
269.717,1.068
269.747,1.066
269.777,1.062
269.807,1.063
269.837,1.062
269.867,1.069
269.897,1.071
269.927,1.065
269.957,1.064
269.987,1.063
270.017,1.062
270.047,1.066
270.077,1.060
270.107,1.061
270.137,1.067
270.167,1.063
270.197,1.069
270.227,1.065
270.257,1.065
270.287,1.062
270.317,1.064
270.347,1.066
270.377,1.066
270.407,1.065
270.437,1.061
270.467,1.072
270.497,1.068
270.527,1.066
270.557,1.062
270.587,1.062
270.617,1.061
270.647,1.061
270.677,1.063
270.707,1.064
270.737,1.064
270.767,1.064
270.797,1.066
270.827,1.067
270.857,1.068
270.887,1.064
270.917,1.065
270.947,1.063
270.977,1.061
271.007,1.062
271.037,1.059
271.067,1.067
271.097,1.072
271.127,1.069
271.157,1.066
271.187,1.064
271.217,1.066
271.247,1.065
271.277,1.066
271.307,1.064
271.337,1.062
271.367,1.063
271.397,1.062
271.427,1.061
271.457,1.070
271.487,1.068
271.517,1.071
271.547,1.065
271.577,1.063
271.607,1.062
271.637,1.060
271.667,1.065
271.697,1.070
271.727,1.074
271.757,1.064
271.787,1.063
271.817,1.064
271.847,1.064
271.877,1.064
271.907,1.063
271.937,1.066
271.967,1.067
271.997,1.063
272.027,1.067
272.057,1.068
272.087,1.069
272.117,1.066
272.147,1.066
272.177,1.064
272.207,1.063
272.237,1.059
272.267,1.065
272.297,1.068
272.327,1.070
272.357,1.069
272.387,1.063
272.417,1.062
272.447,1.062
272.477,1.055
272.507,1.061
272.537,1.065
272.567,1.069
272.597,1.065
272.627,1.066
272.657,1.064
272.687,1.065
272.717,1.062
272.747,1.062
272.777,1.063
272.807,1.068
272.837,1.062
272.867,1.065
272.897,1.065
272.927,1.075
272.957,1.079
272.987,1.078
273.017,1.079
273.047,1.081
273.077,1.068
273.107,1.058
273.137,1.056
273.167,1.054
273.197,1.060
273.227,1.055
273.257,1.059
273.287,1.058
273.317,1.056
273.347,1.057
273.377,1.051
273.407,1.042
273.437,1.039
273.467,1.039
273.497,1.049
273.527,1.041
273.557,1.049
273.587,1.042
273.617,1.048
273.647,1.051
273.677,1.047
273.707,1.053
273.737,1.053
273.767,1.050
273.797,1.044
273.827,1.047
273.857,1.048
273.887,1.056
273.917,1.056
273.947,1.044
273.977,1.049
274.007,1.047
274.037,1.043
274.067,1.046
274.097,1.042
274.127,1.045
274.157,1.047
274.187,1.049
274.217,1.033
274.247,1.041
274.277,1.045
274.307,1.052
274.337,1.041
274.367,1.057
274.397,1.058
274.427,1.066
274.457,1.062
274.487,1.063
274.517,1.054
274.547,1.045
274.577,1.039
274.607,1.030
274.637,1.032
274.667,1.035
274.697,1.056
274.727,1.061
274.757,1.062
274.787,1.054
274.817,1.049
274.847,1.049
274.877,1.061
274.907,1.054
274.937,1.048
274.967,1.048
274.997,1.036
275.027,1.034
275.057,1.039
275.087,1.044
275.117,1.043
275.147,1.047
275.177,1.036
275.207,1.041
275.237,1.040
275.267,1.045
275.297,1.044
275.327,1.037
275.357,1.039
275.387,1.039
275.417,1.033
275.447,1.035
275.477,1.034
275.507,1.055
275.537,1.058
275.567,1.055
275.597,1.047
275.627,1.049
275.657,1.049
275.687,1.039
275.717,1.037
275.747,1.041
275.777,1.049
275.807,1.046
275.837,1.045
275.867,1.035
275.897,1.038
275.927,1.043
275.957,1.055
275.987,1.047
276.017,1.053
276.047,1.043
276.077,1.040
276.107,1.052
276.137,1.036
276.167,1.041
276.197,1.053
276.227,1.057
276.257,1.052
276.287,1.054
276.317,1.053
276.347,1.052
276.377,1.049
276.407,1.046
276.437,1.051
276.467,1.048
276.497,1.050
276.527,1.048
276.557,1.053
276.587,1.055
276.617,1.052
276.647,1.050
276.677,1.035
276.707,1.044
276.737,1.054
276.767,1.062
276.797,1.047
276.827,1.043
276.857,1.048
276.887,1.045
276.917,1.050
276.947,1.052
276.977,1.055
277.007,1.052
277.037,1.043
277.067,1.044
277.097,1.053
277.127,1.057
277.157,1.058
277.187,1.057
277.217,1.050
277.247,1.052
277.277,1.050
277.307,1.055
277.337,1.055
277.367,1.055
277.397,1.052
277.427,1.052
277.457,1.045
277.487,1.046
277.517,1.047
277.547,1.048
277.577,1.052
277.607,1.048
277.637,1.050
277.667,1.039
277.697,1.031
277.727,1.039
277.757,1.025
277.787,1.042
277.817,1.051
277.847,1.059
277.877,1.053
277.907,1.053
277.937,1.046
277.967,1.041
277.997,1.033
278.027,1.031
278.057,1.027
278.087,1.029
278.117,1.039
278.147,1.055
278.177,1.053
278.207,1.045
278.237,1.032
278.267,1.002
278.297,1.014
278.327,1.020
278.357,0.998
278.387,1.004
278.417,0.978
278.447,0.994
278.477,0.996
278.507,1.015
278.537,1.028
278.567,1.056
278.597,1.077
278.627,1.072
278.657,1.049
278.687,1.038
278.717,1.022
278.747,1.047
278.777,1.032
278.807,1.052
278.837,1.038
278.867,1.036
278.897,1.030
278.927,1.030
278.957,1.030
278.987,1.024
279.017,1.020
279.047,1.021
279.077,1.026
279.107,1.047
279.137,1.049
279.167,1.051
279.197,1.041
279.227,1.037
279.257,1.025
279.287,1.023
279.317,1.022
279.347,1.028
279.377,1.031
279.407,1.016
279.437,1.029
279.467,1.024
279.497,1.029
279.527,1.021
279.557,1.032
279.587,1.045
279.617,1.047
279.647,1.034
279.677,1.029
279.707,1.038
279.737,1.054
279.767,1.066
279.797,1.068
279.827,1.071
279.857,1.070
279.887,1.075
279.917,1.075
279.947,1.073
279.977,1.064
280.007,1.062
280.037,1.059
280.067,1.063
280.097,1.072
280.127,1.074
280.157,1.058
280.187,1.061
280.217,1.053
280.247,1.062
280.277,1.067
280.307,1.071
280.337,1.062
280.367,1.057
280.397,1.052
280.427,1.055
280.457,1.056
280.487,1.064
280.517,1.063
280.547,1.056
280.577,1.058
280.607,1.060
280.637,1.068
280.667,1.063
280.697,1.070
280.727,1.072
280.757,1.067
280.787,1.064
280.817,1.060
280.847,1.062
280.877,1.063
280.907,1.062
280.937,1.068
280.967,1.061
280.997,1.062
281.027,1.058
281.057,1.055
281.087,1.050
281.117,1.061
281.147,1.099
281.177,1.143
281.207,1.128
281.237,1.073
281.267,1.038
281.297,1.030
281.327,1.031
281.357,1.038
281.387,1.044
281.417,1.054
281.447,1.049
281.477,1.071
281.507,1.081
281.537,1.078
281.567,1.073
281.597,1.071
281.627,1.064
281.657,1.064
281.687,1.062
281.717,1.067
281.747,1.065
281.777,1.069
281.807,1.066
281.837,1.068
281.867,1.064
281.897,1.061
281.927,1.060
281.957,1.062
281.987,1.063
282.017,1.060
282.047,1.064
282.077,1.070
282.107,1.073
282.137,1.072
282.167,1.068
282.197,1.062
282.227,1.060
282.257,1.052
282.287,1.053
282.317,1.064
282.347,1.068
282.377,1.065
282.407,1.064
282.437,1.067
282.467,1.063
282.497,1.067
282.527,1.064
282.557,1.062
282.587,1.061
282.617,1.065
282.647,1.070
282.677,1.066
282.707,1.065
282.737,1.054
282.767,1.066
282.797,1.063
282.827,1.065
282.857,1.067
282.887,1.066
282.917,1.065
282.947,1.065
282.977,1.061
283.007,1.060
283.037,1.065
283.067,1.068
283.097,1.067
283.127,1.065
283.157,1.061
283.187,1.062
283.217,1.062
283.247,1.058
283.277,1.056
283.307,1.066
283.337,1.067
283.367,1.067
283.397,1.064
283.427,1.061
283.457,1.074
283.487,1.070
283.517,1.063
283.547,1.059
283.577,1.065
283.607,1.066
283.637,1.060
283.667,1.045
283.697,1.062
283.727,1.061
283.757,1.069
283.787,1.072
283.817,1.071
283.847,1.068
283.877,1.066
283.907,1.065
283.937,1.061
283.967,1.063
283.997,1.063
284.027,1.063
284.057,1.059
284.087,1.050
284.117,1.064
284.147,1.066
284.177,1.068
284.207,1.062
284.237,1.068
284.267,1.067
284.297,1.060
284.327,1.059
284.357,1.067
284.387,1.067
284.417,1.065
284.447,1.065
284.477,1.062
284.507,1.064
284.537,1.065
284.567,1.063
284.597,1.060
284.627,1.066
284.657,1.069
284.687,1.073
284.717,1.065
284.747,1.070
284.777,1.066
284.807,1.072
284.837,1.068
284.867,1.066
284.897,1.061
284.927,1.062
284.957,1.068
284.987,1.066
285.017,1.062
285.047,1.062
285.077,1.067
285.107,1.063
285.137,1.064
285.167,1.071
285.197,1.067
285.227,1.066
285.257,1.068
285.287,1.057
285.317,1.050
285.347,1.056
285.377,1.062
285.407,1.067
285.437,1.069
285.467,1.060
285.497,1.069
285.527,1.071
285.557,1.065
285.587,1.062
285.617,1.058
285.647,1.059
285.677,1.059
285.707,1.065
285.737,1.069
285.767,1.067
285.797,1.062
285.827,1.062
285.857,1.062
285.887,1.077
285.917,1.071
285.947,1.065
285.977,1.067
286.007,1.066
286.037,1.070
286.067,1.068
286.097,1.063
286.127,1.063
286.157,1.065
286.187,1.064
286.217,1.063
286.247,1.062
286.277,1.070
286.307,1.066
286.337,1.085
286.367,1.077
286.397,1.071
286.427,1.035
286.457,1.037
286.487,1.043
286.517,1.054
286.547,1.062
286.577,1.064
286.607,1.062
286.637,1.061
286.667,1.067
286.697,1.064
286.727,1.066
286.757,1.064
286.787,1.068
286.817,1.064
286.847,1.061
286.877,1.059
286.907,1.058
286.937,1.059
286.967,1.066
286.997,1.073
287.027,1.071
287.057,1.069
287.087,1.058
287.117,1.052
287.147,1.057
287.177,1.062
287.207,1.065
287.237,1.063
287.267,1.066
287.297,1.066
287.327,1.060
287.357,1.066
287.387,1.058
287.417,1.069
287.447,1.066
287.477,1.065
287.507,1.062
287.537,1.059
287.567,1.060
287.597,1.057
287.627,1.062
287.657,1.063
287.687,1.064
287.717,1.072
287.747,1.063
287.777,1.064
287.807,1.064
287.837,1.062
287.867,1.062
287.897,1.060
287.927,1.061
287.957,1.060
287.987,1.064
288.017,1.069
288.047,1.064
288.077,1.062
288.107,1.067
288.137,1.076
288.167,1.072
288.197,1.068
288.227,1.067
288.257,1.074
288.287,1.066
288.317,1.064
288.347,1.062
288.377,1.062
288.407,1.068
288.437,1.060
288.467,1.059
288.497,1.061
288.527,1.063
288.557,1.062
288.587,1.061
288.617,1.062
288.647,1.062
288.677,1.062
288.707,1.062
288.737,1.062
288.767,1.064
288.797,1.061
288.827,1.064
288.857,1.065
288.887,1.065
288.917,1.060
288.947,1.060
288.977,1.058
289.007,1.062
289.037,1.058
289.067,1.060
289.097,1.073
289.127,1.067
289.157,1.064
289.187,1.066
289.217,1.062
289.247,1.062
289.277,1.062
289.307,1.064
289.337,1.063
289.367,1.068
289.397,1.068
289.427,1.063
289.457,1.060
289.487,1.063
289.517,1.060
289.547,1.071
289.577,1.067
289.607,1.064
289.637,1.062
289.667,1.063
289.697,1.065
289.727,1.059
289.757,1.062
289.787,1.061
289.817,1.062
289.847,1.069
289.877,1.069
289.907,1.066
289.937,1.062
289.967,1.062
289.997,1.063
290.027,1.064
290.057,1.063
290.087,1.067
290.117,1.067
290.147,1.069
290.177,1.064
290.207,1.065
290.237,1.062
290.267,1.067
290.297,1.060
290.327,1.068
290.357,1.067
290.387,1.062
290.417,1.062
290.447,1.062
290.477,1.056
290.507,1.064
290.537,1.066
290.567,1.063
290.597,1.070
290.627,1.070
290.657,1.063
290.687,1.061
290.717,1.062
290.747,1.063
290.777,1.062
290.807,1.067
290.837,1.064
290.867,1.066
290.897,1.062
290.927,1.065
290.957,1.061
290.987,1.074
291.017,1.071
291.047,1.067
291.077,1.070
291.107,1.074
291.137,1.072
291.167,1.065
291.197,1.065
291.227,1.059
291.257,1.070
291.287,1.067
291.317,1.066
291.347,1.063
291.377,1.062
291.407,1.058
291.437,1.058
291.467,1.047
291.497,1.059
291.527,1.060
291.557,1.059
291.587,1.057
291.617,1.063
291.647,1.052
291.677,1.054
291.707,1.061
291.737,1.056
291.767,1.050
291.797,1.044
291.827,1.040
291.857,1.033
291.887,1.036
291.917,1.046
291.947,1.050
291.977,1.055
292.007,1.052
292.037,1.053
292.067,1.054
292.097,1.056
292.127,1.051
292.157,1.051
292.187,1.048
292.217,1.054
292.247,1.056
292.277,1.054
292.307,1.052
292.337,1.056
292.367,1.061
292.397,1.067
292.427,1.072
292.457,1.068
292.487,1.063
292.517,1.057
292.547,1.056
292.577,1.059
292.607,1.056
292.637,1.053
292.667,1.049
292.697,1.050
292.727,1.048
292.757,1.047
292.787,1.050
292.817,1.050
292.847,1.051
292.877,1.053
292.907,1.056
292.937,1.062
292.967,1.066
292.997,1.063
293.027,1.052
293.057,1.043
293.087,1.055
293.117,1.061
293.147,1.066
293.177,1.060
293.207,1.056
293.237,1.054
293.267,1.053
293.297,1.057
293.327,1.058
293.357,1.063
293.387,1.064
293.417,1.062
293.447,1.062
293.477,1.059
293.507,1.062
293.537,1.057
293.567,1.058
293.597,1.064
293.627,1.061
293.657,1.061
293.687,1.054
293.717,1.061
293.747,1.053
293.777,1.058
293.807,1.061
293.837,1.063
293.867,1.059
293.897,1.060
293.927,1.063
293.957,1.057
293.987,1.054
294.017,1.064
294.047,1.062
294.077,1.062
294.107,1.070
294.137,1.067
294.167,1.062
294.197,1.054
294.227,1.058
294.257,1.061
294.287,1.062
294.317,1.068
294.347,1.056
294.377,1.057
294.407,1.054
294.437,1.059
294.467,1.062
294.497,1.065
294.527,1.063
294.557,1.058
294.587,1.062
294.617,1.058
294.647,1.057
294.677,1.062
294.707,1.059
294.737,1.062
294.767,1.062
294.797,1.058
294.827,1.062
294.857,1.059
294.887,1.056
294.917,1.064
294.947,1.059
294.977,1.059
295.007,1.062
295.037,1.058
295.067,1.061
295.097,1.063
295.127,1.063
295.157,1.063
295.187,1.066
295.217,1.058
295.247,1.062
295.277,1.064
295.307,1.056
295.337,1.061
295.367,1.062
295.397,1.058
295.427,1.060
295.457,1.058
295.487,1.062
295.517,1.067
295.547,1.062
295.577,1.061
295.607,1.058
295.637,1.056
295.667,1.049
295.697,1.050
295.727,1.049
295.757,1.061
295.787,1.068
295.817,1.070
295.847,1.066
295.877,1.068
295.907,1.058
295.937,1.061
295.967,1.058
295.997,1.057
296.027,1.058
296.057,1.058
296.087,1.061
296.117,1.060
296.147,1.061
296.177,1.059
296.207,1.055
296.237,1.056
296.267,1.062
296.297,1.061
296.327,1.062
296.357,1.063
296.387,1.059
296.417,1.061
296.447,1.049
296.477,1.064
296.507,1.068
296.537,1.060
296.567,1.071
296.597,1.067
296.627,1.063
296.657,1.065
296.687,1.060
296.717,1.054
296.747,1.055
296.777,1.056
296.807,1.051
296.837,1.056
296.867,1.055
296.897,1.055
296.927,1.054
296.957,1.059
296.987,1.064
297.017,1.062
297.047,1.057
297.077,1.050
297.107,1.060
297.137,1.061
297.167,1.064
297.197,1.063
297.227,1.060
297.257,1.049
297.287,1.065
297.317,1.066
297.347,1.061
297.377,1.059
297.407,1.057
297.437,1.047
297.467,1.048
297.497,1.063
297.527,1.067
297.557,1.064
297.587,1.063
297.617,1.057
297.647,1.062
297.677,1.074
297.707,1.069
297.737,1.065
297.767,1.063
297.797,1.054
297.827,1.062
297.857,1.067
297.887,1.063
297.917,1.061
297.947,1.066
297.977,1.057
298.007,1.062
298.037,1.059
298.067,1.057
298.097,1.061
298.127,1.061
298.157,1.062
298.187,1.062
298.217,1.063
298.247,1.058
298.277,1.056
298.307,1.062
298.337,1.059
298.367,1.060
298.397,1.059
298.427,1.059
298.457,1.059
298.487,1.062
298.517,1.063
298.547,1.062
298.577,1.064
298.607,1.063
298.637,1.065
298.667,1.058
298.697,1.058
298.727,1.060
298.757,1.062
298.787,1.059
298.817,1.062
298.847,1.062
298.877,1.060
298.907,1.062
298.937,1.062
298.967,1.062
298.997,1.060
299.027,1.058
299.057,1.059
299.087,1.063
299.117,1.064
299.147,1.057
299.177,1.057
299.207,1.057
299.237,1.063
299.267,1.059
299.297,1.062
299.327,1.065
299.357,1.062
299.387,1.067
299.417,1.058
299.447,1.059
299.477,1.062
299.507,1.062
299.537,1.062
299.567,1.062
299.597,1.062
299.627,1.055
299.657,1.058
299.687,1.062
299.717,1.067
299.747,1.068
299.777,1.073
299.807,1.071
299.837,1.066
299.867,1.064
299.897,1.050
299.927,1.052
299.957,1.047
299.987,1.046
300.017,1.031
300.047,1.039
300.077,1.045
300.107,1.055
300.137,1.059
300.167,1.076
300.197,1.077
300.227,1.084
300.257,1.092
300.287,1.096
300.317,1.093
300.347,1.089
300.377,1.081
300.407,1.078
300.437,1.074
300.467,1.081
300.497,1.065
300.527,1.074
300.557,1.066
300.587,1.068
300.617,1.068
300.647,1.071
300.677,1.073
300.707,1.063
300.737,1.064
300.767,1.066
300.797,1.064
300.827,1.067
300.857,1.071
300.887,1.075
300.917,1.071
300.947,1.066
300.977,1.070
301.007,1.068
301.037,1.068
301.067,1.069
301.097,1.064
301.127,1.065
301.157,1.068
301.187,1.067
301.217,1.077
301.247,1.075
301.277,1.065
301.307,1.072
301.337,1.066
301.367,1.068
301.397,1.069
301.427,1.063
301.457,1.066
301.487,1.074
301.517,1.072
301.547,1.070
301.577,1.072
301.607,1.074
301.637,1.074
301.667,1.073
301.697,1.093
301.727,1.086
301.757,1.075
301.787,1.081
301.817,1.059
301.847,1.048
301.877,1.055
301.907,1.070
301.937,1.083
301.967,1.081
301.997,1.072
302.027,1.066
302.057,1.061
302.087,1.057
302.117,1.062
302.147,1.071
302.177,1.076
302.207,1.072
302.237,1.067
302.267,1.065
302.297,1.064
302.327,1.064
302.357,1.068
302.387,1.069
302.417,1.075
302.447,1.070
302.477,1.076
302.507,1.062
302.537,1.064
302.567,1.062
302.597,1.076
302.627,1.079
302.657,1.079
302.687,1.076
302.717,1.075
302.747,1.070
302.777,1.071
302.807,1.070
302.837,1.065
302.867,1.069
302.897,1.069
302.927,1.072
302.957,1.080
302.987,1.076
303.017,1.070
303.047,1.068
303.077,1.074
303.107,1.073
303.137,1.079
303.167,1.076
303.197,1.068
303.227,1.074
303.257,1.069
303.287,1.066
303.317,1.062
303.347,1.067
303.377,1.069
303.407,1.063
303.437,1.064
303.467,1.071
303.497,1.077
303.527,1.074
303.557,1.074
303.587,1.073
303.617,1.069
303.647,1.062
303.677,1.065
303.707,1.067
303.737,1.070
303.767,1.074
303.797,1.077
303.827,1.072
303.857,1.069
303.887,1.062
303.917,1.060
303.947,1.070
303.977,1.077
304.007,1.073
304.037,1.072
304.067,1.070
304.097,1.066
304.127,1.068
304.157,1.078
304.187,1.077
304.217,1.078
304.247,1.074
304.277,1.073
304.307,1.065
304.337,1.070
304.367,1.072
304.397,1.067
304.427,1.071
304.457,1.080
304.487,1.073
304.517,1.073
304.547,1.086
304.577,1.098
304.607,1.101
304.637,1.105
304.667,1.110
304.697,1.100
304.727,1.085
304.757,1.093
304.787,1.093
304.817,1.083
304.847,1.076
304.877,1.036
304.907,1.020
304.937,1.018
304.967,1.019
304.997,1.029
305.027,1.041
305.057,1.052
305.087,1.055
305.117,1.056
305.147,1.052
305.177,1.052
305.207,1.049
305.237,1.040
305.267,1.041
305.297,1.037
305.327,1.041
305.357,1.045
305.387,1.039
305.417,1.051
305.447,1.046
305.477,1.049
305.507,1.048
305.537,1.033
305.567,1.037
305.597,1.036
305.627,1.042
305.657,1.050
305.687,1.045
305.717,1.044
305.747,1.040
305.777,1.040
305.807,1.055
305.837,1.046
305.867,1.045
305.897,1.044
305.927,1.024
305.957,1.017
305.987,1.023
306.017,1.028
306.047,1.045
306.077,1.049
306.107,1.065
306.137,1.074
306.167,1.092
306.197,1.084
306.227,1.079
306.257,1.070
306.287,1.065
306.317,1.061
306.347,1.050
306.377,1.044
306.407,1.043
306.437,1.045
306.467,1.036
306.497,1.057
306.527,1.064
306.557,1.073
306.587,1.082
306.617,1.069
306.647,1.068
306.677,1.062
306.707,1.071
306.737,1.072
306.767,1.082
306.797,1.078
306.827,1.084
306.857,1.078
306.887,1.081
306.917,1.074
306.947,1.068
306.977,1.055
307.007,1.054
307.037,1.037
307.067,1.029
307.097,1.027
307.127,1.032
307.157,1.031
307.187,1.038
307.217,1.047
307.247,1.058
307.277,1.053
307.307,1.050
307.337,1.050
307.367,1.040
307.397,1.042
307.427,1.045
307.457,1.045
307.487,1.048
307.517,1.046
307.547,1.033
307.577,1.039
307.607,1.048
307.637,1.055
307.667,1.062
307.697,1.060
307.727,1.058
307.757,1.066
307.787,1.062
307.817,1.062
307.847,1.070
307.877,1.062
307.907,1.073
307.937,1.063
307.967,1.056
307.997,1.060
308.027,1.047
308.057,1.065
308.087,1.068
308.117,1.066
308.147,1.061
308.177,1.057
308.207,1.052
308.237,1.056
308.267,1.054
308.297,1.053
308.327,1.057
308.357,1.064
308.387,1.062
308.417,1.059
308.447,1.058
308.477,1.050
308.507,1.056
308.537,1.053
308.567,1.056
308.597,1.054
308.627,1.050
308.657,1.057
308.687,1.059
308.717,1.055
308.747,1.053
308.777,1.055
308.807,1.061
308.837,1.057
308.867,1.057
308.897,1.044
308.927,1.061
308.957,1.058
308.987,1.057
309.017,1.058
309.047,1.064
309.077,1.060
309.107,1.057
309.137,1.058
309.167,1.053
309.197,1.054
309.227,1.060
309.257,1.066
309.287,1.066
309.317,1.061
309.347,1.056
309.377,1.062
309.407,1.060
309.437,1.064
309.467,1.057
309.497,1.055
309.527,1.056
309.557,1.056
309.587,1.059
309.617,1.054
309.647,1.059
309.677,1.064
309.707,1.056
309.737,1.059
309.767,1.065
309.797,1.057
309.827,1.057
309.857,1.067
309.887,1.058
309.917,1.056
309.947,1.052
309.977,1.059
310.007,1.061
310.037,1.062
310.067,1.074
310.097,1.073
310.127,1.071
310.157,1.059
310.187,1.056
310.217,1.048
310.247,1.037
310.277,1.050
310.307,1.051
310.337,1.060
310.367,1.066
310.397,1.066
310.427,1.077
310.457,1.075
310.487,1.074
310.517,1.077
310.547,1.069
310.577,1.066
310.607,1.058
310.637,1.051
310.667,1.043
310.697,1.044
310.727,1.045
310.757,1.047
310.787,1.052
310.817,1.050
310.847,1.055
310.877,1.052
310.907,1.059
310.937,1.053
310.967,1.044
310.997,1.041
311.027,1.056
311.057,1.061
311.087,1.064
311.117,1.070
311.147,1.070
311.177,1.064
311.207,1.063
311.237,1.056
311.267,1.063
311.297,1.073
311.327,1.081
311.357,1.080
311.387,1.077
311.417,1.063
311.447,1.067
311.477,1.062
311.507,1.068
311.537,1.072
311.567,1.073
311.597,1.069
311.627,1.075
311.657,1.060
311.687,1.076
311.717,1.070
311.747,1.056
311.777,1.051
311.807,1.041
311.837,1.035
311.867,1.021
311.897,1.021
311.927,1.026
311.957,1.012
311.987,1.007
312.017,1.015
312.047,1.022
312.077,1.021
312.107,1.015
312.137,1.027
312.167,1.034
312.197,1.034
312.227,1.035
312.257,1.047
312.287,1.045
312.317,1.046
312.347,1.039
312.377,1.027
312.407,1.026
312.437,1.024
312.467,1.021
312.497,1.021
312.527,1.019
312.557,1.033
312.587,1.049
312.617,1.036
312.647,1.076
312.677,1.040
312.707,1.044
312.737,1.047
312.767,1.038
312.797,1.039
312.827,1.049
312.857,1.039
312.887,1.025
312.917,1.034
312.947,1.041
312.977,1.021
313.007,1.022
313.037,1.038
313.067,1.024
313.097,1.057
313.127,1.056
313.157,1.063
313.187,1.069
313.217,1.056
313.247,1.055
313.277,1.056
313.307,1.048
313.337,1.040
313.367,1.053
313.397,1.042
313.427,1.044
313.457,1.046
313.487,1.047
313.517,1.062
313.547,1.072
313.577,1.063
313.607,1.067
313.637,1.052
313.667,1.045
313.697,1.038
313.727,1.030
313.757,1.035
313.787,1.037
313.817,1.039
313.847,1.030
313.877,1.021
313.907,1.022
313.937,1.019
313.967,1.019
313.997,1.021
314.027,1.028
314.057,1.032
314.087,1.034
314.117,1.027
314.147,1.041
314.177,1.034
314.207,1.018
314.237,1.012
314.267,1.026
314.297,1.044
314.327,1.052
314.357,1.062
314.387,1.061
314.417,1.045
314.447,1.043
314.477,1.042
314.507,1.049
314.537,1.045
314.567,1.040
314.597,1.048
314.627,1.050
314.657,1.046
314.687,1.050
314.717,1.039
