df_hash,22ZHK4.TRV2GV
56.468,0.963
56.498,0.958
56.528,0.966
56.558,0.967
56.588,0.958
56.618,0.958
56.648,0.966
56.678,0.961
56.708,0.965
56.738,0.963
56.768,0.963
56.798,0.962
56.828,0.966
56.858,0.963
56.888,0.961
56.918,0.961
56.948,0.964
56.978,0.962
57.008,0.963
57.038,0.962
57.068,0.961
57.098,0.959
57.128,0.959
57.158,0.967
57.188,0.966
57.218,0.964
57.248,0.963
57.278,0.966
57.308,0.964
57.338,0.964
57.368,0.961
57.398,0.962
57.428,0.963
57.458,0.966
57.488,0.973
57.518,0.959
57.548,0.958
57.578,0.958
57.608,0.963
57.638,0.966
57.668,0.963
57.698,0.961
57.728,0.961
57.758,0.969
57.788,0.965
57.818,0.964
57.848,0.961
57.878,0.961
57.908,0.960
57.938,0.966
57.968,0.964
57.998,0.963
58.028,0.962
58.058,0.961
58.088,0.965
58.118,0.965
58.148,0.966
58.178,0.965
58.208,0.962
58.238,0.961
58.268,0.971
58.298,0.959
58.328,0.964
58.358,0.974
58.388,0.963
58.418,0.962
58.448,0.960
58.478,0.964
58.508,0.966
58.538,0.969
58.568,0.961
58.598,0.958
58.628,0.965
58.658,0.964
58.688,0.967
58.718,0.966
58.748,0.963
58.778,0.965
58.808,0.964
58.838,0.963
58.868,0.960
58.898,0.964
58.928,0.964
58.958,0.963
58.988,0.965
59.018,0.964
59.048,0.964
59.078,0.960
59.108,0.962
59.138,0.974
59.168,0.958
59.198,0.959
59.228,0.960
59.258,0.968
59.288,0.969
59.318,0.965
59.348,0.960
59.378,0.964
59.408,0.965
59.438,0.963
59.468,0.966
59.498,0.963
59.528,0.962
59.558,0.964
59.588,0.962
59.618,0.961
59.648,0.963
59.678,0.963
59.708,0.962
59.738,0.962
59.768,0.966
59.798,0.963
59.828,0.964
59.858,0.963
59.888,0.967
59.918,0.974
59.948,0.959
59.978,0.957
60.008,0.962
60.038,0.963
60.068,0.965
60.098,0.964
60.128,0.965
60.158,0.962
60.188,0.964
60.218,0.963
60.248,0.966
60.278,0.963
60.308,0.963
60.338,0.964
60.368,0.965
60.398,0.965
60.428,0.963
60.458,0.960
60.488,0.963
60.518,0.964
60.548,0.964
60.578,0.966
60.608,0.967
60.638,0.961
60.668,0.963
60.698,0.964
60.728,0.967
60.758,0.974
60.788,0.961
60.818,0.962
60.848,0.958
60.878,0.960
60.908,0.964
60.938,0.967
60.968,0.967
60.998,0.961
61.028,0.969
61.058,0.968
61.088,0.963
61.118,0.964
61.148,0.961
61.178,0.959
61.208,0.965
61.238,0.969
61.268,0.966
61.298,0.963
61.328,0.960
61.358,0.969
61.388,0.961
61.418,0.966
61.448,0.961
61.478,0.968
61.508,0.964
61.538,0.968
61.568,0.962
61.598,0.961
61.628,0.966
61.658,0.971
61.688,0.963
61.718,0.959
61.748,0.961
61.778,0.963
61.808,0.966
61.838,0.964
61.868,0.965
61.898,0.961
61.928,0.966
61.958,0.961
61.988,0.967
62.018,0.967
62.048,0.962
62.078,0.964
62.108,0.965
62.138,0.964
62.168,0.962
62.198,0.960
62.228,0.962
62.258,0.967
62.288,0.964
62.318,0.960
62.348,0.965
62.378,0.963
62.408,0.959
62.438,0.965
62.468,0.966
62.498,0.966
62.528,0.958
62.558,0.961
62.588,0.961
62.618,0.964
62.648,0.967
62.678,0.964
62.708,0.957
62.738,0.964
62.768,0.965
62.798,0.962
62.828,0.965
62.858,0.964
62.888,0.966
62.918,0.963
62.948,0.962
62.978,0.965
63.008,0.960
63.038,0.965
63.068,0.964
63.098,0.965
63.128,0.962
63.158,0.965
63.188,0.965
63.218,0.966
63.248,0.960
63.278,0.965
63.308,0.972
63.338,0.959
63.368,0.960
63.398,0.961
63.428,0.963
63.458,0.964
63.488,0.965
63.518,0.964
63.548,0.960
63.578,0.970
63.608,0.964
63.638,0.968
63.668,0.965
63.698,0.962
63.728,0.963
63.758,0.962
63.788,0.964
63.818,0.965
63.848,0.961
63.878,0.964
63.908,0.965
63.938,0.964
63.968,0.965
63.998,0.965
64.028,0.965
64.058,0.962
64.088,0.963
64.118,0.966
64.148,0.963
64.178,0.962
64.208,0.970
64.238,0.959
64.268,0.960
64.298,0.960
64.328,0.961
64.358,0.965
64.388,0.968
64.418,0.965
64.448,0.961
64.478,0.966
64.508,0.965
64.538,0.964
64.568,0.961
64.598,0.963
64.628,0.961
64.658,0.961
64.688,0.963
64.718,0.961
64.748,0.960
64.778,0.961
64.808,0.966
64.838,0.965
64.868,0.966
64.898,0.961
64.928,0.962
64.958,0.965
64.988,0.964
65.018,0.961
65.048,0.966
65.078,0.969
65.108,0.965
65.138,0.961
65.168,0.962
65.198,0.964
65.228,0.961
65.258,0.966
65.288,0.966
65.318,0.958
65.348,0.964
65.378,0.963
65.408,0.962
65.438,0.966
65.468,0.961
65.498,0.961
65.528,0.967
65.558,0.959
65.588,0.966
65.618,0.961
65.648,0.963
65.678,0.965
65.708,0.962
65.738,0.962
65.768,0.965
65.798,0.965
65.828,0.962
65.858,0.964
65.888,0.969
65.918,0.957
65.948,0.965
65.978,0.963
66.008,0.962
66.038,0.968
66.068,0.966
66.098,0.964
66.128,0.959
66.158,0.966
66.188,0.962
66.218,0.966
66.248,0.961
66.278,0.960
66.308,0.965
66.338,0.966
66.368,0.962
66.398,0.964
66.428,0.964
66.458,0.963
66.488,0.967
66.518,0.965
66.548,0.964
66.578,0.963
66.608,0.965
66.638,0.966
66.668,0.958
66.698,0.962
66.728,0.972
66.758,0.963
66.788,0.959
66.818,0.960
66.848,0.963
66.878,0.964
66.908,0.966
66.938,0.963
66.968,0.960
66.998,0.965
67.028,0.960
67.058,0.963
67.088,0.963
67.118,0.964
67.148,0.966
67.178,0.965
67.208,0.961
67.238,0.964
67.268,0.966
67.298,0.964
67.328,0.962
67.358,0.962
67.388,0.964
67.418,0.966
67.448,0.963
67.478,0.963
67.508,0.965
67.538,0.963
67.568,0.967
67.598,0.962
67.628,0.962
67.658,0.970
67.688,0.960
67.718,0.962
67.748,0.964
67.778,0.966
67.808,0.962
67.838,0.967
67.868,0.964
67.898,0.957
67.928,0.966
67.958,0.962
67.988,0.964
68.018,0.959
68.048,0.961
68.078,0.962
68.108,0.963
68.138,0.966
68.168,0.964
68.198,0.959
68.228,0.962
68.258,0.963
68.288,0.965
68.318,0.964
68.348,0.961
68.378,0.965
68.408,0.962
68.438,0.964
68.468,0.964
68.498,0.962
68.528,0.963
68.558,0.966
68.588,0.968
68.618,0.963
68.648,0.958
68.678,0.963
68.708,0.964
68.738,0.966
68.768,0.966
68.798,0.963
68.828,0.968
68.858,0.965
68.888,0.963
68.918,0.962
68.948,0.963
68.978,0.960
69.008,0.965
69.038,0.964
69.068,0.966
69.098,0.963
69.128,0.966
69.158,0.962
69.188,0.967
69.218,0.966
69.248,0.962
69.278,0.963
69.308,0.960
69.338,0.960
69.368,0.967
69.398,0.967
69.428,0.962
69.458,0.958
69.488,0.962
69.518,0.965
69.548,0.972
69.578,0.968
69.608,0.961
69.638,0.969
69.668,0.972
69.698,0.962
69.728,0.951
69.758,0.967
69.788,0.958
69.818,0.962
69.848,0.970
69.878,0.991
69.908,0.980
69.938,0.993
69.968,0.976
69.998,0.960
70.028,0.962
70.058,0.950
70.088,0.975
70.118,0.987
70.148,0.992
70.178,0.980
70.208,0.966
70.238,0.956
70.268,0.958
70.298,0.962
70.328,0.967
70.358,0.977
70.388,0.981
70.418,0.997
70.448,0.993
70.478,0.979
70.508,0.971
70.538,0.971
70.568,0.972
70.598,0.983
70.628,0.975
70.658,0.974
70.688,0.968
70.718,0.969
70.748,0.972
70.778,0.981
70.808,0.975
70.838,0.971
70.868,0.964
70.898,0.965
70.928,0.967
70.958,0.971
70.988,0.972
71.018,0.975
71.048,0.979
71.078,0.969
71.108,0.963
71.138,0.960
71.168,0.961
71.198,0.970
71.228,0.960
71.258,0.953
71.288,0.953
71.318,0.973
71.348,0.992
71.378,0.960
71.408,0.993
71.438,1.003
71.468,0.981
71.498,0.970
71.528,0.975
71.558,0.976
71.588,0.978
71.618,0.977
71.648,0.976
71.678,0.968
71.708,0.958
71.738,0.957
71.768,0.959
71.798,0.970
71.828,0.978
71.858,0.979
71.888,0.978
71.918,0.967
71.948,0.969
71.978,0.972
72.008,0.969
72.038,0.978
72.068,0.979
72.098,0.979
72.128,0.969
72.158,0.966
72.188,0.973
72.218,0.970
72.248,0.964
72.278,0.968
72.308,0.966
72.338,0.962
72.368,0.977
72.398,0.978
72.428,0.972
72.458,0.975
72.488,0.975
72.518,0.969
72.548,0.974
72.578,0.975
72.608,0.968
72.638,0.963
72.668,0.965
72.698,0.963
72.728,0.976
72.758,0.974
72.788,0.971
72.818,0.971
72.848,0.965
72.878,0.966
72.908,0.974
72.938,0.973
72.968,0.967
72.998,0.967
73.028,0.966
73.058,0.966
73.088,0.965
73.118,0.967
73.148,0.964
73.178,0.967
73.208,0.976
73.238,0.968
73.268,0.973
73.298,0.972
73.328,0.973
73.358,0.963
73.388,0.965
73.418,0.961
73.448,0.966
73.478,0.976
73.508,0.970
73.538,0.968
73.568,0.975
73.598,0.968
73.628,0.967
73.658,0.969
73.688,0.968
73.718,0.966
73.748,0.970
73.778,0.963
73.808,0.966
73.838,0.967
73.868,0.966
73.898,0.973
73.928,0.963
73.958,0.969
73.988,0.979
74.018,0.967
74.048,0.966
74.078,0.962
74.108,0.967
74.138,0.970
74.168,0.975
74.198,0.968
74.228,0.967
74.258,0.967
74.288,0.964
74.318,0.970
74.348,0.968
74.378,0.964
74.408,0.966
74.438,0.968
74.468,0.966
74.498,0.966
74.528,0.970
74.558,0.968
74.588,0.968
74.618,0.964
74.648,0.966
74.678,0.978
74.708,0.965
74.738,0.962
74.768,0.962
74.798,0.964
74.828,0.967
74.858,0.972
74.888,0.968
74.918,0.969
74.948,0.966
74.978,0.967
75.008,0.970
75.038,0.969
75.068,0.965
75.098,0.964
75.128,0.969
75.158,0.972
75.188,0.964
75.218,0.965
75.248,0.964
75.278,0.966
75.308,0.968
75.338,0.965
75.368,0.968
75.398,0.977
75.428,0.964
75.458,0.963
75.488,0.960
75.518,0.965
75.548,0.971
75.578,0.969
75.608,0.973
75.638,0.964
75.668,0.969
75.698,0.965
75.728,0.969
75.758,0.968
75.788,0.968
75.818,0.971
75.848,0.966
75.878,0.966
75.908,0.969
75.938,0.967
75.968,0.970
75.998,0.969
76.028,0.968
76.058,0.972
76.088,0.971
76.118,0.965
76.148,0.966
76.178,0.964
76.208,0.965
76.238,0.982
76.268,0.968
76.298,0.962
76.328,0.965
76.358,0.970
76.388,0.971
76.418,0.973
76.448,0.966
76.478,0.961
76.508,0.970
76.538,0.967
76.568,0.967
76.598,0.969
76.628,0.966
76.658,0.967
76.688,0.968
76.718,0.968
76.748,0.964
76.778,0.966
76.808,0.974
76.838,0.974
76.868,0.981
76.898,0.978
76.928,0.963
76.958,0.972
76.988,0.969
77.018,0.972
77.048,0.966
77.078,0.965
77.108,0.967
77.138,0.966
77.168,0.959
77.198,0.962
77.228,0.964
77.258,0.965
77.288,0.963
77.318,0.976
77.348,0.956
77.378,0.962
77.408,0.969
77.438,0.971
77.468,0.964
77.498,0.960
77.528,0.959
77.558,0.965
77.588,0.957
77.618,0.956
77.648,0.953
77.678,0.965
77.708,0.956
77.738,0.952
77.768,0.959
77.798,0.962
77.828,0.964
77.858,0.949
77.888,0.967
77.918,0.993
77.948,0.979
77.978,0.964
78.008,0.957
78.038,0.958
78.068,0.956
78.098,0.968
78.128,0.967
78.158,0.962
78.188,0.964
78.218,0.964
78.248,0.966
78.278,0.961
78.308,0.958
78.338,0.967
78.368,0.962
78.398,0.963
78.428,0.958
78.458,0.973
78.488,0.988
78.518,0.964
78.548,0.955
78.578,0.958
78.608,0.952
78.638,0.964
78.668,0.980
78.698,0.971
78.728,0.958
78.758,0.961
78.788,0.964
78.818,0.961
78.848,0.970
78.878,0.967
78.908,0.958
78.938,0.961
78.968,0.959
78.998,0.955
79.028,0.961
79.058,0.966
79.088,0.962
79.118,0.968
79.148,0.960
79.178,0.960
79.208,0.959
79.238,0.959
79.268,0.963
79.298,0.965
79.328,0.967
79.358,0.967
79.388,0.958
79.418,0.955
79.448,0.959
79.478,0.973
79.508,0.963
79.538,0.953
79.568,0.953
79.598,0.957
79.628,0.960
79.658,0.967
79.688,0.967
79.718,0.959
79.748,0.962
79.778,0.959
79.808,0.965
79.838,0.964
79.868,0.959
79.898,0.963
79.928,0.962
79.958,0.958
79.988,0.958
80.018,0.963
80.048,0.963
80.078,0.959
80.108,0.962
80.138,0.959
80.168,0.963
80.198,0.963
80.228,0.952
80.258,0.957
80.288,0.979
80.318,0.970
80.348,0.963
80.378,0.955
80.408,0.963
80.438,0.959
80.468,0.966
80.498,0.958
80.528,0.963
80.558,0.965
80.588,0.962
80.618,0.965
80.648,0.965
80.678,0.962
80.708,0.962
80.738,0.963
80.768,0.967
80.798,0.972
80.828,0.959
80.858,0.963
80.888,0.960
80.918,0.963
80.948,0.959
80.978,0.962
81.008,0.974
81.038,0.967
81.068,0.958
81.098,0.959
81.128,0.963
81.158,0.962
81.188,0.967
81.218,0.968
81.248,0.961
81.278,0.960
81.308,0.955
81.338,0.951
81.368,0.941
81.398,0.952
81.428,0.991
81.458,0.970
81.488,0.958
81.518,0.971
81.548,0.965
81.578,0.960
81.608,0.959
81.638,0.963
81.668,0.958
81.698,0.968
81.728,0.980
81.758,0.969
81.788,0.956
81.818,0.956
81.848,0.963
81.878,0.967
81.908,0.967
81.938,0.971
81.968,0.962
81.998,0.963
82.028,0.961
82.058,0.962
82.088,0.964
82.118,0.969
82.148,0.964
82.178,0.958
82.208,0.960
82.238,0.961
82.268,0.960
82.298,0.959
82.328,0.964
82.358,0.960
82.388,0.964
82.418,0.964
82.448,0.959
82.478,0.962
82.508,0.972
82.538,0.961
82.568,0.956
82.598,0.957
82.628,0.963
82.658,0.964
82.688,0.969
82.718,0.963
82.748,0.956
82.778,0.963
82.808,0.962
82.838,0.961
82.868,0.965
82.898,0.964
82.928,0.968
82.958,0.961
82.988,0.958
83.018,0.964
83.048,0.965
83.078,0.962
83.108,0.962
83.138,0.962
83.168,0.964
83.198,0.960
83.228,0.963
83.258,0.963
83.288,0.964
83.318,0.962
83.348,0.979
83.378,0.962
83.408,0.950
83.438,0.960
83.468,0.958
83.498,0.964
83.528,0.968
83.558,0.962
83.588,0.958
83.618,0.962
83.648,0.962
83.678,0.964
83.708,0.968
83.738,0.964
83.768,0.964
83.798,0.963
83.828,0.960
83.858,0.953
83.888,0.963
83.918,0.963
83.948,0.962
83.978,0.961
84.008,0.960
84.038,0.962
84.068,0.959
84.098,0.965
84.128,0.968
84.158,0.968
84.188,0.958
84.218,0.953
84.248,0.958
84.278,0.957
84.308,0.974
84.338,0.949
84.368,0.953
84.398,0.965
84.428,0.960
84.458,0.965
84.488,0.971
84.518,0.970
84.548,0.962
84.578,0.965
84.608,0.958
84.638,0.973
84.668,0.967
84.698,0.962
84.728,0.958
84.758,0.963
84.788,0.969
84.818,0.966
84.848,0.964
84.878,0.976
84.908,0.964
84.938,0.961
84.968,0.965
84.998,0.964
85.028,0.965
85.058,0.957
85.088,0.966
85.118,0.968
85.148,0.957
85.178,0.951
85.208,0.955
85.238,0.974
85.268,0.965
85.298,0.957
85.328,0.962
85.358,0.960
85.388,0.962
85.418,0.961
85.448,0.964
85.478,0.960
85.508,0.963
85.538,0.961
85.568,0.961
85.598,0.958
85.628,0.965
85.658,0.976
85.688,0.965
85.718,0.961
85.748,0.962
85.778,0.964
85.808,0.965
85.838,0.967
85.868,0.968
85.898,0.950
85.928,0.968
85.958,0.964
85.988,0.962
86.018,0.964
86.048,0.964
86.078,0.959
86.108,0.970
86.138,0.960
86.168,0.960
86.198,0.963
86.228,0.960
86.258,0.966
86.288,0.961
86.318,0.970
86.348,0.966
86.378,0.964
86.408,0.962
86.438,0.963
86.468,0.962
86.498,0.960
86.528,0.963
86.558,0.968
86.588,0.959
86.618,0.957
86.648,0.966
86.678,0.962
86.708,0.968
86.738,0.965
86.768,0.963
86.798,0.961
86.828,0.961
86.858,0.960
86.888,0.965
86.918,0.967
86.948,0.962
86.978,0.959
87.008,0.963
87.038,0.964
87.068,0.962
87.098,0.962
87.128,0.966
87.158,0.965
87.188,0.965
87.218,0.962
87.248,0.965
87.278,0.962
87.308,0.961
87.338,0.962
87.368,0.970
87.398,0.957
87.428,0.958
87.458,0.971
87.488,0.963
87.518,0.955
87.548,0.957
87.578,0.965
87.608,0.968
87.638,0.965
87.668,0.955
87.698,0.962
87.728,0.963
87.758,0.962
87.788,0.965
87.818,0.963
87.848,0.962
87.878,0.962
87.908,0.961
87.938,0.960
87.968,0.964
87.998,0.965
88.028,0.966
88.058,0.972
88.088,0.963
88.118,0.964
88.148,0.962
88.178,0.961
88.208,0.960
88.238,0.957
88.268,0.971
88.298,0.963
88.328,0.958
88.358,0.958
88.388,0.965
88.418,0.964
88.448,0.965
88.478,0.966
88.508,0.961
88.538,0.966
88.568,0.960
88.598,0.956
88.628,0.965
88.658,0.964
88.688,0.964
88.718,0.966
88.748,0.961
88.778,0.964
88.808,0.963
88.838,0.960
88.868,0.965
88.898,0.961
88.928,0.962
88.958,0.958
88.988,0.960
89.018,0.965
89.048,0.962
89.078,0.963
89.108,0.962
89.138,0.967
89.168,0.968
89.198,0.958
89.228,0.955
89.258,0.964
89.288,0.961
89.318,0.965
89.348,0.968
89.378,0.961
89.408,0.964
89.438,0.962
89.468,0.965
89.498,0.960
89.528,0.966
89.558,0.958
89.588,0.964
89.618,0.962
89.648,0.962
89.678,0.962
89.708,0.963
89.738,0.963
89.768,0.967
89.798,0.963
89.828,0.969
89.858,0.964
89.888,0.964
89.918,0.958
89.948,0.967
89.978,0.961
90.008,0.967
90.038,0.959
90.068,0.963
90.098,0.976
90.128,0.959
90.158,0.955
90.188,0.961
90.218,0.964
90.248,0.964
90.278,0.965
90.308,0.963
90.338,0.961
90.368,0.966
90.398,0.963
90.428,0.966
90.458,0.963
90.488,0.961
90.518,0.964
90.548,0.964
90.578,0.962
90.608,0.962
90.638,0.964
90.668,0.963
90.698,0.963
90.728,0.963
90.758,0.962
90.788,0.960
90.818,0.966
90.848,0.960
90.878,0.962
90.908,0.960
90.938,0.960
90.968,0.967
90.998,0.968
91.028,0.964
91.058,0.954
91.088,0.962
91.118,0.964
91.148,0.967
91.178,0.968
91.208,0.958
91.238,0.969
91.268,0.959
91.298,0.963
91.328,0.964
91.358,0.965
91.388,0.962
91.418,0.962
91.448,0.963
91.478,0.961
91.508,0.959
91.538,0.960
91.568,0.963
91.598,0.977
91.628,0.959
91.658,0.964
91.688,0.962
91.718,0.964
91.748,0.962
91.778,0.969
91.808,0.971
91.838,0.958
91.868,0.959
91.898,0.958
91.928,0.964
91.958,0.965
91.988,0.968
92.018,0.961
92.048,0.960
92.078,0.964
92.108,0.962
92.138,0.966
92.168,0.967
92.198,0.965
92.228,0.962
92.258,0.964
92.288,0.960
92.318,0.961
92.348,0.964
92.378,0.963
92.408,0.967
92.438,0.963
92.468,0.963
92.498,0.961
92.528,0.962
92.558,0.967
92.588,0.963
92.618,0.965
92.648,0.975
92.678,0.960
92.708,0.959
92.738,0.960
92.768,0.963
92.798,0.968
92.828,0.964
92.858,0.957
92.888,0.961
92.918,0.962
92.948,0.962
92.978,0.966
93.008,0.965
93.038,0.963
93.068,0.966
93.098,0.965
93.128,0.964
93.158,0.964
93.188,0.961
93.218,0.963
93.248,0.964
93.278,0.965
93.308,0.966
93.338,0.966
93.368,0.962
93.398,0.960
93.428,0.966
93.458,0.959
93.488,0.965
93.518,0.972
93.548,0.960
93.578,0.962
93.608,0.963
93.638,0.963
93.668,0.963
93.698,0.966
93.728,0.961
93.758,0.964
93.788,0.962
93.818,0.965
93.848,0.963
93.878,0.964
93.908,0.964
93.938,0.961
93.968,0.965
93.998,0.963
94.028,0.962
94.058,0.963
94.088,0.964
94.118,0.964
94.148,0.965
94.178,0.962
94.208,0.964
94.238,0.966
94.268,0.958
94.298,0.964
94.328,0.973
94.358,0.958
94.388,0.962
94.418,0.960
94.448,0.965
94.478,0.962
94.508,0.968
94.538,0.963
94.568,0.958
94.598,0.965
94.628,0.963
94.658,0.965
94.688,0.963
94.718,0.962
94.748,0.968
94.778,0.963
94.808,0.961
94.838,0.961
94.868,0.965
94.898,0.966
94.928,0.962
94.958,0.964
94.988,0.962
95.018,0.965
95.048,0.956
95.078,0.967
95.108,0.966
95.138,0.965
95.168,0.963
95.198,0.958
95.228,0.963
95.258,0.963
95.288,0.967
95.318,0.975
95.348,0.954
95.378,0.957
95.408,0.975
95.438,0.963
95.468,0.960
95.498,0.957
95.528,0.964
95.558,0.972
95.588,0.970
95.618,0.968
95.648,0.969
95.678,0.964
95.708,0.941
95.738,0.951
95.768,0.966
95.798,0.982
95.828,0.980
95.858,0.978
95.888,0.974
95.918,0.957
95.948,0.970
95.978,0.959
96.008,0.948
96.038,0.955
96.068,0.975
96.098,0.993
96.128,1.006
96.158,0.981
96.188,0.955
96.218,0.956
96.248,0.952
96.278,0.952
96.308,0.967
96.338,0.965
96.368,0.962
96.398,0.966
96.428,0.955
96.458,0.958
96.488,0.965
96.518,0.966
96.548,0.964
96.578,0.971
96.608,0.973
96.638,0.963
96.668,0.958
96.698,0.958
96.728,0.957
96.758,0.961
96.788,0.968
96.818,0.979
96.848,0.965
96.878,0.955
96.908,0.944
96.938,0.944
96.968,0.956
96.998,0.964
97.028,0.967
97.058,0.970
97.088,0.970
97.118,0.968
97.148,0.972
97.178,0.963
97.208,0.962
97.238,0.966
97.268,0.961
97.298,0.965
97.328,0.966
97.358,0.971
97.388,0.970
97.418,0.967
97.448,0.967
97.478,0.963
97.508,0.964
97.538,0.963
97.568,0.967
97.598,0.968
97.628,0.958
97.658,0.960
97.688,0.965
97.718,0.965
97.748,0.964
97.778,0.968
97.808,0.964
97.838,0.973
97.868,0.969
97.898,0.966
97.928,0.968
97.958,0.956
97.988,0.958
98.018,0.973
98.048,0.968
98.078,0.970
98.108,0.963
98.138,0.964
98.168,0.968
98.198,0.964
98.228,0.968
98.258,0.971
98.288,0.967
98.318,0.974
98.348,0.964
98.378,0.960
98.408,0.964
98.438,0.970
98.468,0.969
98.498,0.967
98.528,0.965
98.558,0.961
98.588,0.960
98.618,0.966
98.648,0.967
98.678,0.965
98.708,0.968
98.738,0.966
98.768,0.968
98.798,0.965
98.828,0.964
98.858,0.969
98.888,0.967
98.918,0.970
98.948,0.969
98.978,0.966
99.008,0.967
99.038,0.971
99.068,0.976
99.098,0.968
99.128,0.959
99.158,0.963
99.188,0.963
99.218,0.970
99.248,0.971
99.278,0.966
99.308,0.963
99.338,0.968
99.368,0.970
99.398,0.965
99.428,0.966
99.458,0.966
99.488,0.966
99.518,0.966
99.548,0.960
99.578,0.964
99.608,0.973
99.638,0.966
99.668,0.964
99.698,0.961
99.728,0.966
99.758,0.966
99.788,0.969
99.818,0.970
99.848,0.966
99.878,0.970
99.908,0.976
99.938,0.964
99.968,0.957
99.998,0.959
100.028,0.968
100.058,0.974
100.088,0.973
100.118,0.962
100.148,0.965
100.178,0.967
100.208,0.966
100.238,0.967
100.268,0.967
100.298,0.965
100.328,0.966
100.358,0.966
100.388,0.966
100.418,0.965
100.448,0.966
100.478,0.967
100.508,0.973
100.538,0.968
100.568,0.965
100.598,0.967
100.628,0.962
100.658,0.967
100.688,0.975
100.718,0.964
100.748,0.964
100.778,0.961
100.808,0.968
100.838,0.967
100.868,0.970
100.898,0.965
100.928,0.965
100.958,0.968
100.988,0.964
101.018,0.963
101.048,0.970
101.078,0.968
101.108,0.970
101.138,0.965
101.168,0.965
101.198,0.966
101.228,0.967
101.258,0.963
101.288,0.971
101.318,0.965
101.348,0.966
101.378,0.961
101.408,0.967
101.438,0.973
101.468,0.962
101.498,0.958
101.528,0.964
101.558,0.965
101.588,0.971
101.618,0.971
101.648,0.961
101.678,0.968
101.708,0.967
101.738,0.966
101.768,0.966
101.798,0.963
101.828,0.963
101.858,0.964
101.888,0.965
101.918,0.964
101.948,0.965
101.978,0.962
102.008,0.963
102.038,0.964
102.068,0.965
102.098,0.966
102.128,0.967
102.158,0.960
102.188,0.966
102.218,0.976
102.248,0.963
102.278,0.959
102.308,0.959
102.338,0.964
102.368,0.967
102.398,0.969
102.428,0.964
102.458,0.961
102.488,0.965
102.518,0.959
102.548,0.966
102.578,0.964
102.608,0.968
102.638,0.963
102.668,0.968
102.698,0.966
102.728,0.969
102.758,0.964
102.788,0.964
102.818,0.965
102.848,0.966
102.878,0.965
102.908,0.966
102.938,0.966
102.968,0.966
102.998,0.962
103.028,0.963
103.058,0.966
103.088,0.958
103.118,0.973
103.148,0.974
103.178,0.960
103.208,0.958
103.238,0.963
103.268,0.962
103.298,0.967
103.328,0.968
103.358,0.964
103.388,0.963
103.418,0.962
103.448,0.963
103.478,0.969
103.508,0.971
103.538,0.967
103.568,0.965
103.598,0.965
103.628,0.966
103.658,0.963
103.688,0.958
103.718,0.963
103.748,0.969
103.778,0.968
103.808,0.963
103.838,0.964
103.868,0.965
103.898,0.966
103.928,0.965
103.958,0.967
103.988,0.960
104.018,0.967
104.048,0.976
104.078,0.962
104.108,0.961
104.138,0.962
104.168,0.965
104.198,0.969
104.228,0.970
104.258,0.961
104.288,0.961
104.318,0.962
104.348,0.964
104.378,0.966
104.408,0.968
104.438,0.964
104.468,0.966
104.498,0.967
104.528,0.963
104.558,0.963
104.588,0.969
104.618,0.965
104.648,0.963
104.678,0.965
104.708,0.966
104.738,0.965
104.768,0.970
104.798,0.962
104.828,0.965
104.858,0.975
104.888,0.962
104.918,0.958
104.948,0.963
104.978,0.966
105.008,0.965
105.038,0.969
105.068,0.958
105.098,0.961
105.128,0.968
105.158,0.966
105.188,0.968
105.218,0.963
105.248,0.966
105.278,0.969
105.308,0.968
105.338,0.967
105.368,0.963
105.398,0.961
105.428,0.965
105.458,0.965
105.488,0.967
105.518,0.965
105.548,0.963
105.578,0.964
105.608,0.964
105.638,0.970
105.668,0.969
105.698,0.959
105.728,0.962
105.758,0.962
105.788,0.962
105.818,0.970
105.848,0.970
105.878,0.959
105.908,0.965
105.938,0.963
105.968,0.962
105.998,0.966
106.028,0.967
106.058,0.962
106.088,0.963
106.118,0.964
106.148,0.966
106.178,0.964
106.208,0.965
106.238,0.963
106.268,0.963
106.298,0.968
106.328,0.967
106.358,0.966
106.388,0.966
106.418,0.965
106.448,0.961
106.478,0.970
106.508,0.970
106.538,0.961
106.568,0.961
106.598,0.962
106.628,0.964
106.658,0.965
106.688,0.970
106.718,0.966
106.748,0.967
106.778,0.964
106.808,0.962
106.838,0.969
106.868,0.966
106.898,0.964
106.928,0.964
106.958,0.964
106.988,0.963
107.018,0.962
107.048,0.961
107.078,0.966
107.108,0.966
107.138,0.964
107.168,0.965
107.198,0.964
107.228,0.966
107.258,0.965
107.288,0.963
107.318,0.965
107.348,0.976
107.378,0.962
107.408,0.959
107.438,0.966
107.468,0.968
107.498,0.965
107.528,0.969
107.558,0.959
107.588,0.965
107.618,0.964
