df_hash,22ZHK4.SNEL2E
415.609,1.063
415.639,1.061
415.669,1.052
415.699,1.061
415.729,1.066
415.759,1.059
415.789,1.052
415.819,1.058
415.849,1.059
415.879,1.062
415.909,1.054
415.939,1.065
415.969,1.060
415.999,1.060
416.029,1.062
416.059,1.067
416.089,1.063
416.119,1.062
416.149,1.062
416.179,1.060
416.209,1.067
416.239,1.065
416.269,1.070
416.299,1.056
416.329,1.061
416.359,1.057
416.389,1.067
416.419,1.058
416.449,1.059
416.479,1.057
416.509,1.064
416.539,1.063
416.569,1.064
416.599,1.065
416.629,1.068
416.659,1.064
416.689,1.062
416.719,1.064
416.749,1.063
416.779,1.068
416.809,1.061
416.839,1.061
416.869,1.062
416.899,1.062
416.929,1.060
416.959,1.062
416.989,1.058
417.019,1.062
417.049,1.065
417.079,1.065
417.109,1.065
417.139,1.065
417.169,1.068
417.199,1.057
417.229,1.069
417.259,1.063
417.289,1.062
417.319,1.059
417.349,1.061
417.379,1.065
417.409,1.059
417.439,1.064
417.469,1.064
417.499,1.061
417.529,1.063
417.559,1.061
417.589,1.062
417.619,1.059
417.649,1.065
417.679,1.065
417.709,1.063
417.739,1.062
417.769,1.073
417.799,1.068
417.829,1.068
417.859,1.067
417.889,1.062
417.919,1.062
417.949,1.062
417.979,1.064
418.009,1.068
418.039,1.067
418.069,1.073
418.099,1.069
418.129,1.072
418.159,1.068
418.189,1.076
418.219,1.084
418.249,1.086
418.279,1.069
418.309,1.074
418.339,1.070
418.369,1.074
418.399,1.060
418.429,1.058
418.459,1.064
418.489,1.055
418.519,1.035
418.549,1.027
418.579,1.022
418.609,1.028
418.639,1.023
418.669,1.033
418.699,1.029
418.729,1.044
418.759,1.062
418.789,1.055
418.819,1.055
418.849,1.056
418.879,1.062
418.909,1.057
418.939,1.061
418.969,1.075
418.999,1.079
419.029,1.074
419.059,1.070
419.089,1.080
419.119,1.077
419.149,1.080
419.179,1.079
419.209,1.076
419.239,1.074
419.269,1.072
419.299,1.064
419.329,1.066
419.359,1.072
419.389,1.064
419.419,1.061
419.449,1.062
419.479,1.066
419.509,1.068
419.539,1.066
419.569,1.058
419.599,1.065
419.629,1.064
419.659,1.063
419.689,1.062
419.719,1.058
419.749,1.061
419.779,1.064
419.809,1.070
419.839,1.072
419.869,1.071
419.899,1.061
419.929,1.062
419.959,1.062
419.989,1.061
420.019,1.067
420.049,1.062
420.079,1.062
420.109,1.064
420.139,1.064
420.169,1.069
420.199,1.059
420.229,1.065
420.259,1.062
420.289,1.062
420.319,1.069
420.349,1.068
420.379,1.059
420.409,1.065
420.439,1.071
420.469,1.054
420.499,1.066
420.529,1.061
420.559,1.073
420.589,1.072
420.619,1.063
420.649,1.064
420.679,1.062
420.709,1.058
420.739,1.062
420.769,1.069
420.799,1.066
420.829,1.068
420.859,1.066
420.889,1.071
420.919,1.064
420.949,1.056
420.979,1.066
421.009,1.064
421.039,1.064
421.069,1.064
421.099,1.068
421.129,1.064
421.159,1.062
421.189,1.064
421.219,1.064
421.249,1.059
421.279,1.063
421.309,1.063
421.339,1.068
421.369,1.066
421.399,1.069
421.429,1.069
421.459,1.062
421.489,1.066
421.519,1.071
421.549,1.067
421.579,1.058
421.609,1.066
421.639,1.067
421.669,1.058
421.699,1.068
421.729,1.071
421.759,1.063
421.789,1.065
421.819,1.063
421.849,1.061
421.879,1.067
421.909,1.058
421.939,1.061
421.969,1.062
421.999,1.064
422.029,1.066
422.059,1.061
422.089,1.064
422.119,1.067
422.149,1.067
422.179,1.063
422.209,1.061
422.239,1.059
422.269,1.068
422.299,1.067
422.329,1.064
422.359,1.067
422.389,1.066
422.419,1.063
422.449,1.065
422.479,1.058
422.509,1.058
422.539,1.062
422.569,1.062
422.599,1.063
422.629,1.066
422.659,1.071
422.689,1.065
422.719,1.066
422.749,1.062
422.779,1.065
422.809,1.062
422.839,1.067
422.869,1.062
422.899,1.062
422.929,1.066
422.959,1.064
422.989,1.069
423.019,1.065
423.049,1.065
423.079,1.070
423.109,1.062
423.139,1.059
423.169,1.067
423.199,1.078
423.229,1.073
423.259,1.077
423.289,1.073
423.319,1.092
423.349,1.081
423.379,1.077
423.409,1.090
423.439,1.110
423.469,1.076
423.499,1.094
423.529,1.142
423.559,1.123
423.589,1.093
423.619,1.096
423.649,1.070
423.679,1.032
423.709,1.047
423.739,1.041
423.769,1.048
423.799,1.062
423.829,1.044
423.859,1.052
423.889,1.058
423.919,1.071
423.949,1.069
423.979,1.084
424.009,1.093
424.039,1.098
424.069,1.057
424.099,1.056
424.129,1.056
424.159,1.074
424.189,1.053
424.219,1.065
424.249,1.083
424.279,1.045
424.309,1.056
424.339,1.047
424.369,1.025
424.399,1.019
424.429,1.007
424.459,0.989
424.489,0.983
424.519,0.978
424.549,0.978
424.579,0.960
424.609,0.988
424.639,1.013
424.669,0.991
424.699,0.996
424.729,1.029
424.759,0.993
424.789,0.988
424.819,1.002
424.849,1.020
424.879,1.018
424.909,1.021
424.939,1.015
424.969,1.040
424.999,1.034
425.029,1.023
425.059,1.016
425.089,1.016
425.119,1.032
425.149,1.010
425.179,1.016
425.209,1.030
425.239,1.018
425.269,1.027
425.299,1.029
425.329,1.059
425.359,1.057
425.389,1.019
425.419,1.051
425.449,1.054
425.479,1.034
425.509,1.053
425.539,1.093
425.569,1.064
425.599,1.070
425.629,1.096
425.659,1.066
425.689,1.072
425.719,1.094
425.749,1.070
425.779,1.070
425.809,1.077
425.839,1.075
425.869,1.068
425.899,1.072
425.929,1.069
425.959,1.072
425.989,1.077
426.019,1.075
426.049,1.063
426.079,1.062
426.109,1.062
426.139,1.055
426.169,1.053
426.199,1.053
426.229,1.059
426.259,1.061
426.289,1.057
426.319,1.064
426.349,1.061
426.379,1.048
426.409,1.049
426.439,1.056
426.469,1.051
426.499,1.044
426.529,1.049
426.559,1.060
426.589,1.050
426.619,1.053
426.649,1.054
426.679,1.048
426.709,1.050
426.739,1.051
426.769,1.051
426.799,1.054
426.829,1.060
426.859,1.060
426.889,1.060
426.919,1.058
426.949,1.059
426.979,1.054
427.009,1.059
427.039,1.059
427.069,1.056
427.099,1.049
427.129,1.060
427.159,1.058
427.189,1.050
427.219,1.059
427.249,1.056
427.279,1.055
427.309,1.053
427.339,1.054
427.369,1.053
427.399,1.053
427.429,1.057
427.459,1.060
427.489,1.056
427.519,1.056
427.549,1.043
427.579,1.054
427.609,1.045
427.639,1.042
427.669,1.042
427.699,1.043
427.729,1.039
427.759,1.030
427.789,1.032
427.819,1.046
427.849,1.044
427.879,1.042
427.909,1.048
427.939,1.060
427.969,1.075
427.999,1.066
428.029,1.084
428.059,1.093
428.089,1.104
428.119,1.106
428.149,1.118
428.179,1.108
428.209,1.097
428.239,1.097
428.269,1.096
428.299,1.075
428.329,1.063
428.359,1.067
428.389,1.061
428.419,1.064
428.449,1.067
428.479,1.062
428.509,1.067
428.539,1.055
428.569,1.052
428.599,1.053
428.629,1.034
428.659,1.035
428.689,1.029
428.719,1.024
428.749,1.042
428.779,1.045
428.809,1.055
428.839,1.063
428.869,1.069
428.899,1.085
428.929,1.086
428.959,1.087
428.989,1.058
429.019,1.046
429.049,1.031
429.079,1.037
429.109,1.022
429.139,1.020
429.169,0.996
429.199,1.005
429.229,1.032
429.259,1.008
429.289,1.021
429.319,1.018
429.349,1.013
429.379,1.028
429.409,1.062
429.439,1.039
429.469,1.023
429.499,1.038
429.529,1.026
429.559,1.051
429.589,1.044
429.619,1.030
429.649,1.002
429.679,0.999
429.709,1.030
429.739,1.058
429.769,1.047
429.799,1.047
429.829,1.028
429.859,1.023
429.889,1.010
429.919,1.015
429.949,1.032
429.979,1.016
430.009,1.026
430.039,1.046
430.069,1.017
430.099,1.035
430.129,1.048
430.159,1.033
430.189,1.057
430.219,1.073
430.249,1.060
430.279,1.062
430.309,1.066
430.339,1.070
430.369,1.065
430.399,1.060
430.429,1.064
430.459,1.065
430.489,1.069
430.519,1.085
430.549,1.076
430.579,1.071
430.609,1.074
430.639,1.090
430.669,1.081
430.699,1.064
430.729,1.073
430.759,1.076
430.789,1.087
430.819,1.079
430.849,1.094
430.879,1.078
430.909,1.093
430.939,1.101
430.969,1.104
430.999,1.094
431.029,1.065
431.059,1.137
431.089,1.131
431.119,1.122
431.149,1.115
431.179,1.131
431.209,1.149
431.239,1.101
431.269,1.096
431.299,1.086
431.329,1.045
431.359,1.053
431.389,1.037
431.419,1.036
431.449,1.049
431.479,1.032
431.509,1.031
431.539,1.042
431.569,1.046
431.599,1.050
431.629,1.025
431.659,0.968
431.689,0.946
431.719,0.935
431.749,0.970
431.779,1.039
431.809,1.090
431.839,1.045
431.869,1.020
431.899,0.961
431.929,0.919
431.959,0.943
431.989,0.974
432.019,1.006
432.049,1.006
432.079,0.983
432.109,0.973
432.139,1.006
432.169,0.987
432.199,0.979
432.229,0.991
432.259,0.965
432.289,1.015
432.319,0.995
432.349,1.012
432.379,1.023
432.409,1.006
432.439,0.963
432.469,0.949
432.499,1.010
432.529,1.002
432.559,0.997
432.589,1.017
432.619,1.016
432.649,1.019
432.679,1.016
432.709,0.969
432.739,1.001
432.769,1.023
432.799,1.022
432.829,1.023
432.859,1.028
432.889,1.020
432.919,0.999
432.949,1.014
432.979,1.016
433.009,0.991
433.039,1.031
433.069,1.022
433.099,1.036
433.129,1.019
433.159,0.989
433.189,1.023
433.219,1.030
433.249,1.016
433.279,1.010
433.309,0.991
433.339,1.041
433.369,0.999
433.399,1.000
433.429,1.010
433.459,1.021
433.489,1.046
433.519,1.020
433.549,1.028
433.579,1.014
433.609,1.007
433.639,0.985
433.669,1.019
433.699,1.019
433.729,1.027
433.759,0.999
433.789,0.982
433.819,1.008
433.849,0.982
433.879,1.018
433.909,1.062
433.939,1.047
433.969,1.016
433.999,1.047
434.029,1.044
434.059,1.033
434.089,1.021
434.119,1.023
434.149,1.034
434.179,1.023
434.209,1.028
434.239,1.032
434.269,1.043
434.299,1.042
434.329,1.021
434.359,1.005
434.389,1.013
434.419,0.990
434.449,1.004
434.479,1.001
434.509,0.980
434.539,0.989
434.569,1.017
434.599,1.001
434.629,0.995
434.659,1.010
434.689,1.031
434.719,1.021
434.749,0.991
434.779,1.035
434.809,1.048
434.839,1.030
434.869,1.008
434.899,1.055
434.929,1.017
434.959,0.968
434.989,0.981
435.019,1.116
435.049,1.040
435.079,0.924
435.109,0.911
435.139,0.976
435.169,0.954
435.199,0.909
435.229,0.958
435.259,1.092
435.289,1.023
435.319,1.060
435.349,1.115
435.379,1.129
435.409,1.076
435.439,1.031
435.469,1.003
435.499,0.988
435.529,1.004
435.559,0.992
435.589,0.986
435.619,0.976
435.649,0.980
435.679,0.985
435.709,0.988
435.739,1.004
435.769,1.018
435.799,1.005
435.829,1.015
435.859,1.012
435.889,0.994
435.919,1.007
435.949,0.999
435.979,1.000
436.009,1.004
436.039,1.014
436.069,1.005
436.099,1.000
436.129,1.015
436.159,1.000
436.189,1.001
436.219,1.009
436.249,1.007
436.279,1.001
436.309,1.008
436.339,0.998
436.369,1.008
436.399,1.011
436.429,1.031
436.459,1.023
436.489,1.006
436.519,1.008
436.549,0.995
436.579,0.994
436.609,0.997
436.639,1.005
436.669,1.012
436.699,1.007
436.729,1.008
436.759,1.007
436.789,1.010
436.819,1.007
436.849,1.000
436.879,0.997
436.909,1.013
436.939,1.004
436.969,1.009
436.999,1.008
437.029,1.002
437.059,1.001
437.089,1.015
437.119,1.012
437.149,1.002
437.179,1.007
437.209,1.016
437.239,1.025
437.269,1.006
437.299,0.999
437.329,1.008
437.359,1.000
437.389,1.013
437.419,1.003
437.449,1.008
437.479,1.013
437.509,1.016
437.539,0.996
437.569,1.010
437.599,1.007
437.629,0.995
437.659,0.969
437.689,1.036
437.719,1.034
437.749,1.011
437.779,1.007
437.809,1.025
437.839,1.009
437.869,1.010
437.899,1.011
437.929,1.009
437.959,0.987
437.989,1.000
438.019,1.025
438.049,0.982
438.079,1.034
438.109,1.026
438.139,1.014
438.169,0.984
438.199,1.021
438.229,1.040
438.259,1.009
438.289,1.004
438.319,1.005
438.349,0.999
438.379,1.015
438.409,1.003
438.439,1.018
438.469,1.010
438.499,0.999
438.529,0.993
438.559,1.011
438.589,1.011
438.619,1.014
438.649,1.000
438.679,1.000
438.709,0.992
438.739,0.979
438.769,0.955
438.799,0.960
438.829,0.999
438.859,1.046
438.889,1.085
438.919,1.040
438.949,1.067
438.979,0.991
439.009,0.973
439.039,0.958
439.069,0.973
439.099,1.036
439.129,1.064
439.159,1.072
439.189,0.991
439.219,1.016
439.249,0.970
439.279,0.984
439.309,0.977
439.339,1.012
439.369,0.999
439.399,0.989
439.429,1.008
439.459,0.962
439.489,0.937
439.519,0.996
439.549,0.989
439.579,0.976
439.609,1.003
439.639,1.006
439.669,1.002
439.699,0.995
439.729,0.947
439.759,0.969
439.789,0.974
439.819,0.951
439.849,0.962
439.879,0.945
439.909,0.952
439.939,0.937
439.969,0.936
439.999,0.958
440.029,1.024
440.059,1.063
440.089,1.054
440.119,0.959
440.149,0.960
440.179,0.979
440.209,1.016
440.239,1.009
440.269,1.061
440.299,1.048
440.329,1.034
440.359,1.029
440.389,1.010
440.419,1.032
440.449,1.013
440.479,1.017
440.509,1.025
440.539,1.008
440.569,1.024
440.599,1.016
440.629,1.011
440.659,1.006
440.689,1.007
440.719,1.009
440.749,1.020
440.779,0.992
440.809,0.994
440.839,1.007
440.869,1.016
440.899,0.999
440.929,1.003
440.959,0.999
440.989,1.015
441.019,1.003
441.049,0.999
441.079,1.008
441.109,1.009
441.139,0.997
441.169,0.998
441.199,1.007
441.229,1.006
441.259,1.009
441.289,1.007
441.319,0.986
441.349,0.998
441.379,1.008
441.409,1.005
441.439,1.008
441.469,1.006
441.499,1.010
441.529,1.000
441.559,1.003
441.589,1.006
441.619,1.015
441.649,1.012
441.679,0.997
441.709,1.005
441.739,0.997
441.769,1.009
441.799,1.030
441.829,1.008
441.859,1.000
441.889,1.001
441.919,1.009
441.949,1.008
441.979,1.009
442.009,1.012
442.039,1.006
442.069,1.011
442.099,1.001
442.129,1.013
442.159,1.011
442.189,1.000
442.219,0.998
442.249,1.014
442.279,1.011
442.309,1.023
442.339,1.010
442.369,0.994
442.399,0.999
442.429,1.000
442.459,1.012
442.489,1.001
442.519,1.007
442.549,1.004
442.579,1.008
442.609,1.003
442.639,1.005
442.669,1.011
442.699,1.018
442.729,1.005
442.759,1.002
442.789,1.015
442.819,0.996
442.849,1.015
442.879,1.015
442.909,1.016
442.939,1.006
442.969,1.006
442.999,1.014
443.029,0.998
443.059,1.008
443.089,1.016
443.119,1.010
443.149,0.994
443.179,1.000
443.209,1.015
443.239,1.007
443.269,1.012
443.299,1.010
443.329,1.012
443.359,1.013
443.389,1.011
443.419,1.017
443.449,1.014
443.479,1.006
443.509,1.005
443.539,1.002
443.569,1.015
443.599,1.013
443.629,1.007
443.659,1.013
443.689,1.018
443.719,1.009
443.749,1.006
443.779,1.007
443.809,1.003
443.839,1.017
443.869,1.004
443.899,1.002
443.929,1.004
443.959,1.013
443.989,1.012
444.019,1.018
444.049,1.018
444.079,0.997
444.109,0.990
444.139,0.998
444.169,1.018
444.199,0.990
444.229,1.012
444.259,1.014
444.289,1.013
444.319,1.008
444.349,1.011
444.379,1.016
444.409,1.007
444.439,1.012
444.469,1.017
444.499,1.009
444.529,1.000
444.559,1.003
444.589,1.007
444.619,1.025
444.649,1.011
444.679,0.998
444.709,1.005
444.739,0.999
444.769,1.015
444.799,1.000
444.829,1.016
444.859,1.005
444.889,1.008
444.919,1.008
444.949,1.000
444.979,1.009
445.009,1.009
445.039,1.008
445.069,1.007
445.099,1.004
445.129,1.013
445.159,1.003
445.189,1.016
445.219,1.018
445.249,1.005
445.279,0.999
445.309,1.006
445.339,1.013
445.369,1.006
445.399,1.012
445.429,1.010
445.459,1.011
445.489,1.004
445.519,1.005
445.549,1.004
445.579,1.012
445.609,1.007
445.639,1.012
445.669,0.999
445.699,1.004
445.729,1.010
445.759,1.009
445.789,1.020
445.819,1.012
445.849,1.004
445.879,1.007
445.909,1.005
445.939,1.014
445.969,1.001
445.999,1.017
446.029,1.007
446.059,1.012
446.089,1.003
446.119,1.002
446.149,1.009
446.179,1.012
446.209,1.009
446.239,1.008
446.269,1.006
446.299,1.003
446.329,1.006
446.359,1.018
446.389,1.017
446.419,1.010
446.449,1.000
446.479,1.001
446.509,1.006
446.539,1.010
446.569,0.999
446.599,1.015
446.629,1.013
446.659,1.004
446.689,1.008
446.719,1.001
446.749,1.010
446.779,1.012
446.809,1.012
446.839,1.003
446.869,1.001
446.899,1.001
446.929,1.010
446.959,1.009
446.989,1.025
447.019,1.017
447.049,1.001
447.079,0.999
447.109,0.997
447.139,1.021
447.169,0.996
447.199,1.022
447.229,1.007
447.259,1.005
447.289,1.009
447.319,1.004
447.349,1.006
447.379,1.002
447.409,1.013
447.439,1.011
447.469,1.000
447.499,1.001
447.529,1.015
447.559,0.997
447.589,1.028
447.619,1.013
447.649,1.004
447.679,0.998
447.709,1.002
447.739,1.010
447.769,1.003
447.799,1.018
447.829,1.008
447.859,1.012
447.889,1.009
447.919,1.002
447.949,1.007
447.979,1.005
448.009,1.011
448.039,1.004
448.069,0.998
448.099,1.018
448.129,0.997
448.159,1.024
448.189,1.021
448.219,1.002
448.249,0.999
448.279,1.006
448.309,1.007
448.339,0.993
448.369,1.018
448.399,1.009
448.429,1.013
448.459,1.001
448.489,1.010
448.519,1.005
448.549,1.012
448.579,1.004
448.609,1.007
448.639,1.001
448.669,1.010
448.699,1.008
448.729,1.022
448.759,1.010
448.789,1.002
448.819,1.002
448.849,1.007
448.879,1.009
448.909,0.999
448.939,1.019
448.969,1.013
448.999,1.013
449.029,1.005
449.059,1.007
449.089,1.006
449.119,1.012
449.149,1.009
449.179,0.999
449.209,1.008
449.239,1.001
449.269,1.030
449.299,1.016
449.329,1.003
449.359,0.996
449.389,1.010
449.419,1.009
449.449,0.997
449.479,1.018
449.509,1.000
449.539,1.020
449.569,1.010
449.599,1.010
449.629,1.001
449.659,1.008
449.689,1.013
449.719,0.997
449.749,1.005
449.779,1.005
449.809,1.012
449.839,1.021
449.869,1.016
449.899,1.002
449.929,1.001
449.959,1.013
449.989,1.012
450.019,0.998
450.049,1.010
450.079,1.017
450.109,1.005
450.139,1.013
450.169,1.006
450.199,1.001
450.229,1.012
450.259,1.013
450.289,1.002
450.319,1.013
450.349,1.007
450.379,1.021
450.409,1.004
450.439,1.012
450.469,1.001
450.499,1.006
450.529,1.007
450.559,1.005
450.589,1.008
450.619,1.015
450.649,1.015
450.679,1.012
450.709,1.005
450.739,1.010
450.769,1.013
450.799,1.011
450.829,1.007
450.859,1.001
450.889,1.014
450.919,1.007
450.949,1.015
450.979,1.009
451.009,1.008
451.039,1.005
451.069,0.998
451.099,1.013
451.129,1.005
451.159,1.015
451.189,1.012
451.219,1.008
451.249,1.007
451.279,1.007
451.309,1.007
451.339,1.013
451.369,1.004
451.399,1.008
451.429,1.008
451.459,1.009
451.489,1.008
451.519,1.012
451.549,1.017
451.579,1.013
451.609,0.999
451.639,1.008
451.669,1.008
451.699,1.008
451.729,1.007
451.759,1.021
451.789,1.020
451.819,1.003
451.849,1.008
451.879,1.008
451.909,1.010
451.939,1.006
451.969,1.010
451.999,1.004
452.029,1.007
452.059,1.012
452.089,0.998
452.119,1.017
452.149,1.021
452.179,1.014
452.209,0.989
452.239,1.004
452.269,1.016
452.299,1.003
452.329,1.017
452.359,1.014
452.389,1.010
452.419,1.001
452.449,1.009
452.479,1.009
452.509,1.006
452.539,1.012
452.569,1.006
452.599,1.002
452.629,1.010
452.659,1.013
452.689,1.002
452.719,1.028
452.749,1.010
452.779,0.997
452.809,1.004
452.839,1.004
452.869,1.011
452.899,1.006
452.929,1.014
452.959,1.011
452.989,1.002
453.019,1.011
453.049,1.012
453.079,1.005
453.109,1.015
453.139,1.006
453.169,1.005
453.199,1.012
453.229,1.007
453.259,1.013
453.289,1.020
453.319,0.997
453.349,0.998
453.379,1.008
453.409,1.014
453.439,1.011
453.469,1.006
453.499,1.011
453.529,1.017
453.559,1.003
453.589,1.012
453.619,1.005
453.649,1.003
453.679,1.008
453.709,1.011
453.739,0.996
453.769,1.014
453.799,1.013
453.829,1.021
453.859,1.018
453.889,1.017
453.919,0.995
453.949,1.003
453.979,1.012
454.009,1.011
454.039,1.006
454.069,1.000
454.099,1.020
454.129,1.005
454.159,1.012
454.189,1.015
454.219,1.012
454.249,1.005
454.279,1.014
454.309,1.004
454.339,1.011
454.369,1.005
454.399,1.021
454.429,1.009
454.459,1.011
454.489,1.006
454.519,1.010
454.549,1.015
454.579,1.012
454.609,1.011
454.639,1.017
454.669,1.011
454.699,1.006
454.729,1.009
454.759,1.010
454.789,1.011
454.819,1.013
454.849,1.008
454.879,1.006
454.909,1.008
454.939,1.010
454.969,1.005
454.999,1.024
455.029,1.009
455.059,0.999
455.089,1.009
455.119,0.995
455.149,1.013
455.179,1.002
455.209,1.019
455.239,1.007
455.269,1.007
455.299,1.012
455.329,1.006
455.359,1.011
455.389,1.014
455.419,1.010
455.449,1.011
455.479,1.011
455.509,1.008
455.539,1.015
455.569,1.002
455.599,1.023
455.629,1.004
455.659,1.001
455.689,1.004
455.719,1.004
455.749,1.015
455.779,0.996
455.809,1.026
455.839,1.015
455.869,1.008
455.899,1.012
455.929,1.003
455.959,1.011
455.989,1.005
456.019,1.007
456.049,1.015
456.079,1.015
456.109,1.005
456.139,1.012
456.169,1.000
456.199,1.034
456.229,1.012
456.259,1.000
456.289,1.009
456.319,1.007
456.349,1.013
456.379,0.995
456.409,1.028
456.439,1.011
456.469,1.008
456.499,1.011
456.529,1.010
456.559,1.009
456.589,1.007
456.619,1.012
456.649,1.016
456.679,1.009
456.709,1.020
456.739,1.003
456.769,1.016
456.799,1.026
456.829,0.999
456.859,1.000
456.889,1.013
456.919,1.009
456.949,1.008
456.979,1.011
457.009,1.012
457.039,1.016
457.069,1.005
457.099,1.008
457.129,1.010
457.159,1.006
457.189,1.009
457.219,1.007
457.249,1.006
457.279,1.015
457.309,1.002
457.339,1.014
457.369,1.033
457.399,1.003
457.429,0.998
457.459,1.014
457.489,1.015
457.519,1.011
457.549,1.001
457.579,1.027
457.609,1.015
457.639,1.003
457.669,1.013
457.699,1.012
457.729,1.012
457.759,1.013
457.789,1.014
457.819,1.006
457.849,1.013
457.879,1.009
457.909,1.012
457.939,1.022
457.969,1.009
457.999,1.004
458.029,1.016
458.059,1.002
458.089,1.014
458.119,1.003
458.149,1.022
458.179,1.014
458.209,1.012
458.239,1.009
458.269,1.008
458.299,1.012
458.329,1.007
458.359,1.008
458.389,1.010
458.419,1.009
458.449,1.015
458.479,1.008
458.509,1.021
458.539,1.009
458.569,1.007
458.599,1.009
458.629,0.998
458.659,1.013
458.689,1.001
458.719,1.021
458.749,1.014
458.779,1.012
458.809,1.005
458.839,1.011
458.869,1.010
458.899,1.011
458.929,1.013
458.959,1.010
458.989,1.009
459.019,1.001
459.049,1.023
459.079,1.008
459.109,1.018
459.139,1.007
459.169,1.007
459.199,1.005
459.229,1.002
459.259,1.015
459.289,1.003
459.319,1.006
459.349,1.022
459.379,1.017
459.409,1.003
459.439,1.006
459.469,1.019
459.499,1.011
459.529,1.008
459.559,1.010
459.589,1.005
459.619,1.009
459.649,1.004
459.679,1.017
459.709,1.005
459.739,1.030
459.769,1.012
459.799,1.004
459.829,1.004
459.859,1.007
459.889,1.018
459.919,0.992
459.949,1.029
459.979,1.007
460.009,1.009
460.039,1.008
460.069,1.013
460.099,1.014
460.129,1.012
460.159,1.005
460.189,1.009
460.219,1.012
460.249,1.006
460.279,1.013
460.309,1.004
460.339,1.027
460.369,1.018
460.399,1.007
460.429,0.995
460.459,1.003
460.489,1.012
460.519,1.004
460.549,1.019
460.579,1.010
460.609,1.024
460.639,1.000
460.669,1.011
460.699,1.010
460.729,1.012
460.759,1.005
460.789,1.013
460.819,1.007
460.849,1.014
460.879,1.006
460.909,1.018
460.939,1.024
460.969,1.001
460.999,1.005
461.029,1.009
461.059,1.011
461.089,0.994
461.119,1.017
461.149,1.021
461.179,1.011
461.209,1.000
461.239,1.014
461.269,1.004
461.299,1.007
461.329,1.017
461.359,1.010
461.389,1.005
461.419,1.011
461.449,1.001
461.479,1.016
461.509,1.022
461.539,0.996
461.569,1.004
461.599,1.009
461.629,1.007
461.659,1.012
461.689,1.011
461.719,1.009
461.749,1.015
461.779,1.010
461.809,1.012
461.839,1.004
461.869,1.012
461.899,1.005
461.929,1.010
461.959,1.009
461.989,1.014
462.019,0.995
462.049,1.033
462.079,1.021
462.109,1.003
462.139,0.993
462.169,1.016
462.199,1.015
462.229,1.003
462.259,1.013
462.289,1.010
462.319,1.019
462.349,1.004
462.379,1.010
462.409,1.012
462.439,1.005
462.469,1.007
462.499,1.010
462.529,1.009
462.559,1.013
462.589,1.009
462.619,1.028
462.649,1.009
462.679,1.010
462.709,1.004
462.739,1.006
462.769,1.016
462.799,1.005
462.829,1.019
462.859,1.007
462.889,1.012
462.919,1.011
462.949,1.018
462.979,1.006
463.009,1.012
463.039,1.011
463.069,1.005
463.099,1.006
463.129,1.016
463.159,1.021
463.189,1.026
463.219,1.013
463.249,1.010
463.279,0.998
463.309,1.000
463.339,1.015
463.369,1.008
463.399,1.013
463.429,1.014
463.459,1.017
463.489,1.009
463.519,1.014
463.549,1.006
463.579,1.009
463.609,1.012
463.639,1.008
463.669,1.012
463.699,1.008
463.729,1.016
463.759,1.009
463.789,1.019
463.819,1.011
463.849,1.005
463.879,1.016
463.909,1.006
463.939,1.009
463.969,1.009
463.999,1.014
464.029,1.011
464.059,1.007
464.089,1.006
464.119,1.011
464.149,1.013
464.179,1.010
464.209,1.010
464.239,1.017
464.269,1.009
464.299,1.000
464.329,1.020
464.359,1.007
464.389,1.021
464.419,1.017
464.449,1.011
464.479,1.000
464.509,1.006
464.539,1.014
464.569,1.008
464.599,1.009
464.629,1.020
464.659,1.013
464.689,1.010
464.719,1.009
464.749,1.010
464.779,1.012
464.809,1.012
464.839,1.011
464.869,1.011
464.899,1.004
464.929,1.016
464.959,1.008
464.989,1.009
465.019,1.029
465.049,1.006
465.079,1.002
465.109,1.009
465.139,1.007
465.169,1.012
465.199,1.005
465.229,1.026
465.259,1.009
465.289,1.006
465.319,1.014
465.349,1.011
465.379,1.011
465.409,1.015
465.439,1.007
465.469,1.013
465.499,1.006
465.529,1.020
465.559,1.005
465.589,1.014
465.619,1.025
465.649,1.002
465.679,1.003
465.709,1.012
465.739,1.010
465.769,1.008
465.799,1.014
465.829,1.021
465.859,1.011
465.889,1.005
465.919,1.014
465.949,1.008
465.979,1.011
466.009,1.011
466.039,1.010
466.069,1.002
466.099,1.016
466.129,1.022
466.159,1.007
466.189,1.017
466.219,1.013
466.249,1.018
466.279,1.006
466.309,1.007
466.339,1.015
466.369,1.005
466.399,1.020
466.429,1.007
466.459,1.015
466.489,1.014
466.519,1.011
466.549,1.016
466.579,1.005
466.609,1.011
466.639,1.012
466.669,1.004
466.699,1.011
466.729,1.017
466.759,1.010
466.789,1.020
466.819,1.016
466.849,1.010
466.879,1.007
466.909,1.004
466.939,1.017
466.969,1.006
466.999,1.017
467.029,1.014
467.059,1.012
467.089,1.007
467.119,1.006
467.149,1.014
467.179,1.011
467.209,1.016
467.239,1.009
467.269,1.012
467.299,1.009
467.329,1.013
467.359,1.006
467.389,1.022
467.419,1.013
467.449,1.000
467.479,1.015
467.509,1.003
467.539,1.011
467.569,1.004
467.599,1.022
467.629,1.010
467.659,1.013
467.689,1.010
467.719,1.012
467.749,1.007
467.779,1.014
467.809,1.014
467.839,1.008
467.869,1.013
467.899,1.015
467.929,1.016
467.959,1.002
467.989,1.018
