df_hash,22ZHK4.UV7K0H
232.639,1.016
232.669,1.011
232.699,1.001
232.729,0.975
232.759,0.990
232.789,1.008
232.819,1.022
232.849,1.031
232.879,0.982
232.909,0.960
232.939,1.002
232.969,1.005
232.999,0.991
233.029,0.996
233.059,0.993
233.089,1.000
233.119,0.991
233.149,1.001
233.179,1.003
233.209,0.999
233.239,0.988
233.269,0.982
233.299,0.993
233.329,1.011
233.359,1.027
233.389,1.008
233.419,0.982
233.449,0.985
233.479,0.994
233.509,1.004
233.539,1.000
233.569,0.993
233.599,0.996
233.629,1.002
233.659,0.995
233.689,0.997
233.719,1.000
233.749,0.999
233.779,1.006
233.809,0.994
233.839,0.993
233.869,0.996
233.899,0.998
233.929,0.992
233.959,1.000
233.989,0.999
234.019,0.989
234.049,0.988
234.079,1.006
234.109,1.012
234.139,1.001
234.169,0.991
234.199,0.994
234.229,0.993
234.259,0.996
234.289,0.982
234.319,1.001
234.349,0.996
234.379,1.004
234.409,1.003
234.439,0.986
234.469,0.985
234.499,0.999
234.529,0.997
234.559,0.996
234.589,0.995
234.619,0.996
234.649,0.995
234.679,0.990
234.709,0.986
234.739,0.988
234.769,0.998
234.799,1.004
234.829,0.994
234.859,0.989
234.889,0.990
234.919,0.986
234.949,0.994
234.979,0.999
235.009,0.989
235.039,0.991
235.069,0.994
235.099,0.999
235.129,1.007
235.159,0.994
235.189,0.984
235.219,0.988
235.249,0.997
235.279,0.970
235.309,0.989
235.339,0.987
235.369,0.987
235.399,0.997
235.429,1.005
235.459,1.013
235.489,0.983
235.519,0.985
235.549,0.984
235.579,0.981
235.609,1.006
235.639,0.994
235.669,0.994
235.699,0.990
235.729,0.994
235.759,0.988
235.789,0.978
235.819,0.985
235.849,0.998
235.879,1.006
235.909,1.010
235.939,1.019
235.969,1.021
235.999,0.990
236.029,1.003
236.059,1.002
236.089,0.997
236.119,0.956
236.149,0.974
236.179,0.982
236.209,0.998
236.239,1.019
236.269,1.016
236.299,0.998
236.329,0.982
236.359,0.966
236.389,0.958
236.419,0.953
236.449,1.035
236.479,1.104
236.509,1.097
236.539,0.991
236.569,0.935
236.599,0.933
236.629,0.966
236.659,0.967
236.689,0.983
236.719,1.020
236.749,1.034
236.779,1.001
236.809,0.981
236.839,0.982
236.869,0.989
236.899,0.988
236.929,1.000
236.959,1.000
236.989,0.985
237.019,0.997
237.049,0.979
237.079,1.003
237.109,1.006
237.139,0.998
237.169,0.984
237.199,0.968
237.229,0.956
237.259,0.978
237.289,1.002
237.319,1.008
237.349,1.005
237.379,1.004
237.409,0.983
237.439,0.976
237.469,0.978
237.499,0.985
237.529,0.996
237.559,1.011
237.589,0.993
237.619,0.989
237.649,0.988
237.679,0.983
237.709,0.998
237.739,0.989
237.769,0.992
237.799,0.989
237.829,0.982
237.859,0.980
237.889,0.989
237.919,0.986
237.949,0.989
237.979,0.990
238.009,1.003
238.039,0.995
238.069,0.985
238.099,0.986
238.129,0.992
238.159,1.000
238.189,0.993
238.219,0.983
238.249,0.989
238.279,0.993
238.309,0.991
238.339,0.988
238.369,0.985
238.399,0.983
238.429,1.000
238.459,0.999
238.489,0.994
238.519,0.993
238.549,0.990
238.579,0.991
238.609,0.988
238.639,1.000
238.669,0.994
238.699,0.992
238.729,0.988
238.759,0.990
238.789,0.991
238.819,0.995
238.849,0.986
238.879,0.991
238.909,0.994
238.939,0.988
238.969,0.991
238.999,0.992
239.029,0.992
239.059,0.992
239.089,0.992
239.119,0.990
239.149,0.992
239.179,0.993
239.209,0.996
239.239,1.004
239.269,0.993
239.299,0.979
239.329,0.982
239.359,0.999
239.389,0.995
239.419,0.993
239.449,0.988
239.479,0.994
239.509,0.992
239.539,0.987
239.569,0.988
239.599,0.990
239.629,0.995
239.659,0.996
239.689,0.988
239.719,0.991
239.749,0.985
239.779,0.991
239.809,0.996
239.839,1.007
239.869,0.991
239.899,0.988
239.929,0.984
239.959,0.986
239.989,0.991
240.019,0.996
240.049,0.989
240.079,0.998
240.109,0.999
240.139,0.991
240.169,0.991
240.199,0.996
240.229,0.988
240.259,0.987
240.289,1.001
240.319,0.992
240.349,0.988
240.379,0.987
240.409,0.993
240.439,1.004
240.469,0.987
240.499,0.986
240.529,0.986
240.559,0.992
240.589,0.992
240.619,0.991
240.649,0.991
240.679,0.996
240.709,0.996
240.739,0.993
240.769,0.986
240.799,0.995
240.829,0.992
240.859,0.994
240.889,0.993
240.919,0.992
240.949,0.986
240.979,0.993
241.009,1.001
241.039,0.998
241.069,0.990
241.099,0.989
241.129,0.990
241.159,0.997
241.189,1.003
241.219,0.988
241.249,0.997
241.279,0.999
241.309,0.995
241.339,0.992
241.369,0.994
241.399,0.994
241.429,0.996
241.459,0.998
241.489,0.994
241.519,0.988
241.549,0.992
241.579,0.997
241.609,1.002
241.639,0.991
241.669,0.992
241.699,0.990
241.729,0.992
241.759,0.998
241.789,0.996
241.819,0.995
241.849,0.995
241.879,0.987
241.909,0.974
241.939,0.974
241.969,0.996
241.999,1.011
242.029,1.039
242.059,1.042
242.089,0.983
242.119,0.960
242.149,0.996
242.179,1.021
242.209,0.996
242.239,0.984
242.269,0.994
242.299,1.021
242.329,1.021
242.359,1.004
242.389,0.960
242.419,0.976
242.449,0.983
242.479,0.973
242.509,0.993
242.539,1.010
242.569,1.020
242.599,1.019
242.629,1.003
242.659,0.970
242.689,0.954
242.719,0.976
242.749,1.004
242.779,1.022
242.809,1.010
242.839,0.989
242.869,0.969
242.899,0.962
242.929,0.979
242.959,1.003
242.989,1.006
243.019,1.000
243.049,0.992
243.079,0.988
243.109,0.991
243.139,0.992
243.169,0.991
243.199,0.982
243.229,0.993
243.259,0.999
243.289,0.988
243.319,0.991
243.349,0.991
243.379,0.994
243.409,0.992
243.439,0.996
243.469,0.991
243.499,0.995
243.529,0.995
243.559,0.989
243.589,0.989
243.619,0.993
243.649,1.005
243.679,1.003
243.709,0.991
243.739,0.981
243.769,0.987
243.799,0.992
243.829,0.998
243.859,0.991
243.889,0.991
243.919,0.997
243.949,0.992
243.979,0.990
244.009,0.991
244.039,0.992
244.069,0.991
244.099,0.996
244.129,0.995
244.159,0.991
244.189,0.989
244.219,0.991
244.249,0.991
244.279,0.997
244.309,0.995
244.339,0.989
244.369,0.986
244.399,0.990
244.429,0.994
244.459,1.002
244.489,0.990
244.519,0.985
244.549,0.986
244.579,0.992
244.609,0.995
244.639,0.999
244.669,0.984
244.699,0.991
244.729,0.993
244.759,0.993
244.789,0.989
244.819,0.989
244.849,0.997
244.879,0.997
244.909,0.993
244.939,0.991
244.969,0.992
244.999,0.992
245.029,0.992
245.059,0.993
245.089,0.994
245.119,0.993
245.149,0.990
245.179,0.992
245.209,0.987
245.239,0.991
245.269,0.991
245.299,1.006
245.329,0.997
245.359,0.981
245.389,0.983
245.419,0.992
245.449,0.998
245.479,0.996
245.509,0.993
245.539,0.982
245.569,0.994
245.599,0.998
245.629,0.992
245.659,0.990
245.689,0.991
245.719,0.997
245.749,0.995
245.779,0.994
245.809,0.991
245.839,0.987
245.869,0.992
245.899,0.991
245.929,0.994
245.959,0.988
245.989,0.994
246.019,0.993
246.049,0.996
246.079,0.986
246.109,0.989
246.139,0.993
246.169,1.004
246.199,0.996
246.229,0.981
246.259,0.986
246.289,0.996
246.319,0.996
246.349,0.993
246.379,0.991
246.409,0.982
246.439,0.993
246.469,0.998
246.499,0.992
246.529,0.991
246.559,0.991
246.589,0.991
246.619,0.995
246.649,0.996
246.679,0.991
246.709,0.993
246.739,0.996
246.769,0.990
246.799,0.992
246.829,0.991
246.859,0.990
246.889,0.997
246.919,0.989
246.949,0.986
246.979,0.993
247.009,1.003
247.039,1.000
247.069,0.985
247.099,0.983
247.129,0.988
247.159,0.998
247.189,1.001
247.219,0.998
247.249,0.988
247.279,0.994
247.309,0.996
247.339,0.992
247.369,0.995
247.399,0.993
247.429,0.989
247.459,0.990
247.489,0.995
247.519,0.994
247.549,0.991
247.579,0.990
247.609,0.991
247.639,0.993
247.669,0.993
247.699,0.989
247.729,0.990
247.759,0.991
247.789,1.005
247.819,0.997
247.849,0.985
247.879,0.986
247.909,0.995
247.939,1.000
247.969,0.994
247.999,0.993
248.029,0.990
248.059,1.000
248.089,0.998
248.119,0.993
248.149,0.993
248.179,0.991
248.209,0.991
248.239,0.993
248.269,0.995
248.299,1.003
248.329,1.000
248.359,0.988
248.389,0.985
248.419,0.998
248.449,1.003
248.479,1.002
248.509,0.994
248.539,0.994
248.569,0.988
248.599,0.995
248.629,0.988
248.659,0.987
248.689,0.990
248.719,0.999
248.749,0.992
248.779,0.989
248.809,0.994
248.839,1.000
248.869,0.994
248.899,0.986
248.929,1.004
248.959,0.990
248.989,0.991
249.019,1.001
249.049,1.003
249.079,0.999
249.109,0.992
249.139,0.982
249.169,0.995
249.199,1.001
249.229,1.001
249.259,0.989
249.289,0.994
249.319,1.000
249.349,0.996
249.379,0.995
249.409,0.998
249.439,0.998
249.469,0.989
249.499,0.988
249.529,0.988
249.559,0.995
249.589,0.989
249.619,0.989
249.649,0.992
249.679,1.003
249.709,0.995
249.739,0.987
249.769,0.989
249.799,0.992
249.829,0.995
249.859,0.996
249.889,1.002
249.919,0.992
249.949,0.993
249.979,0.992
250.009,0.996
250.039,0.995
250.069,0.993
250.099,0.989
250.129,0.993
250.159,0.992
250.189,0.994
250.219,0.998
250.249,0.985
250.279,0.996
250.309,0.998
250.339,1.003
250.369,0.993
250.399,0.986
250.429,0.988
250.459,0.996
250.489,0.999
250.519,0.995
250.549,0.985
250.579,0.991
250.609,0.999
250.639,0.999
250.669,0.993
250.699,0.991
250.729,0.992
250.759,0.992
250.789,0.994
250.819,0.999
250.849,0.992
250.879,0.992
250.909,0.993
250.939,0.999
250.969,0.995
250.999,0.991
251.029,0.986
251.059,0.991
251.089,1.000
251.119,1.006
251.149,0.989
251.179,0.985
251.209,0.989
251.239,0.995
251.269,1.000
251.299,0.996
251.329,0.992
251.359,0.992
251.389,0.995
251.419,0.999
251.449,0.991
251.479,0.988
251.509,0.994
251.539,0.998
251.569,1.000
251.599,0.992
251.629,0.992
251.659,0.992
251.689,0.992
251.719,0.995
251.749,0.994
251.779,0.992
251.809,0.993
251.839,0.992
251.869,0.987
251.899,0.995
251.929,0.996
251.959,1.007
251.989,0.989
252.019,0.984
252.049,0.988
252.079,0.993
252.109,0.998
252.139,0.994
252.169,0.994
252.199,0.982
252.229,0.999
252.259,0.997
252.289,0.992
252.319,0.988
252.349,0.989
252.379,0.995
252.409,0.993
252.439,0.993
252.469,0.994
252.499,0.992
252.529,0.992
252.559,0.992
252.589,0.996
252.619,0.992
252.649,0.994
252.679,0.994
252.709,0.991
252.739,0.989
252.769,0.994
252.799,0.998
252.829,1.004
252.859,0.989
252.889,0.981
252.919,0.987
252.949,0.997
252.979,0.999
253.009,0.995
253.039,0.990
253.069,0.986
253.099,0.996
253.129,0.995
253.159,0.992
253.189,0.992
253.219,0.994
253.249,0.997
253.279,0.993
253.309,0.996
253.339,0.990
253.369,0.992
253.399,0.996
253.429,0.991
253.459,0.995
253.489,0.993
253.519,0.994
253.549,0.992
253.579,0.988
253.609,0.996
253.639,0.999
253.669,1.005
253.699,0.991
253.729,0.986
253.759,0.991
253.789,0.994
253.819,1.000
253.849,0.997
253.879,0.987
253.909,0.989
253.939,1.001
253.969,0.996
253.999,0.992
254.029,0.988
254.059,0.992
254.089,0.993
254.119,0.994
254.149,0.996
254.179,0.993
254.209,0.994
254.239,0.994
254.269,0.993
254.299,0.996
254.329,0.993
254.359,0.993
254.389,0.985
254.419,0.989
254.449,0.990
254.479,1.008
254.509,0.995
254.539,0.985
254.569,0.988
254.599,0.993
254.629,0.998
254.659,0.996
254.689,0.997
254.719,0.982
254.749,0.996
254.779,0.996
254.809,0.992
254.839,0.989
254.869,0.993
254.899,0.995
254.929,0.993
254.959,0.995
254.989,0.999
255.019,1.000
255.049,1.003
255.079,0.998
255.109,0.991
255.139,0.997
255.169,0.989
255.199,0.971
255.229,1.013
255.259,0.991
255.289,1.006
255.319,0.991
255.349,0.982
255.379,0.983
255.409,0.999
255.439,1.002
255.469,1.013
255.499,0.998
255.529,0.981
255.559,0.990
255.589,0.993
255.619,0.993
255.649,1.003
255.679,1.003
255.709,1.000
255.739,0.993
255.769,0.993
255.799,0.993
255.829,1.001
255.859,1.005
255.889,0.996
255.919,0.993
255.949,0.996
255.979,1.000
256.009,1.003
256.039,0.997
256.069,0.996
256.099,0.997
256.129,0.997
256.159,0.995
256.189,0.999
256.219,0.984
256.249,1.004
256.279,1.002
256.309,0.997
256.339,0.994
256.369,0.999
256.399,0.997
256.429,0.999
256.459,0.994
256.489,1.000
256.519,0.998
256.549,0.991
256.579,0.993
256.609,0.998
256.639,1.006
256.669,0.998
256.699,0.989
256.729,0.998
256.759,0.995
256.789,0.995
256.819,0.994
256.849,1.001
256.879,0.996
256.909,1.004
256.939,0.997
256.969,0.989
256.999,0.991
257.029,0.999
257.059,1.005
257.089,0.998
257.119,0.998
257.149,0.987
257.179,0.983
257.209,0.999
257.239,1.005
257.269,0.994
257.299,0.988
257.329,0.990
257.359,0.997
257.389,1.003
257.419,0.995
257.449,0.998
257.479,0.991
257.509,0.997
257.539,0.997
257.569,0.994
257.599,0.998
257.629,0.995
257.659,0.998
257.689,1.001
257.719,1.000
257.749,0.992
257.779,0.990
257.809,0.994
257.839,1.008
257.869,1.000
257.899,0.991
257.929,0.993
257.959,0.998
257.989,0.999
258.019,1.000
258.049,0.994
258.079,0.990
258.109,1.002
258.139,1.006
258.169,0.993
258.199,0.990
258.229,0.990
258.259,0.994
258.289,0.997
258.319,0.999
258.349,0.987
258.379,0.995
258.409,0.994
258.439,1.015
258.469,1.005
258.499,0.989
258.529,0.991
258.559,1.003
258.589,1.001
258.619,0.997
258.649,0.992
258.679,1.004
258.709,1.008
258.739,0.997
258.769,0.995
258.799,0.996
258.829,0.999
258.859,0.998
258.889,1.005
258.919,0.996
258.949,0.988
258.979,0.996
259.009,1.002
259.039,1.007
259.069,0.993
259.099,0.987
259.129,0.994
259.159,0.995
259.189,1.002
259.219,1.000
259.249,0.983
259.279,0.997
259.309,1.003
259.339,0.999
259.369,1.000
259.399,0.995
259.429,0.996
259.459,0.997
259.489,0.994
259.519,0.994
259.549,0.996
259.579,1.000
259.609,1.003
259.639,1.001
259.669,0.996
259.699,0.995
259.729,1.001
259.759,0.991
259.789,0.998
259.819,1.001
259.849,1.003
259.879,0.991
259.909,1.000
259.939,1.000
259.969,0.999
259.999,0.997
260.029,1.002
260.059,1.001
260.089,0.999
260.119,1.000
260.149,0.995
260.179,0.993
260.209,1.000
260.239,1.005
260.269,1.006
260.299,0.995
260.329,1.000
260.359,0.995
260.389,1.016
260.419,1.008
260.449,0.995
260.479,0.995
260.509,1.002
260.539,1.004
260.569,1.005
260.599,0.999
260.629,0.990
260.659,1.004
260.689,1.009
260.719,0.994
260.749,0.998
260.779,1.002
260.809,1.000
260.839,0.999
260.869,1.003
260.899,1.000
260.929,0.995
260.959,1.000
260.989,1.001
261.019,0.999
261.049,1.001
261.079,0.997
261.109,0.998
261.139,1.005
261.169,1.016
261.199,0.996
261.229,0.994
261.259,0.999
261.289,0.998
261.319,0.999
261.349,1.000
261.379,1.003
261.409,0.994
261.439,0.999
261.469,0.997
261.499,0.990
261.529,1.000
261.559,0.999
261.589,1.003
261.619,1.003
261.649,0.999
261.679,1.003
261.709,1.002
261.739,0.997
261.769,0.999
261.799,0.998
261.829,1.004
261.859,1.015
261.889,1.001
261.919,1.003
261.949,1.006
261.979,1.002
262.009,1.011
262.039,1.008
262.069,0.999
262.099,0.994
262.129,1.004
262.159,1.006
262.189,0.998
262.219,1.006
262.249,1.000
262.279,1.005
262.309,1.006
262.339,1.000
262.369,0.999
262.399,1.003
262.429,1.008
262.459,1.010
262.489,1.002
262.519,1.003
262.549,1.000
262.579,1.013
262.609,1.006
262.639,1.003
262.669,0.996
262.699,1.004
262.729,1.002
262.759,1.001
262.789,1.005
262.819,1.001
262.849,1.005
262.879,1.002
262.909,1.000
262.939,1.002
262.969,1.007
262.999,1.000
263.029,0.997
263.059,1.005
263.089,1.005
263.119,1.002
263.149,1.002
263.179,0.998
263.209,0.995
263.239,1.003
263.269,1.007
263.299,1.007
263.329,0.994
263.359,0.996
263.389,1.003
263.419,1.001
263.449,1.002
263.479,1.008
263.509,0.989
263.539,1.004
263.569,1.007
263.599,1.000
263.629,1.000
263.659,1.004
263.689,1.000
263.719,1.003
263.749,0.998
263.779,1.001
263.809,1.004
263.839,1.003
263.869,1.001
263.899,0.996
263.929,1.002
263.959,0.998
263.989,1.012
264.019,1.000
264.049,1.001
264.079,1.001
264.109,0.999
264.139,1.007
264.169,1.006
264.199,0.996
264.229,0.997
264.259,1.006
264.289,1.002
264.319,1.001
264.349,0.995
264.379,0.999
264.409,1.001
264.439,1.000
264.469,1.000
264.499,1.002
264.529,1.001
264.559,0.996
264.589,0.992
264.619,0.997
264.649,1.009
264.679,1.001
264.709,0.996
264.739,0.996
264.769,1.000
264.799,1.002
264.829,1.004
264.859,1.008
264.889,0.993
264.919,0.998
264.949,1.000
264.979,0.998
265.009,1.001
265.039,0.996
265.069,1.004
265.099,1.002
265.129,1.005
265.159,0.998
265.189,0.998
265.219,0.993
265.249,1.000
265.279,1.006
265.309,1.008
265.339,0.999
265.369,0.997
265.399,1.000
265.429,1.004
265.459,1.005
265.489,1.005
265.519,0.995
265.549,1.001
265.579,1.006
265.609,0.999
265.639,0.998
265.669,0.998
265.699,1.003
265.729,1.001
265.759,0.999
265.789,1.002
265.819,1.004
265.849,1.002
265.879,0.998
265.909,0.999
265.939,0.999
265.969,1.010
265.999,1.000
266.029,0.992
266.059,0.998
266.089,1.004
266.119,1.004
266.149,1.005
266.179,0.996
266.209,0.997
266.239,1.006
266.269,1.000
266.299,0.999
266.329,0.994
266.359,0.998
266.389,1.000
266.419,1.004
266.449,0.996
266.479,1.002
266.509,1.002
266.539,1.000
266.569,1.001
266.599,0.997
266.629,1.013
266.659,1.002
266.689,0.991
266.719,0.997
266.749,0.995
266.779,1.006
266.809,1.004
266.839,0.999
266.869,1.000
266.899,0.999
266.929,0.999
266.959,0.999
266.989,1.002
267.019,0.999
267.049,1.002
267.079,0.997
267.109,1.002
267.139,1.005
267.169,0.999
267.199,0.993
267.229,1.003
267.259,1.003
267.289,1.005
267.319,0.995
267.349,0.991
267.379,1.000
267.409,1.004
267.439,1.002
267.469,1.004
267.499,0.998
267.529,1.003
267.559,0.999
267.589,1.000
267.619,0.998
267.649,1.000
267.679,1.001
267.709,1.007
267.739,0.999
267.769,0.997
267.799,0.989
267.829,1.002
267.859,1.006
267.889,1.004
267.919,0.995
267.949,0.995
267.979,0.996
268.009,1.000
268.039,1.003
268.069,1.006
268.099,0.990
268.129,0.997
268.159,1.000
268.189,0.996
268.219,1.004
268.249,1.003
268.279,1.002
268.309,0.999
268.339,0.996
268.369,1.003
268.399,1.004
268.429,1.004
268.459,0.995
268.489,1.016
268.519,1.002
268.549,0.994
268.579,0.998
268.609,1.001
268.639,1.005
268.669,1.006
268.699,0.992
268.729,1.006
268.759,1.003
268.789,0.997
268.819,1.006
268.849,1.000
268.879,1.006
268.909,1.005
268.939,1.005
268.969,0.999
268.999,0.992
269.029,0.997
269.059,1.011
269.089,1.007
269.119,0.991
269.149,0.995
269.179,1.002
269.209,1.006
269.239,1.004
269.269,1.000
269.299,0.997
269.329,1.005
269.359,1.001
269.389,0.997
269.419,1.000
269.449,1.001
269.479,1.002
269.509,1.004
269.539,1.001
269.569,0.995
269.599,0.997
269.629,1.014
269.659,1.005
269.689,0.991
269.719,0.994
269.749,0.999
269.779,1.000
269.809,1.007
269.839,0.989
269.869,1.003
269.899,1.003
269.929,0.995
269.959,1.003
269.989,1.006
270.019,1.004
270.049,1.000
270.079,0.996
270.109,0.999
270.139,1.001
270.169,1.015
270.199,1.004
270.229,0.989
270.259,0.994
270.289,1.006
270.319,1.002
270.349,1.004
270.379,0.997
270.409,1.003
270.439,1.003
270.469,1.000
270.499,0.997
270.529,0.998
270.559,1.001
270.589,1.000
270.619,0.992
270.649,0.996
270.679,1.010
270.709,1.013
270.739,1.000
270.769,0.996
270.799,0.996
270.829,1.003
270.859,1.003
270.889,0.997
270.919,0.998
270.949,1.000
270.979,0.994
271.009,0.997
271.039,1.003
271.069,1.005
271.099,1.003
271.129,1.005
271.159,0.994
271.189,0.997
271.219,1.001
271.249,1.008
271.279,0.998
271.309,0.999
271.339,1.000
271.369,1.004
271.399,1.005
271.429,1.002
271.459,1.002
271.489,1.005
271.519,0.996
271.549,0.999
271.579,1.002
271.609,1.003
271.639,1.004
271.669,1.001
271.699,0.995
271.729,0.996
271.759,1.013
271.789,1.005
271.819,0.995
271.849,0.995
271.879,0.997
271.909,1.001
271.939,1.006
271.969,0.994
271.999,1.002
272.029,0.995
272.059,0.999
272.089,1.000
272.119,0.999
272.149,1.002
272.179,1.007
272.209,0.999
272.239,0.998
272.269,0.997
272.299,1.010
272.329,0.999
272.359,0.994
272.389,0.995
272.419,1.001
272.449,1.006
272.479,1.001
272.509,0.997
272.539,1.005
272.569,0.998
272.599,0.999
272.629,1.000
272.659,1.001
272.689,1.000
272.719,1.002
272.749,0.994
272.779,0.994
272.809,1.005
272.839,1.013
272.869,0.997
272.899,0.991
272.929,0.996
272.959,1.005
272.989,1.012
273.019,0.996
273.049,0.998
273.079,1.000
273.109,0.999
273.139,1.001
273.169,1.003
273.199,0.998
273.229,0.998
273.259,1.002
273.289,0.992
273.319,0.995
273.349,1.013
273.379,1.004
273.409,0.993
273.439,0.989
273.469,0.999
273.499,1.002
273.529,1.010
273.559,0.994
273.589,0.996
273.619,0.998
273.649,0.998
273.679,0.999
273.709,0.999
273.739,1.001
273.769,1.001
273.799,0.999
273.829,0.998
273.859,0.996
273.889,1.011
273.919,1.003
273.949,0.990
273.979,0.997
274.009,1.000
274.039,1.000
274.069,1.008
274.099,0.995
274.129,1.002
274.159,1.001
274.189,0.999
274.219,1.000
274.249,1.000
274.279,1.001
274.309,1.002
274.339,1.004
274.369,0.995
274.399,0.996
274.429,1.016
274.459,1.003
274.489,0.990
274.519,0.993
274.549,0.998
274.579,1.008
274.609,1.011
274.639,0.996
274.669,1.001
274.699,1.000
274.729,0.998
274.759,1.005
274.789,1.004
274.819,0.999
274.849,1.004
274.879,1.002
274.909,0.996
274.939,0.996
274.969,1.013
274.999,1.003
275.029,0.995
275.059,0.992
275.089,1.001
275.119,1.005
275.149,1.008
275.179,0.993
275.209,1.005
275.239,1.001
275.269,0.998
275.299,0.997
275.329,1.003
275.359,1.003
275.389,1.001
275.419,0.997
275.449,1.000
275.479,1.001
275.509,1.011
275.539,0.992
275.569,0.993
275.599,0.997
275.629,1.006
275.659,1.005
275.689,1.000
275.719,1.001
275.749,1.007
275.779,0.999
275.809,0.998
275.839,0.999
275.869,1.002
275.899,1.001
275.929,0.999
275.959,0.989
275.989,0.999
276.019,1.015
276.049,1.006
276.079,0.999
276.109,0.999
276.139,0.999
276.169,1.001
276.199,1.007
276.229,0.997
276.259,1.003
276.289,1.004
276.319,0.998
276.349,0.997
276.379,1.005
276.409,1.003
276.439,1.000
276.469,1.003
276.499,0.996
276.529,0.998
276.559,1.013
276.589,1.007
276.619,0.998
276.649,0.997
276.679,1.001
276.709,1.003
276.739,1.007
276.769,0.994
276.799,1.004
276.829,1.003
276.859,0.999
276.889,1.000
276.919,1.003
276.949,1.002
276.979,1.002
277.009,1.002
277.039,0.996
277.069,0.996
277.099,1.014
277.129,1.004
277.159,0.997
277.189,0.990
277.219,1.000
277.249,1.006
277.279,1.007
277.309,0.992
277.339,1.002
277.369,1.000
277.399,1.000
277.429,1.001
277.459,1.000
277.489,0.998
277.519,1.002
277.549,0.999
277.579,0.999
277.609,1.001
277.639,1.016
277.669,0.996
277.699,0.993
277.729,0.993
277.759,0.999
277.789,1.003
277.819,1.000
277.849,1.002
277.879,1.007
277.909,1.001
277.939,0.999
277.969,1.002
277.999,1.001
278.029,1.002
278.059,1.003
278.089,0.991
278.119,1.000
278.149,1.009
278.179,1.008
278.209,0.995
278.239,0.994
278.269,0.995
278.299,1.006
278.329,1.013
278.359,0.999
278.389,0.999
278.419,1.018
278.449,1.006
278.479,1.000
278.509,0.997
278.539,0.993
278.569,0.999
278.599,0.994
278.629,1.000
278.659,1.002
278.689,1.015
278.719,0.999
278.749,0.991
278.779,0.995
278.809,1.002
278.839,1.003
278.869,1.003
278.899,0.993
278.929,1.003
278.959,1.003
278.989,0.997
279.019,0.999
279.049,0.999
279.079,1.004
279.109,1.005
279.139,0.995
279.169,0.998
279.199,1.002
279.229,1.014
279.259,1.002
279.289,0.997
279.319,0.996
279.349,0.999
279.379,1.005
279.409,1.000
279.439,1.001
279.469,1.002
279.499,0.996
279.529,0.997
279.559,1.005
279.589,1.002
279.619,1.004
279.649,1.002
279.679,0.994
279.709,0.994
279.739,1.013
279.769,1.008
279.799,0.996
279.829,0.997
279.859,0.996
279.889,1.003
279.919,1.009
279.949,0.992
279.979,1.002
280.009,1.004
280.039,0.996
280.069,1.001
280.099,1.001
280.129,1.000
280.159,1.001
280.189,1.000
280.219,0.996
280.249,0.997
280.279,1.016
280.309,1.000
280.339,0.994
280.369,0.994
280.399,1.000
280.429,1.004
280.459,1.005
280.489,0.997
280.519,1.005
280.549,1.000
280.579,0.996
280.609,1.002
280.639,1.005
280.669,1.003
280.699,0.998
280.729,0.989
280.759,0.997
280.789,1.010
280.819,1.009
280.849,0.991
280.879,0.995
280.909,1.000
280.939,0.999
280.969,1.004
280.999,0.998
281.029,1.000
281.059,1.005
281.089,0.995
281.119,0.997
281.149,0.998
281.179,1.007
281.209,1.003
281.239,0.997
281.269,1.000
281.299,1.004
281.329,1.013
281.359,1.000
281.389,0.988
281.419,0.992
281.449,1.005
281.479,1.003
281.509,1.004
281.539,0.997
281.569,1.004
281.599,0.999
281.629,1.000
281.659,1.000
281.689,0.999
281.719,1.002
281.749,0.998
281.779,0.990
281.809,0.999
281.839,1.009
281.869,1.005
281.899,0.996
281.929,0.993
281.959,0.997
281.989,1.000
282.019,1.013
282.049,0.991
282.079,1.000
282.109,1.004
282.139,0.998
282.169,0.999
282.199,0.998
282.229,1.001
282.259,1.002
282.289,1.003
282.319,0.998
282.349,0.997
282.379,1.016
282.409,1.003
282.439,0.998
282.469,0.994
282.499,0.998
282.529,0.999
282.559,1.005
282.589,0.998
282.619,1.006
282.649,0.999
282.679,0.997
282.709,1.001
282.739,1.001
282.769,0.999
282.799,1.002
282.829,0.991
282.859,1.000
282.889,1.007
282.919,1.008
282.949,0.999
282.979,0.992
283.009,0.993
283.039,1.003
283.069,1.010
283.099,0.993
283.129,1.001
283.159,0.999
283.189,1.000
283.219,0.999
283.249,1.002
283.279,1.004
283.309,1.004
283.339,0.998
283.369,0.993
283.399,0.995
283.429,1.016
283.459,1.009
283.489,0.994
283.519,0.990
283.549,1.001
283.579,1.005
283.609,0.999
283.639,0.998
283.669,1.003
283.699,1.000
283.729,0.997
283.759,1.005
283.789,0.999
283.819,0.999
283.849,0.998
283.879,0.992
283.909,0.998
283.939,1.018
283.969,1.005
283.999,0.993
284.029,0.991
284.059,1.003
284.089,1.003
284.119,1.004
284.149,1.001
284.179,1.005
284.209,0.997
284.239,0.995
284.269,1.003
284.299,1.006
284.329,1.003
284.359,0.995
284.389,0.994
284.419,1.004
284.449,1.017
284.479,1.008
284.509,0.986
284.539,0.986
284.569,1.005
284.599,1.003
284.629,1.005
284.659,0.996
284.689,1.000
284.719,0.995
284.749,0.997
284.779,1.003
284.809,1.002
284.839,1.000
284.869,1.002
284.899,0.993
284.929,0.995
284.959,1.011
284.989,1.004
285.019,0.997
