df_hash,22ZHK4.Z1ZPL9
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.UH07
person_label,V67
date_time_start,2025-10-31_17-31-54.657000_+03
date_time_start_unix,1761917514.657
date_time_end,2025-10-31_17-40-10.548000_+03
length_difference_noticed,no

time,acc_mag
385.851,1.044
385.881,1.062
385.911,1.043
385.941,1.051
385.971,1.057
386.001,1.055
386.031,1.045
386.061,1.042
386.091,1.058
386.121,1.052
386.151,1.049
386.181,1.062
386.211,1.048
386.241,1.049
386.271,1.047
386.301,1.055
386.331,1.053
386.361,1.039
386.391,1.061
386.421,1.058
386.451,1.055
386.481,1.048
386.511,1.055
386.541,1.054
386.571,1.050
386.601,1.047
386.631,1.063
386.661,1.055
386.691,1.058
386.721,1.047
386.751,1.057
386.781,1.036
386.811,1.051
386.841,1.077
386.871,1.046
386.901,1.060
386.931,1.064
386.961,1.030
386.991,1.067
387.021,1.055
387.051,1.042
387.081,1.053
387.111,1.065
387.141,1.061
387.171,1.054
387.201,1.056
387.231,1.066
387.261,1.060
387.291,1.080
387.321,1.043
387.351,1.033
387.381,1.062
387.411,1.049
387.441,1.060
387.471,1.052
387.501,1.010
387.531,1.043
387.561,1.046
387.591,1.049
387.621,1.046
387.651,1.040
387.681,1.060
387.711,1.063
387.741,1.060
387.771,1.049
387.801,1.051
387.831,1.058
387.861,1.055
387.891,1.045
387.921,1.045
387.951,1.054
387.981,1.055
388.011,1.067
388.041,1.053
388.071,1.061
388.101,1.023
388.131,1.030
388.161,1.054
388.191,1.062
388.221,1.052
388.251,1.048
388.281,1.060
388.311,1.049
388.341,1.065
388.371,1.057
388.401,1.046
388.431,1.058
388.461,1.058
388.491,1.055
388.521,1.047
388.551,1.062
388.581,1.050
388.611,1.055
388.641,1.050
388.671,1.045
388.701,1.044
388.731,1.052
388.761,1.062
388.791,1.056
388.821,1.066
388.851,1.089
388.881,1.111
388.911,1.102
388.941,1.075
388.971,1.104
389.001,1.026
389.031,1.022
389.061,1.075
389.091,1.069
389.121,1.066
389.151,1.020
389.181,1.041
389.211,1.036
389.241,1.037
389.271,1.039
389.301,1.078
389.331,1.076
389.361,1.058
389.391,1.029
389.421,1.065
389.451,1.061
389.481,1.057
389.511,1.046
389.541,1.078
389.571,1.062
389.601,1.039
389.631,1.034
389.661,1.031
389.691,1.023
389.721,1.071
389.751,1.105
389.781,1.073
389.811,1.122
389.841,1.142
389.871,1.105
389.901,1.103
389.931,1.111
389.961,1.108
389.991,1.105
390.021,1.101
390.051,1.094
390.081,1.055
390.111,1.059
390.141,1.078
390.171,1.083
390.201,1.070
390.231,1.051
390.261,1.001
390.291,1.074
390.321,1.063
390.351,1.065
390.381,1.086
390.411,1.045
390.441,1.029
390.471,1.062
390.501,1.098
390.531,1.099
390.561,1.126
390.591,1.154
390.621,1.084
390.651,1.068
390.681,1.075
390.711,1.084
390.741,1.045
390.771,1.046
390.801,1.085
390.831,1.011
390.861,1.079
390.891,1.056
390.921,1.038
390.951,1.055
390.981,1.038
391.011,1.002
391.041,1.036
391.071,1.065
391.101,1.061
391.131,1.029
391.161,1.044
391.191,1.077
391.221,1.107
391.251,1.096
391.281,1.082
391.311,1.080
391.341,1.056
391.371,1.044
391.401,1.021
391.431,1.071
391.461,1.026
391.491,1.062
391.521,1.152
391.551,1.117
391.581,1.128
391.611,1.124
391.641,1.119
391.671,1.107
391.701,1.114
391.731,1.131
391.761,1.114
391.791,1.062
391.821,1.086
391.851,1.074
391.881,1.042
391.911,1.090
391.941,1.076
391.971,1.043
392.001,1.091
392.031,1.082
392.061,1.082
392.091,1.085
392.121,1.099
392.151,1.102
392.181,1.067
392.211,1.081
392.241,1.069
392.271,1.071
392.301,1.059
392.331,1.063
392.361,1.075
392.391,1.085
392.421,1.097
392.451,1.075
392.481,1.064
392.511,1.093
392.541,1.095
392.571,1.065
392.601,1.076
392.631,1.074
392.661,1.067
392.691,1.047
392.721,1.053
392.751,1.069
392.781,1.072
392.811,1.074
392.841,1.075
392.871,1.075
392.901,1.068
392.931,1.083
392.961,1.091
392.991,1.072
393.021,1.075
393.051,1.067
393.081,1.082
393.111,1.076
393.141,1.077
393.171,1.095
393.201,1.089
393.231,1.077
393.261,1.065
393.291,1.065
393.321,1.060
393.351,1.062
393.381,1.066
393.411,1.093
393.441,1.095
393.471,1.105
393.501,1.071
393.531,1.070
393.561,1.071
393.591,1.066
393.621,1.081
393.651,1.072
393.681,1.061
393.711,1.057
393.741,1.061
393.771,1.080
393.801,1.063
393.831,1.075
393.861,1.085
393.891,1.069
393.921,1.083
393.951,1.078
393.981,1.063
394.011,1.071
394.041,1.078
394.071,1.051
394.101,1.057
394.131,1.078
394.161,1.067
394.191,1.065
394.221,1.076
394.251,1.059
394.281,1.078
394.311,1.078
394.341,1.064
394.371,1.065
394.401,1.073
394.431,1.073
394.461,1.084
394.491,1.092
394.521,1.071
394.551,1.083
394.581,1.072
394.611,1.083
394.641,1.070
394.671,1.070
394.701,1.071
394.731,1.069
394.761,1.074
394.791,1.089
394.821,1.060
394.851,1.072
394.881,1.080
394.911,1.067
394.941,1.079
394.971,1.075
395.001,1.075
395.031,1.066
395.061,1.069
395.091,1.077
395.121,1.080
395.151,1.069
395.181,1.074
395.211,1.079
395.241,1.069
395.271,1.092
395.301,1.070
395.331,1.059
395.361,1.075
395.391,1.078
395.421,1.064
395.451,1.055
395.481,1.079
395.511,1.104
395.541,1.134
395.571,1.104
395.601,1.072
395.631,1.035
395.661,0.988
395.691,0.973
395.721,1.030
395.751,1.140
395.781,1.191
395.811,1.141
395.841,1.087
395.871,1.071
395.901,1.031
395.931,1.022
395.961,1.039
395.991,1.064
396.021,1.078
396.051,1.106
396.081,1.105
396.111,1.059
396.141,1.058
396.171,1.071
396.201,1.077
396.231,1.090
396.261,1.071
396.291,1.048
396.321,1.079
396.351,1.082
396.381,1.074
396.411,1.084
396.441,1.089
396.471,1.055
396.501,1.076
396.531,1.088
396.561,1.081
396.591,1.087
396.621,1.083
396.651,1.091
396.681,1.079
396.711,1.069
396.741,1.068
396.771,1.064
396.801,1.071
396.831,1.083
396.861,1.092
396.891,1.084
396.921,1.063
396.951,1.062
396.981,1.078
397.011,1.079
397.041,1.069
397.071,1.086
397.101,1.091
397.131,1.072
397.161,1.073
397.191,1.077
397.221,1.083
397.251,1.068
397.281,1.072
397.311,1.077
397.341,1.074
397.371,1.066
397.401,1.083
397.431,1.072
397.461,1.078
397.491,1.061
397.521,1.064
397.551,1.082
397.581,1.080
397.611,1.089
397.641,1.095
397.671,1.069
397.701,1.065
397.731,1.070
397.761,1.055
397.791,1.079
397.821,1.084
397.851,1.086
397.881,1.090
397.911,1.108
397.941,1.077
397.971,1.074
398.001,1.083
398.031,1.082
398.061,1.067
398.091,1.068
398.121,1.066
398.151,1.079
398.181,1.075
398.211,1.085
398.241,1.076
398.271,1.058
398.301,1.076
398.331,1.073
398.361,1.079
398.391,1.086
398.421,1.097
398.451,1.092
398.481,1.092
398.511,1.078
398.541,1.063
398.571,1.074
398.601,1.066
398.631,1.078
398.661,1.062
398.691,1.068
398.721,1.078
398.751,1.075
398.781,1.078
398.811,1.076
398.841,1.082
398.871,1.076
398.901,1.086
398.931,1.099
398.961,1.082
398.991,1.079
399.021,1.076
399.051,1.082
399.081,1.088
399.111,1.076
399.141,1.069
399.171,1.073
399.201,1.073
399.231,1.047
399.261,1.058
399.291,1.073
399.321,1.072
399.351,1.054
399.381,1.083
399.411,1.074
399.441,1.083
399.471,1.087
399.501,1.073
399.531,1.075
399.561,1.068
399.591,1.080
399.621,1.078
399.651,1.060
399.681,1.077
399.711,1.086
399.741,1.062
399.771,1.093
399.801,1.091
399.831,1.075
399.861,1.073
399.891,1.073
399.921,1.070
399.951,1.078
399.981,1.084
400.011,1.080
400.041,1.069
400.071,1.085
400.101,1.080
400.131,1.089
400.161,1.077
400.191,1.072
400.221,1.077
400.251,1.070
400.281,1.067
400.311,1.076
400.341,1.089
400.371,1.077
400.401,1.063
400.431,1.079
400.461,1.091
400.491,1.074
400.521,1.077
400.551,1.079
400.581,1.077
400.611,1.076
400.641,1.073
400.671,1.066
400.701,1.066
400.731,1.080
400.761,1.080
400.791,1.071
400.821,1.088
400.851,1.089
400.881,1.073
400.911,1.077
400.941,1.073
400.971,1.075
401.001,1.071
401.031,1.077
401.061,1.072
401.091,1.065
401.121,1.069
401.151,1.077
401.181,1.080
401.211,1.068
401.241,1.072
401.271,1.079
401.301,1.085
401.331,1.070
401.361,1.070
401.391,1.065
401.421,1.076
401.451,1.083
401.481,1.088
401.511,1.083
401.541,1.089
401.571,1.083
401.601,1.070
401.631,1.076
401.661,1.070
401.691,1.069
401.721,1.075
401.751,1.085
401.781,1.073
401.811,1.065
401.841,1.064
401.871,1.083
401.901,1.109
401.931,1.077
401.961,1.071
401.991,1.049
402.021,1.063
402.051,1.059
402.081,1.075
402.111,1.106
402.141,1.089
402.171,1.055
402.201,1.083
402.231,1.053
402.261,1.056
402.291,1.089
402.321,1.040
402.351,1.065
402.381,1.077
402.411,1.081
402.441,1.066
402.471,1.061
402.501,1.054
402.531,1.093
402.561,1.076
402.591,1.061
402.621,1.075
402.651,1.064
402.681,1.052
402.711,1.073
402.741,1.099
402.771,1.051
402.801,1.049
402.831,1.068
402.861,1.090
402.891,1.056
402.921,1.091
402.951,1.097
402.981,1.062
403.011,1.081
403.041,1.081
403.071,1.065
403.101,1.074
403.131,1.066
403.161,1.039
403.191,1.062
403.221,1.056
403.251,1.048
403.281,1.054
403.311,1.037
403.341,1.060
403.371,1.074
403.401,1.059
403.431,1.066
403.461,1.054
403.491,1.088
403.521,1.049
403.551,1.073
403.581,1.078
403.611,1.052
403.641,1.067
403.671,1.059
403.701,1.062
403.731,1.067
403.761,1.060
403.791,1.068
403.821,1.063
403.851,1.069
403.881,1.059
403.911,1.046
403.941,1.062
403.971,1.056
404.001,1.060
404.031,1.058
404.061,1.054
404.091,1.040
404.121,1.049
404.151,1.057
404.181,1.067
404.211,1.046
404.241,1.059
404.271,1.062
404.301,1.076
404.331,1.073
404.361,1.063
404.391,1.046
404.421,1.047
404.451,1.059
404.481,1.072
404.511,1.044
404.541,1.065
404.571,1.064
404.601,1.062
404.631,1.057
404.661,1.044
404.691,1.053
404.721,1.066
404.751,1.058
404.781,1.064
404.811,1.062
404.841,1.054
404.871,1.074
404.901,1.058
404.931,1.051
404.961,1.059
404.991,1.055
405.021,1.054
405.051,1.052
405.081,1.059
405.111,1.062
405.141,1.086
405.171,1.051
405.201,1.061
405.231,1.045
405.261,1.048
405.291,1.053
405.321,1.076
405.351,1.045
405.381,1.059
405.411,1.076
405.441,1.064
405.471,1.064
405.501,1.076
405.531,1.058
405.561,1.075
405.591,1.069
405.621,1.047
405.651,1.051
405.681,1.057
405.711,1.051
405.741,1.059
405.771,1.062
405.801,1.051
405.831,1.066
405.861,1.063
405.891,1.062
405.921,1.056
405.951,1.064
405.981,1.067
406.011,1.056
406.041,1.045
406.071,1.066
406.101,1.061
406.131,1.064
406.161,1.059
406.191,1.070
406.221,1.071
406.251,1.065
406.281,1.058
406.311,1.052
406.341,1.051
406.371,1.060
406.401,1.063
406.431,1.070
406.461,1.059
406.491,1.046
406.521,1.060
406.551,1.059
406.581,1.043
406.611,1.053
406.641,1.058
406.671,1.057
406.701,1.052
406.731,1.062
406.761,1.067
406.791,1.053
406.821,1.057
406.851,1.062
406.881,1.056
406.911,1.066
406.941,1.061
406.971,1.060
407.001,1.063
407.031,1.057
407.061,1.071
407.091,1.062
407.121,1.058
407.151,1.049
407.181,1.060
407.211,1.062
407.241,1.048
407.271,1.060
407.301,1.056
407.331,1.062
407.361,1.074
407.391,1.054
407.421,1.048
407.451,1.067
407.481,1.064
407.511,1.052
407.541,1.055
407.571,1.057
407.601,1.064
407.631,1.060
407.661,1.064
407.691,1.068
407.721,1.057
407.751,1.051
407.781,1.059
407.811,1.062
407.841,1.046
407.871,1.071
407.901,1.066
407.931,1.053
407.961,1.052
407.991,1.066
408.021,1.066
408.051,1.057
408.081,1.080
408.111,1.059
408.141,1.062
408.171,1.063
408.201,1.067
408.231,1.042
408.261,1.069
408.291,1.072
408.321,1.065
408.351,1.075
408.381,1.074
408.411,1.081
408.441,1.073
408.471,1.066
408.501,1.058
408.531,1.056
408.561,1.060
408.591,1.058
408.621,1.056
408.651,1.043
408.681,1.054
408.711,1.044
408.741,1.050
408.771,1.057
408.801,1.055
408.831,1.051
408.861,1.058
408.891,1.047
408.921,1.045
408.951,1.057
408.981,1.068
409.011,1.064
409.041,1.061
409.071,1.082
409.101,1.077
409.131,1.063
409.161,1.076
409.191,1.062
409.221,1.097
409.251,1.061
409.281,1.001
409.311,1.020
409.341,1.006
409.371,0.994
409.401,1.004
409.431,1.066
409.461,1.049
409.491,0.996
409.521,1.074
409.551,1.088
409.581,1.097
409.611,1.059
409.641,1.109
409.671,1.048
409.701,1.116
409.731,1.216
409.761,1.200
409.791,1.140
409.821,1.222
409.851,1.235
409.881,1.065
409.911,1.016
409.941,0.980
409.971,0.995
410.001,0.861
410.031,0.970
410.061,1.104
410.091,1.035
410.121,0.971
410.151,0.971
410.181,1.050
410.211,1.034
410.241,1.024
410.271,0.956
410.301,0.986
410.331,1.074
410.361,1.028
410.391,1.182
410.421,1.152
410.451,1.104
410.481,1.210
410.511,1.104
410.541,1.100
410.571,1.130
410.601,1.138
410.631,1.071
410.661,1.080
410.691,1.107
410.721,1.083
410.751,1.040
410.781,1.024
410.811,1.121
410.841,1.148
410.871,1.158
410.901,1.129
410.931,1.104
410.961,1.048
410.991,0.989
411.021,1.016
411.051,1.031
411.081,1.027
411.111,1.051
411.141,1.070
411.171,1.032
411.201,1.027
411.231,1.077
411.261,1.033
411.291,1.014
411.321,1.065
411.351,1.055
411.381,1.062
411.411,1.100
411.441,1.053
411.471,1.045
411.501,1.065
411.531,1.019
411.561,1.075
411.591,1.086
411.621,1.072
411.651,1.112
411.681,1.099
411.711,1.095
411.741,1.088
411.771,1.119
411.801,1.121
411.831,1.101
411.861,1.089
411.891,1.117
411.921,1.088
411.951,1.081
411.981,1.083
412.011,1.095
412.041,1.084
412.071,1.097
412.101,1.073
412.131,1.082
412.161,1.086
412.191,1.084
412.221,1.089
412.251,1.086
412.281,1.093
412.311,1.056
412.341,1.080
412.371,1.086
412.401,1.078
412.431,1.077
412.461,1.088
412.491,1.072
412.521,1.081
412.551,1.087
412.581,1.080
412.611,1.071
412.641,1.086
412.671,1.095
412.701,1.075
412.731,1.071
412.761,1.086
412.791,1.078
412.821,1.078
412.851,1.083
412.881,1.084
412.911,1.086
412.941,1.088
412.971,1.083
413.001,1.082
413.031,1.075
413.061,1.074
413.091,1.081
413.121,1.076
413.151,1.081
413.181,1.085
413.211,1.078
413.241,1.082
413.271,1.075
413.301,1.075
413.331,1.079
413.361,1.093
413.391,1.085
413.421,1.084
413.451,1.073
413.481,1.091
413.511,1.104
413.541,1.095
413.571,1.085
413.601,1.091
413.631,1.080
413.661,1.075
413.691,1.077
413.721,1.099
413.751,1.087
413.781,1.094
413.811,1.091
413.841,1.088
413.871,1.078
413.901,1.074
413.931,1.086
413.961,1.088
413.991,1.093
414.021,1.062
414.051,1.046
414.081,1.072
414.111,1.068
414.141,1.052
414.171,1.060
414.201,1.069
414.231,1.075
414.261,1.077
414.291,1.075
414.321,1.072
414.351,1.083
414.381,1.097
414.411,1.071
414.441,1.091
414.471,1.086
414.501,1.069
414.531,1.083
414.561,1.074
414.591,1.071
414.621,1.082
414.651,1.083
414.681,1.081
414.711,1.078
414.741,1.072
414.771,1.073
414.801,1.076
414.831,1.079
414.861,1.046
414.891,1.093
414.921,1.083
414.951,1.071
414.981,1.091
415.011,1.085
415.041,1.070
415.071,1.069
415.101,1.083
415.131,1.053
415.161,1.075
415.191,1.087
415.221,1.076
415.251,1.073
415.281,1.084
415.311,1.074
415.341,1.076
415.371,1.083
415.401,1.086
415.431,1.087
415.461,1.065
415.491,1.072
415.521,1.078
415.551,1.068
415.581,1.066
415.611,1.075
415.641,1.091
415.671,1.080
415.701,1.064
415.731,1.076
415.761,1.076
415.791,1.078
415.821,1.077
415.851,1.082
415.881,1.072
415.911,1.072
415.941,1.073
415.971,1.080
416.001,1.090
416.031,1.080
416.061,1.100
416.091,1.102
416.121,1.066
416.151,1.066
416.181,1.090
416.211,1.086
416.241,1.081
416.271,1.074
416.301,1.082
416.331,1.074
416.361,1.075
416.391,1.079
416.421,1.077
416.451,1.066
416.481,1.064
416.511,1.079
416.541,1.088
416.571,1.092
416.601,1.051
416.631,1.080
416.661,1.113
416.691,1.083
416.721,1.075
416.751,1.094
416.781,1.084
416.811,1.072
416.841,1.078
416.871,1.074
416.901,1.061
416.931,1.075
416.961,1.094
416.991,1.099
417.021,1.092
417.051,1.089
417.081,1.072
417.111,1.075
417.141,1.077
417.171,1.052
417.201,1.085
417.231,1.088
417.261,1.081
417.291,1.077
417.321,1.059
417.351,1.031
417.381,1.068
417.411,1.079
417.441,1.079
417.471,1.087
417.501,1.099
417.531,1.078
417.561,1.094
417.591,1.063
417.621,1.079
417.651,1.114
417.681,1.085
417.711,1.092
417.741,1.095
417.771,1.080
417.801,1.075
417.831,1.097
417.861,1.091
417.891,1.077
417.921,1.069
417.951,1.080
417.981,1.078
418.011,1.074
418.041,1.085
418.071,1.080
418.101,1.090
418.131,1.078
418.161,1.082
418.191,1.073
418.221,1.097
418.251,1.070
418.281,1.078
418.311,1.080
418.341,1.089
418.371,1.086
418.401,1.090
418.431,1.097
418.461,1.076
418.491,1.083
418.521,1.079
418.551,1.084
418.581,1.074
418.611,1.075
418.641,1.103
418.671,1.094
418.701,1.093
418.731,1.107
418.761,1.099
418.791,1.080
418.821,1.100
418.851,1.109
418.881,1.069
418.911,1.082
418.941,1.083
418.971,1.090
419.001,1.064
419.031,1.069
419.061,1.083
419.091,1.093
419.121,1.095
419.151,1.067
419.181,1.069
419.211,1.077
419.241,1.082
419.271,1.063
419.301,1.069
419.331,1.092
419.361,1.084
419.391,1.076
419.421,1.072
419.451,1.071
419.481,1.075
419.511,1.088
419.541,1.074
419.571,1.068
419.601,1.075
419.631,1.093
419.661,1.089
419.691,1.081
419.721,1.076
419.751,1.076
419.781,1.072
419.811,1.100
419.841,1.096
419.871,1.092
419.901,1.092
419.931,1.086
419.961,1.054
419.991,1.085
420.021,1.106
420.051,1.084
420.081,1.104
420.111,1.089
420.141,1.057
420.171,1.089
420.201,1.084
420.231,1.081
420.261,1.089
420.291,1.084
420.321,1.090
420.351,1.093
420.381,1.072
420.411,1.094
420.441,1.082
420.471,1.085
420.501,1.082
420.531,1.080
420.561,1.082
420.591,1.076
420.621,1.074
420.651,1.076
420.681,1.072
420.711,1.100
420.741,1.079
420.771,1.089
420.801,1.103
420.831,1.099
420.861,1.096
420.891,1.092
420.921,1.076
420.951,1.080
420.981,1.079
421.011,1.078
421.041,1.076
421.071,1.065
421.101,1.073
421.131,1.078
421.161,1.109
421.191,1.115
421.221,1.100
421.251,1.084
421.281,1.071
421.311,1.070
421.341,1.073
421.371,1.081
421.401,1.076
421.431,1.073
421.461,1.082
421.491,1.074
421.521,1.084
421.551,1.093
421.581,1.073
421.611,1.075
421.641,1.079
421.671,1.071
421.701,1.077
421.731,1.074
421.761,1.078
421.791,1.058
421.821,1.100
421.851,1.077
421.881,1.092
421.911,1.064
421.941,1.058
421.971,1.047
422.001,1.072
422.031,1.055
422.061,1.046
422.091,1.053
422.121,1.040
422.151,1.065
422.181,1.060
422.211,1.084
422.241,1.083
422.271,1.102
422.301,1.093
422.331,1.087
422.361,1.068
422.391,1.042
422.421,1.023
422.451,1.051
422.481,1.041
422.511,1.043
422.541,1.034
422.571,1.059
422.601,1.055
422.631,1.026
422.661,1.048
422.691,1.045
422.721,1.055
422.751,1.089
422.781,1.067
422.811,1.040
422.841,1.062
422.871,1.044
422.901,1.065
422.931,1.068
422.961,1.064
422.991,1.093
423.021,1.061
423.051,1.065
423.081,1.032
423.111,1.056
423.141,1.064
423.171,1.048
423.201,1.047
423.231,1.057
423.261,1.044
423.291,1.039
423.321,1.064
423.351,1.068
423.381,1.030
423.411,1.009
423.441,1.041
423.471,1.093
423.501,1.075
423.531,1.036
423.561,1.021
423.591,0.992
423.621,1.058
423.651,1.075
423.681,1.098
423.711,1.098
423.741,1.035
423.771,1.059
423.801,1.083
423.831,1.075
423.861,1.082
423.891,1.064
423.921,1.046
423.951,1.070
423.981,1.067
424.011,1.053
424.041,1.086
424.071,1.119
424.101,1.125
424.131,1.118
424.161,1.073
424.191,1.031
424.221,1.003
424.251,1.047
424.281,1.037
424.311,1.021
424.341,1.033
424.371,1.032
424.401,1.011
424.431,1.030
424.461,1.037
424.491,1.048
424.521,1.027
424.551,1.035
424.581,1.049
424.611,1.096
424.641,1.023
424.671,1.017
424.701,1.079
424.731,1.046
424.761,1.036
424.791,0.996
424.821,0.965
424.851,0.999
424.881,0.992
424.911,0.978
424.941,1.094
424.971,1.041
425.001,1.052
425.031,1.066
425.061,0.986
425.091,1.088
425.121,1.080
425.151,0.978
425.181,0.911
425.211,1.127
425.241,0.985
425.271,1.090
425.301,1.063
425.331,1.001
425.361,1.089
425.391,1.036
425.421,0.952
425.451,1.018
425.481,1.028
425.511,1.105
425.541,1.116
425.571,1.113
425.601,1.060
425.631,0.967
425.661,0.977
425.691,1.030
425.721,1.068
425.751,1.063
425.781,1.010
425.811,1.042
425.841,1.038
425.871,1.029
425.901,1.019
425.931,0.994
425.961,1.067
425.991,0.996
426.021,0.916
426.051,1.009
426.081,1.137
426.111,1.100
426.141,0.984
426.171,1.155
426.201,1.066
426.231,1.022
426.261,1.020
426.291,0.944
426.321,0.923
426.351,1.006
426.381,1.048
426.411,1.027
426.441,0.932
426.471,0.987
426.501,0.999
426.531,0.971
426.561,1.057
426.591,1.041
426.621,1.083
426.651,1.080
426.681,0.949
426.711,1.021
426.741,1.066
426.771,1.012
426.801,0.988
426.831,1.075
426.861,1.083
426.891,1.027
426.921,1.018
426.951,1.075
426.981,0.995
427.011,1.006
427.041,1.091
427.071,1.021
427.101,1.021
427.131,1.086
427.161,0.974
427.191,0.980
427.221,1.010
427.251,1.075
427.281,1.048
427.311,1.113
427.341,1.131
427.371,1.030
427.401,0.962
427.431,0.958
427.461,0.950
427.491,0.940
427.521,1.022
427.551,0.998
427.581,1.027
427.611,1.031
427.641,1.087
427.671,1.092
427.701,1.104
427.731,1.084
427.761,1.066
427.791,1.036
427.821,1.062
427.851,1.039
427.881,1.029
427.911,1.029
427.941,1.010
427.971,1.009
428.001,1.023
428.031,1.028
428.061,0.994
428.091,0.975
428.121,1.034
428.151,1.007
428.181,0.993
428.211,1.036
428.241,1.051
428.271,1.023
428.301,1.026
428.331,1.034
428.361,1.035
428.391,1.006
428.421,1.017
428.451,1.010
428.481,1.007
428.511,1.012
428.541,1.008
428.571,1.036
428.601,1.021
428.631,1.023
428.661,1.026
428.691,1.007
428.721,1.014
428.751,1.019
428.781,1.022
428.811,1.029
428.841,1.006
428.871,0.996
428.901,1.011
428.931,1.013
428.961,1.017
428.991,1.023
429.021,1.022
429.051,1.015
429.081,1.017
429.111,1.002
429.141,1.022
429.171,1.014
429.201,1.017
429.231,1.029
429.261,1.003
429.291,1.012
429.321,1.006
429.351,1.019
429.381,1.019
429.411,1.010
429.441,1.018
429.471,1.026
429.501,1.020
429.531,1.018
429.561,1.024
429.591,1.021
429.621,1.018
429.651,0.982
429.681,0.992
429.711,1.035
429.741,1.038
429.771,1.036
429.801,1.009
429.831,1.000
429.861,1.023
429.891,0.999
429.921,1.016
429.951,1.026
429.981,1.022
430.011,1.007
430.041,1.020
430.071,0.989
430.101,1.018
430.131,1.012
430.161,1.023
430.191,1.048
430.221,1.053
430.251,1.010
430.281,1.014
430.311,1.037
430.341,1.021
430.371,1.006
430.401,1.008
430.431,1.024
430.461,1.032
430.491,1.015
430.521,1.033
430.551,1.030
430.581,1.021
430.611,1.020
430.641,1.027
430.671,1.025
430.701,1.029
430.731,1.032
430.761,1.022
430.791,1.014
430.821,1.018
430.851,1.038
430.881,1.032
430.911,1.020
430.941,1.026
430.971,1.031
431.001,1.014
431.031,1.018
431.061,1.047
431.091,1.044
431.121,0.961
431.151,1.007
431.181,1.050
431.211,1.020
431.241,1.037
431.271,1.071
431.301,1.037
431.331,1.048
431.361,1.046
431.391,1.035
431.421,1.041
431.451,1.038
431.481,1.034
431.511,1.058
431.541,1.037
431.571,1.018
431.601,1.006
431.631,1.026
431.661,1.011
431.691,1.012
431.721,0.997
431.751,1.033
431.781,1.021
431.811,0.985
431.841,1.016
431.871,1.015
431.901,1.027
431.931,1.046
431.961,1.037
431.991,1.008
432.021,1.026
432.051,1.054
432.081,1.048
432.111,0.997
432.141,1.016
432.171,1.028
432.201,0.999
432.231,1.038
432.261,1.024
432.291,0.985
432.321,0.977
432.351,0.960
432.381,0.917
432.411,0.967
432.441,0.985
432.471,0.877
432.501,1.142
432.531,1.311
432.561,1.317
432.591,1.339
432.621,1.203
432.651,1.104
432.681,1.074
432.711,1.032
432.741,0.992
432.771,1.048
432.801,1.087
432.831,1.107
432.861,1.123
432.891,1.078
432.921,1.180
432.951,1.159
432.981,1.155
433.011,1.194
433.041,1.180
433.071,1.037
433.101,0.950
433.131,0.990
433.161,1.008
433.191,1.003
433.221,1.046
433.251,1.068
433.281,1.087
433.311,1.132
433.341,1.095
433.371,1.130
433.401,1.000
433.431,0.985
433.461,1.064
433.491,0.990
433.521,0.924
433.551,1.125
433.581,1.217
433.611,1.090
433.641,1.071
433.671,1.042
433.701,0.956
433.731,0.921
433.761,1.013
433.791,1.064
433.821,1.042
433.851,1.060
433.881,1.061
433.911,1.072
433.941,1.097
433.971,1.067
434.001,1.092
434.031,1.078
434.061,1.059
434.091,0.960
434.121,1.017
434.151,1.004
434.181,1.027
434.211,1.036
434.241,1.029
434.271,0.996
434.301,1.013
434.331,1.053
434.361,1.055
434.391,1.023
434.421,1.037
434.451,1.039
434.481,1.015
434.511,1.013
434.541,1.016
434.571,1.021
434.601,1.020
434.631,1.022
434.661,1.035
434.691,1.028
434.721,1.022
434.751,1.033
434.781,1.026
434.811,1.023
434.841,1.010
434.871,1.019
434.901,1.037
434.931,1.016
434.961,1.011
434.991,1.028
435.021,1.050
435.051,1.022
435.081,1.000
435.111,1.030
435.141,1.045
435.171,1.024
435.201,1.010
435.231,1.020
435.261,1.023
435.291,1.023
435.321,1.016
435.351,1.028
435.381,1.043
435.411,1.034
435.441,1.027
435.471,1.041
435.501,1.037
435.531,1.045
435.561,1.060
435.591,1.026
435.621,1.019
435.651,1.002
435.681,0.978
435.711,1.028
435.741,1.057
435.771,1.040
435.801,1.027
435.831,1.013
435.861,1.022
435.891,1.010
435.921,1.028
435.951,1.037
435.981,1.051
436.011,1.047
436.041,1.046
436.071,1.021
436.101,1.042
436.131,1.039
436.161,1.041
436.191,1.044
436.221,1.018
436.251,1.023
436.281,1.046
436.311,1.013
436.341,1.011
436.371,1.049
436.401,1.049
436.431,1.049
436.461,1.040
436.491,1.033
436.521,1.030
436.551,1.041
436.581,1.032
436.611,1.029
436.641,1.029
436.671,1.033
436.701,1.011
436.731,1.034
436.761,1.047
436.791,1.018
436.821,1.031
436.851,1.041
436.881,1.031
436.911,1.024
436.941,0.987
436.971,1.004
437.001,1.033
437.031,1.011
437.061,1.011
437.091,1.010
437.121,0.988
437.151,1.001
437.181,0.991
437.211,0.999
437.241,1.003
437.271,0.999
437.301,1.014
437.331,1.022
437.361,1.009
437.391,0.983
437.421,0.998
437.451,1.012
437.481,1.001
437.511,0.961
437.541,0.982
437.571,0.984
437.601,0.961
437.631,0.973
437.661,0.971
437.691,0.974
437.721,1.015
