df_hash,22ZHK4.9B8R50
392.001,0.999
392.031,0.994
392.061,0.995
392.091,0.993
392.121,0.988
392.151,0.991
392.181,0.982
392.211,0.993
392.241,0.994
392.271,0.989
392.301,0.997
392.331,1.019
392.361,1.007
392.391,0.986
392.421,0.991
392.451,0.993
392.481,0.986
392.511,1.003
392.541,1.001
392.571,0.989
392.601,1.000
392.631,1.011
392.661,1.001
392.691,1.000
392.721,0.990
392.751,0.991
392.781,0.995
392.811,0.987
392.841,0.987
392.871,1.004
392.901,1.003
392.931,0.998
392.961,1.004
392.991,0.987
393.021,0.989
393.051,0.998
393.081,0.985
393.111,0.991
393.141,0.976
393.171,0.992
393.201,0.989
393.231,0.988
393.261,1.000
393.291,0.997
393.321,1.003
393.351,1.003
393.381,1.004
393.411,1.000
393.441,0.989
393.471,0.995
393.501,0.994
393.531,0.996
393.561,0.993
393.591,0.992
393.621,0.992
393.651,0.989
393.681,0.995
393.711,1.006
393.741,1.002
393.771,0.988
393.801,0.992
393.831,0.987
393.861,0.993
393.891,0.999
393.921,1.001
393.951,1.003
393.981,0.987
394.011,0.989
394.041,1.007
394.071,1.003
394.101,1.004
394.131,0.997
394.161,0.988
394.191,1.011
394.221,1.000
394.251,0.990
394.281,1.000
394.311,1.001
394.341,0.999
394.371,1.003
394.401,0.993
394.431,0.992
394.461,0.990
394.491,1.006
394.521,0.999
394.551,1.001
394.581,0.984
394.611,0.989
394.641,0.990
394.671,0.992
394.701,0.988
394.731,0.997
394.761,1.000
394.791,1.018
394.821,0.984
394.851,0.993
394.881,1.006
394.911,1.001
394.941,0.995
394.971,1.005
395.001,1.004
395.031,0.988
395.061,0.992
395.091,0.988
395.121,1.006
395.151,0.999
395.181,0.985
395.211,0.991
395.241,1.007
395.271,1.000
395.301,0.987
395.331,0.996
395.361,0.997
395.391,1.004
395.421,1.011
395.451,1.011
395.481,1.007
395.511,0.999
395.541,0.996
395.571,0.993
395.601,0.992
395.631,0.980
395.661,0.982
395.691,0.979
395.721,0.994
395.751,1.011
395.781,1.001
395.811,1.002
395.841,1.007
395.871,1.016
395.901,1.008
395.931,1.001
395.961,0.997
395.991,0.982
396.021,0.992
396.051,0.988
396.081,0.998
396.111,1.009
396.141,0.988
396.171,0.983
396.201,1.004
396.231,1.010
396.261,1.000
396.291,0.997
396.321,1.019
396.351,0.994
396.381,0.986
396.411,1.002
396.441,1.013
396.471,0.990
396.501,0.982
396.531,0.993
396.561,1.003
396.591,0.997
396.621,0.996
396.651,1.006
396.681,0.995
396.711,1.000
396.741,1.016
396.771,1.009
396.801,0.995
396.831,0.984
396.861,0.975
396.891,0.947
396.921,0.939
396.951,0.938
396.981,0.952
397.011,0.986
397.041,1.004
397.071,1.032
397.101,1.039
397.131,1.052
397.161,1.043
397.191,1.045
397.221,1.048
397.251,1.066
397.281,1.026
397.311,1.064
397.341,1.059
397.371,1.011
397.401,1.018
397.431,1.031
397.461,1.018
397.491,1.008
397.521,1.042
397.551,1.025
397.581,1.007
397.611,1.037
397.641,1.043
397.671,1.018
397.701,1.024
397.731,1.021
397.761,1.021
397.791,1.019
397.821,1.013
397.851,1.052
397.881,1.027
397.911,1.032
397.941,1.028
397.971,1.024
398.001,1.036
398.031,1.032
398.061,1.011
398.091,1.001
398.121,1.014
398.151,1.041
398.181,1.018
398.211,0.986
398.241,0.989
398.271,1.022
398.301,1.016
398.331,1.019
398.361,1.024
398.391,1.015
398.421,1.027
398.451,1.017
398.481,0.994
398.511,1.012
398.541,1.003
398.571,1.003
398.601,1.022
398.631,1.001
398.661,1.001
398.691,1.029
398.721,1.003
398.751,1.006
398.781,1.022
398.811,1.002
398.841,1.015
398.871,1.021
398.901,1.005
398.931,1.018
398.961,1.002
398.991,0.999
399.021,1.002
399.051,1.014
399.081,1.021
399.111,1.027
399.141,0.998
399.171,0.993
399.201,0.998
399.231,0.995
399.261,1.023
399.291,1.026
399.321,1.004
399.351,1.008
399.381,1.024
399.411,1.019
399.441,1.016
399.471,1.014
399.501,1.003
399.531,1.012
399.561,1.003
399.591,1.001
399.621,1.006
399.651,1.011
399.681,1.005
399.711,1.006
399.741,1.010
399.771,1.019
399.801,1.006
399.831,1.022
399.861,1.014
399.891,1.008
399.921,1.021
399.951,1.004
399.981,1.008
400.011,1.017
400.041,1.011
400.071,1.022
400.101,0.997
400.131,0.991
400.161,1.019
400.191,1.026
400.221,1.001
400.251,1.011
400.281,1.031
400.311,1.014
400.341,1.007
400.371,1.007
400.401,0.998
400.431,1.004
400.461,1.004
400.491,0.998
400.521,1.005
400.551,1.015
400.581,0.996
400.611,1.000
400.641,1.014
400.671,1.004
400.701,1.012
400.731,1.016
400.761,1.013
400.791,1.006
400.821,1.005
400.851,1.011
400.881,1.014
400.911,1.005
400.941,1.005
400.971,1.004
401.001,1.008
401.031,1.016
401.061,1.004
401.091,1.004
401.121,1.016
401.151,1.012
401.181,1.004
401.211,1.012
401.241,1.007
401.271,0.994
401.301,1.002
401.331,1.008
401.361,1.005
401.391,1.006
401.421,1.012
401.451,1.004
401.481,1.008
401.511,1.030
401.541,1.007
401.571,1.000
401.601,1.004
401.631,1.006
401.661,1.004
401.691,1.013
401.721,1.021
401.751,1.010
401.781,0.991
401.811,1.002
401.841,1.003
401.871,0.997
401.901,1.009
401.931,1.013
401.961,1.008
401.991,1.018
402.021,1.007
402.051,0.997
402.081,1.005
402.111,0.989
402.141,1.011
402.171,1.006
402.201,0.990
402.231,1.003
402.261,1.024
402.291,1.002
402.321,1.002
402.351,1.019
402.381,1.008
402.411,0.992
402.441,1.011
402.471,1.007
402.501,0.997
402.531,1.005
402.561,1.010
402.591,1.002
402.621,1.013
402.651,1.015
402.681,1.005
402.711,1.005
402.741,1.008
402.771,1.004
402.801,1.011
402.831,1.009
402.861,1.002
402.891,1.014
402.921,1.012
402.951,1.006
402.981,1.006
403.011,1.001
403.041,1.006
403.071,0.999
403.101,0.990
403.131,1.006
403.161,0.995
403.191,0.999
403.221,1.012
403.251,1.002
403.281,0.998
403.311,1.010
403.341,1.012
403.371,1.016
403.401,1.005
403.431,0.995
403.461,1.004
403.491,0.997
403.521,0.993
403.551,1.015
403.581,1.020
403.611,0.997
403.641,0.998
403.671,0.999
403.701,0.997
403.731,1.005
403.761,1.003
403.791,0.995
403.821,0.995
403.851,1.000
403.881,1.009
403.911,0.998
403.941,1.002
403.971,1.013
404.001,1.003
404.031,0.999
404.061,1.012
404.091,1.005
404.121,1.001
404.151,1.014
404.181,1.010
404.211,1.008
404.241,1.013
404.271,1.007
404.301,0.998
404.331,1.010
404.361,1.003
404.391,0.990
404.421,0.999
404.451,1.006
404.481,0.998
404.511,1.002
404.541,1.001
404.571,1.004
404.601,1.021
404.631,1.001
404.661,1.000
404.691,1.011
404.721,1.009
404.751,0.988
404.781,0.986
404.811,1.015
404.841,1.012
404.871,1.003
404.901,0.998
404.931,1.007
404.961,1.008
404.991,1.016
405.021,0.999
405.051,0.995
405.081,1.009
405.111,1.006
405.141,1.002
405.171,0.998
405.201,1.020
405.231,1.027
405.261,0.999
405.291,0.986
405.321,0.996
405.351,1.006
405.381,1.011
405.411,1.012
405.441,1.005
405.471,0.994
405.501,0.996
405.531,1.002
405.561,1.005
405.591,0.995
405.621,0.993
405.651,1.005
405.681,1.012
405.711,1.006
405.741,0.995
405.771,0.995
405.801,1.013
405.831,1.001
405.861,0.992
405.891,0.996
405.921,0.999
405.951,1.009
405.981,1.003
406.011,0.996
406.041,1.008
406.071,1.023
406.101,1.010
406.131,1.010
406.161,1.004
406.191,0.999
406.221,0.994
406.251,0.995
406.281,1.003
406.311,1.011
406.341,0.998
406.371,0.993
406.401,1.012
406.431,1.007
406.461,1.005
406.491,1.007
406.521,1.013
406.551,1.000
406.581,0.992
406.611,1.002
406.641,1.017
406.671,1.015
406.701,0.998
406.731,1.001
406.761,1.011
406.791,0.997
406.821,0.997
406.851,1.013
406.881,0.994
406.911,0.995
406.941,0.996
406.971,1.009
407.001,1.001
407.031,1.011
407.061,1.002
407.091,1.003
407.121,1.000
407.151,1.010
407.181,0.993
407.211,1.018
407.241,1.018
407.271,1.000
407.301,1.013
407.331,1.003
407.361,0.998
407.391,1.030
407.421,1.026
407.451,0.993
407.481,1.019
407.511,0.993
407.541,0.981
407.571,0.989
407.601,0.996
407.631,0.980
407.661,0.971
407.691,0.995
407.721,0.992
407.751,0.998
407.781,1.016
407.811,1.006
407.841,0.993
407.871,1.003
407.901,1.019
407.931,1.013
407.961,0.991
407.991,0.998
408.021,0.991
408.051,1.000
408.081,1.006
408.111,1.005
408.141,1.002
408.171,1.006
408.201,1.008
408.231,1.000
408.261,1.002
408.291,1.007
408.321,1.003
408.351,0.999
408.381,1.014
408.411,1.014
408.441,0.990
408.471,0.991
408.501,0.996
408.531,0.986
408.561,0.993
408.591,1.005
408.621,1.010
408.651,1.033
408.681,1.039
408.711,1.028
408.741,1.024
408.771,1.008
408.801,1.003
408.831,0.998
408.861,0.989
408.891,0.988
408.921,0.982
408.951,0.982
408.981,0.977
409.011,0.980
409.041,0.997
409.071,0.993
409.101,0.990
409.131,1.008
409.161,1.006
409.191,0.991
409.221,0.991
409.251,0.998
409.281,0.994
409.311,0.994
409.341,0.990
409.371,0.991
409.401,0.991
409.431,1.000
409.461,1.008
409.491,1.007
409.521,1.000
409.551,1.000
409.581,1.003
409.611,1.012
409.641,1.010
409.671,0.992
409.701,1.005
409.731,0.990
409.761,0.992
409.791,1.010
409.821,1.000
409.851,0.993
409.881,1.007
409.911,1.001
409.941,0.990
409.971,0.987
410.001,0.999
410.031,1.006
410.061,0.997
410.091,1.001
410.121,1.002
410.151,1.001
410.181,1.000
410.211,0.994
410.241,1.004
410.271,1.000
410.301,1.003
410.331,1.000
410.361,0.996
410.391,0.989
410.421,0.998
410.451,0.999
410.481,0.996
410.511,0.994
410.541,0.997
410.571,1.003
410.601,0.995
410.631,1.002
410.661,1.008
410.691,1.002
410.721,1.000
410.751,0.999
410.781,0.997
410.811,0.995
410.841,0.997
410.871,1.001
410.901,1.000
410.931,0.992
410.961,0.998
410.991,0.999
411.021,0.992
411.051,0.990
411.081,1.003
411.111,1.011
411.141,0.998
411.171,0.995
411.201,1.002
411.231,0.999
411.261,1.000
411.291,0.993
411.321,0.997
411.351,0.999
411.381,0.993
411.411,0.998
411.441,0.989
411.471,0.997
411.501,1.000
411.531,1.004
411.561,1.004
411.591,0.995
411.621,0.990
411.651,1.002
411.681,1.001
411.711,0.999
411.741,1.000
411.771,0.995
411.801,1.006
411.831,1.001
411.861,1.004
411.891,0.996
411.921,0.996
411.951,0.991
411.981,0.996
412.011,0.999
412.041,0.998
412.071,0.996
412.101,0.997
412.131,1.003
412.161,0.996
412.191,0.986
412.221,0.997
412.251,0.989
412.281,0.997
412.311,1.007
412.341,1.011
412.371,1.004
412.401,0.993
412.431,1.003
412.461,1.004
412.491,1.009
412.521,1.017
412.551,1.007
412.581,1.042
412.611,1.023
412.641,1.043
412.671,1.059
412.701,1.097
412.731,1.092
412.761,1.090
412.791,1.025
412.821,1.006
412.851,1.002
412.881,0.955
412.911,0.969
412.941,0.934
412.971,0.969
413.001,0.940
413.031,0.951
413.061,0.953
413.091,0.939
413.121,0.927
413.151,0.935
413.181,0.961
413.211,1.043
413.241,1.002
413.271,0.925
413.301,0.955
413.331,0.958
413.361,0.937
413.391,0.988
413.421,1.012
413.451,0.989
413.481,0.992
413.511,1.009
413.541,0.965
413.571,1.008
413.601,1.005
413.631,0.970
413.661,0.998
413.691,1.002
413.721,0.993
413.751,1.014
413.781,1.012
413.811,1.028
413.841,1.030
413.871,0.992
413.901,1.007
413.931,1.020
413.961,0.993
413.991,0.978
414.021,0.992
414.051,0.989
414.081,1.000
414.111,1.006
414.141,1.008
414.171,0.989
414.201,1.003
414.231,0.992
414.261,0.971
414.291,0.982
414.321,1.002
414.351,0.995
414.381,0.983
414.411,0.998
414.441,0.995
414.471,0.995
414.501,0.990
414.531,1.003
414.561,0.988
414.591,0.986
414.621,0.999
414.651,0.990
414.681,0.997
414.711,0.994
414.741,1.005
414.771,0.981
414.801,0.990
414.831,0.998
414.861,0.994
414.891,0.990
414.921,0.987
414.951,0.990
414.981,0.977
415.011,1.000
415.041,1.005
415.071,1.003
415.101,0.997
415.131,0.993
415.161,0.993
415.191,0.994
415.221,0.986
415.251,0.997
415.281,0.994
415.311,0.996
415.341,0.994
415.371,0.994
415.401,0.994
415.431,0.988
415.461,0.986
415.491,1.004
415.521,0.989
415.551,0.992
415.581,0.980
415.611,0.987
415.641,0.998
415.671,0.978
415.701,0.987
415.731,1.007
415.761,0.989
415.791,0.987
415.821,0.996
415.851,1.007
415.881,0.992
415.911,0.982
415.941,0.994
415.971,0.996
416.001,0.987
416.031,0.988
416.061,1.004
416.091,0.993
416.121,0.991
416.151,0.989
416.181,0.986
416.211,0.987
416.241,0.975
416.271,0.991
416.301,0.998
416.331,0.992
416.361,0.987
416.391,0.998
416.421,0.994
416.451,0.996
416.481,0.987
416.511,0.984
416.541,0.991
416.571,0.993
416.601,0.987
416.631,0.986
416.661,0.998
416.691,0.988
416.721,0.990
416.751,1.011
416.781,0.988
416.811,0.974
416.841,0.990
416.871,0.983
416.901,0.991
416.931,0.991
416.961,0.972
416.991,0.991
417.021,0.989
417.051,0.992
417.081,0.987
417.111,0.992
417.141,0.992
417.171,0.991
417.201,0.996
417.231,0.988
417.261,0.990
417.291,0.995
417.321,0.990
417.351,0.993
417.381,0.989
417.411,0.978
417.441,0.995
417.471,0.995
417.501,0.985
417.531,0.987
417.561,0.993
417.591,0.997
417.621,1.000
417.651,0.986
417.681,0.992
417.711,0.981
417.741,0.982
417.771,0.989
417.801,1.006
417.831,0.991
417.861,0.988
417.891,1.001
417.921,0.992
417.951,0.994
417.981,0.978
418.011,0.984
418.041,0.994
418.071,0.986
418.101,0.993
418.131,0.993
418.161,1.002
418.191,0.995
418.221,0.999
418.251,0.993
418.281,0.979
418.311,0.980
418.341,0.989
418.371,0.984
418.401,0.986
418.431,0.995
418.461,0.994
418.491,1.002
418.521,0.995
418.551,0.992
418.581,0.995
418.611,0.987
418.641,0.992
418.671,0.987
418.701,0.996
418.731,0.994
418.761,0.991
418.791,0.995
418.821,0.988
418.851,0.987
418.881,1.000
418.911,0.988
418.941,0.975
418.971,0.994
419.001,0.992
419.031,0.988
419.061,0.998
419.091,0.988
419.121,0.990
419.151,1.002
419.181,0.995
419.211,0.993
419.241,1.002
419.271,1.009
419.301,1.001
419.331,0.978
419.361,0.979
419.391,0.980
419.421,0.979
419.451,0.986
419.481,0.995
419.511,0.997
419.541,0.990
419.571,0.993
419.601,0.998
419.631,1.001
419.661,0.993
419.691,0.985
419.721,0.995
419.751,0.994
419.781,0.992
419.811,0.990
419.841,0.988
419.871,0.982
419.901,0.986
419.931,0.998
419.961,0.997
419.991,0.984
420.021,0.988
420.051,0.996
420.081,0.984
420.111,0.993
420.141,1.021
420.171,0.989
420.201,0.961
420.231,0.983
420.261,0.985
420.291,0.986
420.321,1.018
420.351,1.020
420.381,1.036
420.411,1.037
420.441,1.017
420.471,0.990
420.501,0.963
420.531,0.982
420.561,0.965
420.591,0.971
420.621,1.015
420.651,1.024
420.681,1.004
420.711,0.988
420.741,0.983
420.771,0.985
420.801,0.962
420.831,0.955
420.861,0.963
420.891,0.984
420.921,1.000
420.951,1.002
420.981,0.982
421.011,0.987
421.041,0.976
421.071,0.979
421.101,0.996
421.131,0.992
421.161,1.001
421.191,0.990
421.221,0.988
421.251,0.988
421.281,0.983
421.311,1.004
421.341,0.993
421.371,0.976
421.401,0.981
421.431,0.971
421.461,0.971
421.491,1.009
421.521,1.003
421.551,0.976
421.581,0.992
421.611,1.027
421.641,1.001
421.671,0.986
421.701,0.981
421.731,0.978
421.761,0.983
421.791,0.981
421.821,0.996
421.851,0.994
421.881,1.002
421.911,0.995
421.941,0.980
421.971,1.007
422.001,0.995
422.031,0.993
422.061,1.000
422.091,0.991
422.121,0.990
422.151,0.993
422.181,0.993
422.211,0.995
422.241,0.994
422.271,0.990
422.301,0.986
422.331,0.992
422.361,0.986
422.391,0.990
422.421,1.001
422.451,0.995
422.481,0.994
422.511,1.010
422.541,1.009
422.571,1.013
422.601,1.045
422.631,1.083
422.661,1.125
422.691,1.084
422.721,1.039
422.751,1.039
422.781,1.052
422.811,1.081
422.841,1.053
422.871,1.036
422.901,1.027
422.931,1.020
422.961,1.009
422.991,0.983
423.021,0.973
423.051,0.879
423.081,0.895
423.111,0.924
423.141,0.912
423.171,0.941
423.201,0.971
423.231,0.935
423.261,0.896
423.291,0.979
423.321,0.968
423.351,0.908
423.381,0.962
423.411,1.019
423.441,0.979
423.471,0.999
423.501,0.995
423.531,0.953
423.561,0.943
423.591,1.021
423.621,0.978
423.651,0.989
423.681,0.966
423.711,0.988
423.741,1.013
423.771,1.019
423.801,1.008
423.831,1.015
423.861,0.996
423.891,0.956
423.921,0.975
423.951,0.989
423.981,1.028
424.011,1.052
424.041,1.063
424.071,1.020
424.101,1.045
424.131,1.044
424.161,1.029
424.191,0.998
424.221,0.988
424.251,0.960
424.281,0.904
424.311,0.971
424.341,0.933
424.371,0.940
424.401,1.004
424.431,1.022
424.461,0.947
424.491,0.953
424.521,0.984
424.551,1.013
424.581,0.967
424.611,1.041
424.641,1.048
424.671,1.020
424.701,1.033
424.731,1.080
424.761,1.111
424.791,1.073
424.821,1.052
424.851,1.091
424.881,1.063
424.911,1.069
424.941,1.029
424.971,1.033
425.001,1.022
425.031,1.010
425.061,1.033
425.091,1.056
425.121,1.071
425.151,1.039
425.181,1.004
425.211,1.005
425.241,1.007
425.271,1.014
425.301,1.018
425.331,1.054
425.361,1.089
425.391,1.029
425.421,1.017
425.451,1.049
425.481,1.026
425.511,0.994
425.541,1.024
425.571,1.022
425.601,0.996
425.631,1.032
425.661,1.010
425.691,1.022
425.721,0.969
425.751,0.995
425.781,1.039
425.811,1.026
425.841,1.030
425.871,0.989
425.901,0.969
425.931,0.982
425.961,0.949
425.991,0.929
426.021,0.985
426.051,1.023
426.081,1.105
426.111,1.102
426.141,1.088
426.171,1.085
426.201,1.006
426.231,0.992
426.261,1.099
426.291,1.120
426.321,1.073
426.351,1.014
426.381,1.013
426.411,0.954
426.441,0.978
426.471,0.958
426.501,0.932
426.531,0.973
426.561,1.029
426.591,1.007
426.621,0.982
426.651,0.984
426.681,1.017
426.711,1.013
426.741,0.988
426.771,0.970
426.801,0.996
426.831,0.989
426.861,0.972
426.891,0.987
426.921,0.971
426.951,0.995
426.981,1.021
427.011,0.979
427.041,0.967
427.071,0.988
427.101,1.002
427.131,0.998
427.161,1.023
427.191,1.036
427.221,1.075
427.251,1.054
427.281,1.025
427.311,0.976
427.341,0.938
427.371,0.984
427.401,0.963
427.431,0.999
427.461,1.018
427.491,0.975
427.521,0.980
427.551,0.990
427.581,1.012
427.611,0.990
427.641,0.944
427.671,0.905
427.701,0.800
427.731,0.796
427.761,0.881
427.791,0.955
427.821,1.150
427.851,1.324
427.881,1.263
427.911,1.163
427.941,1.066
427.971,1.098
428.001,1.081
428.031,1.103
428.061,1.088
428.091,1.040
428.121,1.115
428.151,1.104
428.181,1.014
428.211,1.009
428.241,0.957
428.271,1.007
428.301,1.066
428.331,1.074
428.361,1.139
428.391,1.134
428.421,1.070
428.451,0.960
428.481,1.049
428.511,1.053
428.541,1.046
428.571,1.056
428.601,0.969
428.631,1.045
428.661,1.014
428.691,1.089
428.721,1.153
428.751,1.136
428.781,1.273
428.811,1.289
428.841,1.219
428.871,1.163
428.901,1.157
428.931,1.063
428.961,0.994
428.991,0.943
429.021,0.952
429.051,0.961
429.081,0.953
429.111,0.937
429.141,0.946
429.171,0.923
429.201,0.945
429.231,0.975
429.261,0.991
429.291,0.979
429.321,0.983
429.351,0.961
429.381,0.977
429.411,0.969
429.441,0.935
429.471,0.969
429.501,0.979
429.531,0.997
429.561,1.019
429.591,0.975
429.621,0.967
429.651,1.073
429.681,1.025
429.711,1.010
429.741,0.997
429.771,1.050
429.801,1.081
429.831,1.035
429.861,1.032
429.891,1.021
429.921,0.984
429.951,1.018
429.981,1.054
430.011,0.978
430.041,1.023
430.071,1.010
430.101,1.042
430.131,0.964
430.161,0.958
430.191,0.991
430.221,0.966
430.251,0.976
430.281,0.962
430.311,0.979
430.341,0.961
430.371,0.956
430.401,0.976
430.431,0.990
430.461,1.003
430.491,1.035
430.521,1.049
430.551,1.028
430.581,1.021
430.611,1.023
430.641,1.015
430.671,1.046
430.701,1.018
430.731,1.005
430.761,0.964
430.791,0.990
430.821,0.998
430.851,1.008
430.881,1.002
430.911,0.958
430.941,0.981
430.971,1.005
431.001,1.012
431.031,1.019
431.061,1.022
431.091,1.019
431.121,0.973
431.151,1.031
431.181,1.042
431.211,1.010
431.241,1.000
431.271,0.992
431.301,0.980
431.331,0.994
431.361,1.017
431.391,1.016
431.421,0.998
431.451,1.004
431.481,1.008
431.511,0.998
431.541,1.011
431.571,1.002
431.601,0.990
431.631,1.007
431.661,1.018
431.691,0.984
431.721,0.989
431.751,1.004
431.781,1.027
431.811,1.028
431.841,1.011
431.871,0.982
431.901,0.995
431.931,1.002
431.961,1.013
431.991,0.992
432.021,0.987
432.051,0.988
432.081,0.999
432.111,1.007
432.141,1.008
432.171,1.000
432.201,1.009
432.231,1.002
432.261,0.997
432.291,0.993
432.321,0.993
432.351,1.018
432.381,1.014
432.411,1.006
432.441,1.004
432.471,0.989
432.501,0.983
432.531,1.014
432.561,1.010
432.591,1.002
432.621,1.009
432.651,1.012
432.681,0.998
432.711,0.992
432.741,1.010
432.771,1.006
432.801,1.009
432.831,1.014
432.861,1.013
432.891,1.017
432.921,1.017
432.951,1.008
432.981,1.016
433.011,1.014
433.041,0.995
433.071,0.997
433.101,0.993
433.131,1.003
433.161,1.020
433.191,1.018
433.221,1.008
433.251,1.014
433.281,1.009
433.311,1.013
433.341,1.003
433.371,1.005
433.401,1.007
433.431,1.002
433.461,1.003
433.491,1.019
433.521,1.020
433.551,1.027
433.581,1.024
433.611,1.007
433.641,1.001
433.671,0.997
433.701,0.987
433.731,1.005
433.761,1.015
433.791,1.015
433.821,1.012
433.851,1.009
433.881,1.010
433.911,1.004
433.941,1.017
433.971,1.014
434.001,1.003
434.031,0.993
434.061,1.013
434.091,1.022
434.121,1.006
434.151,1.003
434.181,1.003
434.211,1.005
434.241,1.004
434.271,0.998
434.301,1.009
434.331,1.016
434.361,1.016
434.391,1.000
434.421,0.994
434.451,0.997
434.481,1.022
434.511,1.017
434.541,1.006
434.571,1.011
434.601,1.005
434.631,1.009
434.661,1.004
434.691,1.018
434.721,1.011
434.751,1.005
434.781,1.008
434.811,1.017
434.841,1.021
434.871,1.027
434.901,1.006
434.931,1.001
434.961,1.011
434.991,1.014
435.021,1.007
435.051,1.035
435.081,1.021
435.111,0.995
435.141,1.020
435.171,1.026
435.201,1.040
435.231,1.040
435.261,1.023
435.291,1.000
435.321,0.989
435.351,1.016
435.381,1.024
435.411,1.021
435.441,1.008
435.471,1.008
435.501,1.006
435.531,1.013
435.561,1.011
435.591,1.015
435.621,1.010
435.651,1.021
435.681,1.015
435.711,1.022
435.741,1.012
435.771,1.010
435.801,0.996
435.831,1.016
435.861,1.008
435.891,1.013
435.921,1.016
435.951,1.013
435.981,1.022
436.011,1.019
436.041,1.018
436.071,1.020
436.101,1.018
436.131,1.008
436.161,0.994
436.191,1.000
436.221,1.020
436.251,1.021
436.281,1.015
436.311,1.021
436.341,1.014
436.371,1.006
436.401,1.010
436.431,1.005
436.461,1.014
436.491,1.021
436.521,1.021
436.551,1.016
436.581,1.013
436.611,1.011
436.641,1.010
436.671,1.014
436.701,1.011
436.731,1.006
436.761,1.011
436.791,1.012
436.821,1.019
436.851,1.006
436.881,1.010
436.911,1.013
436.941,1.013
436.971,1.018
437.001,1.004
437.031,1.066
437.061,1.055
437.091,1.016
437.121,1.000
437.151,1.014
437.181,1.008
437.211,1.032
437.241,0.999
437.271,1.012
437.301,0.989
437.331,0.976
437.361,1.007
437.391,0.991
437.421,1.000
437.451,1.003
437.481,1.020
437.511,1.019
437.541,0.996
437.571,1.001
437.601,0.996
437.631,1.001
437.661,1.023
437.691,1.039
437.721,1.045
437.751,1.020
437.781,1.005
437.811,0.998
437.841,0.998
437.871,1.017
437.901,1.013
437.931,1.021
437.961,1.008
437.991,1.018
438.021,1.014
438.051,1.017
438.081,1.016
438.111,1.007
438.141,1.019
438.171,1.021
438.201,1.028
438.231,1.026
438.261,1.014
438.291,1.011
438.321,1.007
438.351,1.009
438.381,1.015
438.411,1.016
438.441,1.007
438.471,1.002
438.501,1.012
438.531,1.018
438.561,1.019
438.591,1.015
438.621,1.012
438.651,1.019
438.681,1.020
438.711,1.017
438.741,1.013
438.771,1.014
438.801,1.015
438.831,1.008
438.861,1.003
438.891,0.993
438.921,0.998
438.951,1.009
438.981,1.006
439.011,1.010
439.041,1.018
439.071,1.018
439.101,1.010
439.131,1.008
439.161,1.005
439.191,1.012
439.221,1.008
439.251,1.004
439.281,1.013
439.311,1.003
439.341,1.001
439.371,1.010
439.401,1.016
439.431,1.031
439.461,1.022
439.491,1.012
439.521,1.018
439.551,0.997
439.581,1.002
439.611,1.005
439.641,1.009
439.671,1.021
439.701,1.021
439.731,1.021
439.761,1.014
439.791,1.020
439.821,1.018
439.851,1.015
439.881,1.013
439.911,1.006
439.941,1.015
439.971,1.014
440.001,1.021
440.031,1.012
440.061,1.014
440.091,1.012
440.121,1.013
440.151,1.017
440.181,1.019
440.211,1.020
440.241,1.017
440.271,1.016
440.301,1.011
440.331,1.011
440.361,1.014
440.391,1.018
440.421,1.015
440.451,1.018
440.481,1.017
440.511,1.015
440.541,1.010
440.571,1.008
440.601,1.008
440.631,1.016
440.661,1.018
440.691,1.018
440.721,1.017
440.751,1.009
440.781,1.010
440.811,1.016
440.841,1.012
440.871,1.017
440.901,1.013
440.931,1.014
440.961,1.021
440.991,1.016
441.021,1.010
441.051,1.018
441.081,1.018
441.111,1.010
441.141,1.018
441.171,1.012
441.201,1.015
441.231,1.012
441.261,1.014
441.291,1.018
441.321,1.011
441.351,1.010
441.381,1.014
441.411,1.014
441.441,1.010
441.471,1.016
441.501,1.018
441.531,1.015
441.561,1.011
441.591,1.016
441.621,1.007
441.651,1.011
441.681,1.016
441.711,1.012
441.741,1.009
441.771,1.015
441.801,1.015
441.831,1.018
441.861,1.008
441.891,1.013
441.921,1.013
441.951,1.010
441.981,1.010
442.011,1.012
442.041,1.012
442.071,1.016
442.101,1.013
442.131,1.012
442.161,1.017
442.191,1.012
442.221,1.015
442.251,1.011
442.281,1.012
442.311,1.012
442.341,1.019
442.371,1.016
442.401,1.012
442.431,1.016
442.461,1.016
442.491,1.013
442.521,1.018
442.551,1.015
442.581,1.017
442.611,1.017
442.641,1.011
442.671,1.013
442.701,1.012
442.731,1.009
442.761,1.013
442.791,1.014
442.821,1.012
442.851,1.013
442.881,1.016
442.911,1.012
442.941,1.016
442.971,1.014
443.001,1.007
443.031,1.013
443.061,1.020
443.091,1.007
443.121,1.018
443.151,1.017
443.181,1.008
443.211,1.011
443.241,1.020
443.271,1.014
443.301,1.016
443.331,1.010
443.361,1.010
443.391,1.012
443.421,1.012
443.451,1.013
443.481,1.010
443.511,1.018
443.541,1.015
443.571,1.012
443.601,1.013
443.631,1.013
443.661,1.010
443.691,1.005
443.721,1.013
443.751,1.017
443.781,1.015
443.811,1.016
443.841,1.008
443.871,1.012
443.901,1.017
443.931,1.014
443.961,1.009
443.991,1.017
444.021,1.019
444.051,1.013
444.081,1.017
444.111,1.014
444.141,1.014
444.171,1.012
444.201,1.016
444.231,1.011
444.261,1.017
444.291,1.014
444.321,1.015
444.351,1.013
444.381,1.014
