df_hash,22ZHK4.DL526H
138.028,1.058
138.058,1.055
138.088,1.055
138.118,1.051
138.148,1.050
138.178,1.054
138.208,1.051
138.238,1.058
138.268,1.051
138.298,1.058
138.328,1.058
138.358,1.051
138.388,1.050
138.418,1.055
138.448,1.054
138.478,1.053
138.508,1.055
138.538,1.055
138.568,1.053
138.598,1.050
138.628,1.053
138.658,1.055
138.688,1.046
138.718,1.054
138.748,1.056
138.778,1.053
138.808,1.054
138.838,1.051
138.868,1.054
138.898,1.052
138.928,1.052
138.958,1.052
138.988,1.052
139.018,1.058
139.048,1.059
139.078,1.051
139.108,1.048
139.138,1.057
139.168,1.054
139.198,1.058
139.228,1.055
139.258,1.054
139.288,1.053
139.318,1.052
139.348,1.053
139.378,1.051
139.408,1.053
139.438,1.051
139.468,1.058
139.498,1.056
139.528,1.050
139.558,1.054
139.588,1.050
139.618,1.053
139.648,1.053
139.678,1.054
139.708,1.049
139.738,1.058
139.768,1.057
139.798,1.051
139.828,1.049
139.858,1.052
139.888,1.049
139.918,1.053
139.948,1.057
139.978,1.056
140.008,1.058
140.038,1.054
140.068,1.053
140.098,1.053
140.128,1.053
140.158,1.049
140.188,1.054
140.218,1.057
140.248,1.055
140.278,1.055
140.308,1.052
140.338,1.056
140.368,1.049
140.398,1.055
140.428,1.049
140.458,1.056
140.488,1.059
140.518,1.050
140.548,1.050
140.578,1.050
140.608,1.055
140.638,1.053
140.668,1.053
140.698,1.054
140.728,1.056
140.758,1.055
140.788,1.055
140.818,1.052
140.848,1.048
140.878,1.048
140.908,1.057
140.938,1.058
140.968,1.057
140.998,1.052
141.028,1.053
141.058,1.049
141.088,1.051
141.118,1.060
141.148,1.051
141.178,1.055
141.208,1.056
141.238,1.060
141.268,1.051
141.298,1.050
141.328,1.051
141.358,1.050
141.388,1.052
141.418,1.051
141.448,1.054
141.478,1.052
141.508,1.053
141.538,1.054
141.568,1.051
141.598,1.050
141.628,1.051
141.658,1.056
141.688,1.052
141.718,1.053
141.748,1.055
141.778,1.052
141.808,1.053
141.838,1.052
141.868,1.048
141.898,1.052
141.928,1.056
141.958,1.058
141.988,1.051
142.018,1.052
142.048,1.057
142.078,1.053
142.108,1.052
142.138,1.051
142.168,1.056
142.198,1.055
142.228,1.053
142.258,1.052
142.288,1.054
142.318,1.048
142.348,1.051
142.378,1.058
142.408,1.054
142.438,1.051
142.468,1.048
142.498,1.047
142.528,1.053
142.558,1.047
142.588,1.058
142.618,1.049
142.648,1.060
142.678,1.053
142.708,1.049
142.738,1.052
142.768,1.057
142.798,1.051
142.828,1.054
142.858,1.054
142.888,1.050
142.918,1.053
142.948,1.052
142.978,1.058
143.008,1.056
143.038,1.050
143.068,1.051
143.098,1.056
143.128,1.053
143.158,1.051
143.188,1.047
143.218,1.053
143.248,1.053
143.278,1.050
143.308,1.053
143.338,1.048
143.368,1.056
143.398,1.060
143.428,1.051
143.458,1.047
143.488,1.052
143.518,1.057
143.548,1.057
143.578,1.050
143.608,1.055
143.638,1.056
143.668,1.054
143.698,1.052
143.728,1.052
143.758,1.051
143.788,1.050
143.818,1.052
143.848,1.059
143.878,1.054
143.908,1.052
143.938,1.054
143.968,1.054
143.998,1.052
144.028,1.051
144.058,1.047
144.088,1.053
144.118,1.055
144.148,1.057
144.178,1.051
144.208,1.051
144.238,1.051
144.268,1.052
144.298,1.051
144.328,1.050
144.358,1.055
144.388,1.053
144.418,1.051
144.448,1.052
144.478,1.053
144.508,1.052
144.538,1.047
144.568,1.051
144.598,1.056
144.628,1.053
144.658,1.052
144.688,1.052
144.718,1.050
144.748,1.054
144.778,1.051
144.808,1.052
144.838,1.051
144.868,1.057
144.898,1.062
144.928,1.052
144.958,1.049
144.988,1.053
145.018,1.057
145.048,1.056
145.078,1.055
145.108,1.050
145.138,1.054
145.168,1.057
145.198,1.051
145.228,1.054
145.258,1.052
145.288,1.049
145.318,1.049
145.348,1.059
145.378,1.057
145.408,1.052
145.438,1.055
145.468,1.052
145.498,1.055
145.528,1.051
145.558,1.052
145.588,1.047
145.618,1.055
145.648,1.057
145.678,1.056
145.708,1.050
145.738,1.055
145.768,1.053
145.798,1.050
145.828,1.051
145.858,1.055
145.888,1.058
145.918,1.051
145.948,1.055
145.978,1.056
146.008,1.050
146.038,1.051
146.068,1.053
146.098,1.059
146.128,1.053
146.158,1.052
146.188,1.052
146.218,1.051
146.248,1.053
146.278,1.055
146.308,1.049
146.338,1.050
146.368,1.061
146.398,1.055
146.428,1.050
146.458,1.052
146.488,1.055
146.518,1.052
146.548,1.052
146.578,1.055
146.608,1.054
146.638,1.055
146.668,1.051
146.698,1.055
146.728,1.052
146.758,1.048
146.788,1.052
146.818,1.060
146.848,1.060
146.878,1.052
146.908,1.056
146.938,1.053
146.968,1.051
146.998,1.047
147.028,1.061
147.058,1.051
147.088,1.054
147.118,1.052
147.148,1.053
147.178,1.049
147.208,1.051
147.238,1.055
147.268,1.054
147.298,1.053
147.328,1.054
147.358,1.053
147.388,1.052
147.418,1.051
147.448,1.051
147.478,1.055
147.508,1.049
147.538,1.053
147.568,1.057
147.598,1.061
147.628,1.053
147.658,1.053
147.688,1.053
147.718,1.052
147.748,1.051
147.778,1.052
147.808,1.053
147.838,1.058
147.868,1.055
147.898,1.050
147.928,1.052
147.958,1.053
147.988,1.053
148.018,1.054
148.048,1.050
148.078,1.058
148.108,1.057
148.138,1.055
148.168,1.053
148.198,1.057
148.228,1.054
148.258,1.046
148.288,1.051
148.318,1.060
148.348,1.055
148.378,1.050
148.408,1.052
148.438,1.050
148.468,1.052
148.498,1.052
148.528,1.051
148.558,1.055
148.588,1.057
148.618,1.054
148.648,1.053
148.678,1.050
148.708,1.051
148.738,1.053
148.768,1.054
148.798,1.054
148.828,1.054
148.858,1.055
148.888,1.052
148.918,1.052
148.948,1.052
148.978,1.046
149.008,1.052
149.038,1.054
149.068,1.058
149.098,1.054
149.128,1.056
149.158,1.051
149.188,1.053
149.218,1.055
149.248,1.053
149.278,1.045
149.308,1.059
149.338,1.059
149.368,1.056
149.398,1.051
149.428,1.051
149.458,1.051
149.488,1.054
149.518,1.051
149.548,1.059
149.578,1.053
149.608,1.055
149.638,1.053
149.668,1.056
149.698,1.049
149.728,1.051
149.758,1.055
149.788,1.053
149.818,1.050
149.848,1.052
149.878,1.051
149.908,1.055
149.938,1.056
149.968,1.055
149.998,1.048
150.028,1.055
150.058,1.058
150.088,1.052
150.118,1.049
150.148,1.051
150.178,1.051
150.208,1.056
150.238,1.057
150.268,1.053
150.298,1.052
150.328,1.054
150.358,1.053
150.388,1.053
150.418,1.048
150.448,1.058
150.478,1.055
150.508,1.058
150.538,1.052
150.568,1.053
150.598,1.052
150.628,1.052
150.658,1.051
150.688,1.052
150.718,1.050
150.748,1.055
150.778,1.052
150.808,1.057
150.838,1.051
150.868,1.049
150.898,1.050
150.928,1.055
150.958,1.053
150.988,1.055
151.018,1.057
151.048,1.054
151.078,1.050
151.108,1.053
151.138,1.054
151.168,1.050
151.198,1.053
151.228,1.056
151.258,1.060
151.288,1.054
151.318,1.054
151.348,1.052
151.378,1.053
151.408,1.051
151.438,1.052
151.468,1.051
151.498,1.056
151.528,1.054
151.558,1.053
151.588,1.052
151.618,1.052
151.648,1.050
151.678,1.051
151.708,1.051
151.738,1.052
151.768,1.057
151.798,1.052
151.828,1.051
151.858,1.049
151.888,1.045
151.918,1.056
151.948,1.058
151.978,1.057
152.008,1.050
152.038,1.050
152.068,1.051
152.098,1.055
152.128,1.055
152.158,1.053
152.188,1.045
152.218,1.059
152.248,1.057
152.278,1.050
152.308,1.049
152.338,1.059
152.368,1.051
152.398,1.052
152.428,1.055
152.458,1.057
152.488,1.057
152.518,1.051
152.548,1.053
152.578,1.056
152.608,1.050
152.638,1.051
152.668,1.056
152.698,1.057
152.728,1.051
152.758,1.050
152.788,1.052
152.818,1.052
152.848,1.052
152.878,1.054
152.908,1.048
152.938,1.058
152.968,1.049
152.998,1.051
153.028,1.052
153.058,1.052
153.088,1.052
153.118,1.049
153.148,1.054
153.178,1.057
153.208,1.057
153.238,1.051
153.268,1.054
153.298,1.056
153.328,1.049
153.358,1.052
153.388,1.054
153.418,1.053
153.448,1.050
153.478,1.052
153.508,1.055
153.538,1.052
153.568,1.054
153.598,1.052
153.628,1.045
153.658,1.057
153.688,1.057
153.718,1.051
153.748,1.051
153.778,1.053
153.808,1.056
153.838,1.055
153.868,1.054
153.898,1.057
153.928,1.054
153.958,1.054
153.988,1.054
154.018,1.054
154.048,1.045
154.078,1.052
154.108,1.059
154.138,1.059
154.168,1.054
154.198,1.052
154.228,1.055
154.258,1.053
154.288,1.053
154.318,1.054
154.348,1.051
154.378,1.057
154.408,1.058
154.438,1.056
154.468,1.051
154.498,1.049
154.528,1.053
154.558,1.055
154.588,1.054
154.618,1.057
154.648,1.060
154.678,1.054
154.708,1.055
154.738,1.053
154.768,1.050
154.798,1.050
154.828,1.052
154.858,1.061
154.888,1.053
154.918,1.054
154.948,1.051
154.978,1.053
155.008,1.055
155.038,1.054
155.068,1.048
155.098,1.055
155.128,1.056
155.158,1.054
155.188,1.050
155.218,1.049
155.248,1.050
155.278,1.053
155.308,1.054
155.338,1.055
155.368,1.055
155.398,1.053
155.428,1.052
155.458,1.055
155.488,1.053
155.518,1.050
155.548,1.057
155.578,1.061
155.608,1.053
155.638,1.046
155.668,1.046
155.698,1.049
155.728,1.059
155.758,1.054
155.788,1.051
155.818,1.049
155.848,1.059
155.878,1.058
155.908,1.051
155.938,1.052
155.968,1.051
155.998,1.054
156.028,1.058
156.058,1.055
156.088,1.054
156.118,1.053
156.148,1.052
156.178,1.052
156.208,1.052
156.238,1.049
156.268,1.055
156.298,1.059
156.328,1.053
156.358,1.050
156.388,1.055
156.418,1.053
156.448,1.057
156.478,1.049
156.508,1.055
156.538,1.047
156.568,1.055
156.598,1.053
156.628,1.051
156.658,1.051
156.688,1.053
156.718,1.056
156.748,1.053
156.778,1.053
156.808,1.057
156.838,1.054
156.868,1.052
156.898,1.054
156.928,1.051
156.958,1.048
156.988,1.052
157.018,1.057
157.048,1.051
157.078,1.056
157.108,1.053
157.138,1.053
157.168,1.053
157.198,1.050
157.228,1.052
157.258,1.048
157.288,1.058
157.318,1.056
157.348,1.053
157.378,1.049
157.408,1.052
157.438,1.054
157.468,1.058
157.498,1.056
157.528,1.052
157.558,1.055
157.588,1.056
157.618,1.055
157.648,1.053
157.678,1.052
157.708,1.050
157.738,1.051
157.768,1.055
157.798,1.053
157.828,1.054
157.858,1.050
157.888,1.051
157.918,1.054
157.948,1.055
157.978,1.053
158.008,1.047
158.038,1.054
158.068,1.059
158.098,1.054
158.128,1.051
158.158,1.051
158.188,1.051
158.218,1.053
158.248,1.055
158.278,1.053
158.308,1.056
158.338,1.053
158.368,1.055
158.398,1.055
158.428,1.053
158.458,1.047
158.488,1.052
158.518,1.055
158.548,1.057
158.578,1.054
158.608,1.056
158.638,1.055
158.668,1.050
158.698,1.054
158.728,1.050
158.758,1.044
158.788,1.060
158.818,1.062
158.848,1.053
158.878,1.053
158.908,1.054
158.938,1.059
158.968,1.051
158.998,1.052
159.028,1.054
159.058,1.056
159.088,1.055
159.118,1.056
159.148,1.055
159.178,1.050
159.208,1.044
159.238,1.056
159.268,1.059
159.298,1.057
159.328,1.050
159.358,1.048
159.388,1.052
159.418,1.055
159.448,1.054
159.478,1.055
159.508,1.047
159.538,1.055
159.568,1.055
159.598,1.053
159.628,1.050
159.658,1.055
159.688,1.050
159.718,1.052
159.748,1.051
159.778,1.057
159.808,1.056
159.838,1.048
159.868,1.056
159.898,1.054
159.928,1.051
159.958,1.056
159.988,1.053
160.018,1.057
160.048,1.050
160.078,1.058
160.108,1.054
160.138,1.058
160.168,1.054
160.198,1.050
160.228,1.046
160.258,1.053
160.288,1.055
160.318,1.056
160.348,1.054
160.378,1.055
160.408,1.057
160.438,1.052
160.468,1.053
160.498,1.054
160.528,1.054
160.558,1.055
160.588,1.055
160.618,1.056
160.648,1.055
160.678,1.059
160.708,1.053
160.738,1.060
160.768,1.058
160.798,1.052
160.828,1.049
160.858,1.052
160.888,1.052
160.918,1.050
160.948,1.054
160.978,1.056
161.008,1.055
161.038,1.054
161.068,1.051
161.098,1.056
161.128,1.051
161.158,1.050
161.188,1.054
161.218,1.055
161.248,1.055
161.278,1.055
161.308,1.053
161.338,1.055
161.368,1.055
161.398,1.058
161.428,1.049
161.458,1.051
161.488,1.061
161.518,1.054
161.548,1.054
161.578,1.052
161.608,1.053
161.638,1.054
161.668,1.054
161.698,1.048
161.728,1.056
161.758,1.058
161.788,1.056
161.818,1.051
161.848,1.053
161.878,1.056
161.908,1.050
161.938,1.053
161.968,1.057
161.998,1.056
162.028,1.053
162.058,1.055
162.088,1.053
162.118,1.052
162.148,1.050
162.178,1.053
162.208,1.058
162.238,1.053
162.268,1.056
162.298,1.054
162.328,1.053
162.358,1.052
162.388,1.053
162.418,1.049
162.448,1.053
162.478,1.054
162.508,1.056
162.538,1.050
162.568,1.050
162.598,1.055
162.628,1.052
162.658,1.052
162.688,1.055
162.718,1.056
162.748,1.051
162.778,1.051
162.808,1.056
162.838,1.051
162.868,1.051
162.898,1.052
162.928,1.064
162.958,1.053
162.988,1.048
163.018,1.054
163.048,1.055
163.078,1.052
163.108,1.049
163.138,1.055
163.168,1.050
163.198,1.056
163.228,1.054
163.258,1.050
163.288,1.053
163.318,1.055
163.348,1.049
163.378,1.053
163.408,1.053
163.438,1.057
163.468,1.053
163.498,1.053
163.528,1.050
163.558,1.052
163.588,1.051
163.618,1.051
163.648,1.058
163.678,1.051
163.708,1.052
163.738,1.049
163.768,1.054
163.798,1.052
163.828,1.048
163.858,1.059
163.888,1.053
163.918,1.059
163.948,1.059
163.978,1.051
164.008,1.055
164.038,1.052
164.068,1.053
164.098,1.050
164.128,1.054
164.158,1.055
164.188,1.051
164.218,1.055
164.248,1.055
164.278,1.055
164.308,1.047
164.338,1.051
164.368,1.058
164.398,1.053
164.428,1.050
164.458,1.050
164.488,1.052
164.518,1.055
164.548,1.048
164.578,1.052
164.608,1.051
164.638,1.056
164.668,1.058
164.698,1.052
164.728,1.051
164.758,1.050
164.788,1.052
164.818,1.053
164.848,1.054
164.878,1.056
164.908,1.053
164.938,1.052
164.968,1.056
164.998,1.057
165.028,1.047
165.058,1.050
165.088,1.054
165.118,1.054
165.148,1.055
165.178,1.053
165.208,1.054
165.238,1.053
165.268,1.054
165.298,1.054
165.328,1.048
165.358,1.056
165.388,1.055
165.418,1.053
165.448,1.050
165.478,1.052
165.508,1.056
165.538,1.056
165.568,1.052
165.598,1.056
165.628,1.056
165.658,1.054
165.688,1.053
165.718,1.054
165.748,1.054
165.778,1.051
165.808,1.051
165.838,1.059
165.868,1.053
165.898,1.051
165.928,1.053
165.958,1.053
165.988,1.053
166.018,1.049
166.048,1.052
166.078,1.052
166.108,1.055
166.138,1.058
166.168,1.053
166.198,1.051
166.228,1.047
166.258,1.055
166.288,1.054
166.318,1.058
166.348,1.057
166.378,1.055
166.408,1.055
166.438,1.057
166.468,1.054
166.498,1.050
166.528,1.051
166.558,1.058
166.588,1.052
166.618,1.051
166.648,1.048
166.678,1.050
166.708,1.053
166.738,1.049
166.768,1.056
166.798,1.049
166.828,1.058
166.858,1.054
166.888,1.050
166.918,1.059
166.948,1.054
166.978,1.052
167.008,1.053
167.038,1.057
167.068,1.054
167.098,1.055
167.128,1.052
167.158,1.053
167.188,1.049
167.218,1.055
167.248,1.057
167.278,1.060
167.308,1.053
167.338,1.051
167.368,1.050
167.398,1.055
167.428,1.058
167.458,1.049
167.488,1.050
167.518,1.054
167.548,1.060
167.578,1.054
167.608,1.050
167.638,1.053
167.668,1.054
167.698,1.053
167.728,1.055
167.758,1.056
167.788,1.055
167.818,1.056
167.848,1.052
167.878,1.056
167.908,1.053
167.938,1.049
167.968,1.053
167.998,1.057
168.028,1.053
168.058,1.057
168.088,1.054
168.118,1.056
168.148,1.052
168.178,1.050
168.208,1.052
168.238,1.054
168.268,1.056
168.298,1.056
168.328,1.051
168.358,1.051
168.388,1.051
168.418,1.053
168.448,1.055
168.478,1.053
168.508,1.055
168.538,1.055
168.568,1.052
168.598,1.056
168.628,1.054
168.658,1.048
168.688,1.051
168.718,1.057
168.748,1.056
168.778,1.055
168.808,1.053
168.838,1.055
168.868,1.051
168.898,1.054
168.928,1.055
168.958,1.051
168.988,1.055
169.018,1.052
169.048,1.055
169.078,1.051
169.108,1.051
169.138,1.055
169.168,1.053
169.198,1.050
169.228,1.053
169.258,1.055
169.288,1.052
169.318,1.053
169.348,1.057
169.378,1.057
169.408,1.047
169.438,1.050
169.468,1.059
169.498,1.056
169.528,1.051
169.558,1.049
169.588,1.049
169.618,1.049
169.648,1.052
169.678,1.052
169.708,1.047
169.738,1.055
169.768,1.057
169.798,1.053
169.828,1.050
169.858,1.053
169.888,1.055
169.918,1.055
169.948,1.051
169.978,1.056
170.008,1.056
170.038,1.053
170.068,1.052
170.098,1.056
170.128,1.050
170.158,1.052
170.188,1.057
170.218,1.062
170.248,1.052
170.278,1.054
170.308,1.054
170.338,1.051
170.368,1.055
170.398,1.054
170.428,1.052
170.458,1.057
170.488,1.053
170.518,1.055
170.548,1.052
170.578,1.051
170.608,1.052
170.638,1.056
170.668,1.055
170.698,1.055
170.728,1.054
170.758,1.052
170.788,1.053
170.818,1.052
170.848,1.054
170.878,1.051
170.908,1.050
170.938,1.055
170.968,1.050
170.998,1.052
171.028,1.052
171.058,1.053
171.088,1.054
171.118,1.055
171.148,1.053
171.178,1.052
171.208,1.056
171.238,1.056
171.268,1.053
171.298,1.049
171.328,1.054
171.358,1.054
171.388,1.051
171.418,1.053
171.448,1.054
171.478,1.055
171.508,1.053
171.538,1.053
171.568,1.053
171.598,1.052
171.628,1.048
171.658,1.054
171.688,1.059
171.718,1.055
171.748,1.054
171.778,1.053
171.808,1.055
171.838,1.048
171.868,1.050
171.898,1.055
171.928,1.052
171.958,1.059
171.988,1.055
172.018,1.054
172.048,1.052
172.078,1.053
172.108,1.054
172.138,1.054
172.168,1.056
172.198,1.053
172.228,1.055
172.258,1.055
172.288,1.053
172.318,1.050
172.348,1.051
172.378,1.052
172.408,1.054
172.438,1.059
172.468,1.053
172.498,1.054
172.528,1.050
172.558,1.051
172.588,1.051
172.618,1.050
172.648,1.055
172.678,1.053
172.708,1.054
172.738,1.057
172.768,1.053
172.798,1.052
172.828,1.050
172.858,1.053
172.888,1.053
172.918,1.056
172.948,1.055
172.978,1.056
173.008,1.054
173.038,1.056
173.068,1.050
173.098,1.049
173.128,1.051
173.158,1.054
173.188,1.061
173.218,1.056
173.248,1.052
173.278,1.055
173.308,1.055
173.338,1.055
173.368,1.048
173.398,1.053
173.428,1.057
173.458,1.057
173.488,1.056
173.518,1.051
173.548,1.048
173.578,1.053
173.608,1.053
173.638,1.056
173.668,1.055
173.698,1.055
173.728,1.056
173.758,1.054
173.788,1.053
173.818,1.053
173.848,1.050
173.878,1.053
173.908,1.061
173.938,1.056
173.968,1.051
173.998,1.057
174.028,1.054
174.058,1.051
174.088,1.048
174.118,1.058
174.148,1.052
174.178,1.056
174.208,1.056
174.238,1.053
174.268,1.052
174.298,1.051
174.328,1.053
174.358,1.054
174.388,1.055
174.418,1.057
174.448,1.056
174.478,1.056
174.508,1.056
174.538,1.054
174.568,1.051
174.598,1.050
174.628,1.055
174.658,1.057
174.688,1.055
174.718,1.051
174.748,1.050
174.778,1.056
174.808,1.056
174.838,1.051
174.868,1.048
174.898,1.059
174.928,1.053
174.958,1.053
174.988,1.051
175.018,1.051
175.048,1.053
175.078,1.055
175.108,1.053
175.138,1.053
175.168,1.058
175.198,1.051
175.228,1.055
175.258,1.054
175.288,1.052
175.318,1.052
175.348,1.054
175.378,1.059
175.408,1.054
175.438,1.053
175.468,1.051
175.498,1.053
175.528,1.052
175.558,1.056
175.588,1.050
175.618,1.053
175.648,1.055
175.678,1.057
175.708,1.053
175.738,1.052
175.768,1.053
175.798,1.056
175.828,1.052
175.858,1.053
175.888,1.054
175.918,1.052
175.948,1.050
175.978,1.054
176.008,1.049
176.038,1.054
176.068,1.053
176.098,1.060
176.128,1.051
176.158,1.052
176.188,1.053
176.218,1.052
176.248,1.056
176.278,1.051
176.308,1.053
176.338,1.057
176.368,1.056
176.398,1.053
176.428,1.050
176.458,1.052
176.488,1.052
176.518,1.052
176.548,1.057
176.578,1.059
176.608,1.058
176.638,1.056
176.668,1.056
176.698,1.054
176.728,1.056
176.758,1.056
176.788,1.052
176.818,1.054
176.848,1.047
176.878,1.051
176.908,1.055
176.938,1.056
176.968,1.055
176.998,1.056
177.028,1.050
177.058,1.053
177.088,1.055
177.118,1.055
177.148,1.051
177.178,1.052
177.208,1.051
177.238,1.054
177.268,1.053
177.298,1.058
177.328,1.060
177.358,1.058
177.388,1.058
177.418,1.055
177.448,1.048
177.478,1.048
177.508,1.052
177.538,1.057
177.568,1.056
177.598,1.058
177.628,1.054
177.658,1.055
177.688,1.055
177.718,1.052
177.748,1.044
177.778,1.059
177.808,1.056
177.838,1.055
177.868,1.051
177.898,1.054
177.928,1.053
177.958,1.053
177.988,1.054
178.018,1.055
178.048,1.056
178.078,1.051
178.108,1.054
178.138,1.053
178.168,1.054
178.198,1.052
178.228,1.056
178.258,1.059
178.288,1.056
178.318,1.052
178.348,1.051
178.378,1.053
178.408,1.057
178.438,1.052
178.468,1.048
178.498,1.056
178.528,1.056
178.558,1.056
178.588,1.052
178.618,1.050
178.648,1.054
178.678,1.053
178.708,1.052
178.738,1.054
178.768,1.057
178.798,1.053
178.828,1.054
178.858,1.056
178.888,1.050
178.918,1.051
178.948,1.056
178.978,1.060
179.008,1.054
179.038,1.051
179.068,1.049
179.098,1.056
179.128,1.055
179.158,1.053
179.188,1.046
179.218,1.055
179.248,1.056
179.278,1.052
179.308,1.051
179.338,1.053
179.368,1.053
179.398,1.052
179.428,1.055
179.458,1.053
179.488,1.056
179.518,1.051
179.548,1.052
179.578,1.051
179.608,1.050
179.638,1.052
179.668,1.060
179.698,1.058
179.728,1.052
179.758,1.056
179.788,1.050
179.818,1.055
179.848,1.051
179.878,1.049
179.908,1.051
179.938,1.055
179.968,1.056
179.998,1.054
180.028,1.051
180.058,1.052
180.088,1.052
180.118,1.053
180.148,1.058
180.178,1.056
180.208,1.055
180.238,1.054
180.268,1.054
180.298,1.056
180.328,1.053
180.358,1.048
180.388,1.051
180.418,1.058
180.448,1.058
180.478,1.053
180.508,1.055
180.538,1.052
180.568,1.053
180.598,1.051
180.628,1.054
180.658,1.053
180.688,1.059
180.718,1.058
180.748,1.054
180.778,1.051
180.808,1.049
180.838,1.053
180.868,1.055
180.898,1.053
180.928,1.052
180.958,1.054
180.988,1.054
181.018,1.052
181.048,1.049
181.078,1.050
181.108,1.051
181.138,1.053
181.168,1.059
181.198,1.055
181.228,1.054
181.258,1.051
181.288,1.055
181.318,1.054
181.348,1.052
181.378,1.051
181.408,1.057
181.438,1.057
181.468,1.059
181.498,1.054
181.528,1.052
181.558,1.050
181.588,1.051
181.618,1.055
181.648,1.053
181.678,1.051
181.708,1.057
181.738,1.057
181.768,1.056
181.798,1.051
181.828,1.057
181.858,1.050
181.888,1.053
181.918,1.062
181.948,1.055
181.978,1.052
182.008,1.054
182.038,1.054
182.068,1.051
182.098,1.053
182.128,1.055
182.158,1.050
182.188,1.057
182.218,1.055
182.248,1.052
182.278,1.053
182.308,1.056
182.338,1.051
182.368,1.058
182.398,1.052
182.428,1.055
182.458,1.056
182.488,1.052
182.518,1.054
182.548,1.055
182.578,1.050
182.608,1.050
182.638,1.058
182.668,1.058
182.698,1.050
182.728,1.051
182.758,1.054
182.788,1.054
182.818,1.051
182.848,1.049
182.878,1.045
182.908,1.055
182.938,1.059
182.968,1.052
182.998,1.049
183.028,1.050
183.058,1.049
183.088,1.054
183.118,1.054
183.148,1.053
183.178,1.057
183.208,1.057
183.238,1.055
183.268,1.054
183.298,1.053
183.328,1.051
183.358,1.052
183.388,1.061
183.418,1.056
183.448,1.053
183.478,1.050
183.508,1.053
183.538,1.056
183.568,1.051
183.598,1.050
183.628,1.054
183.658,1.057
183.688,1.055
183.718,1.054
183.748,1.053
183.778,1.055
183.808,1.054
183.838,1.053
183.868,1.053
183.898,1.055
183.928,1.056
183.958,1.053
183.988,1.054
184.018,1.054
184.048,1.050
184.078,1.050
184.108,1.057
184.138,1.055
184.168,1.056
184.198,1.053
184.228,1.054
184.258,1.053
184.288,1.056
184.318,1.053
184.348,1.057
184.378,1.058
184.408,1.057
184.438,1.053
184.468,1.051
184.498,1.050
184.528,1.053
184.558,1.051
184.588,1.057
184.618,1.057
184.648,1.057
184.678,1.052
184.708,1.051
184.738,1.055
184.768,1.050
184.798,1.049
184.828,1.053
184.858,1.060
184.888,1.054
184.918,1.053
184.948,1.053
184.978,1.051
185.008,1.055
185.038,1.051
185.068,1.054
185.098,1.051
185.128,1.058
185.158,1.055
185.188,1.053
185.218,1.053
185.248,1.053
185.278,1.052
185.308,1.052
185.338,1.054
185.368,1.056
185.398,1.058
185.428,1.053
185.458,1.051
185.488,1.052
185.518,1.049
185.548,1.053
185.578,1.061
185.608,1.061
185.638,1.056
185.668,1.049
185.698,1.051
185.728,1.050
185.758,1.054
185.788,1.055
185.818,1.050
185.848,1.055
185.878,1.062
185.908,1.056
185.938,1.051
185.968,1.051
185.998,1.052
186.028,1.055
186.058,1.055
186.088,1.051
186.118,1.056
186.148,1.055
186.178,1.055
186.208,1.056
186.238,1.056
186.268,1.049
186.298,1.051
186.328,1.059
186.358,1.052
186.388,1.052
186.418,1.055
186.448,1.054
186.478,1.055
186.508,1.052
186.538,1.052
186.568,1.052
186.598,1.055
186.628,1.057
186.658,1.052
186.688,1.054
186.718,1.053
186.748,1.053
186.778,1.054
186.808,1.053
186.838,1.053
186.868,1.054
186.898,1.055
186.928,1.057
186.958,1.055
186.988,1.051
187.018,1.048
187.048,1.056
187.078,1.056
187.108,1.056
187.138,1.050
187.168,1.051
187.198,1.055
187.228,1.055
187.258,1.053
187.288,1.049
187.318,1.056
187.348,1.060
187.378,1.057
187.408,1.052
187.438,1.055
187.468,1.051
187.498,1.055
187.528,1.054
187.558,1.054
187.588,1.055
187.618,1.058
187.648,1.053
187.678,1.055
187.708,1.052
187.738,1.052
187.768,1.050
187.798,1.059
187.828,1.055
187.858,1.051
187.888,1.053
187.918,1.052
187.948,1.052
187.978,1.055
188.008,1.055
188.038,1.049
188.068,1.061
188.098,1.056
188.128,1.054
188.158,1.052
188.188,1.055
188.218,1.053
188.248,1.052
188.278,1.059
188.308,1.057
188.338,1.055
188.368,1.052
188.398,1.050
188.428,1.056
188.458,1.051
188.488,1.052
188.518,1.055
188.548,1.062
188.578,1.058
188.608,1.053
188.638,1.052
188.668,1.053
188.698,1.052
188.728,1.051
188.758,1.056
188.788,1.054
188.818,1.058
188.848,1.055
188.878,1.054
188.908,1.054
188.938,1.056
188.968,1.055
188.998,1.054
189.028,1.055
189.058,1.057
189.088,1.049
189.118,1.055
189.148,1.055
189.178,1.055
189.208,1.051
189.238,1.050
189.268,1.054
189.298,1.050
189.328,1.055
189.358,1.055
189.388,1.054
189.418,1.057
189.448,1.058
189.478,1.055
189.508,1.048
189.538,1.056
189.568,1.061
189.598,1.057
189.628,1.052
189.658,1.055
189.688,1.052
189.718,1.056
189.748,1.055
189.778,1.055
189.808,1.055
189.838,1.054
189.868,1.052
189.898,1.053
189.928,1.052
189.958,1.052
189.988,1.055
190.018,1.060
190.048,1.056
190.078,1.055
190.108,1.051
190.138,1.054
190.168,1.050
190.198,1.051
190.228,1.052
190.258,1.051
190.288,1.054
190.318,1.056
190.348,1.052
190.378,1.049
190.408,1.052
