df_hash,22ZHK4.4XY8EU
238.363,1.159
238.393,1.159
238.423,1.113
238.453,1.138
238.483,1.116
238.513,1.076
238.543,1.048
238.573,1.021
238.603,1.051
238.633,1.046
238.663,1.019
238.693,1.045
238.723,1.049
238.753,1.020
238.783,1.045
238.813,1.070
238.843,1.073
238.873,1.083
238.903,1.052
238.933,1.007
238.963,1.062
238.993,1.050
239.023,1.036
239.053,1.005
239.083,1.057
239.113,1.065
239.143,1.045
239.173,1.057
239.203,1.041
239.233,1.031
239.263,1.020
239.293,1.021
239.323,1.038
239.353,1.039
239.383,1.049
239.413,1.042
239.443,1.045
239.473,1.047
239.503,1.035
239.533,1.037
239.563,1.036
239.593,1.045
239.623,1.033
239.653,1.027
239.683,1.043
239.713,1.057
239.743,1.045
239.773,1.051
239.803,1.053
239.833,1.055
239.863,1.043
239.893,1.032
239.923,1.032
239.953,1.048
239.983,1.066
240.013,1.060
240.043,1.044
240.073,1.050
240.103,1.043
240.133,1.053
240.163,1.053
240.193,1.041
240.223,1.044
240.253,1.051
240.283,1.049
240.313,1.052
240.343,1.052
240.373,1.043
240.403,1.045
240.433,1.055
240.463,1.048
240.493,1.047
240.523,1.057
240.553,1.057
240.583,1.045
240.613,1.045
240.643,1.048
240.673,1.053
240.703,1.053
240.733,1.055
240.763,1.049
240.793,1.056
240.823,1.052
240.853,1.050
240.883,1.052
240.913,1.053
240.943,1.053
240.973,1.052
241.003,1.051
241.033,1.050
241.063,1.049
241.093,1.050
241.123,1.053
241.153,1.052
241.183,1.055
241.213,1.045
241.243,1.053
241.273,1.056
241.303,1.055
241.333,1.045
241.363,1.054
241.393,1.054
241.423,1.049
241.453,1.055
241.483,1.050
241.513,1.052
241.543,1.053
241.573,1.054
241.603,1.051
241.633,1.047
241.663,1.052
241.693,1.056
241.723,1.048
241.753,1.046
241.783,1.053
241.813,1.052
241.843,1.048
241.873,1.053
241.903,1.049
241.933,1.050
241.963,1.050
241.993,1.051
242.023,1.060
242.053,1.051
242.083,1.053
242.113,1.056
242.143,1.050
242.173,1.035
242.203,1.023
242.233,0.987
242.263,1.057
242.293,1.106
242.323,1.045
242.353,0.991
242.383,0.994
242.413,1.068
242.443,1.080
242.473,1.092
242.503,1.048
242.533,1.056
242.563,1.079
242.593,1.049
242.623,1.047
242.653,1.057
242.683,1.057
242.713,1.078
242.743,1.070
242.773,1.062
242.803,1.063
242.833,1.061
242.863,1.067
242.893,1.053
242.923,1.049
242.953,1.055
242.983,1.066
243.013,1.062
243.043,1.037
243.073,1.022
243.103,1.030
243.133,1.022
243.163,1.040
243.193,1.055
243.223,1.059
243.253,1.065
243.283,1.068
243.313,1.068
243.343,1.064
243.373,1.071
243.403,1.070
243.433,1.081
243.463,1.070
243.493,1.062
243.523,1.061
243.553,1.077
243.583,1.078
243.613,1.075
243.643,1.078
243.673,1.069
243.703,1.073
243.733,1.061
243.763,1.047
243.793,1.052
243.823,1.052
243.853,1.060
243.883,1.056
243.913,1.055
243.943,1.056
243.973,1.054
244.003,1.055
244.033,1.054
244.063,1.049
244.093,1.059
244.123,1.070
244.153,1.069
244.183,1.077
244.213,1.070
244.243,1.064
244.273,1.058
244.303,1.065
244.333,1.075
244.363,1.078
244.393,1.080
244.423,1.092
244.453,1.098
244.483,1.096
244.513,1.070
244.543,1.051
244.573,1.038
244.603,1.056
244.633,1.051
244.663,1.042
244.693,1.035
244.723,1.049
244.753,1.067
244.783,1.061
244.813,1.060
244.843,1.065
244.873,1.060
244.903,1.064
244.933,1.064
244.963,1.056
244.993,1.044
245.023,1.047
245.053,1.053
245.083,1.050
245.113,1.053
245.143,1.054
245.173,1.068
245.203,1.090
245.233,1.079
245.263,1.094
245.293,1.073
245.323,1.064
245.353,1.061
245.383,1.059
245.413,1.064
245.443,1.074
245.473,1.058
245.503,1.059
245.533,1.062
245.563,1.062
245.593,1.077
245.623,1.067
245.653,1.062
245.683,1.070
245.713,1.063
245.743,1.069
245.773,1.071
245.803,1.066
245.833,1.065
245.863,1.073
245.893,1.075
245.923,1.061
245.953,1.074
245.983,1.071
246.013,1.074
246.043,1.082
246.073,1.064
246.103,1.064
246.133,1.070
246.163,1.069
246.193,1.070
246.223,1.078
246.253,1.081
246.283,1.083
246.313,1.088
246.343,1.092
246.373,1.098
246.403,1.092
246.433,1.088
246.463,1.088
246.493,1.083
246.523,1.078
246.553,1.088
246.583,1.081
246.613,1.085
246.643,1.099
246.673,1.090
246.703,1.086
246.733,1.092
246.763,1.094
246.793,1.096
246.823,1.093
246.853,1.094
246.883,1.089
246.913,1.088
246.943,1.094
246.973,1.089
247.003,1.087
247.033,1.083
247.063,1.085
247.093,1.089
247.123,1.092
247.153,1.086
247.183,1.088
247.213,1.085
247.243,1.086
247.273,1.084
247.303,1.079
247.333,1.083
247.363,1.085
247.393,1.084
247.423,1.085
247.453,1.084
247.483,1.085
247.513,1.090
247.543,1.086
247.573,1.083
247.603,1.089
247.633,1.084
247.663,1.086
247.693,1.086
247.723,1.082
247.753,1.087
247.783,1.087
247.813,1.084
247.843,1.086
247.873,1.081
247.903,1.085
247.933,1.088
247.963,1.090
247.993,1.085
248.023,1.090
248.053,1.087
248.083,1.088
248.113,1.084
248.143,1.087
248.173,1.086
248.203,1.089
248.233,1.091
248.263,1.086
248.293,1.087
248.323,1.094
248.353,1.084
248.383,1.080
248.413,1.087
248.443,1.088
248.473,1.083
248.503,1.079
248.533,1.090
248.563,1.086
248.593,1.088
248.623,1.082
248.653,1.078
248.683,1.100
248.713,1.090
248.743,1.084
248.773,1.087
248.803,1.093
248.833,1.094
248.863,1.075
248.893,1.085
248.923,1.095
248.953,1.092
248.983,1.080
249.013,1.085
249.043,1.084
249.073,1.083
249.103,1.082
249.133,1.090
249.163,1.093
249.193,1.085
249.223,1.085
249.253,1.091
249.283,1.085
249.313,1.091
249.343,1.083
249.373,1.088
249.403,1.090
249.433,1.087
249.463,1.088
249.493,1.086
249.523,1.092
249.553,1.094
249.583,1.089
249.613,1.081
249.643,1.087
249.673,1.094
249.703,1.090
249.733,1.080
249.763,1.089
249.793,1.088
249.823,1.086
249.853,1.090
249.883,1.085
249.913,1.089
249.943,1.087
249.973,1.089
250.003,1.084
250.033,1.081
250.063,1.093
250.093,1.092
250.123,1.082
250.153,1.084
250.183,1.093
250.213,1.083
250.243,1.088
250.273,1.091
250.303,1.091
250.333,1.084
250.363,1.096
250.393,1.087
250.423,1.083
250.453,1.087
250.483,1.082
250.513,1.086
250.543,1.089
250.573,1.090
250.603,1.090
250.633,1.088
250.663,1.088
250.693,1.074
250.723,1.088
250.753,1.083
250.783,1.089
250.813,1.095
250.843,1.103
250.873,1.104
250.903,1.091
250.933,1.080
250.963,1.091
250.993,1.105
251.023,1.103
251.053,1.100
251.083,1.095
251.113,1.098
251.143,1.094
251.173,1.083
251.203,1.094
251.233,1.088
251.263,1.084
251.293,1.095
251.323,1.094
251.353,1.099
251.383,1.088
251.413,1.088
251.443,1.085
251.473,1.059
251.503,1.065
251.533,1.067
251.563,1.046
251.593,1.061
251.623,1.070
251.653,1.051
251.683,1.028
251.713,1.033
251.743,1.025
251.773,1.041
251.803,1.047
251.833,1.051
251.863,1.052
251.893,1.062
251.923,1.054
251.953,1.047
251.983,1.029
252.013,1.036
252.043,1.029
252.073,1.043
252.103,1.015
252.133,1.025
252.163,1.014
252.193,1.018
252.223,1.035
252.253,1.048
252.283,1.045
252.313,1.046
252.343,1.051
252.373,1.045
252.403,1.048
252.433,1.061
252.463,1.073
252.493,1.079
252.523,1.047
252.553,0.989
252.583,0.951
252.613,1.035
252.643,1.071
252.673,1.048
252.703,1.048
252.733,1.051
252.763,1.050
252.793,1.046
252.823,1.050
252.853,1.057
252.883,1.053
252.913,1.050
252.943,1.045
252.973,1.054
253.003,1.063
253.033,1.064
253.063,1.046
253.093,1.040
253.123,1.045
253.153,1.059
253.183,1.062
253.213,1.050
253.243,1.047
253.273,1.057
253.303,1.058
253.333,1.053
253.363,1.051
253.393,1.043
253.423,1.057
253.453,1.055
253.483,1.057
253.513,1.052
253.543,1.051
253.573,1.054
253.603,1.050
253.633,1.052
253.663,1.061
253.693,1.055
253.723,1.067
253.753,1.069
253.783,1.066
253.813,1.085
253.843,1.081
253.873,1.080
253.903,1.071
253.933,1.076
253.963,1.076
253.993,1.071
254.023,1.061
254.053,1.066
254.083,1.041
254.113,1.039
254.143,1.046
254.173,1.043
254.203,1.033
254.233,1.010
254.263,1.003
254.293,1.005
254.323,1.032
254.353,1.028
254.383,1.009
254.413,0.999
254.443,0.994
254.473,0.997
254.503,1.036
254.533,1.047
254.563,1.046
254.593,1.054
254.623,1.062
254.653,1.049
254.683,1.058
254.713,1.061
254.743,1.055
254.773,1.057
254.803,1.049
254.833,1.042
254.863,1.046
254.893,1.045
254.923,1.055
254.953,1.039
254.983,1.033
255.013,1.062
255.043,1.066
255.073,1.045
255.103,1.080
255.133,1.082
255.163,1.056
255.193,1.056
255.223,1.055
255.253,1.062
255.283,1.060
255.313,1.049
255.343,1.048
255.373,1.047
255.403,1.056
255.433,1.064
255.463,1.067
255.493,1.063
255.523,1.051
255.553,1.052
255.583,1.068
255.613,1.068
255.643,1.061
255.673,1.052
255.703,1.065
255.733,1.065
255.763,1.053
255.793,1.055
255.823,1.056
255.853,1.064
255.883,1.066
255.913,1.062
255.943,1.062
255.973,1.063
256.003,1.062
256.033,1.062
256.063,1.060
256.093,1.056
256.123,1.061
256.153,1.067
256.183,1.058
256.213,1.054
256.243,1.058
256.273,1.063
256.303,1.069
256.333,1.066
256.363,1.054
256.393,1.061
256.423,1.071
256.453,1.077
256.483,1.049
256.513,1.050
256.543,1.052
256.573,1.061
256.603,1.061
256.633,1.056
256.663,1.061
256.693,1.060
256.723,1.062
256.753,1.056
256.783,1.077
256.813,1.068
256.843,1.062
256.873,1.056
256.903,1.062
256.933,1.072
256.963,1.068
256.993,1.062
257.023,1.063
257.053,1.058
257.083,1.057
257.113,1.059
257.143,1.064
257.173,1.058
257.203,1.052
257.233,1.041
257.263,1.027
257.293,1.040
257.323,1.045
257.353,1.032
257.383,1.036
257.413,1.053
257.443,1.052
257.473,1.054
257.503,1.062
257.533,1.054
257.563,1.048
257.593,1.045
257.623,1.054
257.653,1.054
257.683,1.051
257.713,1.059
257.743,1.057
257.773,1.057
257.803,1.069
257.833,1.082
257.863,1.070
257.893,1.038
257.923,1.031
257.953,1.033
257.983,1.044
258.013,1.036
258.043,1.025
258.073,1.031
258.103,1.052
258.133,1.057
258.163,1.047
258.193,1.050
258.223,1.060
258.253,1.067
258.283,1.062
258.313,1.069
258.343,1.071
258.373,1.061
258.403,1.060
258.433,1.060
258.463,1.074
258.493,1.075
258.523,1.063
258.553,1.079
258.583,1.074
258.613,1.071
258.643,1.074
258.673,1.080
258.703,1.082
258.733,1.080
258.763,1.084
258.793,1.081
258.823,1.077
258.853,1.085
258.883,1.096
258.913,1.085
258.943,1.076
258.973,1.077
259.003,1.078
259.033,1.095
259.063,1.078
259.093,1.071
259.123,1.073
259.153,1.075
259.183,1.073
259.213,1.076
259.243,1.077
259.273,1.082
259.303,1.080
259.333,1.073
259.363,1.076
259.393,1.080
259.423,1.075
259.453,1.073
259.483,1.078
259.513,1.073
259.543,1.076
259.573,1.076
259.603,1.078
259.633,1.077
259.663,1.075
259.693,1.074
259.723,1.073
259.753,1.075
259.783,1.068
259.813,1.067
259.843,1.086
259.873,1.079
259.903,1.072
259.933,1.079
259.963,1.072
259.993,1.080
260.023,1.081
260.053,1.069
260.083,1.074
260.113,1.076
260.143,1.076
260.173,1.075
260.203,1.073
260.233,1.072
260.263,1.075
260.293,1.073
260.323,1.067
260.353,1.077
260.383,1.079
260.413,1.077
260.443,1.069
260.473,1.073
260.503,1.080
260.533,1.073
260.563,1.075
260.593,1.078
260.623,1.078
260.653,1.077
260.683,1.069
260.713,1.072
260.743,1.075
260.773,1.075
260.803,1.077
260.833,1.074
260.863,1.074
260.893,1.075
260.923,1.076
260.953,1.076
260.983,1.076
261.013,1.073
261.043,1.069
261.073,1.078
261.103,1.079
261.133,1.071
261.163,1.067
261.193,1.077
261.223,1.079
261.253,1.078
261.283,1.077
261.313,1.073
261.343,1.076
261.373,1.075
261.403,1.076
261.433,1.070
261.463,1.075
261.493,1.077
261.523,1.074
261.553,1.080
261.583,1.074
261.613,1.077
261.643,1.076
261.673,1.074
261.703,1.073
261.733,1.069
261.763,1.068
261.793,1.073
261.823,1.081
261.853,1.080
261.883,1.069
261.913,1.067
261.943,1.079
261.973,1.081
262.003,1.073
262.033,1.079
262.063,1.080
262.093,1.072
262.123,1.075
262.153,1.077
262.183,1.071
262.213,1.076
262.243,1.079
262.273,1.075
262.303,1.078
262.333,1.082
262.363,1.074
262.393,1.075
262.423,1.078
262.453,1.067
262.483,1.072
262.513,1.080
262.543,1.076
262.573,1.076
262.603,1.079
262.633,1.073
262.663,1.070
262.693,1.073
262.723,1.077
262.753,1.077
262.783,1.077
262.813,1.077
262.843,1.076
262.873,1.081
262.903,1.079
262.933,1.075
262.963,1.071
262.993,1.074
263.023,1.081
263.053,1.078
263.083,1.072
263.113,1.077
263.143,1.076
263.173,1.077
263.203,1.082
263.233,1.077
263.263,1.080
263.293,1.081
263.323,1.077
263.353,1.075
263.383,1.071
263.413,1.081
263.443,1.077
263.473,1.079
263.503,1.076
263.533,1.066
263.563,1.070
263.593,1.074
263.623,1.061
263.653,1.061
263.683,1.068
263.713,1.074
263.743,1.071
263.773,1.075
263.803,1.079
263.833,1.076
263.863,1.082
263.893,1.078
263.923,1.085
263.953,1.080
263.983,1.081
264.013,1.084
264.043,1.081
264.073,1.079
264.103,1.076
264.133,1.072
264.163,1.054
264.193,1.059
264.223,1.069
264.253,1.057
264.283,1.064
264.313,1.056
264.343,1.067
264.373,1.060
264.403,1.080
264.433,1.066
264.463,1.070
264.493,1.087
264.523,1.121
264.553,1.106
264.583,1.097
264.613,1.101
264.643,1.107
264.673,1.105
264.703,1.100
264.733,1.092
264.763,1.100
264.793,1.087
264.823,1.078
264.853,1.051
264.883,1.046
264.913,1.068
264.943,1.053
264.973,1.056
265.003,1.094
265.033,1.068
265.063,1.010
265.093,0.996
265.123,1.036
265.153,1.042
265.183,1.071
265.213,1.075
265.243,1.057
265.273,1.032
265.303,1.040
265.333,1.027
265.363,1.031
265.393,1.092
265.423,1.055
265.453,1.055
265.483,1.057
265.513,1.098
265.543,1.090
265.573,1.069
265.603,1.096
265.633,1.110
265.663,1.096
265.693,1.105
265.723,1.139
265.753,1.112
265.783,1.086
265.813,1.085
265.843,1.069
265.873,1.030
265.903,1.036
265.933,1.062
265.963,1.061
265.993,1.037
266.023,1.062
266.053,1.059
266.083,1.073
266.113,1.072
266.143,1.060
266.173,1.071
266.203,1.096
266.233,1.084
266.263,1.087
266.293,1.100
266.323,1.106
266.353,1.104
266.383,1.099
266.413,1.098
266.443,1.097
266.473,1.102
266.503,1.081
266.533,1.085
266.563,1.084
266.593,1.084
266.623,1.091
266.653,1.092
266.683,1.094
266.713,1.088
266.743,1.091
266.773,1.089
266.803,1.094
266.833,1.091
266.863,1.084
266.893,1.089
266.923,1.096
266.953,1.091
266.983,1.089
267.013,1.093
267.043,1.091
267.073,1.091
267.103,1.093
267.133,1.091
267.163,1.090
267.193,1.091
267.223,1.095
267.253,1.088
267.283,1.085
267.313,1.086
267.343,1.092
267.373,1.091
267.403,1.091
267.433,1.090
267.463,1.099
267.493,1.094
267.523,1.087
267.553,1.093
267.583,1.094
267.613,1.093
267.643,1.089
267.673,1.089
267.703,1.089
267.733,1.089
267.763,1.084
267.793,1.091
267.823,1.084
267.853,1.067
267.883,1.102
267.913,1.135
267.943,1.135
267.973,1.100
268.003,1.105
268.033,1.109
268.063,1.095
268.093,1.084
268.123,1.075
268.153,1.077
268.183,1.076
268.213,1.086
268.243,1.082
268.273,1.082
268.303,1.093
268.333,1.089
268.363,1.082
268.393,1.080
268.423,1.082
268.453,1.079
268.483,1.079
268.513,1.073
268.543,1.072
268.573,1.075
268.603,1.081
268.633,1.090
268.663,1.092
268.693,1.086
268.723,1.091
268.753,1.096
268.783,1.092
268.813,1.090
268.843,1.094
268.873,1.090
268.903,1.089
268.933,1.091
268.963,1.092
268.993,1.087
269.023,1.095
269.053,1.097
269.083,1.097
269.113,1.091
269.143,1.092
269.173,1.087
269.203,1.088
269.233,1.086
269.263,1.089
269.293,1.089
269.323,1.091
269.353,1.094
269.383,1.093
269.413,1.093
269.443,1.085
269.473,1.095
269.503,1.099
269.533,1.096
269.563,1.098
269.593,1.091
269.623,1.081
269.653,1.083
269.683,1.084
269.713,1.091
269.743,1.090
269.773,1.093
269.803,1.091
269.833,1.091
269.863,1.087
269.893,1.086
269.923,1.090
269.953,1.088
269.983,1.090
270.013,1.082
270.043,1.086
270.073,1.089
270.103,1.092
270.133,1.088
270.163,1.086
270.193,1.094
270.223,1.090
270.253,1.090
270.283,1.090
270.313,1.095
270.343,1.088
270.373,1.103
270.403,1.128
270.433,1.082
270.463,1.092
270.493,1.138
270.523,1.111
270.553,1.103
270.583,1.109
270.613,1.109
270.643,1.103
270.673,1.077
270.703,1.063
270.733,1.066
270.763,1.090
270.793,1.091
270.823,1.108
270.853,1.111
270.883,1.122
270.913,1.132
270.943,1.130
270.973,1.134
271.003,1.136
271.033,1.129
271.063,1.129
271.093,1.071
271.123,1.030
271.153,1.035
271.183,1.009
271.213,1.011
271.243,1.050
271.273,1.061
271.303,1.050
271.333,1.051
271.363,1.028
271.393,1.040
271.423,1.063
271.453,1.099
271.483,1.105
271.513,0.985
271.543,0.979
271.573,1.061
271.603,1.054
271.633,1.011
271.663,1.032
271.693,1.065
271.723,1.064
271.753,1.081
271.783,1.073
271.813,1.058
271.843,1.070
271.873,1.046
271.903,1.042
271.933,1.049
271.963,1.046
271.993,1.022
272.023,1.028
272.053,1.047
272.083,1.067
272.113,1.076
272.143,1.103
272.173,1.111
272.203,1.105
272.233,1.089
272.263,1.072
272.293,1.077
272.323,1.102
272.353,1.087
272.383,1.069
272.413,1.077
272.443,1.085
272.473,1.087
272.503,1.077
272.533,1.082
272.563,1.081
272.593,1.067
272.623,1.068
272.653,1.080
272.683,1.085
272.713,1.087
272.743,1.075
272.773,1.079
272.803,1.084
272.833,1.096
272.863,1.073
272.893,1.068
272.923,1.082
272.953,1.082
272.983,1.097
273.013,1.100
273.043,1.095
273.073,1.093
273.103,1.102
273.133,1.094
273.163,1.095
273.193,1.094
273.223,1.083
273.253,1.087
273.283,1.095
273.313,1.089
273.343,1.088
273.373,1.078
273.403,1.085
273.433,1.088
273.463,1.083
273.493,1.086
273.523,1.083
273.553,1.091
273.583,1.089
273.613,1.084
273.643,1.098
273.673,1.093
273.703,1.083
273.733,1.094
273.763,1.089
273.793,1.091
273.823,1.089
273.853,1.089
273.883,1.088
273.913,1.085
273.943,1.088
273.973,1.090
274.003,1.092
274.033,1.090
274.063,1.082
274.093,1.090
274.123,1.093
274.153,1.091
274.183,1.088
274.213,1.083
274.243,1.092
274.273,1.086
274.303,1.085
274.333,1.091
274.363,1.093
274.393,1.084
274.423,1.088
274.453,1.094
274.483,1.095
274.513,1.087
274.543,1.085
274.573,1.082
274.603,1.086
274.633,1.092
274.663,1.089
274.693,1.089
274.723,1.091
274.753,1.090
274.783,1.093
274.813,1.090
274.843,1.093
274.873,1.084
274.903,1.084
274.933,1.085
274.963,1.083
274.993,1.089
275.023,1.095
275.053,1.091
275.083,1.092
275.113,1.094
275.143,1.090
275.173,1.083
275.203,1.085
275.233,1.086
275.263,1.087
275.293,1.090
275.323,1.092
275.353,1.081
275.383,1.091
275.413,1.089
275.443,1.083
275.473,1.085
275.503,1.083
275.533,1.083
275.563,1.087
275.593,1.083
275.623,1.092
275.653,1.093
275.683,1.093
275.713,1.090
275.743,1.091
275.773,1.086
275.803,1.093
275.833,1.087
275.863,1.083
275.893,1.090
275.923,1.097
275.953,1.092
275.983,1.083
276.013,1.086
276.043,1.088
276.073,1.087
276.103,1.091
276.133,1.092
276.163,1.092
276.193,1.091
276.223,1.084
276.253,1.089
276.283,1.094
276.313,1.089
276.343,1.092
276.373,1.097
276.403,1.099
276.433,1.084
276.463,1.087
276.493,1.088
276.523,1.091
276.553,1.082
276.583,1.091
276.613,1.138
276.643,1.124
276.673,1.121
276.703,1.111
276.733,1.127
276.763,1.143
276.793,1.127
276.823,1.098
276.853,1.091
276.883,1.101
276.913,1.094
276.943,1.081
276.973,1.078
277.003,1.070
277.033,1.050
277.063,1.051
277.093,1.051
277.123,1.052
277.153,1.049
277.183,1.060
277.213,1.044
277.243,1.047
277.273,1.043
277.303,1.077
277.333,1.066
277.363,1.049
277.393,1.047
277.423,1.039
277.453,1.013
277.483,1.005
277.513,1.044
277.543,1.038
277.573,1.046
277.603,1.066
277.633,1.072
277.663,1.050
277.693,1.050
277.723,1.043
277.753,1.029
277.783,1.040
277.813,1.047
277.843,1.036
277.873,1.054
277.903,1.052
277.933,1.041
277.963,1.013
277.993,1.042
278.023,1.042
278.053,1.033
278.083,1.060
278.113,1.049
278.143,1.056
278.173,1.057
278.203,1.054
278.233,1.056
278.263,1.062
278.293,1.062
278.323,1.081
278.353,1.076
278.383,1.076
278.413,1.086
278.443,1.074
278.473,1.067
278.503,1.068
278.533,1.062
278.563,1.062
278.593,1.058
278.623,1.058
278.653,1.071
278.683,1.073
278.713,1.066
278.743,1.065
278.773,1.068
278.803,1.065
278.833,1.069
278.863,1.058
278.893,1.051
278.923,1.065
278.953,1.064
278.983,1.051
279.013,1.052
279.043,1.054
279.073,1.061
279.103,1.053
279.133,1.058
279.163,1.075
279.193,1.059
279.223,1.057
279.253,1.053
279.283,1.063
279.313,1.062
279.343,1.068
279.373,1.066
279.403,1.062
279.433,1.060
279.463,1.058
279.493,1.062
279.523,1.070
279.553,1.073
279.583,1.066
279.613,1.063
279.643,1.060
279.673,1.061
279.703,1.066
279.733,1.063
279.763,1.067
279.793,1.064
279.823,1.064
279.853,1.058
279.883,1.061
279.913,1.069
279.943,1.060
279.973,1.059
280.003,1.063
280.033,1.064
280.063,1.064
280.093,1.062
280.123,1.059
280.153,1.063
280.183,1.068
280.213,1.059
280.243,1.062
280.273,1.067
280.303,1.072
280.333,1.077
280.363,1.070
280.393,1.070
280.423,1.071
280.453,1.090
280.483,1.091
280.513,1.104
280.543,1.111
280.573,1.115
280.603,1.127
280.633,1.107
280.663,1.082
280.693,1.080
280.723,1.068
280.753,1.061
280.783,1.041
280.813,1.044
280.843,1.041
280.873,1.025
280.903,1.022
280.933,1.042
280.963,1.031
280.993,1.017
281.023,1.018
281.053,1.029
281.083,1.033
281.113,1.036
281.143,1.017
281.173,1.022
281.203,1.033
281.233,1.049
281.263,1.036
281.293,1.051
281.323,1.047
281.353,1.045
281.383,1.045
281.413,1.059
281.443,1.045
281.473,1.040
281.503,1.067
281.533,1.073
281.563,1.063
281.593,1.066
281.623,1.089
281.653,1.070
281.683,1.061
281.713,1.069
281.743,1.075
281.773,1.082
281.803,1.075
281.833,1.081
281.863,1.066
281.893,1.062
281.923,1.073
281.953,1.077
281.983,1.082
282.013,1.078
282.043,1.071
282.073,1.080
282.103,1.089
282.133,1.078
282.163,1.082
282.193,1.082
282.223,1.085
282.253,1.098
282.283,1.104
282.313,1.115
282.343,1.119
282.373,1.115
282.403,1.108
282.433,1.105
282.463,1.103
282.493,1.076
282.523,1.063
282.553,1.043
282.583,1.052
282.613,1.046
282.643,1.052
282.673,1.049
282.703,1.042
282.733,1.061
282.763,1.068
282.793,1.062
282.823,1.068
282.853,1.069
282.883,1.100
282.913,1.074
282.943,1.074
282.973,1.076
283.003,1.059
283.033,1.058
283.063,1.038
283.093,1.008
283.123,1.032
283.153,1.007
283.183,1.015
283.213,1.056
283.243,1.059
283.273,1.066
283.303,1.104
283.333,1.052
283.363,1.064
283.393,1.061
283.423,1.046
283.453,1.063
283.483,1.052
283.513,1.068
283.543,1.052
283.573,1.051
283.603,1.051
283.633,1.064
283.663,1.071
283.693,1.090
283.723,1.091
283.753,1.078
283.783,1.093
283.813,1.089
283.843,1.084
283.873,1.090
283.903,1.096
283.933,1.094
283.963,1.103
283.993,1.117
284.023,1.103
284.053,1.086
284.083,1.072
284.113,1.071
284.143,1.074
284.173,1.071
284.203,1.071
284.233,1.087
284.263,1.089
284.293,1.081
284.323,1.056
284.353,1.075
284.383,1.075
284.413,1.083
284.443,1.074
284.473,1.068
284.503,1.064
284.533,1.082
284.563,1.080
284.593,1.076
284.623,1.055
284.653,1.054
284.683,1.053
284.713,1.057
284.743,1.077
284.773,1.077
284.803,1.069
284.833,1.098
284.863,1.092
284.893,1.067
284.923,1.089
284.953,1.114
284.983,1.100
285.013,1.089
285.043,1.089
285.073,1.067
285.103,1.078
285.133,1.080
285.163,1.084
285.193,1.095
285.223,1.097
285.253,1.098
285.283,1.085
285.313,1.086
285.343,1.082
285.373,1.081
285.403,1.075
285.433,1.068
285.463,1.082
285.493,1.076
285.523,1.075
285.553,1.088
285.583,1.081
285.613,1.076
285.643,1.084
285.673,1.083
285.703,1.085
285.733,1.086
285.763,1.078
285.793,1.074
285.823,1.080
285.853,1.087
285.883,1.092
285.913,1.086
285.943,1.085
285.973,1.086
286.003,1.079
286.033,1.082
286.063,1.078
286.093,1.085
286.123,1.083
286.153,1.077
286.183,1.077
286.213,1.088
286.243,1.084
286.273,1.075
286.303,1.078
286.333,1.080
286.363,1.074
286.393,1.086
286.423,1.088
286.453,1.091
286.483,1.092
286.513,1.080
286.543,1.088
286.573,1.089
286.603,1.081
286.633,1.086
286.663,1.078
286.693,1.082
286.723,1.073
286.753,1.075
286.783,1.086
286.813,1.080
286.843,1.079
286.873,1.080
286.903,1.083
286.933,1.082
286.963,1.084
286.993,1.079
287.023,1.077
287.053,1.083
287.083,1.074
287.113,1.079
287.143,1.092
287.173,1.078
287.203,1.082
287.233,1.089
287.263,1.091
287.293,1.086
287.323,1.099
287.353,1.083
287.383,1.078
287.413,1.082
287.443,1.081
287.473,1.085
287.503,1.083
287.533,1.086
287.563,1.087
287.593,1.083
287.623,1.076
287.653,1.082
287.683,1.080
287.713,1.083
287.743,1.083
287.773,1.084
287.803,1.082
287.833,1.079
287.863,1.085
287.893,1.083
287.923,1.084
287.953,1.077
287.983,1.075
288.013,1.084
288.043,1.086
288.073,1.082
288.103,1.086
288.133,1.085
288.163,1.089
288.193,1.083
288.223,1.077
288.253,1.071
288.283,1.083
288.313,1.083
288.343,1.081
288.373,1.086
288.403,1.083
288.433,1.086
288.463,1.078
288.493,1.077
288.523,1.081
288.553,1.083
288.583,1.089
288.613,1.079
288.643,1.079
288.673,1.085
288.703,1.078
288.733,1.081
288.763,1.081
288.793,1.071
288.823,1.092
288.853,1.087
288.883,1.085
288.913,1.086
288.943,1.084
288.973,1.089
289.003,1.078
289.033,1.095
289.063,1.104
289.093,1.099
289.123,1.116
289.153,1.110
289.183,1.109
289.213,1.122
289.243,1.123
289.273,1.103
289.303,1.105
289.333,1.089
289.363,1.074
289.393,1.081
289.423,1.062
289.453,1.054
289.483,1.056
289.513,1.036
289.543,1.024
289.573,1.052
289.603,1.047
289.633,1.039
289.663,1.046
289.693,1.038
289.723,1.040
289.753,1.048
289.783,1.058
289.813,1.049
289.843,1.042
289.873,1.072
289.903,1.074
289.933,1.056
289.963,1.058
289.993,1.076
290.023,1.057
290.053,1.042
290.083,1.041
290.113,1.046
290.143,1.061
290.173,1.052
290.203,1.048
290.233,1.061
290.263,1.068
290.293,1.057
290.323,1.062
290.353,1.064
290.383,1.063
290.413,1.062
290.443,1.059
290.473,1.049
290.503,1.057
290.533,1.061
290.563,1.064
290.593,1.068
290.623,1.061
290.653,1.066
290.683,1.066
290.713,1.058
290.743,1.062
